Date,WisdomTree High DividendEtf_Open_average,WisdomTree High DividendEtf_Open_max,WisdomTree High DividendEtf_Open_min,WisdomTree High DividendEtf_Open_volatility,WisdomTree High DividendEtf_Open_change,WisdomTree High DividendEtf_High_average,WisdomTree High DividendEtf_High_max,WisdomTree High DividendEtf_High_min,WisdomTree High DividendEtf_High_volatility,WisdomTree High DividendEtf_High_change,WisdomTree High DividendEtf_Low_average,WisdomTree High DividendEtf_Low_max,WisdomTree High DividendEtf_Low_min,WisdomTree High DividendEtf_Low_volatility,WisdomTree High DividendEtf_Low_change,WisdomTree High DividendEtf_Close_average,WisdomTree High DividendEtf_Close_max,WisdomTree High DividendEtf_Close_min,WisdomTree High DividendEtf_Close_volatility,WisdomTree High DividendEtf_Close_change
2018-04-08,68.84,68.84,68.84,0.0,0.0,68.88,68.88,68.88,0.0,0.0,68.52,68.52,68.52,0.0,0.0,68.69,68.69,68.69,0.0,0.0
2018-04-15,68.83,68.83,68.83,0.0,0.0,68.88,68.88,68.88,0.0,0.0,68.11,68.11,68.11,0.0,0.0,68.23,68.23,68.23,0.0,0.0
2018-04-22,68.63,68.63,68.63,0.0,0.0,69.06,69.06,69.06,0.0,0.0,68.61,68.61,68.61,0.0,0.0,69.0,69.0,69.0,0.0,0.0
2018-04-29,67.36,67.36,67.36,0.0,0.0,68.33,68.33,68.33,0.0,0.0,67.36,67.36,67.36,0.0,0.0,68.14,68.14,68.14,0.0,0.0
2018-05-06,69.24,69.24,69.24,0.0,0.0,69.5,69.5,69.5,0.0,0.0,69.24,69.24,69.24,0.0,0.0,69.34,69.34,69.34,0.0,0.0
2018-05-13,68.9,68.9,68.9,0.0,0.0,68.98,68.98,68.98,0.0,0.0,68.79,68.79,68.79,0.0,0.0,68.87,68.87,68.87,0.0,0.0
2018-05-20,69.12,69.12,69.12,0.0,0.0,69.12,69.12,69.12,0.0,0.0,68.86,68.86,68.86,0.0,0.0,69.02,69.02,69.02,0.0,0.0
2018-05-27,69.48,69.48,69.48,0.0,0.0,69.64,69.64,69.64,0.0,0.0,69.37,69.37,69.37,0.0,0.0,69.49,69.49,69.49,0.0,0.0
2018-06-03,70.17,70.17,70.17,0.0,0.0,70.51,70.51,70.51,0.0,0.0,70.17,70.17,70.17,0.0,0.0,70.51,70.51,70.51,0.0,0.0
2018-06-10,70.05,70.05,70.05,0.0,0.0,70.35,70.35,70.35,0.0,0.0,69.96,69.96,69.96,0.0,0.0,70.29,70.29,70.29,0.0,0.0
2018-06-17,70.4,70.4,70.4,0.0,0.0,70.43,70.43,70.43,0.0,0.0,70.2,70.2,70.2,0.0,0.0,70.28,70.28,70.28,0.0,0.0
2018-06-24,70.08,70.08,70.08,0.0,0.0,70.46,70.46,70.46,0.0,0.0,69.91,69.91,69.91,0.0,0.0,69.94,69.94,69.94,0.0,0.0
2018-07-01,70.46,70.46,70.46,0.0,0.0,71.1,71.1,71.1,0.0,0.0,70.46,70.46,70.46,0.0,0.0,71.04,71.04,71.04,0.0,0.0
2018-07-08,71.07,71.07,71.07,0.0,0.0,71.25,71.25,71.25,0.0,0.0,71.01,71.01,71.01,0.0,0.0,71.08,71.08,71.08,0.0,0.0
2018-07-15,70.62,70.62,70.62,0.0,0.0,70.62,70.62,70.62,0.0,0.0,70.47,70.47,70.47,0.0,0.0,70.54,70.54,70.54,0.0,0.0
2018-07-22,70.95,70.95,70.95,0.0,0.0,71.05,71.05,71.05,0.0,0.0,70.76,70.76,70.76,0.0,0.0,70.85,70.85,70.85,0.0,0.0
2018-07-29,71.37,71.37,71.37,0.0,0.0,72.0,72.0,72.0,0.0,0.0,71.37,71.37,71.37,0.0,0.0,71.91,71.91,71.91,0.0,0.0
2018-08-05,71.48,71.48,71.48,0.0,0.0,71.72,71.72,71.72,0.0,0.0,71.42,71.42,71.42,0.0,0.0,71.55,71.55,71.55,0.0,0.0
2018-08-12,72.14,72.14,72.14,0.0,0.0,72.86,72.86,72.86,0.0,0.0,72.14,72.14,72.14,0.0,0.0,72.74,72.74,72.74,0.0,0.0
2018-08-19,72.42,72.42,72.42,0.0,0.0,72.54,72.54,72.54,0.0,0.0,72.24,72.24,72.24,0.0,0.0,72.46,72.46,72.46,0.0,0.0
2018-08-26,72.37,72.37,72.37,0.0,0.0,72.44,72.44,72.44,0.0,0.0,72.08,72.08,72.08,0.0,0.0,72.28,72.28,72.28,0.0,0.0
2018-09-02,72.33,72.33,72.33,0.0,0.0,72.33,72.33,72.33,0.0,0.0,72.05,72.05,72.05,0.0,0.0,72.16,72.16,72.16,0.0,0.0
2018-09-09,72.84,72.84,72.84,0.0,0.0,72.94,72.94,72.94,0.0,0.0,72.55,72.55,72.55,0.0,0.0,72.8,72.8,72.8,0.0,0.0
2018-09-16,73.35,73.35,73.35,0.0,0.0,73.49,73.49,73.49,0.0,0.0,73.33,73.33,73.33,0.0,0.0,73.42,73.42,73.42,0.0,0.0
2018-09-23,71.8,71.8,71.8,0.0,0.0,72.21,72.21,72.21,0.0,0.0,71.8,71.8,71.8,0.0,0.0,72.16,72.16,72.16,0.0,0.0
2018-09-30,72.39,72.39,72.39,0.0,0.0,72.52,72.52,72.52,0.0,0.0,72.08,72.08,72.08,0.0,0.0,72.29,72.29,72.29,0.0,0.0
2018-10-07,69.94,69.94,69.94,0.0,0.0,69.94,69.94,69.94,0.0,0.0,69.09,69.09,69.09,0.0,0.0,69.65,69.65,69.65,0.0,0.0
2018-10-14,70.52,70.52,70.52,0.0,0.0,71.07,71.07,71.07,0.0,0.0,70.52,70.52,70.52,0.0,0.0,70.77,70.77,70.77,0.0,0.0
2018-10-21,69.1,69.1,69.1,0.0,0.0,69.1,69.1,69.1,0.0,0.0,68.01,68.01,68.01,0.0,0.0,68.39,68.39,68.39,0.0,0.0
2018-10-28,70.27,70.27,70.27,0.0,0.0,70.3,70.3,70.3,0.0,0.0,69.16,69.16,69.16,0.0,0.0,69.63,69.63,69.63,0.0,0.0
2018-11-04,71.29,71.29,71.29,0.0,0.0,71.49,71.49,71.49,0.0,0.0,71.02,71.02,71.02,0.0,0.0,71.29,71.29,71.29,0.0,0.0
2018-11-11,70.51,70.51,70.51,0.0,0.0,70.98,70.98,70.98,0.0,0.0,70.51,70.51,70.51,0.0,0.0,70.87,70.87,70.87,0.0,0.0
2018-11-18,69.05,69.05,69.05,0.0,0.0,69.24,69.24,69.24,0.0,0.0,68.75,68.75,68.75,0.0,0.0,69.04,69.04,69.04,0.0,0.0
2018-11-25,70.97,70.97,70.97,0.0,0.0,71.66,71.66,71.66,0.0,0.0,70.97,70.97,70.97,0.0,0.0,71.66,71.66,71.66,0.0,0.0
2018-12-02,70.61,70.61,70.61,0.0,0.0,70.82,70.82,70.82,0.0,0.0,69.5,69.5,69.5,0.0,0.0,69.76,69.76,69.76,0.0,0.0
2018-12-09,69.13,69.13,69.13,0.0,0.0,69.27,69.27,69.27,0.0,0.0,68.47,68.47,68.47,0.0,0.0,68.66,68.66,68.66,0.0,0.0
2018-12-16,65.27,65.27,65.27,0.0,0.0,66.37,66.37,66.37,0.0,0.0,64.3,64.3,64.3,0.0,0.0,64.45,64.45,64.45,0.0,0.0
2018-12-23,65.07,65.07,65.07,0.0,0.0,65.57,65.57,65.57,0.0,0.0,64.66,64.66,64.66,0.0,0.0,64.9,64.9,64.9,0.0,0.0
2018-12-30,65.52,65.52,65.52,0.0,0.0,66.5,66.5,66.5,0.0,0.0,65.52,65.52,65.52,0.0,0.0,66.42,66.42,66.42,0.0,0.0
2019-01-06,67.72,67.72,67.72,0.0,0.0,68.16,68.16,68.16,0.0,0.0,67.55,67.55,67.55,0.0,0.0,68.08,68.08,68.08,0.0,0.0
2019-01-13,69.0,69.0,69.0,0.0,0.0,69.4,69.4,69.4,0.0,0.0,68.87,68.87,68.87,0.0,0.0,69.36,69.36,69.36,0.0,0.0
2019-01-20,68.88,68.88,68.88,0.0,0.0,69.17,69.17,69.17,0.0,0.0,68.85,68.85,68.85,0.0,0.0,68.93,68.93,68.93,0.0,0.0
2019-01-27,70.44,70.44,70.44,0.0,0.0,70.46,70.46,70.46,0.0,0.0,70.07,70.07,70.07,0.0,0.0,70.38,70.38,70.38,0.0,0.0
2019-02-03,70.03,70.03,70.03,0.0,0.0,70.38,70.38,70.38,0.0,0.0,69.76,69.76,69.76,0.0,0.0,70.38,70.38,70.38,0.0,0.0
2019-02-10,71.27,71.27,71.27,0.0,0.0,71.6,71.6,71.6,0.0,0.0,71.27,71.27,71.27,0.0,0.0,71.6,71.6,71.6,0.0,0.0
2019-02-17,71.82,71.82,71.82,0.0,0.0,72.01,72.01,72.01,0.0,0.0,71.65,71.65,71.65,0.0,0.0,72.01,72.01,72.01,0.0,0.0
2019-02-24,72.11,72.11,72.11,0.0,0.0,72.11,72.11,72.11,0.0,0.0,71.59,71.59,71.59,0.0,0.0,71.99,71.99,71.99,0.0,0.0
2019-03-03,70.56,70.56,70.56,0.0,0.0,70.83,70.83,70.83,0.0,0.0,70.41,70.41,70.41,0.0,0.0,70.79,70.79,70.79,0.0,0.0
2019-03-10,72.29,72.29,72.29,0.0,0.0,72.52,72.52,72.52,0.0,0.0,72.18,72.18,72.18,0.0,0.0,72.39,72.39,72.39,0.0,0.0
2019-03-17,72.6,72.6,72.6,0.0,0.0,72.84,72.84,72.84,0.0,0.0,71.99,71.99,71.99,0.0,0.0,72.07,72.07,72.07,0.0,0.0
2019-03-24,72.63,72.63,72.63,0.0,0.0,72.63,72.63,72.63,0.0,0.0,72.23,72.23,72.23,0.0,0.0,72.47,72.47,72.47,0.0,0.0
2019-03-31,73.26,73.26,73.26,0.0,0.0,73.55,73.55,73.55,0.0,0.0,73.12,73.12,73.12,0.0,0.0,73.55,73.55,73.55,0.0,0.0
2019-04-07,73.48,73.48,73.48,0.0,0.0,73.48,73.48,73.48,0.0,0.0,73.06,73.06,73.06,0.0,0.0,73.29,73.29,73.29,0.0,0.0
2019-04-14,73.15,73.15,73.15,0.0,0.0,73.15,73.15,73.15,0.0,0.0,72.69,72.69,72.69,0.0,0.0,72.93,72.93,72.93,0.0,0.0
2019-04-21,72.43,72.43,72.43,0.0,0.0,72.89,72.89,72.89,0.0,0.0,72.43,72.43,72.43,0.0,0.0,72.89,72.89,72.89,0.0,0.0
2019-04-28,72.94,72.94,72.94,0.0,0.0,73.44,73.44,73.44,0.0,0.0,72.94,72.94,72.94,0.0,0.0,73.38,73.38,73.38,0.0,0.0
2019-05-05,71.58,71.58,71.58,0.0,0.0,72.43,72.43,72.43,0.0,0.0,71.15,71.15,71.15,0.0,0.0,72.34,72.34,72.34,0.0,0.0
2019-05-12,72.08,72.08,72.08,0.0,0.0,72.75,72.75,72.75,0.0,0.0,72.08,72.08,72.08,0.0,0.0,72.41,72.41,72.41,0.0,0.0
2019-05-19,71.99,71.99,71.99,0.0,0.0,71.99,71.99,71.99,0.0,0.0,71.57,71.57,71.57,0.0,0.0,71.77,71.77,71.77,0.0,0.0
2019-05-26,69.27,69.27,69.27,0.0,0.0,69.36,69.36,69.36,0.0,0.0,68.92,68.92,68.92,0.0,0.0,68.99,68.99,68.99,0.0,0.0
2019-06-02,71.8,71.8,71.8,0.0,0.0,72.22,72.22,72.22,0.0,0.0,71.78,71.78,71.78,0.0,0.0,71.78,71.78,71.78,0.0,0.0
2019-06-09,72.3,72.3,72.3,0.0,0.0,72.43,72.43,72.43,0.0,0.0,72.1,72.1,72.1,0.0,0.0,72.31,72.31,72.31,0.0,0.0
2019-06-16,73.41,73.41,73.41,0.0,0.0,73.5,73.5,73.5,0.0,0.0,73.18,73.18,73.18,0.0,0.0,73.41,73.41,73.41,0.0,0.0
2019-06-23,72.53,72.53,72.53,0.0,0.0,72.83,72.83,72.83,0.0,0.0,72.53,72.53,72.53,0.0,0.0,72.77,72.77,72.77,0.0,0.0
2019-06-30,73.66,73.66,73.66,0.0,0.0,73.9,73.9,73.9,0.0,0.0,73.28,73.28,73.28,0.0,0.0,73.83,73.83,73.83,0.0,0.0
2019-07-07,73.84,73.84,73.84,0.0,0.0,73.98,73.98,73.98,0.0,0.0,73.79,73.79,73.79,0.0,0.0,73.96,73.96,73.96,0.0,0.0
2019-07-14,73.65,73.65,73.65,0.0,0.0,73.77,73.77,73.77,0.0,0.0,73.27,73.27,73.27,0.0,0.0,73.27,73.27,73.27,0.0,0.0
2019-07-21,73.67,73.67,73.67,0.0,0.0,74.06,74.06,74.06,0.0,0.0,73.67,73.67,73.67,0.0,0.0,74.06,74.06,74.06,0.0,0.0
2019-07-28,72.33,72.33,72.33,0.0,0.0,72.51,72.51,72.51,0.0,0.0,72.0,72.0,72.0,0.0,0.0,72.21,72.21,72.21,0.0,0.0
2019-08-04,72.15,72.15,72.15,0.0,0.0,72.15,72.15,72.15,0.0,0.0,71.29,71.29,71.29,0.0,0.0,71.64,71.64,71.64,0.0,0.0
2019-08-11,70.23,70.23,70.23,0.0,0.0,71.15,71.15,71.15,0.0,0.0,70.23,70.23,70.23,0.0,0.0,71.12,71.12,71.12,0.0,0.0
2019-08-18,71.62,71.62,71.62,0.0,0.0,71.89,71.89,71.89,0.0,0.0,69.98,69.98,69.98,0.0,0.0,70.25,70.25,70.25,0.0,0.0
2019-08-25,71.67,71.67,71.67,0.0,0.0,71.71,71.71,71.71,0.0,0.0,71.36,71.36,71.36,0.0,0.0,71.51,71.51,71.51,0.0,0.0
2019-09-01,72.78,72.78,72.78,0.0,0.0,73.0,73.0,73.0,0.0,0.0,72.77,72.77,72.77,0.0,0.0,72.9,72.9,72.9,0.0,0.0
2019-09-08,74.66,74.66,74.66,0.0,0.0,74.72,74.72,74.72,0.0,0.0,74.28,74.28,74.28,0.0,0.0,74.35,74.35,74.35,0.0,0.0
2019-09-15,74.43,74.43,74.43,0.0,0.0,74.67,74.67,74.67,0.0,0.0,74.23,74.23,74.23,0.0,0.0,74.27,74.27,74.27,0.0,0.0
2019-09-22,74.55,74.55,74.55,0.0,0.0,74.63,74.63,74.63,0.0,0.0,73.98,73.98,73.98,0.0,0.0,74.29,74.29,74.29,0.0,0.0
2019-09-29,72.98,72.98,72.98,0.0,0.0,73.62,73.62,73.62,0.0,0.0,72.98,72.98,72.98,0.0,0.0,73.62,73.62,73.62,0.0,0.0
2019-10-06,73.74,73.74,73.74,0.0,0.0,74.23,74.23,74.23,0.0,0.0,73.74,73.74,73.74,0.0,0.0,73.78,73.78,73.78,0.0,0.0
2019-10-13,73.94,73.94,73.94,0.0,0.0,74.48,74.48,74.48,0.0,0.0,73.94,73.94,73.94,0.0,0.0,74.4,74.4,74.4,0.0,0.0
2019-10-20,74.8,74.8,74.8,0.0,0.0,74.86,74.86,74.86,0.0,0.0,74.57,74.57,74.57,0.0,0.0,74.77,74.77,74.77,0.0,0.0
2019-10-27,75.35,75.35,75.35,0.0,0.0,75.67,75.67,75.67,0.0,0.0,75.35,75.35,75.35,0.0,0.0,75.67,75.67,75.67,0.0,0.0
2019-11-03,75.86,75.86,75.86,0.0,0.0,76.13,76.13,76.13,0.0,0.0,75.73,75.73,75.73,0.0,0.0,76.13,76.13,76.13,0.0,0.0
2019-11-10,76.08,76.08,76.08,0.0,0.0,76.3,76.3,76.3,0.0,0.0,75.99,75.99,75.99,0.0,0.0,76.29,76.29,76.29,0.0,0.0
2019-11-17,75.79,75.79,75.79,0.0,0.0,75.81,75.81,75.81,0.0,0.0,75.56,75.56,75.56,0.0,0.0,75.72,75.72,75.72,0.0,0.0
2019-11-24,75.98,75.98,75.98,0.0,0.0,76.04,76.04,76.04,0.0,0.0,75.76,75.76,75.76,0.0,0.0,75.76,75.76,75.76,0.0,0.0
2019-12-01,75.92,75.92,75.92,0.0,0.0,76.36,76.36,76.36,0.0,0.0,75.92,75.92,75.92,0.0,0.0,76.11,76.11,76.11,0.0,0.0
2019-12-08,76.26,76.26,76.26,0.0,0.0,76.45,76.45,76.45,0.0,0.0,76.05,76.05,76.05,0.0,0.0,76.24,76.24,76.24,0.0,0.0
2019-12-15,76.99,76.99,76.99,0.0,0.0,77.55,77.55,77.55,0.0,0.0,76.99,76.99,76.99,0.0,0.0,77.34,77.34,77.34,0.0,0.0
2019-12-22,77.08,77.08,77.08,0.0,0.0,77.08,77.08,77.08,0.0,0.0,76.85,76.85,76.85,0.0,0.0,76.92,76.92,76.92,0.0,0.0
2019-12-29,76.21,76.21,76.21,0.0,0.0,76.49,76.49,76.49,0.0,0.0,76.21,76.21,76.21,0.0,0.0,76.34,76.34,76.34,0.0,0.0
2020-01-05,76.71,76.71,76.71,0.0,0.0,76.73,76.73,76.73,0.0,0.0,76.41,76.41,76.41,0.0,0.0,76.41,76.41,76.41,0.0,0.0
2020-01-12,77.42,77.42,77.42,0.0,0.0,77.48,77.48,77.48,0.0,0.0,77.3,77.3,77.3,0.0,0.0,77.44,77.44,77.44,0.0,0.0
2020-01-19,77.44,77.44,77.44,0.0,0.0,77.44,77.44,77.44,0.0,0.0,76.33,76.33,76.33,0.0,0.0,76.58,76.58,76.58,0.0,0.0
2020-01-26,75.22,75.22,75.22,0.0,0.0,75.22,75.22,75.22,0.0,0.0,74.37,74.37,74.37,0.0,0.0,74.62,74.62,74.62,0.0,0.0
2020-02-02,76.62,76.62,76.62,0.0,0.0,76.69,76.69,76.69,0.0,0.0,76.45,76.45,76.45,0.0,0.0,76.54,76.54,76.54,0.0,0.0
2020-02-09,77.38,77.38,77.38,0.0,0.0,77.38,77.38,77.38,0.0,0.0,76.89,76.89,76.89,0.0,0.0,77.07,77.07,77.07,0.0,0.0
2020-02-16,76.59,76.59,76.59,0.0,0.0,76.75,76.75,76.75,0.0,0.0,76.41,76.41,76.41,0.0,0.0,76.72,76.72,76.72,0.0,0.0
2020-02-23,66.95,66.95,66.95,0.0,0.0,67.84,67.84,67.84,0.0,0.0,65.8,65.8,65.8,0.0,0.0,67.74,67.74,67.74,0.0,0.0
2020-03-01,67.97,67.97,67.97,0.0,0.0,69.11,69.11,69.11,0.0,0.0,67.38,67.38,67.38,0.0,0.0,68.95,68.95,68.95,0.0,0.0
2020-03-08,60.22,60.22,60.22,0.0,0.0,60.22,60.22,60.22,0.0,0.0,60.22,60.22,60.22,0.0,0.0,60.22,60.22,60.22,0.0,0.0
2020-03-15,50.51,50.51,50.51,0.0,0.0,50.51,50.51,50.51,0.0,0.0,50.51,50.51,50.51,0.0,0.0,50.51,50.51,50.51,0.0,0.0
2020-03-22,55.87,55.87,55.87,0.0,0.0,55.87,55.87,55.87,0.0,0.0,55.87,55.87,55.87,0.0,0.0,55.87,55.87,55.87,0.0,0.0
2020-03-29,55.35,55.35,55.35,0.0,0.0,55.67,55.67,55.67,0.0,0.0,53.89,53.89,53.89,0.0,0.0,54.42,54.42,54.42,0.0,0.0
2020-04-05,61.0,61.0,61.0,0.0,0.0,62.55,62.55,62.55,0.0,0.0,61.0,61.0,61.0,0.0,0.0,61.62,61.62,61.62,0.0,0.0
2020-04-12,60.75,60.75,60.75,0.0,0.0,61.7,61.7,61.7,0.0,0.0,60.64,60.64,60.64,0.0,0.0,61.55,61.55,61.55,0.0,0.0
2020-04-19,59.88,59.88,59.88,0.0,0.0,60.43,60.43,60.43,0.0,0.0,59.37,59.37,59.37,0.0,0.0,60.17,60.17,60.17,0.0,0.0
2020-04-26,60.32,60.32,60.32,0.0,0.0,60.32,60.32,60.32,0.0,0.0,60.32,60.32,60.32,0.0,0.0,60.32,60.32,60.32,0.0,0.0
2020-05-03,61.32,61.32,61.32,0.0,0.0,61.32,61.32,61.32,0.0,0.0,61.32,61.32,61.32,0.0,0.0,61.32,61.32,61.32,0.0,0.0
2020-05-10,58.88,58.88,58.88,0.0,0.0,59.16,59.16,59.16,0.0,0.0,58.58,58.58,58.58,0.0,0.0,58.86,58.86,58.86,0.0,0.0
2020-05-17,60.77,60.77,60.77,0.0,0.0,60.91,60.91,60.91,0.0,0.0,60.37,60.37,60.37,0.0,0.0,60.91,60.91,60.91,0.0,0.0
2020-05-24,62.71,62.71,62.71,0.0,0.0,63.17,63.17,63.17,0.0,0.0,61.91,61.91,61.91,0.0,0.0,63.17,63.17,63.17,0.0,0.0
2020-05-31,67.3,67.3,67.3,0.0,0.0,67.3,67.3,67.3,0.0,0.0,67.3,67.3,67.3,0.0,0.0,67.3,67.3,67.3,0.0,0.0
2020-06-07,63.79,63.79,63.79,0.0,0.0,63.8,63.8,63.8,0.0,0.0,61.9,61.9,61.9,0.0,0.0,63.02,63.02,63.02,0.0,0.0
2020-06-14,64.77,64.77,64.77,0.0,0.0,64.77,64.77,64.77,0.0,0.0,63.07,63.07,63.07,0.0,0.0,63.28,63.28,63.28,0.0,0.0
2020-06-21,61.39,61.39,61.39,0.0,0.0,61.39,61.39,61.39,0.0,0.0,60.23,60.23,60.23,0.0,0.0,60.47,60.47,60.47,0.0,0.0
2020-06-28,62.46,62.46,62.46,0.0,0.0,62.46,62.46,62.46,0.0,0.0,62.46,62.46,62.46,0.0,0.0,62.46,62.46,62.46,0.0,0.0
2020-07-05,62.17,62.17,62.17,0.0,0.0,62.22,62.22,62.22,0.0,0.0,61.97,61.97,61.97,0.0,0.0,61.98,61.98,61.98,0.0,0.0
