Date,AdvisorShares Focused EquityEtf_Open_average,AdvisorShares Focused EquityEtf_Open_max,AdvisorShares Focused EquityEtf_Open_min,AdvisorShares Focused EquityEtf_Open_volatility,AdvisorShares Focused EquityEtf_Open_change,AdvisorShares Focused EquityEtf_High_average,AdvisorShares Focused EquityEtf_High_max,AdvisorShares Focused EquityEtf_High_min,AdvisorShares Focused EquityEtf_High_volatility,AdvisorShares Focused EquityEtf_High_change,AdvisorShares Focused EquityEtf_Low_average,AdvisorShares Focused EquityEtf_Low_max,AdvisorShares Focused EquityEtf_Low_min,AdvisorShares Focused EquityEtf_Low_volatility,AdvisorShares Focused EquityEtf_Low_change,AdvisorShares Focused EquityEtf_Close_average,AdvisorShares Focused EquityEtf_Close_max,AdvisorShares Focused EquityEtf_Close_min,AdvisorShares Focused EquityEtf_Close_volatility,AdvisorShares Focused EquityEtf_Close_change
2018-01-14,32.47,32.47,32.47,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.08,32.08,32.08,0.0,0.0,32.18,32.18,32.18,0.0,0.0
2018-01-21,32.54,32.54,32.54,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.89,32.89,32.89,0.0,0.0
2018-01-28,32.0,32.0,32.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.52,31.52,31.52,0.0,0.0
2018-02-04,30.24,30.24,30.24,0.0,0.0,30.39,30.39,30.39,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.92,29.92,29.92,0.0,0.0
2018-02-11,31.5,31.5,31.5,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.57,31.57,31.57,0.0,0.0
2018-02-18,31.37,31.37,31.37,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.37,31.37,31.37,0.0,0.0,31.57,31.57,31.57,0.0,0.0
2018-02-25,31.48,31.48,31.48,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.03,31.03,31.03,0.0,0.0,31.04,31.04,31.04,0.0,0.0
2018-03-04,32.37,32.37,32.37,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.37,32.37,32.37,0.0,0.0
2018-03-11,31.88,31.88,31.88,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.88,31.88,31.88,0.0,0.0
2018-03-18,30.72,30.72,30.72,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.72,30.72,30.72,0.0,0.0
2018-03-25,30.63,30.63,30.63,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.63,30.63,30.63,0.0,0.0
2018-04-01,31.11,31.11,31.11,0.0,0.0,31.11,31.11,31.11,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.89,30.89,30.89,0.0,0.0
2018-04-08,30.99,30.99,30.99,0.0,0.0,30.99,30.99,30.99,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.82,30.82,30.82,0.0,0.0
2018-04-15,31.05,31.05,31.05,0.0,0.0,31.05,31.05,31.05,0.0,0.0,30.98,30.98,30.98,0.0,0.0,30.98,30.98,30.98,0.0,0.0
2018-04-22,31.1,31.1,31.1,0.0,0.0,31.1,31.1,31.1,0.0,0.0,31.03,31.03,31.03,0.0,0.0,31.03,31.03,31.03,0.0,0.0
2018-04-29,30.11,30.11,30.11,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.11,30.11,30.11,0.0,0.0,30.5,30.5,30.5,0.0,0.0
2018-05-06,30.64,30.64,30.64,0.0,0.0,31.02,31.02,31.02,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.99,30.99,30.99,0.0,0.0
2018-05-13,31.02,31.02,31.02,0.0,0.0,31.02,31.02,31.02,0.0,0.0,31.02,31.02,31.02,0.0,0.0,31.02,31.02,31.02,0.0,0.0
2018-05-20,31.08,31.08,31.08,0.0,0.0,31.08,31.08,31.08,0.0,0.0,31.08,31.08,31.08,0.0,0.0,31.08,31.08,31.08,0.0,0.0
2018-05-27,31.15,31.15,31.15,0.0,0.0,31.15,31.15,31.15,0.0,0.0,31.15,31.15,31.15,0.0,0.0,31.15,31.15,31.15,0.0,0.0
2018-06-03,31.87,31.87,31.87,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.85,31.85,31.85,0.0,0.0
2018-06-10,31.9,31.9,31.9,0.0,0.0,31.9,31.9,31.9,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.89,31.89,31.89,0.0,0.0
2018-06-17,32.31,32.31,32.31,0.0,0.0,32.31,32.31,32.31,0.0,0.0,31.71,31.71,31.71,0.0,0.0,31.71,31.71,31.71,0.0,0.0
2018-06-24,32.0,32.0,32.0,0.0,0.0,32.09,32.09,32.09,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.01,32.01,32.01,0.0,0.0
2018-07-01,32.02,32.02,32.02,0.0,0.0,32.02,32.02,32.02,0.0,0.0,32.01,32.01,32.01,0.0,0.0,32.01,32.01,32.01,0.0,0.0
2018-07-08,32.7,32.7,32.7,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.53,32.53,32.53,0.0,0.0
2018-07-15,32.71,32.71,32.71,0.0,0.0,32.71,32.71,32.71,0.0,0.0,32.71,32.71,32.71,0.0,0.0,32.71,32.71,32.71,0.0,0.0
2018-07-22,33.1,33.1,33.1,0.0,0.0,33.1,33.1,33.1,0.0,0.0,32.78,32.78,32.78,0.0,0.0,32.78,32.78,32.78,0.0,0.0
2018-07-29,32.52,32.52,32.52,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.52,32.52,32.52,0.0,0.0,32.84,32.84,32.84,0.0,0.0
2018-08-05,33.2,33.2,33.2,0.0,0.0,33.2,33.2,33.2,0.0,0.0,32.95,32.95,32.95,0.0,0.0,32.95,32.95,32.95,0.0,0.0
2018-08-12,33.42,33.42,33.42,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.42,33.42,33.42,0.0,0.0,33.7,33.7,33.7,0.0,0.0
2018-08-19,33.46,33.46,33.46,0.0,0.0,33.46,33.46,33.46,0.0,0.0,33.46,33.46,33.46,0.0,0.0,33.46,33.46,33.46,0.0,0.0
2018-08-26,34.12,34.12,34.12,0.0,0.0,34.12,34.12,34.12,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.93,33.93,33.93,0.0,0.0
2018-09-02,34.08,34.08,34.08,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.08,34.08,34.08,0.0,0.0,34.25,34.25,34.25,0.0,0.0
2018-09-09,34.51,34.51,34.51,0.0,0.0,34.51,34.51,34.51,0.0,0.0,34.28,34.28,34.28,0.0,0.0,34.35,34.35,34.35,0.0,0.0
2018-09-16,34.5,34.5,34.5,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.48,34.48,34.48,0.0,0.0,34.48,34.48,34.48,0.0,0.0
2018-09-23,33.95,33.95,33.95,0.0,0.0,33.96,33.96,33.96,0.0,0.0,33.86,33.86,33.86,0.0,0.0,33.87,33.87,33.87,0.0,0.0
2018-09-30,33.42,33.42,33.42,0.0,0.0,33.42,33.42,33.42,0.0,0.0,33.18,33.18,33.18,0.0,0.0,33.19,33.19,33.19,0.0,0.0
2018-10-07,32.89,32.89,32.89,0.0,0.0,32.89,32.89,32.89,0.0,0.0,31.9,31.9,31.9,0.0,0.0,32.03,32.03,32.03,0.0,0.0
2018-10-14,32.22,32.22,32.22,0.0,0.0,32.22,32.22,32.22,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0
2018-10-21,31.0,31.0,31.0,0.0,0.0,31.0,31.0,31.0,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.54,30.54,30.54,0.0,0.0
2018-10-28,31.73,31.73,31.73,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.52,31.52,31.52,0.0,0.0,31.61,31.61,31.61,0.0,0.0
2018-11-04,32.47,32.47,32.47,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.55,32.55,32.55,0.0,0.0
2018-11-11,32.2,32.2,32.2,0.0,0.0,32.35,32.35,32.35,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.35,32.35,32.35,0.0,0.0
2018-11-18,32.38,32.38,32.38,0.0,0.0,32.38,32.38,32.38,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.82,31.82,31.82,0.0,0.0
2018-11-25,32.79,32.79,32.79,0.0,0.0,33.73,33.73,33.73,0.0,0.0,32.79,32.79,32.79,0.0,0.0,33.73,33.73,33.73,0.0,0.0
2018-12-02,31.5,31.5,31.5,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.5,31.5,31.5,0.0,0.0
2018-12-09,31.23,31.23,31.23,0.0,0.0,31.44,31.44,31.44,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.75,30.75,30.75,0.0,0.0
2018-12-16,28.79,28.79,28.79,0.0,0.0,29.74,29.74,29.74,0.0,0.0,26.96,26.96,26.96,0.0,0.0,28.58,28.58,28.58,0.0,0.0
2018-12-23,28.36,28.36,28.36,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.66,28.66,28.66,0.0,0.0
2018-12-30,28.59,28.59,28.59,0.0,0.0,29.06,29.06,29.06,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.74,28.74,28.74,0.0,0.0
2019-01-06,28.97,28.97,28.97,0.0,0.0,29.85,29.85,29.85,0.0,0.0,28.97,28.97,28.97,0.0,0.0,29.58,29.58,29.58,0.0,0.0
2019-01-13,30.64,30.64,30.64,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.64,30.64,30.64,0.0,0.0
2019-01-20,30.63,30.63,30.63,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.54,30.54,30.54,0.0,0.0
2019-01-27,30.82,30.82,30.82,0.0,0.0,31.52,31.52,31.52,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.88,30.88,30.88,0.0,0.0
2019-02-03,31.55,31.55,31.55,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.05,31.05,31.05,0.0,0.0,31.05,31.05,31.05,0.0,0.0
2019-02-10,31.64,31.64,31.64,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.7,31.7,31.7,0.0,0.0
2019-02-17,31.95,31.95,31.95,0.0,0.0,32.15,32.15,32.15,0.0,0.0,31.95,31.95,31.95,0.0,0.0,32.15,32.15,32.15,0.0,0.0
2019-02-24,32.39,32.39,32.39,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.23,32.23,32.23,0.0,0.0,32.63,32.63,32.63,0.0,0.0
2019-03-03,31.5,31.5,31.5,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.54,31.54,31.54,0.0,0.0
2019-03-10,32.03,32.03,32.03,0.0,0.0,32.03,32.03,32.03,0.0,0.0,32.03,32.03,32.03,0.0,0.0,32.03,32.03,32.03,0.0,0.0
2019-03-17,31.82,31.82,31.82,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.52,31.52,31.52,0.0,0.0,31.56,31.56,31.56,0.0,0.0
2019-03-24,32.38,32.38,32.38,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.38,32.38,32.38,0.0,0.0
2019-03-31,32.89,32.89,32.89,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.87,32.87,32.87,0.0,0.0,32.87,32.87,32.87,0.0,0.0
2019-04-07,33.23,33.23,33.23,0.0,0.0,33.23,33.23,33.23,0.0,0.0,33.23,33.23,33.23,0.0,0.0,33.23,33.23,33.23,0.0,0.0
2019-04-14,32.91,32.91,32.91,0.0,0.0,32.91,32.91,32.91,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.91,32.91,32.91,0.0,0.0
2019-04-21,33.4,33.4,33.4,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.4,33.4,33.4,0.0,0.0
2019-04-28,33.58,33.58,33.58,0.0,0.0,33.74,33.74,33.74,0.0,0.0,33.56,33.56,33.56,0.0,0.0,33.61,33.61,33.61,0.0,0.0
2019-05-05,33.18,33.18,33.18,0.0,0.0,33.39,33.39,33.39,0.0,0.0,33.08,33.08,33.08,0.0,0.0,33.39,33.39,33.39,0.0,0.0
2019-05-12,32.91,32.91,32.91,0.0,0.0,33.4,33.4,33.4,0.0,0.0,32.91,32.91,32.91,0.0,0.0,33.21,33.21,33.21,0.0,0.0
2019-05-19,33.4,33.4,33.4,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.49,33.49,33.49,0.0,0.0
2019-05-26,33.07,33.07,33.07,0.0,0.0,33.07,33.07,33.07,0.0,0.0,33.01,33.01,33.01,0.0,0.0,33.01,33.01,33.01,0.0,0.0
2019-06-02,34.39,34.39,34.39,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.38,34.38,34.38,0.0,0.0,34.38,34.38,34.38,0.0,0.0
2019-06-09,34.41,34.41,34.41,0.0,0.0,34.41,34.41,34.41,0.0,0.0,34.41,34.41,34.41,0.0,0.0,34.41,34.41,34.41,0.0,0.0
2019-06-16,34.71,34.71,34.71,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.68,34.68,34.68,0.0,0.0,34.68,34.68,34.68,0.0,0.0
2019-06-23,34.48,34.48,34.48,0.0,0.0,34.48,34.48,34.48,0.0,0.0,34.31,34.31,34.31,0.0,0.0,34.31,34.31,34.31,0.0,0.0
2019-06-30,35.45,35.45,35.45,0.0,0.0,35.45,35.45,35.45,0.0,0.0,34.99,34.99,34.99,0.0,0.0,35.14,35.14,35.14,0.0,0.0
2019-07-07,35.12,35.12,35.12,0.0,0.0,35.3,35.3,35.3,0.0,0.0,35.12,35.12,35.12,0.0,0.0,35.3,35.3,35.3,0.0,0.0
2019-07-14,35.01,35.01,35.01,0.0,0.0,35.01,35.01,35.01,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.71,34.71,34.71,0.0,0.0
2019-07-21,35.4,35.4,35.4,0.0,0.0,35.4,35.4,35.4,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.38,35.38,35.38,0.0,0.0
2019-07-28,34.62,34.62,34.62,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.62,34.62,34.62,0.0,0.0
2019-08-04,34.95,34.95,34.95,0.0,0.0,35.15,35.15,35.15,0.0,0.0,34.95,34.95,34.95,0.0,0.0,35.06,35.06,35.06,0.0,0.0
2019-08-11,34.78,34.78,34.78,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.88,34.88,34.88,0.0,0.0
2019-08-18,35.0,35.0,35.0,0.0,0.0,35.07,35.07,35.07,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.35,34.35,34.35,0.0,0.0
2019-08-25,35.14,35.14,35.14,0.0,0.0,35.14,35.14,35.14,0.0,0.0,35.03,35.03,35.03,0.0,0.0,35.03,35.03,35.03,0.0,0.0
2019-09-01,35.49,35.49,35.49,0.0,0.0,35.49,35.49,35.49,0.0,0.0,35.49,35.49,35.49,0.0,0.0,35.49,35.49,35.49,0.0,0.0
2019-09-08,35.58,35.58,35.58,0.0,0.0,35.58,35.58,35.58,0.0,0.0,35.34,35.34,35.34,0.0,0.0,35.34,35.34,35.34,0.0,0.0
2019-09-15,35.73,35.73,35.73,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.51,35.51,35.51,0.0,0.0,35.75,35.75,35.75,0.0,0.0
2019-09-22,35.25,35.25,35.25,0.0,0.0,35.26,35.26,35.26,0.0,0.0,34.91,34.91,34.91,0.0,0.0,34.95,34.95,34.95,0.0,0.0
2019-09-29,34.8,34.8,34.8,0.0,0.0,34.97,34.97,34.97,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.97,34.97,34.97,0.0,0.0
2019-10-06,35.3,35.3,35.3,0.0,0.0,35.82,35.82,35.82,0.0,0.0,35.3,35.3,35.3,0.0,0.0,35.82,35.82,35.82,0.0,0.0
2019-10-13,35.63,35.63,35.63,0.0,0.0,35.67,35.67,35.67,0.0,0.0,35.45,35.45,35.45,0.0,0.0,35.5,35.5,35.5,0.0,0.0
2019-10-20,35.74,35.74,35.74,0.0,0.0,35.88,35.88,35.88,0.0,0.0,35.26,35.26,35.26,0.0,0.0,35.26,35.26,35.26,0.0,0.0
2019-10-27,35.88,35.88,35.88,0.0,0.0,35.99,35.99,35.99,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.94,35.94,35.94,0.0,0.0
2019-11-03,35.9,35.9,35.9,0.0,0.0,35.9,35.9,35.9,0.0,0.0,35.9,35.9,35.9,0.0,0.0,35.9,35.9,35.9,0.0,0.0
2019-11-10,36.25,36.25,36.25,0.0,0.0,36.37,36.37,36.37,0.0,0.0,36.25,36.25,36.25,0.0,0.0,36.37,36.37,36.37,0.0,0.0
2019-11-17,36.66,36.66,36.66,0.0,0.0,36.66,36.66,36.66,0.0,0.0,36.3,36.3,36.3,0.0,0.0,36.46,36.46,36.46,0.0,0.0
2019-11-24,37.19,37.19,37.19,0.0,0.0,37.48,37.48,37.48,0.0,0.0,36.94,36.94,36.94,0.0,0.0,36.94,36.94,36.94,0.0,0.0
2019-12-01,37.21,37.21,37.21,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.2,37.2,37.2,0.0,0.0,37.31,37.31,37.31,0.0,0.0
2019-12-08,37.46,37.46,37.46,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.29,37.29,37.29,0.0,0.0,37.37,37.37,37.37,0.0,0.0
2019-12-15,37.48,37.48,37.48,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.46,37.46,37.46,0.0,0.0,37.52,37.52,37.52,0.0,0.0
2019-12-22,37.61,37.61,37.61,0.0,0.0,37.68,37.68,37.68,0.0,0.0,37.33,37.33,37.33,0.0,0.0,37.4,37.4,37.4,0.0,0.0
2019-12-29,37.47,37.47,37.47,0.0,0.0,37.51,37.51,37.51,0.0,0.0,37.17,37.17,37.17,0.0,0.0,37.4,37.4,37.4,0.0,0.0
2020-01-05,37.72,37.72,37.72,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.39,37.39,37.39,0.0,0.0,37.41,37.41,37.41,0.0,0.0
2020-01-12,38.32,38.32,38.32,0.0,0.0,38.34,38.34,38.34,0.0,0.0,38.1,38.1,38.1,0.0,0.0,38.23,38.23,38.23,0.0,0.0
2020-01-19,38.78,38.78,38.78,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.09,38.09,38.09,0.0,0.0,38.09,38.09,38.09,0.0,0.0
2020-01-26,38.56,38.56,38.56,0.0,0.0,38.56,38.56,38.56,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.62,37.62,37.62,0.0,0.0
2020-02-02,38.79,38.79,38.79,0.0,0.0,38.79,38.79,38.79,0.0,0.0,38.14,38.14,38.14,0.0,0.0,38.14,38.14,38.14,0.0,0.0
2020-02-09,38.66,38.66,38.66,0.0,0.0,38.91,38.91,38.91,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.91,38.91,38.91,0.0,0.0
2020-02-16,38.08,38.08,38.08,0.0,0.0,38.54,38.54,38.54,0.0,0.0,38.08,38.08,38.08,0.0,0.0,38.51,38.51,38.51,0.0,0.0
2020-02-23,35.0,35.0,35.0,0.0,0.0,35.0,35.0,35.0,0.0,0.0,33.5,33.5,33.5,0.0,0.0,34.0,34.0,34.0,0.0,0.0
2020-03-01,34.12,34.12,34.12,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.08,34.08,34.08,0.0,0.0,34.54,34.54,34.54,0.0,0.0
2020-03-08,30.61,30.61,30.61,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.61,30.61,30.61,0.0,0.0
2020-03-15,27.33,27.33,27.33,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.33,27.33,27.33,0.0,0.0
2020-03-22,29.99,29.99,29.99,0.0,0.0,29.99,29.99,29.99,0.0,0.0,29.99,29.99,29.99,0.0,0.0,29.99,29.99,29.99,0.0,0.0
2020-03-29,29.35,29.35,29.35,0.0,0.0,29.5,29.5,29.5,0.0,0.0,28.92,28.92,28.92,0.0,0.0,29.1,29.1,29.1,0.0,0.0
2020-04-05,32.5,32.5,32.5,0.0,0.0,33.39,33.39,33.39,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.9,32.9,32.9,0.0,0.0
2020-04-12,32.7,32.7,32.7,0.0,0.0,33.24,33.24,33.24,0.0,0.0,32.7,32.7,32.7,0.0,0.0,33.13,33.13,33.13,0.0,0.0
2020-04-19,32.55,32.55,32.55,0.0,0.0,32.81,32.81,32.81,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.81,32.81,32.81,0.0,0.0
2020-04-26,32.83,32.83,32.83,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.83,32.83,32.83,0.0,0.0
2020-05-03,34.36,34.36,34.36,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.36,34.36,34.36,0.0,0.0
2020-05-10,33.02,33.02,33.02,0.0,0.0,33.49,33.49,33.49,0.0,0.0,33.02,33.02,33.02,0.0,0.0,33.49,33.49,33.49,0.0,0.0
2020-05-17,34.31,34.31,34.31,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.29,34.29,34.29,0.0,0.0,34.31,34.31,34.31,0.0,0.0
2020-05-24,35.32,35.32,35.32,0.0,0.0,35.67,35.67,35.67,0.0,0.0,34.79,34.79,34.79,0.0,0.0,35.67,35.67,35.67,0.0,0.0
2020-05-31,37.12,37.12,37.12,0.0,0.0,37.12,37.12,37.12,0.0,0.0,37.12,37.12,37.12,0.0,0.0,37.12,37.12,37.12,0.0,0.0
2020-06-07,35.15,35.15,35.15,0.0,0.0,35.15,35.15,35.15,0.0,0.0,34.48,34.48,34.48,0.0,0.0,34.48,34.48,34.48,0.0,0.0
2020-06-14,35.88,35.88,35.88,0.0,0.0,35.88,35.88,35.88,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.53,35.53,35.53,0.0,0.0
2020-06-21,34.72,34.72,34.72,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.44,34.44,34.44,0.0,0.0
2020-06-28,35.78,35.78,35.78,0.0,0.0,35.78,35.78,35.78,0.0,0.0,35.78,35.78,35.78,0.0,0.0,35.78,35.78,35.78,0.0,0.0
2020-07-05,35.64,35.64,35.64,0.0,0.0,35.72,35.72,35.72,0.0,0.0,35.64,35.64,35.64,0.0,0.0,35.7,35.7,35.7,0.0,0.0
