Date,CYBEStock_Open_average,CYBEStock_Open_max,CYBEStock_Open_min,CYBEStock_Open_volatility,CYBEStock_Open_change,CYBEStock_High_average,CYBEStock_High_max,CYBEStock_High_min,CYBEStock_High_volatility,CYBEStock_High_change,CYBEStock_Low_average,CYBEStock_Low_max,CYBEStock_Low_min,CYBEStock_Low_volatility,CYBEStock_Low_change,CYBEStock_Close_average,CYBEStock_Close_max,CYBEStock_Close_min,CYBEStock_Close_volatility,CYBEStock_Close_change,CYBEStock_Volume_average,CYBEStock_Volume_max,CYBEStock_Volume_min,CYBEStock_Volume_volatility,CYBEStock_Volume_change
2018-01-14,16.362499999999997,16.7,15.95,0.75,0.75,16.975,17.4,16.65,0.75,0.75,16.2925,16.65,15.8,0.8499999999999979,0.8499999999999979,16.6125,17.15,16.0,1.1499999999999986,1.1499999999999986,89218,129068,49294,79774,-14429
2018-01-21,16.6,17.25,16.05,1.1999999999999993,-1.1999999999999993,16.824,17.3,16.2,1.1000000000000014,-0.5500000000000007,16.14,16.7,15.55,1.1499999999999986,-0.4499999999999993,16.42,16.8,16.0,0.8000000000000007,-0.3000000000000007,74050,130120,53798,76322,-72285
2018-01-28,15.7,16.4,15.2,1.1999999999999993,-1.1999999999999993,15.940000000000001,16.6,15.4,1.200000000000001,-1.200000000000001,15.24,15.8,14.55,1.25,-1.25,15.52,16.0,15.25,0.75,-0.6999999999999993,67310,86049,43912,42137,17502
2018-02-04,13.95,15.1,13.5,1.5999999999999996,-1.5999999999999996,14.402,15.16,13.9,1.2599999999999998,-1.2599999999999998,13.37,13.75,12.9,0.8499999999999996,-0.8499999999999996,13.63,13.9,13.15,0.75,-0.20000000000000107,114003,168960,58715,110245,-46954
2018-02-11,14.12,15.15,13.7,1.450000000000001,1.450000000000001,14.62,15.45,13.85,1.5999999999999996,1.299999999999999,13.714,14.15,13.32,0.8300000000000001,0.7300000000000004,14.24,15.2,13.75,1.4499999999999993,0.5,58887,79890,38779,41111,-1525
2018-02-18,15.175,15.9,14.2,1.700000000000001,1.700000000000001,16.0925,16.8,15.25,1.5500000000000007,1.5500000000000007,14.85,15.8,14.2,1.6000000000000014,1.6000000000000014,15.525,16.25,15.05,1.1999999999999993,1.1999999999999993,152473,272268,74428,197840,91833
2018-02-25,16.42,17.0,15.8,1.1999999999999993,-0.3000000000000007,16.988,17.3,16.57,0.7300000000000004,-0.030000000000001137,16.09,16.4,15.8,0.5999999999999979,-0.3999999999999986,16.64,17.05,16.3,0.75,-0.10000000000000142,66440,75425,59234,16191,-12096
2018-03-04,17.79,18.45,16.9,1.5500000000000007,1.5500000000000007,18.314,18.65,17.85,0.7999999999999972,0.7999999999999972,17.6,18.25,16.85,1.3999999999999986,1.3999999999999986,18.03,18.35,17.55,0.8000000000000007,0.8000000000000007,72601,82135,64531,17604,-5269
2018-03-11,18.45,18.65,18.25,0.3999999999999986,0.1999999999999993,18.73,19.15,18.5,0.6499999999999986,0.6499999999999986,18.09,18.5,17.9,0.6000000000000014,0.5500000000000007,18.51,19.05,18.25,0.8000000000000007,0.8000000000000007,58142,85116,33663,51453,-35128
2018-03-18,19.62,19.95,19.0,0.9499999999999993,0.4499999999999993,20.02,20.7,19.35,1.3499999999999979,0.4499999999999993,19.16,19.65,18.5,1.1499999999999986,0.3000000000000007,19.56,20.15,18.8,1.3499999999999979,-0.5500000000000007,120598,200928,75123,125805,-11403
