Date,Swedish Export Credit ELEMENTS Linked to MLCX GraiEtf_Open_average,Swedish Export Credit ELEMENTS Linked to MLCX GraiEtf_Open_max,Swedish Export Credit ELEMENTS Linked to MLCX GraiEtf_Open_min,Swedish Export Credit ELEMENTS Linked to MLCX GraiEtf_Open_volatility,Swedish Export Credit ELEMENTS Linked to MLCX GraiEtf_Open_change,Swedish Export Credit ELEMENTS Linked to MLCX GraiEtf_High_average,Swedish Export Credit ELEMENTS Linked to MLCX GraiEtf_High_max,Swedish Export Credit ELEMENTS Linked to MLCX GraiEtf_High_min,Swedish Export Credit ELEMENTS Linked to MLCX GraiEtf_High_volatility,Swedish Export Credit ELEMENTS Linked to MLCX GraiEtf_High_change,Swedish Export Credit ELEMENTS Linked to MLCX GraiEtf_Low_average,Swedish Export Credit ELEMENTS Linked to MLCX GraiEtf_Low_max,Swedish Export Credit ELEMENTS Linked to MLCX GraiEtf_Low_min,Swedish Export Credit ELEMENTS Linked to MLCX GraiEtf_Low_volatility,Swedish Export Credit ELEMENTS Linked to MLCX GraiEtf_Low_change,Swedish Export Credit ELEMENTS Linked to MLCX GraiEtf_Close_average,Swedish Export Credit ELEMENTS Linked to MLCX GraiEtf_Close_max,Swedish Export Credit ELEMENTS Linked to MLCX GraiEtf_Close_min,Swedish Export Credit ELEMENTS Linked to MLCX GraiEtf_Close_volatility,Swedish Export Credit ELEMENTS Linked to MLCX GraiEtf_Close_change
2018-05-06,3.71,3.71,3.71,0.0,0.0,3.71,3.71,3.71,0.0,0.0,3.71,3.71,3.71,0.0,0.0,3.71,3.71,3.71,0.0,0.0
2018-05-13,3.78,3.78,3.78,0.0,0.0,3.78,3.78,3.78,0.0,0.0,3.68,3.68,3.68,0.0,0.0,3.68,3.68,3.68,0.0,0.0
2018-05-20,3.85,3.85,3.85,0.0,0.0,3.85,3.85,3.85,0.0,0.0,3.85,3.85,3.85,0.0,0.0,3.85,3.85,3.85,0.0,0.0
2018-05-27,3.76,3.76,3.76,0.0,0.0,3.77,3.77,3.77,0.0,0.0,3.75,3.75,3.75,0.0,0.0,3.77,3.77,3.77,0.0,0.0
2018-06-03,3.73,3.73,3.73,0.0,0.0,3.73,3.73,3.73,0.0,0.0,3.64,3.64,3.64,0.0,0.0,3.64,3.64,3.64,0.0,0.0
2018-06-10,3.51,3.51,3.51,0.0,0.0,3.55,3.55,3.55,0.0,0.0,3.48,3.48,3.48,0.0,0.0,3.48,3.48,3.48,0.0,0.0
2018-06-17,3.45,3.45,3.45,0.0,0.0,3.45,3.45,3.45,0.0,0.0,3.45,3.45,3.45,0.0,0.0,3.45,3.45,3.45,0.0,0.0
2018-06-24,3.46,3.46,3.46,0.0,0.0,3.46,3.46,3.46,0.0,0.0,3.43,3.43,3.43,0.0,0.0,3.43,3.43,3.43,0.0,0.0
2018-07-01,3.38,3.38,3.38,0.0,0.0,3.38,3.38,3.38,0.0,0.0,3.38,3.38,3.38,0.0,0.0,3.38,3.38,3.38,0.0,0.0
2018-07-08,3.24,3.24,3.24,0.0,0.0,3.24,3.24,3.24,0.0,0.0,3.24,3.24,3.24,0.0,0.0,3.24,3.24,3.24,0.0,0.0
2018-07-15,3.36,3.36,3.36,0.0,0.0,3.41,3.41,3.41,0.0,0.0,3.36,3.36,3.36,0.0,0.0,3.41,3.41,3.41,0.0,0.0
2018-07-22,3.49,3.49,3.49,0.0,0.0,3.5,3.5,3.5,0.0,0.0,3.49,3.49,3.49,0.0,0.0,3.5,3.5,3.5,0.0,0.0
2018-07-29,3.6,3.6,3.6,0.0,0.0,3.6,3.6,3.6,0.0,0.0,3.6,3.6,3.6,0.0,0.0,3.6,3.6,3.6,0.0,0.0
2018-08-05,3.48,3.48,3.48,0.0,0.0,3.48,3.48,3.48,0.0,0.0,3.47,3.47,3.47,0.0,0.0,3.47,3.47,3.47,0.0,0.0
2018-08-12,3.45,3.45,3.45,0.0,0.0,3.46,3.46,3.46,0.0,0.0,3.45,3.45,3.45,0.0,0.0,3.46,3.46,3.46,0.0,0.0
2018-08-19,3.36,3.36,3.36,0.0,0.0,3.36,3.36,3.36,0.0,0.0,3.36,3.36,3.36,0.0,0.0,3.36,3.36,3.36,0.0,0.0
2018-08-26,3.34,3.34,3.34,0.0,0.0,3.37,3.37,3.37,0.0,0.0,3.34,3.34,3.34,0.0,0.0,3.37,3.37,3.37,0.0,0.0
2018-09-02,3.33,3.33,3.33,0.0,0.0,3.33,3.33,3.33,0.0,0.0,3.33,3.33,3.33,0.0,0.0,3.33,3.33,3.33,0.0,0.0
2018-09-09,3.23,3.23,3.23,0.0,0.0,3.24,3.24,3.24,0.0,0.0,3.23,3.23,3.23,0.0,0.0,3.24,3.24,3.24,0.0,0.0
2018-09-16,3.3,3.3,3.3,0.0,0.0,3.3,3.3,3.3,0.0,0.0,3.29,3.29,3.29,0.0,0.0,3.3,3.3,3.3,0.0,0.0
2018-09-23,3.32,3.32,3.32,0.0,0.0,3.32,3.32,3.32,0.0,0.0,3.3,3.3,3.3,0.0,0.0,3.3,3.3,3.3,0.0,0.0
2018-09-30,3.35,3.35,3.35,0.0,0.0,3.36,3.36,3.36,0.0,0.0,3.35,3.35,3.35,0.0,0.0,3.36,3.36,3.36,0.0,0.0
2018-10-07,3.39,3.39,3.39,0.0,0.0,3.39,3.39,3.39,0.0,0.0,3.37,3.37,3.37,0.0,0.0,3.37,3.37,3.37,0.0,0.0
2018-10-14,3.35,3.35,3.35,0.0,0.0,3.35,3.35,3.35,0.0,0.0,3.35,3.35,3.35,0.0,0.0,3.35,3.35,3.35,0.0,0.0
2018-10-21,3.3,3.3,3.3,0.0,0.0,3.32,3.32,3.32,0.0,0.0,3.29,3.29,3.29,0.0,0.0,3.29,3.29,3.29,0.0,0.0
2018-10-28,3.29,3.29,3.29,0.0,0.0,3.29,3.29,3.29,0.0,0.0,3.29,3.29,3.29,0.0,0.0,3.29,3.29,3.29,0.0,0.0
2018-11-04,3.27,3.27,3.27,0.0,0.0,3.27,3.27,3.27,0.0,0.0,3.26,3.26,3.26,0.0,0.0,3.26,3.26,3.26,0.0,0.0
2018-11-11,3.26,3.26,3.26,0.0,0.0,3.26,3.26,3.26,0.0,0.0,3.26,3.26,3.26,0.0,0.0,3.26,3.26,3.26,0.0,0.0
2018-11-18,3.25,3.25,3.25,0.0,0.0,3.26,3.26,3.26,0.0,0.0,3.25,3.25,3.25,0.0,0.0,3.25,3.25,3.25,0.0,0.0
2018-11-25,3.22,3.22,3.22,0.0,0.0,3.24,3.24,3.24,0.0,0.0,3.22,3.22,3.22,0.0,0.0,3.24,3.24,3.24,0.0,0.0
2018-12-02,3.32,3.32,3.32,0.0,0.0,3.36,3.36,3.36,0.0,0.0,3.32,3.32,3.32,0.0,0.0,3.35,3.35,3.35,0.0,0.0
2018-12-09,3.36,3.36,3.36,0.0,0.0,3.36,3.36,3.36,0.0,0.0,3.36,3.36,3.36,0.0,0.0,3.36,3.36,3.36,0.0,0.0
2018-12-16,3.3,3.3,3.3,0.0,0.0,3.3,3.3,3.3,0.0,0.0,3.26,3.26,3.26,0.0,0.0,3.29,3.29,3.29,0.0,0.0
2018-12-23,3.29,3.29,3.29,0.0,0.0,3.29,3.29,3.29,0.0,0.0,3.26,3.26,3.26,0.0,0.0,3.28,3.28,3.28,0.0,0.0
2018-12-30,3.34,3.34,3.34,0.0,0.0,3.34,3.34,3.34,0.0,0.0,3.34,3.34,3.34,0.0,0.0,3.34,3.34,3.34,0.0,0.0
2019-01-06,3.3,3.3,3.3,0.0,0.0,3.33,3.33,3.33,0.0,0.0,3.3,3.3,3.3,0.0,0.0,3.33,3.33,3.33,0.0,0.0
2019-01-13,3.29,3.29,3.29,0.0,0.0,3.33,3.33,3.33,0.0,0.0,3.29,3.29,3.29,0.0,0.0,3.33,3.33,3.33,0.0,0.0
2019-01-20,3.3,3.3,3.3,0.0,0.0,3.32,3.32,3.32,0.0,0.0,3.3,3.3,3.3,0.0,0.0,3.32,3.32,3.32,0.0,0.0
2019-01-27,3.33,3.33,3.33,0.0,0.0,3.33,3.33,3.33,0.0,0.0,3.33,3.33,3.33,0.0,0.0,3.33,3.33,3.33,0.0,0.0
2019-02-03,3.32,3.32,3.32,0.0,0.0,3.32,3.32,3.32,0.0,0.0,3.29,3.29,3.29,0.0,0.0,3.29,3.29,3.29,0.0,0.0
2019-02-10,3.25,3.25,3.25,0.0,0.0,3.25,3.25,3.25,0.0,0.0,3.25,3.25,3.25,0.0,0.0,3.25,3.25,3.25,0.0,0.0
2019-02-17,3.24,3.24,3.24,0.0,0.0,3.24,3.24,3.24,0.0,0.0,3.24,3.24,3.24,0.0,0.0,3.24,3.24,3.24,0.0,0.0
2019-02-24,3.06,3.06,3.06,0.0,0.0,3.1,3.1,3.1,0.0,0.0,3.02,3.02,3.02,0.0,0.0,3.1,3.1,3.1,0.0,0.0
2019-03-03,3.05,3.05,3.05,0.0,0.0,3.05,3.05,3.05,0.0,0.0,3.03,3.03,3.03,0.0,0.0,3.03,3.03,3.03,0.0,0.0
2019-03-10,3.12,3.12,3.12,0.0,0.0,3.12,3.12,3.12,0.0,0.0,3.08,3.08,3.08,0.0,0.0,3.09,3.09,3.09,0.0,0.0
2019-03-17,3.13,3.13,3.13,0.0,0.0,3.15,3.15,3.15,0.0,0.0,3.13,3.13,3.13,0.0,0.0,3.15,3.15,3.15,0.0,0.0
2019-03-24,3.07,3.07,3.07,0.0,0.0,3.07,3.07,3.07,0.0,0.0,2.99,2.99,2.99,0.0,0.0,3.02,3.02,3.02,0.0,0.0
2019-03-31,3.09,3.09,3.09,0.0,0.0,3.09,3.09,3.09,0.0,0.0,3.03,3.03,3.03,0.0,0.0,3.05,3.05,3.05,0.0,0.0
2019-04-07,3.06,3.06,3.06,0.0,0.0,3.06,3.06,3.06,0.0,0.0,3.06,3.06,3.06,0.0,0.0,3.06,3.06,3.06,0.0,0.0
2019-04-14,3.02,3.02,3.02,0.0,0.0,3.02,3.02,3.02,0.0,0.0,2.98,2.98,2.98,0.0,0.0,2.99,2.99,2.99,0.0,0.0
2019-04-21,2.97,2.97,2.97,0.0,0.0,2.97,2.97,2.97,0.0,0.0,2.97,2.97,2.97,0.0,0.0,2.97,2.97,2.97,0.0,0.0
2019-04-28,2.95,2.95,2.95,0.0,0.0,2.95,2.95,2.95,0.0,0.0,2.95,2.95,2.95,0.0,0.0,2.95,2.95,2.95,0.0,0.0
2019-05-05,3.02,3.02,3.02,0.0,0.0,3.02,3.02,3.02,0.0,0.0,2.83,2.83,2.83,0.0,0.0,2.83,2.83,2.83,0.0,0.0
2019-05-12,3.06,3.06,3.06,0.0,0.0,3.06,3.06,3.06,0.0,0.0,3.03,3.03,3.03,0.0,0.0,3.03,3.03,3.03,0.0,0.0
2019-05-19,3.12,3.12,3.12,0.0,0.0,3.17,3.17,3.17,0.0,0.0,3.12,3.12,3.12,0.0,0.0,3.17,3.17,3.17,0.0,0.0
2019-05-26,3.4,3.4,3.4,0.0,0.0,3.4,3.4,3.4,0.0,0.0,3.35,3.35,3.35,0.0,0.0,3.35,3.35,3.35,0.0,0.0
2019-06-02,3.28,3.28,3.28,0.0,0.0,3.28,3.28,3.28,0.0,0.0,3.28,3.28,3.28,0.0,0.0,3.28,3.28,3.28,0.0,0.0
2019-06-09,3.43,3.43,3.43,0.0,0.0,3.46,3.46,3.46,0.0,0.0,3.41,3.41,3.41,0.0,0.0,3.46,3.46,3.46,0.0,0.0
2019-06-16,3.42,3.42,3.42,0.0,0.0,3.42,3.42,3.42,0.0,0.0,3.35,3.35,3.35,0.0,0.0,3.39,3.39,3.39,0.0,0.0
2019-06-23,3.35,3.35,3.35,0.0,0.0,3.36,3.36,3.36,0.0,0.0,3.29,3.29,3.29,0.0,0.0,3.31,3.31,3.31,0.0,0.0
2019-06-30,3.27,3.27,3.27,0.0,0.0,3.28,3.28,3.28,0.0,0.0,3.27,3.27,3.27,0.0,0.0,3.28,3.28,3.28,0.0,0.0
2019-07-07,3.35,3.35,3.35,0.0,0.0,3.38,3.38,3.38,0.0,0.0,3.35,3.35,3.35,0.0,0.0,3.38,3.38,3.38,0.0,0.0
2019-07-14,3.28,3.28,3.28,0.0,0.0,3.3,3.3,3.3,0.0,0.0,3.27,3.27,3.27,0.0,0.0,3.27,3.27,3.27,0.0,0.0
2019-07-21,3.2,3.2,3.2,0.0,0.0,3.21,3.21,3.21,0.0,0.0,3.2,3.2,3.2,0.0,0.0,3.21,3.21,3.21,0.0,0.0
2019-07-28,3.09,3.09,3.09,0.0,0.0,3.09,3.09,3.09,0.0,0.0,3.04,3.04,3.04,0.0,0.0,3.08,3.08,3.08,0.0,0.0
2019-08-04,3.21,3.21,3.21,0.0,0.0,3.21,3.21,3.21,0.0,0.0,3.15,3.15,3.15,0.0,0.0,3.15,3.15,3.15,0.0,0.0
2019-08-11,2.99,2.99,2.99,0.0,0.0,2.99,2.99,2.99,0.0,0.0,2.98,2.98,2.98,0.0,0.0,2.98,2.98,2.98,0.0,0.0
2019-08-18,2.93,2.93,2.93,0.0,0.0,2.93,2.93,2.93,0.0,0.0,2.93,2.93,2.93,0.0,0.0,2.93,2.93,2.93,0.0,0.0
2019-08-25,2.95,2.95,2.95,0.0,0.0,2.95,2.95,2.95,0.0,0.0,2.92,2.92,2.92,0.0,0.0,2.92,2.92,2.92,0.0,0.0
2019-09-01,2.99,2.99,2.99,0.0,0.0,2.99,2.99,2.99,0.0,0.0,2.93,2.93,2.93,0.0,0.0,2.94,2.94,2.94,0.0,0.0
2019-09-08,3.08,3.08,3.08,0.0,0.0,3.08,3.08,3.08,0.0,0.0,3.02,3.02,3.02,0.0,0.0,3.05,3.05,3.05,0.0,0.0
2019-09-15,3.06,3.06,3.06,0.0,0.0,3.06,3.06,3.06,0.0,0.0,2.98,2.98,2.98,0.0,0.0,2.98,2.98,2.98,0.0,0.0
2019-09-22,3.01,3.01,3.01,0.0,0.0,3.01,3.01,3.01,0.0,0.0,2.97,2.97,2.97,0.0,0.0,2.99,2.99,2.99,0.0,0.0
2019-09-29,3.1,3.1,3.1,0.0,0.0,3.1,3.1,3.1,0.0,0.0,3.05,3.05,3.05,0.0,0.0,3.06,3.06,3.06,0.0,0.0
2019-10-06,3.1,3.1,3.1,0.0,0.0,3.19,3.19,3.19,0.0,0.0,3.1,3.1,3.1,0.0,0.0,3.19,3.19,3.19,0.0,0.0
2019-10-13,3.16,3.16,3.16,0.0,0.0,3.18,3.18,3.18,0.0,0.0,3.16,3.16,3.16,0.0,0.0,3.18,3.18,3.18,0.0,0.0
2019-10-20,3.11,3.11,3.11,0.0,0.0,3.15,3.15,3.15,0.0,0.0,3.11,3.11,3.11,0.0,0.0,3.12,3.12,3.12,0.0,0.0
2019-10-27,3.12,3.12,3.12,0.0,0.0,3.13,3.13,3.13,0.0,0.0,3.08,3.08,3.08,0.0,0.0,3.13,3.13,3.13,0.0,0.0
2019-11-03,3.08,3.08,3.08,0.0,0.0,3.08,3.08,3.08,0.0,0.0,3.04,3.04,3.04,0.0,0.0,3.07,3.07,3.07,0.0,0.0
2019-11-10,3.04,3.04,3.04,0.0,0.0,3.05,3.05,3.05,0.0,0.0,3.04,3.04,3.04,0.0,0.0,3.05,3.05,3.05,0.0,0.0
2019-11-17,3.02,3.02,3.02,0.0,0.0,3.05,3.05,3.05,0.0,0.0,3.02,3.02,3.02,0.0,0.0,3.05,3.05,3.05,0.0,0.0
2019-11-24,3.01,3.01,3.01,0.0,0.0,3.04,3.04,3.04,0.0,0.0,3.0,3.0,3.0,0.0,0.0,3.04,3.04,3.04,0.0,0.0
2019-12-01,3.02,3.02,3.02,0.0,0.0,3.02,3.02,3.02,0.0,0.0,2.98,2.98,2.98,0.0,0.0,3.0,3.0,3.0,0.0,0.0
2019-12-08,3.05,3.05,3.05,0.0,0.0,3.07,3.07,3.07,0.0,0.0,3.03,3.03,3.03,0.0,0.0,3.05,3.05,3.05,0.0,0.0
2019-12-15,3.08,3.08,3.08,0.0,0.0,3.08,3.08,3.08,0.0,0.0,3.07,3.07,3.07,0.0,0.0,3.08,3.08,3.08,0.0,0.0
2019-12-22,3.13,3.13,3.13,0.0,0.0,3.15,3.15,3.15,0.0,0.0,3.1,3.1,3.1,0.0,0.0,3.13,3.13,3.13,0.0,0.0
2019-12-29,3.14,3.14,3.14,0.0,0.0,3.14,3.14,3.14,0.0,0.0,3.11,3.11,3.11,0.0,0.0,3.12,3.12,3.12,0.0,0.0
2020-01-05,3.13,3.13,3.13,0.0,0.0,3.13,3.13,3.13,0.0,0.0,3.11,3.11,3.11,0.0,0.0,3.12,3.12,3.12,0.0,0.0
2020-01-12,3.1,3.1,3.1,0.0,0.0,3.14,3.14,3.14,0.0,0.0,3.1,3.1,3.1,0.0,0.0,3.14,3.14,3.14,0.0,0.0
2020-01-19,3.14,3.14,3.14,0.0,0.0,3.14,3.14,3.14,0.0,0.0,3.13,3.13,3.13,0.0,0.0,3.13,3.13,3.13,0.0,0.0
2020-01-26,3.11,3.11,3.11,0.0,0.0,3.11,3.11,3.11,0.0,0.0,3.07,3.07,3.07,0.0,0.0,3.09,3.09,3.09,0.0,0.0
2020-02-02,3.06,3.06,3.06,0.0,0.0,3.06,3.06,3.06,0.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0
2020-02-09,3.06,3.06,3.06,0.0,0.0,3.06,3.06,3.06,0.0,0.0,3.06,3.06,3.06,0.0,0.0,3.06,3.06,3.06,0.0,0.0
2020-02-16,3.1,3.1,3.1,0.0,0.0,3.11,3.11,3.11,0.0,0.0,3.08,3.08,3.08,0.0,0.0,3.08,3.08,3.08,0.0,0.0
2020-02-23,2.92,2.92,2.92,0.0,0.0,2.95,2.95,2.95,0.0,0.0,2.92,2.92,2.92,0.0,0.0,2.95,2.95,2.95,0.0,0.0
2020-03-01,2.94,2.94,2.94,0.0,0.0,2.96,2.96,2.96,0.0,0.0,2.94,2.94,2.94,0.0,0.0,2.96,2.96,2.96,0.0,0.0
2020-03-08,2.85,2.85,2.85,0.0,0.0,2.94,2.94,2.94,0.0,0.0,2.85,2.85,2.85,0.0,0.0,2.9,2.9,2.9,0.0,0.0
2020-03-15,2.77,2.77,2.77,0.0,0.0,2.84,2.84,2.84,0.0,0.0,2.77,2.77,2.77,0.0,0.0,2.84,2.84,2.84,0.0,0.0
2020-03-22,3.09,3.09,3.09,0.0,0.0,3.09,3.09,3.09,0.0,0.0,2.97,2.97,2.97,0.0,0.0,2.97,2.97,2.97,0.0,0.0
2020-03-29,2.8,2.8,2.8,0.0,0.0,2.8,2.8,2.8,0.0,0.0,2.63,2.63,2.63,0.0,0.0,2.73,2.73,2.73,0.0,0.0
2020-04-05,2.81,2.81,2.81,0.0,0.0,2.91,2.91,2.91,0.0,0.0,2.81,2.81,2.81,0.0,0.0,2.86,2.86,2.86,0.0,0.0
2020-04-12,2.82,2.82,2.82,0.0,0.0,2.82,2.82,2.82,0.0,0.0,2.71,2.71,2.71,0.0,0.0,2.71,2.71,2.71,0.0,0.0
2020-04-19,2.87,2.87,2.87,0.0,0.0,2.88,2.88,2.88,0.0,0.0,2.72,2.72,2.72,0.0,0.0,2.77,2.77,2.77,0.0,0.0
2020-04-26,2.75,2.75,2.75,0.0,0.0,2.75,2.75,2.75,0.0,0.0,2.75,2.75,2.75,0.0,0.0,2.75,2.75,2.75,0.0,0.0
2020-05-03,2.75,2.75,2.75,0.0,0.0,2.75,2.75,2.75,0.0,0.0,2.75,2.75,2.75,0.0,0.0,2.75,2.75,2.75,0.0,0.0
2020-05-10,2.8,2.8,2.8,0.0,0.0,2.8,2.8,2.8,0.0,0.0,2.79,2.79,2.79,0.0,0.0,2.79,2.79,2.79,0.0,0.0
2020-05-17,2.8,2.8,2.8,0.0,0.0,2.8,2.8,2.8,0.0,0.0,2.72,2.72,2.72,0.0,0.0,2.74,2.74,2.74,0.0,0.0
2020-05-24,2.7,2.7,2.7,0.0,0.0,2.7,2.7,2.7,0.0,0.0,2.66,2.66,2.66,0.0,0.0,2.66,2.66,2.66,0.0,0.0
2020-05-31,2.79,2.79,2.79,0.0,0.0,2.79,2.79,2.79,0.0,0.0,2.79,2.79,2.79,0.0,0.0,2.79,2.79,2.79,0.0,0.0
2020-06-07,2.71,2.71,2.71,0.0,0.0,2.72,2.72,2.72,0.0,0.0,2.71,2.71,2.71,0.0,0.0,2.72,2.72,2.72,0.0,0.0
2020-06-14,2.66,2.66,2.66,0.0,0.0,2.66,2.66,2.66,0.0,0.0,2.66,2.66,2.66,0.0,0.0,2.66,2.66,2.66,0.0,0.0
2020-06-21,2.63,2.63,2.63,0.0,0.0,2.63,2.63,2.63,0.0,0.0,2.46,2.46,2.46,0.0,0.0,2.52,2.52,2.52,0.0,0.0
2020-06-28,2.73,2.73,2.73,0.0,0.0,2.73,2.73,2.73,0.0,0.0,2.73,2.73,2.73,0.0,0.0,2.73,2.73,2.73,0.0,0.0
2020-07-05,2.65,2.65,2.65,0.0,0.0,2.65,2.65,2.65,0.0,0.0,2.65,2.65,2.65,0.0,0.0,2.65,2.65,2.65,0.0,0.0
