Date,WisdomTree US MultifactorEtf_Open_average,WisdomTree US MultifactorEtf_Open_max,WisdomTree US MultifactorEtf_Open_min,WisdomTree US MultifactorEtf_Open_volatility,WisdomTree US MultifactorEtf_Open_change,WisdomTree US MultifactorEtf_High_average,WisdomTree US MultifactorEtf_High_max,WisdomTree US MultifactorEtf_High_min,WisdomTree US MultifactorEtf_High_volatility,WisdomTree US MultifactorEtf_High_change,WisdomTree US MultifactorEtf_Low_average,WisdomTree US MultifactorEtf_Low_max,WisdomTree US MultifactorEtf_Low_min,WisdomTree US MultifactorEtf_Low_volatility,WisdomTree US MultifactorEtf_Low_change,WisdomTree US MultifactorEtf_Close_average,WisdomTree US MultifactorEtf_Close_max,WisdomTree US MultifactorEtf_Close_min,WisdomTree US MultifactorEtf_Close_volatility,WisdomTree US MultifactorEtf_Close_change
2018-01-14,28.84,28.84,28.84,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.81,28.81,28.81,0.0,0.0,28.87,28.87,28.87,0.0,0.0
2018-01-21,29.39,29.39,29.39,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.39,29.39,29.39,0.0,0.0
2018-01-28,28.59,28.59,28.59,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.52,28.52,28.52,0.0,0.0
2018-02-04,26.47,26.47,26.47,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.9,26.9,26.9,0.0,0.0
2018-02-11,28.44,28.44,28.44,0.0,0.0,28.44,28.44,28.44,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.38,28.38,28.38,0.0,0.0
2018-02-18,28.05,28.05,28.05,0.0,0.0,28.09,28.09,28.09,0.0,0.0,28.05,28.05,28.05,0.0,0.0,28.05,28.05,28.05,0.0,0.0
2018-02-25,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0
2018-03-04,28.68,28.68,28.68,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.68,28.68,28.68,0.0,0.0
2018-03-11,28.72,28.72,28.72,0.0,0.0,28.72,28.72,28.72,0.0,0.0,28.72,28.72,28.72,0.0,0.0,28.72,28.72,28.72,0.0,0.0
2018-03-18,27.7,27.7,27.7,0.0,0.0,27.74,27.74,27.74,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.7,27.7,27.7,0.0,0.0
2018-03-25,28.03,28.03,28.03,0.0,0.0,28.03,28.03,28.03,0.0,0.0,28.03,28.03,28.03,0.0,0.0,28.03,28.03,28.03,0.0,0.0
2018-04-01,28.0,28.0,28.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0
2018-04-08,28.19,28.19,28.19,0.0,0.0,28.19,28.19,28.19,0.0,0.0,28.19,28.19,28.19,0.0,0.0,28.19,28.19,28.19,0.0,0.0
2018-04-15,28.55,28.55,28.55,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.49,28.49,28.49,0.0,0.0,28.49,28.49,28.49,0.0,0.0
2018-04-22,28.52,28.52,28.52,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.55,28.55,28.55,0.0,0.0
2018-04-29,27.87,27.87,27.87,0.0,0.0,28.27,28.27,28.27,0.0,0.0,27.86,27.86,27.86,0.0,0.0,28.2,28.2,28.2,0.0,0.0
2018-05-06,28.68,28.68,28.68,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.69,28.69,28.69,0.0,0.0
2018-05-13,28.82,28.82,28.82,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.82,28.82,28.82,0.0,0.0
2018-05-20,28.8,28.8,28.8,0.0,0.0,28.8,28.8,28.8,0.0,0.0,28.8,28.8,28.8,0.0,0.0,28.8,28.8,28.8,0.0,0.0
2018-05-27,28.91,28.91,28.91,0.0,0.0,28.93,28.93,28.93,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.89,28.89,28.89,0.0,0.0
2018-06-03,29.4,29.4,29.4,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.36,29.36,29.36,0.0,0.0
2018-06-10,29.65,29.65,29.65,0.0,0.0,29.65,29.65,29.65,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.57,29.57,29.57,0.0,0.0
2018-06-17,29.44,29.44,29.44,0.0,0.0,29.49,29.49,29.49,0.0,0.0,29.44,29.44,29.44,0.0,0.0,29.46,29.46,29.46,0.0,0.0
2018-06-24,29.0,29.0,29.0,0.0,0.0,29.06,29.06,29.06,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.9,28.9,28.9,0.0,0.0
2018-07-01,29.16,29.16,29.16,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.16,29.16,29.16,0.0,0.0,29.28,29.28,29.28,0.0,0.0
2018-07-08,29.66,29.66,29.66,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.65,29.65,29.65,0.0,0.0
2018-07-15,29.92,29.92,29.92,0.0,0.0,29.92,29.92,29.92,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.78,29.78,29.78,0.0,0.0
2018-07-22,30.1,30.1,30.1,0.0,0.0,30.1,30.1,30.1,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.76,29.76,29.76,0.0,0.0
2018-07-29,29.86,29.86,29.86,0.0,0.0,29.95,29.95,29.95,0.0,0.0,29.85,29.85,29.85,0.0,0.0,29.94,29.94,29.94,0.0,0.0
2018-08-05,30.23,30.23,30.23,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.19,30.19,30.19,0.0,0.0,30.19,30.19,30.19,0.0,0.0
2018-08-12,30.46,30.46,30.46,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.5,30.5,30.5,0.0,0.0
2018-08-19,30.76,30.76,30.76,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.88,30.88,30.88,0.0,0.0
2018-08-26,30.87,30.87,30.87,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.95,30.95,30.95,0.0,0.0
2018-09-02,30.91,30.91,30.91,0.0,0.0,30.94,30.94,30.94,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.77,30.77,30.77,0.0,0.0
2018-09-09,31.12,31.12,31.12,0.0,0.0,31.12,31.12,31.12,0.0,0.0,31.02,31.02,31.02,0.0,0.0,31.09,31.09,31.09,0.0,0.0
2018-09-16,30.98,30.98,30.98,0.0,0.0,30.98,30.98,30.98,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.91,30.91,30.91,0.0,0.0
2018-09-23,30.71,30.71,30.71,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.77,30.77,30.77,0.0,0.0
2018-09-30,30.36,30.36,30.36,0.0,0.0,30.37,30.37,30.37,0.0,0.0,30.03,30.03,30.03,0.0,0.0,30.22,30.22,30.22,0.0,0.0
2018-10-07,29.04,29.04,29.04,0.0,0.0,29.09,29.09,29.09,0.0,0.0,28.68,28.68,28.68,0.0,0.0,29.0,29.0,29.0,0.0,0.0
2018-10-14,29.36,29.36,29.36,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.09,29.09,29.09,0.0,0.0,29.11,29.11,29.11,0.0,0.0
2018-10-21,27.91,27.91,27.91,0.0,0.0,28.29,28.29,28.29,0.0,0.0,27.71,27.71,27.71,0.0,0.0,28.04,28.04,28.04,0.0,0.0
2018-10-28,28.97,28.97,28.97,0.0,0.0,29.29,29.29,29.29,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.85,28.85,28.85,0.0,0.0
2018-11-04,29.63,29.63,29.63,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.28,29.28,29.28,0.0,0.0,29.52,29.52,29.52,0.0,0.0
2018-11-11,28.81,28.81,28.81,0.0,0.0,29.13,29.13,29.13,0.0,0.0,28.81,28.81,28.81,0.0,0.0,29.11,29.11,29.11,0.0,0.0
2018-11-18,28.14,28.14,28.14,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.13,28.13,28.13,0.0,0.0
2018-11-25,28.91,28.91,28.91,0.0,0.0,29.18,29.18,29.18,0.0,0.0,28.91,28.91,28.91,0.0,0.0,29.12,29.12,29.12,0.0,0.0
2018-12-02,28.59,28.59,28.59,0.0,0.0,28.59,28.59,28.59,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.93,27.93,27.93,0.0,0.0
2018-12-09,27.8,27.8,27.8,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.46,27.46,27.46,0.0,0.0
2018-12-16,26.13,26.13,26.13,0.0,0.0,26.36,26.36,26.36,0.0,0.0,25.54,25.54,25.54,0.0,0.0,25.58,25.58,25.58,0.0,0.0
2018-12-23,26.05,26.05,26.05,0.0,0.0,26.15,26.15,26.15,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.9,25.9,25.9,0.0,0.0
2018-12-30,26.16,26.16,26.16,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.38,26.38,26.38,0.0,0.0
2019-01-06,26.96,26.96,26.96,0.0,0.0,27.2,27.2,27.2,0.0,0.0,26.96,26.96,26.96,0.0,0.0,27.2,27.2,27.2,0.0,0.0
2019-01-13,27.6,27.6,27.6,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.77,27.77,27.77,0.0,0.0
2019-01-20,27.75,27.75,27.75,0.0,0.0,27.84,27.84,27.84,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.78,27.78,27.78,0.0,0.0
2019-01-27,28.21,28.21,28.21,0.0,0.0,28.21,28.21,28.21,0.0,0.0,28.07,28.07,28.07,0.0,0.0,28.2,28.2,28.2,0.0,0.0
2019-02-03,28.35,28.35,28.35,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.19,28.19,28.19,0.0,0.0,28.34,28.34,28.34,0.0,0.0
2019-02-10,28.98,28.98,28.98,0.0,0.0,29.16,29.16,29.16,0.0,0.0,28.98,28.98,28.98,0.0,0.0,29.16,29.16,29.16,0.0,0.0
2019-02-17,29.02,29.02,29.02,0.0,0.0,29.26,29.26,29.26,0.0,0.0,29.02,29.02,29.02,0.0,0.0,29.26,29.26,29.26,0.0,0.0
2019-02-24,29.24,29.24,29.24,0.0,0.0,29.28,29.28,29.28,0.0,0.0,29.03,29.03,29.03,0.0,0.0,29.28,29.28,29.28,0.0,0.0
2019-03-03,28.28,28.28,28.28,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.34,28.34,28.34,0.0,0.0
2019-03-10,28.88,28.88,28.88,0.0,0.0,29.06,29.06,29.06,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.99,28.99,28.99,0.0,0.0
2019-03-17,28.81,28.81,28.81,0.0,0.0,28.86,28.86,28.86,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.64,28.64,28.64,0.0,0.0
2019-03-24,28.96,28.96,28.96,0.0,0.0,29.01,29.01,29.01,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.98,28.98,28.98,0.0,0.0
2019-03-31,29.41,29.41,29.41,0.0,0.0,29.49,29.49,29.49,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.42,29.42,29.42,0.0,0.0
2019-04-07,29.65,29.65,29.65,0.0,0.0,29.65,29.65,29.65,0.0,0.0,29.52,29.52,29.52,0.0,0.0,29.56,29.56,29.56,0.0,0.0
2019-04-14,29.46,29.46,29.46,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.28,29.28,29.28,0.0,0.0,29.4,29.4,29.4,0.0,0.0
2019-04-21,29.53,29.53,29.53,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.53,29.53,29.53,0.0,0.0,29.78,29.78,29.78,0.0,0.0
2019-04-28,29.79,29.79,29.79,0.0,0.0,29.88,29.88,29.88,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.81,29.81,29.81,0.0,0.0
2019-05-05,29.4,29.4,29.4,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.07,29.07,29.07,0.0,0.0,29.52,29.52,29.52,0.0,0.0
2019-05-12,29.27,29.27,29.27,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.26,29.26,29.26,0.0,0.0,29.33,29.33,29.33,0.0,0.0
2019-05-19,29.25,29.25,29.25,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.11,29.11,29.11,0.0,0.0,29.16,29.16,29.16,0.0,0.0
