Date,CREEStock_Open_average,CREEStock_Open_max,CREEStock_Open_min,CREEStock_Open_volatility,CREEStock_Open_change,CREEStock_High_average,CREEStock_High_max,CREEStock_High_min,CREEStock_High_volatility,CREEStock_High_change,CREEStock_Low_average,CREEStock_Low_max,CREEStock_Low_min,CREEStock_Low_volatility,CREEStock_Low_change,CREEStock_Close_average,CREEStock_Close_max,CREEStock_Close_min,CREEStock_Close_volatility,CREEStock_Close_change,CREEStock_Volume_average,CREEStock_Volume_max,CREEStock_Volume_min,CREEStock_Volume_volatility,CREEStock_Volume_change
2018-01-14,36.4375,37.24,35.88,1.3599999999999994,-1.0700000000000003,36.8475,37.47,36.49,0.9799999999999969,-0.9799999999999969,35.7725,36.05,35.36,0.6899999999999977,0.6899999999999977,36.167500000000004,36.6,35.6,1.0,0.6899999999999977,713170,1018832,514048,504784,-491534
2018-01-21,35.912,36.58,34.84,1.7399999999999949,-1.25,36.848,39.0,35.27,3.729999999999997,-1.519999999999996,34.77,35.96,33.77,2.1899999999999977,-2.1899999999999977,35.522,36.69,34.72,1.9699999999999989,-1.4899999999999949,2870958,6215779,992606,5223173,795311
2018-01-28,34.498,34.87,34.25,0.6199999999999974,-0.6199999999999974,34.82,35.0,34.25,0.75,-0.7299999999999969,34.004,34.49,33.08,1.4100000000000037,-1.4100000000000037,34.257999999999996,34.75,33.26,1.490000000000002,-1.490000000000002,1295701,1508800,1054803,453997,453997
2018-02-04,32.184,32.93,31.29,1.6400000000000006,-0.7299999999999969,33.074,33.34,32.75,0.5900000000000034,-0.21000000000000085,31.658,32.27,30.78,1.490000000000002,-0.4800000000000004,32.446,32.76,32.0,0.759999999999998,0.759999999999998,1709441,2226256,1242327,983929,-85459
2018-02-11,34.686,36.43,32.99,3.4399999999999977,3.1799999999999997,35.594,36.91,33.67,3.239999999999995,3.239999999999995,34.206,35.95,32.32,3.6300000000000026,3.6300000000000026,35.482,36.71,33.54,3.1700000000000017,3.1700000000000017,1517567,2331711,974368,1357343,-643993
2018-02-18,37.395,38.02,36.6,1.4200000000000017,0.9799999999999969,37.96,38.54,37.56,0.9799999999999969,0.01999999999999602,36.92,37.23,36.6,0.6299999999999955,0.07000000000000028,37.400000000000006,37.83,37.09,0.7399999999999949,0.25,1369875,1862201,925851,936350,-662423
2018-02-25,37.592,38.25,36.76,1.490000000000002,-1.240000000000002,38.124,38.69,37.33,1.3599999999999994,-0.9400000000000048,36.824,37.78,35.87,1.9100000000000037,-1.2700000000000031,37.544,38.31,37.11,1.2000000000000028,-0.04999999999999716,1184701,1579462,1046920,532542,-118185
2018-03-04,40.65,43.02,37.15,5.8700000000000045,5.82,42.053999999999995,43.23,38.16,5.07,5.07,39.844,41.87,36.82,5.049999999999997,5.049999999999997,41.504,42.89,38.06,4.829999999999998,3.8900000000000006,2714573,6373786,1305424,5068362,210418
2018-03-11,42.327999999999996,42.8,41.97,0.8299999999999983,0.3299999999999983,43.306000000000004,45.43,42.42,3.009999999999998,0.4200000000000017,41.884,42.23,41.71,0.519999999999996,-0.0799999999999983,42.352000000000004,42.68,42.13,0.5499999999999972,0.5499999999999972,1927106,4932851,1059752,3873099,264348
2018-03-18,42.446,43.41,41.22,2.1899999999999977,-1.1000000000000014,42.964,43.81,41.49,2.3200000000000003,-1.5399999999999991,41.824,42.95,40.37,2.5800000000000054,-1.5900000000000034,42.106,43.21,40.38,2.8299999999999983,-2.239999999999995,961277,1213586,751935,461651,-120519
