Date,First Trust Consumer Staples AlphaDEXEtf_Open_average,First Trust Consumer Staples AlphaDEXEtf_Open_max,First Trust Consumer Staples AlphaDEXEtf_Open_min,First Trust Consumer Staples AlphaDEXEtf_Open_volatility,First Trust Consumer Staples AlphaDEXEtf_Open_change,First Trust Consumer Staples AlphaDEXEtf_High_average,First Trust Consumer Staples AlphaDEXEtf_High_max,First Trust Consumer Staples AlphaDEXEtf_High_min,First Trust Consumer Staples AlphaDEXEtf_High_volatility,First Trust Consumer Staples AlphaDEXEtf_High_change,First Trust Consumer Staples AlphaDEXEtf_Low_average,First Trust Consumer Staples AlphaDEXEtf_Low_max,First Trust Consumer Staples AlphaDEXEtf_Low_min,First Trust Consumer Staples AlphaDEXEtf_Low_volatility,First Trust Consumer Staples AlphaDEXEtf_Low_change,First Trust Consumer Staples AlphaDEXEtf_Close_average,First Trust Consumer Staples AlphaDEXEtf_Close_max,First Trust Consumer Staples AlphaDEXEtf_Close_min,First Trust Consumer Staples AlphaDEXEtf_Close_volatility,First Trust Consumer Staples AlphaDEXEtf_Close_change
2018-01-14,49.57,49.57,49.57,0.0,0.0,50.35,50.35,50.35,0.0,0.0,49.57,49.57,49.57,0.0,0.0,50.35,50.35,50.35,0.0,0.0
2018-01-21,51.04,51.04,51.04,0.0,0.0,51.45,51.45,51.45,0.0,0.0,50.87,50.87,50.87,0.0,0.0,51.44,51.44,51.44,0.0,0.0
2018-01-28,49.95,49.95,49.95,0.0,0.0,49.95,49.95,49.95,0.0,0.0,48.91,48.91,48.91,0.0,0.0,48.95,48.95,48.95,0.0,0.0
2018-02-04,47.29,47.29,47.29,0.0,0.0,47.42,47.42,47.42,0.0,0.0,46.07,46.07,46.07,0.0,0.0,47.14,47.14,47.14,0.0,0.0
2018-02-11,48.71,48.71,48.71,0.0,0.0,49.22,49.22,49.22,0.0,0.0,48.62,48.62,48.62,0.0,0.0,49.05,49.05,49.05,0.0,0.0
2018-02-18,48.01,48.01,48.01,0.0,0.0,48.21,48.21,48.21,0.0,0.0,47.76,47.76,47.76,0.0,0.0,48.21,48.21,48.21,0.0,0.0
2018-02-25,47.36,47.36,47.36,0.0,0.0,47.87,47.87,47.87,0.0,0.0,47.35,47.35,47.35,0.0,0.0,47.82,47.82,47.82,0.0,0.0
2018-03-04,48.0,48.0,48.0,0.0,0.0,48.25,48.25,48.25,0.0,0.0,47.82,47.82,47.82,0.0,0.0,48.25,48.25,48.25,0.0,0.0
2018-03-11,47.35,47.35,47.35,0.0,0.0,47.54,47.54,47.54,0.0,0.0,47.34,47.34,47.34,0.0,0.0,47.44,47.44,47.44,0.0,0.0
2018-03-18,46.11,46.11,46.11,0.0,0.0,46.24,46.24,46.24,0.0,0.0,45.46,45.46,45.46,0.0,0.0,45.46,45.46,45.46,0.0,0.0
2018-03-25,46.71,46.71,46.71,0.0,0.0,47.1,47.1,47.1,0.0,0.0,46.71,46.71,46.71,0.0,0.0,46.91,46.91,46.91,0.0,0.0
2018-04-01,46.93,46.93,46.93,0.0,0.0,47.51,47.51,47.51,0.0,0.0,46.62,46.62,46.62,0.0,0.0,46.9,46.9,46.9,0.0,0.0
2018-04-08,47.31,47.31,47.31,0.0,0.0,47.31,47.31,47.31,0.0,0.0,46.85,46.85,46.85,0.0,0.0,46.93,46.93,46.93,0.0,0.0
2018-04-15,46.91,46.91,46.91,0.0,0.0,46.91,46.91,46.91,0.0,0.0,46.16,46.16,46.16,0.0,0.0,46.28,46.28,46.28,0.0,0.0
2018-04-22,47.04,47.04,47.04,0.0,0.0,47.38,47.38,47.38,0.0,0.0,47.04,47.04,47.04,0.0,0.0,47.11,47.11,47.11,0.0,0.0
2018-04-29,44.48,44.48,44.48,0.0,0.0,45.54,45.54,45.54,0.0,0.0,44.48,44.48,44.48,0.0,0.0,45.36,45.36,45.36,0.0,0.0
2018-05-06,45.94,45.94,45.94,0.0,0.0,46.13,46.13,46.13,0.0,0.0,45.79,45.79,45.79,0.0,0.0,45.9,45.9,45.9,0.0,0.0
2018-05-13,45.84,45.84,45.84,0.0,0.0,45.84,45.84,45.84,0.0,0.0,45.38,45.38,45.38,0.0,0.0,45.52,45.52,45.52,0.0,0.0
2018-05-20,45.59,45.59,45.59,0.0,0.0,46.01,46.01,46.01,0.0,0.0,45.56,45.56,45.56,0.0,0.0,45.64,45.64,45.64,0.0,0.0
2018-05-27,45.3,45.3,45.3,0.0,0.0,45.35,45.35,45.35,0.0,0.0,45.1,45.1,45.1,0.0,0.0,45.2,45.2,45.2,0.0,0.0
2018-06-03,45.45,45.45,45.45,0.0,0.0,46.05,46.05,46.05,0.0,0.0,45.45,45.45,45.45,0.0,0.0,46.05,46.05,46.05,0.0,0.0
2018-06-10,46.74,46.74,46.74,0.0,0.0,47.22,47.22,47.22,0.0,0.0,46.74,46.74,46.74,0.0,0.0,47.22,47.22,47.22,0.0,0.0
2018-06-17,47.58,47.58,47.58,0.0,0.0,47.85,47.85,47.85,0.0,0.0,47.58,47.58,47.58,0.0,0.0,47.75,47.75,47.75,0.0,0.0
2018-06-24,47.34,47.34,47.34,0.0,0.0,47.37,47.37,47.37,0.0,0.0,47.1,47.1,47.1,0.0,0.0,47.11,47.11,47.11,0.0,0.0
2018-07-01,47.71,47.71,47.71,0.0,0.0,48.08,48.08,48.08,0.0,0.0,47.67,47.67,47.67,0.0,0.0,47.91,47.91,47.91,0.0,0.0
2018-07-08,47.47,47.47,47.47,0.0,0.0,47.79,47.79,47.79,0.0,0.0,47.47,47.47,47.47,0.0,0.0,47.65,47.65,47.65,0.0,0.0
2018-07-15,46.77,46.77,46.77,0.0,0.0,46.92,46.92,46.92,0.0,0.0,46.73,46.73,46.73,0.0,0.0,46.85,46.85,46.85,0.0,0.0
2018-07-22,47.3,47.3,47.3,0.0,0.0,47.47,47.47,47.47,0.0,0.0,47.14,47.14,47.14,0.0,0.0,47.21,47.21,47.21,0.0,0.0
2018-07-29,46.94,46.94,46.94,0.0,0.0,48.14,48.14,48.14,0.0,0.0,46.94,46.94,46.94,0.0,0.0,47.84,47.84,47.84,0.0,0.0
2018-08-05,47.06,47.06,47.06,0.0,0.0,47.17,47.17,47.17,0.0,0.0,46.88,46.88,46.88,0.0,0.0,46.97,46.97,46.97,0.0,0.0
2018-08-12,48.14,48.14,48.14,0.0,0.0,48.76,48.76,48.76,0.0,0.0,48.13,48.13,48.13,0.0,0.0,48.67,48.67,48.67,0.0,0.0
2018-08-19,48.15,48.15,48.15,0.0,0.0,48.38,48.38,48.38,0.0,0.0,48.07,48.07,48.07,0.0,0.0,48.23,48.23,48.23,0.0,0.0
2018-08-26,47.77,47.77,47.77,0.0,0.0,48.02,48.02,48.02,0.0,0.0,47.73,47.73,47.73,0.0,0.0,48.0,48.0,48.0,0.0,0.0
2018-09-02,48.21,48.21,48.21,0.0,0.0,48.25,48.25,48.25,0.0,0.0,47.97,47.97,47.97,0.0,0.0,48.19,48.19,48.19,0.0,0.0
2018-09-09,48.11,48.11,48.11,0.0,0.0,48.16,48.16,48.16,0.0,0.0,47.97,47.97,47.97,0.0,0.0,48.11,48.11,48.11,0.0,0.0
2018-09-16,48.09,48.09,48.09,0.0,0.0,48.13,48.13,48.13,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.03,48.03,48.03,0.0,0.0
2018-09-23,46.8,46.8,46.8,0.0,0.0,46.98,46.98,46.98,0.0,0.0,46.8,46.8,46.8,0.0,0.0,46.91,46.91,46.91,0.0,0.0
2018-09-30,46.52,46.52,46.52,0.0,0.0,46.84,46.84,46.84,0.0,0.0,46.52,46.52,46.52,0.0,0.0,46.71,46.71,46.71,0.0,0.0
2018-10-07,45.54,45.54,45.54,0.0,0.0,45.64,45.64,45.64,0.0,0.0,45.14,45.14,45.14,0.0,0.0,45.57,45.57,45.57,0.0,0.0
2018-10-14,46.83,46.83,46.83,0.0,0.0,47.16,47.16,47.16,0.0,0.0,46.83,46.83,46.83,0.0,0.0,47.09,47.09,47.09,0.0,0.0
2018-10-21,46.2,46.2,46.2,0.0,0.0,46.2,46.2,46.2,0.0,0.0,45.33,45.33,45.33,0.0,0.0,45.58,45.58,45.58,0.0,0.0
2018-10-28,47.77,47.77,47.77,0.0,0.0,47.77,47.77,47.77,0.0,0.0,46.56,46.56,46.56,0.0,0.0,46.84,46.84,46.84,0.0,0.0
2018-11-04,47.65,47.65,47.65,0.0,0.0,48.09,48.09,48.09,0.0,0.0,47.65,47.65,47.65,0.0,0.0,48.0,48.0,48.0,0.0,0.0
2018-11-11,47.39,47.39,47.39,0.0,0.0,47.87,47.87,47.87,0.0,0.0,47.25,47.25,47.25,0.0,0.0,47.72,47.72,47.72,0.0,0.0
2018-11-18,46.78,46.78,46.78,0.0,0.0,47.24,47.24,47.24,0.0,0.0,46.78,46.78,46.78,0.0,0.0,47.06,47.06,47.06,0.0,0.0
2018-11-25,46.96,46.96,46.96,0.0,0.0,47.04,47.04,47.04,0.0,0.0,46.77,46.77,46.77,0.0,0.0,47.0,47.0,47.0,0.0,0.0
2018-12-02,45.91,45.91,45.91,0.0,0.0,46.06,46.06,46.06,0.0,0.0,45.06,45.06,45.06,0.0,0.0,45.22,45.22,45.22,0.0,0.0
2018-12-09,45.53,45.53,45.53,0.0,0.0,45.74,45.74,45.74,0.0,0.0,45.17,45.17,45.17,0.0,0.0,45.24,45.24,45.24,0.0,0.0
2018-12-16,42.45,42.45,42.45,0.0,0.0,43.26,43.26,43.26,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.79,41.79,41.79,0.0,0.0
2018-12-23,42.22,42.22,42.22,0.0,0.0,42.53,42.53,42.53,0.0,0.0,41.74,41.74,41.74,0.0,0.0,41.95,41.95,41.95,0.0,0.0
2018-12-30,42.52,42.52,42.52,0.0,0.0,43.15,43.15,43.15,0.0,0.0,42.52,42.52,42.52,0.0,0.0,42.95,42.95,42.95,0.0,0.0
2019-01-06,44.14,44.14,44.14,0.0,0.0,44.33,44.33,44.33,0.0,0.0,44.06,44.06,44.06,0.0,0.0,44.32,44.32,44.32,0.0,0.0
2019-01-13,45.03,45.03,45.03,0.0,0.0,45.54,45.54,45.54,0.0,0.0,45.03,45.03,45.03,0.0,0.0,45.47,45.47,45.47,0.0,0.0
2019-01-20,44.36,44.36,44.36,0.0,0.0,44.49,44.49,44.49,0.0,0.0,44.03,44.03,44.03,0.0,0.0,44.05,44.05,44.05,0.0,0.0
2019-01-27,45.25,45.25,45.25,0.0,0.0,45.25,45.25,45.25,0.0,0.0,44.87,44.87,44.87,0.0,0.0,44.92,44.92,44.92,0.0,0.0
2019-02-03,44.29,44.29,44.29,0.0,0.0,44.4,44.4,44.4,0.0,0.0,43.96,43.96,43.96,0.0,0.0,44.4,44.4,44.4,0.0,0.0
2019-02-10,45.27,45.27,45.27,0.0,0.0,45.62,45.62,45.62,0.0,0.0,45.27,45.27,45.27,0.0,0.0,45.53,45.53,45.53,0.0,0.0
2019-02-17,44.71,44.71,44.71,0.0,0.0,44.71,44.71,44.71,0.0,0.0,44.46,44.46,44.46,0.0,0.0,44.68,44.68,44.68,0.0,0.0
2019-02-24,44.69,44.69,44.69,0.0,0.0,44.71,44.71,44.71,0.0,0.0,44.3,44.3,44.3,0.0,0.0,44.44,44.44,44.44,0.0,0.0
2019-03-03,43.71,43.71,43.71,0.0,0.0,43.76,43.76,43.76,0.0,0.0,43.48,43.48,43.48,0.0,0.0,43.65,43.65,43.65,0.0,0.0
2019-03-10,44.44,44.44,44.44,0.0,0.0,44.71,44.71,44.71,0.0,0.0,44.44,44.44,44.44,0.0,0.0,44.56,44.56,44.56,0.0,0.0
2019-03-17,45.18,45.18,45.18,0.0,0.0,45.33,45.33,45.33,0.0,0.0,45.04,45.04,45.04,0.0,0.0,45.05,45.05,45.05,0.0,0.0
2019-03-24,45.73,45.73,45.73,0.0,0.0,45.86,45.86,45.86,0.0,0.0,45.6,45.6,45.6,0.0,0.0,45.8,45.8,45.8,0.0,0.0
2019-03-31,45.38,45.38,45.38,0.0,0.0,45.7,45.7,45.7,0.0,0.0,45.38,45.38,45.38,0.0,0.0,45.7,45.7,45.7,0.0,0.0
2019-04-07,46.37,46.37,46.37,0.0,0.0,46.43,46.43,46.43,0.0,0.0,46.32,46.32,46.32,0.0,0.0,46.36,46.36,46.36,0.0,0.0
2019-04-14,46.68,46.68,46.68,0.0,0.0,46.84,46.84,46.84,0.0,0.0,46.56,46.56,46.56,0.0,0.0,46.75,46.75,46.75,0.0,0.0
2019-04-21,46.35,46.35,46.35,0.0,0.0,46.63,46.63,46.63,0.0,0.0,46.29,46.29,46.29,0.0,0.0,46.62,46.62,46.62,0.0,0.0
2019-04-28,46.94,46.94,46.94,0.0,0.0,46.94,46.94,46.94,0.0,0.0,46.66,46.66,46.66,0.0,0.0,46.82,46.82,46.82,0.0,0.0
2019-05-05,46.77,46.77,46.77,0.0,0.0,47.14,47.14,47.14,0.0,0.0,46.29,46.29,46.29,0.0,0.0,47.14,47.14,47.14,0.0,0.0
