Date,CDTIStock_Open_average,CDTIStock_Open_max,CDTIStock_Open_min,CDTIStock_Open_volatility,CDTIStock_Open_change,CDTIStock_High_average,CDTIStock_High_max,CDTIStock_High_min,CDTIStock_High_volatility,CDTIStock_High_change,CDTIStock_Low_average,CDTIStock_Low_max,CDTIStock_Low_min,CDTIStock_Low_volatility,CDTIStock_Low_change,CDTIStock_Close_average,CDTIStock_Close_max,CDTIStock_Close_min,CDTIStock_Close_volatility,CDTIStock_Close_change,CDTIStock_Volume_average,CDTIStock_Volume_max,CDTIStock_Volume_min,CDTIStock_Volume_volatility,CDTIStock_Volume_change
2018-01-14,7.2875,7.6,6.9,0.6999999999999993,-0.6999999999999993,7.55,7.85,7.2,0.6499999999999995,-0.1999999999999993,7.0125,7.25,6.85,0.40000000000000036,-0.34999999999999964,7.2625,7.55,6.9,0.6499999999999995,0.20000000000000018,43893,52536,38568,13968,3684
2018-01-21,7.71,8.55,7.3,1.2500000000000009,0.9500000000000011,8.18,8.7,7.7,0.9999999999999991,0.3500000000000014,7.291,7.5,7.105,0.3949999999999996,-0.09999999999999964,7.72,8.55,7.25,1.3000000000000007,0.2999999999999998,111647,260981,26588,234393,9814
2018-01-28,7.11,7.85,6.75,1.0999999999999996,-1.0499999999999998,7.3842,7.85,6.8260000000000005,1.0239999999999991,-1.0239999999999991,6.881,7.4,6.6,0.8000000000000007,-0.8000000000000007,6.99,7.45,6.8,0.6500000000000004,-0.6500000000000004,45065,53882,31619,22263,-9784
2018-02-04,6.54,6.6,6.4,0.1999999999999993,-0.1999999999999993,6.75,6.85,6.6,0.25,-0.09999999999999964,6.23,6.4,5.95,0.4500000000000002,0.2999999999999998,6.58,6.8,6.4,0.39999999999999947,-0.39999999999999947,44621,77446,21650,55796,-24557
2018-02-11,6.74,7.0,6.4,0.5999999999999996,0.5999999999999996,6.9799,7.0995,6.95,0.14949999999999974,0.14949999999999974,6.5539,6.85,6.3,0.5499999999999998,0.5499999999999998,6.81,6.9,6.6,0.3000000000000007,0.05000000000000071,35059,88906,14237,74669,-74669
2018-02-18,6.75,6.95,6.45,0.5,-0.5,6.8995,7.25,6.65,0.5999999999999996,-0.5520000000000005,6.612500000000001,6.9,6.4,0.5,-0.5,6.65,6.95,6.4,0.5499999999999998,-0.5499999999999998,34318,57228,16909,40319,14235
2018-02-25,6.03,6.4,5.55,0.8500000000000005,-0.8500000000000005,6.227,6.465,5.95,0.5149999999999997,-0.3650000000000002,5.7801,6.25,5.45,0.7999999999999998,-0.75,5.9399999999999995,6.3,5.55,0.75,-0.2999999999999998,42016,69862,22047,47815,32432
2018-03-04,5.74,5.95,5.55,0.40000000000000036,0.04999999999999982,5.9830000000000005,6.1495,5.821000000000001,0.3284999999999991,-0.22849999999999948,5.611,5.655,5.5,0.15500000000000025,-0.004999999999999893,5.7301,5.9,5.6,0.3000000000000007,-0.09999999999999964,30387,80870,13056,67814,-11938
2018-03-11,5.83,5.95,5.65,0.2999999999999998,0.25,5.9799,6.0495,5.9,0.14949999999999974,-0.09999999999999964,5.681,5.75,5.6,0.15000000000000036,-0.05000000000000071,5.8003,5.85,5.7,0.14999999999999947,-0.09999999999999964,20012,37055,6434,30621,19635
2018-03-18,5.45,5.65,5.3,0.35000000000000053,-0.20000000000000018,5.62,5.75,5.5,0.25,-0.25,5.242,5.5,4.86,0.6399999999999997,-0.6399999999999997,5.33,5.55,4.95,0.5999999999999996,-0.5999999999999996,25490,48869,14336,34533,30951
