Date,JRJCStock_Open_average,JRJCStock_Open_max,JRJCStock_Open_min,JRJCStock_Open_volatility,JRJCStock_Open_change,JRJCStock_High_average,JRJCStock_High_max,JRJCStock_High_min,JRJCStock_High_volatility,JRJCStock_High_change,JRJCStock_Low_average,JRJCStock_Low_max,JRJCStock_Low_min,JRJCStock_Low_volatility,JRJCStock_Low_change,JRJCStock_Close_average,JRJCStock_Close_max,JRJCStock_Close_min,JRJCStock_Close_volatility,JRJCStock_Close_change,JRJCStock_Volume_average,JRJCStock_Volume_max,JRJCStock_Volume_min,JRJCStock_Volume_volatility,JRJCStock_Volume_change
2018-01-14,28.075000000000003,28.6,27.6,1.0,-0.8999999999999986,28.475,28.8,28.0,0.8000000000000007,-0.3000000000000007,27.225,27.9,27.0,0.8999999999999986,-0.8999999999999986,27.825,28.5,27.5,1.0,-0.8000000000000007,11519,17152,5519,11633,-3268
2018-01-21,26.66,27.6,25.8,1.8000000000000007,-1.8000000000000007,27.18,27.8,26.4,1.4000000000000021,-1.4000000000000021,25.64,27.0,24.1,2.8999999999999986,-2.0,26.36,27.1,25.7,1.4000000000000021,-1.4000000000000021,14618,33713,8178,25535,1681
2018-01-28,25.04,25.5,24.5,1.0,-1.0,25.59,25.95,24.8,1.1499999999999986,-1.1499999999999986,24.15,24.9,23.7,1.1999999999999993,0.10000000000000142,24.728,25.1,23.9,1.2000000000000028,-1.1000000000000014,9734,14780,6736,8044,-6205
2018-02-04,22.740000000000002,23.6,21.4,2.200000000000003,-2.200000000000003,23.574,24.7,22.8,1.8999999999999986,-1.8999999999999986,21.792,23.5,20.6,2.8999999999999986,-2.8999999999999986,22.48,23.9,21.6,2.299999999999997,-2.1999999999999993,10975,19803,5297,14506,-2490
2018-02-11,24.46,26.0,21.5,4.5,4.300000000000001,25.6,26.6,23.8,2.8000000000000007,2.8000000000000007,23.456,24.48,21.1,3.379999999999999,2.799999999999997,24.419999999999998,25.2,23.2,2.0,1.1999999999999993,21004,35405,6780,28625,-7499
2018-02-18,25.425,26.2,24.4,1.8000000000000007,0.7000000000000028,26.325,26.6,26.2,0.40000000000000213,-0.40000000000000213,24.775,25.6,24.0,1.6000000000000014,0.7000000000000028,25.65,25.9,25.1,0.7999999999999972,0.1999999999999993,7042,13981,3853,10128,-7508
2018-02-25,24.44,25.3,23.5,1.8000000000000007,-1.8000000000000007,25.152,25.79,24.5,1.2899999999999991,-1.2199999999999989,23.94,24.9,23.2,1.6999999999999993,-1.6999999999999993,24.24,25.3,23.7,1.6000000000000014,-1.6000000000000014,3334,5056,1141,3915,-3915
2018-03-04,25.016,26.38,23.4,2.9800000000000004,2.9800000000000004,26.105999999999998,26.4,25.7,0.6999999999999993,0.6900000000000013,24.56,25.4,23.4,2.0,1.9000000000000021,25.28,25.8,24.7,1.1000000000000014,0.5,6422,11701,1767,9934,-4890
2018-03-11,25.642,26.0,24.6,1.3999999999999986,-0.39000000000000057,26.06,26.5,25.8,0.6999999999999993,0.5,24.74,25.2,24.5,0.6999999999999993,0.0,25.54,25.9,25.2,0.6999999999999993,-0.5,6147,16109,1343,14766,10825
2018-03-18,25.06,25.5,24.6,0.8999999999999986,-0.5999999999999979,25.44,25.9,24.6,1.2999999999999972,-0.8999999999999986,24.384,24.8,23.7,1.1000000000000014,-0.6000000000000014,24.86,25.4,23.7,1.6999999999999993,-1.3000000000000007,4328,6217,2628,3589,-2423
2018-03-25,22.925,23.8,22.2,1.6000000000000014,-1.6000000000000014,23.225,23.8,22.7,1.1000000000000014,-1.0,22.425,23.2,22.0,1.1999999999999993,-1.1999999999999993,22.65,23.5,22.2,1.3000000000000007,-1.3000000000000007,4294,6480,2278,4202,572
2018-04-01,21.080000000000002,22.0,20.5,1.5,-0.5,22.02,22.6,21.4,1.2000000000000028,-0.3000000000000007,20.599999999999998,20.9,20.4,0.5,0.3999999999999986,21.12,22.0,20.5,1.5,1.5,3018,6547,538,6009,-6009
2018-04-08,23.09,24.8,21.8,3.0,3.0,24.74,26.6,22.4,4.200000000000003,2.5,22.664,24.2,21.0,3.1999999999999993,3.1999999999999993,23.64,24.4,21.8,2.599999999999998,2.599999999999998,25284,102415,3233,99182,-786
2018-04-15,24.04,25.2,23.2,2.0,-1.1999999999999993,24.54,25.4,23.3,2.099999999999998,-1.1999999999999993,22.9,23.5,21.5,2.0,-2.0,23.52,25.0,21.8,3.1999999999999993,-2.3999999999999986,7171,9728,4900,4828,4009
2018-04-22,20.754,21.65,19.8,1.8499999999999979,-1.8499999999999979,20.94,21.8,19.8,2.0,-2.0,20.002,20.81,19.0,1.8099999999999987,-1.8099999999999987,20.14,20.9,19.2,1.6999999999999993,-1.6999999999999993,5775,9254,3780,5474,-5474
2018-04-29,18.996000000000002,19.7,18.3,1.3999999999999986,0.5299999999999976,19.682,20.5,18.9,1.6000000000000014,1.0,18.46,19.0,17.8,1.1999999999999993,0.0,18.86,19.3,18.0,1.3000000000000007,0.10000000000000142,8262,17726,2096,15630,11572
2018-05-06,19.62,20.2,19.0,1.1999999999999993,1.1999999999999993,20.44,20.7,19.8,0.8999999999999986,0.5999999999999979,19.48,19.7,18.8,0.8999999999999986,0.8999999999999986,19.96,20.4,19.6,0.7999999999999972,0.5999999999999979,4665,9214,886,8328,-4572
2018-05-13,20.424,21.0,19.92,1.0799999999999983,-0.379999999999999,20.94,21.3,20.3,1.0,1.0,19.966,20.5,19.2,1.3000000000000007,0.11000000000000298,20.52,20.9,20.1,0.7999999999999972,0.7999999999999972,3144,5972,1054,4918,1871
2018-05-20,21.36,22.5,20.5,2.0,0.3999999999999986,22.04,22.7,21.1,1.5999999999999979,-0.29999999999999716,20.669999999999998,20.8,20.5,0.3000000000000007,0.1999999999999993,21.4,22.5,20.8,1.6999999999999993,-0.3999999999999986,3424,8147,791,7356,-2228
2018-05-27,20.15,20.9,19.6,1.2999999999999972,-1.2999999999999972,20.9375,21.6,20.3,1.3000000000000007,0.6500000000000021,19.225,19.7,18.6,1.0999999999999979,-0.09999999999999787,19.925,20.2,19.3,0.8999999999999986,0.0,4614,8509,2244,6265,-3357
2018-06-03,20.580000000000002,21.4,20.0,1.3999999999999986,-1.129999999999999,20.828,21.4,20.3,1.0999999999999979,-0.46000000000000085,19.822,20.4,19.3,1.0999999999999979,-0.389999999999997,20.3,20.7,20.1,0.5999999999999979,0.3000000000000007,2408,6274,1109,5165,366
2018-06-10,20.616,20.9,20.3,0.5999999999999979,0.1999999999999993,20.86,20.9,20.8,0.09999999999999787,0.0,20.332,20.6,20.14,0.46000000000000085,-0.20000000000000284,20.652,20.86,20.5,0.35999999999999943,-0.3000000000000007,2103,2591,1272,1319,773
2018-06-17,20.02,20.5,19.5,1.0,-1.0,20.14,20.5,19.7,0.8000000000000007,-0.8000000000000007,19.652,20.16,19.3,0.8599999999999994,-0.6600000000000001,19.77,20.2,19.5,0.6999999999999993,-0.6499999999999986,2740,6226,367,5859,-2640
2018-06-24,19.142,19.51,18.85,0.6600000000000001,-0.46000000000000085,19.242,19.51,19.0,0.5100000000000016,-0.41000000000000014,18.834,19.0,18.7,0.3000000000000007,0.10000000000000142,19.06,19.2,18.9,0.3000000000000007,0.0,1302,2538,315,2223,-2223
2018-07-01,19.067500000000003,19.17,19.0,0.1700000000000017,-0.10000000000000142,19.2,19.3,19.0,0.3000000000000007,-0.3000000000000007,18.935,19.17,18.7,0.4700000000000024,-0.1999999999999993,19.0225,19.2,18.7,0.5,-0.5,720,1167,327,840,175
2018-07-08,19.376,19.89,18.9,0.990000000000002,0.990000000000002,19.740000000000002,20.8,19.1,1.6999999999999993,1.6999999999999993,19.09,19.5,18.8,0.6999999999999993,0.6999999999999993,19.38,20.0,19.1,0.8999999999999986,0.3999999999999986,1996,4195,508,3687,701
2018-07-15,19.26,19.81,19.0,0.8099999999999987,-0.8099999999999987,19.572,19.81,19.25,0.5599999999999987,-0.10999999999999943,19.022000000000002,19.1,18.9,0.20000000000000284,0.10000000000000142,19.150000000000002,19.3,19.0,0.3000000000000007,0.10000000000000142,765,1225,272,953,-163
