Date,ProShares UltraPro Dow30Etf_Open_average,ProShares UltraPro Dow30Etf_Open_max,ProShares UltraPro Dow30Etf_Open_min,ProShares UltraPro Dow30Etf_Open_volatility,ProShares UltraPro Dow30Etf_Open_change,ProShares UltraPro Dow30Etf_High_average,ProShares UltraPro Dow30Etf_High_max,ProShares UltraPro Dow30Etf_High_min,ProShares UltraPro Dow30Etf_High_volatility,ProShares UltraPro Dow30Etf_High_change,ProShares UltraPro Dow30Etf_Low_average,ProShares UltraPro Dow30Etf_Low_max,ProShares UltraPro Dow30Etf_Low_min,ProShares UltraPro Dow30Etf_Low_volatility,ProShares UltraPro Dow30Etf_Low_change,ProShares UltraPro Dow30Etf_Close_average,ProShares UltraPro Dow30Etf_Close_max,ProShares UltraPro Dow30Etf_Close_min,ProShares UltraPro Dow30Etf_Close_volatility,ProShares UltraPro Dow30Etf_Close_change
2018-09-16,113.42,113.42,113.42,0.0,0.0,113.47,113.47,113.47,0.0,0.0,112.17,112.17,112.17,0.0,0.0,112.85,112.85,112.85,0.0,0.0
2018-09-23,108.17,108.17,108.17,0.0,0.0,109.84,109.84,109.84,0.0,0.0,108.06,108.06,108.06,0.0,0.0,109.16,109.16,109.16,0.0,0.0
2018-09-30,111.52,111.52,111.52,0.0,0.0,111.76,111.76,111.76,0.0,0.0,107.12,107.12,107.12,0.0,0.0,109.02,109.02,109.02,0.0,0.0
2018-10-07,96.52,96.52,96.52,0.0,0.0,96.65,96.65,96.65,0.0,0.0,91.56,91.56,91.56,0.0,0.0,95.15,95.15,95.15,0.0,0.0
2018-10-14,96.46,96.46,96.46,0.0,0.0,98.1,98.1,98.1,0.0,0.0,95.17,95.17,95.17,0.0,0.0,96.14,96.14,96.14,0.0,0.0
2018-10-21,88.3,88.3,88.3,0.0,0.0,90.02,90.02,90.02,0.0,0.0,84.88,84.88,84.88,0.0,0.0,87.5,87.5,87.5,0.0,0.0
2018-10-28,96.79,96.79,96.79,0.0,0.0,96.96,96.96,96.96,0.0,0.0,91.35,91.35,91.35,0.0,0.0,93.41,93.41,93.41,0.0,0.0
2018-11-04,103.0,103.0,103.0,0.0,0.0,103.48,103.48,103.48,0.0,0.0,100.62,100.62,100.62,0.0,0.0,101.93,101.93,101.93,0.0,0.0
2018-11-11,92.66,92.66,92.66,0.0,0.0,96.19,96.19,96.19,0.0,0.0,92.21,92.21,92.21,0.0,0.0,95.19,95.19,95.19,0.0,0.0
2018-11-18,83.12,83.12,83.12,0.0,0.0,84.06,84.06,84.06,0.0,0.0,82.71,82.71,82.71,0.0,0.0,82.81,82.81,82.81,0.0,0.0
2018-11-25,93.3,93.3,93.3,0.0,0.0,96.44,96.44,96.44,0.0,0.0,93.11,93.11,93.11,0.0,0.0,96.04,96.04,96.04,0.0,0.0
2018-12-02,89.16,89.16,89.16,0.0,0.0,91.12,91.12,91.12,0.0,0.0,82.36,82.36,82.36,0.0,0.0,83.47,83.47,83.47,0.0,0.0
2018-12-09,82.98,82.98,82.98,0.0,0.0,83.83,83.83,83.83,0.0,0.0,79.67,79.67,79.67,0.0,0.0,80.34,80.34,80.34,0.0,0.0
2018-12-16,68.59,68.59,68.59,0.0,0.0,71.74,71.74,71.74,0.0,0.0,64.12,64.12,64.12,0.0,0.0,64.48,64.48,64.48,0.0,0.0
2018-12-23,70.98,70.98,70.98,0.0,0.0,71.9,71.9,71.9,0.0,0.0,68.26,68.26,68.26,0.0,0.0,68.94,68.94,68.94,0.0,0.0
2018-12-30,68.33,68.33,68.33,0.0,0.0,72.7,72.7,72.7,0.0,0.0,67.96,67.96,67.96,0.0,0.0,71.86,71.86,71.86,0.0,0.0
2019-01-06,76.15,76.15,76.15,0.0,0.0,77.16,77.16,77.16,0.0,0.0,75.25,75.25,75.25,0.0,0.0,77.16,77.16,77.16,0.0,0.0
2019-01-13,82.79,82.79,82.79,0.0,0.0,84.54,84.54,84.54,0.0,0.0,81.66,81.66,81.66,0.0,0.0,84.16,84.16,84.16,0.0,0.0
2019-01-20,84.47,84.47,84.47,0.0,0.0,85.52,85.52,85.52,0.0,0.0,83.65,83.65,83.65,0.0,0.0,84.26,84.26,84.26,0.0,0.0
2019-01-27,87.57,87.57,87.57,0.0,0.0,88.78,88.78,88.78,0.0,0.0,86.6,86.6,86.6,0.0,0.0,87.44,87.44,87.44,0.0,0.0
2019-02-03,87.24,87.24,87.24,0.0,0.0,88.07,88.07,88.07,0.0,0.0,85.75,85.75,85.75,0.0,0.0,88.07,88.07,88.07,0.0,0.0
2019-02-10,93.88,93.88,93.88,0.0,0.0,96.52,96.52,96.52,0.0,0.0,93.67,93.67,93.67,0.0,0.0,96.5,96.5,96.5,0.0,0.0
2019-02-17,97.09,97.09,97.09,0.0,0.0,98.35,98.35,98.35,0.0,0.0,96.83,96.83,96.83,0.0,0.0,98.12,98.12,98.12,0.0,0.0
2019-02-24,99.0,99.0,99.0,0.0,0.0,99.5,99.5,99.5,0.0,0.0,96.93,96.93,96.93,0.0,0.0,98.2,98.2,98.2,0.0,0.0
2019-03-03,89.73,89.73,89.73,0.0,0.0,91.9,91.9,91.9,0.0,0.0,89.61,89.61,89.61,0.0,0.0,91.73,91.73,91.73,0.0,0.0
2019-03-10,95.41,95.41,95.41,0.0,0.0,97.05,97.05,97.05,0.0,0.0,93.97,93.97,93.97,0.0,0.0,96.16,96.16,96.16,0.0,0.0
2019-03-17,95.44,95.44,95.44,0.0,0.0,96.11,96.11,96.11,0.0,0.0,91.92,91.92,91.92,0.0,0.0,92.05,92.05,92.05,0.0,0.0
2019-03-24,95.73,95.73,95.73,0.0,0.0,96.63,96.63,96.63,0.0,0.0,94.71,94.71,94.71,0.0,0.0,96.44,96.44,96.44,0.0,0.0
2019-03-31,102.52,102.52,102.52,0.0,0.0,102.73,102.73,102.73,0.0,0.0,101.31,101.31,101.31,0.0,0.0,101.96,101.96,101.96,0.0,0.0
2019-04-07,101.38,101.38,101.38,0.0,0.0,101.98,101.98,101.98,0.0,0.0,100.52,100.52,100.52,0.0,0.0,101.66,101.66,101.66,0.0,0.0
2019-04-14,102.76,102.76,102.76,0.0,0.0,103.86,103.86,103.86,0.0,0.0,102.05,102.05,102.05,0.0,0.0,103.43,103.43,103.43,0.0,0.0
2019-04-21,101.96,101.96,101.96,0.0,0.0,102.97,102.97,102.97,0.0,0.0,101.3,101.3,101.3,0.0,0.0,102.87,102.87,102.87,0.0,0.0
2019-04-28,101.65,101.65,101.65,0.0,0.0,102.71,102.71,102.71,0.0,0.0,100.85,100.85,100.85,0.0,0.0,102.34,102.34,102.34,0.0,0.0
2019-05-05,93.75,93.75,93.75,0.0,0.0,97.09,97.09,97.09,0.0,0.0,91.05,91.05,91.05,0.0,0.0,96.38,96.38,96.38,0.0,0.0
2019-05-12,92.82,92.82,92.82,0.0,0.0,96.22,96.22,96.22,0.0,0.0,92.68,92.68,92.68,0.0,0.0,94.21,94.21,94.21,0.0,0.0
2019-05-19,92.52,92.52,92.52,0.0,0.0,93.0,93.0,93.0,0.0,0.0,91.21,91.21,91.21,0.0,0.0,92.19,92.19,92.19,0.0,0.0
2019-05-26,85.12,85.12,85.12,0.0,0.0,85.81,85.81,85.81,0.0,0.0,84.0,84.0,84.0,0.0,0.0,84.0,84.0,84.0,0.0,0.0
2019-06-02,94.48,94.48,94.48,0.0,0.0,97.36,97.36,97.36,0.0,0.0,94.44,94.44,94.44,0.0,0.0,96.42,96.42,96.42,0.0,0.0
2019-06-09,97.39,97.39,97.39,0.0,0.0,98.37,98.37,98.37,0.0,0.0,96.51,96.51,96.51,0.0,0.0,97.59,97.59,97.59,0.0,0.0
2019-06-16,104.84,104.84,104.84,0.0,0.0,106.82,106.82,106.82,0.0,0.0,104.42,104.42,104.42,0.0,0.0,104.57,104.57,104.57,0.0,0.0
2019-06-23,102.88,102.88,102.88,0.0,0.0,103.23,103.23,103.23,0.0,0.0,101.91,101.91,101.91,0.0,0.0,102.71,102.71,102.71,0.0,0.0
2019-06-30,105.87,105.87,105.87,0.0,0.0,106.89,106.89,106.89,0.0,0.0,104.3,104.3,104.3,0.0,0.0,106.72,106.72,106.72,0.0,0.0
2019-07-07,109.4,109.4,109.4,0.0,0.0,111.38,111.38,111.38,0.0,0.0,109.25,109.25,109.25,0.0,0.0,111.23,111.23,111.23,0.0,0.0
2019-07-14,111.36,111.36,111.36,0.0,0.0,111.48,111.48,111.48,0.0,0.0,109.12,109.12,109.12,0.0,0.0,109.23,109.23,109.23,0.0,0.0
2019-07-21,109.37,109.37,109.37,0.0,0.0,109.72,109.72,109.72,0.0,0.0,108.67,108.67,108.67,0.0,0.0,109.54,109.54,109.54,0.0,0.0
2019-07-28,101.6,101.6,101.6,0.0,0.0,102.05,102.05,102.05,0.0,0.0,98.27,98.27,98.27,0.0,0.0,101.1,101.1,101.1,0.0,0.0
2019-08-04,98.89,98.89,98.89,0.0,0.0,100.08,100.08,100.08,0.0,0.0,96.45,96.45,96.45,0.0,0.0,98.67,98.67,98.67,0.0,0.0
2019-08-11,92.53,92.53,92.53,0.0,0.0,94.45,94.45,94.45,0.0,0.0,91.91,91.91,91.91,0.0,0.0,93.97,93.97,93.97,0.0,0.0
2019-08-18,96.49,96.49,96.49,0.0,0.0,98.67,98.67,98.67,0.0,0.0,89.59,89.59,89.59,0.0,0.0,90.99,90.99,90.99,0.0,0.0
2019-08-25,100.56,100.56,100.56,0.0,0.0,100.68,100.68,100.68,0.0,0.0,98.25,98.25,98.25,0.0,0.0,99.26,99.26,99.26,0.0,0.0
2019-09-01,103.6,103.6,103.6,0.0,0.0,104.57,104.57,104.57,0.0,0.0,102.87,102.87,102.87,0.0,0.0,103.88,103.88,103.88,0.0,0.0
2019-09-08,109.07,109.07,109.07,0.0,0.0,109.53,109.53,109.53,0.0,0.0,108.59,108.59,108.59,0.0,0.0,108.85,108.85,108.85,0.0,0.0
2019-09-15,107.84,107.84,107.84,0.0,0.0,108.36,108.36,108.36,0.0,0.0,105.23,105.23,105.23,0.0,0.0,105.25,105.25,105.25,0.0,0.0
2019-09-22,105.73,105.73,105.73,0.0,0.0,106.14,106.14,106.14,0.0,0.0,102.65,102.65,102.65,0.0,0.0,103.87,103.87,103.87,0.0,0.0
2019-09-29,97.7,97.7,97.7,0.0,0.0,101.03,101.03,101.03,0.0,0.0,97.63,97.63,97.63,0.0,0.0,100.75,100.75,100.75,0.0,0.0
2019-10-06,103.01,103.01,103.01,0.0,0.0,105.7,105.7,105.7,0.0,0.0,102.88,102.88,102.88,0.0,0.0,103.43,103.43,103.43,0.0,0.0
2019-10-13,105.17,105.17,105.17,0.0,0.0,105.71,105.71,105.71,0.0,0.0,102.93,102.93,102.93,0.0,0.0,102.98,102.98,102.98,0.0,0.0
2019-10-20,102.77,102.77,102.77,0.0,0.0,105.59,105.59,105.59,0.0,0.0,102.77,102.77,102.77,0.0,0.0,104.97,104.97,104.97,0.0,0.0
2019-10-27,107.53,107.53,107.53,0.0,0.0,109.25,109.25,109.25,0.0,0.0,107.33,107.33,107.33,0.0,0.0,109.19,109.19,109.19,0.0,0.0
2019-11-03,113.75,113.75,113.75,0.0,0.0,113.78,113.78,113.78,0.0,0.0,112.39,112.39,112.39,0.0,0.0,113.57,113.57,113.57,0.0,0.0
2019-11-10,116.21,116.21,116.21,0.0,0.0,117.81,117.81,117.81,0.0,0.0,115.94,115.94,115.94,0.0,0.0,117.81,117.81,117.81,0.0,0.0
2019-11-17,115.61,115.61,115.61,0.0,0.0,116.4,116.4,116.4,0.0,0.0,114.98,114.98,114.98,0.0,0.0,116.14,116.14,116.14,0.0,0.0
2019-11-24,119.16,119.16,119.16,0.0,0.0,119.57,119.57,119.57,0.0,0.0,118.63,118.63,118.63,0.0,0.0,118.95,118.95,118.95,0.0,0.0
2019-12-01,116.5,116.5,116.5,0.0,0.0,118.49,118.49,118.49,0.0,0.0,116.5,116.5,116.5,0.0,0.0,118.19,118.19,118.19,0.0,0.0
2019-12-08,119.59,119.59,119.59,0.0,0.0,121.78,121.78,121.78,0.0,0.0,118.41,118.41,118.41,0.0,0.0,119.81,119.81,119.81,0.0,0.0
2019-12-15,124.1,124.1,124.1,0.0,0.0,124.64,124.64,124.64,0.0,0.0,123.64,123.64,123.64,0.0,0.0,123.89,123.89,123.89,0.0,0.0
2019-12-22,126.6,126.6,126.6,0.0,0.0,126.62,126.62,126.62,0.0,0.0,125.44,125.44,125.44,0.0,0.0,125.83,125.83,125.83,0.0,0.0
2019-12-29,124.52,124.52,124.52,0.0,0.0,126.78,126.78,126.78,0.0,0.0,124.28,124.28,124.28,0.0,0.0,125.68,125.68,125.68,0.0,0.0
2020-01-05,130.33,130.33,130.33,0.0,0.0,130.56,130.56,130.56,0.0,0.0,127.59,127.59,127.59,0.0,0.0,128.03,128.03,128.03,0.0,0.0
2020-01-12,135.33,135.33,135.33,0.0,0.0,135.4,135.4,135.4,0.0,0.0,134.3,134.3,134.3,0.0,0.0,134.98,134.98,134.98,0.0,0.0
2020-01-19,133.84,133.84,133.84,0.0,0.0,134.1,134.1,134.1,0.0,0.0,128.08,128.08,128.08,0.0,0.0,130.14,130.14,130.14,0.0,0.0
2020-01-26,125.96,125.96,125.96,0.0,0.0,126.32,126.32,126.32,0.0,0.0,118.91,118.91,118.91,0.0,0.0,119.97,119.97,119.97,0.0,0.0
2020-02-02,133.3,133.3,133.3,0.0,0.0,133.3,133.3,133.3,0.0,0.0,130.44,130.44,130.44,0.0,0.0,131.13,131.13,131.13,0.0,0.0
2020-02-09,136.07,136.07,136.07,0.0,0.0,136.34,136.34,136.34,0.0,0.0,134.0,134.0,134.0,0.0,0.0,135.58,135.58,135.58,0.0,0.0
2020-02-16,131.39,131.39,131.39,0.0,0.0,131.62,131.62,131.62,0.0,0.0,128.52,128.52,128.52,0.0,0.0,129.9,129.9,129.9,0.0,0.0
2020-02-23,82.25,82.25,82.25,0.0,0.0,87.6,87.6,87.6,0.0,0.0,79.0,79.0,79.0,0.0,0.0,87.6,87.6,87.6,0.0,0.0
2020-03-01,83.76,83.76,83.76,0.0,0.0,90.54,90.54,90.54,0.0,0.0,82.49,82.49,82.49,0.0,0.0,89.24,89.24,89.24,0.0,0.0
2020-03-08,57.77,57.77,57.77,0.0,0.0,57.77,57.77,57.77,0.0,0.0,57.77,57.77,57.77,0.0,0.0,57.77,57.77,57.77,0.0,0.0
2020-03-15,29.62,29.62,29.62,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.62,29.62,29.62,0.0,0.0
2020-03-22,40.43,40.43,40.43,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.43,40.43,40.43,0.0,0.0
2020-03-29,37.86,37.86,37.86,0.0,0.0,38.87,38.87,38.87,0.0,0.0,35.68,35.68,35.68,0.0,0.0,36.72,36.72,36.72,0.0,0.0
2020-04-05,52.06,52.06,52.06,0.0,0.0,53.38,53.38,53.38,0.0,0.0,50.13,50.13,50.13,0.0,0.0,51.56,51.56,51.56,0.0,0.0
2020-04-12,54.24,54.24,54.24,0.0,0.0,54.84,54.84,54.84,0.0,0.0,52.02,52.02,52.02,0.0,0.0,54.57,54.57,54.57,0.0,0.0
2020-04-19,50.48,50.48,50.48,0.0,0.0,51.63,51.63,51.63,0.0,0.0,49.01,49.01,49.01,0.0,0.0,51.26,51.26,51.26,0.0,0.0
2020-04-26,50.73,50.73,50.73,0.0,0.0,50.73,50.73,50.73,0.0,0.0,50.73,50.73,50.73,0.0,0.0,50.73,50.73,50.73,0.0,0.0
2020-05-03,53.88,53.88,53.88,0.0,0.0,54.86,54.86,54.86,0.0,0.0,53.28,53.28,53.28,0.0,0.0,54.68,54.68,54.68,0.0,0.0
2020-05-10,48.67,48.67,48.67,0.0,0.0,50.64,50.64,50.64,0.0,0.0,48.25,48.25,48.25,0.0,0.0,50.41,50.41,50.41,0.0,0.0
2020-05-17,55.42,55.42,55.42,0.0,0.0,55.55,55.55,55.55,0.0,0.0,54.23,54.23,54.23,0.0,0.0,55.42,55.42,55.42,0.0,0.0
2020-05-24,61.12,61.12,61.12,0.0,0.0,62.61,62.61,62.61,0.0,0.0,59.21,59.21,59.21,0.0,0.0,61.78,61.78,61.78,0.0,0.0
2020-05-31,74.91,74.91,74.91,0.0,0.0,74.91,74.91,74.91,0.0,0.0,74.91,74.91,74.91,0.0,0.0,74.91,74.91,74.91,0.0,0.0
2020-06-07,63.65,63.65,63.65,0.0,0.0,64.59,64.59,64.59,0.0,0.0,58.36,58.36,58.36,0.0,0.0,62.02,62.02,62.02,0.0,0.0
2020-06-14,68.21,68.21,68.21,0.0,0.0,68.21,68.21,68.21,0.0,0.0,63.15,63.15,63.15,0.0,0.0,63.95,63.95,63.95,0.0,0.0
2020-06-21,61.4,61.4,61.4,0.0,0.0,61.77,61.77,61.77,0.0,0.0,57.15,57.15,57.15,0.0,0.0,57.57,57.57,57.57,0.0,0.0
2020-06-28,63.3,63.3,63.3,0.0,0.0,63.3,63.3,63.3,0.0,0.0,63.3,63.3,63.3,0.0,0.0,63.3,63.3,63.3,0.0,0.0
2020-07-05,65.11,65.11,65.11,0.0,0.0,65.72,65.72,65.72,0.0,0.0,63.42,63.42,63.42,0.0,0.0,63.6,63.6,63.6,0.0,0.0
