Date,VelocityShares 3x Long Natural Gas linked to S&P GEtf_Open_average,VelocityShares 3x Long Natural Gas linked to S&P GEtf_Open_max,VelocityShares 3x Long Natural Gas linked to S&P GEtf_Open_min,VelocityShares 3x Long Natural Gas linked to S&P GEtf_Open_volatility,VelocityShares 3x Long Natural Gas linked to S&P GEtf_Open_change,VelocityShares 3x Long Natural Gas linked to S&P GEtf_High_average,VelocityShares 3x Long Natural Gas linked to S&P GEtf_High_max,VelocityShares 3x Long Natural Gas linked to S&P GEtf_High_min,VelocityShares 3x Long Natural Gas linked to S&P GEtf_High_volatility,VelocityShares 3x Long Natural Gas linked to S&P GEtf_High_change,VelocityShares 3x Long Natural Gas linked to S&P GEtf_Low_average,VelocityShares 3x Long Natural Gas linked to S&P GEtf_Low_max,VelocityShares 3x Long Natural Gas linked to S&P GEtf_Low_min,VelocityShares 3x Long Natural Gas linked to S&P GEtf_Low_volatility,VelocityShares 3x Long Natural Gas linked to S&P GEtf_Low_change,VelocityShares 3x Long Natural Gas linked to S&P GEtf_Close_average,VelocityShares 3x Long Natural Gas linked to S&P GEtf_Close_max,VelocityShares 3x Long Natural Gas linked to S&P GEtf_Close_min,VelocityShares 3x Long Natural Gas linked to S&P GEtf_Close_volatility,VelocityShares 3x Long Natural Gas linked to S&P GEtf_Close_change
2018-04-15,544.8,544.8,544.8,0.0,0.0,575.6,575.6,575.6,0.0,0.0,543.2,543.2,543.2,0.0,0.0,572.0,572.0,572.0,0.0,0.0
2018-04-22,586.5,586.5,586.5,0.0,0.0,588.0,588.0,588.0,0.0,0.0,572.0,572.0,572.0,0.0,0.0,573.7,573.7,573.7,0.0,0.0
2018-04-29,548.0,548.0,548.0,0.0,0.0,550.6,550.6,550.6,0.0,0.0,531.5,531.5,531.5,0.0,0.0,540.2,540.2,540.2,0.0,0.0
2018-05-06,588.8,588.8,588.8,0.0,0.0,595.7,595.7,595.7,0.0,0.0,580.8,580.8,580.8,0.0,0.0,594.5,594.5,594.5,0.0,0.0
2018-05-13,626.1,626.1,626.1,0.0,0.0,639.0,639.0,639.0,0.0,0.0,617.5,617.5,617.5,0.0,0.0,618.2,618.2,618.2,0.0,0.0
2018-05-20,694.4,694.4,694.4,0.0,0.0,700.0,700.0,700.0,0.0,0.0,664.2,664.2,664.2,0.0,0.0,678.6,678.6,678.6,0.0,0.0
2018-05-27,671.4,671.4,671.4,0.0,0.0,685.0,685.0,685.0,0.0,0.0,659.6,659.6,659.6,0.0,0.0,681.5,681.5,681.5,0.0,0.0
2018-06-03,623.7,623.7,623.7,0.0,0.0,636.3,636.3,636.3,0.0,0.0,617.3,617.3,617.3,0.0,0.0,630.9,630.9,630.9,0.0,0.0
2018-06-10,696.2,696.2,696.2,0.0,0.0,718.0,718.0,718.0,0.0,0.0,695.4,695.4,695.4,0.0,0.0,717.6,717.6,717.6,0.0,0.0
2018-06-17,658.1,658.1,658.1,0.0,0.0,669.4,669.4,669.4,0.0,0.0,648.2,648.2,648.2,0.0,0.0,661.7,661.7,661.7,0.0,0.0
2018-06-24,651.4,651.4,651.4,0.0,0.0,660.0,660.0,660.0,0.0,0.0,638.5,638.5,638.5,0.0,0.0,647.7,647.7,647.7,0.0,0.0
2018-07-01,589.0,589.0,589.0,0.0,0.0,605.1,605.1,605.1,0.0,0.0,583.6,583.6,583.6,0.0,0.0,602.4,602.4,602.4,0.0,0.0
2018-07-08,554.7,554.7,554.7,0.0,0.0,554.8,554.8,554.8,0.0,0.0,538.1,538.1,538.1,0.0,0.0,545.5,545.5,545.5,0.0,0.0
2018-07-15,552.5,552.5,552.5,0.0,0.0,552.9,552.9,552.9,0.0,0.0,538.0,538.0,538.0,0.0,0.0,539.6,539.6,539.6,0.0,0.0
2018-07-22,571.7,571.7,571.7,0.0,0.0,580.1,580.1,580.1,0.0,0.0,567.7,567.7,567.7,0.0,0.0,571.7,571.7,571.7,0.0,0.0
2018-07-29,610.0,610.0,610.0,0.0,0.0,620.8,620.8,620.8,0.0,0.0,603.8,603.8,603.8,0.0,0.0,610.6,610.6,610.6,0.0,0.0
2018-08-05,660.2,660.2,660.2,0.0,0.0,677.0,677.0,677.0,0.0,0.0,658.04,658.04,658.04,0.0,0.0,674.0,674.0,674.0,0.0,0.0
2018-08-12,677.8,677.8,677.8,0.0,0.0,688.0,688.0,688.0,0.0,0.0,672.1,672.1,672.1,0.0,0.0,675.0,675.0,675.0,0.0,0.0
2018-08-19,662.8,662.8,662.8,0.0,0.0,665.7,665.7,665.7,0.0,0.0,647.2,647.2,647.2,0.0,0.0,647.2,647.2,647.2,0.0,0.0
2018-08-26,654.4,654.4,654.4,0.0,0.0,660.0,660.0,660.0,0.0,0.0,642.8,642.8,642.8,0.0,0.0,651.4,651.4,651.4,0.0,0.0
2018-09-02,551.6,551.6,551.6,0.0,0.0,562.6,562.6,562.6,0.0,0.0,549.5,549.5,549.5,0.0,0.0,561.4,561.4,561.4,0.0,0.0
2018-09-09,560.7,560.7,560.7,0.0,0.0,560.7,560.7,560.7,0.0,0.0,546.7,546.7,546.7,0.0,0.0,549.3,549.3,549.3,0.0,0.0
2018-09-16,679.8,679.8,679.8,0.0,0.0,692.0,692.0,692.0,0.0,0.0,677.1,677.1,677.1,0.0,0.0,689.0,689.0,689.0,0.0,0.0
2018-09-23,705.6,705.6,705.6,0.0,0.0,710.8,710.8,710.8,0.0,0.0,684.6,684.6,684.6,0.0,0.0,705.2,705.2,705.2,0.0,0.0
2018-09-30,849.9,849.9,849.9,0.0,0.0,850.0,850.0,850.0,0.0,0.0,775.8,775.8,775.8,0.0,0.0,807.7,807.7,807.7,0.0,0.0
2018-10-07,860.4,860.4,860.4,0.0,0.0,861.9,861.9,861.9,0.0,0.0,810.6,810.6,810.6,0.0,0.0,820.7,820.7,820.7,0.0,0.0
2018-10-14,850.8,850.8,850.8,0.0,0.0,895.1,895.1,895.1,0.0,0.0,850.0,850.0,850.0,0.0,0.0,880.2,880.2,880.2,0.0,0.0
2018-10-21,770.6,770.6,770.6,0.0,0.0,837.01,837.01,837.01,0.0,0.0,757.5,757.5,757.5,0.0,0.0,832.0,832.0,832.0,0.0,0.0
2018-10-28,785.4,785.4,785.4,0.0,0.0,882.9,882.9,882.9,0.0,0.0,784.5,784.5,784.5,0.0,0.0,867.9,867.9,867.9,0.0,0.0
2018-11-04,1176.1,1176.1,1176.1,0.0,0.0,1311.1,1311.1,1311.1,0.0,0.0,1174.9,1174.9,1174.9,0.0,0.0,1219.2,1219.2,1219.2,0.0,0.0
2018-11-11,1298.3,1298.3,1298.3,0.0,0.0,1535.0,1535.0,1535.0,0.0,0.0,1265.2,1265.2,1265.2,0.0,0.0,1511.7,1511.7,1511.7,0.0,0.0
2018-11-18,1537.4,1537.4,1537.4,0.0,0.0,1702.0,1702.0,1702.0,0.0,0.0,1535.0,1535.0,1535.0,0.0,0.0,1586.2,1586.2,1586.2,0.0,0.0
2018-11-25,1666.6,1666.6,1666.6,0.0,0.0,1724.15,1724.15,1724.15,0.0,0.0,1527.1,1527.1,1527.1,0.0,0.0,1676.2,1676.2,1676.2,0.0,0.0
2018-12-02,1426.1,1426.1,1426.1,0.0,0.0,1590.0,1590.0,1590.0,0.0,0.0,1425.0,1425.0,1425.0,0.0,0.0,1542.9,1542.9,1542.9,0.0,0.0
2018-12-09,1035.2,1035.2,1035.2,0.0,0.0,1042.5,1042.5,1042.5,0.0,0.0,918.6,918.6,918.6,0.0,0.0,918.6,918.6,918.6,0.0,0.0
2018-12-16,800.4,800.4,800.4,0.0,0.0,891.51,891.51,891.51,0.0,0.0,777.9,777.9,777.9,0.0,0.0,815.8,815.8,815.8,0.0,0.0
2018-12-23,611.7,611.7,611.7,0.0,0.0,638.9,638.9,638.9,0.0,0.0,562.8,562.8,562.8,0.0,0.0,578.2,578.2,578.2,0.0,0.0
2018-12-30,405.0,405.0,405.0,0.0,0.0,428.8,428.8,428.8,0.0,0.0,378.0,378.0,378.0,0.0,0.0,418.6,418.6,418.6,0.0,0.0
2019-01-06,421.3,421.3,421.3,0.0,0.0,471.7,471.7,471.7,0.0,0.0,414.3,414.3,414.3,0.0,0.0,459.9,459.9,459.9,0.0,0.0
2019-01-13,499.7,499.7,499.7,0.0,0.0,588.0,588.0,588.0,0.0,0.0,497.2,497.2,497.2,0.0,0.0,555.6,555.6,555.6,0.0,0.0
2019-01-20,437.3,437.3,437.3,0.0,0.0,489.9,489.9,489.9,0.0,0.0,437.1,437.1,437.1,0.0,0.0,482.1,482.1,482.1,0.0,0.0
2019-01-27,356.1,356.1,356.1,0.0,0.0,362.3,362.3,362.3,0.0,0.0,333.1,333.1,333.1,0.0,0.0,335.8,335.8,335.8,0.0,0.0
2019-02-03,280.0,280.0,280.0,0.0,0.0,288.9,288.9,288.9,0.0,0.0,270.8,270.8,270.8,0.0,0.0,286.8,286.8,286.8,0.0,0.0
2019-02-10,286.5,286.5,286.5,0.0,0.0,293.1,293.1,293.1,0.0,0.0,278.7,278.7,278.7,0.0,0.0,292.3,292.3,292.3,0.0,0.0
2019-02-17,310.0,310.0,310.0,0.0,0.0,322.8,322.8,322.8,0.0,0.0,309.8,309.8,309.8,0.0,0.0,315.5,315.5,315.5,0.0,0.0
2019-02-24,365.0,365.0,365.0,0.0,0.0,366.8,366.8,366.8,0.0,0.0,351.71,351.71,351.71,0.0,0.0,358.2,358.2,358.2,0.0,0.0
2019-03-03,367.7,367.7,367.7,0.0,0.0,370.1,370.1,370.1,0.0,0.0,362.2,362.2,362.2,0.0,0.0,363.5,363.5,363.5,0.0,0.0
2019-03-10,347.4,347.4,347.4,0.0,0.0,348.8,348.8,348.8,0.0,0.0,335.0,335.0,335.0,0.0,0.0,336.1,336.1,336.1,0.0,0.0
2019-03-17,327.5,327.5,327.5,0.0,0.0,328.5,328.5,328.5,0.0,0.0,321.1,321.1,321.1,0.0,0.0,325.8,325.8,325.8,0.0,0.0
2019-03-24,294.5,294.5,294.5,0.0,0.0,298.1,298.1,298.1,0.0,0.0,286.1,286.1,286.1,0.0,0.0,289.8,289.8,289.8,0.0,0.0
2019-03-31,283.0,283.0,283.0,0.0,0.0,289.7,289.7,289.7,0.0,0.0,282.1,282.1,282.1,0.0,0.0,289.3,289.3,289.3,0.0,0.0
2019-04-07,291.2,291.2,291.2,0.0,0.0,293.6,293.6,293.6,0.0,0.0,283.5,283.5,283.5,0.0,0.0,284.6,284.6,284.6,0.0,0.0
2019-04-14,240.0,240.0,240.0,0.0,0.0,242.7,242.7,242.7,0.0,0.0,232.6,232.6,232.6,0.0,0.0,235.0,235.0,235.0,0.0,0.0
2019-04-21,246.6,246.6,246.6,0.0,0.0,253.8,253.8,253.8,0.0,0.0,243.6,243.6,243.6,0.0,0.0,248.5,248.5,248.5,0.0,0.0
2019-04-28,243.7,243.7,243.7,0.0,0.0,247.1,247.1,247.1,0.0,0.0,239.0,239.0,239.0,0.0,0.0,241.3,241.3,241.3,0.0,0.0
2019-05-05,247.3,247.3,247.3,0.0,0.0,264.6,264.6,264.6,0.0,0.0,247.0,247.0,247.0,0.0,0.0,257.6,257.6,257.6,0.0,0.0
2019-05-12,263.5,263.5,263.5,0.0,0.0,266.5,266.5,266.5,0.0,0.0,257.2,257.2,257.2,0.0,0.0,257.6,257.6,257.6,0.0,0.0
2019-05-19,231.6,231.6,231.6,0.0,0.0,245.2,245.2,245.2,0.0,0.0,228.0,228.0,228.0,0.0,0.0,241.3,241.3,241.3,0.0,0.0
2019-05-26,213.8,213.8,213.8,0.0,0.0,215.4,215.4,215.4,0.0,0.0,198.1,198.1,198.1,0.0,0.0,201.2,201.2,201.2,0.0,0.0
2019-06-02,170.8,170.8,170.8,0.0,0.0,176.1,176.1,176.1,0.0,0.0,165.6,165.6,165.6,0.0,0.0,173.0,173.0,173.0,0.0,0.0
2019-06-09,174.3,174.3,174.3,0.0,0.0,184.8,184.8,184.8,0.0,0.0,172.7,172.7,172.7,0.0,0.0,182.8,182.8,182.8,0.0,0.0
2019-06-16,136.3,136.3,136.3,0.0,0.0,140.8,140.8,140.8,0.0,0.0,134.3,134.3,134.3,0.0,0.0,137.3,137.3,137.3,0.0,0.0
2019-06-23,173.9,173.9,173.9,0.0,0.0,174.75,174.75,174.75,0.0,0.0,162.1,162.1,162.1,0.0,0.0,164.0,164.0,164.0,0.0,0.0
2019-06-30,179.0,179.0,179.0,0.0,0.0,190.6,190.6,190.6,0.0,0.0,175.5,175.5,175.5,0.0,0.0,182.3,182.3,182.3,0.0,0.0
2019-07-07,193.8,193.8,193.8,0.0,0.0,197.8,197.8,197.8,0.0,0.0,189.5,189.5,189.5,0.0,0.0,192.1,192.1,192.1,0.0,0.0
2019-07-14,147.8,147.8,147.8,0.0,0.0,148.8,148.8,148.8,0.0,0.0,144.3,144.3,144.3,0.0,0.0,147.2,147.2,147.2,0.0,0.0
2019-07-21,132.7,132.7,132.7,0.0,0.0,135.1,135.1,135.1,0.0,0.0,129.8,129.8,129.8,0.0,0.0,132.1,132.1,132.1,0.0,0.0
2019-07-28,123.7,123.7,123.7,0.0,0.0,127.3,127.3,127.3,0.0,0.0,115.5,115.5,115.5,0.0,0.0,126.4,126.4,126.4,0.0,0.0
2019-08-04,121.4,121.4,121.4,0.0,0.0,126.7,126.7,126.7,0.0,0.0,120.8,120.8,120.8,0.0,0.0,122.1,122.1,122.1,0.0,0.0
2019-08-11,134.5,134.5,134.5,0.0,0.0,135.8,135.8,135.8,0.0,0.0,128.8,128.8,128.8,0.0,0.0,134.1,134.1,134.1,0.0,0.0
2019-08-18,122.2,122.2,122.2,0.0,0.0,127.9,127.9,127.9,0.0,0.0,121.8,121.8,121.8,0.0,0.0,126.1,126.1,126.1,0.0,0.0
2019-08-25,145.0,145.0,145.0,0.0,0.0,150.8,150.8,150.8,0.0,0.0,143.7,143.7,143.7,0.0,0.0,147.1,147.1,147.1,0.0,0.0
2019-09-01,177.0,177.0,177.0,0.0,0.0,193.1,193.1,193.1,0.0,0.0,176.6,176.6,176.6,0.0,0.0,189.6,189.6,189.6,0.0,0.0
2019-09-08,209.8,209.8,209.8,0.0,0.0,224.4,224.4,224.4,0.0,0.0,203.67,203.67,203.67,0.0,0.0,221.0,221.0,221.0,0.0,0.0
2019-09-15,203.5,203.5,203.5,0.0,0.0,203.7,203.7,203.7,0.0,0.0,189.2,189.2,189.2,0.0,0.0,195.5,195.5,195.5,0.0,0.0
2019-09-22,157.6,157.6,157.6,0.0,0.0,165.76,165.76,165.76,0.0,0.0,156.6,156.6,156.6,0.0,0.0,160.6,160.6,160.6,0.0,0.0
2019-09-29,139.6,139.6,139.6,0.0,0.0,158.4,158.4,158.4,0.0,0.0,138.4,138.4,138.4,0.0,0.0,149.6,149.6,149.6,0.0,0.0
2019-10-06,124.2,124.2,124.2,0.0,0.0,132.7,132.7,132.7,0.0,0.0,121.02,121.02,121.02,0.0,0.0,131.1,131.1,131.1,0.0,0.0
2019-10-13,137.2,137.2,137.2,0.0,0.0,144.5,144.5,144.5,0.0,0.0,135.2,135.2,135.2,0.0,0.0,144.3,144.3,144.3,0.0,0.0
2019-10-20,129.6,129.6,129.6,0.0,0.0,132.6,132.6,132.6,0.0,0.0,127.99,127.99,127.99,0.0,0.0,130.9,130.9,130.9,0.0,0.0
2019-10-27,151.1,151.1,151.1,0.0,0.0,172.9,172.9,172.9,0.0,0.0,150.6,150.6,150.6,0.0,0.0,170.4,170.4,170.4,0.0,0.0
2019-11-03,189.4,189.4,189.4,0.0,0.0,189.51,189.51,189.51,0.0,0.0,180.5,180.5,180.5,0.0,0.0,185.9,185.9,185.9,0.0,0.0
2019-11-10,154.8,154.8,154.8,0.0,0.0,165.8,165.8,165.8,0.0,0.0,151.0,151.0,151.0,0.0,0.0,158.4,158.4,158.4,0.0,0.0
2019-11-17,144.7,144.7,144.7,0.0,0.0,153.2,153.2,153.2,0.0,0.0,144.1,144.1,144.1,0.0,0.0,150.5,150.5,150.5,0.0,0.0
2019-11-24,100.3,100.3,100.3,0.0,0.0,100.9,100.9,100.9,0.0,0.0,92.0,92.0,92.0,0.0,0.0,92.7,92.7,92.7,0.0,0.0
2019-12-01,102.1,102.1,102.1,0.0,0.0,102.4,102.4,102.4,0.0,0.0,91.3,91.3,91.3,0.0,0.0,93.6,93.6,93.6,0.0,0.0
2019-12-08,84.9,84.9,84.9,0.0,0.0,87.8,87.8,87.8,0.0,0.0,83.6,83.6,83.6,0.0,0.0,85.7,85.7,85.7,0.0,0.0
2019-12-15,88.9,88.9,88.9,0.0,0.0,89.0,89.0,89.0,0.0,0.0,85.7,85.7,85.7,0.0,0.0,88.0,88.0,88.0,0.0,0.0
2019-12-22,75.59,75.59,75.59,0.0,0.0,79.89,79.89,79.89,0.0,0.0,72.41,72.41,72.41,0.0,0.0,79.6,79.6,79.6,0.0,0.0
2019-12-29,68.23,68.23,68.23,0.0,0.0,70.85,70.85,70.85,0.0,0.0,66.7,66.7,66.7,0.0,0.0,67.05,67.05,67.05,0.0,0.0
2020-01-05,73.98,73.98,73.98,0.0,0.0,76.11,76.11,76.11,0.0,0.0,73.52,73.52,73.52,0.0,0.0,74.09,74.09,74.09,0.0,0.0
2020-01-12,58.28,58.28,58.28,0.0,0.0,58.42,58.42,58.42,0.0,0.0,55.9,55.9,55.9,0.0,0.0,56.06,56.06,56.06,0.0,0.0
2020-01-19,47.49,47.49,47.49,0.0,0.0,47.65,47.65,47.65,0.0,0.0,45.83,45.83,45.83,0.0,0.0,46.64,46.64,46.64,0.0,0.0
2020-01-26,44.44,44.44,44.44,0.0,0.0,45.3,45.3,45.3,0.0,0.0,43.61,43.61,43.61,0.0,0.0,44.15,44.15,44.15,0.0,0.0
2020-02-02,47.5,47.5,47.5,0.0,0.0,48.29,48.29,48.29,0.0,0.0,44.74,44.74,44.74,0.0,0.0,44.81,44.81,44.81,0.0,0.0
2020-02-09,43.06,43.06,43.06,0.0,0.0,43.42,43.42,43.42,0.0,0.0,42.08,42.08,42.08,0.0,0.0,42.41,42.41,42.41,0.0,0.0
2020-02-16,45.0,45.0,45.0,0.0,0.0,47.07,47.07,47.07,0.0,0.0,44.74,44.74,44.74,0.0,0.0,45.8,45.8,45.8,0.0,0.0
2020-02-23,32.21,32.21,32.21,0.0,0.0,33.24,33.24,33.24,0.0,0.0,30.25,30.25,30.25,0.0,0.0,31.2,31.2,31.2,0.0,0.0
2020-03-01,34.23,34.23,34.23,0.0,0.0,34.55,34.55,34.55,0.0,0.0,31.5,31.5,31.5,0.0,0.0,32.32,32.32,32.32,0.0,0.0
2020-03-08,41.54,41.54,41.54,0.0,0.0,41.54,41.54,41.54,0.0,0.0,41.54,41.54,41.54,0.0,0.0,41.54,41.54,41.54,0.0,0.0
2020-03-15,25.13,25.13,25.13,0.0,0.0,25.13,25.13,25.13,0.0,0.0,25.13,25.13,25.13,0.0,0.0,25.13,25.13,25.13,0.0,0.0
2020-03-22,25.86,25.86,25.86,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.86,25.86,25.86,0.0,0.0
2020-03-29,20.27,20.27,20.27,0.0,0.0,24.58,24.58,24.58,0.0,0.0,20.25,20.25,20.25,0.0,0.0,24.11,24.11,24.11,0.0,0.0
2020-04-05,29.72,29.72,29.72,0.0,0.0,30.84,30.84,30.84,0.0,0.0,27.47,27.47,27.47,0.0,0.0,28.07,28.07,28.07,0.0,0.0
2020-04-12,29.82,29.82,29.82,0.0,0.0,30.95,30.95,30.95,0.0,0.0,27.58,27.58,27.58,0.0,0.0,28.62,28.62,28.62,0.0,0.0
2020-04-19,30.49,30.49,30.49,0.0,0.0,30.6,30.6,30.6,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.5,26.5,26.5,0.0,0.0
2020-04-26,26.35,26.35,26.35,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.35,26.35,26.35,0.0,0.0
2020-05-03,23.66,23.66,23.66,0.0,0.0,24.77,24.77,24.77,0.0,0.0,22.54,22.54,22.54,0.0,0.0,23.11,23.11,23.11,0.0,0.0
2020-05-10,17.32,17.32,17.32,0.0,0.0,17.42,17.42,17.42,0.0,0.0,14.9,14.9,14.9,0.0,0.0,15.21,15.21,15.21,0.0,0.0
2020-05-17,15.18,15.18,15.18,0.0,0.0,16.61,16.61,16.61,0.0,0.0,15.15,15.15,15.15,0.0,0.0,16.13,16.13,16.13,0.0,0.0
2020-05-24,14.15,14.15,14.15,0.0,0.0,15.32,15.32,15.32,0.0,0.0,13.07,13.07,13.07,0.0,0.0,14.73,14.73,14.73,0.0,0.0
2020-05-31,13.75,13.75,13.75,0.0,0.0,13.75,13.75,13.75,0.0,0.0,13.75,13.75,13.75,0.0,0.0,13.75,13.75,13.75,0.0,0.0
2020-06-07,13.32,13.32,13.32,0.0,0.0,13.57,13.57,13.57,0.0,0.0,11.92,11.92,11.92,0.0,0.0,12.2,12.2,12.2,0.0,0.0
2020-06-14,10.45,10.45,10.45,0.0,0.0,10.93,10.93,10.93,0.0,0.0,10.39,10.39,10.39,0.0,0.0,10.65,10.65,10.65,0.0,0.0
2020-06-21,6.97,6.97,6.97,0.0,0.0,7.48,7.48,7.48,0.0,0.0,6.96,6.96,6.96,0.0,0.0,7.19,7.19,7.19,0.0,0.0
2020-06-28,9.5,9.5,9.5,0.0,0.0,9.5,9.5,9.5,0.0,0.0,9.5,9.5,9.5,0.0,0.0,9.5,9.5,9.5,0.0,0.0
2020-07-05,12.64,12.64,12.64,0.0,0.0,13.08,13.08,13.08,0.0,0.0,12.05,12.05,12.05,0.0,0.0,12.11,12.11,12.11,0.0,0.0
