Date,PowerShares DB OilEtf_Open_average,PowerShares DB OilEtf_Open_max,PowerShares DB OilEtf_Open_min,PowerShares DB OilEtf_Open_volatility,PowerShares DB OilEtf_Open_change,PowerShares DB OilEtf_High_average,PowerShares DB OilEtf_High_max,PowerShares DB OilEtf_High_min,PowerShares DB OilEtf_High_volatility,PowerShares DB OilEtf_High_change,PowerShares DB OilEtf_Low_average,PowerShares DB OilEtf_Low_max,PowerShares DB OilEtf_Low_min,PowerShares DB OilEtf_Low_volatility,PowerShares DB OilEtf_Low_change,PowerShares DB OilEtf_Close_average,PowerShares DB OilEtf_Close_max,PowerShares DB OilEtf_Close_min,PowerShares DB OilEtf_Close_volatility,PowerShares DB OilEtf_Close_change
2018-05-20,12.16,12.16,12.16,0.0,0.0,12.18,12.18,12.18,0.0,0.0,11.97,11.97,11.97,0.0,0.0,12.03,12.03,12.03,0.0,0.0
2018-05-27,11.82,11.82,11.82,0.0,0.0,11.88,11.88,11.88,0.0,0.0,11.76,11.76,11.76,0.0,0.0,11.77,11.77,11.77,0.0,0.0
2018-06-03,11.86,11.86,11.86,0.0,0.0,11.9,11.9,11.9,0.0,0.0,11.74,11.74,11.74,0.0,0.0,11.8,11.8,11.8,0.0,0.0
2018-06-10,11.85,11.85,11.85,0.0,0.0,11.85,11.85,11.85,0.0,0.0,11.5,11.5,11.5,0.0,0.0,11.5,11.5,11.5,0.0,0.0
2018-06-17,11.85,11.85,11.85,0.0,0.0,12.01,12.01,12.01,0.0,0.0,11.76,11.76,11.76,0.0,0.0,11.98,11.98,11.98,0.0,0.0
2018-06-24,12.44,12.44,12.44,0.0,0.0,12.56,12.56,12.56,0.0,0.0,12.44,12.44,12.44,0.0,0.0,12.46,12.46,12.46,0.0,0.0
2018-07-01,12.26,12.26,12.26,0.0,0.0,12.37,12.37,12.37,0.0,0.0,12.23,12.23,12.23,0.0,0.0,12.36,12.36,12.36,0.0,0.0
2018-07-08,12.14,12.14,12.14,0.0,0.0,12.31,12.31,12.31,0.0,0.0,12.14,12.14,12.14,0.0,0.0,12.21,12.21,12.21,0.0,0.0
2018-07-15,11.95,11.95,11.95,0.0,0.0,12.0,12.0,12.0,0.0,0.0,11.87,11.87,11.87,0.0,0.0,11.97,11.97,11.97,0.0,0.0
2018-07-22,12.34,12.34,12.34,0.0,0.0,12.37,12.37,12.37,0.0,0.0,12.19,12.19,12.19,0.0,0.0,12.24,12.24,12.24,0.0,0.0
2018-07-29,12.16,12.16,12.16,0.0,0.0,12.18,12.18,12.18,0.0,0.0,12.02,12.02,12.02,0.0,0.0,12.15,12.15,12.15,0.0,0.0
2018-08-05,12.04,12.04,12.04,0.0,0.0,12.15,12.15,12.15,0.0,0.0,12.02,12.02,12.02,0.0,0.0,12.11,12.11,12.11,0.0,0.0
2018-08-12,11.94,11.94,11.94,0.0,0.0,11.95,11.95,11.95,0.0,0.0,11.77,11.77,11.77,0.0,0.0,11.83,11.83,11.83,0.0,0.0
2018-08-19,12.5,12.5,12.5,0.0,0.0,12.55,12.55,12.55,0.0,0.0,12.36,12.36,12.36,0.0,0.0,12.4,12.4,12.4,0.0,0.0
2018-08-26,12.67,12.67,12.67,0.0,0.0,12.71,12.71,12.71,0.0,0.0,12.61,12.61,12.61,0.0,0.0,12.64,12.64,12.64,0.0,0.0
2018-09-02,12.26,12.26,12.26,0.0,0.0,12.4,12.4,12.4,0.0,0.0,12.22,12.22,12.22,0.0,0.0,12.4,12.4,12.4,0.0,0.0
2018-09-09,12.61,12.61,12.61,0.0,0.0,12.78,12.78,12.78,0.0,0.0,12.48,12.48,12.48,0.0,0.0,12.63,12.63,12.63,0.0,0.0
2018-09-16,12.99,12.99,12.99,0.0,0.0,13.09,13.09,13.09,0.0,0.0,12.79,12.79,12.79,0.0,0.0,12.9,12.9,12.9,0.0,0.0
2018-09-23,13.29,13.29,13.29,0.0,0.0,13.54,13.54,13.54,0.0,0.0,13.28,13.28,13.28,0.0,0.0,13.48,13.48,13.48,0.0,0.0
2018-09-30,13.74,13.74,13.74,0.0,0.0,13.87,13.87,13.87,0.0,0.0,13.65,13.65,13.65,0.0,0.0,13.72,13.72,13.72,0.0,0.0
2018-10-07,13.21,13.21,13.21,0.0,0.0,13.25,13.25,13.25,0.0,0.0,13.03,13.03,13.03,0.0,0.0,13.21,13.21,13.21,0.0,0.0
2018-10-14,12.9,12.9,12.9,0.0,0.0,13.01,13.01,13.01,0.0,0.0,12.86,12.86,12.86,0.0,0.0,12.94,12.94,12.94,0.0,0.0
2018-10-21,12.43,12.43,12.43,0.0,0.0,12.65,12.65,12.65,0.0,0.0,12.38,12.38,12.38,0.0,0.0,12.62,12.62,12.62,0.0,0.0
2018-10-28,11.83,11.83,11.83,0.0,0.0,11.91,11.91,11.91,0.0,0.0,11.72,11.72,11.72,0.0,0.0,11.76,11.76,11.76,0.0,0.0
2018-11-04,11.18,11.18,11.18,0.0,0.0,11.34,11.34,11.34,0.0,0.0,11.14,11.14,11.14,0.0,0.0,11.22,11.22,11.22,0.0,0.0
2018-11-11,10.8,10.8,10.8,0.0,0.0,10.89,10.89,10.89,0.0,0.0,10.52,10.52,10.52,0.0,0.0,10.66,10.66,10.66,0.0,0.0
2018-11-18,9.62,9.62,9.62,0.0,0.0,9.66,9.66,9.66,0.0,0.0,9.46,9.46,9.46,0.0,0.0,9.59,9.59,9.59,0.0,0.0
2018-11-25,9.41,9.41,9.41,0.0,0.0,9.65,9.65,9.65,0.0,0.0,9.3,9.3,9.3,0.0,0.0,9.48,9.48,9.48,0.0,0.0
2018-12-02,10.09,10.09,10.09,0.0,0.0,10.18,10.18,10.18,0.0,0.0,9.83,9.83,9.83,0.0,0.0,9.85,9.85,9.85,0.0,0.0
2018-12-09,9.82,9.82,9.82,0.0,0.0,9.83,9.83,9.83,0.0,0.0,9.57,9.57,9.57,0.0,0.0,9.62,9.62,9.62,0.0,0.0
2018-12-16,8.54,8.54,8.54,0.0,0.0,8.67,8.67,8.67,0.0,0.0,8.48,8.48,8.48,0.0,0.0,8.5,8.5,8.5,0.0,0.0
2018-12-23,8.34,8.34,8.34,0.0,0.0,8.43,8.43,8.43,0.0,0.0,8.21,8.21,8.21,0.0,0.0,8.32,8.32,8.32,0.0,0.0
2018-12-30,8.91,8.91,8.91,0.0,0.0,9.09,9.09,9.09,0.0,0.0,8.8,8.8,8.8,0.0,0.0,8.91,8.91,8.91,0.0,0.0
2019-01-06,9.61,9.61,9.61,0.0,0.0,9.66,9.66,9.66,0.0,0.0,9.46,9.46,9.46,0.0,0.0,9.53,9.53,9.53,0.0,0.0
2019-01-13,9.73,9.73,9.73,0.0,0.0,9.94,9.94,9.94,0.0,0.0,9.66,9.66,9.66,0.0,0.0,9.89,9.89,9.89,0.0,0.0
2019-01-20,9.8,9.8,9.8,0.0,0.0,9.88,9.88,9.88,0.0,0.0,9.76,9.76,9.76,0.0,0.0,9.84,9.84,9.84,0.0,0.0
2019-01-27,9.95,9.95,9.95,0.0,0.0,10.21,10.21,10.21,0.0,0.0,9.95,9.95,9.95,0.0,0.0,10.16,10.16,10.16,0.0,0.0
2019-02-03,9.78,9.78,9.78,0.0,0.0,9.79,9.79,9.79,0.0,0.0,9.63,9.63,9.63,0.0,0.0,9.76,9.76,9.76,0.0,0.0
2019-02-10,10.14,10.14,10.14,0.0,0.0,10.28,10.28,10.28,0.0,0.0,10.1,10.1,10.1,0.0,0.0,10.28,10.28,10.28,0.0,0.0
2019-02-17,10.38,10.38,10.38,0.0,0.0,10.43,10.43,10.43,0.0,0.0,10.35,10.35,10.35,0.0,0.0,10.36,10.36,10.36,0.0,0.0
2019-02-24,10.36,10.36,10.36,0.0,0.0,10.4,10.4,10.4,0.0,0.0,10.11,10.11,10.11,0.0,0.0,10.15,10.15,10.15,0.0,0.0
2019-03-03,10.03,10.03,10.03,0.0,0.0,10.24,10.24,10.24,0.0,0.0,9.97,9.97,9.97,0.0,0.0,10.24,10.24,10.24,0.0,0.0
2019-03-10,10.37,10.37,10.37,0.0,0.0,10.48,10.48,10.48,0.0,0.0,10.35,10.35,10.35,0.0,0.0,10.44,10.44,10.44,0.0,0.0
2019-03-17,10.43,10.43,10.43,0.0,0.0,10.44,10.44,10.44,0.0,0.0,10.3,10.3,10.3,0.0,0.0,10.4,10.4,10.4,0.0,0.0
2019-03-24,10.56,10.56,10.56,0.0,0.0,10.56,10.56,10.56,0.0,0.0,10.46,10.46,10.46,0.0,0.0,10.51,10.51,10.51,0.0,0.0
2019-03-31,10.76,10.76,10.76,0.0,0.0,10.83,10.83,10.83,0.0,0.0,10.76,10.76,10.76,0.0,0.0,10.81,10.81,10.81,0.0,0.0
2019-04-07,10.95,10.95,10.95,0.0,0.0,10.99,10.99,10.99,0.0,0.0,10.93,10.93,10.93,0.0,0.0,10.97,10.97,10.97,0.0,0.0
2019-04-14,10.94,10.94,10.94,0.0,0.0,10.98,10.98,10.98,0.0,0.0,10.89,10.89,10.89,0.0,0.0,10.94,10.94,10.94,0.0,0.0
2019-04-21,10.97,10.97,10.97,0.0,0.0,10.97,10.97,10.97,0.0,0.0,10.68,10.68,10.68,0.0,0.0,10.78,10.78,10.78,0.0,0.0
2019-04-28,10.65,10.65,10.65,0.0,0.0,10.75,10.75,10.75,0.0,0.0,10.64,10.64,10.64,0.0,0.0,10.66,10.66,10.66,0.0,0.0
2019-05-05,10.62,10.62,10.62,0.0,0.0,10.69,10.69,10.69,0.0,0.0,10.6,10.6,10.6,0.0,0.0,10.64,10.64,10.64,0.0,0.0
2019-05-12,10.9,10.9,10.9,0.0,0.0,10.95,10.95,10.95,0.0,0.0,10.8,10.8,10.8,0.0,0.0,10.84,10.84,10.84,0.0,0.0
2019-05-19,10.2,10.2,10.2,0.0,0.0,10.25,10.25,10.25,0.0,0.0,10.01,10.01,10.01,0.0,0.0,10.25,10.25,10.25,0.0,0.0
2019-05-26,9.68,9.68,9.68,0.0,0.0,9.72,9.72,9.72,0.0,0.0,9.31,9.31,9.31,0.0,0.0,9.35,9.35,9.35,0.0,0.0
2019-06-02,9.27,9.27,9.27,0.0,0.0,9.55,9.55,9.55,0.0,0.0,9.26,9.26,9.26,0.0,0.0,9.51,9.51,9.51,0.0,0.0
2019-06-09,9.35,9.35,9.35,0.0,0.0,9.42,9.42,9.42,0.0,0.0,9.3,9.3,9.3,0.0,0.0,9.34,9.34,9.34,0.0,0.0
2019-06-16,9.96,9.96,9.96,0.0,0.0,10.04,10.04,10.04,0.0,0.0,9.95,9.95,9.95,0.0,0.0,10.03,10.03,10.03,0.0,0.0
2019-06-23,10.29,10.29,10.29,0.0,0.0,10.3,10.3,10.3,0.0,0.0,10.02,10.02,10.02,0.0,0.0,10.04,10.04,10.04,0.0,0.0
2019-06-30,9.9,9.9,9.9,0.0,0.0,10.1,10.1,10.1,0.0,0.0,9.9,9.9,9.9,0.0,0.0,10.07,10.07,10.07,0.0,0.0
2019-07-07,10.48,10.48,10.48,0.0,0.0,10.53,10.53,10.53,0.0,0.0,10.44,10.44,10.44,0.0,0.0,10.47,10.47,10.47,0.0,0.0
2019-07-14,9.84,9.84,9.84,0.0,0.0,9.92,9.92,9.92,0.0,0.0,9.72,9.72,9.72,0.0,0.0,9.91,9.91,9.91,0.0,0.0
2019-07-21,9.92,9.92,9.92,0.0,0.0,9.97,9.97,9.97,0.0,0.0,9.86,9.86,9.86,0.0,0.0,9.94,9.94,9.94,0.0,0.0
2019-07-28,9.82,9.82,9.82,0.0,0.0,9.82,9.82,9.82,0.0,0.0,9.68,9.68,9.68,0.0,0.0,9.69,9.69,9.69,0.0,0.0
2019-08-04,9.37,9.37,9.37,0.0,0.0,9.45,9.45,9.45,0.0,0.0,9.33,9.33,9.33,0.0,0.0,9.37,9.37,9.37,0.0,0.0
2019-08-11,9.39,9.39,9.39,0.0,0.0,9.45,9.45,9.45,0.0,0.0,9.33,9.33,9.33,0.0,0.0,9.41,9.41,9.41,0.0,0.0
2019-08-18,9.33,9.33,9.33,0.0,0.0,9.47,9.47,9.47,0.0,0.0,9.25,9.25,9.25,0.0,0.0,9.32,9.32,9.32,0.0,0.0
2019-08-25,9.69,9.69,9.69,0.0,0.0,9.71,9.71,9.71,0.0,0.0,9.39,9.39,9.39,0.0,0.0,9.45,9.45,9.45,0.0,0.0
2019-09-01,9.54,9.54,9.54,0.0,0.0,9.84,9.84,9.84,0.0,0.0,9.5,9.5,9.5,0.0,0.0,9.79,9.79,9.79,0.0,0.0
2019-09-08,9.6,9.6,9.6,0.0,0.0,9.6,9.6,9.6,0.0,0.0,9.51,9.51,9.51,0.0,0.0,9.54,9.54,9.54,0.0,0.0
2019-09-15,10.1,10.1,10.1,0.0,0.0,10.17,10.17,10.17,0.0,0.0,10.0,10.0,10.0,0.0,0.0,10.06,10.06,10.06,0.0,0.0
2019-09-22,9.61,9.61,9.61,0.0,0.0,9.81,9.81,9.81,0.0,0.0,9.59,9.59,9.59,0.0,0.0,9.69,9.69,9.69,0.0,0.0
2019-09-29,9.29,9.29,9.29,0.0,0.0,9.34,9.34,9.34,0.0,0.0,9.14,9.14,9.14,0.0,0.0,9.29,9.29,9.29,0.0,0.0
2019-10-06,9.51,9.51,9.51,0.0,0.0,9.71,9.71,9.71,0.0,0.0,9.51,9.51,9.51,0.0,0.0,9.68,9.68,9.68,0.0,0.0
2019-10-13,9.59,9.59,9.59,0.0,0.0,9.63,9.63,9.63,0.0,0.0,9.44,9.44,9.44,0.0,0.0,9.5,9.5,9.5,0.0,0.0
2019-10-20,9.93,9.93,9.93,0.0,0.0,10.04,10.04,10.04,0.0,0.0,9.84,9.84,9.84,0.0,0.0,10.02,10.02,10.02,0.0,0.0
2019-10-27,9.72,9.72,9.72,0.0,0.0,9.97,9.97,9.97,0.0,0.0,9.71,9.71,9.71,0.0,0.0,9.92,9.92,9.92,0.0,0.0
2019-11-03,9.9,9.9,9.9,0.0,0.0,10.13,10.13,10.13,0.0,0.0,9.82,9.82,9.82,0.0,0.0,10.12,10.12,10.12,0.0,0.0
2019-11-10,10.06,10.06,10.06,0.0,0.0,10.26,10.26,10.26,0.0,0.0,10.05,10.05,10.05,0.0,0.0,10.2,10.2,10.2,0.0,0.0
2019-11-17,10.31,10.31,10.31,0.0,0.0,10.32,10.32,10.32,0.0,0.0,10.15,10.15,10.15,0.0,0.0,10.24,10.24,10.24,0.0,0.0
2019-11-24,10.12,10.12,10.12,0.0,0.0,10.12,10.12,10.12,0.0,0.0,9.8,9.8,9.8,0.0,0.0,9.85,9.85,9.85,0.0,0.0
2019-12-01,10.27,10.27,10.27,0.0,0.0,10.57,10.57,10.57,0.0,0.0,10.27,10.27,10.27,0.0,0.0,10.43,10.43,10.43,0.0,0.0
2019-12-08,10.52,10.52,10.52,0.0,0.0,10.7,10.7,10.7,0.0,0.0,10.5,10.5,10.5,0.0,0.0,10.56,10.56,10.56,0.0,0.0
2019-12-15,10.8,10.8,10.8,0.0,0.0,10.8,10.8,10.8,0.0,0.0,10.67,10.67,10.67,0.0,0.0,10.72,10.72,10.72,0.0,0.0
2019-12-22,10.8,10.8,10.8,0.0,0.0,10.82,10.82,10.82,0.0,0.0,10.71,10.71,10.71,0.0,0.0,10.77,10.77,10.77,0.0,0.0
2019-12-29,11.06,11.06,11.06,0.0,0.0,11.1,11.1,11.1,0.0,0.0,10.88,10.88,10.88,0.0,0.0,11.01,11.01,11.01,0.0,0.0
2020-01-05,10.27,10.27,10.27,0.0,0.0,10.43,10.43,10.43,0.0,0.0,10.27,10.27,10.27,0.0,0.0,10.38,10.38,10.38,0.0,0.0
2020-01-12,10.31,10.31,10.31,0.0,0.0,10.35,10.35,10.35,0.0,0.0,10.24,10.24,10.24,0.0,0.0,10.32,10.32,10.32,0.0,0.0
2020-01-19,9.6,9.6,9.6,0.0,0.0,9.62,9.62,9.62,0.0,0.0,9.47,9.47,9.47,0.0,0.0,9.56,9.56,9.56,0.0,0.0
2020-01-26,9.11,9.11,9.11,0.0,0.0,9.18,9.18,9.18,0.0,0.0,8.96,8.96,8.96,0.0,0.0,9.08,9.08,9.08,0.0,0.0
2020-02-02,8.91,8.91,8.91,0.0,0.0,9.01,9.01,9.01,0.0,0.0,8.88,8.88,8.88,0.0,0.0,8.95,8.95,8.95,0.0,0.0
2020-02-09,9.06,9.06,9.06,0.0,0.0,9.11,9.11,9.11,0.0,0.0,9.02,9.02,9.02,0.0,0.0,9.09,9.09,9.09,0.0,0.0
2020-02-16,9.1,9.1,9.1,0.0,0.0,9.15,9.15,9.15,0.0,0.0,9.06,9.06,9.06,0.0,0.0,9.13,9.13,9.13,0.0,0.0
2020-02-23,8.2,8.2,8.2,0.0,0.0,8.2,8.2,8.2,0.0,0.0,7.94,7.94,7.94,0.0,0.0,8.12,8.12,8.12,0.0,0.0
2020-03-01,8.0,8.0,8.0,0.0,0.0,8.03,8.03,8.03,0.0,0.0,7.73,7.73,7.73,0.0,0.0,7.81,7.81,7.81,0.0,0.0
2020-03-08,6.73,6.73,6.73,0.0,0.0,6.91,6.91,6.91,0.0,0.0,6.53,6.53,6.53,0.0,0.0,6.7,6.7,6.7,0.0,0.0
2020-03-15,5.94,5.94,5.94,0.0,0.0,5.95,5.95,5.95,0.0,0.0,5.56,5.56,5.56,0.0,0.0,5.77,5.77,5.77,0.0,0.0
2020-03-22,6.05,6.05,6.05,0.0,0.0,6.16,6.16,6.16,0.0,0.0,5.99,5.99,5.99,0.0,0.0,6.15,6.15,6.15,0.0,0.0
2020-03-29,6.07,6.07,6.07,0.0,0.0,6.13,6.13,6.13,0.0,0.0,5.88,5.88,5.88,0.0,0.0,6.07,6.07,6.07,0.0,0.0
2020-04-05,6.24,6.24,6.24,0.0,0.0,6.53,6.53,6.53,0.0,0.0,6.13,6.13,6.13,0.0,0.0,6.22,6.22,6.22,0.0,0.0
2020-04-12,6.13,6.13,6.13,0.0,0.0,6.23,6.23,6.23,0.0,0.0,6.1,6.1,6.1,0.0,0.0,6.17,6.17,6.17,0.0,0.0
2020-04-19,5.4,5.4,5.4,0.0,0.0,5.41,5.41,5.41,0.0,0.0,5.27,5.27,5.27,0.0,0.0,5.34,5.34,5.34,0.0,0.0
2020-04-26,5.37,5.37,5.37,0.0,0.0,5.37,5.37,5.37,0.0,0.0,5.37,5.37,5.37,0.0,0.0,5.37,5.37,5.37,0.0,0.0
2020-05-03,5.8,5.8,5.8,0.0,0.0,5.8,5.8,5.8,0.0,0.0,5.8,5.8,5.8,0.0,0.0,5.8,5.8,5.8,0.0,0.0
2020-05-10,5.76,5.76,5.76,0.0,0.0,5.83,5.83,5.83,0.0,0.0,5.7,5.7,5.7,0.0,0.0,5.81,5.81,5.81,0.0,0.0
2020-05-17,6.23,6.23,6.23,0.0,0.0,6.32,6.32,6.32,0.0,0.0,6.11,6.11,6.11,0.0,0.0,6.3,6.3,6.3,0.0,0.0
2020-05-24,6.23,6.23,6.23,0.0,0.0,6.59,6.59,6.59,0.0,0.0,6.2,6.2,6.2,0.0,0.0,6.5,6.5,6.5,0.0,0.0
2020-05-31,7.06,7.06,7.06,0.0,0.0,7.06,7.06,7.06,0.0,0.0,7.06,7.06,7.06,0.0,0.0,7.06,7.06,7.06,0.0,0.0
2020-06-07,6.68,6.68,6.68,0.0,0.0,6.72,6.72,6.72,0.0,0.0,6.53,6.53,6.53,0.0,0.0,6.64,6.64,6.64,0.0,0.0
2020-06-14,7.12,7.12,7.12,0.0,0.0,7.15,7.15,7.15,0.0,0.0,6.86,6.86,6.86,0.0,0.0,7.02,7.02,7.02,0.0,0.0
2020-06-21,6.92,6.92,6.92,0.0,0.0,6.92,6.92,6.92,0.0,0.0,6.8,6.8,6.8,0.0,0.0,6.84,6.84,6.84,0.0,0.0
2020-06-28,7.14,7.14,7.14,0.0,0.0,7.14,7.14,7.14,0.0,0.0,7.14,7.14,7.14,0.0,0.0,7.14,7.14,7.14,0.0,0.0
2020-07-05,7.2,7.2,7.2,0.0,0.0,7.27,7.27,7.27,0.0,0.0,7.17,7.17,7.17,0.0,0.0,7.19,7.19,7.19,0.0,0.0
