Date,MGLNStock_Open_average,MGLNStock_Open_max,MGLNStock_Open_min,MGLNStock_Open_volatility,MGLNStock_Open_change,MGLNStock_High_average,MGLNStock_High_max,MGLNStock_High_min,MGLNStock_High_volatility,MGLNStock_High_change,MGLNStock_Low_average,MGLNStock_Low_max,MGLNStock_Low_min,MGLNStock_Low_volatility,MGLNStock_Low_change,MGLNStock_Close_average,MGLNStock_Close_max,MGLNStock_Close_min,MGLNStock_Close_volatility,MGLNStock_Close_change,MGLNStock_Volume_average,MGLNStock_Volume_max,MGLNStock_Volume_min,MGLNStock_Volume_volatility,MGLNStock_Volume_change
2018-08-19,74.98,75.6,74.45,1.1499999999999915,0.3499999999999943,75.64999999999999,76.25,74.8,1.4500000000000028,0.5499999999999972,74.45,75.2,73.6,1.6000000000000085,0.9000000000000057,75.06,75.7,74.05,1.6500000000000057,1.0499999999999972,215448,354370,139555,214815,118306
2018-08-26,75.15,77.05,73.65,3.3999999999999915,-1.6499999999999915,75.89999999999999,77.1,74.38,2.719999999999999,-2.3700000000000045,74.15,75.2,72.7,2.5,-2.5,74.58,75.95,73.5,2.450000000000003,-2.450000000000003,220598,239930,193451,46479,25597
2018-09-02,74.16250000000001,75.4,73.65,1.75,1.75,75.175,76.85,73.9,2.9499999999999886,2.8499999999999943,73.5,74.8,72.55,2.25,2.25,74.85,76.3,73.7,2.5999999999999943,2.5999999999999943,187150,217718,154440,63278,49278
2018-09-09,74.91,76.35,73.65,2.6999999999999886,-1.1999999999999886,75.606,76.75,74.85,1.9000000000000057,-0.9500000000000028,73.9,74.55,73.55,1.0,0.5,74.67,75.25,73.85,1.4000000000000057,1.4000000000000057,187839,345693,126617,219076,-166758
2018-09-16,73.72,75.5,72.6,2.9000000000000057,-2.200000000000003,74.222,75.5,73.6,1.9000000000000057,-1.1899999999999977,72.726,73.8,72.1,1.7000000000000028,-1.019999999999996,73.35,73.95,72.85,1.1000000000000085,-0.45000000000000284,195788,334740,137772,196968,196968
2018-09-23,72.06,73.45,71.05,2.4000000000000057,-1.9000000000000057,72.74000000000001,73.65,72.05,1.6000000000000085,-1.2000000000000028,71.306,72.4,70.6,1.8000000000000114,-1.25,71.74,72.55,70.7,1.8499999999999943,-0.5,198275,304552,117423,187129,92311
2018-09-30,71.724,72.72,70.35,2.3700000000000045,-1.9699999999999989,72.31,73.55,71.3,2.25,-2.0,70.312,72.32,68.76,3.559999999999988,-3.559999999999988,71.104,72.73,69.74,2.990000000000009,-2.990000000000009,232453,330304,133554,196750,103896
2018-10-07,69.632,70.78,67.15,3.6299999999999955,-2.6499999999999915,70.896,73.06,68.31,4.75,-3.1200000000000045,68.7,70.34,66.71,3.6300000000000097,-2.960000000000008,69.232,70.81,66.89,3.9200000000000017,-3.5,254421,285149,224426,60723,60723
2018-10-14,67.982,69.7,67.1,2.6000000000000085,0.20000000000000284,69.206,70.69,68.03,2.6599999999999966,0.5300000000000011,66.662,67.98,65.67,2.3100000000000023,0.6099999999999994,67.954,69.92,66.62,3.299999999999997,0.1599999999999966,253330,324042,171755,152287,-137117
2018-10-21,65.08,66.9,63.38,3.520000000000003,-3.520000000000003,66.048,67.47,64.65,2.819999999999993,-2.75,63.396,65.21,61.83,3.3799999999999955,-2.7199999999999918,64.54599999999999,66.2,63.01,3.190000000000005,-2.6299999999999955,242808,345831,191571,154260,-43234
2018-10-28,64.846,66.57,63.07,3.499999999999993,2.4199999999999875,66.026,67.8,64.56,3.239999999999995,2.480000000000004,64.168,66.57,62.39,4.179999999999993,4.179999999999993,65.192,67.32,62.95,4.36999999999999,4.36999999999999,232022,284637,171271,113366,-39931
2018-11-04,66.348,69.42,62.05,7.3700000000000045,-3.3499999999999943,67.89,70.43,64.88,5.550000000000011,-5.400000000000006,64.336,68.52,61.71,6.809999999999995,-5.32,66.018,69.86,62.89,6.969999999999999,-6.009999999999991,757372,1831305,281908,1549397,176402
2018-11-11,58.706,63.22,55.21,8.009999999999998,-8.009999999999998,59.448,64.56,56.17,8.39,-8.39,57.172,61.99,54.71,7.280000000000001,-7.280000000000001,57.924,62.46,56.06,6.399999999999999,-6.399999999999999,394547,674984,189004,485980,27124
2018-11-18,54.745000000000005,56.09,54.0,2.0900000000000034,-1.8800000000000026,55.2125,56.23,54.68,1.5499999999999972,-1.3999999999999986,53.635,54.18,52.32,1.8599999999999994,-0.14000000000000057,54.185,54.44,53.74,0.6999999999999957,-0.240000000000002,255013,469888,77855,392033,-219735
2018-11-25,54.717999999999996,55.55,53.79,1.759999999999998,0.480000000000004,55.78,56.21,55.02,1.1899999999999977,0.0,54.062,54.98,53.3,1.6799999999999997,0.03999999999999915,54.734,56.0,53.42,2.5799999999999983,-0.19999999999999574,353780,505563,254438,251125,-251125
2018-12-02,56.355,59.17,54.44,4.730000000000004,4.010000000000005,57.47,59.89,55.71,4.18,2.259999999999998,54.167500000000004,55.68,51.88,3.799999999999997,1.2999999999999972,56.255,57.63,55.15,2.480000000000004,0.8800000000000026,857817,999506,686246,313260,115224
2018-12-09,59.884,61.83,57.35,4.479999999999997,4.479999999999997,61.018,63.62,58.43,5.189999999999998,3.4100000000000037,58.288,60.48,56.03,4.449999999999996,3.1999999999999957,59.82,62.56,57.9,4.660000000000004,2.0500000000000043,652339,1112950,382943,730007,-576436
2018-12-16,57.616,59.48,55.64,3.8399999999999963,-3.8399999999999963,58.26,60.38,56.16,4.220000000000006,-3.440000000000005,55.924,57.81,53.5,4.310000000000002,-4.310000000000002,56.444,58.6,54.5,4.100000000000001,-4.100000000000001,477159,651188,330383,320805,190545
2018-12-23,54.995,55.94,54.19,1.75,1.75,56.2775,56.95,55.57,1.3800000000000026,1.3800000000000026,53.9975,55.21,53.26,1.9500000000000028,1.490000000000002,55.55,56.31,53.97,2.3400000000000034,2.3400000000000034,203882,327495,119205,208290,54367
2018-12-30,55.932500000000005,56.52,55.51,1.0100000000000051,-0.75,57.1575,58.18,56.34,1.8399999999999963,1.2800000000000011,54.69,55.69,53.26,2.4299999999999997,-0.6899999999999977,56.3675,57.53,55.25,2.280000000000001,0.6400000000000006,339459,572469,209107,363362,363362
2019-01-06,60.558,61.36,59.34,2.019999999999996,1.3699999999999974,61.032000000000004,61.77,60.15,1.6200000000000045,0.7700000000000031,59.588,60.74,57.68,3.0600000000000023,1.9299999999999997,60.69,61.01,59.96,1.0499999999999972,0.9099999999999966,270464,468663,201069,267594,-261730
2019-01-13,60.846000000000004,62.35,59.23,3.1200000000000045,2.1099999999999994,62.022,63.34,60.86,2.480000000000004,2.480000000000004,60.302,62.24,58.73,3.510000000000005,3.510000000000005,61.276,62.34,59.18,3.1600000000000037,3.1600000000000037,238031,339273,155870,183403,122703
2019-01-20,62.2725,63.67,61.44,2.230000000000004,1.5600000000000023,63.155,65.15,61.87,3.2800000000000082,3.0400000000000063,61.4625,63.28,60.73,2.5500000000000043,2.3900000000000006,62.8425,64.78,61.25,3.530000000000001,3.530000000000001,218185,279001,102705,176296,-30448
2019-01-27,65.242,65.87,64.75,1.1200000000000045,0.21999999999999886,65.934,66.58,65.3,1.2800000000000011,0.480000000000004,64.28,65.12,63.12,2.000000000000007,-1.1100000000000065,64.94200000000001,65.9,63.52,2.3800000000000026,-1.249999999999993,271916,384817,188046,196771,76794
2019-02-03,63.67,64.08,62.9,1.1799999999999997,-0.8900000000000006,64.11,65.26,62.9,2.3600000000000065,-0.8900000000000006,62.726,63.21,61.39,1.8200000000000003,-1.7000000000000028,63.361999999999995,64.07,62.23,1.8399999999999963,-1.2600000000000051,203562,357740,118165,239575,-65406
2019-02-10,63.078,63.84,62.43,1.4100000000000037,1.3600000000000065,63.828,65.11,62.48,2.6300000000000026,2.6300000000000026,62.502,63.84,61.2,2.6400000000000006,2.6400000000000006,63.418,64.82,62.04,2.779999999999994,2.779999999999994,156523,217463,125405,92058,-11639
2019-02-17,68.49,72.52,64.8,7.719999999999999,6.859999999999999,71.09,73.31,65.78,7.530000000000001,6.969999999999999,67.2175,70.34,64.37,5.969999999999999,5.659999999999997,70.1625,72.68,65.02,7.660000000000011,7.660000000000011,538020,1063313,157665,905648,268363
2019-02-24,69.494,73.28,66.0,7.280000000000001,-5.1299999999999955,70.91,73.76,68.88,4.88000000000001,-3.760000000000005,67.474,71.14,63.2,7.939999999999998,-3.7099999999999937,68.916,71.15,67.0,4.150000000000006,-1.730000000000004,529219,816552,209745,606807,-227446
2019-03-03,66.0,69.17,62.12,7.050000000000004,-7.050000000000004,66.606,69.51,64.0,5.510000000000005,-5.219999999999999,64.286,67.89,61.34,6.549999999999997,-6.549999999999997,65.08,68.33,62.45,5.8799999999999955,-4.099999999999994,406719,453727,310906,142821,-142821
2019-03-10,64.28,64.49,64.04,0.44999999999998863,0.20999999999999375,64.732,65.08,64.33,0.75,0.28000000000000114,63.546,63.95,63.14,0.8100000000000023,0.7100000000000009,64.19,64.5,63.72,0.7800000000000011,0.14000000000000057,409475,707666,232827,474839,-136085
2019-03-17,65.86,67.18,64.58,2.6000000000000085,1.4699999999999989,66.83,67.37,66.43,0.9399999999999977,-0.8200000000000074,64.886,66.18,63.92,2.260000000000005,0.5699999999999932,65.912,67.2,64.63,2.5700000000000074,-2.5700000000000074,252311,355839,194166,161673,-130658
2019-03-24,64.91799999999999,65.63,64.07,1.5600000000000023,0.519999999999996,65.478,66.5,64.89,1.6099999999999994,1.6099999999999994,63.752,64.83,63.08,1.75,1.4200000000000017,64.982,65.92,64.05,1.8700000000000045,1.480000000000004,302158,451124,195306,255818,159497
2019-03-31,65.77,66.39,65.12,1.269999999999996,-0.28000000000000114,66.25,66.85,65.48,1.3699999999999903,0.19999999999998863,64.864,65.67,64.07,1.6000000000000085,0.519999999999996,65.64,66.5,64.89,1.6099999999999994,0.6400000000000006,213144,335942,161131,174811,174811
2019-04-07,65.782,66.35,65.01,1.3399999999999892,-1.1799999999999926,66.142,66.9,65.03,1.8700000000000045,-1.789999999999992,64.72200000000001,65.3,63.76,1.5399999999999991,-1.5399999999999991,65.42,66.5,64.63,1.8700000000000045,-1.7800000000000011,254163,318860,207145,111715,109779
2019-04-14,63.9525,65.94,61.85,4.089999999999996,-2.6000000000000014,65.19749999999999,66.21,63.57,2.6399999999999935,-0.030000000000001137,62.3175,64.17,60.95,3.219999999999999,-3.219999999999999,63.82,65.44,61.73,3.710000000000001,-0.6400000000000006,399464,708887,190150,518737,518737
2019-04-21,67.194,69.26,64.77,4.490000000000009,4.490000000000009,68.89999999999999,71.44,65.8,5.640000000000001,5.640000000000001,66.606,68.88,63.98,4.899999999999999,4.899999999999999,68.468,70.96,64.94,6.019999999999996,6.019999999999996,337675,381006,278909,102097,71148
2019-04-28,69.464,71.45,67.79,3.6599999999999966,-3.6599999999999966,70.648,72.02,69.06,2.9599999999999937,-2.9599999999999937,67.872,69.36,65.88,3.480000000000004,-2.1400000000000006,68.95400000000001,70.0,67.37,2.6299999999999955,-1.7800000000000011,377970,709479,251056,458423,-67249
2019-05-05,69.616,70.61,67.44,3.1700000000000017,2.960000000000008,71.012,71.41,70.5,0.9099999999999966,0.12999999999999545,68.734,69.68,67.37,2.3100000000000023,1.0499999999999972,70.632,71.06,70.14,0.9200000000000017,-0.030000000000001137,252594,290888,225336,65552,-1308
2019-05-12,68.88,69.6,67.65,1.9499999999999886,-1.9499999999999886,69.598,70.16,68.56,1.5999999999999943,-1.039999999999992,68.042,68.72,67.08,1.6400000000000006,-0.980000000000004,68.776,69.63,67.75,1.8799999999999955,-1.3199999999999932,170005,236035,125422,110613,6825
2019-05-19,68.15,68.99,67.5,1.4899999999999949,0.10999999999999943,68.806,69.7,67.87,1.8299999999999983,-0.6500000000000057,67.21,68.72,66.25,2.469999999999999,0.6700000000000017,68.164,68.98,67.19,1.7900000000000063,-1.1600000000000108,187435,243443,112406,131037,-122919
2019-05-26,66.285,68.36,65.0,3.3599999999999994,-3.1599999999999966,67.1375,68.96,66.1,2.8599999999999994,-2.8599999999999994,64.6375,65.34,64.14,1.2000000000000028,-1.1700000000000017,65.8725,66.35,65.34,1.009999999999991,0.6899999999999977,263354,376344,189228,187116,-92274
2019-06-02,65.776,66.78,64.51,2.269999999999996,-1.5799999999999983,66.654,67.2,65.95,1.25,-0.9099999999999966,64.672,64.99,64.21,0.7800000000000011,-0.21999999999999886,65.578,66.49,65.0,1.4899999999999949,0.269999999999996,183147,225260,122569,102691,-51947
2019-06-09,65.344,65.55,65.15,0.3999999999999915,-0.1599999999999966,65.946,66.86,65.15,1.7099999999999937,-0.980000000000004,64.55,65.06,63.87,1.1900000000000048,-0.5600000000000023,65.27,65.48,64.82,0.6600000000000108,0.10999999999999943,160314,207234,124284,82950,-53330
2019-06-16,66.554,67.61,65.43,2.1799999999999926,0.9099999999999966,67.216,67.72,66.26,1.4599999999999937,0.539999999999992,65.76,66.45,65.03,1.4200000000000017,0.2600000000000051,66.614,67.03,66.04,0.9899999999999949,0.6199999999999903,224172,313312,162053,151259,151259
2019-06-23,68.112,71.5,65.9,5.599999999999994,3.9399999999999977,71.364,75.87,66.45,9.420000000000002,7.75,67.612,71.25,65.0,6.25,4.6499999999999915,69.694,74.23,65.76,8.469999999999999,8.090000000000003,665869,1135345,208723,926622,911498
2019-06-30,73.8125,74.55,73.16,1.3900000000000006,-0.8299999999999983,74.55499999999999,75.52,73.71,1.8100000000000023,-0.8799999999999955,72.745,73.01,72.54,0.46999999999999886,-0.46999999999999886,73.575,74.19,73.12,1.0699999999999932,0.6200000000000045,240817,383773,85022,298751,71439
2019-07-07,72.248,73.81,71.3,2.510000000000005,-2.510000000000005,73.05,73.9,72.08,1.8200000000000074,-1.8200000000000074,71.286,72.31,70.46,1.8500000000000085,-1.6299999999999955,71.904,72.68,71.0,1.6800000000000068,-1.3200000000000074,278588,375737,204949,170788,129332
2019-07-14,70.716,71.42,69.57,1.8500000000000085,-0.7000000000000028,71.462,71.84,70.99,0.8500000000000085,0.3400000000000034,69.586,70.48,68.76,1.7199999999999989,1.0400000000000063,70.46,71.03,69.52,1.5100000000000051,0.4399999999999977,199260,260320,165401,94919,41244
2019-07-21,67.048,69.74,64.35,5.390000000000001,-2.030000000000001,68.372,69.95,66.48,3.469999999999999,-0.12000000000000455,65.89999999999999,67.71,63.54,4.169999999999995,0.3999999999999915,67.142,68.63,64.35,4.280000000000001,0.3999999999999915,325968,565726,210816,354910,-62306
2019-07-28,68.532,70.78,66.21,4.570000000000007,0.12999999999999545,70.024,72.17,68.34,3.8299999999999983,0.09000000000000341,66.18,67.98,60.87,7.1100000000000065,-0.4299999999999926,68.578,70.34,67.38,2.960000000000008,-0.5400000000000063,500251,1036365,213788,822577,-153418
2019-08-04,67.318,69.6,65.45,4.1499999999999915,3.309999999999988,68.422,69.89,66.94,2.950000000000003,2.8500000000000085,66.218,68.57,64.17,4.3999999999999915,4.3999999999999915,67.748,69.52,64.96,4.560000000000002,4.02000000000001,214657,246555,160007,86548,-75801
2019-08-11,68.544,68.96,68.09,0.8699999999999903,0.21999999999999886,69.224,70.02,68.5,1.519999999999996,0.8699999999999903,67.468,68.53,66.24,2.2900000000000063,0.6400000000000006,68.724,69.58,68.28,1.2999999999999972,1.2999999999999972,148754,195747,108012,87735,68801
2019-08-18,68.19,70.54,66.19,4.3500000000000085,-4.3500000000000085,68.724,70.9,66.8,4.1000000000000085,-4.1000000000000085,66.538,68.18,64.42,3.760000000000005,-3.760000000000005,66.856,68.22,64.63,3.5900000000000034,-3.5900000000000034,122609,159600,87834,71766,-28960
2019-08-25,63.302,65.27,61.29,3.979999999999997,-2.1699999999999946,63.89,65.27,62.54,2.729999999999997,-1.8799999999999955,62.07,63.84,61.02,2.8200000000000003,-1.730000000000004,62.574,64.36,61.35,3.009999999999998,-1.3500000000000014,119935,147019,85924,61095,-37473
2019-09-01,61.93,63.15,61.1,2.049999999999997,-1.1799999999999997,62.3025,63.15,61.62,1.5300000000000011,-0.6999999999999957,60.66,61.48,60.11,1.3699999999999974,0.7899999999999991,61.215,61.79,60.51,1.2800000000000011,0.8299999999999983,164912,208557,115423,93134,-30532
2019-09-08,63.704,66.0,61.47,4.530000000000001,3.1300000000000026,64.764,66.0,62.06,3.9399999999999977,3.6899999999999977,62.205999999999996,63.4,60.47,2.9299999999999997,2.539999999999999,63.854,65.6,61.6,3.999999999999993,1.8500000000000014,244189,293849,177512,116337,37677
2019-09-15,62.534,63.43,61.6,1.8299999999999983,-1.1400000000000006,63.245999999999995,64.02,62.39,1.6299999999999955,-0.8299999999999983,61.568,62.92,60.21,2.710000000000001,-1.1099999999999994,62.178,63.22,61.3,1.9200000000000017,-1.1000000000000014,396690,796317,229721,566596,500739
2019-09-22,62.86,63.56,62.13,1.4299999999999997,0.4199999999999946,63.38,63.65,63.04,0.6099999999999994,-0.28000000000000114,61.928,62.4,61.48,0.9200000000000017,-0.1700000000000017,62.634,63.25,61.97,1.2800000000000011,-1.1099999999999994,201375,286733,162401,124332,-19177
2019-09-29,60.962,62.06,60.14,1.9200000000000017,-1.9200000000000017,61.612,62.83,60.61,2.219999999999999,-1.9600000000000009,59.926,61.64,59.13,2.509999999999998,-2.509999999999998,60.82,62.1,60.08,2.020000000000003,-1.5300000000000011,133521,200454,95238,105216,-105216
2019-10-06,59.07,60.25,58.6,1.6499999999999986,-1.5799999999999983,59.916,60.69,59.07,1.6199999999999974,-0.00999999999999801,58.374,59.23,57.79,1.4399999999999977,-0.5599999999999952,58.716,59.48,58.14,1.3399999999999963,0.18999999999999773,120535,146725,82522,64203,-11274
2019-10-13,60.324,62.14,58.62,3.520000000000003,2.8400000000000034,61.428,62.68,59.52,3.1599999999999966,2.8899999999999935,59.846,61.28,58.01,3.270000000000003,3.0700000000000003,60.944,62.5,58.19,4.310000000000002,4.210000000000001,102240,137729,74362,63367,-18823
2019-10-20,62.512,63.28,61.37,1.9100000000000037,-0.6299999999999955,63.71,64.38,62.84,1.539999999999992,0.9199999999999946,61.66,62.41,61.13,1.279999999999994,0.6899999999999977,62.81,64.09,61.43,2.6600000000000037,2.6600000000000037,212011,300076,181243,118833,-11487
2019-10-27,63.578,64.93,59.75,5.180000000000007,-4.25,66.378,69.48,65.24,4.240000000000009,3.8500000000000085,63.018,64.5,58.26,6.240000000000002,-5.730000000000004,65.27,67.05,64.49,2.5600000000000023,2.5600000000000023,228256,572224,113526,458698,458698
2019-11-03,68.28,69.48,67.49,1.990000000000009,0.8400000000000034,69.438,70.27,68.35,1.9200000000000017,0.5100000000000051,67.47,68.22,67.03,1.1899999999999977,1.1899999999999977,68.34,69.22,67.56,1.6599999999999966,-0.09999999999999432,152519,269636,95724,173912,-173912
