Date,SPDR Barclays High Yield BondEtf_Open_average,SPDR Barclays High Yield BondEtf_Open_max,SPDR Barclays High Yield BondEtf_Open_min,SPDR Barclays High Yield BondEtf_Open_volatility,SPDR Barclays High Yield BondEtf_Open_change,SPDR Barclays High Yield BondEtf_High_average,SPDR Barclays High Yield BondEtf_High_max,SPDR Barclays High Yield BondEtf_High_min,SPDR Barclays High Yield BondEtf_High_volatility,SPDR Barclays High Yield BondEtf_High_change,SPDR Barclays High Yield BondEtf_Low_average,SPDR Barclays High Yield BondEtf_Low_max,SPDR Barclays High Yield BondEtf_Low_min,SPDR Barclays High Yield BondEtf_Low_volatility,SPDR Barclays High Yield BondEtf_Low_change,SPDR Barclays High Yield BondEtf_Close_average,SPDR Barclays High Yield BondEtf_Close_max,SPDR Barclays High Yield BondEtf_Close_min,SPDR Barclays High Yield BondEtf_Close_volatility,SPDR Barclays High Yield BondEtf_Close_change
2018-01-14,110.37,110.37,110.37,0.0,0.0,110.49,110.49,110.49,0.0,0.0,110.34,110.34,110.34,0.0,0.0,110.46,110.46,110.46,0.0,0.0
2018-01-21,110.73,110.73,110.73,0.0,0.0,110.85,110.85,110.85,0.0,0.0,110.67,110.67,110.67,0.0,0.0,110.76,110.76,110.76,0.0,0.0
2018-01-28,109.08,109.08,109.08,0.0,0.0,109.17,109.17,109.17,0.0,0.0,108.6,108.6,108.6,0.0,0.0,108.81,108.81,108.81,0.0,0.0
2018-02-04,107.52,107.52,107.52,0.0,0.0,107.64,107.64,107.64,0.0,0.0,106.05,106.05,106.05,0.0,0.0,107.04,107.04,107.04,0.0,0.0
2018-02-11,108.51,108.51,108.51,0.0,0.0,108.99,108.99,108.99,0.0,0.0,108.36,108.36,108.36,0.0,0.0,108.96,108.96,108.96,0.0,0.0
2018-02-18,108.21,108.21,108.21,0.0,0.0,108.84,108.84,108.84,0.0,0.0,108.14,108.14,108.14,0.0,0.0,108.78,108.78,108.78,0.0,0.0
2018-02-25,107.52,107.52,107.52,0.0,0.0,108.03,108.03,108.03,0.0,0.0,107.43,107.43,107.43,0.0,0.0,108.0,108.0,108.0,0.0,0.0
2018-03-04,108.03,108.03,108.03,0.0,0.0,108.36,108.36,108.36,0.0,0.0,107.99,107.99,107.99,0.0,0.0,108.27,108.27,108.27,0.0,0.0
2018-03-11,107.73,107.73,107.73,0.0,0.0,107.97,107.97,107.97,0.0,0.0,107.7,107.7,107.7,0.0,0.0,107.91,107.91,107.91,0.0,0.0
2018-03-18,107.22,107.22,107.22,0.0,0.0,107.39,107.39,107.39,0.0,0.0,106.71,106.71,106.71,0.0,0.0,106.86,106.86,106.86,0.0,0.0
2018-03-25,107.4,107.4,107.4,0.0,0.0,107.75,107.75,107.75,0.0,0.0,107.36,107.36,107.36,0.0,0.0,107.55,107.55,107.55,0.0,0.0
2018-04-01,107.31,107.31,107.31,0.0,0.0,107.52,107.52,107.52,0.0,0.0,107.04,107.04,107.04,0.0,0.0,107.22,107.22,107.22,0.0,0.0
2018-04-08,108.48,108.48,108.48,0.0,0.0,108.6,108.6,108.6,0.0,0.0,108.39,108.39,108.39,0.0,0.0,108.48,108.48,108.48,0.0,0.0
2018-04-15,108.24,108.24,108.24,0.0,0.0,108.33,108.33,108.33,0.0,0.0,107.91,107.91,107.91,0.0,0.0,107.97,107.97,107.97,0.0,0.0
2018-04-22,107.82,107.82,107.82,0.0,0.0,107.88,107.88,107.88,0.0,0.0,107.49,107.49,107.49,0.0,0.0,107.61,107.61,107.61,0.0,0.0
2018-04-29,106.89,106.89,106.89,0.0,0.0,107.16,107.16,107.16,0.0,0.0,106.8,106.8,106.8,0.0,0.0,107.13,107.13,107.13,0.0,0.0
2018-05-06,107.55,107.55,107.55,0.0,0.0,107.61,107.61,107.61,0.0,0.0,107.34,107.34,107.34,0.0,0.0,107.43,107.43,107.43,0.0,0.0
2018-05-13,106.98,106.98,106.98,0.0,0.0,107.1,107.1,107.1,0.0,0.0,106.92,106.92,106.92,0.0,0.0,106.98,106.98,106.98,0.0,0.0
2018-05-20,107.19,107.19,107.19,0.0,0.0,107.21,107.21,107.21,0.0,0.0,107.04,107.04,107.04,0.0,0.0,107.1,107.1,107.1,0.0,0.0
2018-05-27,106.65,106.65,106.65,0.0,0.0,106.71,106.71,106.71,0.0,0.0,106.53,106.53,106.53,0.0,0.0,106.53,106.53,106.53,0.0,0.0
2018-06-03,107.1,107.1,107.1,0.0,0.0,107.31,107.31,107.31,0.0,0.0,107.1,107.1,107.1,0.0,0.0,107.25,107.25,107.25,0.0,0.0
2018-06-10,107.82,107.82,107.82,0.0,0.0,107.88,107.88,107.88,0.0,0.0,107.64,107.64,107.64,0.0,0.0,107.85,107.85,107.85,0.0,0.0
2018-06-17,107.55,107.55,107.55,0.0,0.0,107.7,107.7,107.7,0.0,0.0,107.52,107.52,107.52,0.0,0.0,107.58,107.58,107.58,0.0,0.0
2018-06-24,106.74,106.74,106.74,0.0,0.0,106.95,106.95,106.95,0.0,0.0,106.41,106.41,106.41,0.0,0.0,106.44,106.44,106.44,0.0,0.0
2018-07-01,106.47,106.47,106.47,0.0,0.0,106.68,106.68,106.68,0.0,0.0,106.41,106.41,106.41,0.0,0.0,106.68,106.68,106.68,0.0,0.0
2018-07-08,107.1,107.1,107.1,0.0,0.0,107.25,107.25,107.25,0.0,0.0,107.04,107.04,107.04,0.0,0.0,107.07,107.07,107.07,0.0,0.0
2018-07-15,107.1,107.1,107.1,0.0,0.0,107.22,107.22,107.22,0.0,0.0,107.04,107.04,107.04,0.0,0.0,107.13,107.13,107.13,0.0,0.0
2018-07-22,107.58,107.58,107.58,0.0,0.0,107.61,107.61,107.61,0.0,0.0,107.4,107.4,107.4,0.0,0.0,107.52,107.52,107.52,0.0,0.0
2018-07-29,107.49,107.49,107.49,0.0,0.0,107.61,107.61,107.61,0.0,0.0,107.4,107.4,107.4,0.0,0.0,107.61,107.61,107.61,0.0,0.0
2018-08-05,107.46,107.46,107.46,0.0,0.0,107.6,107.6,107.6,0.0,0.0,107.37,107.37,107.37,0.0,0.0,107.43,107.43,107.43,0.0,0.0
2018-08-12,107.4,107.4,107.4,0.0,0.0,107.66,107.66,107.66,0.0,0.0,107.4,107.4,107.4,0.0,0.0,107.58,107.58,107.58,0.0,0.0
2018-08-19,107.85,107.85,107.85,0.0,0.0,108.06,108.06,108.06,0.0,0.0,107.85,107.85,107.85,0.0,0.0,108.03,108.03,108.03,0.0,0.0
2018-08-26,108.0,108.0,108.0,0.0,0.0,108.12,108.12,108.12,0.0,0.0,107.94,107.94,107.94,0.0,0.0,108.0,108.0,108.0,0.0,0.0
2018-09-02,107.22,107.22,107.22,0.0,0.0,107.31,107.31,107.31,0.0,0.0,107.13,107.13,107.13,0.0,0.0,107.28,107.28,107.28,0.0,0.0
2018-09-09,107.94,107.94,107.94,0.0,0.0,108.09,108.09,108.09,0.0,0.0,107.91,107.91,107.91,0.0,0.0,108.06,108.06,108.06,0.0,0.0
2018-09-16,107.88,107.88,107.88,0.0,0.0,107.97,107.97,107.97,0.0,0.0,107.86,107.86,107.86,0.0,0.0,107.94,107.94,107.94,0.0,0.0
2018-09-23,108.09,108.09,108.09,0.0,0.0,108.18,108.18,108.18,0.0,0.0,108.06,108.06,108.06,0.0,0.0,108.15,108.15,108.15,0.0,0.0
2018-09-30,107.13,107.13,107.13,0.0,0.0,107.16,107.16,107.16,0.0,0.0,106.65,106.65,106.65,0.0,0.0,106.65,106.65,106.65,0.0,0.0
2018-10-07,106.38,106.38,106.38,0.0,0.0,106.53,106.53,106.53,0.0,0.0,106.17,106.17,106.17,0.0,0.0,106.5,106.5,106.5,0.0,0.0
2018-10-14,106.29,106.29,106.29,0.0,0.0,106.33,106.33,106.33,0.0,0.0,105.97,105.97,105.97,0.0,0.0,106.11,106.11,106.11,0.0,0.0
2018-10-21,105.39,105.39,105.39,0.0,0.0,105.66,105.66,105.66,0.0,0.0,105.21,105.21,105.21,0.0,0.0,105.27,105.27,105.27,0.0,0.0
2018-10-28,105.45,105.45,105.45,0.0,0.0,105.63,105.63,105.63,0.0,0.0,105.21,105.21,105.21,0.0,0.0,105.42,105.42,105.42,0.0,0.0
2018-11-04,105.84,105.84,105.84,0.0,0.0,105.84,105.84,105.84,0.0,0.0,105.3,105.3,105.3,0.0,0.0,105.42,105.42,105.42,0.0,0.0
2018-11-11,103.92,103.92,103.92,0.0,0.0,104.0,104.0,104.0,0.0,0.0,103.62,103.62,103.62,0.0,0.0,103.83,103.83,103.83,0.0,0.0
2018-11-18,103.35,103.35,103.35,0.0,0.0,103.44,103.44,103.44,0.0,0.0,103.08,103.08,103.08,0.0,0.0,103.2,103.2,103.2,0.0,0.0
2018-11-25,104.25,104.25,104.25,0.0,0.0,104.43,104.43,104.43,0.0,0.0,104.16,104.16,104.16,0.0,0.0,104.19,104.19,104.19,0.0,0.0
2018-12-02,103.71,103.71,103.71,0.0,0.0,103.98,103.98,103.98,0.0,0.0,103.26,103.26,103.26,0.0,0.0,103.35,103.35,103.35,0.0,0.0
2018-12-09,103.95,103.95,103.95,0.0,0.0,104.01,104.01,104.01,0.0,0.0,103.54,103.54,103.54,0.0,0.0,103.65,103.65,103.65,0.0,0.0
2018-12-16,100.2,100.2,100.2,0.0,0.0,100.44,100.44,100.44,0.0,0.0,99.45,99.45,99.45,0.0,0.0,99.6,99.6,99.6,0.0,0.0
2018-12-23,100.53,100.53,100.53,0.0,0.0,100.98,100.98,100.98,0.0,0.0,100.38,100.38,100.38,0.0,0.0,100.62,100.62,100.62,0.0,0.0
2018-12-30,101.31,101.31,101.31,0.0,0.0,102.48,102.48,102.48,0.0,0.0,101.31,101.31,101.31,0.0,0.0,102.33,102.33,102.33,0.0,0.0
2019-01-06,104.43,104.43,104.43,0.0,0.0,104.61,104.61,104.61,0.0,0.0,104.34,104.34,104.34,0.0,0.0,104.49,104.49,104.49,0.0,0.0
2019-01-13,105.12,105.12,105.12,0.0,0.0,105.45,105.45,105.45,0.0,0.0,105.12,105.12,105.12,0.0,0.0,105.21,105.21,105.21,0.0,0.0
2019-01-20,105.12,105.12,105.12,0.0,0.0,105.27,105.27,105.27,0.0,0.0,105.09,105.09,105.09,0.0,0.0,105.15,105.15,105.15,0.0,0.0
2019-01-27,105.57,105.57,105.57,0.0,0.0,105.66,105.66,105.66,0.0,0.0,105.27,105.27,105.27,0.0,0.0,105.51,105.51,105.51,0.0,0.0
2019-02-03,105.54,105.54,105.54,0.0,0.0,105.69,105.69,105.69,0.0,0.0,105.39,105.39,105.39,0.0,0.0,105.69,105.69,105.69,0.0,0.0
2019-02-10,106.32,106.32,106.32,0.0,0.0,106.53,106.53,106.53,0.0,0.0,106.32,106.32,106.32,0.0,0.0,106.5,106.5,106.5,0.0,0.0
2019-02-17,106.68,106.68,106.68,0.0,0.0,106.83,106.83,106.83,0.0,0.0,106.65,106.65,106.65,0.0,0.0,106.77,106.77,106.77,0.0,0.0
2019-02-24,106.77,106.77,106.77,0.0,0.0,106.89,106.89,106.89,0.0,0.0,106.65,106.65,106.65,0.0,0.0,106.77,106.77,106.77,0.0,0.0
2019-03-03,105.99,105.99,105.99,0.0,0.0,106.2,106.2,106.2,0.0,0.0,105.82,105.82,105.82,0.0,0.0,106.2,106.2,106.2,0.0,0.0
2019-03-10,107.01,107.01,107.01,0.0,0.0,107.13,107.13,107.13,0.0,0.0,106.98,106.98,106.98,0.0,0.0,106.98,106.98,106.98,0.0,0.0
2019-03-17,107.4,107.4,107.4,0.0,0.0,107.4,107.4,107.4,0.0,0.0,107.02,107.02,107.02,0.0,0.0,107.13,107.13,107.13,0.0,0.0
2019-03-24,107.73,107.73,107.73,0.0,0.0,107.97,107.97,107.97,0.0,0.0,107.7,107.7,107.7,0.0,0.0,107.91,107.91,107.91,0.0,0.0
2019-03-31,107.85,107.85,107.85,0.0,0.0,107.97,107.97,107.97,0.0,0.0,107.82,107.82,107.82,0.0,0.0,107.91,107.91,107.91,0.0,0.0
2019-04-07,108.63,108.63,108.63,0.0,0.0,108.69,108.69,108.69,0.0,0.0,108.46,108.46,108.46,0.0,0.0,108.66,108.66,108.66,0.0,0.0
2019-04-14,108.51,108.51,108.51,0.0,0.0,108.51,108.51,108.51,0.0,0.0,108.27,108.27,108.27,0.0,0.0,108.42,108.42,108.42,0.0,0.0
2019-04-21,108.69,108.69,108.69,0.0,0.0,108.78,108.78,108.78,0.0,0.0,108.63,108.63,108.63,0.0,0.0,108.75,108.75,108.75,0.0,0.0
