Date,Guggenheim S&P 500 Top 50Etf_Open_average,Guggenheim S&P 500 Top 50Etf_Open_max,Guggenheim S&P 500 Top 50Etf_Open_min,Guggenheim S&P 500 Top 50Etf_Open_volatility,Guggenheim S&P 500 Top 50Etf_Open_change,Guggenheim S&P 500 Top 50Etf_High_average,Guggenheim S&P 500 Top 50Etf_High_max,Guggenheim S&P 500 Top 50Etf_High_min,Guggenheim S&P 500 Top 50Etf_High_volatility,Guggenheim S&P 500 Top 50Etf_High_change,Guggenheim S&P 500 Top 50Etf_Low_average,Guggenheim S&P 500 Top 50Etf_Low_max,Guggenheim S&P 500 Top 50Etf_Low_min,Guggenheim S&P 500 Top 50Etf_Low_volatility,Guggenheim S&P 500 Top 50Etf_Low_change,Guggenheim S&P 500 Top 50Etf_Close_average,Guggenheim S&P 500 Top 50Etf_Close_max,Guggenheim S&P 500 Top 50Etf_Close_min,Guggenheim S&P 500 Top 50Etf_Close_volatility,Guggenheim S&P 500 Top 50Etf_Close_change
2018-01-14,199.85,199.85,199.85,0.0,0.0,199.89,199.89,199.89,0.0,0.0,199.19,199.19,199.19,0.0,0.0,199.89,199.89,199.89,0.0,0.0
2018-01-21,202.65,202.65,202.65,0.0,0.0,204.48,204.48,204.48,0.0,0.0,202.65,202.65,202.65,0.0,0.0,204.48,204.48,204.48,0.0,0.0
2018-01-28,200.13,200.13,200.13,0.0,0.0,200.13,200.13,200.13,0.0,0.0,196.81,196.81,196.81,0.0,0.0,196.81,196.81,196.81,0.0,0.0
2018-02-04,186.01,186.01,186.01,0.0,0.0,187.58,187.58,187.58,0.0,0.0,180.01,180.01,180.01,0.0,0.0,186.3,186.3,186.3,0.0,0.0
2018-02-11,194.66,194.66,194.66,0.0,0.0,196.96,196.96,196.96,0.0,0.0,194.66,194.66,194.66,0.0,0.0,195.25,195.25,195.25,0.0,0.0
2018-02-18,194.58,194.58,194.58,0.0,0.0,196.33,196.33,196.33,0.0,0.0,194.29,194.29,194.29,0.0,0.0,196.33,196.33,196.33,0.0,0.0
2018-02-25,189.91,189.91,189.91,0.0,0.0,192.99,192.99,192.99,0.0,0.0,189.91,189.91,189.91,0.0,0.0,192.99,192.99,192.99,0.0,0.0
2018-03-04,197.55,197.55,197.55,0.0,0.0,199.2,199.2,199.2,0.0,0.0,197.55,197.55,197.55,0.0,0.0,199.08,199.08,199.08,0.0,0.0
2018-03-11,196.65,196.65,196.65,0.0,0.0,196.65,196.65,196.65,0.0,0.0,195.95,195.95,195.95,0.0,0.0,196.15,196.15,196.15,0.0,0.0
2018-03-18,187.01,187.01,187.01,0.0,0.0,187.64,187.64,187.64,0.0,0.0,182.76,182.76,182.76,0.0,0.0,182.82,182.82,182.82,0.0,0.0
2018-03-25,184.79,184.79,184.79,0.0,0.0,187.79,187.79,187.79,0.0,0.0,184.53,184.53,184.53,0.0,0.0,186.76,186.76,186.76,0.0,0.0
2018-04-01,187.47,187.47,187.47,0.0,0.0,187.47,187.47,187.47,0.0,0.0,183.2,183.2,183.2,0.0,0.0,184.2,184.2,184.2,0.0,0.0
2018-04-08,189.85,189.85,189.85,0.0,0.0,190.01,190.01,190.01,0.0,0.0,187.53,187.53,187.53,0.0,0.0,188.26,188.26,188.26,0.0,0.0
