Date,The 3D PrintingEtf_Open_average,The 3D PrintingEtf_Open_max,The 3D PrintingEtf_Open_min,The 3D PrintingEtf_Open_volatility,The 3D PrintingEtf_Open_change,The 3D PrintingEtf_High_average,The 3D PrintingEtf_High_max,The 3D PrintingEtf_High_min,The 3D PrintingEtf_High_volatility,The 3D PrintingEtf_High_change,The 3D PrintingEtf_Low_average,The 3D PrintingEtf_Low_max,The 3D PrintingEtf_Low_min,The 3D PrintingEtf_Low_volatility,The 3D PrintingEtf_Low_change,The 3D PrintingEtf_Close_average,The 3D PrintingEtf_Close_max,The 3D PrintingEtf_Close_min,The 3D PrintingEtf_Close_volatility,The 3D PrintingEtf_Close_change
2018-03-25,23.69,23.69,23.69,0.0,0.0,24.2,24.2,24.2,0.0,0.0,23.67,23.67,23.67,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2018-04-01,23.73,23.73,23.73,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.32,23.32,23.32,0.0,0.0,23.45,23.45,23.45,0.0,0.0
2018-04-08,24.5,24.5,24.5,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.13,24.13,24.13,0.0,0.0,24.32,24.32,24.32,0.0,0.0
2018-04-15,25.07,25.07,25.07,0.0,0.0,25.16,25.16,25.16,0.0,0.0,24.93,24.93,24.93,0.0,0.0,25.13,25.13,25.13,0.0,0.0
2018-04-22,24.21,24.21,24.21,0.0,0.0,24.21,24.21,24.21,0.0,0.0,23.93,23.93,23.93,0.0,0.0,24.15,24.15,24.15,0.0,0.0
2018-04-29,23.38,23.38,23.38,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.37,23.37,23.37,0.0,0.0,23.91,23.91,23.91,0.0,0.0
2018-05-06,25.18,25.18,25.18,0.0,0.0,25.18,25.18,25.18,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.88,24.88,24.88,0.0,0.0
2018-05-13,25.3,25.3,25.3,0.0,0.0,25.3,25.3,25.3,0.0,0.0,24.99,24.99,24.99,0.0,0.0,25.08,25.08,25.08,0.0,0.0
2018-05-20,25.03,25.03,25.03,0.0,0.0,25.1,25.1,25.1,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2018-05-27,25.3,25.3,25.3,0.0,0.0,25.3,25.3,25.3,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.85,24.85,24.85,0.0,0.0
2018-06-03,25.18,25.18,25.18,0.0,0.0,25.46,25.46,25.46,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.46,25.46,25.46,0.0,0.0
2018-06-10,25.63,25.63,25.63,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.58,25.58,25.58,0.0,0.0
2018-06-17,25.52,25.52,25.52,0.0,0.0,25.54,25.54,25.54,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.43,25.43,25.43,0.0,0.0
2018-06-24,24.66,24.66,24.66,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.82,24.82,24.82,0.0,0.0
2018-07-01,24.78,24.78,24.78,0.0,0.0,25.13,25.13,25.13,0.0,0.0,24.75,24.75,24.75,0.0,0.0,25.13,25.13,25.13,0.0,0.0
2018-07-08,25.47,25.47,25.47,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.5,25.5,25.5,0.0,0.0
2018-07-15,25.34,25.34,25.34,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.32,25.32,25.32,0.0,0.0
2018-07-22,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.57,24.57,24.57,0.0,0.0
2018-07-29,24.84,24.84,24.84,0.0,0.0,24.85,24.85,24.85,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.8,24.8,24.8,0.0,0.0
2018-08-05,25.55,25.55,25.55,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.21,25.21,25.21,0.0,0.0
2018-08-12,25.11,25.11,25.11,0.0,0.0,25.24,25.24,25.24,0.0,0.0,24.97,24.97,24.97,0.0,0.0,25.24,25.24,25.24,0.0,0.0
2018-08-19,26.12,26.12,26.12,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.09,26.09,26.09,0.0,0.0,26.26,26.26,26.26,0.0,0.0
2018-08-26,26.83,26.83,26.83,0.0,0.0,27.05,27.05,27.05,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.98,26.98,26.98,0.0,0.0
2018-09-02,25.85,25.85,25.85,0.0,0.0,26.09,26.09,26.09,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.98,25.98,25.98,0.0,0.0
2018-09-09,26.44,26.44,26.44,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.68,26.68,26.68,0.0,0.0
2018-09-16,26.63,26.63,26.63,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.5,26.5,26.5,0.0,0.0
2018-09-23,26.04,26.04,26.04,0.0,0.0,26.25,26.25,26.25,0.0,0.0,25.99,25.99,25.99,0.0,0.0,26.25,26.25,26.25,0.0,0.0
2018-09-30,25.44,25.44,25.44,0.0,0.0,25.59,25.59,25.59,0.0,0.0,24.99,24.99,24.99,0.0,0.0,25.18,25.18,25.18,0.0,0.0
2018-10-07,22.86,22.86,22.86,0.0,0.0,23.51,23.51,23.51,0.0,0.0,22.86,22.86,22.86,0.0,0.0,23.37,23.37,23.37,0.0,0.0
2018-10-14,23.26,23.26,23.26,0.0,0.0,23.48,23.48,23.48,0.0,0.0,21.89,21.89,21.89,0.0,0.0,22.9,22.9,22.9,0.0,0.0
2018-10-21,21.7,21.7,21.7,0.0,0.0,21.77,21.77,21.77,0.0,0.0,21.47,21.47,21.47,0.0,0.0,21.69,21.69,21.69,0.0,0.0
2018-10-28,22.42,22.42,22.42,0.0,0.0,22.49,22.49,22.49,0.0,0.0,22.12,22.12,22.12,0.0,0.0,22.24,22.24,22.24,0.0,0.0
2018-11-04,23.12,23.12,23.12,0.0,0.0,23.12,23.12,23.12,0.0,0.0,22.72,22.72,22.72,0.0,0.0,22.73,22.73,22.73,0.0,0.0
2018-11-11,22.19,22.19,22.19,0.0,0.0,22.36,22.36,22.36,0.0,0.0,21.94,21.94,21.94,0.0,0.0,22.22,22.22,22.22,0.0,0.0
2018-11-18,21.42,21.42,21.42,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.3,21.3,21.3,0.0,0.0,21.43,21.43,21.43,0.0,0.0
2018-11-25,22.14,22.14,22.14,0.0,0.0,22.25,22.25,22.25,0.0,0.0,21.87,21.87,21.87,0.0,0.0,22.25,22.25,22.25,0.0,0.0
2018-12-02,21.41,21.41,21.41,0.0,0.0,21.41,21.41,21.41,0.0,0.0,21.08,21.08,21.08,0.0,0.0,21.2,21.2,21.2,0.0,0.0
2018-12-09,20.53,20.53,20.53,0.0,0.0,20.76,20.76,20.76,0.0,0.0,20.33,20.33,20.33,0.0,0.0,20.34,20.34,20.34,0.0,0.0
2018-12-16,19.77,19.77,19.77,0.0,0.0,19.79,19.79,19.79,0.0,0.0,19.17,19.17,19.17,0.0,0.0,19.37,19.37,19.37,0.0,0.0
2018-12-23,19.63,19.63,19.63,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.53,19.53,19.53,0.0,0.0,19.78,19.78,19.78,0.0,0.0
2018-12-30,20.1,20.1,20.1,0.0,0.0,20.36,20.36,20.36,0.0,0.0,20.09,20.09,20.09,0.0,0.0,20.36,20.36,20.36,0.0,0.0
2019-01-06,21.17,21.17,21.17,0.0,0.0,21.28,21.28,21.28,0.0,0.0,20.97,20.97,20.97,0.0,0.0,21.2,21.2,21.2,0.0,0.0
2019-01-13,21.35,21.35,21.35,0.0,0.0,21.47,21.47,21.47,0.0,0.0,21.16,21.16,21.16,0.0,0.0,21.45,21.45,21.45,0.0,0.0
2019-01-20,21.22,21.22,21.22,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.22,21.22,21.22,0.0,0.0,21.54,21.54,21.54,0.0,0.0
2019-01-27,22.63,22.63,22.63,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.42,22.42,22.42,0.0,0.0,22.59,22.59,22.59,0.0,0.0
2019-02-03,22.39,22.39,22.39,0.0,0.0,22.66,22.66,22.66,0.0,0.0,22.24,22.24,22.24,0.0,0.0,22.45,22.45,22.45,0.0,0.0
2019-02-10,23.21,23.21,23.21,0.0,0.0,23.61,23.61,23.61,0.0,0.0,23.21,23.21,23.21,0.0,0.0,23.59,23.59,23.59,0.0,0.0
2019-02-17,23.57,23.57,23.57,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.65,23.65,23.65,0.0,0.0
2019-02-24,23.5,23.5,23.5,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.22,23.22,23.22,0.0,0.0,23.25,23.25,23.25,0.0,0.0
2019-03-03,21.61,21.61,21.61,0.0,0.0,21.71,21.71,21.71,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.59,21.59,21.59,0.0,0.0
2019-03-10,22.35,22.35,22.35,0.0,0.0,22.49,22.49,22.49,0.0,0.0,22.21,22.21,22.21,0.0,0.0,22.35,22.35,22.35,0.0,0.0
2019-03-17,22.3,22.3,22.3,0.0,0.0,22.3,22.3,22.3,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.66,21.66,21.66,0.0,0.0
2019-03-24,21.84,21.84,21.84,0.0,0.0,22.15,22.15,22.15,0.0,0.0,21.71,21.71,21.71,0.0,0.0,22.15,22.15,22.15,0.0,0.0
2019-03-31,22.72,22.72,22.72,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.81,22.81,22.81,0.0,0.0
2019-04-07,22.83,22.83,22.83,0.0,0.0,22.93,22.93,22.93,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.81,22.81,22.81,0.0,0.0
2019-04-14,23.06,23.06,23.06,0.0,0.0,23.28,23.28,23.28,0.0,0.0,22.89,22.89,22.89,0.0,0.0,22.89,22.89,22.89,0.0,0.0
2019-04-21,22.46,22.46,22.46,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.34,22.34,22.34,0.0,0.0,22.68,22.68,22.68,0.0,0.0
2019-04-28,22.75,22.75,22.75,0.0,0.0,23.15,23.15,23.15,0.0,0.0,22.75,22.75,22.75,0.0,0.0,23.15,23.15,23.15,0.0,0.0
2019-05-05,22.07,22.07,22.07,0.0,0.0,22.38,22.38,22.38,0.0,0.0,21.98,21.98,21.98,0.0,0.0,22.31,22.31,22.31,0.0,0.0
2019-05-12,22.02,22.02,22.02,0.0,0.0,22.15,22.15,22.15,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.12,22.12,22.12,0.0,0.0
2019-05-19,21.12,21.12,21.12,0.0,0.0,21.17,21.17,21.17,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.71,20.71,20.71,0.0,0.0
2019-05-26,21.0,21.0,21.0,0.0,0.0,21.0,21.0,21.0,0.0,0.0,20.82,20.82,20.82,0.0,0.0,20.93,20.93,20.93,0.0,0.0
2019-06-02,21.49,21.49,21.49,0.0,0.0,21.97,21.97,21.97,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.72,21.72,21.72,0.0,0.0
2019-06-09,21.68,21.68,21.68,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.44,21.44,21.44,0.0,0.0,21.52,21.52,21.52,0.0,0.0
2019-06-16,21.85,21.85,21.85,0.0,0.0,22.25,22.25,22.25,0.0,0.0,21.81,21.81,21.81,0.0,0.0,22.25,22.25,22.25,0.0,0.0
2019-06-23,22.78,22.78,22.78,0.0,0.0,23.72,23.72,23.72,0.0,0.0,22.76,22.76,22.76,0.0,0.0,23.72,23.72,23.72,0.0,0.0
2019-06-30,23.16,23.16,23.16,0.0,0.0,23.62,23.62,23.62,0.0,0.0,22.92,22.92,22.92,0.0,0.0,23.11,23.11,23.11,0.0,0.0
2019-07-07,22.96,22.96,22.96,0.0,0.0,22.96,22.96,22.96,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.82,22.82,22.82,0.0,0.0
2019-07-14,22.39,22.39,22.39,0.0,0.0,22.53,22.53,22.53,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.3,22.3,22.3,0.0,0.0
2019-07-21,22.27,22.27,22.27,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.6,22.6,22.6,0.0,0.0
2019-07-28,21.26,21.26,21.26,0.0,0.0,21.36,21.36,21.36,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.75,20.75,20.75,0.0,0.0
2019-08-04,20.4,20.4,20.4,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.31,20.31,20.31,0.0,0.0,20.34,20.34,20.34,0.0,0.0
2019-08-11,19.6,19.6,19.6,0.0,0.0,20.0,20.0,20.0,0.0,0.0,19.59,19.59,19.59,0.0,0.0,19.95,19.95,19.95,0.0,0.0
2019-08-18,19.88,19.88,19.88,0.0,0.0,20.06,20.06,20.06,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.88,19.88,19.88,0.0,0.0
2019-08-25,20.23,20.23,20.23,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.14,20.14,20.14,0.0,0.0,20.16,20.16,20.16,0.0,0.0
2019-09-01,20.99,20.99,20.99,0.0,0.0,20.99,20.99,20.99,0.0,0.0,20.63,20.63,20.63,0.0,0.0,20.83,20.83,20.83,0.0,0.0
2019-09-08,21.35,21.35,21.35,0.0,0.0,21.47,21.47,21.47,0.0,0.0,21.34,21.34,21.34,0.0,0.0,21.41,21.41,21.41,0.0,0.0
2019-09-15,21.01,21.01,21.01,0.0,0.0,21.06,21.06,21.06,0.0,0.0,20.85,20.85,20.85,0.0,0.0,20.95,20.95,20.95,0.0,0.0
2019-09-22,20.6,20.6,20.6,0.0,0.0,20.73,20.73,20.73,0.0,0.0,20.46,20.46,20.46,0.0,0.0,20.53,20.53,20.53,0.0,0.0
2019-09-29,20.65,20.65,20.65,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.2,20.2,20.2,0.0,0.0,20.29,20.29,20.29,0.0,0.0
2019-10-06,20.15,20.15,20.15,0.0,0.0,20.48,20.48,20.48,0.0,0.0,20.15,20.15,20.15,0.0,0.0,20.22,20.22,20.22,0.0,0.0
2019-10-13,20.4,20.4,20.4,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.14,20.14,20.14,0.0,0.0,20.14,20.14,20.14,0.0,0.0
2019-10-20,20.17,20.17,20.17,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.17,20.17,20.17,0.0,0.0,20.38,20.38,20.38,0.0,0.0
2019-10-27,21.16,21.16,21.16,0.0,0.0,21.47,21.47,21.47,0.0,0.0,21.0,21.0,21.0,0.0,0.0,21.44,21.44,21.44,0.0,0.0
2019-11-03,21.75,21.75,21.75,0.0,0.0,21.75,21.75,21.75,0.0,0.0,21.64,21.64,21.64,0.0,0.0,21.75,21.75,21.75,0.0,0.0
2019-11-10,21.5,21.5,21.5,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.41,21.41,21.41,0.0,0.0,21.46,21.46,21.46,0.0,0.0
2019-11-17,21.28,21.28,21.28,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.17,21.17,21.17,0.0,0.0,21.27,21.27,21.27,0.0,0.0
2019-11-24,21.77,21.77,21.77,0.0,0.0,21.83,21.83,21.83,0.0,0.0,21.75,21.75,21.75,0.0,0.0,21.79,21.79,21.79,0.0,0.0
2019-12-01,21.65,21.65,21.65,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.65,21.65,21.65,0.0,0.0,21.75,21.75,21.75,0.0,0.0
2019-12-08,22.16,22.16,22.16,0.0,0.0,22.17,22.17,22.17,0.0,0.0,22.08,22.08,22.08,0.0,0.0,22.08,22.08,22.08,0.0,0.0
2019-12-15,22.39,22.39,22.39,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.28,22.28,22.28,0.0,0.0,22.34,22.34,22.34,0.0,0.0
2019-12-22,22.51,22.51,22.51,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.37,22.37,22.37,0.0,0.0,22.46,22.46,22.46,0.0,0.0
2019-12-29,22.4,22.4,22.4,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.29,22.29,22.29,0.0,0.0,22.39,22.39,22.39,0.0,0.0
2020-01-05,22.87,22.87,22.87,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.71,22.71,22.71,0.0,0.0,22.8,22.8,22.8,0.0,0.0
2020-01-12,23.23,23.23,23.23,0.0,0.0,23.42,23.42,23.42,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.11,23.11,23.11,0.0,0.0
2020-01-19,23.23,23.23,23.23,0.0,0.0,23.24,23.24,23.24,0.0,0.0,22.83,22.83,22.83,0.0,0.0,22.94,22.94,22.94,0.0,0.0
2020-01-26,22.49,22.49,22.49,0.0,0.0,22.52,22.52,22.52,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.37,22.37,22.37,0.0,0.0
2020-02-02,22.9,22.9,22.9,0.0,0.0,22.9,22.9,22.9,0.0,0.0,22.57,22.57,22.57,0.0,0.0,22.57,22.57,22.57,0.0,0.0
2020-02-09,23.17,23.17,23.17,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.15,23.15,23.15,0.0,0.0,23.2,23.2,23.2,0.0,0.0
2020-02-16,23.09,23.09,23.09,0.0,0.0,23.14,23.14,23.14,0.0,0.0,22.91,22.91,22.91,0.0,0.0,22.96,22.96,22.96,0.0,0.0
2020-02-23,19.58,19.58,19.58,0.0,0.0,19.99,19.99,19.99,0.0,0.0,19.51,19.51,19.51,0.0,0.0,19.85,19.85,19.85,0.0,0.0
2020-03-01,19.19,19.19,19.19,0.0,0.0,19.55,19.55,19.55,0.0,0.0,19.0,19.0,19.0,0.0,0.0,19.02,19.02,19.02,0.0,0.0
2020-03-08,16.04,16.04,16.04,0.0,0.0,16.65,16.65,16.65,0.0,0.0,15.5,15.5,15.5,0.0,0.0,16.56,16.56,16.56,0.0,0.0
2020-03-15,15.38,15.38,15.38,0.0,0.0,15.38,15.38,15.38,0.0,0.0,14.53,14.53,14.53,0.0,0.0,14.75,14.75,14.75,0.0,0.0
2020-03-22,16.63,16.63,16.63,0.0,0.0,16.89,16.89,16.89,0.0,0.0,16.29,16.29,16.29,0.0,0.0,16.67,16.67,16.67,0.0,0.0
2020-03-29,15.97,15.97,15.97,0.0,0.0,16.27,16.27,16.27,0.0,0.0,15.61,15.61,15.61,0.0,0.0,15.67,15.67,15.67,0.0,0.0
2020-04-05,17.84,17.84,17.84,0.0,0.0,18.19,18.19,18.19,0.0,0.0,17.65,17.65,17.65,0.0,0.0,17.97,17.97,17.97,0.0,0.0
2020-04-12,18.45,18.45,18.45,0.0,0.0,18.49,18.49,18.49,0.0,0.0,18.11,18.11,18.11,0.0,0.0,18.42,18.42,18.42,0.0,0.0
2020-04-19,17.99,17.99,17.99,0.0,0.0,17.99,17.99,17.99,0.0,0.0,17.84,17.84,17.84,0.0,0.0,17.98,17.98,17.98,0.0,0.0
2020-04-26,18.3,18.3,18.3,0.0,0.0,18.3,18.3,18.3,0.0,0.0,18.3,18.3,18.3,0.0,0.0,18.3,18.3,18.3,0.0,0.0
2020-05-03,19.18,19.18,19.18,0.0,0.0,19.41,19.41,19.41,0.0,0.0,19.16,19.16,19.16,0.0,0.0,19.29,19.29,19.29,0.0,0.0
2020-05-10,18.14,18.14,18.14,0.0,0.0,18.45,18.45,18.45,0.0,0.0,18.14,18.14,18.14,0.0,0.0,18.45,18.45,18.45,0.0,0.0
2020-05-17,20.17,20.17,20.17,0.0,0.0,20.36,20.36,20.36,0.0,0.0,20.11,20.11,20.11,0.0,0.0,20.29,20.29,20.29,0.0,0.0
2020-05-24,21.25,21.25,21.25,0.0,0.0,21.37,21.37,21.37,0.0,0.0,20.89,20.89,20.89,0.0,0.0,21.3,21.3,21.3,0.0,0.0
2020-05-31,22.62,22.62,22.62,0.0,0.0,22.62,22.62,22.62,0.0,0.0,22.62,22.62,22.62,0.0,0.0,22.62,22.62,22.62,0.0,0.0
2020-06-07,21.27,21.27,21.27,0.0,0.0,21.69,21.69,21.69,0.0,0.0,20.73,20.73,20.73,0.0,0.0,21.05,21.05,21.05,0.0,0.0
2020-06-14,21.6,21.6,21.6,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.0,21.0,21.0,0.0,0.0,21.1,21.1,21.1,0.0,0.0
2020-06-21,20.9,20.9,20.9,0.0,0.0,20.91,20.91,20.91,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.63,20.63,20.63,0.0,0.0
2020-06-28,21.21,21.21,21.21,0.0,0.0,21.21,21.21,21.21,0.0,0.0,21.21,21.21,21.21,0.0,0.0,21.21,21.21,21.21,0.0,0.0
2020-07-05,21.47,21.47,21.47,0.0,0.0,21.55,21.55,21.55,0.0,0.0,20.98,20.98,20.98,0.0,0.0,20.98,20.98,20.98,0.0,0.0
