Date,JCTCFStock_Open_average,JCTCFStock_Open_max,JCTCFStock_Open_min,JCTCFStock_Open_volatility,JCTCFStock_Open_change,JCTCFStock_High_average,JCTCFStock_High_max,JCTCFStock_High_min,JCTCFStock_High_volatility,JCTCFStock_High_change,JCTCFStock_Low_average,JCTCFStock_Low_max,JCTCFStock_Low_min,JCTCFStock_Low_volatility,JCTCFStock_Low_change,JCTCFStock_Close_average,JCTCFStock_Close_max,JCTCFStock_Close_min,JCTCFStock_Close_volatility,JCTCFStock_Close_change,JCTCFStock_Volume_average,JCTCFStock_Volume_max,JCTCFStock_Volume_min,JCTCFStock_Volume_volatility,JCTCFStock_Volume_change
2018-01-14,7.58,7.75,7.47,0.28000000000000025,0.28000000000000025,7.7675,7.88,7.72,0.16000000000000014,-0.1299999999999999,7.495,7.55,7.35,0.20000000000000018,0.20000000000000018,7.672499999999999,7.85,7.53,0.3199999999999994,-0.20999999999999996,23207,60134,3174,56960,-13514
2018-01-21,9.4875,15.2,7.53,7.669999999999999,-7.529999999999999,9.4875,15.2,7.53,7.669999999999999,-7.529999999999999,9.4475,15.2,7.53,7.669999999999999,-7.669999999999999,9.4475,15.2,7.53,7.669999999999999,-7.669999999999999,8729,21990,0,21990,21990
2018-01-28,7.242,7.67,7.02,0.6500000000000004,-0.05000000000000071,7.288,7.67,7.02,0.6500000000000004,-0.05000000000000071,7.242,7.67,7.02,0.6500000000000004,-0.05000000000000071,7.284,7.67,7.02,0.6500000000000004,-0.05000000000000071,1895,6664,276,6388,-20
2018-02-04,9.155,14.6,7.12,7.4799999999999995,-0.3799999999999999,9.25,14.6,7.4,7.199999999999999,0.0,9.155,14.6,7.12,7.4799999999999995,-0.3799999999999999,9.25,14.6,7.4,7.199999999999999,0.0,870,1254,0,1254,180
2018-02-11,7.25,7.25,7.25,0.0,0.0,7.25,7.25,7.25,0.0,0.0,7.25,7.25,7.25,0.0,0.0,7.25,7.25,7.25,0.0,0.0,1358,1358,1358,0,0
2018-02-18,7.286666666666667,7.3,7.28,0.019999999999999574,0.019999999999999574,7.343333333333334,7.4,7.28,0.1200000000000001,-0.05000000000000071,7.286666666666667,7.3,7.28,0.019999999999999574,0.019999999999999574,7.31,7.35,7.28,0.0699999999999994,0.04999999999999982,4119,7616,1602,6014,6014
2018-02-25,7.383333333333333,7.45,7.35,0.10000000000000053,0.0,7.433333333333334,7.5,7.35,0.15000000000000036,0.15000000000000036,7.383333333333333,7.45,7.35,0.10000000000000053,0.0,7.433333333333334,7.5,7.35,0.15000000000000036,0.15000000000000036,1950,2694,678,2016,-214
2018-03-04,7.4325,7.62,7.3,0.3200000000000003,-0.3200000000000003,7.465,7.62,7.33,0.29000000000000004,-0.29000000000000004,7.3325,7.38,7.3,0.08000000000000007,-0.08000000000000007,7.3325,7.38,7.3,0.08000000000000007,-0.08000000000000007,2948,8100,806,7294,-374
2018-03-11,7.24,7.25,7.22,0.03000000000000025,-0.03000000000000025,7.293333333333333,7.35,7.25,0.09999999999999964,0.09999999999999964,7.233333333333333,7.25,7.2,0.04999999999999982,-0.04999999999999982,7.243333333333333,7.28,7.2,0.08000000000000007,-0.04999999999999982,7671,14680,2516,12164,3302
2018-03-18,7.3566666666666665,7.47,7.22,0.25,0.16000000000000014,7.3566666666666665,7.47,7.22,0.25,0.16000000000000014,7.3566666666666665,7.47,7.22,0.25,0.16000000000000014,7.3566666666666665,7.47,7.22,0.25,0.16000000000000014,424,684,264,420,60
2018-03-25,11.085,14.75,7.42,7.33,-7.33,11.085,14.75,7.42,7.33,-7.33,11.05,14.75,7.35,7.4,-7.4,11.05,14.75,7.35,7.4,-7.4,542,1084,0,1084,1084
2018-04-01,9.816666666666666,14.85,7.3,7.55,7.55,9.823333333333334,14.85,7.3,7.55,7.529999999999999,9.816666666666666,14.85,7.3,7.55,7.55,9.816666666666666,14.85,7.3,7.55,7.55,656,1660,0,1660,-1660
2018-04-08,10.262,14.85,7.28,7.569999999999999,-7.569999999999999,10.262,14.85,7.28,7.569999999999999,-7.569999999999999,10.262,14.85,7.28,7.569999999999999,-7.569999999999999,10.262,14.85,7.28,7.569999999999999,-7.569999999999999,1393,5494,0,5494,920
2018-04-15,10.324,14.6,7.47,7.13,-7.080000000000001,10.33,14.6,7.5,7.1,-7.050000000000001,10.28,14.6,7.38,7.22,-7.080000000000001,10.304,14.6,7.38,7.22,-7.050000000000001,8448,39012,0,39012,1370
2018-04-22,10.322,14.7,7.35,7.35,-0.10000000000000053,10.332,14.7,7.35,7.35,-0.15000000000000036,10.322,14.7,7.35,7.35,-0.10000000000000053,10.332,14.7,7.35,7.35,-0.15000000000000036,998,2668,0,2668,-1434
2018-04-29,10.356,14.95,7.35,7.6,7.300000000000001,10.368,14.95,7.36,7.589999999999999,7.2700000000000005,10.356,14.95,7.35,7.6,7.300000000000001,10.368,14.95,7.36,7.589999999999999,7.2700000000000005,671,1952,0,1952,-968
2018-05-06,7.532500000000001,7.95,7.33,0.6200000000000001,0.6200000000000001,7.6375,8.16,7.33,0.8300000000000001,0.8300000000000001,7.455,7.69,7.28,0.41000000000000014,0.41000000000000014,7.5025,7.75,7.28,0.46999999999999975,0.46999999999999975,5469,11002,1320,9682,7326
2018-05-13,8.074,8.3,7.92,0.3800000000000008,0.3800000000000008,8.22,8.45,7.92,0.5299999999999994,0.3800000000000008,8.028,8.12,7.92,0.1999999999999993,0.15000000000000036,8.161999999999999,8.45,7.92,0.5299999999999994,0.15000000000000036,1596,2464,630,1834,-1052
