Date,BKORStock_Open_average,BKORStock_Open_max,BKORStock_Open_min,BKORStock_Open_volatility,BKORStock_Open_change,BKORStock_High_average,BKORStock_High_max,BKORStock_High_min,BKORStock_High_volatility,BKORStock_High_change,BKORStock_Low_average,BKORStock_Low_max,BKORStock_Low_min,BKORStock_Low_volatility,BKORStock_Low_change,BKORStock_Close_average,BKORStock_Close_max,BKORStock_Close_min,BKORStock_Close_volatility,BKORStock_Close_change,BKORStock_Volume_average,BKORStock_Volume_max,BKORStock_Volume_min,BKORStock_Volume_volatility,BKORStock_Volume_change
2018-05-06,15.516666666666667,15.55,15.5,0.05000000000000071,0.05000000000000071,15.516666666666667,15.55,15.5,0.05000000000000071,0.05000000000000071,15.516666666666667,15.55,15.5,0.05000000000000071,0.05000000000000071,15.516666666666667,15.55,15.5,0.05000000000000071,0.05000000000000071,408,475,375,100,-100
2018-05-13,15.55,15.55,15.55,0.0,0.0,15.55,15.55,15.55,0.0,0.0,15.55,15.55,15.55,0.0,0.0,15.55,15.55,15.55,0.0,0.0,300,300,300,0,0
2018-05-20,15.5,15.55,15.45,0.10000000000000142,-0.10000000000000142,15.5,15.55,15.45,0.10000000000000142,-0.10000000000000142,15.5,15.55,15.45,0.10000000000000142,-0.10000000000000142,15.5,15.55,15.45,0.10000000000000142,-0.10000000000000142,750,1300,200,1100,1100
2018-05-27,15.45,15.45,15.45,0.0,0.0,15.45,15.45,15.45,0.0,0.0,15.45,15.45,15.45,0.0,0.0,15.45,15.45,15.45,0.0,0.0,3563,3563,3563,0,0
2018-06-03,15.733333333333333,15.95,15.5,0.4499999999999993,0.1999999999999993,15.799999999999999,15.95,15.5,0.4499999999999993,0.0,15.73,15.94,15.5,0.4399999999999995,0.1899999999999995,15.796666666666667,15.95,15.5,0.4499999999999993,-0.009999999999999787,475,700,325,375,-75
2018-06-10,15.525,15.59,15.46,0.129999999999999,0.129999999999999,15.7,15.7,15.7,0.0,0.0,15.525,15.59,15.46,0.129999999999999,0.129999999999999,15.649999999999999,15.7,15.6,0.09999999999999964,-0.09999999999999964,5781,9419,2143,7276,-7276
2018-06-17,15.6,15.7,15.5,0.1999999999999993,0.1999999999999993,15.6,15.7,15.5,0.1999999999999993,0.1999999999999993,15.583333333333332,15.7,15.45,0.25,0.25,15.583333333333332,15.7,15.45,0.25,0.25,561,850,190,660,-454
2018-06-24,15.5,15.5,15.5,0.0,0.0,15.55,15.6,15.5,0.09999999999999964,-0.09999999999999964,15.5,15.5,15.5,0.0,0.0,15.55,15.6,15.5,0.09999999999999964,-0.09999999999999964,895,1665,125,1540,-1540
2018-07-01,15.5,15.5,15.5,0.0,0.0,15.55,15.55,15.55,0.0,0.0,15.5,15.5,15.5,0.0,0.0,15.5,15.5,15.5,0.0,0.0,1541,1541,1541,0,0
2018-07-08,15.649999999999999,15.7,15.6,0.09999999999999964,0.09999999999999964,15.649999999999999,15.7,15.6,0.09999999999999964,0.09999999999999964,15.649999999999999,15.7,15.6,0.09999999999999964,0.09999999999999964,15.649999999999999,15.7,15.6,0.09999999999999964,0.09999999999999964,310,520,100,420,-420
2018-07-15,15.6,15.6,15.6,0.0,0.0,15.649999999999999,15.7,15.6,0.09999999999999964,-0.09999999999999964,15.6,15.6,15.6,0.0,0.0,15.649999999999999,15.7,15.6,0.09999999999999964,-0.09999999999999964,620,800,440,360,360
2018-07-22,15.875,16.0,15.6,0.40000000000000036,0.40000000000000036,15.8875,16.0,15.6,0.40000000000000036,0.40000000000000036,15.875,16.0,15.6,0.40000000000000036,0.40000000000000036,15.8875,16.0,15.6,0.40000000000000036,0.40000000000000036,935,1525,313,1212,803
2018-07-29,16.25,16.25,16.25,0.0,0.0,16.5,16.75,16.25,0.5,0.5,16.25,16.25,16.25,0.0,0.0,16.475,16.7,16.25,0.4499999999999993,0.4499999999999993,1063,1882,244,1638,1638
2018-08-05,16.994999999999997,17.0,16.99,0.010000000000001563,-0.010000000000001563,16.994999999999997,17.0,16.99,0.010000000000001563,-0.010000000000001563,16.994999999999997,17.0,16.99,0.010000000000001563,-0.010000000000001563,16.994999999999997,17.0,16.99,0.010000000000001563,-0.010000000000001563,200,300,100,200,-200
2018-08-12,16.22,16.5,16.05,0.4499999999999993,0.4499999999999993,16.336666666666666,16.5,16.1,0.3999999999999986,0.3999999999999986,16.22,16.5,16.05,0.4499999999999993,0.4499999999999993,16.336666666666666,16.5,16.1,0.3999999999999986,0.3999999999999986,7088,12010,100,11910,-11910
2018-08-19,16.768,17.45,16.15,1.3000000000000007,1.3000000000000007,16.86,17.5,16.15,1.3500000000000014,1.3500000000000014,16.768,17.45,16.15,1.3000000000000007,1.3000000000000007,16.86,17.5,16.15,1.3500000000000014,1.3500000000000014,1633,6994,175,6819,225
2018-08-26,17.0,17.0,17.0,0.0,0.0,17.0,17.0,17.0,0.0,0.0,16.7,16.7,16.7,0.0,0.0,16.7,16.7,16.7,0.0,0.0,1000,1000,1000,0,0
2018-09-02,16.9,16.9,16.9,0.0,0.0,16.9,16.9,16.9,0.0,0.0,16.9,16.9,16.9,0.0,0.0,16.9,16.9,16.9,0.0,0.0,200,200,200,0,0
2018-09-09,16.575000000000003,16.6,16.55,0.05000000000000071,-0.05000000000000071,16.575000000000003,16.6,16.55,0.05000000000000071,-0.05000000000000071,16.525,16.55,16.5,0.05000000000000071,0.05000000000000071,16.55,16.55,16.55,0.0,0.0,2900,5500,300,5200,-5200
2018-09-16,16.6,16.6,16.6,0.0,0.0,16.6,16.6,16.6,0.0,0.0,16.55,16.55,16.55,0.0,0.0,16.55,16.55,16.55,0.0,0.0,800,800,800,0,0
2018-09-23,16.425,16.55,16.3,0.25,-0.25,16.425,16.55,16.3,0.25,-0.25,16.275,16.3,16.25,0.05000000000000071,-0.05000000000000071,16.275,16.3,16.25,0.05000000000000071,-0.05000000000000071,1488,2376,600,1776,-1776
2018-09-30,16.25,16.25,16.25,0.0,0.0,16.3,16.3,16.3,0.0,0.0,16.25,16.25,16.25,0.0,0.0,16.25,16.25,16.25,0.0,0.0,1800,1800,1800,0,0
2018-10-07,16.5,16.5,16.5,0.0,0.0,16.5,16.5,16.5,0.0,0.0,16.5,16.5,16.5,0.0,0.0,16.5,16.5,16.5,0.0,0.0,300,300,300,0,0
2018-10-14,16.5,16.5,16.5,0.0,0.0,16.5,16.5,16.5,0.0,0.0,16.494999999999997,16.5,16.49,0.010000000000001563,-0.010000000000001563,16.5,16.5,16.5,0.0,0.0,1100,1550,650,900,900
2018-10-21,16.6,16.6,16.6,0.0,0.0,16.65,16.65,16.65,0.0,0.0,16.6,16.6,16.6,0.0,0.0,16.65,16.65,16.65,0.0,0.0,250,250,250,0,0
2018-10-28,16.65,16.65,16.65,0.0,0.0,16.65,16.65,16.65,0.0,0.0,16.65,16.65,16.65,0.0,0.0,16.65,16.65,16.65,0.0,0.0,0,0,0,0,0
2018-11-04,16.674999999999997,16.7,16.65,0.05000000000000071,0.05000000000000071,16.795,16.84,16.75,0.08999999999999986,-0.08999999999999986,16.674999999999997,16.7,16.65,0.05000000000000071,0.05000000000000071,16.795,16.84,16.75,0.08999999999999986,-0.08999999999999986,1136,1602,670,932,932
2018-11-11,16.4925,16.74,16.25,0.48999999999999844,-0.48999999999999844,16.5225,16.85,16.25,0.6000000000000014,-0.48999999999999844,16.485,16.73,16.24,0.490000000000002,-0.46999999999999886,16.49,16.75,16.24,0.5100000000000016,-0.46999999999999886,1725,4301,0,4301,-2000
2018-11-18,15.75,15.75,15.75,0.0,0.0,15.75,15.75,15.75,0.0,0.0,15.3,15.3,15.3,0.0,0.0,15.3,15.3,15.3,0.0,0.0,1315,1315,1315,0,0
2018-11-25,15.26,15.26,15.26,0.0,0.0,15.26,15.26,15.26,0.0,0.0,15.26,15.26,15.26,0.0,0.0,15.26,15.26,15.26,0.0,0.0,0,0,0,0,0
2018-12-02,15.195,15.3,15.1,0.20000000000000107,-0.17999999999999972,15.195,15.3,15.1,0.20000000000000107,-0.17999999999999972,15.1875,15.3,15.07,0.23000000000000043,-0.20999999999999908,15.1875,15.3,15.07,0.23000000000000043,-0.20999999999999908,50,201,0,201,201
2018-12-09,14.498,15.07,14.1,0.9700000000000006,-0.9700000000000006,14.498,15.07,14.1,0.9700000000000006,-0.9700000000000006,14.294,15.05,14.05,1.0,-0.9800000000000004,14.362,15.05,14.07,0.9800000000000004,-0.9800000000000004,2309,8559,0,8559,2347
2018-12-16,13.760000000000002,14.07,13.21,0.8599999999999994,-0.8599999999999994,13.775,14.07,13.25,0.8200000000000003,-0.8200000000000003,13.440000000000001,13.96,12.5,1.4600000000000009,-1.4600000000000009,13.440000000000001,13.96,12.5,1.4600000000000009,-1.4600000000000009,2730,7087,1232,5855,5855
2018-12-23,12.82,12.82,12.82,0.0,0.0,12.82,12.82,12.82,0.0,0.0,12.66,12.66,12.66,0.0,0.0,12.72,12.72,12.72,0.0,0.0,876,876,876,0,0
2018-12-30,12.765,12.8,12.74,0.0600000000000005,-0.0600000000000005,12.855,13.1,12.74,0.35999999999999943,0.29999999999999893,12.6325,12.78,12.45,0.33000000000000007,0.25,12.705,12.99,12.45,0.5400000000000009,0.5400000000000009,1669,3136,0,3136,694
2019-01-06,13.118,13.19,13.0,0.1899999999999995,0.0,13.118,13.19,13.0,0.1899999999999995,0.0,13.11,13.19,13.0,0.1899999999999995,0.019999999999999574,13.11,13.19,13.0,0.1899999999999995,0.019999999999999574,554,2570,0,2570,-200
2019-01-13,13.295,13.44,13.13,0.3099999999999987,0.2699999999999996,13.3,13.44,13.13,0.3099999999999987,0.25,13.29,13.44,13.13,0.3099999999999987,0.28999999999999915,13.3,13.44,13.13,0.3099999999999987,0.25,1207,4830,0,4830,-4830
2019-01-20,13.626666666666667,13.74,13.44,0.3000000000000007,0.2599999999999998,13.646666666666667,13.74,13.5,0.2400000000000002,0.1999999999999993,13.546666666666667,13.7,13.44,0.2599999999999998,0.2599999999999998,13.566666666666666,13.7,13.5,0.1999999999999993,0.1999999999999993,1017,2401,0,2401,-2401
2019-01-27,13.846666666666668,13.9,13.74,0.16000000000000014,0.16000000000000014,13.916666666666666,14.1,13.75,0.34999999999999964,0.15000000000000036,13.846666666666668,13.9,13.74,0.16000000000000014,0.16000000000000014,13.916666666666666,14.1,13.75,0.34999999999999964,0.15000000000000036,860,1447,0,1447,-1447
2019-02-03,14.275,14.49,14.0,0.4900000000000002,0.3699999999999992,14.305,14.5,14.0,0.5,0.3699999999999992,14.275,14.49,14.0,0.4900000000000002,0.3699999999999992,14.305,14.5,14.0,0.5,0.3699999999999992,175,400,0,400,0
2019-02-10,14.883333333333333,15.0,14.7,0.3000000000000007,0.3000000000000007,15.013333333333334,15.2,14.74,0.4599999999999991,0.35999999999999943,14.883333333333333,15.0,14.7,0.3000000000000007,0.3000000000000007,15.013333333333334,15.2,14.74,0.4599999999999991,0.35999999999999943,895,1500,300,1200,1200
2019-02-17,15.1625,15.2,15.05,0.14999999999999858,0.14999999999999858,15.1675,15.22,15.05,0.16999999999999993,0.14999999999999858,15.1625,15.2,15.05,0.14999999999999858,0.14999999999999858,15.1675,15.22,15.05,0.16999999999999993,0.14999999999999858,62,250,0,250,0
2019-02-24,15.116666666666667,15.2,15.0,0.1999999999999993,-0.1999999999999993,15.133333333333333,15.2,15.0,0.1999999999999993,-0.1999999999999993,15.033333333333333,15.1,15.0,0.09999999999999964,-0.09999999999999964,15.033333333333333,15.1,15.0,0.09999999999999964,-0.09999999999999964,1644,3833,0,3833,-1100
2019-03-03,15.1,15.1,15.1,0.0,0.0,15.149999999999999,15.2,15.1,0.09999999999999964,-0.09999999999999964,15.05,15.1,15.0,0.09999999999999964,-0.09999999999999964,15.1,15.2,15.0,0.1999999999999993,-0.1999999999999993,604,708,500,208,208
2019-03-10,14.9875,15.0,14.95,0.05000000000000071,0.0,15.0,15.0,15.0,0.0,0.0,14.942499999999999,15.0,14.82,0.17999999999999972,0.17999999999999972,14.955,15.0,14.82,0.17999999999999972,0.17999999999999972,321,684,0,684,-600
2019-03-17,14.764,15.0,14.7,0.3000000000000007,-0.3000000000000007,14.764,15.0,14.7,0.3000000000000007,-0.3000000000000007,14.692,14.72,14.62,0.10000000000000142,-0.10000000000000142,14.692,14.72,14.62,0.10000000000000142,-0.10000000000000142,1304,4420,0,4420,-2320
2019-03-24,14.254999999999999,14.5,14.01,0.4900000000000002,-0.4900000000000002,14.254999999999999,14.5,14.01,0.4900000000000002,-0.4900000000000002,14.005,14.05,13.96,0.08999999999999986,-0.08999999999999986,14.005,14.05,13.96,0.08999999999999986,-0.08999999999999986,1150,1800,500,1300,1300
2019-03-31,14.015,14.11,13.97,0.1399999999999988,-0.1399999999999988,14.0175,14.11,13.97,0.1399999999999988,-0.1399999999999988,14.0075,14.1,13.97,0.129999999999999,-0.129999999999999,14.0075,14.1,13.97,0.129999999999999,-0.129999999999999,373,1295,0,1295,-200
2019-04-07,14.25,14.25,14.25,0.0,0.0,14.25,14.25,14.25,0.0,0.0,14.25,14.25,14.25,0.0,0.0,14.25,14.25,14.25,0.0,0.0,0,0,0,0,0
2019-04-14,14.25,14.25,14.25,0.0,0.0,14.25,14.25,14.25,0.0,0.0,14.25,14.25,14.25,0.0,0.0,14.25,14.25,14.25,0.0,0.0,0,0,0,0,0
2019-04-21,14.18,14.35,14.0,0.34999999999999964,0.11999999999999922,14.18,14.35,14.0,0.34999999999999964,0.11999999999999922,14.1675,14.35,13.95,0.40000000000000036,0.16999999999999993,14.1675,14.35,13.95,0.40000000000000036,0.16999999999999993,175,700,0,700,-700
2019-04-28,14.308,14.5,14.12,0.3800000000000008,0.28000000000000114,14.334,14.5,14.12,0.3800000000000008,0.3800000000000008,14.267999999999999,14.5,14.12,0.3800000000000008,0.28000000000000114,14.294,14.5,14.12,0.3800000000000008,0.3800000000000008,637,1575,0,1575,1575
2019-05-05,14.4,14.4,14.4,0.0,0.0,14.5,14.5,14.5,0.0,0.0,14.25,14.25,14.25,0.0,0.0,14.25,14.25,14.25,0.0,0.0,2691,2691,2691,0,0
2019-05-12,14.5,14.5,14.5,0.0,0.0,14.5,14.5,14.5,0.0,0.0,14.375,14.5,14.25,0.25,-0.25,14.375,14.5,14.25,0.25,-0.25,250,500,0,500,500
2019-05-19,14.6,14.6,14.6,0.0,0.0,14.6,14.6,14.6,0.0,0.0,14.6,14.6,14.6,0.0,0.0,14.6,14.6,14.6,0.0,0.0,0,0,0,0,0
2019-05-26,14.375,14.5,14.3,0.1999999999999993,-0.1999999999999993,14.375,14.5,14.3,0.1999999999999993,-0.1999999999999993,14.3375,14.35,14.3,0.049999999999998934,-0.049999999999998934,14.3375,14.35,14.3,0.049999999999998934,-0.049999999999998934,75,300,0,300,-300
2019-06-02,14.225,14.25,14.2,0.05000000000000071,-0.05000000000000071,14.225,14.25,14.2,0.05000000000000071,-0.05000000000000071,14.225,14.25,14.2,0.05000000000000071,-0.05000000000000071,14.225,14.25,14.2,0.05000000000000071,-0.05000000000000071,0,0,0,0,0
2019-06-09,14.17,14.21,14.15,0.0600000000000005,-0.0600000000000005,14.22,14.3,14.15,0.15000000000000036,-0.0600000000000005,14.16,14.2,14.13,0.06999999999999851,-0.06999999999999851,14.21,14.3,14.13,0.16999999999999993,-0.06999999999999851,560,1080,300,780,0
2019-06-16,14.165,14.2,14.13,0.06999999999999851,0.06999999999999851,14.165,14.2,14.13,0.06999999999999851,0.06999999999999851,14.165,14.2,14.13,0.06999999999999851,0.06999999999999851,14.165,14.2,14.13,0.06999999999999851,0.06999999999999851,0,0,0,0,0
2019-06-23,14.25,14.25,14.25,0.0,0.0,14.25,14.25,14.25,0.0,0.0,14.225,14.25,14.2,0.05000000000000071,-0.05000000000000071,14.225,14.25,14.2,0.05000000000000071,-0.05000000000000071,542,1084,0,1084,1084
2019-06-30,14.225,14.25,14.2,0.05000000000000071,-0.05000000000000071,14.25,14.25,14.25,0.0,0.0,14.225,14.25,14.2,0.05000000000000071,-0.05000000000000071,14.25,14.25,14.25,0.0,0.0,533,1066,0,1066,1066
2019-07-07,14.2,14.2,14.2,0.0,0.0,14.2,14.2,14.2,0.0,0.0,14.2,14.2,14.2,0.0,0.0,14.2,14.2,14.2,0.0,0.0,0,0,0,0,0
2019-07-14,14.26,14.32,14.2,0.120000000000001,0.120000000000001,14.274999999999999,14.35,14.2,0.15000000000000036,0.15000000000000036,14.26,14.32,14.2,0.120000000000001,0.120000000000001,14.274999999999999,14.35,14.2,0.15000000000000036,0.15000000000000036,1000,2000,0,2000,2000
2019-07-21,14.5375,14.6,14.45,0.15000000000000036,0.15000000000000036,14.55,14.65,14.45,0.20000000000000107,0.15000000000000036,14.5375,14.6,14.45,0.15000000000000036,0.15000000000000036,14.55,14.65,14.45,0.20000000000000107,0.15000000000000036,75,300,0,300,0
2019-07-28,14.7,14.7,14.7,0.0,0.0,14.7,14.7,14.7,0.0,0.0,14.625,14.7,14.55,0.14999999999999858,-0.14999999999999858,14.625,14.7,14.55,0.14999999999999858,-0.14999999999999858,250,500,0,500,500
2019-08-04,14.603333333333333,14.75,14.51,0.2400000000000002,-0.2400000000000002,14.653333333333334,14.9,14.51,0.39000000000000057,-0.39000000000000057,14.59,14.75,14.51,0.2400000000000002,-0.2400000000000002,14.64,14.9,14.51,0.39000000000000057,-0.39000000000000057,1566,2500,0,2500,-2200
2019-08-11,14.523333333333333,14.55,14.51,0.040000000000000924,-0.040000000000000924,14.523333333333333,14.55,14.51,0.040000000000000924,-0.040000000000000924,14.49,14.55,14.41,0.14000000000000057,-0.14000000000000057,14.49,14.55,14.41,0.14000000000000057,-0.14000000000000057,679,2037,0,2037,2037
2019-08-18,14.558,14.7,14.41,0.28999999999999915,0.28999999999999915,14.64,14.75,14.55,0.1999999999999993,0.1999999999999993,14.548,14.7,14.36,0.33999999999999986,0.33999999999999986,14.63,14.75,14.55,0.1999999999999993,0.1999999999999993,4375,10435,290,10145,-4925
2019-08-25,14.7875,14.85,14.65,0.1999999999999993,-0.15000000000000036,14.8125,14.85,14.75,0.09999999999999964,-0.05000000000000071,14.725,14.85,14.5,0.34999999999999964,-0.3000000000000007,14.725,14.85,14.5,0.34999999999999964,-0.3000000000000007,1353,5000,0,5000,5000
2019-09-01,14.525,14.55,14.5,0.05000000000000071,0.05000000000000071,14.525,14.55,14.5,0.05000000000000071,0.05000000000000071,14.5,14.5,14.5,0.0,0.0,14.5,14.5,14.5,0.0,0.0,823,1646,0,1646,1646
2019-09-08,14.51,14.55,14.5,0.05000000000000071,0.0,14.52,14.55,14.5,0.05000000000000071,0.0,14.5,14.55,14.45,0.10000000000000142,0.0,14.52,14.55,14.5,0.05000000000000071,0.0,190,950,0,950,0
2019-09-15,14.559999999999999,14.6,14.52,0.08000000000000007,-0.08000000000000007,14.559999999999999,14.6,14.52,0.08000000000000007,-0.08000000000000007,14.559999999999999,14.6,14.52,0.08000000000000007,-0.08000000000000007,14.559999999999999,14.6,14.52,0.08000000000000007,-0.08000000000000007,0,0,0,0,0
2019-09-22,14.603333333333333,14.65,14.55,0.09999999999999964,0.05999999999999872,14.603333333333333,14.65,14.55,0.09999999999999964,0.05999999999999872,14.6,14.65,14.55,0.09999999999999964,0.049999999999998934,14.6,14.65,14.55,0.09999999999999964,0.049999999999998934,458,1375,0,1375,1375
2019-09-29,14.7,14.7,14.7,0.0,0.0,14.7,14.7,14.7,0.0,0.0,14.61,14.61,14.61,0.0,0.0,14.61,14.61,14.61,0.0,0.0,1775,1775,1775,0,0
2019-10-06,14.716666666666667,14.75,14.7,0.05000000000000071,-0.05000000000000071,14.716666666666667,14.75,14.7,0.05000000000000071,-0.05000000000000071,14.716666666666667,14.75,14.7,0.05000000000000071,-0.05000000000000071,14.716666666666667,14.75,14.7,0.05000000000000071,-0.05000000000000071,0,0,0,0,0
2019-10-13,14.9,15.0,14.75,0.25,0.25,14.933333333333334,15.0,14.85,0.15000000000000036,0.15000000000000036,14.9,15.0,14.75,0.25,0.25,14.933333333333334,15.0,14.85,0.15000000000000036,0.15000000000000036,336,1010,0,1010,-1010
2019-10-20,15.19,15.23,15.1,0.13000000000000078,0.13000000000000078,15.195,15.25,15.1,0.15000000000000036,0.13000000000000078,15.094999999999999,15.23,14.85,0.3800000000000008,-0.25,15.1,15.25,14.85,0.40000000000000036,-0.25,400,1000,0,1000,600
2019-10-27,15.2,15.2,15.2,0.0,0.0,15.2,15.2,15.2,0.0,0.0,15.2,15.2,15.2,0.0,0.0,15.2,15.2,15.2,0.0,0.0,0,0,0,0,0
2019-11-03,15.3,15.3,15.3,0.0,0.0,15.3,15.3,15.3,0.0,0.0,15.3,15.3,15.3,0.0,0.0,15.3,15.3,15.3,0.0,0.0,0,0,0,0,0
2019-11-10,15.35,15.35,15.35,0.0,0.0,15.35,15.35,15.35,0.0,0.0,15.25,15.25,15.25,0.0,0.0,15.25,15.25,15.25,0.0,0.0,875,875,875,0,0
2019-11-17,15.59,15.8,15.37,0.4300000000000015,0.4300000000000015,15.716666666666667,15.8,15.65,0.15000000000000036,0.15000000000000036,15.506666666666666,15.6,15.37,0.23000000000000043,0.1800000000000015,15.583333333333334,15.7,15.5,0.1999999999999993,0.05000000000000071,1448,2445,700,1745,-1245
2019-11-24,15.57,15.59,15.55,0.03999999999999915,0.03999999999999915,15.575,15.59,15.56,0.02999999999999936,0.02999999999999936,15.57,15.59,15.55,0.03999999999999915,0.03999999999999915,15.575,15.59,15.56,0.02999999999999936,0.02999999999999936,118,237,0,237,-237
2019-12-01,15.6,15.6,15.6,0.0,0.0,15.6,15.6,15.6,0.0,0.0,15.6,15.6,15.6,0.0,0.0,15.6,15.6,15.6,0.0,0.0,0,0,0,0,0
2019-12-08,15.65,15.65,15.65,0.0,0.0,15.65,15.65,15.65,0.0,0.0,15.575,15.6,15.55,0.049999999999998934,-0.049999999999998934,15.575,15.6,15.55,0.049999999999998934,-0.049999999999998934,850,1100,600,500,-500
2019-12-15,15.662,15.8,15.55,0.25,0.16000000000000014,15.77,15.85,15.75,0.09999999999999964,0.0,15.662,15.8,15.55,0.25,0.16000000000000014,15.77,15.85,15.75,0.09999999999999964,0.0,1827,4042,600,3442,3432
2019-12-22,15.8,15.8,15.8,0.0,0.0,15.8,15.8,15.8,0.0,0.0,15.8,15.8,15.8,0.0,0.0,15.8,15.8,15.8,0.0,0.0,0,0,0,0,0
2019-12-29,15.835,15.85,15.82,0.02999999999999936,0.02999999999999936,15.835,15.85,15.82,0.02999999999999936,0.02999999999999936,15.835,15.85,15.82,0.02999999999999936,0.02999999999999936,15.835,15.85,15.82,0.02999999999999936,0.02999999999999936,0,0,0,0,0
2020-01-05,15.966666666666667,16.0,15.9,0.09999999999999964,0.09999999999999964,15.983333333333333,16.0,15.95,0.05000000000000071,0.05000000000000071,15.92,15.96,15.9,0.0600000000000005,0.0600000000000005,15.953333333333333,15.96,15.95,0.010000000000001563,0.010000000000001563,4855,8500,967,7533,4133
2020-01-12,16.136666666666667,16.25,15.96,0.28999999999999915,0.23999999999999844,16.15,16.25,16.0,0.25,0.1999999999999993,16.133333333333333,16.25,15.96,0.28999999999999915,0.23000000000000043,16.14666666666667,16.25,16.0,0.25,0.19000000000000128,2240,4547,0,4547,-2372
