Date,iShares Emerg Markets InfrastructureEtf_Open_average,iShares Emerg Markets InfrastructureEtf_Open_max,iShares Emerg Markets InfrastructureEtf_Open_min,iShares Emerg Markets InfrastructureEtf_Open_volatility,iShares Emerg Markets InfrastructureEtf_Open_change,iShares Emerg Markets InfrastructureEtf_High_average,iShares Emerg Markets InfrastructureEtf_High_max,iShares Emerg Markets InfrastructureEtf_High_min,iShares Emerg Markets InfrastructureEtf_High_volatility,iShares Emerg Markets InfrastructureEtf_High_change,iShares Emerg Markets InfrastructureEtf_Low_average,iShares Emerg Markets InfrastructureEtf_Low_max,iShares Emerg Markets InfrastructureEtf_Low_min,iShares Emerg Markets InfrastructureEtf_Low_volatility,iShares Emerg Markets InfrastructureEtf_Low_change,iShares Emerg Markets InfrastructureEtf_Close_average,iShares Emerg Markets InfrastructureEtf_Close_max,iShares Emerg Markets InfrastructureEtf_Close_min,iShares Emerg Markets InfrastructureEtf_Close_volatility,iShares Emerg Markets InfrastructureEtf_Close_change
2018-07-01,28.14,28.14,28.14,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.45,28.45,28.45,0.0,0.0
2018-07-08,28.55,28.55,28.55,0.0,0.0,28.61,28.61,28.61,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.61,28.61,28.61,0.0,0.0
2018-07-15,28.84,28.84,28.84,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.88,28.88,28.88,0.0,0.0
2018-07-22,29.5,29.5,29.5,0.0,0.0,29.53,29.53,29.53,0.0,0.0,29.38,29.38,29.38,0.0,0.0,29.38,29.38,29.38,0.0,0.0
2018-07-29,29.14,29.14,29.14,0.0,0.0,29.18,29.18,29.18,0.0,0.0,29.09,29.09,29.09,0.0,0.0,29.18,29.18,29.18,0.0,0.0
2018-08-05,28.67,28.67,28.67,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.42,28.42,28.42,0.0,0.0,28.42,28.42,28.42,0.0,0.0
2018-08-12,27.56,27.56,27.56,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.43,27.43,27.43,0.0,0.0,27.75,27.75,27.75,0.0,0.0
2018-08-19,27.91,27.91,27.91,0.0,0.0,27.92,27.92,27.92,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.92,27.92,27.92,0.0,0.0
2018-08-26,28.02,28.02,28.02,0.0,0.0,28.18,28.18,28.18,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.08,28.08,28.08,0.0,0.0
2018-09-02,27.5,27.5,27.5,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.51,27.51,27.51,0.0,0.0
2018-09-09,27.73,27.73,27.73,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.9,27.9,27.9,0.0,0.0
2018-09-16,28.33,28.33,28.33,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.33,28.33,28.33,0.0,0.0
2018-09-23,28.47,28.47,28.47,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.42,28.42,28.42,0.0,0.0
2018-09-30,27.89,27.89,27.89,0.0,0.0,27.97,27.97,27.97,0.0,0.0,27.84,27.84,27.84,0.0,0.0,27.93,27.93,27.93,0.0,0.0
2018-10-07,27.41,27.41,27.41,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.37,27.37,27.37,0.0,0.0
2018-10-14,27.38,27.38,27.38,0.0,0.0,27.38,27.38,27.38,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2018-10-21,26.8,26.8,26.8,0.0,0.0,27.22,27.22,27.22,0.0,0.0,26.8,26.8,26.8,0.0,0.0,27.22,27.22,27.22,0.0,0.0
2018-10-28,27.85,27.85,27.85,0.0,0.0,28.0,28.0,28.0,0.0,0.0,27.84,27.84,27.84,0.0,0.0,28.0,28.0,28.0,0.0,0.0
2018-11-04,27.4,27.4,27.4,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.35,27.35,27.35,0.0,0.0
2018-11-11,27.43,27.43,27.43,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.43,27.43,27.43,0.0,0.0,27.79,27.79,27.79,0.0,0.0
2018-11-18,27.41,27.41,27.41,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.41,27.41,27.41,0.0,0.0
2018-11-25,28.0,28.0,28.0,0.0,0.0,28.09,28.09,28.09,0.0,0.0,27.98,27.98,27.98,0.0,0.0,28.01,28.01,28.01,0.0,0.0
2018-12-02,28.06,28.06,28.06,0.0,0.0,28.06,28.06,28.06,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.82,27.82,27.82,0.0,0.0
2018-12-09,27.98,27.98,27.98,0.0,0.0,28.07,28.07,28.07,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.96,27.96,27.96,0.0,0.0
2018-12-16,27.38,27.38,27.38,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.38,27.38,27.38,0.0,0.0,27.38,27.38,27.38,0.0,0.0
2018-12-23,27.92,27.92,27.92,0.0,0.0,27.92,27.92,27.92,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.82,27.82,27.82,0.0,0.0
2018-12-30,27.96,27.96,27.96,0.0,0.0,28.39,28.39,28.39,0.0,0.0,27.86,27.86,27.86,0.0,0.0,28.39,28.39,28.39,0.0,0.0
2019-01-06,29.13,29.13,29.13,0.0,0.0,29.23,29.23,29.23,0.0,0.0,29.13,29.13,29.13,0.0,0.0,29.23,29.23,29.23,0.0,0.0
2019-01-13,29.88,29.88,29.88,0.0,0.0,29.88,29.88,29.88,0.0,0.0,29.68,29.68,29.68,0.0,0.0,29.74,29.74,29.74,0.0,0.0
2019-01-20,29.84,29.84,29.84,0.0,0.0,29.91,29.91,29.91,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.91,29.91,29.91,0.0,0.0
2019-01-27,30.17,30.17,30.17,0.0,0.0,30.23,30.23,30.23,0.0,0.0,30.04,30.04,30.04,0.0,0.0,30.04,30.04,30.04,0.0,0.0
2019-02-03,29.71,29.71,29.71,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.45,29.45,29.45,0.0,0.0
2019-02-10,29.74,29.74,29.74,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.68,29.68,29.68,0.0,0.0,29.68,29.68,29.68,0.0,0.0
2019-02-17,30.15,30.15,30.15,0.0,0.0,30.37,30.37,30.37,0.0,0.0,30.15,30.15,30.15,0.0,0.0,30.31,30.31,30.31,0.0,0.0
2019-02-24,29.56,29.56,29.56,0.0,0.0,29.56,29.56,29.56,0.0,0.0,29.22,29.22,29.22,0.0,0.0,29.36,29.36,29.36,0.0,0.0
2019-03-03,28.66,28.66,28.66,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.65,28.65,28.65,0.0,0.0,28.71,28.71,28.71,0.0,0.0
2019-03-10,29.33,29.33,29.33,0.0,0.0,29.56,29.56,29.56,0.0,0.0,29.33,29.33,29.33,0.0,0.0,29.56,29.56,29.56,0.0,0.0
2019-03-17,28.58,28.58,28.58,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.45,28.45,28.45,0.0,0.0
2019-03-24,28.54,28.54,28.54,0.0,0.0,28.72,28.72,28.72,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.64,28.64,28.64,0.0,0.0
2019-03-31,28.94,28.94,28.94,0.0,0.0,28.95,28.95,28.95,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.93,28.93,28.93,0.0,0.0
2019-04-07,28.79,28.79,28.79,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.79,28.79,28.79,0.0,0.0
2019-04-14,28.39,28.39,28.39,0.0,0.0,28.44,28.44,28.44,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.44,28.44,28.44,0.0,0.0
2019-04-21,28.29,28.29,28.29,0.0,0.0,28.29,28.29,28.29,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.2,28.2,28.2,0.0,0.0
2019-04-28,28.43,28.43,28.43,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.35,28.35,28.35,0.0,0.0
2019-05-05,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.4,27.4,27.4,0.0,0.0
2019-05-12,26.76,26.76,26.76,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.56,26.56,26.56,0.0,0.0
2019-05-19,26.9,26.9,26.9,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.82,26.82,26.82,0.0,0.0,26.87,26.87,26.87,0.0,0.0
2019-05-26,27.28,27.28,27.28,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.48,27.48,27.48,0.0,0.0
2019-06-02,28.33,28.33,28.33,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.35,28.35,28.35,0.0,0.0
2019-06-09,28.36,28.36,28.36,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.22,28.22,28.22,0.0,0.0,28.22,28.22,28.22,0.0,0.0
2019-06-16,29.2,29.2,29.2,0.0,0.0,29.22,29.22,29.22,0.0,0.0,29.14,29.14,29.14,0.0,0.0,29.14,29.14,29.14,0.0,0.0
2019-06-23,29.2,29.2,29.2,0.0,0.0,29.2,29.2,29.2,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.99,28.99,28.99,0.0,0.0
2019-06-30,29.23,29.23,29.23,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.23,29.23,29.23,0.0,0.0,29.25,29.25,29.25,0.0,0.0
2019-07-07,29.8,29.8,29.8,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.59,29.59,29.59,0.0,0.0
2019-07-14,29.67,29.67,29.67,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.36,29.36,29.36,0.0,0.0
2019-07-21,29.06,29.06,29.06,0.0,0.0,29.06,29.06,29.06,0.0,0.0,29.06,29.06,29.06,0.0,0.0,29.06,29.06,29.06,0.0,0.0
2019-07-28,28.68,28.68,28.68,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.48,28.48,28.48,0.0,0.0
2019-08-04,28.32,28.32,28.32,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.21,28.21,28.21,0.0,0.0
2019-08-11,27.4,27.4,27.4,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.24,27.24,27.24,0.0,0.0,27.4,27.4,27.4,0.0,0.0
2019-08-18,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.4,27.4,27.4,0.0,0.0
2019-08-25,28.05,28.05,28.05,0.0,0.0,28.13,28.13,28.13,0.0,0.0,27.98,27.98,27.98,0.0,0.0,28.0,28.0,28.0,0.0,0.0
2019-09-01,28.36,28.36,28.36,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.41,28.41,28.41,0.0,0.0
2019-09-08,28.64,28.64,28.64,0.0,0.0,28.65,28.65,28.65,0.0,0.0,28.53,28.53,28.53,0.0,0.0,28.53,28.53,28.53,0.0,0.0
2019-09-15,28.63,28.63,28.63,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.35,28.35,28.35,0.0,0.0
2019-09-22,28.1,28.1,28.1,0.0,0.0,28.18,28.18,28.18,0.0,0.0,27.87,27.87,27.87,0.0,0.0,27.87,27.87,27.87,0.0,0.0
2019-09-29,28.39,28.39,28.39,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.43,28.43,28.43,0.0,0.0
2019-10-06,29.17,29.17,29.17,0.0,0.0,29.17,29.17,29.17,0.0,0.0,29.04,29.04,29.04,0.0,0.0,29.04,29.04,29.04,0.0,0.0
2019-10-13,29.36,29.36,29.36,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.55,29.55,29.55,0.0,0.0
2019-10-20,29.78,29.78,29.78,0.0,0.0,29.96,29.96,29.96,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.91,29.91,29.91,0.0,0.0
2019-10-27,30.15,30.15,30.15,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.15,30.15,30.15,0.0,0.0,30.22,30.22,30.22,0.0,0.0
2019-11-03,30.96,30.96,30.96,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.84,30.84,30.84,0.0,0.0
2019-11-10,30.26,30.26,30.26,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.29,30.29,30.29,0.0,0.0
2019-11-17,30.16,30.16,30.16,0.0,0.0,30.16,30.16,30.16,0.0,0.0,30.16,30.16,30.16,0.0,0.0,30.16,30.16,30.16,0.0,0.0
2019-11-24,29.48,29.48,29.48,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.44,29.44,29.44,0.0,0.0,29.57,29.57,29.57,0.0,0.0
2019-12-01,29.54,29.54,29.54,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.55,29.55,29.55,0.0,0.0
2019-12-08,30.76,30.76,30.76,0.0,0.0,30.83,30.83,30.83,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.81,30.81,30.81,0.0,0.0
2019-12-15,31.24,31.24,31.24,0.0,0.0,31.24,31.24,31.24,0.0,0.0,31.24,31.24,31.24,0.0,0.0,31.24,31.24,31.24,0.0,0.0
2019-12-22,31.58,31.58,31.58,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.45,31.45,31.45,0.0,0.0
2019-12-29,31.6,31.6,31.6,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.51,31.51,31.51,0.0,0.0
2020-01-05,31.88,31.88,31.88,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.77,31.77,31.77,0.0,0.0
2020-01-12,32.11,32.11,32.11,0.0,0.0,32.26,32.26,32.26,0.0,0.0,32.05,32.05,32.05,0.0,0.0,32.26,32.26,32.26,0.0,0.0
2020-01-19,31.54,31.54,31.54,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.33,31.33,31.33,0.0,0.0,31.33,31.33,31.33,0.0,0.0
2020-01-26,29.65,29.65,29.65,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.37,29.37,29.37,0.0,0.0,29.46,29.46,29.46,0.0,0.0
2020-02-02,29.84,29.84,29.84,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.49,29.49,29.49,0.0,0.0,29.54,29.54,29.54,0.0,0.0
2020-02-09,29.73,29.73,29.73,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.74,29.74,29.74,0.0,0.0
2020-02-16,29.16,29.16,29.16,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.14,29.14,29.14,0.0,0.0,29.18,29.18,29.18,0.0,0.0
2020-02-23,25.58,25.58,25.58,0.0,0.0,26.11,26.11,26.11,0.0,0.0,25.24,25.24,25.24,0.0,0.0,26.03,26.03,26.03,0.0,0.0
2020-03-01,25.55,25.55,25.55,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.55,25.55,25.55,0.0,0.0
2020-03-08,22.27,22.27,22.27,0.0,0.0,22.27,22.27,22.27,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.98,21.98,21.98,0.0,0.0
2020-03-15,18.83,18.83,18.83,0.0,0.0,18.83,18.83,18.83,0.0,0.0,18.01,18.01,18.01,0.0,0.0,18.01,18.01,18.01,0.0,0.0
2020-03-22,19.53,19.53,19.53,0.0,0.0,19.66,19.66,19.66,0.0,0.0,19.53,19.53,19.53,0.0,0.0,19.61,19.61,19.61,0.0,0.0
2020-03-29,19.25,19.25,19.25,0.0,0.0,19.25,19.25,19.25,0.0,0.0,19.12,19.12,19.12,0.0,0.0,19.12,19.12,19.12,0.0,0.0
2020-04-05,21.09,21.09,21.09,0.0,0.0,21.23,21.23,21.23,0.0,0.0,21.0,21.0,21.0,0.0,0.0,21.06,21.06,21.06,0.0,0.0
2020-04-12,21.33,21.33,21.33,0.0,0.0,21.33,21.33,21.33,0.0,0.0,20.99,20.99,20.99,0.0,0.0,21.11,21.11,21.11,0.0,0.0
2020-04-19,20.52,20.52,20.52,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.38,20.38,20.38,0.0,0.0,20.47,20.47,20.47,0.0,0.0
2020-04-26,21.03,21.03,21.03,0.0,0.0,21.03,21.03,21.03,0.0,0.0,20.56,20.56,20.56,0.0,0.0,20.6,20.6,20.6,0.0,0.0
2020-05-03,21.34,21.34,21.34,0.0,0.0,21.41,21.41,21.41,0.0,0.0,21.34,21.34,21.34,0.0,0.0,21.41,21.41,21.41,0.0,0.0
2020-05-10,20.5,20.5,20.5,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.38,20.38,20.38,0.0,0.0,20.43,20.43,20.43,0.0,0.0
2020-05-17,21.23,21.23,21.23,0.0,0.0,21.23,21.23,21.23,0.0,0.0,20.94,20.94,20.94,0.0,0.0,21.01,21.01,21.01,0.0,0.0
2020-05-24,21.88,21.88,21.88,0.0,0.0,22.13,22.13,22.13,0.0,0.0,21.78,21.78,21.78,0.0,0.0,22.13,22.13,22.13,0.0,0.0
2020-05-31,24.11,24.11,24.11,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.3,24.3,24.3,0.0,0.0
2020-06-07,23.0,23.0,23.0,0.0,0.0,23.0,23.0,23.0,0.0,0.0,22.92,22.92,22.92,0.0,0.0,22.96,22.96,22.96,0.0,0.0
2020-06-14,22.86,22.86,22.86,0.0,0.0,22.9,22.9,22.9,0.0,0.0,22.6,22.6,22.6,0.0,0.0,22.75,22.75,22.75,0.0,0.0
2020-06-21,22.14,22.14,22.14,0.0,0.0,22.14,22.14,22.14,0.0,0.0,21.77,21.77,21.77,0.0,0.0,21.78,21.78,21.78,0.0,0.0
2020-06-28,22.27,22.27,22.27,0.0,0.0,22.31,22.31,22.31,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.2,22.2,22.2,0.0,0.0
2020-07-05,22.7,22.7,22.7,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.7,22.7,22.7,0.0,0.0
