Date,GRFStock_Open_average,GRFStock_Open_max,GRFStock_Open_min,GRFStock_Open_volatility,GRFStock_Open_change,GRFStock_High_average,GRFStock_High_max,GRFStock_High_min,GRFStock_High_volatility,GRFStock_High_change,GRFStock_Low_average,GRFStock_Low_max,GRFStock_Low_min,GRFStock_Low_volatility,GRFStock_Low_change,GRFStock_Close_average,GRFStock_Close_max,GRFStock_Close_min,GRFStock_Close_volatility,GRFStock_Close_change,GRFStock_Volume_average,GRFStock_Volume_max,GRFStock_Volume_min,GRFStock_Volume_volatility,GRFStock_Volume_change
2018-01-14,8.05,8.14,7.95,0.1900000000000004,0.08999999999999986,8.11,8.14,8.05,0.08999999999999986,0.05999999999999872,8.02,8.1,7.95,0.14999999999999947,0.14999999999999947,8.0825,8.14,8.0,0.14000000000000057,0.10999999999999943,982,2243,100,2143,-1171
2018-01-21,8.152,8.2,8.05,0.14999999999999858,0.049999999999998934,8.188,8.25,8.15,0.09999999999999964,0.09999999999999964,8.102,8.2,7.9,0.29999999999999893,0.29999999999999893,8.164,8.24,8.04,0.20000000000000107,0.20000000000000107,2155,4453,1006,3447,-3237
2018-01-28,8.22,8.32,8.12,0.20000000000000107,0.10999999999999943,8.306,8.45,8.24,0.20999999999999908,0.0,8.176,8.27,8.12,0.15000000000000036,0.009999999999999787,8.27,8.45,8.15,0.29999999999999893,-0.019999999999999574,6539,28117,568,27549,-26603
2018-02-04,7.83,8.0,7.68,0.3200000000000003,-0.3200000000000003,7.87,8.0,7.68,0.3200000000000003,-0.3200000000000003,7.672,7.81,7.5,0.3099999999999996,-0.3099999999999996,7.758,7.9,7.57,0.33000000000000007,-0.1899999999999995,2764,5476,301,5175,-3969
2018-02-11,7.806,7.94,7.69,0.25,0.1800000000000006,7.872,7.96,7.78,0.17999999999999972,0.0600000000000005,7.786,7.88,7.69,0.1899999999999995,0.15000000000000036,7.848,7.88,7.77,0.11000000000000032,0.03000000000000025,519,750,228,522,-372
2018-02-18,7.87,7.9,7.85,0.05000000000000071,-0.05000000000000071,7.886666666666667,7.9,7.86,0.040000000000000036,0.0,7.843333333333334,7.86,7.82,0.040000000000000036,0.02999999999999936,7.86,7.9,7.82,0.08000000000000007,0.08000000000000007,200,402,100,302,-302
2018-02-25,7.732,7.9,7.56,0.34000000000000075,-0.25,7.77,7.92,7.66,0.2599999999999998,-0.2599999999999998,7.696,7.9,7.56,0.34000000000000075,-0.25,7.736,7.92,7.61,0.3099999999999996,-0.2599999999999998,733,2684,100,2584,-101
2018-03-04,7.818,7.96,7.64,0.3200000000000003,0.3200000000000003,7.858,8.0,7.76,0.2400000000000002,0.2400000000000002,7.804,7.96,7.64,0.3200000000000003,0.3200000000000003,7.85,7.96,7.76,0.20000000000000018,0.20000000000000018,483,917,0,917,-199
2018-03-11,7.87,8.05,7.76,0.2900000000000009,-0.2500000000000009,7.872,8.05,7.76,0.2900000000000009,-0.2400000000000011,7.83,8.0,7.76,0.2400000000000002,-0.20000000000000018,7.832,8.0,7.76,0.2400000000000002,-0.1900000000000004,394,1087,0,1087,483
2018-03-18,7.684,7.74,7.6,0.14000000000000057,-0.11000000000000032,7.696,7.77,7.6,0.16999999999999993,-0.13000000000000078,7.632,7.73,7.51,0.22000000000000064,-0.1900000000000004,7.666,7.77,7.51,0.2599999999999998,-0.22000000000000064,762,2093,248,1845,338
2018-03-25,7.505,7.61,7.38,0.23000000000000043,-0.009999999999999787,7.5725,7.64,7.48,0.15999999999999925,0.08000000000000007,7.4375,7.51,7.38,0.1299999999999999,0.05999999999999961,7.5225,7.64,7.41,0.22999999999999954,0.08000000000000007,1151,3219,300,2919,-2649
2018-04-01,7.51,7.62,7.44,0.17999999999999972,-0.16999999999999993,7.582,7.66,7.5,0.16000000000000014,0.040000000000000036,7.456,7.5,7.41,0.08999999999999986,0.040000000000000036,7.53,7.66,7.42,0.2400000000000002,0.2400000000000002,1459,3061,387,2674,-1497
2018-04-08,7.64,7.7,7.56,0.14000000000000057,0.040000000000000036,7.6875,7.75,7.63,0.1200000000000001,0.040000000000000036,7.635,7.7,7.56,0.14000000000000057,0.020000000000000462,7.6825,7.75,7.63,0.1200000000000001,0.020000000000000462,529,900,211,689,-181
2018-04-15,7.6025,7.7,7.52,0.1800000000000006,0.020000000000000462,7.6625,7.7,7.6,0.10000000000000053,-0.10000000000000053,7.5975,7.7,7.51,0.1900000000000004,0.03000000000000025,7.65,7.7,7.56,0.14000000000000057,-0.14000000000000057,656,1617,10,1607,-817
