Date,iShares Edge MSCI USA Momentum FactorEtf_Open_average,iShares Edge MSCI USA Momentum FactorEtf_Open_max,iShares Edge MSCI USA Momentum FactorEtf_Open_min,iShares Edge MSCI USA Momentum FactorEtf_Open_volatility,iShares Edge MSCI USA Momentum FactorEtf_Open_change,iShares Edge MSCI USA Momentum FactorEtf_High_average,iShares Edge MSCI USA Momentum FactorEtf_High_max,iShares Edge MSCI USA Momentum FactorEtf_High_min,iShares Edge MSCI USA Momentum FactorEtf_High_volatility,iShares Edge MSCI USA Momentum FactorEtf_High_change,iShares Edge MSCI USA Momentum FactorEtf_Low_average,iShares Edge MSCI USA Momentum FactorEtf_Low_max,iShares Edge MSCI USA Momentum FactorEtf_Low_min,iShares Edge MSCI USA Momentum FactorEtf_Low_volatility,iShares Edge MSCI USA Momentum FactorEtf_Low_change,iShares Edge MSCI USA Momentum FactorEtf_Close_average,iShares Edge MSCI USA Momentum FactorEtf_Close_max,iShares Edge MSCI USA Momentum FactorEtf_Close_min,iShares Edge MSCI USA Momentum FactorEtf_Close_volatility,iShares Edge MSCI USA Momentum FactorEtf_Close_change
2020-01-19,132.89,132.89,132.89,0.0,0.0,133.08,133.08,133.08,0.0,0.0,131.55,131.55,131.55,0.0,0.0,132.03,132.03,132.03,0.0,0.0
2020-01-26,132.14,132.14,132.14,0.0,0.0,132.15,132.15,132.15,0.0,0.0,129.85,129.85,129.85,0.0,0.0,130.26,130.26,130.26,0.0,0.0
2020-02-02,133.5,133.5,133.5,0.0,0.0,133.76,133.76,133.76,0.0,0.0,133.07,133.07,133.07,0.0,0.0,133.2,133.2,133.2,0.0,0.0
2020-02-09,136.22,136.22,136.22,0.0,0.0,136.9,136.9,136.9,0.0,0.0,136.15,136.15,136.15,0.0,0.0,136.87,136.87,136.87,0.0,0.0
2020-02-16,136.09,136.09,136.09,0.0,0.0,136.19,136.19,136.19,0.0,0.0,134.9,134.9,134.9,0.0,0.0,135.27,135.27,135.27,0.0,0.0
2020-02-23,117.41,117.41,117.41,0.0,0.0,120.9,120.9,120.9,0.0,0.0,116.47,116.47,116.47,0.0,0.0,120.9,120.9,120.9,0.0,0.0
2020-03-01,122.66,122.66,122.66,0.0,0.0,125.06,125.06,125.06,0.0,0.0,121.04,121.04,121.04,0.0,0.0,124.6,124.6,124.6,0.0,0.0
2020-03-08,109.11,109.11,109.11,0.0,0.0,113.49,113.49,113.49,0.0,0.0,104.46,104.46,104.46,0.0,0.0,113.14,113.14,113.14,0.0,0.0
2020-03-15,100.98,100.98,100.98,0.0,0.0,100.98,100.98,100.98,0.0,0.0,93.81,93.81,93.81,0.0,0.0,93.81,93.81,93.81,0.0,0.0
2020-03-22,104.81,104.81,104.81,0.0,0.0,109.75,109.75,109.75,0.0,0.0,104.81,104.81,104.81,0.0,0.0,106.44,106.44,106.44,0.0,0.0
2020-03-29,103.21,103.21,103.21,0.0,0.0,103.6,103.6,103.6,0.0,0.0,99.95,99.95,99.95,0.0,0.0,101.08,101.08,101.08,0.0,0.0
2020-04-05,112.35,112.35,112.35,0.0,0.0,112.62,112.62,112.62,0.0,0.0,110.54,110.54,110.54,0.0,0.0,111.4,111.4,111.4,0.0,0.0
2020-04-12,119.06,119.06,119.06,0.0,0.0,119.06,119.06,119.06,0.0,0.0,116.86,116.86,116.86,0.0,0.0,118.49,118.49,118.49,0.0,0.0
2020-04-19,115.4,115.4,115.4,0.0,0.0,117.29,117.29,117.29,0.0,0.0,114.96,114.96,114.96,0.0,0.0,117.21,117.21,117.21,0.0,0.0
2020-04-26,116.03,116.03,116.03,0.0,0.0,116.03,116.03,116.03,0.0,0.0,116.03,116.03,116.03,0.0,0.0,116.03,116.03,116.03,0.0,0.0
2020-05-03,121.46,121.46,121.46,0.0,0.0,121.87,121.87,121.87,0.0,0.0,120.84,120.84,120.84,0.0,0.0,121.65,121.65,121.65,0.0,0.0
2020-05-10,119.83,119.83,119.83,0.0,0.0,122.46,122.46,122.46,0.0,0.0,119.83,119.83,119.83,0.0,0.0,122.46,122.46,122.46,0.0,0.0
2020-05-17,123.43,123.43,123.43,0.0,0.0,123.75,123.75,123.75,0.0,0.0,122.54,122.54,122.54,0.0,0.0,123.72,123.72,123.72,0.0,0.0
2020-05-24,124.25,124.25,124.25,0.0,0.0,126.2,126.2,126.2,0.0,0.0,123.64,123.64,123.64,0.0,0.0,125.92,125.92,125.92,0.0,0.0
2020-05-31,126.58,126.58,126.58,0.0,0.0,126.58,126.58,126.58,0.0,0.0,126.58,126.58,126.58,0.0,0.0,126.58,126.58,126.58,0.0,0.0
2020-06-07,126.84,126.84,126.84,0.0,0.0,126.96,126.96,126.96,0.0,0.0,122.45,122.45,122.45,0.0,0.0,124.43,124.43,124.43,0.0,0.0
2020-06-14,130.13,130.13,130.13,0.0,0.0,130.15,130.15,130.15,0.0,0.0,128.2,128.2,128.2,0.0,0.0,129.6,129.6,129.6,0.0,0.0
2020-06-21,129.81,129.81,129.81,0.0,0.0,130.0,130.0,130.0,0.0,0.0,127.34,127.34,127.34,0.0,0.0,127.45,127.45,127.45,0.0,0.0
2020-06-28,133.8,133.8,133.8,0.0,0.0,133.8,133.8,133.8,0.0,0.0,133.8,133.8,133.8,0.0,0.0,133.8,133.8,133.8,0.0,0.0
2020-07-05,136.56,136.56,136.56,0.0,0.0,138.11,138.11,138.11,0.0,0.0,136.06,136.06,136.06,0.0,0.0,136.13,136.13,136.13,0.0,0.0
