Date,iShares Edge MSCI USA Momentum FactorEtf_Open_average,iShares Edge MSCI USA Momentum FactorEtf_Open_max,iShares Edge MSCI USA Momentum FactorEtf_Open_min,iShares Edge MSCI USA Momentum FactorEtf_Open_volatility,iShares Edge MSCI USA Momentum FactorEtf_Open_change,iShares Edge MSCI USA Momentum FactorEtf_High_average,iShares Edge MSCI USA Momentum FactorEtf_High_max,iShares Edge MSCI USA Momentum FactorEtf_High_min,iShares Edge MSCI USA Momentum FactorEtf_High_volatility,iShares Edge MSCI USA Momentum FactorEtf_High_change,iShares Edge MSCI USA Momentum FactorEtf_Low_average,iShares Edge MSCI USA Momentum FactorEtf_Low_max,iShares Edge MSCI USA Momentum FactorEtf_Low_min,iShares Edge MSCI USA Momentum FactorEtf_Low_volatility,iShares Edge MSCI USA Momentum FactorEtf_Low_change,iShares Edge MSCI USA Momentum FactorEtf_Close_average,iShares Edge MSCI USA Momentum FactorEtf_Close_max,iShares Edge MSCI USA Momentum FactorEtf_Close_min,iShares Edge MSCI USA Momentum FactorEtf_Close_volatility,iShares Edge MSCI USA Momentum FactorEtf_Close_change
2018-01-14,110.93,110.93,110.93,0.0,0.0,111.16,111.16,111.16,0.0,0.0,110.65,110.65,110.65,0.0,0.0,111.16,111.16,111.16,0.0,0.0
2018-01-21,112.47,112.47,112.47,0.0,0.0,113.56,113.56,113.56,0.0,0.0,112.23,112.23,112.23,0.0,0.0,113.56,113.56,113.56,0.0,0.0
2018-01-28,110.76,110.76,110.76,0.0,0.0,110.9,110.9,110.9,0.0,0.0,108.89,108.89,108.89,0.0,0.0,108.93,108.93,108.93,0.0,0.0
2018-02-04,103.45,103.45,103.45,0.0,0.0,104.84,104.84,104.84,0.0,0.0,100.2,100.2,100.2,0.0,0.0,103.97,103.97,103.97,0.0,0.0
2018-02-11,109.42,109.42,109.42,0.0,0.0,110.38,110.38,110.38,0.0,0.0,109.2,109.2,109.2,0.0,0.0,109.43,109.43,109.43,0.0,0.0
2018-02-18,109.75,109.75,109.75,0.0,0.0,110.78,110.78,110.78,0.0,0.0,109.36,109.36,109.36,0.0,0.0,110.78,110.78,110.78,0.0,0.0
2018-02-25,106.73,106.73,106.73,0.0,0.0,108.64,108.64,108.64,0.0,0.0,106.1,106.1,106.1,0.0,0.0,108.36,108.36,108.36,0.0,0.0
2018-03-04,111.52,111.52,111.52,0.0,0.0,112.93,112.93,112.93,0.0,0.0,111.31,111.31,111.31,0.0,0.0,112.88,112.88,112.88,0.0,0.0
2018-03-11,111.71,111.71,111.71,0.0,0.0,112.03,112.03,112.03,0.0,0.0,111.59,111.59,111.59,0.0,0.0,111.59,111.59,111.59,0.0,0.0
2018-03-18,107.1,107.1,107.1,0.0,0.0,107.34,107.34,107.34,0.0,0.0,104.17,104.17,104.17,0.0,0.0,104.2,104.2,104.2,0.0,0.0
2018-03-25,104.86,104.86,104.86,0.0,0.0,106.94,106.94,106.94,0.0,0.0,104.3,104.3,104.3,0.0,0.0,105.92,105.92,105.92,0.0,0.0
2018-04-01,104.98,104.98,104.98,0.0,0.0,105.6,105.6,105.6,0.0,0.0,102.3,102.3,102.3,0.0,0.0,103.12,103.12,103.12,0.0,0.0
2018-04-08,107.55,107.55,107.55,0.0,0.0,107.58,107.58,107.58,0.0,0.0,105.18,105.18,105.18,0.0,0.0,105.72,105.72,105.72,0.0,0.0
2018-04-15,108.18,108.18,108.18,0.0,0.0,108.37,108.37,108.37,0.0,0.0,107.01,107.01,107.01,0.0,0.0,107.55,107.55,107.55,0.0,0.0
2018-04-22,108.14,108.14,108.14,0.0,0.0,108.26,108.26,108.26,0.0,0.0,106.72,106.72,106.72,0.0,0.0,107.24,107.24,107.24,0.0,0.0
2018-04-29,105.91,105.91,105.91,0.0,0.0,107.82,107.82,107.82,0.0,0.0,105.32,105.32,105.32,0.0,0.0,107.51,107.51,107.51,0.0,0.0
2018-05-06,111.11,111.11,111.11,0.0,0.0,111.42,111.42,111.42,0.0,0.0,110.74,110.74,110.74,0.0,0.0,111.1,111.1,111.1,0.0,0.0
2018-05-13,110.48,110.48,110.48,0.0,0.0,110.74,110.74,110.74,0.0,0.0,110.16,110.16,110.16,0.0,0.0,110.41,110.41,110.41,0.0,0.0
2018-05-20,111.27,111.27,111.27,0.0,0.0,111.46,111.46,111.46,0.0,0.0,110.92,110.92,110.92,0.0,0.0,111.15,111.15,111.15,0.0,0.0
2018-05-27,111.09,111.09,111.09,0.0,0.0,111.87,111.87,111.87,0.0,0.0,110.95,110.95,110.95,0.0,0.0,111.87,111.87,111.87,0.0,0.0
2018-06-03,112.99,112.99,112.99,0.0,0.0,113.73,113.73,113.73,0.0,0.0,112.97,112.97,112.97,0.0,0.0,113.68,113.68,113.68,0.0,0.0
2018-06-10,113.74,113.74,113.74,0.0,0.0,114.24,114.24,114.24,0.0,0.0,113.34,113.34,113.34,0.0,0.0,114.03,114.03,114.03,0.0,0.0
2018-06-17,113.53,113.53,113.53,0.0,0.0,113.53,113.53,113.53,0.0,0.0,112.11,112.11,112.11,0.0,0.0,112.15,112.15,112.15,0.0,0.0
2018-06-24,110.17,110.17,110.17,0.0,0.0,110.77,110.77,110.77,0.0,0.0,109.68,109.68,109.68,0.0,0.0,109.7,109.7,109.7,0.0,0.0
2018-07-01,110.03,110.03,110.03,0.0,0.0,111.17,111.17,111.17,0.0,0.0,109.61,109.61,109.61,0.0,0.0,111.01,111.01,111.01,0.0,0.0
2018-07-08,113.62,113.62,113.62,0.0,0.0,113.7,113.7,113.7,0.0,0.0,112.89,112.89,112.89,0.0,0.0,113.36,113.36,113.36,0.0,0.0
2018-07-15,113.74,113.74,113.74,0.0,0.0,114.08,114.08,114.08,0.0,0.0,113.57,113.57,113.57,0.0,0.0,113.65,113.65,113.65,0.0,0.0
2018-07-22,115.07,115.07,115.07,0.0,0.0,115.3,115.3,115.3,0.0,0.0,112.5,112.5,112.5,0.0,0.0,113.21,113.21,113.21,0.0,0.0
2018-07-29,113.22,113.22,113.22,0.0,0.0,113.37,113.37,113.37,0.0,0.0,112.51,112.51,112.51,0.0,0.0,113.05,113.05,113.05,0.0,0.0
2018-08-05,113.72,113.72,113.72,0.0,0.0,114.19,114.19,114.19,0.0,0.0,113.47,113.47,113.47,0.0,0.0,113.83,113.83,113.83,0.0,0.0
2018-08-12,113.35,113.35,113.35,0.0,0.0,113.73,113.73,113.73,0.0,0.0,112.77,112.77,112.77,0.0,0.0,113.52,113.52,113.52,0.0,0.0
2018-08-19,115.52,115.52,115.52,0.0,0.0,116.46,116.46,116.46,0.0,0.0,115.5,115.5,115.5,0.0,0.0,116.4,116.4,116.4,0.0,0.0
2018-08-26,117.9,117.9,117.9,0.0,0.0,118.37,118.37,118.37,0.0,0.0,117.75,117.75,117.75,0.0,0.0,118.18,118.18,118.18,0.0,0.0
2018-09-02,116.21,116.21,116.21,0.0,0.0,117.12,117.12,117.12,0.0,0.0,115.75,115.75,115.75,0.0,0.0,116.27,116.27,116.27,0.0,0.0
2018-09-09,118.5,118.5,118.5,0.0,0.0,118.78,118.78,118.78,0.0,0.0,117.92,117.92,117.92,0.0,0.0,118.33,118.33,118.33,0.0,0.0
2018-09-16,118.92,118.92,118.92,0.0,0.0,119.06,119.06,119.06,0.0,0.0,118.18,118.18,118.18,0.0,0.0,118.33,118.33,118.33,0.0,0.0
2018-09-23,118.62,118.62,118.62,0.0,0.0,119.49,119.49,119.49,0.0,0.0,118.6,118.6,118.6,0.0,0.0,119.0,119.0,119.0,0.0,0.0
2018-09-30,117.48,117.48,117.48,0.0,0.0,117.96,117.96,117.96,0.0,0.0,115.34,115.34,115.34,0.0,0.0,116.39,116.39,116.39,0.0,0.0
2018-10-07,110.77,110.77,110.77,0.0,0.0,111.29,111.29,111.29,0.0,0.0,108.98,108.98,108.98,0.0,0.0,110.8,110.8,110.8,0.0,0.0
2018-10-14,110.64,110.64,110.64,0.0,0.0,111.25,111.25,111.25,0.0,0.0,108.93,108.93,108.93,0.0,0.0,109.13,109.13,109.13,0.0,0.0
2018-10-21,104.91,104.91,104.91,0.0,0.0,106.55,106.55,106.55,0.0,0.0,103.46,103.46,103.46,0.0,0.0,104.86,104.86,104.86,0.0,0.0
2018-10-28,109.3,109.3,109.3,0.0,0.0,110.5,110.5,110.5,0.0,0.0,107.65,107.65,107.65,0.0,0.0,108.39,108.39,108.39,0.0,0.0
2018-11-04,111.61,111.61,111.61,0.0,0.0,111.92,111.92,111.92,0.0,0.0,109.95,109.95,109.95,0.0,0.0,110.76,110.76,110.76,0.0,0.0
2018-11-11,106.56,106.56,106.56,0.0,0.0,108.05,108.05,108.05,0.0,0.0,106.56,106.56,106.56,0.0,0.0,107.49,107.49,107.49,0.0,0.0
2018-11-18,101.7,101.7,101.7,0.0,0.0,102.63,102.63,102.63,0.0,0.0,101.5,101.5,101.5,0.0,0.0,101.86,101.86,101.86,0.0,0.0
2018-11-25,107.59,107.59,107.59,0.0,0.0,108.87,108.87,108.87,0.0,0.0,107.2,107.2,107.2,0.0,0.0,108.79,108.79,108.79,0.0,0.0
2018-12-02,107.0,107.0,107.0,0.0,0.0,107.3,107.3,107.3,0.0,0.0,103.69,103.69,103.69,0.0,0.0,104.12,104.12,104.12,0.0,0.0
2018-12-09,104.65,104.65,104.65,0.0,0.0,105.08,105.08,105.08,0.0,0.0,103.15,103.15,103.15,0.0,0.0,103.49,103.49,103.49,0.0,0.0
2018-12-16,97.88,97.88,97.88,0.0,0.0,98.87,98.87,98.87,0.0,0.0,95.01,95.01,95.01,0.0,0.0,95.37,95.37,95.37,0.0,0.0
2018-12-23,99.74,99.74,99.74,0.0,0.0,100.33,100.33,100.33,0.0,0.0,98.17,98.17,98.17,0.0,0.0,98.9,98.9,98.9,0.0,0.0
2018-12-30,98.16,98.16,98.16,0.0,0.0,100.51,100.51,100.51,0.0,0.0,97.96,97.96,97.96,0.0,0.0,100.05,100.05,100.05,0.0,0.0
2019-01-06,102.45,102.45,102.45,0.0,0.0,103.07,103.07,103.07,0.0,0.0,102.39,102.39,102.39,0.0,0.0,103.07,103.07,103.07,0.0,0.0
2019-01-13,105.3,105.3,105.3,0.0,0.0,105.78,105.78,105.78,0.0,0.0,104.65,104.65,104.65,0.0,0.0,105.51,105.51,105.51,0.0,0.0
2019-01-20,105.19,105.19,105.19,0.0,0.0,105.48,105.48,105.48,0.0,0.0,104.84,104.84,104.84,0.0,0.0,105.04,105.04,105.04,0.0,0.0
2019-01-27,106.85,106.85,106.85,0.0,0.0,107.13,107.13,107.13,0.0,0.0,106.54,106.54,106.54,0.0,0.0,106.9,106.9,106.9,0.0,0.0
2019-02-03,106.22,106.22,106.22,0.0,0.0,107.28,107.28,107.28,0.0,0.0,106.22,106.22,106.22,0.0,0.0,107.28,107.28,107.28,0.0,0.0
2019-02-10,108.92,108.92,108.92,0.0,0.0,109.48,109.48,109.48,0.0,0.0,108.92,108.92,108.92,0.0,0.0,109.46,109.46,109.46,0.0,0.0
2019-02-17,109.93,109.93,109.93,0.0,0.0,110.56,110.56,110.56,0.0,0.0,109.79,109.79,109.79,0.0,0.0,110.49,110.49,110.49,0.0,0.0
2019-02-24,110.98,110.98,110.98,0.0,0.0,110.99,110.99,110.99,0.0,0.0,110.28,110.28,110.28,0.0,0.0,110.87,110.87,110.87,0.0,0.0
2019-03-03,107.99,107.99,107.99,0.0,0.0,108.45,108.45,108.45,0.0,0.0,107.62,107.62,107.62,0.0,0.0,108.39,108.39,108.39,0.0,0.0
2019-03-10,111.07,111.07,111.07,0.0,0.0,111.82,111.82,111.82,0.0,0.0,110.98,110.98,110.98,0.0,0.0,111.53,111.53,111.53,0.0,0.0
2019-03-17,111.67,111.67,111.67,0.0,0.0,112.18,112.18,112.18,0.0,0.0,110.87,110.87,110.87,0.0,0.0,110.91,110.91,110.91,0.0,0.0
2019-03-24,111.95,111.95,111.95,0.0,0.0,112.23,112.23,112.23,0.0,0.0,111.5,111.5,111.5,0.0,0.0,112.18,112.18,112.18,0.0,0.0
2019-03-31,112.31,112.31,112.31,0.0,0.0,112.66,112.66,112.66,0.0,0.0,112.23,112.23,112.23,0.0,0.0,112.53,112.53,112.53,0.0,0.0
2019-04-07,112.92,112.92,112.92,0.0,0.0,113.02,113.02,113.02,0.0,0.0,112.66,112.66,112.66,0.0,0.0,112.79,112.79,112.79,0.0,0.0
2019-04-14,111.46,111.46,111.46,0.0,0.0,111.75,111.75,111.75,0.0,0.0,110.72,110.72,110.72,0.0,0.0,111.65,111.65,111.65,0.0,0.0
2019-04-21,113.43,113.43,113.43,0.0,0.0,114.18,114.18,114.18,0.0,0.0,113.27,113.27,113.27,0.0,0.0,114.17,114.17,114.17,0.0,0.0
2019-04-28,114.31,114.31,114.31,0.0,0.0,114.68,114.68,114.68,0.0,0.0,114.05,114.05,114.05,0.0,0.0,114.59,114.59,114.59,0.0,0.0
2019-05-05,112.31,112.31,112.31,0.0,0.0,113.78,113.78,113.78,0.0,0.0,111.35,111.35,111.35,0.0,0.0,113.56,113.56,113.56,0.0,0.0
2019-05-12,113.41,113.41,113.41,0.0,0.0,114.57,114.57,114.57,0.0,0.0,113.41,113.41,113.41,0.0,0.0,113.81,113.81,113.81,0.0,0.0
2019-05-19,113.97,113.97,113.97,0.0,0.0,114.31,114.31,114.31,0.0,0.0,113.6,113.6,113.6,0.0,0.0,113.84,113.84,113.84,0.0,0.0
2019-05-26,112.0,112.0,112.0,0.0,0.0,112.76,112.76,112.76,0.0,0.0,111.72,111.72,111.72,0.0,0.0,112.19,112.19,112.19,0.0,0.0
2019-06-02,116.9,116.9,116.9,0.0,0.0,118.44,118.44,118.44,0.0,0.0,116.9,116.9,116.9,0.0,0.0,117.92,117.92,117.92,0.0,0.0
2019-06-09,118.0,118.0,118.0,0.0,0.0,118.33,118.33,118.33,0.0,0.0,117.74,117.74,117.74,0.0,0.0,118.03,118.03,118.03,0.0,0.0
2019-06-16,120.3,120.3,120.3,0.0,0.0,120.5,120.5,120.5,0.0,0.0,119.67,119.67,119.67,0.0,0.0,119.75,119.75,119.75,0.0,0.0
2019-06-23,118.54,118.54,118.54,0.0,0.0,118.71,118.71,118.71,0.0,0.0,117.99,117.99,117.99,0.0,0.0,118.6,118.6,118.6,0.0,0.0
2019-06-30,121.32,121.32,121.32,0.0,0.0,121.52,121.52,121.52,0.0,0.0,120.28,120.28,120.28,0.0,0.0,121.43,121.43,121.43,0.0,0.0
2019-07-07,122.25,122.25,122.25,0.0,0.0,122.49,122.49,122.49,0.0,0.0,121.59,121.59,121.59,0.0,0.0,122.48,122.48,122.48,0.0,0.0
2019-07-14,122.99,122.99,122.99,0.0,0.0,123.0,123.0,123.0,0.0,0.0,121.41,121.41,121.41,0.0,0.0,121.45,121.45,121.45,0.0,0.0
2019-07-21,122.54,122.54,122.54,0.0,0.0,123.12,123.12,123.12,0.0,0.0,122.53,122.53,122.53,0.0,0.0,123.04,123.04,123.04,0.0,0.0
2019-07-28,120.05,120.05,120.05,0.0,0.0,120.12,120.12,120.12,0.0,0.0,118.65,118.65,118.65,0.0,0.0,119.3,119.3,119.3,0.0,0.0
2019-08-04,120.1,120.1,120.1,0.0,0.0,120.69,120.69,120.69,0.0,0.0,119.25,119.25,119.25,0.0,0.0,120.15,120.15,120.15,0.0,0.0
2019-08-11,118.34,118.34,118.34,0.0,0.0,119.47,119.47,119.47,0.0,0.0,118.19,118.19,118.19,0.0,0.0,119.25,119.25,119.25,0.0,0.0
2019-08-18,120.18,120.18,120.18,0.0,0.0,121.15,121.15,121.15,0.0,0.0,117.13,117.13,117.13,0.0,0.0,117.64,117.64,117.64,0.0,0.0
2019-08-25,121.89,121.89,121.89,0.0,0.0,122.27,122.27,122.27,0.0,0.0,120.41,120.41,120.41,0.0,0.0,121.05,121.05,121.05,0.0,0.0
2019-09-01,123.36,123.36,123.36,0.0,0.0,123.5,123.5,123.5,0.0,0.0,122.88,122.88,122.88,0.0,0.0,122.99,122.99,122.99,0.0,0.0
2019-09-08,120.88,120.88,120.88,0.0,0.0,120.88,120.88,120.88,0.0,0.0,119.97,119.97,119.97,0.0,0.0,120.1,120.1,120.1,0.0,0.0
2019-09-15,121.31,121.31,121.31,0.0,0.0,121.36,121.36,121.36,0.0,0.0,119.92,119.92,119.92,0.0,0.0,120.44,120.44,120.44,0.0,0.0
2019-09-22,120.06,120.06,120.06,0.0,0.0,120.13,120.13,120.13,0.0,0.0,117.72,117.72,117.72,0.0,0.0,118.53,118.53,118.53,0.0,0.0
2019-09-29,117.57,117.57,117.57,0.0,0.0,119.16,119.16,119.16,0.0,0.0,117.57,117.57,117.57,0.0,0.0,119.04,119.04,119.04,0.0,0.0
2019-10-06,119.15,119.15,119.15,0.0,0.0,119.91,119.91,119.91,0.0,0.0,118.84,118.84,118.84,0.0,0.0,118.88,118.88,118.88,0.0,0.0
2019-10-13,118.6,118.6,118.6,0.0,0.0,119.08,119.08,119.08,0.0,0.0,117.69,117.69,117.69,0.0,0.0,118.26,118.26,118.26,0.0,0.0
2019-10-20,118.47,118.47,118.47,0.0,0.0,119.35,119.35,119.35,0.0,0.0,118.17,118.17,118.17,0.0,0.0,119.02,119.02,119.02,0.0,0.0
2019-10-27,120.41,120.41,120.41,0.0,0.0,120.78,120.78,120.78,0.0,0.0,120.07,120.07,120.07,0.0,0.0,120.48,120.48,120.48,0.0,0.0
2019-11-03,119.75,119.75,119.75,0.0,0.0,120.45,120.45,120.45,0.0,0.0,119.72,119.72,119.72,0.0,0.0,120.44,120.44,120.44,0.0,0.0
2019-11-10,122.19,122.19,122.19,0.0,0.0,122.24,122.24,122.24,0.0,0.0,121.9,121.9,121.9,0.0,0.0,122.22,122.22,122.22,0.0,0.0
2019-11-17,122.36,122.36,122.36,0.0,0.0,122.36,122.36,122.36,0.0,0.0,121.7,121.7,121.7,0.0,0.0,122.17,122.17,122.17,0.0,0.0
2019-11-24,124.32,124.32,124.32,0.0,0.0,124.53,124.53,124.53,0.0,0.0,123.89,123.89,123.89,0.0,0.0,123.97,123.97,123.97,0.0,0.0
2019-12-01,124.05,124.05,124.05,0.0,0.0,124.21,124.21,124.21,0.0,0.0,123.61,123.61,123.61,0.0,0.0,123.7,123.7,123.7,0.0,0.0
2019-12-08,123.26,123.26,123.26,0.0,0.0,124.11,124.11,124.11,0.0,0.0,123.11,123.11,123.11,0.0,0.0,124.05,124.05,124.05,0.0,0.0
2019-12-15,125.02,125.02,125.02,0.0,0.0,125.76,125.76,125.76,0.0,0.0,125.02,125.02,125.02,0.0,0.0,125.6,125.6,125.6,0.0,0.0
2019-12-22,125.9,125.9,125.9,0.0,0.0,126.0,126.0,126.0,0.0,0.0,125.55,125.55,125.55,0.0,0.0,125.91,125.91,125.91,0.0,0.0
2019-12-29,124.98,124.98,124.98,0.0,0.0,126.33,126.33,126.33,0.0,0.0,124.87,124.87,124.87,0.0,0.0,125.96,125.96,125.96,0.0,0.0
2020-01-05,127.94,127.94,127.94,0.0,0.0,128.05,128.05,128.05,0.0,0.0,127.43,127.43,127.43,0.0,0.0,127.56,127.56,127.56,0.0,0.0
2020-01-12,130.86,130.86,130.86,0.0,0.0,131.43,131.43,131.43,0.0,0.0,130.7,130.7,130.7,0.0,0.0,131.38,131.38,131.38,0.0,0.0
