Date,iShares Edge MSCI Min Vol EMEtf_Open_average,iShares Edge MSCI Min Vol EMEtf_Open_max,iShares Edge MSCI Min Vol EMEtf_Open_min,iShares Edge MSCI Min Vol EMEtf_Open_volatility,iShares Edge MSCI Min Vol EMEtf_Open_change,iShares Edge MSCI Min Vol EMEtf_High_average,iShares Edge MSCI Min Vol EMEtf_High_max,iShares Edge MSCI Min Vol EMEtf_High_min,iShares Edge MSCI Min Vol EMEtf_High_volatility,iShares Edge MSCI Min Vol EMEtf_High_change,iShares Edge MSCI Min Vol EMEtf_Low_average,iShares Edge MSCI Min Vol EMEtf_Low_max,iShares Edge MSCI Min Vol EMEtf_Low_min,iShares Edge MSCI Min Vol EMEtf_Low_volatility,iShares Edge MSCI Min Vol EMEtf_Low_change,iShares Edge MSCI Min Vol EMEtf_Close_average,iShares Edge MSCI Min Vol EMEtf_Close_max,iShares Edge MSCI Min Vol EMEtf_Close_min,iShares Edge MSCI Min Vol EMEtf_Close_volatility,iShares Edge MSCI Min Vol EMEtf_Close_change
2018-01-14,64.0,64.0,64.0,0.0,0.0,64.19,64.19,64.19,0.0,0.0,63.83,63.83,63.83,0.0,0.0,64.12,64.12,64.12,0.0,0.0
2018-01-21,65.22,65.22,65.22,0.0,0.0,65.55,65.55,65.55,0.0,0.0,65.06,65.06,65.06,0.0,0.0,65.47,65.47,65.47,0.0,0.0
2018-01-28,63.58,63.58,63.58,0.0,0.0,63.85,63.85,63.85,0.0,0.0,62.9,62.9,62.9,0.0,0.0,62.92,62.92,62.92,0.0,0.0
2018-02-04,60.21,60.21,60.21,0.0,0.0,60.56,60.56,60.56,0.0,0.0,58.92,58.92,58.92,0.0,0.0,60.27,60.27,60.27,0.0,0.0
2018-02-11,62.27,62.27,62.27,0.0,0.0,62.82,62.82,62.82,0.0,0.0,62.27,62.27,62.27,0.0,0.0,62.4,62.4,62.4,0.0,0.0
2018-02-18,62.46,62.46,62.46,0.0,0.0,62.8,62.8,62.8,0.0,0.0,62.3,62.3,62.3,0.0,0.0,62.74,62.74,62.74,0.0,0.0
2018-02-25,60.6,60.6,60.6,0.0,0.0,61.5,61.5,61.5,0.0,0.0,60.5,60.5,60.5,0.0,0.0,61.37,61.37,61.37,0.0,0.0
2018-03-04,62.32,62.32,62.32,0.0,0.0,62.82,62.82,62.82,0.0,0.0,62.23,62.23,62.23,0.0,0.0,62.74,62.74,62.74,0.0,0.0
2018-03-11,62.45,62.45,62.45,0.0,0.0,62.66,62.66,62.66,0.0,0.0,62.43,62.43,62.43,0.0,0.0,62.56,62.56,62.56,0.0,0.0
2018-03-18,61.52,61.52,61.52,0.0,0.0,61.77,61.77,61.77,0.0,0.0,60.55,60.55,60.55,0.0,0.0,60.56,60.56,60.56,0.0,0.0
2018-03-25,61.61,61.61,61.61,0.0,0.0,62.43,62.43,62.43,0.0,0.0,61.61,61.61,61.61,0.0,0.0,62.34,62.34,62.34,0.0,0.0
2018-04-01,61.93,61.93,61.93,0.0,0.0,62.26,62.26,62.26,0.0,0.0,61.27,61.27,61.27,0.0,0.0,61.58,61.58,61.58,0.0,0.0
2018-04-08,62.76,62.76,62.76,0.0,0.0,62.88,62.88,62.88,0.0,0.0,62.28,62.28,62.28,0.0,0.0,62.54,62.54,62.54,0.0,0.0
2018-04-15,62.13,62.13,62.13,0.0,0.0,62.13,62.13,62.13,0.0,0.0,61.53,61.53,61.53,0.0,0.0,61.79,61.79,61.79,0.0,0.0
2018-04-22,61.56,61.56,61.56,0.0,0.0,61.58,61.58,61.58,0.0,0.0,61.26,61.26,61.26,0.0,0.0,61.49,61.49,61.49,0.0,0.0
2018-04-29,60.0,60.0,60.0,0.0,0.0,60.79,60.79,60.79,0.0,0.0,59.98,59.98,59.98,0.0,0.0,60.63,60.63,60.63,0.0,0.0
2018-05-06,61.37,61.37,61.37,0.0,0.0,61.51,61.51,61.51,0.0,0.0,61.08,61.08,61.08,0.0,0.0,61.2,61.2,61.2,0.0,0.0
2018-05-13,60.29,60.29,60.29,0.0,0.0,60.49,60.49,60.49,0.0,0.0,60.24,60.24,60.24,0.0,0.0,60.39,60.39,60.39,0.0,0.0
2018-05-20,61.0,61.0,61.0,0.0,0.0,61.28,61.28,61.28,0.0,0.0,60.99,60.99,60.99,0.0,0.0,61.23,61.23,61.23,0.0,0.0
2018-05-27,61.23,61.23,61.23,0.0,0.0,61.36,61.36,61.36,0.0,0.0,61.03,61.03,61.03,0.0,0.0,61.31,61.31,61.31,0.0,0.0
2018-06-03,61.2,61.2,61.2,0.0,0.0,61.59,61.59,61.59,0.0,0.0,61.19,61.19,61.19,0.0,0.0,61.43,61.43,61.43,0.0,0.0
2018-06-10,60.19,60.19,60.19,0.0,0.0,60.34,60.34,60.34,0.0,0.0,59.93,59.93,59.93,0.0,0.0,60.3,60.3,60.3,0.0,0.0
2018-06-17,58.68,58.68,58.68,0.0,0.0,58.7,58.7,58.7,0.0,0.0,58.33,58.33,58.33,0.0,0.0,58.4,58.4,58.4,0.0,0.0
2018-06-24,57.76,57.76,57.76,0.0,0.0,57.93,57.93,57.93,0.0,0.0,57.7,57.7,57.7,0.0,0.0,57.84,57.84,57.84,0.0,0.0
2018-07-01,57.44,57.44,57.44,0.0,0.0,57.92,57.92,57.92,0.0,0.0,57.4,57.4,57.4,0.0,0.0,57.75,57.75,57.75,0.0,0.0
2018-07-08,58.58,58.58,58.58,0.0,0.0,58.74,58.74,58.74,0.0,0.0,58.49,58.49,58.49,0.0,0.0,58.62,58.62,58.62,0.0,0.0
2018-07-15,58.69,58.69,58.69,0.0,0.0,59.01,59.01,59.01,0.0,0.0,58.68,58.68,58.68,0.0,0.0,58.95,58.95,58.95,0.0,0.0
2018-07-22,59.56,59.56,59.56,0.0,0.0,59.67,59.67,59.67,0.0,0.0,59.18,59.18,59.18,0.0,0.0,59.48,59.48,59.48,0.0,0.0
2018-07-29,59.07,59.07,59.07,0.0,0.0,59.31,59.31,59.31,0.0,0.0,59.02,59.02,59.02,0.0,0.0,59.23,59.23,59.23,0.0,0.0
2018-08-05,58.58,58.58,58.58,0.0,0.0,58.88,58.88,58.88,0.0,0.0,58.56,58.56,58.56,0.0,0.0,58.82,58.82,58.82,0.0,0.0
