Date,SPDR Barclays 1-10 Year TIPSEtf_Open_average,SPDR Barclays 1-10 Year TIPSEtf_Open_max,SPDR Barclays 1-10 Year TIPSEtf_Open_min,SPDR Barclays 1-10 Year TIPSEtf_Open_volatility,SPDR Barclays 1-10 Year TIPSEtf_Open_change,SPDR Barclays 1-10 Year TIPSEtf_High_average,SPDR Barclays 1-10 Year TIPSEtf_High_max,SPDR Barclays 1-10 Year TIPSEtf_High_min,SPDR Barclays 1-10 Year TIPSEtf_High_volatility,SPDR Barclays 1-10 Year TIPSEtf_High_change,SPDR Barclays 1-10 Year TIPSEtf_Low_average,SPDR Barclays 1-10 Year TIPSEtf_Low_max,SPDR Barclays 1-10 Year TIPSEtf_Low_min,SPDR Barclays 1-10 Year TIPSEtf_Low_volatility,SPDR Barclays 1-10 Year TIPSEtf_Low_change,SPDR Barclays 1-10 Year TIPSEtf_Close_average,SPDR Barclays 1-10 Year TIPSEtf_Close_max,SPDR Barclays 1-10 Year TIPSEtf_Close_min,SPDR Barclays 1-10 Year TIPSEtf_Close_volatility,SPDR Barclays 1-10 Year TIPSEtf_Close_change
2018-01-14,19.2,19.2,19.2,0.0,0.0,19.21,19.21,19.21,0.0,0.0,19.17,19.17,19.17,0.0,0.0,19.18,19.18,19.18,0.0,0.0
2018-01-21,19.2,19.2,19.2,0.0,0.0,19.21,19.21,19.21,0.0,0.0,19.18,19.18,19.18,0.0,0.0,19.2,19.2,19.2,0.0,0.0
2018-01-28,19.04,19.04,19.04,0.0,0.0,21.0,21.0,21.0,0.0,0.0,19.03,19.03,19.03,0.0,0.0,19.07,19.07,19.07,0.0,0.0
2018-02-04,19.05,19.05,19.05,0.0,0.0,19.05,19.05,19.05,0.0,0.0,19.02,19.02,19.02,0.0,0.0,19.02,19.02,19.02,0.0,0.0
2018-02-11,19.07,19.07,19.07,0.0,0.0,19.07,19.07,19.07,0.0,0.0,19.01,19.01,19.01,0.0,0.0,19.05,19.05,19.05,0.0,0.0
2018-02-18,19.02,19.02,19.02,0.0,0.0,19.09,19.09,19.09,0.0,0.0,19.02,19.02,19.02,0.0,0.0,19.05,19.05,19.05,0.0,0.0
2018-02-25,19.1,19.1,19.1,0.0,0.0,19.12,19.12,19.12,0.0,0.0,19.05,19.05,19.05,0.0,0.0,19.11,19.11,19.11,0.0,0.0
2018-03-04,19.11,19.11,19.11,0.0,0.0,19.12,19.12,19.12,0.0,0.0,19.05,19.05,19.05,0.0,0.0,19.09,19.09,19.09,0.0,0.0
2018-03-11,19.1,19.1,19.1,0.0,0.0,19.11,19.11,19.11,0.0,0.0,19.08,19.08,19.08,0.0,0.0,19.11,19.11,19.11,0.0,0.0
2018-03-18,19.13,19.13,19.13,0.0,0.0,19.15,19.15,19.15,0.0,0.0,19.11,19.11,19.11,0.0,0.0,19.15,19.15,19.15,0.0,0.0
2018-03-25,19.15,19.15,19.15,0.0,0.0,19.2,19.2,19.2,0.0,0.0,19.15,19.15,19.15,0.0,0.0,19.19,19.19,19.19,0.0,0.0
2018-04-01,19.19,19.19,19.19,0.0,0.0,19.21,19.21,19.21,0.0,0.0,19.18,19.18,19.18,0.0,0.0,19.19,19.19,19.19,0.0,0.0
2018-04-08,19.2,19.2,19.2,0.0,0.0,19.22,19.22,19.22,0.0,0.0,19.2,19.2,19.2,0.0,0.0,19.22,19.22,19.22,0.0,0.0
2018-04-15,19.15,19.15,19.15,0.0,0.0,19.16,19.16,19.16,0.0,0.0,19.13,19.13,19.13,0.0,0.0,19.15,19.15,19.15,0.0,0.0
2018-04-22,19.15,19.15,19.15,0.0,0.0,19.16,19.16,19.16,0.0,0.0,19.13,19.13,19.13,0.0,0.0,19.15,19.15,19.15,0.0,0.0
2018-04-29,19.18,19.18,19.18,0.0,0.0,19.18,19.18,19.18,0.0,0.0,19.15,19.15,19.15,0.0,0.0,19.16,19.16,19.16,0.0,0.0
2018-05-06,19.18,19.18,19.18,0.0,0.0,19.18,19.18,19.18,0.0,0.0,19.14,19.14,19.14,0.0,0.0,19.16,19.16,19.16,0.0,0.0
2018-05-13,19.08,19.08,19.08,0.0,0.0,19.11,19.11,19.11,0.0,0.0,19.08,19.08,19.08,0.0,0.0,19.1,19.1,19.1,0.0,0.0
2018-05-20,19.16,19.16,19.16,0.0,0.0,19.18,19.18,19.18,0.0,0.0,19.15,19.15,19.15,0.0,0.0,19.15,19.15,19.15,0.0,0.0
2018-05-27,19.18,19.18,19.18,0.0,0.0,19.18,19.18,19.18,0.0,0.0,19.16,19.16,19.16,0.0,0.0,19.17,19.17,19.17,0.0,0.0
2018-06-03,19.15,19.15,19.15,0.0,0.0,19.19,19.19,19.19,0.0,0.0,19.15,19.15,19.15,0.0,0.0,19.16,19.16,19.16,0.0,0.0
2018-06-10,19.18,19.18,19.18,0.0,0.0,19.19,19.19,19.19,0.0,0.0,19.15,19.15,19.15,0.0,0.0,19.19,19.19,19.19,0.0,0.0
2018-06-17,19.21,19.21,19.21,0.0,0.0,19.23,19.23,19.23,0.0,0.0,19.19,19.19,19.19,0.0,0.0,19.23,19.23,19.23,0.0,0.0
2018-06-24,19.29,19.29,19.29,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.26,19.26,19.26,0.0,0.0,19.27,19.27,19.27,0.0,0.0
2018-07-01,19.25,19.25,19.25,0.0,0.0,19.27,19.27,19.27,0.0,0.0,19.23,19.23,19.23,0.0,0.0,19.25,19.25,19.25,0.0,0.0
2018-07-08,19.21,19.21,19.21,0.0,0.0,19.24,19.24,19.24,0.0,0.0,19.21,19.21,19.21,0.0,0.0,19.22,19.22,19.22,0.0,0.0
2018-07-15,19.19,19.19,19.19,0.0,0.0,19.19,19.19,19.19,0.0,0.0,19.15,19.15,19.15,0.0,0.0,19.15,19.15,19.15,0.0,0.0
2018-07-22,19.12,19.12,19.12,0.0,0.0,19.12,19.12,19.12,0.0,0.0,19.09,19.09,19.09,0.0,0.0,19.11,19.11,19.11,0.0,0.0
2018-07-29,19.03,19.03,19.03,0.0,0.0,19.06,19.06,19.06,0.0,0.0,19.03,19.03,19.03,0.0,0.0,19.04,19.04,19.04,0.0,0.0
2018-08-05,19.12,19.12,19.12,0.0,0.0,19.15,19.15,19.15,0.0,0.0,19.11,19.11,19.11,0.0,0.0,19.11,19.11,19.11,0.0,0.0
2018-08-12,19.14,19.14,19.14,0.0,0.0,19.14,19.14,19.14,0.0,0.0,19.1,19.1,19.1,0.0,0.0,19.12,19.12,19.12,0.0,0.0
2018-08-19,19.18,19.18,19.18,0.0,0.0,19.2,19.2,19.2,0.0,0.0,19.17,19.17,19.17,0.0,0.0,19.2,19.2,19.2,0.0,0.0
2018-08-26,19.19,19.19,19.19,0.0,0.0,19.19,19.19,19.19,0.0,0.0,19.14,19.14,19.14,0.0,0.0,19.14,19.14,19.14,0.0,0.0
2018-09-02,19.08,19.08,19.08,0.0,0.0,19.08,19.08,19.08,0.0,0.0,19.04,19.04,19.04,0.0,0.0,19.05,19.05,19.05,0.0,0.0
2018-09-09,19.0,19.0,19.0,0.0,0.0,19.02,19.02,19.02,0.0,0.0,18.99,18.99,18.99,0.0,0.0,19.0,19.0,19.0,0.0,0.0
2018-09-16,18.98,18.98,18.98,0.0,0.0,18.99,18.99,18.99,0.0,0.0,18.96,18.96,18.96,0.0,0.0,18.98,18.98,18.98,0.0,0.0
2018-09-23,19.0,19.0,19.0,0.0,0.0,19.02,19.02,19.02,0.0,0.0,18.99,18.99,18.99,0.0,0.0,18.99,18.99,18.99,0.0,0.0
2018-09-30,18.89,18.89,18.89,0.0,0.0,18.9,18.9,18.9,0.0,0.0,18.85,18.85,18.85,0.0,0.0,18.85,18.85,18.85,0.0,0.0
2018-10-07,18.87,18.87,18.87,0.0,0.0,18.9,18.9,18.9,0.0,0.0,18.87,18.87,18.87,0.0,0.0,18.87,18.87,18.87,0.0,0.0
2018-10-14,18.84,18.84,18.84,0.0,0.0,18.86,18.86,18.86,0.0,0.0,18.83,18.83,18.83,0.0,0.0,18.85,18.85,18.85,0.0,0.0
2018-10-21,18.86,18.86,18.86,0.0,0.0,18.92,18.92,18.92,0.0,0.0,18.85,18.85,18.85,0.0,0.0,18.91,18.91,18.91,0.0,0.0
2018-10-28,18.78,18.78,18.78,0.0,0.0,18.78,18.78,18.78,0.0,0.0,18.74,18.74,18.74,0.0,0.0,18.75,18.75,18.75,0.0,0.0
2018-11-04,18.77,18.77,18.77,0.0,0.0,18.78,18.78,18.78,0.0,0.0,18.76,18.76,18.76,0.0,0.0,18.78,18.78,18.78,0.0,0.0
