Date,KraneShares EM Consumer TechnologyEtf_Open_average,KraneShares EM Consumer TechnologyEtf_Open_max,KraneShares EM Consumer TechnologyEtf_Open_min,KraneShares EM Consumer TechnologyEtf_Open_volatility,KraneShares EM Consumer TechnologyEtf_Open_change,KraneShares EM Consumer TechnologyEtf_High_average,KraneShares EM Consumer TechnologyEtf_High_max,KraneShares EM Consumer TechnologyEtf_High_min,KraneShares EM Consumer TechnologyEtf_High_volatility,KraneShares EM Consumer TechnologyEtf_High_change,KraneShares EM Consumer TechnologyEtf_Low_average,KraneShares EM Consumer TechnologyEtf_Low_max,KraneShares EM Consumer TechnologyEtf_Low_min,KraneShares EM Consumer TechnologyEtf_Low_volatility,KraneShares EM Consumer TechnologyEtf_Low_change,KraneShares EM Consumer TechnologyEtf_Close_average,KraneShares EM Consumer TechnologyEtf_Close_max,KraneShares EM Consumer TechnologyEtf_Close_min,KraneShares EM Consumer TechnologyEtf_Close_volatility,KraneShares EM Consumer TechnologyEtf_Close_change
2019-02-03,21.08,21.08,21.08,0.0,0.0,21.23,21.23,21.23,0.0,0.0,21.08,21.08,21.08,0.0,0.0,21.23,21.23,21.23,0.0,0.0
2019-02-10,21.33,21.33,21.33,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.37,21.37,21.37,0.0,0.0
2019-02-17,21.76,21.76,21.76,0.0,0.0,21.93,21.93,21.93,0.0,0.0,21.76,21.76,21.76,0.0,0.0,21.93,21.93,21.93,0.0,0.0
2019-02-24,22.51,22.51,22.51,0.0,0.0,22.54,22.54,22.54,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.35,22.35,22.35,0.0,0.0
2019-03-03,21.74,21.74,21.74,0.0,0.0,22.02,22.02,22.02,0.0,0.0,21.73,21.73,21.73,0.0,0.0,22.02,22.02,22.02,0.0,0.0
2019-03-10,22.68,22.68,22.68,0.0,0.0,22.83,22.83,22.83,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.77,22.77,22.77,0.0,0.0
2019-03-17,22.51,22.51,22.51,0.0,0.0,22.51,22.51,22.51,0.0,0.0,22.21,22.21,22.21,0.0,0.0,22.21,22.21,22.21,0.0,0.0
2019-03-24,22.89,22.89,22.89,0.0,0.0,23.06,23.06,23.06,0.0,0.0,22.89,22.89,22.89,0.0,0.0,23.0,23.0,23.0,0.0,0.0
2019-03-31,23.6,23.6,23.6,0.0,0.0,23.69,23.69,23.69,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.63,23.63,23.63,0.0,0.0
2019-04-07,23.6,23.6,23.6,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.52,23.52,23.52,0.0,0.0
2019-04-14,23.27,23.27,23.27,0.0,0.0,23.38,23.38,23.38,0.0,0.0,23.27,23.27,23.27,0.0,0.0,23.33,23.33,23.33,0.0,0.0
2019-04-21,23.0,23.0,23.0,0.0,0.0,23.11,23.11,23.11,0.0,0.0,22.99,22.99,22.99,0.0,0.0,23.11,23.11,23.11,0.0,0.0
2019-04-28,23.47,23.47,23.47,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.47,23.47,23.47,0.0,0.0,23.66,23.66,23.66,0.0,0.0
2019-05-05,22.5,22.5,22.5,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.13,22.13,22.13,0.0,0.0,22.4,22.4,22.4,0.0,0.0
2019-05-12,21.63,21.63,21.63,0.0,0.0,21.67,21.67,21.67,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.5,21.5,21.5,0.0,0.0
2019-05-19,20.9,20.9,20.9,0.0,0.0,20.99,20.99,20.99,0.0,0.0,20.78,20.78,20.78,0.0,0.0,20.8,20.8,20.8,0.0,0.0
2019-05-26,20.9,20.9,20.9,0.0,0.0,20.96,20.96,20.96,0.0,0.0,20.9,20.9,20.9,0.0,0.0,20.95,20.95,20.95,0.0,0.0
2019-06-02,21.2,21.2,21.2,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.2,21.2,21.2,0.0,0.0,21.38,21.38,21.38,0.0,0.0
2019-06-09,21.53,21.53,21.53,0.0,0.0,21.53,21.53,21.53,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.51,21.51,21.51,0.0,0.0
2019-06-16,22.47,22.47,22.47,0.0,0.0,22.47,22.47,22.47,0.0,0.0,22.37,22.37,22.37,0.0,0.0,22.44,22.44,22.44,0.0,0.0
2019-06-23,22.39,22.39,22.39,0.0,0.0,22.39,22.39,22.39,0.0,0.0,22.38,22.38,22.38,0.0,0.0,22.39,22.39,22.39,0.0,0.0
2019-06-30,22.45,22.45,22.45,0.0,0.0,22.51,22.51,22.51,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.5,22.5,22.5,0.0,0.0
2019-07-07,22.47,22.47,22.47,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.43,22.43,22.43,0.0,0.0,22.46,22.46,22.46,0.0,0.0
2019-07-14,22.46,22.46,22.46,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.32,22.32,22.32,0.0,0.0
2019-07-21,22.71,22.71,22.71,0.0,0.0,22.71,22.71,22.71,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.7,22.7,22.7,0.0,0.0
2019-07-28,21.95,21.95,21.95,0.0,0.0,21.95,21.95,21.95,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.78,21.78,21.78,0.0,0.0
2019-08-04,21.71,21.71,21.71,0.0,0.0,21.71,21.71,21.71,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.63,21.63,21.63,0.0,0.0
2019-08-11,21.23,21.23,21.23,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.23,21.23,21.23,0.0,0.0,21.45,21.45,21.45,0.0,0.0
2019-08-18,21.65,21.65,21.65,0.0,0.0,21.65,21.65,21.65,0.0,0.0,21.28,21.28,21.28,0.0,0.0,21.28,21.28,21.28,0.0,0.0
2019-08-25,22.0,22.0,22.0,0.0,0.0,22.03,22.03,22.03,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0
2019-09-01,22.55,22.55,22.55,0.0,0.0,22.59,22.59,22.59,0.0,0.0,22.51,22.51,22.51,0.0,0.0,22.53,22.53,22.53,0.0,0.0
2019-09-08,22.78,22.78,22.78,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.78,22.78,22.78,0.0,0.0,22.78,22.78,22.78,0.0,0.0
2019-09-15,22.53,22.53,22.53,0.0,0.0,22.57,22.57,22.57,0.0,0.0,22.4,22.4,22.4,0.0,0.0,22.45,22.45,22.45,0.0,0.0
2019-09-22,21.38,21.38,21.38,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.5,21.5,21.5,0.0,0.0
2019-09-29,21.6,21.6,21.6,0.0,0.0,21.81,21.81,21.81,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.81,21.81,21.81,0.0,0.0
2019-10-06,22.08,22.08,22.08,0.0,0.0,22.17,22.17,22.17,0.0,0.0,22.08,22.08,22.08,0.0,0.0,22.17,22.17,22.17,0.0,0.0
2019-10-13,22.21,22.21,22.21,0.0,0.0,22.21,22.21,22.21,0.0,0.0,21.94,21.94,21.94,0.0,0.0,21.99,21.99,21.99,0.0,0.0
2019-10-20,22.4,22.4,22.4,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.4,22.4,22.4,0.0,0.0,22.57,22.57,22.57,0.0,0.0
2019-10-27,22.76,22.76,22.76,0.0,0.0,22.77,22.77,22.77,0.0,0.0,22.72,22.72,22.72,0.0,0.0,22.77,22.77,22.77,0.0,0.0
2019-11-03,23.2,23.2,23.2,0.0,0.0,23.21,23.21,23.21,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.09,23.09,23.09,0.0,0.0
2019-11-10,22.96,22.96,22.96,0.0,0.0,22.96,22.96,22.96,0.0,0.0,22.91,22.91,22.91,0.0,0.0,22.91,22.91,22.91,0.0,0.0
2019-11-17,22.77,22.77,22.77,0.0,0.0,22.77,22.77,22.77,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.75,22.75,22.75,0.0,0.0
2019-11-24,22.9,22.9,22.9,0.0,0.0,22.9,22.9,22.9,0.0,0.0,22.82,22.82,22.82,0.0,0.0,22.87,22.87,22.87,0.0,0.0
2019-12-01,22.92,22.92,22.92,0.0,0.0,22.99,22.99,22.99,0.0,0.0,22.91,22.91,22.91,0.0,0.0,22.92,22.92,22.92,0.0,0.0
2019-12-08,23.5,23.5,23.5,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.49,23.49,23.49,0.0,0.0,23.52,23.52,23.52,0.0,0.0
2019-12-15,24.07,24.07,24.07,0.0,0.0,24.14,24.14,24.14,0.0,0.0,24.07,24.07,24.07,0.0,0.0,24.14,24.14,24.14,0.0,0.0
2019-12-22,24.12,24.12,24.12,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.11,24.11,24.11,0.0,0.0
2019-12-29,24.31,24.31,24.31,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.31,24.31,24.31,0.0,0.0,24.37,24.37,24.37,0.0,0.0
2020-01-05,25.09,25.09,25.09,0.0,0.0,25.13,25.13,25.13,0.0,0.0,24.99,24.99,24.99,0.0,0.0,25.02,25.02,25.02,0.0,0.0
2020-01-12,25.71,25.71,25.71,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.59,25.59,25.59,0.0,0.0
2020-01-19,24.84,24.84,24.84,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.51,24.51,24.51,0.0,0.0
2020-01-26,23.52,23.52,23.52,0.0,0.0,23.52,23.52,23.52,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.46,23.46,23.46,0.0,0.0
2020-02-02,24.44,24.44,24.44,0.0,0.0,24.44,24.44,24.44,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.29,24.29,24.29,0.0,0.0
2020-02-09,25.18,25.18,25.18,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.03,25.03,25.03,0.0,0.0,25.08,25.08,25.08,0.0,0.0
2020-02-16,24.67,24.67,24.67,0.0,0.0,24.81,24.81,24.81,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.75,24.75,24.75,0.0,0.0
2020-02-23,22.4,22.4,22.4,0.0,0.0,22.56,22.56,22.56,0.0,0.0,22.1,22.1,22.1,0.0,0.0,22.56,22.56,22.56,0.0,0.0
2020-03-01,22.65,22.65,22.65,0.0,0.0,22.66,22.66,22.66,0.0,0.0,22.38,22.38,22.38,0.0,0.0,22.66,22.66,22.66,0.0,0.0
2020-03-08,20.28,20.28,20.28,0.0,0.0,20.28,20.28,20.28,0.0,0.0,20.28,20.28,20.28,0.0,0.0,20.28,20.28,20.28,0.0,0.0
2020-03-15,17.8,17.8,17.8,0.0,0.0,17.8,17.8,17.8,0.0,0.0,17.8,17.8,17.8,0.0,0.0,17.8,17.8,17.8,0.0,0.0
2020-03-22,19.14,19.14,19.14,0.0,0.0,19.14,19.14,19.14,0.0,0.0,19.14,19.14,19.14,0.0,0.0,19.14,19.14,19.14,0.0,0.0
2020-03-29,19.37,19.37,19.37,0.0,0.0,19.37,19.37,19.37,0.0,0.0,18.91,18.91,18.91,0.0,0.0,19.01,19.01,19.01,0.0,0.0
2020-04-05,20.55,20.55,20.55,0.0,0.0,20.57,20.57,20.57,0.0,0.0,20.22,20.22,20.22,0.0,0.0,20.22,20.22,20.22,0.0,0.0
2020-04-12,21.06,21.06,21.06,0.0,0.0,21.06,21.06,21.06,0.0,0.0,20.89,20.89,20.89,0.0,0.0,20.97,20.97,20.97,0.0,0.0
2020-04-19,20.67,20.67,20.67,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.53,20.53,20.53,0.0,0.0,20.7,20.7,20.7,0.0,0.0
2020-04-26,20.59,20.59,20.59,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.59,20.59,20.59,0.0,0.0
2020-05-03,22.18,22.18,22.18,0.0,0.0,22.18,22.18,22.18,0.0,0.0,22.18,22.18,22.18,0.0,0.0,22.18,22.18,22.18,0.0,0.0
2020-05-10,21.91,21.91,21.91,0.0,0.0,21.93,21.93,21.93,0.0,0.0,21.91,21.91,21.91,0.0,0.0,21.93,21.93,21.93,0.0,0.0
2020-05-17,22.45,22.45,22.45,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.24,22.24,22.24,0.0,0.0,22.26,22.26,22.26,0.0,0.0
2020-05-24,22.79,22.79,22.79,0.0,0.0,23.19,23.19,23.19,0.0,0.0,22.74,22.74,22.74,0.0,0.0,23.19,23.19,23.19,0.0,0.0
2020-05-31,24.97,24.97,24.97,0.0,0.0,24.97,24.97,24.97,0.0,0.0,24.97,24.97,24.97,0.0,0.0,24.97,24.97,24.97,0.0,0.0
2020-06-07,24.95,24.95,24.95,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.94,24.94,24.94,0.0,0.0
2020-06-14,25.75,25.75,25.75,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.55,25.55,25.55,0.0,0.0
2020-06-21,25.82,25.82,25.82,0.0,0.0,25.87,25.87,25.87,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.77,25.77,25.77,0.0,0.0
2020-06-28,26.9,26.9,26.9,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.9,26.9,26.9,0.0,0.0
2020-07-05,27.6,27.6,27.6,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.33,27.33,27.33,0.0,0.0
