Date,KraneShares EM Consumer TechnologyEtf_Open_average,KraneShares EM Consumer TechnologyEtf_Open_max,KraneShares EM Consumer TechnologyEtf_Open_min,KraneShares EM Consumer TechnologyEtf_Open_volatility,KraneShares EM Consumer TechnologyEtf_Open_change,KraneShares EM Consumer TechnologyEtf_High_average,KraneShares EM Consumer TechnologyEtf_High_max,KraneShares EM Consumer TechnologyEtf_High_min,KraneShares EM Consumer TechnologyEtf_High_volatility,KraneShares EM Consumer TechnologyEtf_High_change,KraneShares EM Consumer TechnologyEtf_Low_average,KraneShares EM Consumer TechnologyEtf_Low_max,KraneShares EM Consumer TechnologyEtf_Low_min,KraneShares EM Consumer TechnologyEtf_Low_volatility,KraneShares EM Consumer TechnologyEtf_Low_change,KraneShares EM Consumer TechnologyEtf_Close_average,KraneShares EM Consumer TechnologyEtf_Close_max,KraneShares EM Consumer TechnologyEtf_Close_min,KraneShares EM Consumer TechnologyEtf_Close_volatility,KraneShares EM Consumer TechnologyEtf_Close_change
2018-01-14,27.79,27.79,27.79,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.82,27.82,27.82,0.0,0.0
2018-01-21,28.71,28.71,28.71,0.0,0.0,28.97,28.97,28.97,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.97,28.97,28.97,0.0,0.0
2018-01-28,27.46,27.46,27.46,0.0,0.0,27.46,27.46,27.46,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.94,26.94,26.94,0.0,0.0
2018-02-04,25.38,25.38,25.38,0.0,0.0,25.5,25.5,25.5,0.0,0.0,24.55,24.55,24.55,0.0,0.0,25.38,25.38,25.38,0.0,0.0
2018-02-11,27.55,27.55,27.55,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.53,27.53,27.53,0.0,0.0
2018-02-18,27.75,27.75,27.75,0.0,0.0,28.11,28.11,28.11,0.0,0.0,27.62,27.62,27.62,0.0,0.0,28.11,28.11,28.11,0.0,0.0
2018-02-25,26.48,26.48,26.48,0.0,0.0,27.19,27.19,27.19,0.0,0.0,26.48,26.48,26.48,0.0,0.0,27.19,27.19,27.19,0.0,0.0
2018-03-04,28.27,28.27,28.27,0.0,0.0,28.27,28.27,28.27,0.0,0.0,28.27,28.27,28.27,0.0,0.0,28.27,28.27,28.27,0.0,0.0
2018-03-11,28.08,28.08,28.08,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.15,28.15,28.15,0.0,0.0
2018-03-18,27.09,27.09,27.09,0.0,0.0,27.2,27.2,27.2,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.74,26.74,26.74,0.0,0.0
2018-03-25,26.56,26.56,26.56,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.76,26.76,26.76,0.0,0.0
2018-04-01,26.13,26.13,26.13,0.0,0.0,26.13,26.13,26.13,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.92,25.92,25.92,0.0,0.0
2018-04-08,26.0,26.0,26.0,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.0,26.0,26.0,0.0,0.0
2018-04-15,25.86,25.86,25.86,0.0,0.0,25.87,25.87,25.87,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.81,25.81,25.81,0.0,0.0
2018-04-22,25.29,25.29,25.29,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.24,25.24,25.24,0.0,0.0
2018-04-29,24.91,24.91,24.91,0.0,0.0,25.44,25.44,25.44,0.0,0.0,24.91,24.91,24.91,0.0,0.0,25.35,25.35,25.35,0.0,0.0
2018-05-06,25.9,25.9,25.9,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.67,25.67,25.67,0.0,0.0
2018-05-13,24.81,24.81,24.81,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.74,24.74,24.74,0.0,0.0
2018-05-20,25.02,25.02,25.02,0.0,0.0,25.15,25.15,25.15,0.0,0.0,25.02,25.02,25.02,0.0,0.0,25.05,25.05,25.05,0.0,0.0
2018-05-27,24.97,24.97,24.97,0.0,0.0,25.37,25.37,25.37,0.0,0.0,24.97,24.97,24.97,0.0,0.0,25.27,25.27,25.27,0.0,0.0
2018-06-03,25.21,25.21,25.21,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.62,25.62,25.62,0.0,0.0
2018-06-10,25.45,25.45,25.45,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.49,25.49,25.49,0.0,0.0
2018-06-17,24.88,24.88,24.88,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.79,24.79,24.79,0.0,0.0
2018-06-24,24.22,24.22,24.22,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.25,24.25,24.25,0.0,0.0
2018-07-01,24.16,24.16,24.16,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.08,24.08,24.08,0.0,0.0,24.46,24.46,24.46,0.0,0.0
2018-07-08,24.65,24.65,24.65,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.78,24.78,24.78,0.0,0.0
2018-07-15,24.57,24.57,24.57,0.0,0.0,24.64,24.64,24.64,0.0,0.0,24.52,24.52,24.52,0.0,0.0,24.52,24.52,24.52,0.0,0.0
2018-07-22,24.64,24.64,24.64,0.0,0.0,24.64,24.64,24.64,0.0,0.0,24.23,24.23,24.23,0.0,0.0,24.33,24.33,24.33,0.0,0.0
2018-07-29,23.45,23.45,23.45,0.0,0.0,23.69,23.69,23.69,0.0,0.0,23.42,23.42,23.42,0.0,0.0,23.63,23.63,23.63,0.0,0.0
2018-08-05,23.31,23.31,23.31,0.0,0.0,23.32,23.32,23.32,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.25,23.25,23.25,0.0,0.0
2018-08-12,22.17,22.17,22.17,0.0,0.0,22.36,22.36,22.36,0.0,0.0,22.03,22.03,22.03,0.0,0.0,22.29,22.29,22.29,0.0,0.0
2018-08-19,22.71,22.71,22.71,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.66,22.66,22.66,0.0,0.0,22.75,22.75,22.75,0.0,0.0
2018-08-26,22.27,22.27,22.27,0.0,0.0,22.53,22.53,22.53,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.52,22.52,22.52,0.0,0.0
2018-09-02,21.34,21.34,21.34,0.0,0.0,21.58,21.58,21.58,0.0,0.0,21.34,21.34,21.34,0.0,0.0,21.4,21.4,21.4,0.0,0.0
2018-09-09,21.73,21.73,21.73,0.0,0.0,21.79,21.79,21.79,0.0,0.0,21.57,21.57,21.57,0.0,0.0,21.61,21.61,21.61,0.0,0.0
2018-09-16,22.29,22.29,22.29,0.0,0.0,22.29,22.29,22.29,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.2,22.2,22.2,0.0,0.0
2018-09-23,21.88,21.88,21.88,0.0,0.0,21.88,21.88,21.88,0.0,0.0,21.69,21.69,21.69,0.0,0.0,21.76,21.76,21.76,0.0,0.0
2018-09-30,20.67,20.67,20.67,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.26,20.26,20.26,0.0,0.0,20.43,20.43,20.43,0.0,0.0
2018-10-07,19.76,19.76,19.76,0.0,0.0,20.25,20.25,20.25,0.0,0.0,19.76,19.76,19.76,0.0,0.0,20.25,20.25,20.25,0.0,0.0
2018-10-14,19.94,19.94,19.94,0.0,0.0,20.05,20.05,20.05,0.0,0.0,19.68,19.68,19.68,0.0,0.0,19.72,19.72,19.72,0.0,0.0
2018-10-21,18.62,18.62,18.62,0.0,0.0,19.19,19.19,19.19,0.0,0.0,18.5,18.5,18.5,0.0,0.0,19.05,19.05,19.05,0.0,0.0
2018-10-28,20.66,20.66,20.66,0.0,0.0,20.66,20.66,20.66,0.0,0.0,20.2,20.2,20.2,0.0,0.0,20.32,20.32,20.32,0.0,0.0
2018-11-04,19.52,19.52,19.52,0.0,0.0,19.52,19.52,19.52,0.0,0.0,19.11,19.11,19.11,0.0,0.0,19.27,19.27,19.27,0.0,0.0
2018-11-11,19.82,19.82,19.82,0.0,0.0,19.93,19.93,19.93,0.0,0.0,19.7,19.7,19.7,0.0,0.0,19.88,19.88,19.88,0.0,0.0
2018-11-18,19.22,19.22,19.22,0.0,0.0,19.25,19.25,19.25,0.0,0.0,19.17,19.17,19.17,0.0,0.0,19.18,19.18,19.18,0.0,0.0
2018-11-25,19.89,19.89,19.89,0.0,0.0,20.22,20.22,20.22,0.0,0.0,19.89,19.89,19.89,0.0,0.0,20.22,20.22,20.22,0.0,0.0
2018-12-02,20.0,20.0,20.0,0.0,0.0,20.14,20.14,20.14,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.75,19.75,19.75,0.0,0.0
2018-12-09,19.74,19.74,19.74,0.0,0.0,19.79,19.79,19.79,0.0,0.0,19.5,19.5,19.5,0.0,0.0,19.64,19.64,19.64,0.0,0.0
2018-12-16,19.09,19.09,19.09,0.0,0.0,19.09,19.09,19.09,0.0,0.0,18.64,18.64,18.64,0.0,0.0,18.74,18.74,18.74,0.0,0.0
2018-12-23,19.11,19.11,19.11,0.0,0.0,19.15,19.15,19.15,0.0,0.0,19.02,19.02,19.02,0.0,0.0,19.15,19.15,19.15,0.0,0.0
2018-12-30,19.36,19.36,19.36,0.0,0.0,19.71,19.71,19.71,0.0,0.0,19.36,19.36,19.36,0.0,0.0,19.64,19.64,19.64,0.0,0.0
2019-01-06,20.13,20.13,20.13,0.0,0.0,20.2,20.2,20.2,0.0,0.0,20.13,20.13,20.13,0.0,0.0,20.2,20.2,20.2,0.0,0.0
2019-01-13,20.54,20.54,20.54,0.0,0.0,20.79,20.79,20.79,0.0,0.0,20.54,20.54,20.54,0.0,0.0,20.69,20.69,20.69,0.0,0.0
2019-01-20,21.0,21.0,21.0,0.0,0.0,21.05,21.05,21.05,0.0,0.0,20.95,20.95,20.95,0.0,0.0,21.02,21.02,21.02,0.0,0.0
2019-01-27,21.3,21.3,21.3,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.3,21.3,21.3,0.0,0.0,21.45,21.45,21.45,0.0,0.0
