Date,DHRStock_Open_average,DHRStock_Open_max,DHRStock_Open_min,DHRStock_Open_volatility,DHRStock_Open_change,DHRStock_High_average,DHRStock_High_max,DHRStock_High_min,DHRStock_High_volatility,DHRStock_High_change,DHRStock_Low_average,DHRStock_Low_max,DHRStock_Low_min,DHRStock_Low_volatility,DHRStock_Low_change,DHRStock_Close_average,DHRStock_Close_max,DHRStock_Close_min,DHRStock_Close_volatility,DHRStock_Close_change,DHRStock_Volume_average,DHRStock_Volume_max,DHRStock_Volume_min,DHRStock_Volume_volatility,DHRStock_Volume_change
2018-01-14,99.9175,100.2,99.54,0.6599999999999966,0.3200000000000074,100.3475,100.88,100.07,0.8100000000000023,0.6099999999999994,99.3425,100.04,99.08,0.960000000000008,0.9000000000000057,99.84,100.56,99.47,1.0900000000000034,1.0900000000000034,2239819,2872583,1316550,1556033,645241
2018-01-21,101.136,102.98,100.17,2.8100000000000023,2.5,101.92,103.81,100.37,3.4399999999999977,3.1000000000000085,100.73,102.78,99.67,3.1099999999999994,3.1099999999999994,101.56,103.8,99.95,3.8499999999999943,3.8299999999999983,2267513,2433377,2133979,299398,270224
2018-01-28,102.07,103.61,100.92,2.6899999999999977,-2.3400000000000034,103.26599999999999,104.82,102.19,2.6299999999999955,-1.6899999999999977,101.41,103.3,100.5,2.799999999999997,-2.030000000000001,102.122,103.69,101.28,2.4099999999999966,-1.509999999999991,3324799,4556900,2289202,2267698,1976405
2018-02-04,96.366,101.45,93.3,8.150000000000006,-8.150000000000006,97.646,101.85,95.28,6.569999999999993,-6.569999999999993,93.95400000000001,96.29,91.84,4.450000000000003,-4.450000000000003,95.124,97.05,92.16,4.890000000000001,-2.240000000000009,4796128,6693891,3443076,3250815,-1119560
2018-02-11,95.716,97.34,94.39,2.950000000000003,2.210000000000008,96.742,98.42,95.45,2.969999999999999,2.530000000000001,95.19,96.82,94.04,2.779999999999987,2.2299999999999898,96.3,97.54,94.98,2.5600000000000023,2.1300000000000097,1910148,2247606,1504893,742713,-358584
2018-02-18,97.3575,97.88,96.69,1.1899999999999977,0.5599999999999881,98.6175,99.39,97.74,1.6500000000000057,1.6500000000000057,96.97749999999999,97.64,96.58,1.0600000000000023,1.0600000000000023,97.7225,99.33,96.85,2.480000000000004,2.480000000000004,2069437,2342375,1646735,695640,-464857
2018-02-25,98.68599999999999,100.84,95.52,5.320000000000007,-4.0,99.582,101.8,96.42,5.3799999999999955,-5.069999999999993,97.32000000000001,99.54,94.91,4.63000000000001,-4.340000000000003,98.078,100.83,95.99,4.840000000000003,-4.609999999999999,2566855,3592973,2047831,1545142,-1274203
2018-03-04,98.756,102.13,95.64,6.489999999999995,6.489999999999995,100.544,104.07,97.77,6.299999999999997,6.079999999999998,98.312,101.67,95.39,6.280000000000001,6.280000000000001,100.3,103.74,97.58,6.159999999999997,6.159999999999997,2599659,3872602,1525899,2346703,1773370
2018-03-11,103.136,103.92,102.38,1.5400000000000063,-1.4099999999999966,103.47800000000001,104.29,102.66,1.6300000000000097,-1.6200000000000045,102.226,102.86,101.85,1.0100000000000051,-0.9699999999999989,102.506,103.4,101.93,1.4699999999999989,-1.4699999999999989,1932749,2509196,1287614,1221582,216271
2018-03-18,99.99,101.79,97.91,3.8800000000000097,-3.8800000000000097,100.394,101.84,98.41,3.430000000000007,-3.430000000000007,98.456,100.0,95.71,4.290000000000006,-3.8400000000000034,98.822,100.56,95.94,4.6200000000000045,-4.3700000000000045,2159931,2472428,1875723,596705,324817
