Date,TRVStock_Open_average,TRVStock_Open_max,TRVStock_Open_min,TRVStock_Open_volatility,TRVStock_Open_change,TRVStock_High_average,TRVStock_High_max,TRVStock_High_min,TRVStock_High_volatility,TRVStock_High_change,TRVStock_Low_average,TRVStock_Low_max,TRVStock_Low_min,TRVStock_Low_volatility,TRVStock_Low_change,TRVStock_Close_average,TRVStock_Close_max,TRVStock_Close_min,TRVStock_Close_volatility,TRVStock_Close_change,TRVStock_Volume_average,TRVStock_Volume_max,TRVStock_Volume_min,TRVStock_Volume_volatility,TRVStock_Volume_change
2018-01-14,136.63,137.76,135.1,2.6599999999999966,2.6599999999999966,137.28,137.99,136.03,1.960000000000008,1.960000000000008,135.70499999999998,136.69,134.42,2.2700000000000102,2.2700000000000102,136.8925,137.85,135.52,2.329999999999984,2.329999999999984,1682188,1809306,1561201,248105,-181176
2018-01-21,145.108,149.4,137.46,11.939999999999998,11.939999999999998,146.686,150.19,139.35,10.840000000000003,10.840000000000003,144.31799999999998,148.26,137.32,10.939999999999998,10.939999999999998,146.224,149.42,139.35,10.069999999999993,10.069999999999993,3020000,5048089,2213528,2834561,-384074
2018-01-28,149.178,149.69,148.31,1.3799999999999955,0.1699999999999875,150.264,150.55,149.69,0.8600000000000136,0.8600000000000136,148.178,148.8,147.72,1.0800000000000125,-0.75,149.10999999999999,150.0,147.95,2.0500000000000114,-1.0100000000000193,2127861,2397369,1866531,530838,431402
2018-02-04,140.232,146.63,135.91,10.719999999999999,-10.719999999999999,142.632,147.88,138.15,9.72999999999999,-9.72999999999999,136.706,139.96,132.76,7.200000000000017,-6.810000000000002,139.32,142.14,135.01,7.1299999999999955,-4.439999999999998,3428183,3932062,3034197,897865,296481
2018-02-11,139.084,141.95,137.27,4.679999999999978,3.6599999999999966,140.59799999999998,142.24,138.82,3.420000000000016,2.710000000000008,138.156,140.44,136.08,4.359999999999985,4.359999999999985,139.87199999999999,141.16,138.14,3.0200000000000102,3.0200000000000102,1784808,2404566,1282274,1122292,-480641
2018-02-18,139.185,140.48,138.3,2.1799999999999784,-2.1799999999999784,140.39,140.92,139.85,1.0699999999999932,-0.950000000000017,137.95749999999998,138.52,137.35,1.170000000000016,-0.8199999999999932,138.7475,139.74,137.64,2.1000000000000227,0.6700000000000159,1654640,2006265,1334512,671753,473129
2018-02-25,140.542,143.13,138.0,5.1299999999999955,-2.210000000000008,141.666,143.41,138.81,4.599999999999994,-4.590000000000003,138.824,141.08,136.76,4.320000000000022,-3.450000000000017,139.994,142.58,137.88,4.700000000000017,-4.700000000000017,1873597,2382097,1462535,919562,34664
2018-03-04,139.54399999999998,140.45,138.02,2.4299999999999784,2.1799999999999784,140.984,142.43,139.86,2.569999999999993,2.0500000000000114,138.512,139.83,137.53,2.3000000000000114,2.130000000000024,140.364,142.3,138.88,3.420000000000016,2.719999999999999,1647529,1903189,1429169,474020,-474020
2018-03-11,141.43,142.79,140.15,2.6399999999999864,-2.6399999999999864,142.292,143.25,141.68,1.5699999999999932,-1.1500000000000057,139.966,140.9,139.01,1.8900000000000148,-0.8700000000000045,140.698,141.49,139.52,1.9699999999999989,-0.17000000000001592,1824380,3954913,1215718,2739195,2739195
2018-03-18,140.378,141.56,138.39,3.170000000000016,-2.9000000000000057,141.066,142.64,138.65,3.9899999999999807,-2.6399999999999864,138.6,140.4,134.77,5.6299999999999955,-4.789999999999992,139.13,141.48,134.9,6.579999999999984,-5.1200000000000045,1569865,2353106,973815,1379291,175624
