Date,NYMXStock_Open_average,NYMXStock_Open_max,NYMXStock_Open_min,NYMXStock_Open_volatility,NYMXStock_Open_change,NYMXStock_High_average,NYMXStock_High_max,NYMXStock_High_min,NYMXStock_High_volatility,NYMXStock_High_change,NYMXStock_Low_average,NYMXStock_Low_max,NYMXStock_Low_min,NYMXStock_Low_volatility,NYMXStock_Low_change,NYMXStock_Close_average,NYMXStock_Close_max,NYMXStock_Close_min,NYMXStock_Close_volatility,NYMXStock_Close_change,NYMXStock_Volume_average,NYMXStock_Volume_max,NYMXStock_Volume_min,NYMXStock_Volume_volatility,NYMXStock_Volume_change
2018-01-14,3.2575,3.42,3.07,0.3500000000000001,-0.3500000000000001,3.3122499999999997,3.5,3.15,0.3500000000000001,-0.3500000000000001,3.12,3.24,3.0,0.2400000000000002,-0.20000000000000018,3.1725,3.24,3.09,0.15000000000000036,-0.11000000000000032,86057,146781,43391,103390,-39854
2018-01-21,3.332,3.58,3.18,0.3999999999999999,0.08999999999999986,3.629,4.2,3.28,0.9200000000000004,-0.81,3.228,3.4,3.15,0.25,0.07000000000000028,3.374,3.54,3.23,0.31000000000000005,-0.2200000000000002,774022,3165105,118781,3046324,-3046324
2018-01-28,3.388,3.49,3.31,0.18000000000000016,0.1200000000000001,3.583,3.7,3.475,0.2250000000000001,-0.020000000000000018,3.316,3.4,3.26,0.14000000000000012,0.08000000000000007,3.406,3.5,3.33,0.16999999999999993,0.06000000000000005,221732,360903,87227,273676,-51661
2018-02-04,3.334,3.43,3.26,0.17000000000000037,-0.17000000000000037,3.452,3.58,3.31,0.27,-0.23999999999999977,3.226,3.3,3.1,0.19999999999999973,-0.19999999999999973,3.3,3.35,3.25,0.10000000000000009,-0.040000000000000036,155516,220963,90218,130745,-66944
2018-02-11,3.286,3.32,3.21,0.10999999999999988,-0.020000000000000018,3.33,3.38,3.3,0.08000000000000007,0.04999999999999982,3.2176,3.26,3.17,0.08999999999999986,0.0519999999999996,3.284,3.32,3.24,0.07999999999999963,0.04999999999999982,81490,139289,48336,90953,-70640
2018-02-18,3.2125,3.3,3.12,0.17999999999999972,-0.09999999999999964,3.28425,3.312,3.26,0.052000000000000046,-0.052000000000000046,3.1475,3.18,3.12,0.06000000000000005,0.010000000000000231,3.1775,3.22,3.13,0.0900000000000003,0.03000000000000025,75991,151703,35597,116106,-22192
2018-02-25,3.266,3.34,3.23,0.10999999999999988,-0.08000000000000007,3.3648,3.594,3.26,0.3340000000000001,0.22399999999999975,3.194,3.26,3.16,0.09999999999999964,0.07999999999999963,3.294,3.53,3.19,0.33999999999999986,0.3099999999999996,110893,224293,37984,186309,155736
2018-03-04,3.638,3.76,3.53,0.22999999999999998,-0.020000000000000018,3.7258,3.84,3.549,0.2909999999999999,-0.2909999999999999,3.5222,3.65,3.4210000000000003,0.22899999999999965,-0.12899999999999956,3.58,3.72,3.43,0.29000000000000004,-0.23999999999999977,184322,351137,89052,262085,-262085
2018-03-11,3.546,3.63,3.42,0.20999999999999996,0.1499999999999999,3.6666,3.75,3.608,0.1419999999999999,0.04999999999999982,3.5002,3.56,3.42,0.14000000000000012,0.14000000000000012,3.596,3.75,3.54,0.20999999999999996,0.16999999999999993,138694,222051,80055,141996,4726
2018-03-18,3.926,4.0,3.79,0.20999999999999996,0.20999999999999996,4.0238,4.1,3.9,0.19999999999999973,0.19999999999999973,3.8482000000000003,3.95,3.611,0.33899999999999997,0.33899999999999997,3.952,4.0,3.89,0.10999999999999988,0.08000000000000007,175884,353909,46678,307231,-232445
2018-03-25,4.225,4.5,3.98,0.52,0.52,4.4055,4.6,4.05,0.5499999999999998,0.4820000000000002,4.05,4.14,3.92,0.21999999999999975,0.21999999999999975,4.275,4.43,4.02,0.41000000000000014,0.21000000000000085,237793,403912,120745,283167,54276
