Date,Global X SuperIncome PreferredEtf_Open_average,Global X SuperIncome PreferredEtf_Open_max,Global X SuperIncome PreferredEtf_Open_min,Global X SuperIncome PreferredEtf_Open_volatility,Global X SuperIncome PreferredEtf_Open_change,Global X SuperIncome PreferredEtf_High_average,Global X SuperIncome PreferredEtf_High_max,Global X SuperIncome PreferredEtf_High_min,Global X SuperIncome PreferredEtf_High_volatility,Global X SuperIncome PreferredEtf_High_change,Global X SuperIncome PreferredEtf_Low_average,Global X SuperIncome PreferredEtf_Low_max,Global X SuperIncome PreferredEtf_Low_min,Global X SuperIncome PreferredEtf_Low_volatility,Global X SuperIncome PreferredEtf_Low_change,Global X SuperIncome PreferredEtf_Close_average,Global X SuperIncome PreferredEtf_Close_max,Global X SuperIncome PreferredEtf_Close_min,Global X SuperIncome PreferredEtf_Close_volatility,Global X SuperIncome PreferredEtf_Close_change
2018-07-22,11.96,11.96,11.96,0.0,0.0,11.98,11.98,11.98,0.0,0.0,11.92,11.92,11.92,0.0,0.0,11.92,11.92,11.92,0.0,0.0
2018-07-29,11.95,11.95,11.95,0.0,0.0,11.95,11.95,11.95,0.0,0.0,11.89,11.89,11.89,0.0,0.0,11.9,11.9,11.9,0.0,0.0
2018-08-05,11.91,11.91,11.91,0.0,0.0,11.94,11.94,11.94,0.0,0.0,11.87,11.87,11.87,0.0,0.0,11.87,11.87,11.87,0.0,0.0
2018-08-12,11.91,11.91,11.91,0.0,0.0,11.94,11.94,11.94,0.0,0.0,11.9,11.9,11.9,0.0,0.0,11.93,11.93,11.93,0.0,0.0
2018-08-19,12.01,12.01,12.01,0.0,0.0,12.04,12.04,12.04,0.0,0.0,12.0,12.0,12.0,0.0,0.0,12.02,12.02,12.02,0.0,0.0
2018-08-26,12.1,12.1,12.1,0.0,0.0,12.1,12.1,12.1,0.0,0.0,12.06,12.06,12.06,0.0,0.0,12.07,12.07,12.07,0.0,0.0
2018-09-02,11.9,11.9,11.9,0.0,0.0,11.91,11.91,11.91,0.0,0.0,11.85,11.85,11.85,0.0,0.0,11.85,11.85,11.85,0.0,0.0
2018-09-09,11.9,11.9,11.9,0.0,0.0,11.91,11.91,11.91,0.0,0.0,11.87,11.87,11.87,0.0,0.0,11.91,11.91,11.91,0.0,0.0
2018-09-16,11.95,11.95,11.95,0.0,0.0,11.95,11.95,11.95,0.0,0.0,11.9,11.9,11.9,0.0,0.0,11.95,11.95,11.95,0.0,0.0
2018-09-23,11.87,11.87,11.87,0.0,0.0,11.91,11.91,11.91,0.0,0.0,11.87,11.87,11.87,0.0,0.0,11.91,11.91,11.91,0.0,0.0
2018-09-30,11.66,11.66,11.66,0.0,0.0,11.7,11.7,11.7,0.0,0.0,11.62,11.62,11.62,0.0,0.0,11.64,11.64,11.64,0.0,0.0
2018-10-07,11.55,11.55,11.55,0.0,0.0,11.59,11.59,11.59,0.0,0.0,11.51,11.51,11.51,0.0,0.0,11.54,11.54,11.54,0.0,0.0
2018-10-14,11.59,11.59,11.59,0.0,0.0,11.6,11.6,11.6,0.0,0.0,11.56,11.56,11.56,0.0,0.0,11.6,11.6,11.6,0.0,0.0
2018-10-21,11.46,11.46,11.46,0.0,0.0,11.52,11.52,11.52,0.0,0.0,11.45,11.45,11.45,0.0,0.0,11.45,11.45,11.45,0.0,0.0
2018-10-28,11.51,11.51,11.51,0.0,0.0,11.51,11.51,11.51,0.0,0.0,11.45,11.45,11.45,0.0,0.0,11.45,11.45,11.45,0.0,0.0
2018-11-04,11.43,11.43,11.43,0.0,0.0,11.46,11.46,11.46,0.0,0.0,11.42,11.42,11.42,0.0,0.0,11.44,11.44,11.44,0.0,0.0
2018-11-11,11.35,11.35,11.35,0.0,0.0,11.42,11.42,11.42,0.0,0.0,11.35,11.35,11.35,0.0,0.0,11.42,11.42,11.42,0.0,0.0
2018-11-18,11.34,11.34,11.34,0.0,0.0,11.35,11.35,11.35,0.0,0.0,11.31,11.31,11.31,0.0,0.0,11.32,11.32,11.32,0.0,0.0
2018-11-25,11.31,11.31,11.31,0.0,0.0,11.34,11.34,11.34,0.0,0.0,11.28,11.28,11.28,0.0,0.0,11.28,11.28,11.28,0.0,0.0
2018-12-02,11.17,11.17,11.17,0.0,0.0,11.18,11.18,11.18,0.0,0.0,11.13,11.13,11.13,0.0,0.0,11.15,11.15,11.15,0.0,0.0
2018-12-09,11.14,11.14,11.14,0.0,0.0,11.15,11.15,11.15,0.0,0.0,11.11,11.11,11.11,0.0,0.0,11.12,11.12,11.12,0.0,0.0
2018-12-16,10.95,10.95,10.95,0.0,0.0,11.03,11.03,11.03,0.0,0.0,10.95,10.95,10.95,0.0,0.0,10.97,10.97,10.97,0.0,0.0
2018-12-23,10.98,10.98,10.98,0.0,0.0,10.99,10.99,10.99,0.0,0.0,10.83,10.83,10.83,0.0,0.0,10.99,10.99,10.99,0.0,0.0
2018-12-30,11.13,11.13,11.13,0.0,0.0,11.22,11.22,11.22,0.0,0.0,11.13,11.13,11.13,0.0,0.0,11.22,11.22,11.22,0.0,0.0
2019-01-06,11.29,11.29,11.29,0.0,0.0,11.34,11.34,11.34,0.0,0.0,11.28,11.28,11.28,0.0,0.0,11.34,11.34,11.34,0.0,0.0
2019-01-13,11.39,11.39,11.39,0.0,0.0,11.4,11.4,11.4,0.0,0.0,11.34,11.34,11.34,0.0,0.0,11.37,11.37,11.37,0.0,0.0
2019-01-20,11.4,11.4,11.4,0.0,0.0,11.47,11.47,11.47,0.0,0.0,11.4,11.4,11.4,0.0,0.0,11.47,11.47,11.47,0.0,0.0
2019-01-27,11.51,11.51,11.51,0.0,0.0,11.56,11.56,11.56,0.0,0.0,11.49,11.49,11.49,0.0,0.0,11.49,11.49,11.49,0.0,0.0
2019-02-03,11.41,11.41,11.41,0.0,0.0,11.43,11.43,11.43,0.0,0.0,11.39,11.39,11.39,0.0,0.0,11.4,11.4,11.4,0.0,0.0
2019-02-10,11.46,11.46,11.46,0.0,0.0,11.58,11.58,11.58,0.0,0.0,11.46,11.46,11.46,0.0,0.0,11.55,11.55,11.55,0.0,0.0
2019-02-17,11.6,11.6,11.6,0.0,0.0,11.6,11.6,11.6,0.0,0.0,11.57,11.57,11.57,0.0,0.0,11.59,11.59,11.59,0.0,0.0
2019-02-24,11.56,11.56,11.56,0.0,0.0,11.68,11.68,11.68,0.0,0.0,11.55,11.55,11.55,0.0,0.0,11.63,11.63,11.63,0.0,0.0
2019-03-03,11.57,11.57,11.57,0.0,0.0,11.61,11.61,11.61,0.0,0.0,11.56,11.56,11.56,0.0,0.0,11.59,11.59,11.59,0.0,0.0
2019-03-10,11.56,11.56,11.56,0.0,0.0,11.63,11.63,11.63,0.0,0.0,11.56,11.56,11.56,0.0,0.0,11.62,11.62,11.62,0.0,0.0
2019-03-17,11.62,11.62,11.62,0.0,0.0,11.63,11.63,11.63,0.0,0.0,11.58,11.58,11.58,0.0,0.0,11.6,11.6,11.6,0.0,0.0
2019-03-24,11.58,11.58,11.58,0.0,0.0,11.62,11.62,11.62,0.0,0.0,11.56,11.56,11.56,0.0,0.0,11.61,11.61,11.61,0.0,0.0
2019-03-31,11.66,11.66,11.66,0.0,0.0,11.74,11.74,11.74,0.0,0.0,11.65,11.65,11.65,0.0,0.0,11.73,11.73,11.73,0.0,0.0
2019-04-07,11.71,11.71,11.71,0.0,0.0,11.72,11.72,11.72,0.0,0.0,11.66,11.66,11.66,0.0,0.0,11.67,11.67,11.67,0.0,0.0
2019-04-14,11.69,11.69,11.69,0.0,0.0,11.69,11.69,11.69,0.0,0.0,11.62,11.62,11.62,0.0,0.0,11.65,11.65,11.65,0.0,0.0
2019-04-21,11.61,11.61,11.61,0.0,0.0,11.64,11.64,11.64,0.0,0.0,11.57,11.57,11.57,0.0,0.0,11.58,11.58,11.58,0.0,0.0
2019-04-28,11.54,11.54,11.54,0.0,0.0,11.61,11.61,11.61,0.0,0.0,11.54,11.54,11.54,0.0,0.0,11.6,11.6,11.6,0.0,0.0
2019-05-05,11.57,11.57,11.57,0.0,0.0,11.57,11.57,11.57,0.0,0.0,11.52,11.52,11.52,0.0,0.0,11.55,11.55,11.55,0.0,0.0
2019-05-12,11.59,11.59,11.59,0.0,0.0,11.62,11.62,11.62,0.0,0.0,11.57,11.57,11.57,0.0,0.0,11.58,11.58,11.58,0.0,0.0
2019-05-19,11.57,11.57,11.57,0.0,0.0,11.62,11.62,11.62,0.0,0.0,11.54,11.54,11.54,0.0,0.0,11.58,11.58,11.58,0.0,0.0
2019-05-26,11.56,11.56,11.56,0.0,0.0,11.58,11.58,11.58,0.0,0.0,11.52,11.52,11.52,0.0,0.0,11.52,11.52,11.52,0.0,0.0
2019-06-02,11.56,11.56,11.56,0.0,0.0,11.57,11.57,11.57,0.0,0.0,11.54,11.54,11.54,0.0,0.0,11.54,11.54,11.54,0.0,0.0
2019-06-09,11.59,11.59,11.59,0.0,0.0,11.63,11.63,11.63,0.0,0.0,11.58,11.58,11.58,0.0,0.0,11.63,11.63,11.63,0.0,0.0
2019-06-16,11.69,11.69,11.69,0.0,0.0,11.7,11.7,11.7,0.0,0.0,11.67,11.67,11.67,0.0,0.0,11.68,11.68,11.68,0.0,0.0
2019-06-23,11.61,11.61,11.61,0.0,0.0,11.63,11.63,11.63,0.0,0.0,11.6,11.6,11.6,0.0,0.0,11.62,11.62,11.62,0.0,0.0
2019-06-30,11.64,11.64,11.64,0.0,0.0,11.67,11.67,11.67,0.0,0.0,11.58,11.58,11.58,0.0,0.0,11.62,11.62,11.62,0.0,0.0
2019-07-07,11.66,11.66,11.66,0.0,0.0,11.66,11.66,11.66,0.0,0.0,11.62,11.62,11.62,0.0,0.0,11.65,11.65,11.65,0.0,0.0
2019-07-14,11.7,11.7,11.7,0.0,0.0,11.7,11.7,11.7,0.0,0.0,11.68,11.68,11.68,0.0,0.0,11.7,11.7,11.7,0.0,0.0
2019-07-21,11.7,11.7,11.7,0.0,0.0,11.73,11.73,11.73,0.0,0.0,11.7,11.7,11.7,0.0,0.0,11.72,11.72,11.72,0.0,0.0
2019-07-28,11.75,11.75,11.75,0.0,0.0,11.8,11.8,11.8,0.0,0.0,11.72,11.72,11.72,0.0,0.0,11.8,11.8,11.8,0.0,0.0
2019-08-04,11.62,11.62,11.62,0.0,0.0,11.66,11.66,11.66,0.0,0.0,11.62,11.62,11.62,0.0,0.0,11.66,11.66,11.66,0.0,0.0
2019-08-11,11.71,11.71,11.71,0.0,0.0,11.75,11.75,11.75,0.0,0.0,11.7,11.7,11.7,0.0,0.0,11.73,11.73,11.73,0.0,0.0
2019-08-18,11.75,11.75,11.75,0.0,0.0,11.78,11.78,11.78,0.0,0.0,11.7,11.7,11.7,0.0,0.0,11.74,11.74,11.74,0.0,0.0
2019-08-25,11.71,11.71,11.71,0.0,0.0,11.76,11.76,11.76,0.0,0.0,11.69,11.69,11.69,0.0,0.0,11.7,11.7,11.7,0.0,0.0
2019-09-01,11.72,11.72,11.72,0.0,0.0,11.74,11.74,11.74,0.0,0.0,11.72,11.72,11.72,0.0,0.0,11.74,11.74,11.74,0.0,0.0
2019-09-08,11.74,11.74,11.74,0.0,0.0,11.75,11.75,11.75,0.0,0.0,11.6,11.6,11.6,0.0,0.0,11.64,11.64,11.64,0.0,0.0
2019-09-15,11.73,11.73,11.73,0.0,0.0,11.75,11.75,11.75,0.0,0.0,11.72,11.72,11.72,0.0,0.0,11.75,11.75,11.75,0.0,0.0
2019-09-22,11.78,11.78,11.78,0.0,0.0,11.79,11.79,11.79,0.0,0.0,11.75,11.75,11.75,0.0,0.0,11.75,11.75,11.75,0.0,0.0
2019-09-29,11.68,11.68,11.68,0.0,0.0,11.73,11.73,11.73,0.0,0.0,11.68,11.68,11.68,0.0,0.0,11.71,11.71,11.71,0.0,0.0
2019-10-06,11.71,11.71,11.71,0.0,0.0,11.73,11.73,11.73,0.0,0.0,11.66,11.66,11.66,0.0,0.0,11.68,11.68,11.68,0.0,0.0
2019-10-13,11.8,11.8,11.8,0.0,0.0,11.8,11.8,11.8,0.0,0.0,11.74,11.74,11.74,0.0,0.0,11.76,11.76,11.76,0.0,0.0
2019-10-20,11.78,11.78,11.78,0.0,0.0,11.78,11.78,11.78,0.0,0.0,11.76,11.76,11.76,0.0,0.0,11.77,11.77,11.77,0.0,0.0
2019-10-27,11.77,11.77,11.77,0.0,0.0,11.78,11.78,11.78,0.0,0.0,11.73,11.73,11.73,0.0,0.0,11.78,11.78,11.78,0.0,0.0
2019-11-03,11.68,11.68,11.68,0.0,0.0,11.73,11.73,11.73,0.0,0.0,11.65,11.65,11.65,0.0,0.0,11.66,11.66,11.66,0.0,0.0
2019-11-10,11.73,11.73,11.73,0.0,0.0,11.73,11.73,11.73,0.0,0.0,11.68,11.68,11.68,0.0,0.0,11.69,11.69,11.69,0.0,0.0
2019-11-17,11.63,11.63,11.63,0.0,0.0,11.7,11.7,11.7,0.0,0.0,11.63,11.63,11.63,0.0,0.0,11.7,11.7,11.7,0.0,0.0
2019-11-24,11.73,11.73,11.73,0.0,0.0,11.73,11.73,11.73,0.0,0.0,11.63,11.63,11.63,0.0,0.0,11.63,11.63,11.63,0.0,0.0
2019-12-01,11.58,11.58,11.58,0.0,0.0,11.61,11.61,11.61,0.0,0.0,11.55,11.55,11.55,0.0,0.0,11.59,11.59,11.59,0.0,0.0
2019-12-08,11.6,11.6,11.6,0.0,0.0,11.64,11.64,11.64,0.0,0.0,11.6,11.6,11.6,0.0,0.0,11.63,11.63,11.63,0.0,0.0
2019-12-15,11.73,11.73,11.73,0.0,0.0,11.76,11.76,11.76,0.0,0.0,11.71,11.71,11.71,0.0,0.0,11.76,11.76,11.76,0.0,0.0
2019-12-22,11.76,11.76,11.76,0.0,0.0,11.79,11.79,11.79,0.0,0.0,11.72,11.72,11.72,0.0,0.0,11.72,11.72,11.72,0.0,0.0
2019-12-29,11.85,11.85,11.85,0.0,0.0,11.85,11.85,11.85,0.0,0.0,11.8,11.8,11.8,0.0,0.0,11.8,11.8,11.8,0.0,0.0
2020-01-05,11.8,11.8,11.8,0.0,0.0,11.86,11.86,11.86,0.0,0.0,11.77,11.77,11.77,0.0,0.0,11.82,11.82,11.82,0.0,0.0
2020-01-12,11.87,11.87,11.87,0.0,0.0,11.89,11.89,11.89,0.0,0.0,11.86,11.86,11.86,0.0,0.0,11.89,11.89,11.89,0.0,0.0
2020-01-19,11.91,11.91,11.91,0.0,0.0,11.91,11.91,11.91,0.0,0.0,11.87,11.87,11.87,0.0,0.0,11.88,11.88,11.88,0.0,0.0
2020-01-26,11.89,11.89,11.89,0.0,0.0,11.95,11.95,11.95,0.0,0.0,11.89,11.89,11.89,0.0,0.0,11.93,11.93,11.93,0.0,0.0
2020-02-02,11.91,11.91,11.91,0.0,0.0,11.97,11.97,11.97,0.0,0.0,11.89,11.89,11.89,0.0,0.0,11.91,11.91,11.91,0.0,0.0
2020-02-09,11.91,11.91,11.91,0.0,0.0,11.99,11.99,11.99,0.0,0.0,11.91,11.91,11.91,0.0,0.0,11.92,11.92,11.92,0.0,0.0
2020-02-16,11.9,11.9,11.9,0.0,0.0,11.94,11.94,11.94,0.0,0.0,11.89,11.89,11.89,0.0,0.0,11.89,11.89,11.89,0.0,0.0
2020-02-23,11.39,11.39,11.39,0.0,0.0,11.41,11.41,11.41,0.0,0.0,11.22,11.22,11.22,0.0,0.0,11.28,11.28,11.28,0.0,0.0
2020-03-01,11.43,11.43,11.43,0.0,0.0,11.44,11.44,11.44,0.0,0.0,11.23,11.23,11.23,0.0,0.0,11.29,11.29,11.29,0.0,0.0
2020-03-08,10.24,10.24,10.24,0.0,0.0,10.24,10.24,10.24,0.0,0.0,10.24,10.24,10.24,0.0,0.0,10.24,10.24,10.24,0.0,0.0
2020-03-15,8.84,8.84,8.84,0.0,0.0,8.84,8.84,8.84,0.0,0.0,8.84,8.84,8.84,0.0,0.0,8.84,8.84,8.84,0.0,0.0
2020-03-22,9.65,9.65,9.65,0.0,0.0,9.65,9.65,9.65,0.0,0.0,9.65,9.65,9.65,0.0,0.0,9.65,9.65,9.65,0.0,0.0
2020-03-29,9.41,9.41,9.41,0.0,0.0,9.42,9.42,9.42,0.0,0.0,9.01,9.01,9.01,0.0,0.0,9.08,9.08,9.08,0.0,0.0
2020-04-05,10.1,10.1,10.1,0.0,0.0,10.47,10.47,10.47,0.0,0.0,10.1,10.1,10.1,0.0,0.0,10.4,10.4,10.4,0.0,0.0
2020-04-12,10.37,10.37,10.37,0.0,0.0,10.49,10.49,10.49,0.0,0.0,10.3,10.3,10.3,0.0,0.0,10.45,10.45,10.45,0.0,0.0
2020-04-19,10.35,10.35,10.35,0.0,0.0,10.37,10.37,10.37,0.0,0.0,10.17,10.17,10.17,0.0,0.0,10.24,10.24,10.24,0.0,0.0
2020-04-26,10.47,10.47,10.47,0.0,0.0,10.47,10.47,10.47,0.0,0.0,10.47,10.47,10.47,0.0,0.0,10.47,10.47,10.47,0.0,0.0
2020-05-03,10.54,10.54,10.54,0.0,0.0,10.54,10.54,10.54,0.0,0.0,10.45,10.45,10.45,0.0,0.0,10.49,10.49,10.49,0.0,0.0
2020-05-10,10.3,10.3,10.3,0.0,0.0,10.3,10.3,10.3,0.0,0.0,10.25,10.25,10.25,0.0,0.0,10.25,10.25,10.25,0.0,0.0
2020-05-17,10.48,10.48,10.48,0.0,0.0,10.62,10.62,10.62,0.0,0.0,10.47,10.47,10.47,0.0,0.0,10.56,10.56,10.56,0.0,0.0
2020-05-24,10.73,10.73,10.73,0.0,0.0,10.77,10.77,10.77,0.0,0.0,10.64,10.64,10.64,0.0,0.0,10.76,10.76,10.76,0.0,0.0
2020-05-31,10.86,10.86,10.86,0.0,0.0,10.86,10.86,10.86,0.0,0.0,10.86,10.86,10.86,0.0,0.0,10.86,10.86,10.86,0.0,0.0
2020-06-07,10.68,10.68,10.68,0.0,0.0,10.71,10.71,10.71,0.0,0.0,10.46,10.46,10.46,0.0,0.0,10.5,10.5,10.5,0.0,0.0
2020-06-14,10.65,10.65,10.65,0.0,0.0,10.76,10.76,10.76,0.0,0.0,10.64,10.64,10.64,0.0,0.0,10.66,10.66,10.66,0.0,0.0
2020-06-21,10.53,10.53,10.53,0.0,0.0,10.55,10.55,10.55,0.0,0.0,10.47,10.47,10.47,0.0,0.0,10.51,10.51,10.51,0.0,0.0
2020-06-28,10.61,10.61,10.61,0.0,0.0,10.61,10.61,10.61,0.0,0.0,10.61,10.61,10.61,0.0,0.0,10.61,10.61,10.61,0.0,0.0
2020-07-05,10.57,10.57,10.57,0.0,0.0,10.57,10.57,10.57,0.0,0.0,10.56,10.56,10.56,0.0,0.0,10.56,10.56,10.56,0.0,0.0
