Date,Fidelity Total BondEtf_Open_average,Fidelity Total BondEtf_Open_max,Fidelity Total BondEtf_Open_min,Fidelity Total BondEtf_Open_volatility,Fidelity Total BondEtf_Open_change,Fidelity Total BondEtf_High_average,Fidelity Total BondEtf_High_max,Fidelity Total BondEtf_High_min,Fidelity Total BondEtf_High_volatility,Fidelity Total BondEtf_High_change,Fidelity Total BondEtf_Low_average,Fidelity Total BondEtf_Low_max,Fidelity Total BondEtf_Low_min,Fidelity Total BondEtf_Low_volatility,Fidelity Total BondEtf_Low_change,Fidelity Total BondEtf_Close_average,Fidelity Total BondEtf_Close_max,Fidelity Total BondEtf_Close_min,Fidelity Total BondEtf_Close_volatility,Fidelity Total BondEtf_Close_change
2018-03-25,49.09,49.09,49.09,0.0,0.0,49.17,49.17,49.17,0.0,0.0,49.07,49.07,49.07,0.0,0.0,49.14,49.14,49.14,0.0,0.0
2018-04-01,49.06,49.06,49.06,0.0,0.0,49.25,49.25,49.25,0.0,0.0,49.06,49.06,49.06,0.0,0.0,49.25,49.25,49.25,0.0,0.0
2018-04-08,49.11,49.11,49.11,0.0,0.0,49.21,49.21,49.21,0.0,0.0,49.11,49.11,49.11,0.0,0.0,49.17,49.17,49.17,0.0,0.0
2018-04-15,48.91,48.91,48.91,0.0,0.0,48.98,48.98,48.98,0.0,0.0,48.85,48.85,48.85,0.0,0.0,48.85,48.85,48.85,0.0,0.0
2018-04-22,48.72,48.72,48.72,0.0,0.0,48.78,48.78,48.78,0.0,0.0,48.68,48.68,48.68,0.0,0.0,48.68,48.68,48.68,0.0,0.0
2018-04-29,48.76,48.76,48.76,0.0,0.0,48.8,48.8,48.8,0.0,0.0,48.68,48.68,48.68,0.0,0.0,48.8,48.8,48.8,0.0,0.0
2018-05-06,48.8,48.8,48.8,0.0,0.0,48.83,48.83,48.83,0.0,0.0,48.73,48.73,48.73,0.0,0.0,48.74,48.74,48.74,0.0,0.0
2018-05-13,48.5,48.5,48.5,0.0,0.0,48.63,48.63,48.63,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.58,48.58,48.58,0.0,0.0
2018-05-20,48.82,48.82,48.82,0.0,0.0,48.9,48.9,48.9,0.0,0.0,48.82,48.82,48.82,0.0,0.0,48.88,48.88,48.88,0.0,0.0
2018-05-27,48.81,48.81,48.81,0.0,0.0,48.81,48.81,48.81,0.0,0.0,48.65,48.65,48.65,0.0,0.0,48.66,48.66,48.66,0.0,0.0
2018-06-03,48.81,48.81,48.81,0.0,0.0,48.85,48.85,48.85,0.0,0.0,48.76,48.76,48.76,0.0,0.0,48.81,48.81,48.81,0.0,0.0
2018-06-10,48.94,48.94,48.94,0.0,0.0,48.94,48.94,48.94,0.0,0.0,48.85,48.85,48.85,0.0,0.0,48.87,48.87,48.87,0.0,0.0
2018-06-17,48.81,48.81,48.81,0.0,0.0,48.89,48.89,48.89,0.0,0.0,48.8,48.8,48.8,0.0,0.0,48.86,48.86,48.86,0.0,0.0
2018-06-24,48.86,48.86,48.86,0.0,0.0,48.95,48.95,48.95,0.0,0.0,48.84,48.84,48.84,0.0,0.0,48.87,48.87,48.87,0.0,0.0
2018-07-01,48.97,48.97,48.97,0.0,0.0,48.99,48.99,48.99,0.0,0.0,48.92,48.92,48.92,0.0,0.0,48.99,48.99,48.99,0.0,0.0
2018-07-08,48.97,48.97,48.97,0.0,0.0,49.09,49.09,49.09,0.0,0.0,48.95,48.95,48.95,0.0,0.0,49.02,49.02,49.02,0.0,0.0
2018-07-15,49.07,49.07,49.07,0.0,0.0,49.07,49.07,49.07,0.0,0.0,48.97,48.97,48.97,0.0,0.0,48.98,48.98,48.98,0.0,0.0
2018-07-22,48.89,48.89,48.89,0.0,0.0,48.89,48.89,48.89,0.0,0.0,48.7,48.7,48.7,0.0,0.0,48.79,48.79,48.79,0.0,0.0
2018-07-29,48.8,48.8,48.8,0.0,0.0,48.88,48.88,48.88,0.0,0.0,48.75,48.75,48.75,0.0,0.0,48.83,48.83,48.83,0.0,0.0
2018-08-05,48.86,48.86,48.86,0.0,0.0,49.01,49.01,49.01,0.0,0.0,48.86,48.86,48.86,0.0,0.0,49.0,49.0,49.0,0.0,0.0
2018-08-12,48.98,48.98,48.98,0.0,0.0,49.09,49.09,49.09,0.0,0.0,48.94,48.94,48.94,0.0,0.0,49.04,49.04,49.04,0.0,0.0
2018-08-19,49.1,49.1,49.1,0.0,0.0,49.16,49.16,49.16,0.0,0.0,49.05,49.05,49.05,0.0,0.0,49.16,49.16,49.16,0.0,0.0
2018-08-26,49.0,49.0,49.0,0.0,0.0,49.0,49.0,49.0,0.0,0.0,48.92,48.92,48.92,0.0,0.0,48.92,48.92,48.92,0.0,0.0
2018-09-02,48.83,48.83,48.83,0.0,0.0,48.83,48.83,48.83,0.0,0.0,48.77,48.77,48.77,0.0,0.0,48.77,48.77,48.77,0.0,0.0
2018-09-09,48.67,48.67,48.67,0.0,0.0,48.75,48.75,48.75,0.0,0.0,48.67,48.67,48.67,0.0,0.0,48.7,48.7,48.7,0.0,0.0
2018-09-16,48.63,48.63,48.63,0.0,0.0,48.67,48.67,48.67,0.0,0.0,48.62,48.62,48.62,0.0,0.0,48.66,48.66,48.66,0.0,0.0
2018-09-23,48.61,48.61,48.61,0.0,0.0,48.63,48.63,48.63,0.0,0.0,48.6,48.6,48.6,0.0,0.0,48.61,48.61,48.61,0.0,0.0
2018-09-30,48.2,48.2,48.2,0.0,0.0,48.23,48.23,48.23,0.0,0.0,48.12,48.12,48.12,0.0,0.0,48.19,48.19,48.19,0.0,0.0
2018-10-07,48.3,48.3,48.3,0.0,0.0,48.32,48.32,48.32,0.0,0.0,48.24,48.24,48.24,0.0,0.0,48.29,48.29,48.29,0.0,0.0
2018-10-14,48.14,48.14,48.14,0.0,0.0,48.16,48.16,48.16,0.0,0.0,48.07,48.07,48.07,0.0,0.0,48.09,48.09,48.09,0.0,0.0
2018-10-21,48.25,48.25,48.25,0.0,0.0,48.34,48.34,48.34,0.0,0.0,48.23,48.23,48.23,0.0,0.0,48.31,48.31,48.31,0.0,0.0
2018-10-28,48.06,48.06,48.06,0.0,0.0,48.06,48.06,48.06,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.95,47.95,47.95,0.0,0.0
2018-11-04,48.03,48.03,48.03,0.0,0.0,48.04,48.04,48.04,0.0,0.0,47.94,47.94,47.94,0.0,0.0,48.0,48.0,48.0,0.0,0.0
2018-11-11,48.0,48.0,48.0,0.0,0.0,48.09,48.09,48.09,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.09,48.09,48.09,0.0,0.0
2018-11-18,48.11,48.11,48.11,0.0,0.0,48.18,48.18,48.18,0.0,0.0,48.06,48.06,48.06,0.0,0.0,48.12,48.12,48.12,0.0,0.0
2018-11-25,48.37,48.37,48.37,0.0,0.0,48.37,48.37,48.37,0.0,0.0,48.04,48.04,48.04,0.0,0.0,48.04,48.04,48.04,0.0,0.0
2018-12-02,48.28,48.28,48.28,0.0,0.0,48.29,48.29,48.29,0.0,0.0,48.26,48.26,48.26,0.0,0.0,48.27,48.27,48.27,0.0,0.0
2018-12-09,48.37,48.37,48.37,0.0,0.0,48.38,48.38,48.38,0.0,0.0,48.32,48.32,48.32,0.0,0.0,48.34,48.34,48.34,0.0,0.0
2018-12-16,48.35,48.35,48.35,0.0,0.0,48.39,48.39,48.39,0.0,0.0,48.24,48.24,48.24,0.0,0.0,48.36,48.36,48.36,0.0,0.0
2018-12-23,48.34,48.34,48.34,0.0,0.0,48.37,48.37,48.37,0.0,0.0,48.28,48.28,48.28,0.0,0.0,48.35,48.35,48.35,0.0,0.0
2018-12-30,48.7,48.7,48.7,0.0,0.0,48.72,48.72,48.72,0.0,0.0,48.64,48.64,48.64,0.0,0.0,48.71,48.71,48.71,0.0,0.0
2019-01-06,48.74,48.74,48.74,0.0,0.0,48.75,48.75,48.75,0.0,0.0,48.72,48.72,48.72,0.0,0.0,48.73,48.73,48.73,0.0,0.0
2019-01-13,48.75,48.75,48.75,0.0,0.0,48.83,48.83,48.83,0.0,0.0,48.71,48.71,48.71,0.0,0.0,48.78,48.78,48.78,0.0,0.0
2019-01-20,48.98,48.98,48.98,0.0,0.0,49.0,49.0,49.0,0.0,0.0,48.95,48.95,48.95,0.0,0.0,48.97,48.97,48.97,0.0,0.0
2019-01-27,49.21,49.21,49.21,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.16,49.16,49.16,0.0,0.0,49.18,49.18,49.18,0.0,0.0
2019-02-03,49.31,49.31,49.31,0.0,0.0,49.32,49.32,49.32,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.32,49.32,49.32,0.0,0.0
2019-02-10,49.32,49.32,49.32,0.0,0.0,49.34,49.34,49.34,0.0,0.0,49.32,49.32,49.32,0.0,0.0,49.33,49.33,49.33,0.0,0.0
2019-02-17,49.36,49.36,49.36,0.0,0.0,49.44,49.44,49.44,0.0,0.0,49.32,49.32,49.32,0.0,0.0,49.4,49.4,49.4,0.0,0.0
2019-02-24,49.14,49.14,49.14,0.0,0.0,49.23,49.23,49.23,0.0,0.0,49.13,49.13,49.13,0.0,0.0,49.16,49.16,49.16,0.0,0.0
2019-03-03,49.32,49.32,49.32,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.25,49.25,49.25,0.0,0.0,49.35,49.35,49.35,0.0,0.0
2019-03-10,49.5,49.5,49.5,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.53,49.53,49.53,0.0,0.0
2019-03-17,49.86,49.86,49.86,0.0,0.0,49.95,49.95,49.95,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.93,49.93,49.93,0.0,0.0
2019-03-24,49.92,49.92,49.92,0.0,0.0,49.99,49.99,49.99,0.0,0.0,49.91,49.91,49.91,0.0,0.0,49.96,49.96,49.96,0.0,0.0
2019-03-31,49.86,49.86,49.86,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.87,49.87,49.87,0.0,0.0
2019-04-07,49.92,49.92,49.92,0.0,0.0,49.93,49.93,49.93,0.0,0.0,49.87,49.87,49.87,0.0,0.0,49.89,49.89,49.89,0.0,0.0
2019-04-14,49.89,49.89,49.89,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.89,49.89,49.89,0.0,0.0
2019-04-21,49.99,49.99,49.99,0.0,0.0,50.0,50.0,50.0,0.0,0.0,49.95,49.95,49.95,0.0,0.0,49.97,49.97,49.97,0.0,0.0
2019-04-28,49.93,49.93,49.93,0.0,0.0,49.95,49.95,49.95,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.94,49.94,49.94,0.0,0.0
2019-05-05,50.02,50.02,50.02,0.0,0.0,50.08,50.08,50.08,0.0,0.0,50.01,50.01,50.01,0.0,0.0,50.02,50.02,50.02,0.0,0.0
2019-05-12,50.21,50.21,50.21,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.12,50.12,50.12,0.0,0.0,50.19,50.19,50.19,0.0,0.0
2019-05-19,50.46,50.46,50.46,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.24,50.24,50.24,0.0,0.0
2019-05-26,50.48,50.48,50.48,0.0,0.0,50.54,50.54,50.54,0.0,0.0,50.38,50.38,50.38,0.0,0.0,50.53,50.53,50.53,0.0,0.0
2019-06-02,50.69,50.69,50.69,0.0,0.0,50.74,50.74,50.74,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.71,50.71,50.71,0.0,0.0
2019-06-09,50.72,50.72,50.72,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.77,50.77,50.77,0.0,0.0
2019-06-16,51.06,51.06,51.06,0.0,0.0,51.07,51.07,51.07,0.0,0.0,50.98,50.98,50.98,0.0,0.0,51.01,51.01,51.01,0.0,0.0
2019-06-23,51.03,51.03,51.03,0.0,0.0,51.07,51.07,51.07,0.0,0.0,50.99,50.99,50.99,0.0,0.0,51.05,51.05,51.05,0.0,0.0
2019-06-30,51.15,51.15,51.15,0.0,0.0,51.15,51.15,51.15,0.0,0.0,50.98,50.98,50.98,0.0,0.0,51.03,51.03,51.03,0.0,0.0
2019-07-07,50.9,50.9,50.9,0.0,0.0,50.91,50.91,50.91,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.91,50.91,50.91,0.0,0.0
2019-07-14,51.07,51.07,51.07,0.0,0.0,51.11,51.11,51.11,0.0,0.0,51.03,51.03,51.03,0.0,0.0,51.08,51.08,51.08,0.0,0.0
2019-07-21,51.15,51.15,51.15,0.0,0.0,51.15,51.15,51.15,0.0,0.0,51.07,51.07,51.07,0.0,0.0,51.12,51.12,51.12,0.0,0.0
2019-07-28,51.37,51.37,51.37,0.0,0.0,51.43,51.43,51.43,0.0,0.0,51.34,51.34,51.34,0.0,0.0,51.4,51.4,51.4,0.0,0.0
2019-08-04,51.62,51.62,51.62,0.0,0.0,51.65,51.65,51.65,0.0,0.0,51.52,51.52,51.52,0.0,0.0,51.55,51.55,51.55,0.0,0.0
2019-08-11,51.83,51.83,51.83,0.0,0.0,51.93,51.93,51.93,0.0,0.0,51.79,51.79,51.79,0.0,0.0,51.92,51.92,51.92,0.0,0.0
2019-08-18,51.93,51.93,51.93,0.0,0.0,52.07,52.07,52.07,0.0,0.0,51.84,51.84,51.84,0.0,0.0,52.01,52.01,52.01,0.0,0.0
2019-08-25,52.07,52.07,52.07,0.0,0.0,52.1,52.1,52.1,0.0,0.0,52.0,52.0,52.0,0.0,0.0,52.06,52.06,52.06,0.0,0.0
2019-09-01,51.95,51.95,51.95,0.0,0.0,52.02,52.02,52.02,0.0,0.0,51.93,51.93,51.93,0.0,0.0,51.97,51.97,51.97,0.0,0.0
2019-09-08,51.44,51.44,51.44,0.0,0.0,51.44,51.44,51.44,0.0,0.0,51.27,51.27,51.27,0.0,0.0,51.27,51.27,51.27,0.0,0.0
2019-09-15,51.54,51.54,51.54,0.0,0.0,51.7,51.7,51.7,0.0,0.0,51.54,51.54,51.54,0.0,0.0,51.7,51.7,51.7,0.0,0.0
2019-09-22,51.63,51.63,51.63,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.56,51.56,51.56,0.0,0.0,51.63,51.63,51.63,0.0,0.0
2019-09-29,52.02,52.02,52.02,0.0,0.0,52.07,52.07,52.07,0.0,0.0,51.96,51.96,51.96,0.0,0.0,52.07,52.07,52.07,0.0,0.0
2019-10-06,51.7,51.7,51.7,0.0,0.0,51.77,51.77,51.77,0.0,0.0,51.56,51.56,51.56,0.0,0.0,51.69,51.69,51.69,0.0,0.0
2019-10-13,51.69,51.69,51.69,0.0,0.0,51.73,51.73,51.73,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.68,51.68,51.68,0.0,0.0
2019-10-20,51.72,51.72,51.72,0.0,0.0,51.74,51.74,51.74,0.0,0.0,51.59,51.59,51.59,0.0,0.0,51.64,51.64,51.64,0.0,0.0
2019-10-27,51.82,51.82,51.82,0.0,0.0,51.88,51.88,51.88,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.77,51.77,51.77,0.0,0.0
2019-11-03,51.3,51.3,51.3,0.0,0.0,51.36,51.36,51.36,0.0,0.0,51.27,51.27,51.27,0.0,0.0,51.3,51.3,51.3,0.0,0.0
2019-11-10,51.5,51.5,51.5,0.0,0.0,51.58,51.58,51.58,0.0,0.0,51.5,51.5,51.5,0.0,0.0,51.58,51.58,51.58,0.0,0.0
2019-11-17,51.69,51.69,51.69,0.0,0.0,51.71,51.71,51.71,0.0,0.0,51.64,51.64,51.64,0.0,0.0,51.7,51.7,51.7,0.0,0.0
2019-11-24,51.67,51.67,51.67,0.0,0.0,51.68,51.68,51.68,0.0,0.0,51.62,51.62,51.62,0.0,0.0,51.68,51.68,51.68,0.0,0.0
2019-12-01,51.58,51.58,51.58,0.0,0.0,51.64,51.64,51.64,0.0,0.0,51.56,51.56,51.56,0.0,0.0,51.63,51.63,51.63,0.0,0.0
2019-12-08,51.68,51.68,51.68,0.0,0.0,51.85,51.85,51.85,0.0,0.0,51.65,51.65,51.65,0.0,0.0,51.85,51.85,51.85,0.0,0.0
2019-12-15,51.75,51.75,51.75,0.0,0.0,51.81,51.81,51.81,0.0,0.0,51.71,51.71,51.71,0.0,0.0,51.79,51.79,51.79,0.0,0.0
2019-12-22,51.76,51.76,51.76,0.0,0.0,51.8,51.8,51.8,0.0,0.0,51.74,51.74,51.74,0.0,0.0,51.8,51.8,51.8,0.0,0.0
2019-12-29,51.83,51.83,51.83,0.0,0.0,52.0,52.0,52.0,0.0,0.0,51.83,51.83,51.83,0.0,0.0,52.0,52.0,52.0,0.0,0.0
2020-01-05,51.9,51.9,51.9,0.0,0.0,51.99,51.99,51.99,0.0,0.0,51.9,51.9,51.9,0.0,0.0,51.98,51.98,51.98,0.0,0.0
2020-01-12,52.05,52.05,52.05,0.0,0.0,52.05,52.05,52.05,0.0,0.0,51.97,51.97,51.97,0.0,0.0,52.03,52.03,52.03,0.0,0.0
2020-01-19,52.28,52.28,52.28,0.0,0.0,52.32,52.32,52.32,0.0,0.0,52.25,52.25,52.25,0.0,0.0,52.3,52.3,52.3,0.0,0.0
2020-01-26,52.47,52.47,52.47,0.0,0.0,52.53,52.53,52.53,0.0,0.0,52.44,52.44,52.44,0.0,0.0,52.53,52.53,52.53,0.0,0.0
2020-02-02,52.44,52.44,52.44,0.0,0.0,52.49,52.49,52.49,0.0,0.0,52.42,52.42,52.42,0.0,0.0,52.49,52.49,52.49,0.0,0.0
2020-02-09,52.54,52.54,52.54,0.0,0.0,52.59,52.59,52.59,0.0,0.0,52.52,52.52,52.52,0.0,0.0,52.55,52.55,52.55,0.0,0.0
2020-02-16,52.78,52.78,52.78,0.0,0.0,52.86,52.86,52.86,0.0,0.0,52.77,52.77,52.77,0.0,0.0,52.83,52.83,52.83,0.0,0.0
2020-02-23,52.82,52.82,52.82,0.0,0.0,53.02,53.02,53.02,0.0,0.0,52.77,52.77,52.77,0.0,0.0,52.98,52.98,52.98,0.0,0.0
2020-03-01,53.89,53.89,53.89,0.0,0.0,53.9,53.9,53.9,0.0,0.0,53.6,53.6,53.6,0.0,0.0,53.74,53.74,53.74,0.0,0.0
2020-03-08,49.32,49.32,49.32,0.0,0.0,49.32,49.32,49.32,0.0,0.0,49.32,49.32,49.32,0.0,0.0,49.32,49.32,49.32,0.0,0.0
2020-03-15,47.85,47.85,47.85,0.0,0.0,47.85,47.85,47.85,0.0,0.0,47.85,47.85,47.85,0.0,0.0,47.85,47.85,47.85,0.0,0.0
2020-03-22,51.51,51.51,51.51,0.0,0.0,51.51,51.51,51.51,0.0,0.0,51.51,51.51,51.51,0.0,0.0,51.51,51.51,51.51,0.0,0.0
2020-03-29,51.08,51.08,51.08,0.0,0.0,51.2,51.2,51.2,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.91,50.91,50.91,0.0,0.0
2020-04-05,51.58,51.58,51.58,0.0,0.0,52.93,52.93,52.93,0.0,0.0,51.51,51.51,51.51,0.0,0.0,52.88,52.88,52.88,0.0,0.0
2020-04-12,53.14,53.14,53.14,0.0,0.0,53.25,53.25,53.25,0.0,0.0,53.08,53.08,53.08,0.0,0.0,53.12,53.12,53.12,0.0,0.0
2020-04-19,53.0,53.0,53.0,0.0,0.0,53.06,53.06,53.06,0.0,0.0,52.86,52.86,52.86,0.0,0.0,53.06,53.06,53.06,0.0,0.0
2020-04-26,52.73,52.73,52.73,0.0,0.0,52.73,52.73,52.73,0.0,0.0,52.73,52.73,52.73,0.0,0.0,52.73,52.73,52.73,0.0,0.0
2020-05-03,52.81,52.81,52.81,0.0,0.0,52.81,52.81,52.81,0.0,0.0,52.81,52.81,52.81,0.0,0.0,52.81,52.81,52.81,0.0,0.0
2020-05-10,52.8,52.8,52.8,0.0,0.0,52.87,52.87,52.87,0.0,0.0,52.74,52.74,52.74,0.0,0.0,52.81,52.81,52.81,0.0,0.0
2020-05-17,53.39,53.39,53.39,0.0,0.0,53.45,53.45,53.45,0.0,0.0,53.34,53.34,53.34,0.0,0.0,53.38,53.38,53.38,0.0,0.0
2020-05-24,53.55,53.55,53.55,0.0,0.0,53.67,53.67,53.67,0.0,0.0,53.37,53.37,53.37,0.0,0.0,53.6,53.6,53.6,0.0,0.0
2020-05-31,53.86,53.86,53.86,0.0,0.0,53.86,53.86,53.86,0.0,0.0,53.86,53.86,53.86,0.0,0.0,53.86,53.86,53.86,0.0,0.0
2020-06-07,53.95,53.95,53.95,0.0,0.0,54.04,54.04,54.04,0.0,0.0,53.75,53.75,53.75,0.0,0.0,53.94,53.94,53.94,0.0,0.0
2020-06-14,54.14,54.14,54.14,0.0,0.0,54.2,54.2,54.2,0.0,0.0,54.07,54.07,54.07,0.0,0.0,54.14,54.14,54.14,0.0,0.0
2020-06-21,54.14,54.14,54.14,0.0,0.0,54.14,54.14,54.14,0.0,0.0,53.88,53.88,53.88,0.0,0.0,54.04,54.04,54.04,0.0,0.0
2020-06-28,54.23,54.23,54.23,0.0,0.0,54.23,54.23,54.23,0.0,0.0,54.23,54.23,54.23,0.0,0.0,54.23,54.23,54.23,0.0,0.0
2020-07-05,54.39,54.39,54.39,0.0,0.0,54.4,54.4,54.4,0.0,0.0,54.29,54.29,54.29,0.0,0.0,54.37,54.37,54.37,0.0,0.0
