Date,MPAAStock_Open_average,MPAAStock_Open_max,MPAAStock_Open_min,MPAAStock_Open_volatility,MPAAStock_Open_change,MPAAStock_High_average,MPAAStock_High_max,MPAAStock_High_min,MPAAStock_High_volatility,MPAAStock_High_change,MPAAStock_Low_average,MPAAStock_Low_max,MPAAStock_Low_min,MPAAStock_Low_volatility,MPAAStock_Low_change,MPAAStock_Close_average,MPAAStock_Close_max,MPAAStock_Close_min,MPAAStock_Close_volatility,MPAAStock_Close_change,MPAAStock_Volume_average,MPAAStock_Volume_max,MPAAStock_Volume_min,MPAAStock_Volume_volatility,MPAAStock_Volume_change
2018-01-14,28.27,28.61,28.06,0.5500000000000007,-0.23000000000000043,28.685000000000002,28.98,28.42,0.5599999999999987,-0.21999999999999886,27.869999999999997,28.08,27.79,0.28999999999999915,0.010000000000001563,28.192500000000003,28.62,27.92,0.6999999999999993,0.21999999999999886,83442,96314,70360,25954,-15730
2018-01-21,28.08,28.24,27.95,0.28999999999999915,-0.15000000000000213,28.256,28.52,28.1,0.41999999999999815,-0.07000000000000028,27.631999999999998,27.95,27.38,0.5700000000000003,-0.240000000000002,27.954,28.2,27.7,0.5,-0.4499999999999993,113112,144259,67228,77031,68476
2018-01-28,27.14,27.69,26.43,1.2600000000000016,-1.2600000000000016,27.59,27.81,27.27,0.5399999999999991,-0.4800000000000004,26.536,27.09,25.18,1.9100000000000001,-1.8500000000000014,26.81,27.48,25.46,2.0199999999999996,-2.0199999999999996,134102,170045,101149,68896,-24807
2018-02-04,24.824,25.53,23.14,2.3900000000000006,-2.1899999999999977,25.46,26.34,24.2,2.1400000000000006,-1.4200000000000017,24.084,25.35,20.94,4.41,-4.079999999999998,24.494,25.48,22.01,3.469999999999999,-3.039999999999999,426355,1363678,167329,1196349,1196349
2018-02-11,22.924,24.64,21.34,3.3000000000000007,1.8200000000000003,23.668,24.7,22.27,2.4299999999999997,1.8300000000000018,22.138,23.2,20.73,2.469999999999999,2.210000000000001,23.1,24.59,21.45,3.1400000000000006,1.5100000000000016,374751,547873,160572,387301,-340419
2018-02-18,22.4075,22.74,21.98,0.759999999999998,-0.759999999999998,22.685000000000002,23.1,22.14,0.9600000000000009,-0.9100000000000001,22.0275,22.41,21.7,0.7100000000000009,-0.6600000000000001,22.205,22.73,21.78,0.9499999999999993,-0.7300000000000004,138938,211851,100036,111815,38211
2018-02-25,21.018,22.01,20.35,1.6600000000000001,-1.6600000000000001,21.358,22.09,20.94,1.1499999999999986,-1.1000000000000014,20.566,21.36,20.11,1.25,-1.120000000000001,20.794,21.4,20.38,1.0199999999999996,-0.6699999999999982,168955,249645,120108,129537,24723
2018-03-04,20.87,21.32,20.53,0.7899999999999991,0.7899999999999991,21.284,21.77,21.02,0.75,0.6999999999999993,20.704,21.03,20.41,0.620000000000001,0.5,21.088,21.71,20.75,0.9600000000000009,0.9600000000000009,171949,293219,117493,175726,-35598
2018-03-11,22.446,23.07,21.75,1.3200000000000003,0.9299999999999997,22.978,23.48,22.18,1.3000000000000007,1.3000000000000007,22.288,22.68,21.72,0.9600000000000009,0.9600000000000009,22.734,23.38,21.93,1.4499999999999993,1.4499999999999993,245394,386384,168621,217763,211003
2018-03-18,22.35,23.34,21.68,1.6600000000000001,-1.6600000000000001,22.616,23.34,21.83,1.5100000000000016,-1.5100000000000016,21.74,22.53,21.08,1.4500000000000028,-1.4500000000000028,21.872,22.75,21.19,1.5599999999999987,-1.5599999999999987,116533,156668,82996,73672,-17965
