Date,Deutsche X-trackers MSCI All World ex US High DiviEtf_Open_average,Deutsche X-trackers MSCI All World ex US High DiviEtf_Open_max,Deutsche X-trackers MSCI All World ex US High DiviEtf_Open_min,Deutsche X-trackers MSCI All World ex US High DiviEtf_Open_volatility,Deutsche X-trackers MSCI All World ex US High DiviEtf_Open_change,Deutsche X-trackers MSCI All World ex US High DiviEtf_High_average,Deutsche X-trackers MSCI All World ex US High DiviEtf_High_max,Deutsche X-trackers MSCI All World ex US High DiviEtf_High_min,Deutsche X-trackers MSCI All World ex US High DiviEtf_High_volatility,Deutsche X-trackers MSCI All World ex US High DiviEtf_High_change,Deutsche X-trackers MSCI All World ex US High DiviEtf_Low_average,Deutsche X-trackers MSCI All World ex US High DiviEtf_Low_max,Deutsche X-trackers MSCI All World ex US High DiviEtf_Low_min,Deutsche X-trackers MSCI All World ex US High DiviEtf_Low_volatility,Deutsche X-trackers MSCI All World ex US High DiviEtf_Low_change,Deutsche X-trackers MSCI All World ex US High DiviEtf_Close_average,Deutsche X-trackers MSCI All World ex US High DiviEtf_Close_max,Deutsche X-trackers MSCI All World ex US High DiviEtf_Close_min,Deutsche X-trackers MSCI All World ex US High DiviEtf_Close_volatility,Deutsche X-trackers MSCI All World ex US High DiviEtf_Close_change
2018-03-25,25.97,25.97,25.97,0.0,0.0,25.97,25.97,25.97,0.0,0.0,25.97,25.97,25.97,0.0,0.0,25.97,25.97,25.97,0.0,0.0
2018-04-01,25.73,25.73,25.73,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.73,25.73,25.73,0.0,0.0
2018-04-08,26.32,26.32,26.32,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.32,26.32,26.32,0.0,0.0
2018-04-15,26.56,26.56,26.56,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.56,26.56,26.56,0.0,0.0
2018-04-22,26.24,26.24,26.24,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.24,26.24,26.24,0.0,0.0
2018-04-29,26.25,26.25,26.25,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.17,26.17,26.17,0.0,0.0,26.23,26.23,26.23,0.0,0.0
2018-05-06,26.5,26.5,26.5,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.5,26.5,26.5,0.0,0.0
2018-05-13,26.28,26.28,26.28,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.24,26.24,26.24,0.0,0.0
2018-05-20,25.86,25.86,25.86,0.0,0.0,25.88,25.88,25.88,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.84,25.84,25.84,0.0,0.0
2018-05-27,25.61,25.61,25.61,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.61,25.61,25.61,0.0,0.0
2018-06-03,25.87,25.87,25.87,0.0,0.0,25.87,25.87,25.87,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.8,25.8,25.8,0.0,0.0
2018-06-10,25.39,25.39,25.39,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.39,25.39,25.39,0.0,0.0
2018-06-17,25.16,25.16,25.16,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.13,25.13,25.13,0.0,0.0
2018-06-24,24.79,24.79,24.79,0.0,0.0,24.86,24.86,24.86,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.78,24.78,24.78,0.0,0.0
2018-07-01,25.1,25.1,25.1,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.16,25.16,25.16,0.0,0.0
2018-07-08,25.18,25.18,25.18,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.19,25.19,25.19,0.0,0.0
2018-07-15,25.13,25.13,25.13,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.13,25.13,25.13,0.0,0.0,25.25,25.25,25.25,0.0,0.0
2018-07-22,25.34,25.34,25.34,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.48,25.48,25.48,0.0,0.0
2018-07-29,25.49,25.49,25.49,0.0,0.0,25.54,25.54,25.54,0.0,0.0,25.49,25.49,25.49,0.0,0.0,25.54,25.54,25.54,0.0,0.0
2018-08-05,25.11,25.11,25.11,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.02,25.02,25.02,0.0,0.0
2018-08-12,24.78,24.78,24.78,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.78,24.78,24.78,0.0,0.0
2018-08-19,25.3,25.3,25.3,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.27,25.27,25.27,0.0,0.0
2018-08-26,25.16,25.16,25.16,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.17,25.17,25.17,0.0,0.0
2018-09-02,24.6,24.6,24.6,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.52,24.52,24.52,0.0,0.0
2018-09-09,24.81,24.81,24.81,0.0,0.0,24.81,24.81,24.81,0.0,0.0,24.81,24.81,24.81,0.0,0.0,24.81,24.81,24.81,0.0,0.0
2018-09-16,25.4,25.4,25.4,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.63,25.63,25.63,0.0,0.0
2018-09-23,25.15,25.15,25.15,0.0,0.0,25.15,25.15,25.15,0.0,0.0,25.13,25.13,25.13,0.0,0.0,25.13,25.13,25.13,0.0,0.0
2018-09-30,24.77,24.77,24.77,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.63,24.63,24.63,0.0,0.0
2018-10-07,24.26,24.26,24.26,0.0,0.0,24.26,24.26,24.26,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.94,23.94,23.94,0.0,0.0
2018-10-14,24.34,24.34,24.34,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.13,24.13,24.13,0.0,0.0,24.13,24.13,24.13,0.0,0.0
2018-10-21,23.09,23.09,23.09,0.0,0.0,23.39,23.39,23.39,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.22,23.22,23.22,0.0,0.0
2018-10-28,23.99,23.99,23.99,0.0,0.0,23.99,23.99,23.99,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.93,23.93,23.93,0.0,0.0
2018-11-04,23.98,23.98,23.98,0.0,0.0,23.98,23.98,23.98,0.0,0.0,23.94,23.94,23.94,0.0,0.0,23.94,23.94,23.94,0.0,0.0
2018-11-11,23.92,23.92,23.92,0.0,0.0,24.08,24.08,24.08,0.0,0.0,23.92,23.92,23.92,0.0,0.0,24.06,24.06,24.06,0.0,0.0
2018-11-18,23.71,23.71,23.71,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.52,23.52,23.52,0.0,0.0,23.53,23.53,23.53,0.0,0.0
2018-11-25,23.57,23.57,23.57,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.57,23.57,23.57,0.0,0.0,23.62,23.62,23.62,0.0,0.0
2018-12-02,23.18,23.18,23.18,0.0,0.0,23.19,23.19,23.19,0.0,0.0,23.06,23.06,23.06,0.0,0.0,23.06,23.06,23.06,0.0,0.0
2018-12-09,22.81,22.81,22.81,0.0,0.0,23.06,23.06,23.06,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.98,22.98,22.98,0.0,0.0
2018-12-16,22.29,22.29,22.29,0.0,0.0,22.29,22.29,22.29,0.0,0.0,22.02,22.02,22.02,0.0,0.0,22.02,22.02,22.02,0.0,0.0
2018-12-23,22.38,22.38,22.38,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.1,22.1,22.1,0.0,0.0,22.24,22.24,22.24,0.0,0.0
2018-12-30,22.62,22.62,22.62,0.0,0.0,22.85,22.85,22.85,0.0,0.0,22.62,22.62,22.62,0.0,0.0,22.81,22.81,22.81,0.0,0.0
2019-01-06,23.16,23.16,23.16,0.0,0.0,23.22,23.22,23.22,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.22,23.22,23.22,0.0,0.0
2019-01-13,23.67,23.67,23.67,0.0,0.0,23.72,23.72,23.72,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.66,23.66,23.66,0.0,0.0
2019-01-20,23.84,23.84,23.84,0.0,0.0,23.86,23.86,23.86,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.84,23.84,23.84,0.0,0.0
2019-01-27,24.15,24.15,24.15,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2019-02-03,23.86,23.86,23.86,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.86,23.86,23.86,0.0,0.0,23.87,23.87,23.87,0.0,0.0
2019-02-10,24.16,24.16,24.16,0.0,0.0,24.26,24.26,24.26,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.26,24.26,24.26,0.0,0.0
2019-02-17,24.63,24.63,24.63,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.62,24.62,24.62,0.0,0.0
2019-02-24,24.64,24.64,24.64,0.0,0.0,24.64,24.64,24.64,0.0,0.0,24.64,24.64,24.64,0.0,0.0,24.64,24.64,24.64,0.0,0.0
2019-03-03,24.07,24.07,24.07,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.07,24.07,24.07,0.0,0.0,24.34,24.34,24.34,0.0,0.0
2019-03-10,24.66,24.66,24.66,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.69,24.69,24.69,0.0,0.0
2019-03-17,24.32,24.32,24.32,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.32,24.32,24.32,0.0,0.0
2019-03-24,24.41,24.41,24.41,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.34,24.34,24.34,0.0,0.0
2019-03-31,24.98,24.98,24.98,0.0,0.0,24.98,24.98,24.98,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.92,24.92,24.92,0.0,0.0
2019-04-07,25.0,25.0,25.0,0.0,0.0,25.02,25.02,25.02,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.99,24.99,24.99,0.0,0.0
2019-04-14,25.03,25.03,25.03,0.0,0.0,25.04,25.04,25.04,0.0,0.0,25.03,25.03,25.03,0.0,0.0,25.04,25.04,25.04,0.0,0.0
2019-04-21,24.79,24.79,24.79,0.0,0.0,24.79,24.79,24.79,0.0,0.0,24.79,24.79,24.79,0.0,0.0,24.79,24.79,24.79,0.0,0.0
2019-04-28,24.9,24.9,24.9,0.0,0.0,25.01,25.01,25.01,0.0,0.0,24.9,24.9,24.9,0.0,0.0,25.01,25.01,25.01,0.0,0.0
2019-05-05,24.1,24.1,24.1,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.08,24.08,24.08,0.0,0.0,24.34,24.34,24.34,0.0,0.0
2019-05-12,24.02,24.02,24.02,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.02,24.02,24.02,0.0,0.0,24.08,24.08,24.08,0.0,0.0
2019-05-19,24.01,24.01,24.01,0.0,0.0,24.12,24.12,24.12,0.0,0.0,24.01,24.01,24.01,0.0,0.0,24.06,24.06,24.06,0.0,0.0
2019-05-26,23.7,23.7,23.7,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.71,23.71,23.71,0.0,0.0
2019-06-02,24.53,24.53,24.53,0.0,0.0,24.53,24.53,24.53,0.0,0.0,24.44,24.44,24.44,0.0,0.0,24.48,24.48,24.48,0.0,0.0
2019-06-09,24.56,24.56,24.56,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.4,24.4,24.4,0.0,0.0
2019-06-16,25.09,25.09,25.09,0.0,0.0,25.14,25.14,25.14,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.1,25.1,25.1,0.0,0.0
2019-06-23,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.88,24.88,24.88,0.0,0.0
2019-06-30,24.82,24.82,24.82,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.94,24.94,24.94,0.0,0.0
2019-07-07,24.73,24.73,24.73,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.71,24.71,24.71,0.0,0.0
2019-07-14,24.67,24.67,24.67,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.69,24.69,24.69,0.0,0.0
2019-07-21,24.63,24.63,24.63,0.0,0.0,24.68,24.68,24.68,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.62,24.62,24.62,0.0,0.0
2019-07-28,23.68,23.68,23.68,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.75,23.75,23.75,0.0,0.0
2019-08-04,23.55,23.55,23.55,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.58,23.58,23.58,0.0,0.0
2019-08-11,23.38,23.38,23.38,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.14,23.14,23.14,0.0,0.0,23.14,23.14,23.14,0.0,0.0
2019-08-18,23.45,23.45,23.45,0.0,0.0,23.53,23.53,23.53,0.0,0.0,23.22,23.22,23.22,0.0,0.0,23.22,23.22,23.22,0.0,0.0
2019-08-25,23.71,23.71,23.71,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.69,23.69,23.69,0.0,0.0
2019-09-01,24.22,24.22,24.22,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.14,24.14,24.14,0.0,0.0,24.17,24.17,24.17,0.0,0.0
2019-09-08,24.82,24.82,24.82,0.0,0.0,25.03,25.03,25.03,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.77,24.77,24.77,0.0,0.0
2019-09-15,24.76,24.76,24.76,0.0,0.0,24.76,24.76,24.76,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.49,24.49,24.49,0.0,0.0
2019-09-22,24.22,24.22,24.22,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.24,24.24,24.24,0.0,0.0
2019-09-29,23.82,23.82,23.82,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.91,23.91,23.91,0.0,0.0
2019-10-06,24.47,24.47,24.47,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.46,24.46,24.46,0.0,0.0,24.47,24.47,24.47,0.0,0.0
2019-10-13,24.77,24.77,24.77,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.81,24.81,24.81,0.0,0.0
2019-10-20,24.89,24.89,24.89,0.0,0.0,25.18,25.18,25.18,0.0,0.0,24.89,24.89,24.89,0.0,0.0,25.15,25.15,25.15,0.0,0.0
2019-10-27,25.35,25.35,25.35,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.36,25.36,25.36,0.0,0.0
2019-11-03,25.43,25.43,25.43,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.47,25.47,25.47,0.0,0.0
2019-11-10,25.15,25.15,25.15,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.15,25.15,25.15,0.0,0.0,25.28,25.28,25.28,0.0,0.0
2019-11-17,25.25,25.25,25.25,0.0,0.0,25.36,25.36,25.36,0.0,0.0,24.93,24.93,24.93,0.0,0.0,25.23,25.23,25.23,0.0,0.0
2019-11-24,25.35,25.35,25.35,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.17,25.17,25.17,0.0,0.0
2019-12-01,25.27,25.27,25.27,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.31,25.31,25.31,0.0,0.0
2019-12-08,25.97,25.97,25.97,0.0,0.0,26.02,26.02,26.02,0.0,0.0,25.9,25.9,25.9,0.0,0.0,25.97,25.97,25.97,0.0,0.0
2019-12-15,25.91,25.91,25.91,0.0,0.0,26.07,26.07,26.07,0.0,0.0,25.91,25.91,25.91,0.0,0.0,26.06,26.06,26.06,0.0,0.0
2019-12-22,26.2,26.2,26.2,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.27,26.27,26.27,0.0,0.0
2019-12-29,26.16,26.16,26.16,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.16,26.16,26.16,0.0,0.0
2020-01-05,26.3,26.3,26.3,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.22,26.22,26.22,0.0,0.0
2020-01-12,26.5,26.5,26.5,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.5,26.5,26.5,0.0,0.0
2020-01-19,26.15,26.15,26.15,0.0,0.0,26.15,26.15,26.15,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.05,26.05,26.05,0.0,0.0
2020-01-26,25.09,25.09,25.09,0.0,0.0,25.09,25.09,25.09,0.0,0.0,24.96,24.96,24.96,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2020-02-02,25.49,25.49,25.49,0.0,0.0,25.49,25.49,25.49,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.38,25.38,25.38,0.0,0.0
2020-02-09,25.79,25.79,25.79,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.65,25.65,25.65,0.0,0.0
2020-02-16,25.38,25.38,25.38,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.4,25.4,25.4,0.0,0.0
2020-02-23,23.0,23.0,23.0,0.0,0.0,23.1,23.1,23.1,0.0,0.0,22.88,22.88,22.88,0.0,0.0,23.1,23.1,23.1,0.0,0.0
2020-03-01,23.11,23.11,23.11,0.0,0.0,23.11,23.11,23.11,0.0,0.0,22.89,22.89,22.89,0.0,0.0,23.03,23.03,23.03,0.0,0.0
2020-03-08,19.61,19.61,19.61,0.0,0.0,19.61,19.61,19.61,0.0,0.0,19.61,19.61,19.61,0.0,0.0,19.61,19.61,19.61,0.0,0.0
2020-03-15,16.95,16.95,16.95,0.0,0.0,16.95,16.95,16.95,0.0,0.0,16.95,16.95,16.95,0.0,0.0,16.95,16.95,16.95,0.0,0.0
2020-03-22,18.65,18.65,18.65,0.0,0.0,18.65,18.65,18.65,0.0,0.0,18.65,18.65,18.65,0.0,0.0,18.65,18.65,18.65,0.0,0.0
2020-03-29,18.57,18.57,18.57,0.0,0.0,18.7,18.7,18.7,0.0,0.0,18.57,18.57,18.57,0.0,0.0,18.65,18.65,18.65,0.0,0.0
2020-04-05,20.06,20.06,20.06,0.0,0.0,20.06,20.06,20.06,0.0,0.0,20.04,20.04,20.04,0.0,0.0,20.04,20.04,20.04,0.0,0.0
2020-04-12,19.45,19.45,19.45,0.0,0.0,19.82,19.82,19.82,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.82,19.82,19.82,0.0,0.0
2020-04-19,19.51,19.51,19.51,0.0,0.0,19.51,19.51,19.51,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.51,19.51,19.51,0.0,0.0
2020-04-26,19.78,19.78,19.78,0.0,0.0,19.78,19.78,19.78,0.0,0.0,19.78,19.78,19.78,0.0,0.0,19.78,19.78,19.78,0.0,0.0
2020-05-03,20.22,20.22,20.22,0.0,0.0,20.22,20.22,20.22,0.0,0.0,20.22,20.22,20.22,0.0,0.0,20.22,20.22,20.22,0.0,0.0
2020-05-10,19.45,19.45,19.45,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.36,19.36,19.36,0.0,0.0,19.38,19.38,19.38,0.0,0.0
2020-05-17,19.86,19.86,19.86,0.0,0.0,19.95,19.95,19.95,0.0,0.0,19.86,19.86,19.86,0.0,0.0,19.95,19.95,19.95,0.0,0.0
2020-05-24,20.88,20.88,20.88,0.0,0.0,20.88,20.88,20.88,0.0,0.0,20.44,20.44,20.44,0.0,0.0,20.85,20.85,20.85,0.0,0.0
2020-05-31,22.5,22.5,22.5,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.5,22.5,22.5,0.0,0.0
2020-06-07,21.53,21.53,21.53,0.0,0.0,21.55,21.55,21.55,0.0,0.0,21.35,21.35,21.35,0.0,0.0,21.51,21.51,21.51,0.0,0.0
2020-06-14,21.57,21.57,21.57,0.0,0.0,21.63,21.63,21.63,0.0,0.0,21.47,21.47,21.47,0.0,0.0,21.6,21.6,21.6,0.0,0.0
2020-06-21,20.92,20.92,20.92,0.0,0.0,21.13,21.13,21.13,0.0,0.0,20.83,20.83,20.83,0.0,0.0,20.93,20.93,20.93,0.0,0.0
2020-06-28,21.45,21.45,21.45,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.45,21.45,21.45,0.0,0.0
2020-07-05,21.5,21.5,21.5,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.5,21.5,21.5,0.0,0.0
