Date,ALPS Sprott Gold MinersEtf_Open_average,ALPS Sprott Gold MinersEtf_Open_max,ALPS Sprott Gold MinersEtf_Open_min,ALPS Sprott Gold MinersEtf_Open_volatility,ALPS Sprott Gold MinersEtf_Open_change,ALPS Sprott Gold MinersEtf_High_average,ALPS Sprott Gold MinersEtf_High_max,ALPS Sprott Gold MinersEtf_High_min,ALPS Sprott Gold MinersEtf_High_volatility,ALPS Sprott Gold MinersEtf_High_change,ALPS Sprott Gold MinersEtf_Low_average,ALPS Sprott Gold MinersEtf_Low_max,ALPS Sprott Gold MinersEtf_Low_min,ALPS Sprott Gold MinersEtf_Low_volatility,ALPS Sprott Gold MinersEtf_Low_change,ALPS Sprott Gold MinersEtf_Close_average,ALPS Sprott Gold MinersEtf_Close_max,ALPS Sprott Gold MinersEtf_Close_min,ALPS Sprott Gold MinersEtf_Close_volatility,ALPS Sprott Gold MinersEtf_Close_change
2018-03-25,19.48,19.48,19.48,0.0,0.0,19.64,19.64,19.64,0.0,0.0,19.4,19.4,19.4,0.0,0.0,19.61,19.61,19.61,0.0,0.0
2018-04-01,19.6,19.6,19.6,0.0,0.0,19.69,19.69,19.69,0.0,0.0,19.59,19.59,19.59,0.0,0.0,19.62,19.62,19.62,0.0,0.0
2018-04-08,20.15,20.15,20.15,0.0,0.0,20.39,20.39,20.39,0.0,0.0,20.15,20.15,20.15,0.0,0.0,20.28,20.28,20.28,0.0,0.0
2018-04-15,20.2,20.2,20.2,0.0,0.0,20.2,20.2,20.2,0.0,0.0,19.97,19.97,19.97,0.0,0.0,20.11,20.11,20.11,0.0,0.0
2018-04-22,19.89,19.89,19.89,0.0,0.0,19.97,19.97,19.97,0.0,0.0,19.89,19.89,19.89,0.0,0.0,19.96,19.96,19.96,0.0,0.0
2018-04-29,19.75,19.75,19.75,0.0,0.0,19.77,19.77,19.77,0.0,0.0,19.7,19.7,19.7,0.0,0.0,19.74,19.74,19.74,0.0,0.0
2018-05-06,20.0,20.0,20.0,0.0,0.0,20.04,20.04,20.04,0.0,0.0,19.92,19.92,19.92,0.0,0.0,19.95,19.95,19.95,0.0,0.0
2018-05-13,19.16,19.16,19.16,0.0,0.0,19.38,19.38,19.38,0.0,0.0,19.16,19.16,19.16,0.0,0.0,19.38,19.38,19.38,0.0,0.0
2018-05-20,19.69,19.69,19.69,0.0,0.0,19.7,19.7,19.7,0.0,0.0,19.57,19.57,19.57,0.0,0.0,19.57,19.57,19.57,0.0,0.0
2018-05-27,19.72,19.72,19.72,0.0,0.0,19.77,19.77,19.77,0.0,0.0,19.6,19.6,19.6,0.0,0.0,19.62,19.62,19.62,0.0,0.0
2018-06-03,19.64,19.64,19.64,0.0,0.0,19.64,19.64,19.64,0.0,0.0,19.55,19.55,19.55,0.0,0.0,19.63,19.63,19.63,0.0,0.0
2018-06-10,19.55,19.55,19.55,0.0,0.0,19.55,19.55,19.55,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.46,19.46,19.46,0.0,0.0
2018-06-17,19.15,19.15,19.15,0.0,0.0,19.41,19.41,19.41,0.0,0.0,19.15,19.15,19.15,0.0,0.0,19.39,19.39,19.39,0.0,0.0
2018-06-24,18.92,18.92,18.92,0.0,0.0,19.38,19.38,19.38,0.0,0.0,18.92,18.92,18.92,0.0,0.0,19.26,19.26,19.26,0.0,0.0
2018-07-01,19.75,19.75,19.75,0.0,0.0,19.77,19.77,19.77,0.0,0.0,19.56,19.56,19.56,0.0,0.0,19.73,19.73,19.73,0.0,0.0
2018-07-08,18.91,18.91,18.91,0.0,0.0,19.04,19.04,19.04,0.0,0.0,18.87,18.87,18.87,0.0,0.0,18.92,18.92,18.92,0.0,0.0
2018-07-15,19.06,19.06,19.06,0.0,0.0,19.09,19.09,19.09,0.0,0.0,18.91,18.91,18.91,0.0,0.0,19.0,19.0,19.0,0.0,0.0
2018-07-22,18.5,18.5,18.5,0.0,0.0,18.71,18.71,18.71,0.0,0.0,18.49,18.49,18.49,0.0,0.0,18.5,18.5,18.5,0.0,0.0
2018-07-29,18.29,18.29,18.29,0.0,0.0,18.51,18.51,18.51,0.0,0.0,18.29,18.29,18.29,0.0,0.0,18.34,18.34,18.34,0.0,0.0
2018-08-05,17.78,17.78,17.78,0.0,0.0,17.92,17.92,17.92,0.0,0.0,17.68,17.68,17.68,0.0,0.0,17.71,17.71,17.71,0.0,0.0
2018-08-12,15.52,15.52,15.52,0.0,0.0,15.91,15.91,15.91,0.0,0.0,15.49,15.49,15.49,0.0,0.0,15.9,15.9,15.9,0.0,0.0
2018-08-19,15.83,15.83,15.83,0.0,0.0,16.4,16.4,16.4,0.0,0.0,15.83,15.83,15.83,0.0,0.0,16.17,16.17,16.17,0.0,0.0
2018-08-26,16.03,16.03,16.03,0.0,0.0,16.03,16.03,16.03,0.0,0.0,15.79,15.79,15.79,0.0,0.0,15.79,15.79,15.79,0.0,0.0
2018-09-02,15.07,15.07,15.07,0.0,0.0,15.33,15.33,15.33,0.0,0.0,15.07,15.07,15.07,0.0,0.0,15.23,15.23,15.23,0.0,0.0
2018-09-09,15.45,15.45,15.45,0.0,0.0,15.45,15.45,15.45,0.0,0.0,15.26,15.26,15.26,0.0,0.0,15.26,15.26,15.26,0.0,0.0
2018-09-16,15.53,15.53,15.53,0.0,0.0,15.94,15.94,15.94,0.0,0.0,15.51,15.51,15.51,0.0,0.0,15.77,15.77,15.77,0.0,0.0
2018-09-23,15.47,15.47,15.47,0.0,0.0,15.72,15.72,15.72,0.0,0.0,15.47,15.47,15.47,0.0,0.0,15.6,15.6,15.6,0.0,0.0
2018-09-30,15.76,15.76,15.76,0.0,0.0,15.86,15.86,15.86,0.0,0.0,15.65,15.65,15.65,0.0,0.0,15.66,15.66,15.66,0.0,0.0
2018-10-07,16.81,16.81,16.81,0.0,0.0,16.9,16.9,16.9,0.0,0.0,16.4,16.4,16.4,0.0,0.0,16.8,16.8,16.8,0.0,0.0
2018-10-14,17.12,17.12,17.12,0.0,0.0,17.2,17.2,17.2,0.0,0.0,17.0,17.0,17.0,0.0,0.0,17.01,17.01,17.01,0.0,0.0
2018-10-21,15.73,15.73,15.73,0.0,0.0,16.24,16.24,16.24,0.0,0.0,15.72,15.72,15.72,0.0,0.0,15.8,15.8,15.8,0.0,0.0
2018-10-28,15.95,15.95,15.95,0.0,0.0,16.22,16.22,16.22,0.0,0.0,15.92,15.92,15.92,0.0,0.0,16.18,16.18,16.18,0.0,0.0
2018-11-04,15.55,15.55,15.55,0.0,0.0,15.59,15.59,15.59,0.0,0.0,15.27,15.27,15.27,0.0,0.0,15.55,15.55,15.55,0.0,0.0
2018-11-11,15.7,15.7,15.7,0.0,0.0,15.84,15.84,15.84,0.0,0.0,15.68,15.68,15.68,0.0,0.0,15.77,15.77,15.77,0.0,0.0
2018-11-18,15.87,15.87,15.87,0.0,0.0,15.95,15.95,15.95,0.0,0.0,15.51,15.51,15.51,0.0,0.0,15.63,15.63,15.63,0.0,0.0
2018-11-25,15.3,15.3,15.3,0.0,0.0,15.3,15.3,15.3,0.0,0.0,15.04,15.04,15.04,0.0,0.0,15.22,15.22,15.22,0.0,0.0
2018-12-02,16.13,16.13,16.13,0.0,0.0,16.54,16.54,16.54,0.0,0.0,16.07,16.07,16.07,0.0,0.0,16.42,16.42,16.42,0.0,0.0
2018-12-09,16.77,16.77,16.77,0.0,0.0,16.77,16.77,16.77,0.0,0.0,16.35,16.35,16.35,0.0,0.0,16.4,16.4,16.4,0.0,0.0
2018-12-16,17.2,17.2,17.2,0.0,0.0,17.21,17.21,17.21,0.0,0.0,16.72,16.72,16.72,0.0,0.0,16.98,16.98,16.98,0.0,0.0
2018-12-23,17.41,17.41,17.41,0.0,0.0,17.52,17.52,17.52,0.0,0.0,17.14,17.14,17.14,0.0,0.0,17.28,17.28,17.28,0.0,0.0
2018-12-30,17.67,17.67,17.67,0.0,0.0,17.89,17.89,17.89,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.74,17.74,17.74,0.0,0.0
2019-01-06,17.61,17.61,17.61,0.0,0.0,17.74,17.74,17.74,0.0,0.0,17.51,17.51,17.51,0.0,0.0,17.53,17.53,17.53,0.0,0.0
2019-01-13,17.16,17.16,17.16,0.0,0.0,17.27,17.27,17.27,0.0,0.0,16.9,16.9,16.9,0.0,0.0,16.94,16.94,16.94,0.0,0.0
2019-01-20,17.49,17.49,17.49,0.0,0.0,17.87,17.87,17.87,0.0,0.0,17.49,17.49,17.49,0.0,0.0,17.84,17.84,17.84,0.0,0.0
2019-01-27,19.11,19.11,19.11,0.0,0.0,19.27,19.27,19.27,0.0,0.0,18.78,18.78,18.78,0.0,0.0,19.13,19.13,19.13,0.0,0.0
2019-02-03,18.87,18.87,18.87,0.0,0.0,19.2,19.2,19.2,0.0,0.0,18.87,18.87,18.87,0.0,0.0,19.13,19.13,19.13,0.0,0.0
2019-02-10,18.87,18.87,18.87,0.0,0.0,19.0,19.0,19.0,0.0,0.0,18.64,18.64,18.64,0.0,0.0,18.99,18.99,18.99,0.0,0.0
2019-02-17,19.81,19.81,19.81,0.0,0.0,19.98,19.98,19.98,0.0,0.0,19.7,19.7,19.7,0.0,0.0,19.8,19.8,19.8,0.0,0.0
2019-02-24,19.25,19.25,19.25,0.0,0.0,19.48,19.48,19.48,0.0,0.0,18.88,18.88,18.88,0.0,0.0,18.92,18.92,18.92,0.0,0.0
2019-03-03,19.15,19.15,19.15,0.0,0.0,19.51,19.51,19.51,0.0,0.0,19.06,19.06,19.06,0.0,0.0,19.48,19.48,19.48,0.0,0.0
2019-03-10,19.36,19.36,19.36,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.08,19.08,19.08,0.0,0.0,19.28,19.28,19.28,0.0,0.0
2019-03-17,19.51,19.51,19.51,0.0,0.0,19.98,19.98,19.98,0.0,0.0,19.51,19.51,19.51,0.0,0.0,19.84,19.84,19.84,0.0,0.0
2019-03-24,19.2,19.2,19.2,0.0,0.0,19.2,19.2,19.2,0.0,0.0,18.94,18.94,18.94,0.0,0.0,18.94,18.94,18.94,0.0,0.0
2019-03-31,19.11,19.11,19.11,0.0,0.0,19.15,19.15,19.15,0.0,0.0,19.04,19.04,19.04,0.0,0.0,19.11,19.11,19.11,0.0,0.0
2019-04-07,18.85,18.85,18.85,0.0,0.0,18.85,18.85,18.85,0.0,0.0,18.69,18.69,18.69,0.0,0.0,18.71,18.71,18.71,0.0,0.0
2019-04-14,18.29,18.29,18.29,0.0,0.0,18.35,18.35,18.35,0.0,0.0,17.91,17.91,17.91,0.0,0.0,18.02,18.02,18.02,0.0,0.0
2019-04-21,17.98,17.98,17.98,0.0,0.0,18.41,18.41,18.41,0.0,0.0,17.98,17.98,17.98,0.0,0.0,18.36,18.36,18.36,0.0,0.0
2019-04-28,17.46,17.46,17.46,0.0,0.0,17.71,17.71,17.71,0.0,0.0,17.41,17.41,17.41,0.0,0.0,17.49,17.49,17.49,0.0,0.0
2019-05-05,17.52,17.52,17.52,0.0,0.0,17.52,17.52,17.52,0.0,0.0,17.35,17.35,17.35,0.0,0.0,17.35,17.35,17.35,0.0,0.0
2019-05-12,17.37,17.37,17.37,0.0,0.0,17.53,17.53,17.53,0.0,0.0,17.26,17.26,17.26,0.0,0.0,17.53,17.53,17.53,0.0,0.0
2019-05-19,17.2,17.2,17.2,0.0,0.0,17.31,17.31,17.31,0.0,0.0,17.11,17.11,17.11,0.0,0.0,17.27,17.27,17.27,0.0,0.0
2019-05-26,17.83,17.83,17.83,0.0,0.0,18.47,18.47,18.47,0.0,0.0,17.83,17.83,17.83,0.0,0.0,18.39,18.39,18.39,0.0,0.0
2019-06-02,19.86,19.86,19.86,0.0,0.0,19.91,19.91,19.91,0.0,0.0,19.51,19.51,19.51,0.0,0.0,19.53,19.53,19.53,0.0,0.0
2019-06-09,20.25,20.25,20.25,0.0,0.0,20.33,20.33,20.33,0.0,0.0,19.74,19.74,19.74,0.0,0.0,19.9,19.9,19.9,0.0,0.0
2019-06-16,21.5,21.5,21.5,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.13,21.13,21.13,0.0,0.0,21.51,21.51,21.51,0.0,0.0
2019-06-23,21.91,21.91,21.91,0.0,0.0,22.0,22.0,22.0,0.0,0.0,21.75,21.75,21.75,0.0,0.0,22.0,22.0,22.0,0.0,0.0
2019-06-30,21.41,21.41,21.41,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.06,21.06,21.06,0.0,0.0,21.67,21.67,21.67,0.0,0.0
2019-07-07,22.19,22.19,22.19,0.0,0.0,22.41,22.41,22.41,0.0,0.0,22.06,22.06,22.06,0.0,0.0,22.35,22.35,22.35,0.0,0.0
2019-07-14,24.11,24.11,24.11,0.0,0.0,24.47,24.47,24.47,0.0,0.0,23.98,23.98,23.98,0.0,0.0,24.17,24.17,24.17,0.0,0.0
2019-07-21,23.69,23.69,23.69,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.46,23.46,23.46,0.0,0.0,23.6,23.6,23.6,0.0,0.0
2019-07-28,24.07,24.07,24.07,0.0,0.0,24.32,24.32,24.32,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.98,23.98,23.98,0.0,0.0
2019-08-04,25.48,25.48,25.48,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.18,25.18,25.18,0.0,0.0
2019-08-11,24.61,24.61,24.61,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.29,24.29,24.29,0.0,0.0,24.46,24.46,24.46,0.0,0.0
2019-08-18,24.84,24.84,24.84,0.0,0.0,25.69,25.69,25.69,0.0,0.0,24.83,24.83,24.83,0.0,0.0,25.51,25.51,25.51,0.0,0.0
2019-08-25,25.46,25.46,25.46,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.62,25.62,25.62,0.0,0.0
2019-09-01,25.09,25.09,25.09,0.0,0.0,25.41,25.41,25.41,0.0,0.0,24.44,24.44,24.44,0.0,0.0,24.51,24.51,24.51,0.0,0.0
2019-09-08,23.45,23.45,23.45,0.0,0.0,23.71,23.71,23.71,0.0,0.0,22.87,22.87,22.87,0.0,0.0,22.87,22.87,22.87,0.0,0.0
2019-09-15,24.08,24.08,24.08,0.0,0.0,24.49,24.49,24.49,0.0,0.0,23.89,23.89,23.89,0.0,0.0,24.48,24.48,24.48,0.0,0.0
2019-09-22,23.71,23.71,23.71,0.0,0.0,23.81,23.81,23.81,0.0,0.0,23.43,23.43,23.43,0.0,0.0,23.51,23.51,23.51,0.0,0.0
2019-09-29,23.28,23.28,23.28,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.19,23.19,23.19,0.0,0.0,23.84,23.84,23.84,0.0,0.0
2019-10-06,23.76,23.76,23.76,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.04,23.04,23.04,0.0,0.0,23.08,23.08,23.08,0.0,0.0
2019-10-13,23.11,23.11,23.11,0.0,0.0,23.27,23.27,23.27,0.0,0.0,22.95,22.95,22.95,0.0,0.0,23.19,23.19,23.19,0.0,0.0
2019-10-20,23.95,23.95,23.95,0.0,0.0,24.07,24.07,24.07,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.61,23.61,23.61,0.0,0.0
2019-10-27,24.08,24.08,24.08,0.0,0.0,24.08,24.08,24.08,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.94,23.94,23.94,0.0,0.0
2019-11-03,22.42,22.42,22.42,0.0,0.0,22.72,22.72,22.72,0.0,0.0,22.42,22.42,22.42,0.0,0.0,22.61,22.61,22.61,0.0,0.0
2019-11-10,23.03,23.03,23.03,0.0,0.0,23.27,23.27,23.27,0.0,0.0,22.95,22.95,22.95,0.0,0.0,22.95,22.95,22.95,0.0,0.0
2019-11-17,23.09,23.09,23.09,0.0,0.0,23.09,23.09,23.09,0.0,0.0,22.83,22.83,22.83,0.0,0.0,22.84,22.84,22.84,0.0,0.0
2019-11-24,23.03,23.03,23.03,0.0,0.0,23.38,23.38,23.38,0.0,0.0,23.03,23.03,23.03,0.0,0.0,23.34,23.34,23.34,0.0,0.0
2019-12-01,23.21,23.21,23.21,0.0,0.0,23.41,23.41,23.41,0.0,0.0,23.02,23.02,23.02,0.0,0.0,23.08,23.08,23.08,0.0,0.0
2019-12-08,23.51,23.51,23.51,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.79,23.79,23.79,0.0,0.0
2019-12-15,23.37,23.37,23.37,0.0,0.0,23.37,23.37,23.37,0.0,0.0,23.0,23.0,23.0,0.0,0.0,23.05,23.05,23.05,0.0,0.0
2019-12-22,24.78,24.78,24.78,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.64,24.64,24.64,0.0,0.0
2019-12-29,25.42,25.42,25.42,0.0,0.0,25.43,25.43,25.43,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.73,24.73,24.73,0.0,0.0
2020-01-05,23.97,23.97,23.97,0.0,0.0,24.37,24.37,24.37,0.0,0.0,23.97,23.97,23.97,0.0,0.0,24.33,24.33,24.33,0.0,0.0
2020-01-12,24.37,24.37,24.37,0.0,0.0,24.47,24.47,24.47,0.0,0.0,24.09,24.09,24.09,0.0,0.0,24.15,24.15,24.15,0.0,0.0
2020-01-19,24.42,24.42,24.42,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.78,24.78,24.78,0.0,0.0
2020-01-26,24.77,24.77,24.77,0.0,0.0,25.2,25.2,25.2,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.94,24.94,24.94,0.0,0.0
2020-02-02,24.46,24.46,24.46,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.02,24.02,24.02,0.0,0.0,24.02,24.02,24.02,0.0,0.0
2020-02-09,24.23,24.23,24.23,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.34,24.34,24.34,0.0,0.0
2020-02-16,25.98,25.98,25.98,0.0,0.0,26.56,26.56,26.56,0.0,0.0,25.95,25.95,25.95,0.0,0.0,26.49,26.49,26.49,0.0,0.0
2020-02-23,23.01,23.01,23.01,0.0,0.0,23.25,23.25,23.25,0.0,0.0,20.49,20.49,20.49,0.0,0.0,22.66,22.66,22.66,0.0,0.0
2020-03-01,25.5,25.5,25.5,0.0,0.0,25.61,25.61,25.61,0.0,0.0,24.28,24.28,24.28,0.0,0.0,25.18,25.18,25.18,0.0,0.0
2020-03-08,17.45,17.45,17.45,0.0,0.0,17.45,17.45,17.45,0.0,0.0,17.45,17.45,17.45,0.0,0.0,17.45,17.45,17.45,0.0,0.0
2020-03-15,17.76,17.76,17.76,0.0,0.0,17.76,17.76,17.76,0.0,0.0,17.76,17.76,17.76,0.0,0.0,17.76,17.76,17.76,0.0,0.0
2020-03-22,20.74,20.74,20.74,0.0,0.0,20.74,20.74,20.74,0.0,0.0,20.74,20.74,20.74,0.0,0.0,20.74,20.74,20.74,0.0,0.0
2020-03-29,21.62,21.62,21.62,0.0,0.0,22.12,22.12,22.12,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.49,21.49,21.49,0.0,0.0
2020-04-05,22.9,22.9,22.9,0.0,0.0,24.48,24.48,24.48,0.0,0.0,22.9,22.9,22.9,0.0,0.0,24.36,24.36,24.36,0.0,0.0
2020-04-12,25.61,25.61,25.61,0.0,0.0,25.95,25.95,25.95,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.74,25.74,25.74,0.0,0.0
2020-04-19,29.6,29.6,29.6,0.0,0.0,29.79,29.79,29.79,0.0,0.0,28.74,28.74,28.74,0.0,0.0,29.61,29.61,29.61,0.0,0.0
2020-04-26,29.38,29.38,29.38,0.0,0.0,29.38,29.38,29.38,0.0,0.0,29.38,29.38,29.38,0.0,0.0,29.38,29.38,29.38,0.0,0.0
2020-05-03,30.88,30.88,30.88,0.0,0.0,31.17,31.17,31.17,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.6,30.6,30.6,0.0,0.0
2020-05-10,31.25,31.25,31.25,0.0,0.0,31.95,31.95,31.95,0.0,0.0,31.1,31.1,31.1,0.0,0.0,31.95,31.95,31.95,0.0,0.0
2020-05-17,31.26,31.26,31.26,0.0,0.0,31.71,31.71,31.71,0.0,0.0,30.9,30.9,30.9,0.0,0.0,31.01,31.01,31.01,0.0,0.0
2020-05-24,29.86,29.86,29.86,0.0,0.0,30.13,30.13,30.13,0.0,0.0,29.65,29.65,29.65,0.0,0.0,29.65,29.65,29.65,0.0,0.0
2020-05-31,27.82,27.82,27.82,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.82,27.82,27.82,0.0,0.0
2020-06-07,28.85,28.85,28.85,0.0,0.0,29.12,29.12,29.12,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.99,27.99,27.99,0.0,0.0
2020-06-14,28.13,28.13,28.13,0.0,0.0,29.0,29.0,29.0,0.0,0.0,27.99,27.99,27.99,0.0,0.0,28.75,28.75,28.75,0.0,0.0
2020-06-21,29.66,29.66,29.66,0.0,0.0,30.3,30.3,30.3,0.0,0.0,29.19,29.19,29.19,0.0,0.0,30.17,30.17,30.17,0.0,0.0
2020-06-28,31.08,31.08,31.08,0.0,0.0,31.08,31.08,31.08,0.0,0.0,31.08,31.08,31.08,0.0,0.0,31.08,31.08,31.08,0.0,0.0
2020-07-05,31.7,31.7,31.7,0.0,0.0,32.72,32.72,32.72,0.0,0.0,31.7,31.7,31.7,0.0,0.0,32.57,32.57,32.57,0.0,0.0
