Date,KraneShares Zacks New ChinaEtf_Open_average,KraneShares Zacks New ChinaEtf_Open_max,KraneShares Zacks New ChinaEtf_Open_min,KraneShares Zacks New ChinaEtf_Open_volatility,KraneShares Zacks New ChinaEtf_Open_change,KraneShares Zacks New ChinaEtf_High_average,KraneShares Zacks New ChinaEtf_High_max,KraneShares Zacks New ChinaEtf_High_min,KraneShares Zacks New ChinaEtf_High_volatility,KraneShares Zacks New ChinaEtf_High_change,KraneShares Zacks New ChinaEtf_Low_average,KraneShares Zacks New ChinaEtf_Low_max,KraneShares Zacks New ChinaEtf_Low_min,KraneShares Zacks New ChinaEtf_Low_volatility,KraneShares Zacks New ChinaEtf_Low_change,KraneShares Zacks New ChinaEtf_Close_average,KraneShares Zacks New ChinaEtf_Close_max,KraneShares Zacks New ChinaEtf_Close_min,KraneShares Zacks New ChinaEtf_Close_volatility,KraneShares Zacks New ChinaEtf_Close_change
2018-04-08,33.6,33.6,33.6,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.6,33.6,33.6,0.0,0.0
2018-04-15,32.54,32.54,32.54,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.54,32.54,32.54,0.0,0.0
2018-04-22,32.9,32.9,32.9,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.9,32.9,32.9,0.0,0.0
2018-04-29,32.97,32.97,32.97,0.0,0.0,33.41,33.41,33.41,0.0,0.0,32.97,32.97,32.97,0.0,0.0,33.41,33.41,33.41,0.0,0.0
2018-05-06,33.86,33.86,33.86,0.0,0.0,34.49,34.49,34.49,0.0,0.0,33.86,33.86,33.86,0.0,0.0,34.49,34.49,34.49,0.0,0.0
2018-05-13,34.54,34.54,34.54,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.54,34.54,34.54,0.0,0.0
2018-05-20,34.7,34.7,34.7,0.0,0.0,34.9,34.9,34.9,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.9,34.9,34.9,0.0,0.0
2018-05-27,35.85,35.85,35.85,0.0,0.0,35.85,35.85,35.85,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.5,35.5,35.5,0.0,0.0
2018-06-03,35.52,35.52,35.52,0.0,0.0,35.52,35.52,35.52,0.0,0.0,34.83,34.83,34.83,0.0,0.0,34.83,34.83,34.83,0.0,0.0
2018-06-10,35.87,35.87,35.87,0.0,0.0,35.87,35.87,35.87,0.0,0.0,35.87,35.87,35.87,0.0,0.0,35.87,35.87,35.87,0.0,0.0
2018-06-17,33.2,33.2,33.2,0.0,0.0,34.27,34.27,34.27,0.0,0.0,33.2,33.2,33.2,0.0,0.0,34.27,34.27,34.27,0.0,0.0
2018-06-24,32.88,32.88,32.88,0.0,0.0,33.73,33.73,33.73,0.0,0.0,32.88,32.88,32.88,0.0,0.0,33.73,33.73,33.73,0.0,0.0
2018-07-01,32.05,32.05,32.05,0.0,0.0,32.05,32.05,32.05,0.0,0.0,31.07,31.07,31.07,0.0,0.0,31.07,31.07,31.07,0.0,0.0
2018-07-08,32.85,32.85,32.85,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.85,32.85,32.85,0.0,0.0
2018-07-15,32.9,32.9,32.9,0.0,0.0,33.06,33.06,33.06,0.0,0.0,32.9,32.9,32.9,0.0,0.0,33.06,33.06,33.06,0.0,0.0
2018-07-22,32.82,32.82,32.82,0.0,0.0,32.82,32.82,32.82,0.0,0.0,32.82,32.82,32.82,0.0,0.0,32.82,32.82,32.82,0.0,0.0
2018-07-29,31.32,31.32,31.32,0.0,0.0,31.32,31.32,31.32,0.0,0.0,31.32,31.32,31.32,0.0,0.0,31.32,31.32,31.32,0.0,0.0
2018-08-05,31.0,31.0,31.0,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.0,31.0,31.0,0.0,0.0
2018-08-12,28.84,28.84,28.84,0.0,0.0,28.84,28.84,28.84,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.8,28.8,28.8,0.0,0.0
2018-08-19,29.65,29.65,29.65,0.0,0.0,30.17,30.17,30.17,0.0,0.0,29.26,29.26,29.26,0.0,0.0,29.26,29.26,29.26,0.0,0.0
2018-08-26,29.91,29.91,29.91,0.0,0.0,30.25,30.25,30.25,0.0,0.0,29.91,29.91,29.91,0.0,0.0,30.25,30.25,30.25,0.0,0.0
2018-09-02,28.83,28.83,28.83,0.0,0.0,29.2,29.2,29.2,0.0,0.0,28.81,28.81,28.81,0.0,0.0,29.2,29.2,29.2,0.0,0.0
2018-09-09,29.03,29.03,29.03,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.03,29.03,29.03,0.0,0.0,29.5,29.5,29.5,0.0,0.0
2018-09-16,30.97,30.97,30.97,0.0,0.0,30.97,30.97,30.97,0.0,0.0,30.97,30.97,30.97,0.0,0.0,30.97,30.97,30.97,0.0,0.0
2018-09-23,30.88,30.88,30.88,0.0,0.0,30.99,30.99,30.99,0.0,0.0,30.88,30.88,30.88,0.0,0.0,30.99,30.99,30.99,0.0,0.0
2018-09-30,30.74,30.74,30.74,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.74,30.74,30.74,0.0,0.0
2018-10-07,27.86,27.86,27.86,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.8,27.8,27.8,0.0,0.0
2018-10-14,29.36,29.36,29.36,0.0,0.0,29.51,29.51,29.51,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.51,29.51,29.51,0.0,0.0
2018-10-21,26.81,26.81,26.81,0.0,0.0,26.95,26.95,26.95,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.95,26.95,26.95,0.0,0.0
2018-10-28,28.29,28.29,28.29,0.0,0.0,28.29,28.29,28.29,0.0,0.0,26.98,26.98,26.98,0.0,0.0,26.98,26.98,26.98,0.0,0.0
2018-11-04,27.21,27.21,27.21,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.2,27.2,27.2,0.0,0.0
2018-11-11,27.9,27.9,27.9,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.9,27.9,27.9,0.0,0.0
2018-11-18,27.52,27.52,27.52,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.52,27.52,27.52,0.0,0.0
2018-11-25,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0
2018-12-02,27.09,27.09,27.09,0.0,0.0,27.09,27.09,27.09,0.0,0.0,27.09,27.09,27.09,0.0,0.0,27.09,27.09,27.09,0.0,0.0
2018-12-09,27.37,27.37,27.37,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.37,27.37,27.37,0.0,0.0
2018-12-16,25.77,25.77,25.77,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.77,25.77,25.77,0.0,0.0
2018-12-23,21.85,21.85,21.85,0.0,0.0,22.48,22.48,22.48,0.0,0.0,21.79,21.79,21.79,0.0,0.0,22.13,22.13,22.13,0.0,0.0
2018-12-30,22.02,22.02,22.02,0.0,0.0,22.02,22.02,22.02,0.0,0.0,22.02,22.02,22.02,0.0,0.0,22.02,22.02,22.02,0.0,0.0
2019-01-06,22.4,22.4,22.4,0.0,0.0,22.4,22.4,22.4,0.0,0.0,22.4,22.4,22.4,0.0,0.0,22.4,22.4,22.4,0.0,0.0
2019-01-13,23.5,23.5,23.5,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.15,23.15,23.15,0.0,0.0,23.15,23.15,23.15,0.0,0.0
2019-01-20,23.47,23.47,23.47,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.78,23.78,23.78,0.0,0.0
2019-01-27,24.68,24.68,24.68,0.0,0.0,24.68,24.68,24.68,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2019-02-03,23.84,23.84,23.84,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.91,23.91,23.91,0.0,0.0
2019-02-10,24.96,24.96,24.96,0.0,0.0,24.96,24.96,24.96,0.0,0.0,24.96,24.96,24.96,0.0,0.0,24.96,24.96,24.96,0.0,0.0
2019-02-17,25.51,25.51,25.51,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.51,25.51,25.51,0.0,0.0
2019-02-24,26.72,26.72,26.72,0.0,0.0,28.33,28.33,28.33,0.0,0.0,26.72,26.72,26.72,0.0,0.0,27.35,27.35,27.35,0.0,0.0
2019-03-03,25.72,25.72,25.72,0.0,0.0,26.19,26.19,26.19,0.0,0.0,25.72,25.72,25.72,0.0,0.0,26.19,26.19,26.19,0.0,0.0
2019-03-10,26.74,26.74,26.74,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.75,26.75,26.75,0.0,0.0
2019-03-17,27.3,27.3,27.3,0.0,0.0,28.16,28.16,28.16,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.6,26.6,26.6,0.0,0.0
2019-03-24,27.69,27.69,27.69,0.0,0.0,27.69,27.69,27.69,0.0,0.0,26.89,26.89,26.89,0.0,0.0,27.19,27.19,27.19,0.0,0.0
2019-03-31,29.26,29.26,29.26,0.0,0.0,30.24,30.24,30.24,0.0,0.0,29.26,29.26,29.26,0.0,0.0,29.94,29.94,29.94,0.0,0.0
2019-04-07,29.98,29.98,29.98,0.0,0.0,30.61,30.61,30.61,0.0,0.0,29.6,29.6,29.6,0.0,0.0,29.77,29.77,29.77,0.0,0.0
2019-04-14,30.13,30.13,30.13,0.0,0.0,30.35,30.35,30.35,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.82,29.82,29.82,0.0,0.0
2019-04-21,28.17,28.17,28.17,0.0,0.0,28.84,28.84,28.84,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.49,28.49,28.49,0.0,0.0
2019-04-28,28.53,28.53,28.53,0.0,0.0,29.26,29.26,29.26,0.0,0.0,28.53,28.53,28.53,0.0,0.0,28.93,28.93,28.93,0.0,0.0
2019-05-05,27.05,27.05,27.05,0.0,0.0,27.05,27.05,27.05,0.0,0.0,26.04,26.04,26.04,0.0,0.0,26.36,26.36,26.36,0.0,0.0
2019-05-12,26.42,26.42,26.42,0.0,0.0,26.98,26.98,26.98,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.59,26.59,26.59,0.0,0.0
2019-05-19,26.22,26.22,26.22,0.0,0.0,27.0,27.0,27.0,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.33,26.33,26.33,0.0,0.0
2019-05-26,26.2,26.2,26.2,0.0,0.0,26.6,26.6,26.6,0.0,0.0,25.99,25.99,25.99,0.0,0.0,26.09,26.09,26.09,0.0,0.0
2019-06-02,26.19,26.19,26.19,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.08,26.08,26.08,0.0,0.0,26.16,26.16,26.16,0.0,0.0
2019-06-09,26.63,26.63,26.63,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.64,26.64,26.64,0.0,0.0
2019-06-16,28.51,28.51,28.51,0.0,0.0,28.51,28.51,28.51,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.41,28.41,28.41,0.0,0.0
2019-06-23,28.19,28.19,28.19,0.0,0.0,28.21,28.21,28.21,0.0,0.0,28.18,28.18,28.18,0.0,0.0,28.21,28.21,28.21,0.0,0.0
2019-06-30,28.41,28.41,28.41,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.41,28.41,28.41,0.0,0.0
2019-07-07,28.22,28.22,28.22,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.2,28.2,28.2,0.0,0.0
2019-07-14,28.0,28.0,28.0,0.0,0.0,28.13,28.13,28.13,0.0,0.0,27.87,27.87,27.87,0.0,0.0,27.9,27.9,27.9,0.0,0.0
2019-07-21,28.12,28.12,28.12,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.12,28.12,28.12,0.0,0.0,28.34,28.34,28.34,0.0,0.0
2019-07-28,26.65,26.65,26.65,0.0,0.0,26.99,26.99,26.99,0.0,0.0,25.77,25.77,25.77,0.0,0.0,26.19,26.19,26.19,0.0,0.0
2019-08-04,25.35,25.35,25.35,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.6,25.6,25.6,0.0,0.0
2019-08-11,26.27,26.27,26.27,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.27,26.27,26.27,0.0,0.0
2019-08-18,26.05,26.05,26.05,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.05,26.05,26.05,0.0,0.0
2019-08-25,26.39,26.39,26.39,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.39,26.39,26.39,0.0,0.0
2019-09-01,27.35,27.35,27.35,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.32,27.32,27.32,0.0,0.0,27.32,27.32,27.32,0.0,0.0
2019-09-08,27.86,27.86,27.86,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.86,27.86,27.86,0.0,0.0
2019-09-15,26.84,26.84,26.84,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2019-09-22,26.9,26.9,26.9,0.0,0.0,27.47,27.47,27.47,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.55,26.55,26.55,0.0,0.0
2019-09-29,26.4,26.4,26.4,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.37,26.37,26.37,0.0,0.0
2019-10-06,27.22,27.22,27.22,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.22,27.22,27.22,0.0,0.0,27.24,27.24,27.24,0.0,0.0
2019-10-13,27.0,27.0,27.0,0.0,0.0,27.11,27.11,27.11,0.0,0.0,26.9,26.9,26.9,0.0,0.0,27.03,27.03,27.03,0.0,0.0
2019-10-20,27.21,27.21,27.21,0.0,0.0,27.63,27.63,27.63,0.0,0.0,27.1,27.1,27.1,0.0,0.0,27.37,27.37,27.37,0.0,0.0
2019-10-27,27.5,27.5,27.5,0.0,0.0,27.96,27.96,27.96,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.72,27.72,27.72,0.0,0.0
2019-11-03,28.47,28.47,28.47,0.0,0.0,28.47,28.47,28.47,0.0,0.0,27.92,27.92,27.92,0.0,0.0,28.0,28.0,28.0,0.0,0.0
2019-11-10,27.15,27.15,27.15,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.0,27.0,27.0,0.0,0.0
2019-11-17,26.91,26.91,26.91,0.0,0.0,27.0,27.0,27.0,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.68,26.68,26.68,0.0,0.0
2019-11-24,27.02,27.02,27.02,0.0,0.0,27.02,27.02,27.02,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.86,26.86,26.86,0.0,0.0
2019-12-01,26.75,26.75,26.75,0.0,0.0,26.93,26.93,26.93,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.93,26.93,26.93,0.0,0.0
2019-12-08,27.4,27.4,27.4,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.27,27.27,27.27,0.0,0.0,27.38,27.38,27.38,0.0,0.0
2019-12-15,28.0,28.0,28.0,0.0,0.0,28.11,28.11,28.11,0.0,0.0,27.88,27.88,27.88,0.0,0.0,28.05,28.05,28.05,0.0,0.0
2019-12-22,27.86,27.86,27.86,0.0,0.0,28.19,28.19,28.19,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.83,27.83,27.83,0.0,0.0
2019-12-29,28.59,28.59,28.59,0.0,0.0,29.45,29.45,29.45,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.88,28.88,28.88,0.0,0.0
2020-01-05,29.17,29.17,29.17,0.0,0.0,29.27,29.27,29.27,0.0,0.0,28.94,28.94,28.94,0.0,0.0,29.27,29.27,29.27,0.0,0.0
2020-01-12,28.98,28.98,28.98,0.0,0.0,29.44,29.44,29.44,0.0,0.0,28.95,28.95,28.95,0.0,0.0,29.15,29.15,29.15,0.0,0.0
2020-01-19,27.28,27.28,27.28,0.0,0.0,27.35,27.35,27.35,0.0,0.0,26.97,26.97,26.97,0.0,0.0,27.1,27.1,27.1,0.0,0.0
2020-01-26,25.42,25.42,25.42,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.01,25.01,25.01,0.0,0.0,25.03,25.03,25.03,0.0,0.0
2020-02-02,25.45,25.45,25.45,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.53,25.53,25.53,0.0,0.0
2020-02-09,26.34,26.34,26.34,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.32,26.32,26.32,0.0,0.0
2020-02-16,26.88,26.88,26.88,0.0,0.0,27.39,27.39,27.39,0.0,0.0,26.85,26.85,26.85,0.0,0.0,27.27,27.27,27.27,0.0,0.0
2020-02-23,26.15,26.15,26.15,0.0,0.0,26.18,26.18,26.18,0.0,0.0,25.36,25.36,25.36,0.0,0.0,26.15,26.15,26.15,0.0,0.0
2020-03-01,27.46,27.46,27.46,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.24,27.24,27.24,0.0,0.0,27.37,27.37,27.37,0.0,0.0
2020-03-08,25.5,25.5,25.5,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.5,25.5,25.5,0.0,0.0
2020-03-15,23.49,23.49,23.49,0.0,0.0,23.49,23.49,23.49,0.0,0.0,23.49,23.49,23.49,0.0,0.0,23.49,23.49,23.49,0.0,0.0
2020-03-22,24.45,24.45,24.45,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.45,24.45,24.45,0.0,0.0
2020-03-29,24.53,24.53,24.53,0.0,0.0,24.85,24.85,24.85,0.0,0.0,23.6,23.6,23.6,0.0,0.0,24.63,24.63,24.63,0.0,0.0
2020-04-05,24.93,24.93,24.93,0.0,0.0,25.55,25.55,25.55,0.0,0.0,24.92,24.92,24.92,0.0,0.0,25.27,25.27,25.27,0.0,0.0
2020-04-12,25.27,25.27,25.27,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2020-04-19,24.82,24.82,24.82,0.0,0.0,25.29,25.29,25.29,0.0,0.0,24.77,24.77,24.77,0.0,0.0,25.0,25.0,25.0,0.0,0.0
2020-04-26,24.32,24.32,24.32,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.32,24.32,24.32,0.0,0.0
2020-05-03,25.57,25.57,25.57,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.57,25.57,25.57,0.0,0.0
2020-05-10,24.74,24.74,24.74,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.87,24.87,24.87,0.0,0.0
2020-05-17,24.29,24.29,24.29,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.01,24.01,24.01,0.0,0.0,24.18,24.18,24.18,0.0,0.0
2020-05-24,24.5,24.5,24.5,0.0,0.0,24.86,24.86,24.86,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.86,24.86,24.86,0.0,0.0
2020-05-31,25.56,25.56,25.56,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.56,25.56,25.56,0.0,0.0
2020-06-07,25.52,25.52,25.52,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.39,25.39,25.39,0.0,0.0
2020-06-14,25.78,25.78,25.78,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.67,25.67,25.67,0.0,0.0
2020-06-21,25.63,25.63,25.63,0.0,0.0,26.05,26.05,26.05,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.84,25.84,25.84,0.0,0.0
2020-06-28,27.51,27.51,27.51,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.51,27.51,27.51,0.0,0.0
2020-07-05,30.3,30.3,30.3,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.0,30.0,30.0,0.0,0.0,30.0,30.0,30.0,0.0,0.0
