Date,SYXStock_Open_average,SYXStock_Open_max,SYXStock_Open_min,SYXStock_Open_volatility,SYXStock_Open_change,SYXStock_High_average,SYXStock_High_max,SYXStock_High_min,SYXStock_High_volatility,SYXStock_High_change,SYXStock_Low_average,SYXStock_Low_max,SYXStock_Low_min,SYXStock_Low_volatility,SYXStock_Low_change,SYXStock_Close_average,SYXStock_Close_max,SYXStock_Close_min,SYXStock_Close_volatility,SYXStock_Close_change,SYXStock_Volume_average,SYXStock_Volume_max,SYXStock_Volume_min,SYXStock_Volume_volatility,SYXStock_Volume_change
2018-01-14,30.9975,31.4,30.53,0.8699999999999974,-0.05999999999999872,31.385,31.5,31.26,0.23999999999999844,0.0799999999999983,30.4375,30.74,30.09,0.6499999999999986,0.5700000000000003,30.91,31.4,30.36,1.0399999999999991,0.5700000000000003,104714,147032,72065,74967,-65272
2018-01-21,31.396,31.8,30.93,0.870000000000001,0.6999999999999993,31.976,32.71,31.4,1.3100000000000023,0.6799999999999997,30.802,31.37,30.36,1.0100000000000016,1.0100000000000016,31.596,32.69,30.89,1.7999999999999972,1.3299999999999983,89211,129513,54060,75453,27787
2018-01-28,31.214,32.62,30.27,2.349999999999998,-2.349999999999998,31.442,32.62,30.73,1.889999999999997,-1.889999999999997,30.342000000000002,30.8,29.51,1.2899999999999991,-1.0399999999999991,30.852,31.46,30.12,1.3399999999999999,-1.3399999999999999,84781,166769,45302,121467,-91215
2018-02-04,28.988,29.63,28.05,1.5799999999999983,-0.6999999999999993,29.816,29.98,29.63,0.3500000000000014,-0.26000000000000156,28.336,28.83,28.01,0.8199999999999967,-0.7099999999999973,29.114,29.48,28.57,0.9100000000000001,0.5,121049,163665,90203,73462,3476
2018-02-11,29.86,30.82,28.82,2.0,1.2300000000000004,30.614,31.45,29.87,1.5799999999999983,1.0500000000000007,29.538,30.61,28.82,1.7899999999999991,1.5700000000000003,30.144000000000002,30.76,29.03,1.7300000000000004,0.8100000000000023,57806,89427,42018,47409,-33535
2018-02-18,30.2875,30.61,30.1,0.509999999999998,-0.509999999999998,30.855,30.97,30.73,0.23999999999999844,-0.05000000000000071,29.945,30.07,29.82,0.25,0.23000000000000043,30.225,30.51,29.95,0.5600000000000023,0.5600000000000023,45009,60875,35067,25808,-6404
2018-02-25,29.826,30.87,28.16,2.710000000000001,-2.5500000000000007,30.330000000000002,31.2,29.14,2.0599999999999987,-1.8399999999999999,28.816,30.17,27.45,2.7200000000000024,-2.7200000000000024,29.406000000000002,30.76,28.43,2.330000000000002,-1.8399999999999999,147807,268252,83871,184381,-85426
2018-03-04,28.142,28.75,27.86,0.8900000000000006,-0.8900000000000006,28.759999999999998,29.43,28.15,1.2800000000000011,0.19000000000000128,27.612000000000002,28.02,27.19,0.8299999999999983,-0.370000000000001,28.172,28.95,27.62,1.3299999999999983,0.8299999999999983,125464,163922,95524,68398,-8424
2018-03-11,29.37,29.46,29.11,0.3500000000000014,0.33999999999999986,29.884,30.49,29.51,0.9799999999999969,0.9799999999999969,29.006,29.17,28.78,0.39000000000000057,0.19000000000000128,29.482,30.27,29.15,1.120000000000001,1.120000000000001,81358,154986,55462,99524,99490
2018-03-18,30.432000000000002,30.64,30.17,0.46999999999999886,0.03999999999999915,31.008,31.39,30.75,0.6400000000000006,-0.030000000000001137,29.92,30.61,28.63,1.9800000000000004,-1.3500000000000014,30.228,30.85,28.8,2.0500000000000007,-1.8200000000000003,70178,86139,54416,31723,-13529
2018-03-25,29.375,30.29,28.66,1.629999999999999,-0.5899999999999999,29.9225,31.09,28.98,2.1099999999999994,-1.259999999999998,28.585,29.0,28.3,0.6999999999999993,-0.620000000000001,29.0425,30.12,28.5,1.620000000000001,-1.5700000000000003,97455,126586,75225,51361,38258
2018-04-01,28.294,28.98,27.46,1.5199999999999996,0.05000000000000071,28.944,29.63,28.08,1.5500000000000007,0.370000000000001,27.756,28.35,27.38,0.9700000000000024,0.740000000000002,28.352,28.82,27.9,0.9200000000000017,0.5500000000000007,93790,120952,68635,52317,48724
2018-04-08,28.822,28.9,28.74,0.16000000000000014,0.08000000000000185,29.058,29.3,28.82,0.4800000000000004,-0.10000000000000142,28.424,28.64,27.87,0.7699999999999996,-0.4800000000000004,28.63,29.05,28.26,0.7899999999999991,-0.129999999999999,64714,116548,37863,78685,19208
2018-04-15,28.478,29.01,27.81,1.2000000000000028,-0.7300000000000004,29.03,29.39,28.52,0.870000000000001,-0.870000000000001,27.936,28.29,27.68,0.6099999999999994,-0.490000000000002,28.384,28.71,27.76,0.9499999999999993,-0.3000000000000007,112393,188355,61797,126558,-15697
2018-04-22,29.996,31.15,28.33,2.8200000000000003,2.8200000000000003,30.762,31.8,28.75,3.0500000000000007,3.0500000000000007,29.634,30.91,27.9,3.0100000000000016,3.0100000000000016,30.18,31.71,28.0,3.710000000000001,3.710000000000001,101026,172305,65814,106491,-588
2018-04-29,30.888,31.85,30.27,1.5800000000000018,-1.5800000000000018,31.548,32.1,30.93,1.1700000000000017,-0.8399999999999999,30.57,31.27,30.18,1.0899999999999999,-1.0700000000000003,30.894000000000002,31.43,30.33,1.1000000000000014,-0.759999999999998,72974,138843,40804,98039,-32050
