Date,Schwab US Aggregate BondEtf_Open_average,Schwab US Aggregate BondEtf_Open_max,Schwab US Aggregate BondEtf_Open_min,Schwab US Aggregate BondEtf_Open_volatility,Schwab US Aggregate BondEtf_Open_change,Schwab US Aggregate BondEtf_High_average,Schwab US Aggregate BondEtf_High_max,Schwab US Aggregate BondEtf_High_min,Schwab US Aggregate BondEtf_High_volatility,Schwab US Aggregate BondEtf_High_change,Schwab US Aggregate BondEtf_Low_average,Schwab US Aggregate BondEtf_Low_max,Schwab US Aggregate BondEtf_Low_min,Schwab US Aggregate BondEtf_Low_volatility,Schwab US Aggregate BondEtf_Low_change,Schwab US Aggregate BondEtf_Close_average,Schwab US Aggregate BondEtf_Close_max,Schwab US Aggregate BondEtf_Close_min,Schwab US Aggregate BondEtf_Close_volatility,Schwab US Aggregate BondEtf_Close_change
2018-04-08,50.78,50.78,50.78,0.0,0.0,50.85,50.85,50.85,0.0,0.0,50.75,50.75,50.75,0.0,0.0,50.82,50.82,50.82,0.0,0.0
2018-04-15,50.6,50.6,50.6,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.48,50.48,50.48,0.0,0.0,50.51,50.51,50.51,0.0,0.0
2018-04-22,50.43,50.43,50.43,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.4,50.4,50.4,0.0,0.0,50.46,50.46,50.46,0.0,0.0
2018-04-29,50.44,50.44,50.44,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.42,50.42,50.42,0.0,0.0
2018-05-06,50.41,50.41,50.41,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.38,50.38,50.38,0.0,0.0,50.42,50.42,50.42,0.0,0.0
2018-05-13,50.11,50.11,50.11,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.16,50.16,50.16,0.0,0.0
2018-05-20,50.48,50.48,50.48,0.0,0.0,50.54,50.54,50.54,0.0,0.0,50.48,50.48,50.48,0.0,0.0,50.51,50.51,50.51,0.0,0.0
2018-05-27,50.56,50.56,50.56,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.58,50.58,50.58,0.0,0.0
2018-06-03,50.4,50.4,50.4,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.39,50.39,50.39,0.0,0.0,50.44,50.44,50.44,0.0,0.0
2018-06-10,50.5,50.5,50.5,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.44,50.44,50.44,0.0,0.0
2018-06-17,50.46,50.46,50.46,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.49,50.49,50.49,0.0,0.0
2018-06-24,50.65,50.65,50.65,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.64,50.64,50.64,0.0,0.0
2018-07-01,50.61,50.61,50.61,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.65,50.65,50.65,0.0,0.0
2018-07-08,50.66,50.66,50.66,0.0,0.0,50.71,50.71,50.71,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.71,50.71,50.71,0.0,0.0
2018-07-15,50.65,50.65,50.65,0.0,0.0,50.67,50.67,50.67,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.63,50.63,50.63,0.0,0.0
2018-07-22,50.48,50.48,50.48,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.45,50.45,50.45,0.0,0.0,50.47,50.47,50.47,0.0,0.0
2018-07-29,50.37,50.37,50.37,0.0,0.0,50.43,50.43,50.43,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.43,50.43,50.43,0.0,0.0
2018-08-05,50.56,50.56,50.56,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.54,50.54,50.54,0.0,0.0,50.59,50.59,50.59,0.0,0.0
2018-08-12,50.7,50.7,50.7,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.67,50.67,50.67,0.0,0.0
2018-08-19,50.77,50.77,50.77,0.0,0.0,50.83,50.83,50.83,0.0,0.0,50.75,50.75,50.75,0.0,0.0,50.83,50.83,50.83,0.0,0.0
2018-08-26,50.77,50.77,50.77,0.0,0.0,50.79,50.79,50.79,0.0,0.0,50.71,50.71,50.71,0.0,0.0,50.71,50.71,50.71,0.0,0.0
2018-09-02,50.47,50.47,50.47,0.0,0.0,50.47,50.47,50.47,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.41,50.41,50.41,0.0,0.0
2018-09-09,50.35,50.35,50.35,0.0,0.0,50.37,50.37,50.37,0.0,0.0,50.32,50.32,50.32,0.0,0.0,50.35,50.35,50.35,0.0,0.0
2018-09-16,50.16,50.16,50.16,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.13,50.13,50.13,0.0,0.0,50.2,50.2,50.2,0.0,0.0
2018-09-23,50.31,50.31,50.31,0.0,0.0,50.31,50.31,50.31,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.25,50.25,50.25,0.0,0.0
2018-09-30,49.78,49.78,49.78,0.0,0.0,49.78,49.78,49.78,0.0,0.0,49.68,49.68,49.68,0.0,0.0,49.73,49.73,49.73,0.0,0.0
2018-10-07,49.87,49.87,49.87,0.0,0.0,49.92,49.92,49.92,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.87,49.87,49.87,0.0,0.0
2018-10-14,49.79,49.79,49.79,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.71,49.71,49.71,0.0,0.0,49.73,49.73,49.73,0.0,0.0
2018-10-21,49.91,49.91,49.91,0.0,0.0,49.98,49.98,49.98,0.0,0.0,49.91,49.91,49.91,0.0,0.0,49.94,49.94,49.94,0.0,0.0
2018-10-28,49.62,49.62,49.62,0.0,0.0,49.62,49.62,49.62,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.52,49.52,49.52,0.0,0.0
2018-11-04,49.59,49.59,49.59,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.57,49.57,49.57,0.0,0.0,49.67,49.67,49.67,0.0,0.0
2018-11-11,49.78,49.78,49.78,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.75,49.75,49.75,0.0,0.0,49.84,49.84,49.84,0.0,0.0
2018-11-18,49.87,49.87,49.87,0.0,0.0,49.87,49.87,49.87,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.8,49.8,49.8,0.0,0.0
2018-11-25,49.94,49.94,49.94,0.0,0.0,49.94,49.94,49.94,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.91,49.91,49.91,0.0,0.0
2018-12-02,50.1,50.1,50.1,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.05,50.05,50.05,0.0,0.0,50.15,50.15,50.15,0.0,0.0
2018-12-09,50.24,50.24,50.24,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.2,50.2,50.2,0.0,0.0
2018-12-16,50.41,50.41,50.41,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.39,50.39,50.39,0.0,0.0
2018-12-23,50.38,50.38,50.38,0.0,0.0,50.51,50.51,50.51,0.0,0.0,50.38,50.38,50.38,0.0,0.0,50.48,50.48,50.48,0.0,0.0
2018-12-30,50.76,50.76,50.76,0.0,0.0,50.77,50.77,50.77,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.72,50.72,50.72,0.0,0.0
2019-01-06,50.66,50.66,50.66,0.0,0.0,50.72,50.72,50.72,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.7,50.7,50.7,0.0,0.0
2019-01-13,50.64,50.64,50.64,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.64,50.64,50.64,0.0,0.0
2019-01-20,50.8,50.8,50.8,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.73,50.73,50.73,0.0,0.0,50.77,50.77,50.77,0.0,0.0
2019-01-27,51.0,51.0,51.0,0.0,0.0,51.0,51.0,51.0,0.0,0.0,50.86,50.86,50.86,0.0,0.0,50.89,50.89,50.89,0.0,0.0
2019-02-03,51.06,51.06,51.06,0.0,0.0,51.08,51.08,51.08,0.0,0.0,51.03,51.03,51.03,0.0,0.0,51.07,51.07,51.07,0.0,0.0
2019-02-10,51.02,51.02,51.02,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.0,51.0,51.0,0.0,0.0,51.04,51.04,51.04,0.0,0.0
2019-02-17,51.03,51.03,51.03,0.0,0.0,51.14,51.14,51.14,0.0,0.0,51.03,51.03,51.03,0.0,0.0,51.09,51.09,51.09,0.0,0.0
2019-02-24,50.82,50.82,50.82,0.0,0.0,50.83,50.83,50.83,0.0,0.0,50.72,50.72,50.72,0.0,0.0,50.74,50.74,50.74,0.0,0.0
2019-03-03,51.05,51.05,51.05,0.0,0.0,51.11,51.11,51.11,0.0,0.0,51.01,51.01,51.01,0.0,0.0,51.11,51.11,51.11,0.0,0.0
2019-03-10,51.22,51.22,51.22,0.0,0.0,51.27,51.27,51.27,0.0,0.0,51.19,51.19,51.19,0.0,0.0,51.2,51.2,51.2,0.0,0.0
2019-03-17,51.56,51.56,51.56,0.0,0.0,51.71,51.71,51.71,0.0,0.0,51.55,51.55,51.55,0.0,0.0,51.67,51.67,51.67,0.0,0.0
2019-03-24,51.79,51.79,51.79,0.0,0.0,51.88,51.88,51.88,0.0,0.0,51.78,51.78,51.78,0.0,0.0,51.88,51.88,51.88,0.0,0.0
2019-03-31,51.51,51.51,51.51,0.0,0.0,51.58,51.58,51.58,0.0,0.0,51.5,51.5,51.5,0.0,0.0,51.55,51.55,51.55,0.0,0.0
2019-04-07,51.53,51.53,51.53,0.0,0.0,51.57,51.57,51.57,0.0,0.0,51.5,51.5,51.5,0.0,0.0,51.52,51.52,51.52,0.0,0.0
2019-04-14,51.49,51.49,51.49,0.0,0.0,51.51,51.51,51.51,0.0,0.0,51.44,51.44,51.44,0.0,0.0,51.47,51.47,51.47,0.0,0.0
2019-04-21,51.71,51.71,51.71,0.0,0.0,51.72,51.72,51.72,0.0,0.0,51.68,51.68,51.68,0.0,0.0,51.72,51.72,51.72,0.0,0.0
2019-04-28,51.54,51.54,51.54,0.0,0.0,51.58,51.58,51.58,0.0,0.0,51.52,51.52,51.52,0.0,0.0,51.55,51.55,51.55,0.0,0.0
2019-05-05,51.72,51.72,51.72,0.0,0.0,51.75,51.75,51.75,0.0,0.0,51.65,51.65,51.65,0.0,0.0,51.69,51.69,51.69,0.0,0.0
2019-05-12,51.89,51.89,51.89,0.0,0.0,51.89,51.89,51.89,0.0,0.0,51.82,51.82,51.82,0.0,0.0,51.86,51.86,51.86,0.0,0.0
2019-05-19,52.05,52.05,52.05,0.0,0.0,52.05,52.05,52.05,0.0,0.0,52.0,52.0,52.0,0.0,0.0,52.04,52.04,52.04,0.0,0.0
2019-05-26,52.36,52.36,52.36,0.0,0.0,52.51,52.51,52.51,0.0,0.0,52.34,52.34,52.34,0.0,0.0,52.4,52.4,52.4,0.0,0.0
2019-06-02,52.58,52.58,52.58,0.0,0.0,52.63,52.63,52.63,0.0,0.0,52.52,52.52,52.52,0.0,0.0,52.56,52.56,52.56,0.0,0.0
2019-06-09,52.53,52.53,52.53,0.0,0.0,52.59,52.59,52.59,0.0,0.0,52.52,52.52,52.52,0.0,0.0,52.59,52.59,52.59,0.0,0.0
2019-06-16,52.87,52.87,52.87,0.0,0.0,52.88,52.88,52.88,0.0,0.0,52.78,52.78,52.78,0.0,0.0,52.82,52.82,52.82,0.0,0.0
2019-06-23,52.97,52.97,52.97,0.0,0.0,53.02,53.02,53.02,0.0,0.0,52.93,52.93,52.93,0.0,0.0,53.0,53.0,53.0,0.0,0.0
2019-06-30,52.85,52.85,52.85,0.0,0.0,52.85,52.85,52.85,0.0,0.0,52.73,52.73,52.73,0.0,0.0,52.85,52.85,52.85,0.0,0.0
2019-07-07,52.67,52.67,52.67,0.0,0.0,52.75,52.75,52.75,0.0,0.0,52.64,52.64,52.64,0.0,0.0,52.73,52.73,52.73,0.0,0.0
2019-07-14,52.89,52.89,52.89,0.0,0.0,52.93,52.93,52.93,0.0,0.0,52.87,52.87,52.87,0.0,0.0,52.91,52.91,52.91,0.0,0.0
2019-07-21,52.95,52.95,52.95,0.0,0.0,52.95,52.95,52.95,0.0,0.0,52.88,52.88,52.88,0.0,0.0,52.93,52.93,52.93,0.0,0.0
2019-07-28,53.25,53.25,53.25,0.0,0.0,53.32,53.32,53.32,0.0,0.0,53.22,53.22,53.22,0.0,0.0,53.31,53.31,53.31,0.0,0.0
2019-08-04,53.64,53.64,53.64,0.0,0.0,53.72,53.72,53.72,0.0,0.0,53.56,53.56,53.56,0.0,0.0,53.56,53.56,53.56,0.0,0.0
2019-08-11,54.06,54.06,54.06,0.0,0.0,54.11,54.11,54.11,0.0,0.0,53.93,53.93,53.93,0.0,0.0,54.07,54.07,54.07,0.0,0.0
2019-08-18,53.92,53.92,53.92,0.0,0.0,54.2,54.2,54.2,0.0,0.0,53.92,53.92,53.92,0.0,0.0,54.19,54.19,54.19,0.0,0.0
2019-08-25,54.17,54.17,54.17,0.0,0.0,54.29,54.29,54.29,0.0,0.0,54.17,54.17,54.17,0.0,0.0,54.28,54.28,54.28,0.0,0.0
2019-09-01,54.03,54.03,54.03,0.0,0.0,54.09,54.09,54.09,0.0,0.0,54.01,54.01,54.01,0.0,0.0,54.08,54.08,54.08,0.0,0.0
2019-09-08,53.35,53.35,53.35,0.0,0.0,53.36,53.36,53.36,0.0,0.0,53.13,53.13,53.13,0.0,0.0,53.15,53.15,53.15,0.0,0.0
2019-09-15,53.56,53.56,53.56,0.0,0.0,53.7,53.7,53.7,0.0,0.0,53.53,53.53,53.53,0.0,0.0,53.69,53.69,53.69,0.0,0.0
2019-09-22,53.75,53.75,53.75,0.0,0.0,53.81,53.81,53.81,0.0,0.0,53.72,53.72,53.72,0.0,0.0,53.78,53.78,53.78,0.0,0.0
2019-09-29,54.09,54.09,54.09,0.0,0.0,54.15,54.15,54.15,0.0,0.0,54.06,54.06,54.06,0.0,0.0,54.14,54.14,54.14,0.0,0.0
2019-10-06,53.66,53.66,53.66,0.0,0.0,53.66,53.66,53.66,0.0,0.0,53.53,53.53,53.53,0.0,0.0,53.61,53.61,53.61,0.0,0.0
2019-10-13,53.65,53.65,53.65,0.0,0.0,53.69,53.69,53.69,0.0,0.0,53.59,53.59,53.59,0.0,0.0,53.65,53.65,53.65,0.0,0.0
2019-10-20,53.66,53.66,53.66,0.0,0.0,53.66,53.66,53.66,0.0,0.0,53.5,53.5,53.5,0.0,0.0,53.57,53.57,53.57,0.0,0.0
2019-10-27,53.73,53.73,53.73,0.0,0.0,53.78,53.78,53.78,0.0,0.0,53.64,53.64,53.64,0.0,0.0,53.7,53.7,53.7,0.0,0.0
2019-11-03,53.21,53.21,53.21,0.0,0.0,53.29,53.29,53.29,0.0,0.0,53.17,53.17,53.17,0.0,0.0,53.21,53.21,53.21,0.0,0.0
2019-11-10,53.46,53.46,53.46,0.0,0.0,53.51,53.51,53.51,0.0,0.0,53.44,53.44,53.44,0.0,0.0,53.46,53.46,53.46,0.0,0.0
2019-11-17,53.68,53.68,53.68,0.0,0.0,53.68,53.68,53.68,0.0,0.0,53.6,53.6,53.6,0.0,0.0,53.65,53.65,53.65,0.0,0.0
2019-11-24,53.68,53.68,53.68,0.0,0.0,53.73,53.73,53.73,0.0,0.0,53.65,53.65,53.65,0.0,0.0,53.68,53.68,53.68,0.0,0.0
2019-12-01,53.49,53.49,53.49,0.0,0.0,53.55,53.55,53.55,0.0,0.0,53.44,53.44,53.44,0.0,0.0,53.52,53.52,53.52,0.0,0.0
2019-12-08,53.49,53.49,53.49,0.0,0.0,53.66,53.66,53.66,0.0,0.0,53.42,53.42,53.42,0.0,0.0,53.64,53.64,53.64,0.0,0.0
2019-12-15,53.31,53.31,53.31,0.0,0.0,53.38,53.38,53.38,0.0,0.0,53.27,53.27,53.27,0.0,0.0,53.38,53.38,53.38,0.0,0.0
2019-12-22,53.48,53.48,53.48,0.0,0.0,53.54,53.54,53.54,0.0,0.0,53.46,53.46,53.46,0.0,0.0,53.53,53.53,53.53,0.0,0.0
2019-12-29,53.68,53.68,53.68,0.0,0.0,53.75,53.75,53.75,0.0,0.0,53.61,53.61,53.61,0.0,0.0,53.74,53.74,53.74,0.0,0.0
2020-01-05,53.6,53.6,53.6,0.0,0.0,53.69,53.69,53.69,0.0,0.0,53.59,53.59,53.59,0.0,0.0,53.69,53.69,53.69,0.0,0.0
2020-01-12,53.72,53.72,53.72,0.0,0.0,53.74,53.74,53.74,0.0,0.0,53.68,53.68,53.68,0.0,0.0,53.74,53.74,53.74,0.0,0.0
2020-01-19,54.02,54.02,54.02,0.0,0.0,54.11,54.11,54.11,0.0,0.0,54.01,54.01,54.01,0.0,0.0,54.08,54.08,54.08,0.0,0.0
2020-01-26,54.41,54.41,54.41,0.0,0.0,54.5,54.5,54.5,0.0,0.0,54.38,54.38,54.38,0.0,0.0,54.5,54.5,54.5,0.0,0.0
2020-02-02,54.23,54.23,54.23,0.0,0.0,54.32,54.32,54.32,0.0,0.0,54.21,54.21,54.21,0.0,0.0,54.3,54.3,54.3,0.0,0.0
2020-02-09,54.28,54.28,54.28,0.0,0.0,54.35,54.35,54.35,0.0,0.0,54.27,54.27,54.27,0.0,0.0,54.27,54.27,54.27,0.0,0.0
2020-02-16,54.54,54.54,54.54,0.0,0.0,54.66,54.66,54.66,0.0,0.0,54.54,54.54,54.54,0.0,0.0,54.6,54.6,54.6,0.0,0.0
2020-02-23,55.07,55.07,55.07,0.0,0.0,55.24,55.24,55.24,0.0,0.0,55.06,55.06,55.06,0.0,0.0,55.19,55.19,55.19,0.0,0.0
2020-03-01,56.06,56.06,56.06,0.0,0.0,56.23,56.23,56.23,0.0,0.0,55.88,55.88,55.88,0.0,0.0,56.09,56.09,56.09,0.0,0.0
2020-03-08,52.01,52.01,52.01,0.0,0.0,52.01,52.01,52.01,0.0,0.0,52.01,52.01,52.01,0.0,0.0,52.01,52.01,52.01,0.0,0.0
2020-03-15,52.2,52.2,52.2,0.0,0.0,52.2,52.2,52.2,0.0,0.0,52.2,52.2,52.2,0.0,0.0,52.2,52.2,52.2,0.0,0.0
2020-03-22,54.74,54.74,54.74,0.0,0.0,54.74,54.74,54.74,0.0,0.0,54.74,54.74,54.74,0.0,0.0,54.74,54.74,54.74,0.0,0.0
2020-03-29,54.32,54.32,54.32,0.0,0.0,54.53,54.53,54.53,0.0,0.0,54.3,54.3,54.3,0.0,0.0,54.53,54.53,54.53,0.0,0.0
2020-04-05,54.83,54.83,54.83,0.0,0.0,55.66,55.66,55.66,0.0,0.0,54.83,54.83,54.83,0.0,0.0,55.57,55.57,55.57,0.0,0.0
2020-04-12,55.78,55.78,55.78,0.0,0.0,55.89,55.89,55.89,0.0,0.0,55.52,55.52,55.52,0.0,0.0,55.68,55.68,55.68,0.0,0.0
2020-04-19,55.79,55.79,55.79,0.0,0.0,55.84,55.84,55.84,0.0,0.0,55.68,55.68,55.68,0.0,0.0,55.73,55.73,55.73,0.0,0.0
2020-04-26,55.58,55.58,55.58,0.0,0.0,55.58,55.58,55.58,0.0,0.0,55.58,55.58,55.58,0.0,0.0,55.58,55.58,55.58,0.0,0.0
2020-05-03,55.37,55.37,55.37,0.0,0.0,55.51,55.51,55.51,0.0,0.0,55.3,55.3,55.3,0.0,0.0,55.38,55.38,55.38,0.0,0.0
2020-05-10,55.59,55.59,55.59,0.0,0.0,55.64,55.64,55.64,0.0,0.0,55.55,55.55,55.55,0.0,0.0,55.64,55.64,55.64,0.0,0.0
2020-05-17,55.82,55.82,55.82,0.0,0.0,55.87,55.87,55.87,0.0,0.0,55.79,55.79,55.79,0.0,0.0,55.87,55.87,55.87,0.0,0.0
2020-05-24,55.87,55.87,55.87,0.0,0.0,56.0,56.0,56.0,0.0,0.0,55.76,55.76,55.76,0.0,0.0,55.99,55.99,55.99,0.0,0.0
2020-05-31,55.59,55.59,55.59,0.0,0.0,55.59,55.59,55.59,0.0,0.0,55.59,55.59,55.59,0.0,0.0,55.59,55.59,55.59,0.0,0.0
2020-06-07,55.95,55.95,55.95,0.0,0.0,55.99,55.99,55.99,0.0,0.0,55.91,55.91,55.91,0.0,0.0,55.94,55.94,55.94,0.0,0.0
2020-06-14,55.98,55.98,55.98,0.0,0.0,56.05,56.05,56.05,0.0,0.0,55.98,55.98,55.98,0.0,0.0,56.05,56.05,56.05,0.0,0.0
2020-06-21,56.11,56.11,56.11,0.0,0.0,56.18,56.18,56.18,0.0,0.0,56.05,56.05,56.05,0.0,0.0,56.17,56.17,56.17,0.0,0.0
2020-06-28,56.16,56.16,56.16,0.0,0.0,56.16,56.16,56.16,0.0,0.0,56.16,56.16,56.16,0.0,0.0,56.16,56.16,56.16,0.0,0.0
2020-07-05,56.18,56.18,56.18,0.0,0.0,56.29,56.29,56.29,0.0,0.0,56.18,56.18,56.18,0.0,0.0,56.29,56.29,56.29,0.0,0.0
