Date,U.S. Global GO GOLD and Precious Metal MinersEtf_Open_average,U.S. Global GO GOLD and Precious Metal MinersEtf_Open_max,U.S. Global GO GOLD and Precious Metal MinersEtf_Open_min,U.S. Global GO GOLD and Precious Metal MinersEtf_Open_volatility,U.S. Global GO GOLD and Precious Metal MinersEtf_Open_change,U.S. Global GO GOLD and Precious Metal MinersEtf_High_average,U.S. Global GO GOLD and Precious Metal MinersEtf_High_max,U.S. Global GO GOLD and Precious Metal MinersEtf_High_min,U.S. Global GO GOLD and Precious Metal MinersEtf_High_volatility,U.S. Global GO GOLD and Precious Metal MinersEtf_High_change,U.S. Global GO GOLD and Precious Metal MinersEtf_Low_average,U.S. Global GO GOLD and Precious Metal MinersEtf_Low_max,U.S. Global GO GOLD and Precious Metal MinersEtf_Low_min,U.S. Global GO GOLD and Precious Metal MinersEtf_Low_volatility,U.S. Global GO GOLD and Precious Metal MinersEtf_Low_change,U.S. Global GO GOLD and Precious Metal MinersEtf_Close_average,U.S. Global GO GOLD and Precious Metal MinersEtf_Close_max,U.S. Global GO GOLD and Precious Metal MinersEtf_Close_min,U.S. Global GO GOLD and Precious Metal MinersEtf_Close_volatility,U.S. Global GO GOLD and Precious Metal MinersEtf_Close_change
2019-02-24,12.82,12.82,12.82,0.0,0.0,12.86,12.86,12.86,0.0,0.0,12.52,12.52,12.52,0.0,0.0,12.54,12.54,12.54,0.0,0.0
2019-03-03,12.67,12.67,12.67,0.0,0.0,12.8,12.8,12.8,0.0,0.0,12.61,12.61,12.61,0.0,0.0,12.79,12.79,12.79,0.0,0.0
2019-03-10,12.78,12.78,12.78,0.0,0.0,13.1,13.1,13.1,0.0,0.0,12.78,12.78,12.78,0.0,0.0,12.96,12.96,12.96,0.0,0.0
2019-03-17,13.21,13.21,13.21,0.0,0.0,13.34,13.34,13.34,0.0,0.0,13.21,13.21,13.21,0.0,0.0,13.31,13.31,13.31,0.0,0.0
2019-03-24,12.89,12.89,12.89,0.0,0.0,12.97,12.97,12.97,0.0,0.0,12.86,12.86,12.86,0.0,0.0,12.88,12.88,12.88,0.0,0.0
2019-03-31,12.82,12.82,12.82,0.0,0.0,13.0,13.0,13.0,0.0,0.0,12.75,12.75,12.75,0.0,0.0,12.82,12.82,12.82,0.0,0.0
2019-04-07,12.75,12.75,12.75,0.0,0.0,12.76,12.76,12.76,0.0,0.0,12.65,12.65,12.65,0.0,0.0,12.65,12.65,12.65,0.0,0.0
2019-04-14,12.23,12.23,12.23,0.0,0.0,12.23,12.23,12.23,0.0,0.0,12.0,12.0,12.0,0.0,0.0,12.03,12.03,12.03,0.0,0.0
2019-04-21,11.9,11.9,11.9,0.0,0.0,12.34,12.34,12.34,0.0,0.0,11.9,11.9,11.9,0.0,0.0,12.22,12.22,12.22,0.0,0.0
2019-04-28,11.58,11.58,11.58,0.0,0.0,11.65,11.65,11.65,0.0,0.0,11.56,11.56,11.56,0.0,0.0,11.56,11.56,11.56,0.0,0.0
2019-05-05,11.77,11.77,11.77,0.0,0.0,11.85,11.85,11.85,0.0,0.0,11.66,11.66,11.66,0.0,0.0,11.7,11.7,11.7,0.0,0.0
2019-05-12,11.63,11.63,11.63,0.0,0.0,11.86,11.86,11.86,0.0,0.0,11.63,11.63,11.63,0.0,0.0,11.86,11.86,11.86,0.0,0.0
2019-05-19,11.65,11.65,11.65,0.0,0.0,11.73,11.73,11.73,0.0,0.0,11.65,11.65,11.65,0.0,0.0,11.73,11.73,11.73,0.0,0.0
2019-05-26,11.89,11.89,11.89,0.0,0.0,12.29,12.29,12.29,0.0,0.0,11.89,11.89,11.89,0.0,0.0,12.19,12.19,12.19,0.0,0.0
2019-06-02,13.05,13.05,13.05,0.0,0.0,13.07,13.07,13.07,0.0,0.0,12.83,12.83,12.83,0.0,0.0,12.85,12.85,12.85,0.0,0.0
2019-06-09,13.13,13.13,13.13,0.0,0.0,13.22,13.22,13.22,0.0,0.0,12.97,12.97,12.97,0.0,0.0,12.97,12.97,12.97,0.0,0.0
2019-06-16,13.84,13.84,13.84,0.0,0.0,13.88,13.88,13.88,0.0,0.0,13.59,13.59,13.59,0.0,0.0,13.82,13.82,13.82,0.0,0.0
2019-06-23,14.26,14.26,14.26,0.0,0.0,14.27,14.27,14.27,0.0,0.0,14.04,14.04,14.04,0.0,0.0,14.08,14.08,14.08,0.0,0.0
2019-06-30,13.94,13.94,13.94,0.0,0.0,14.11,14.11,14.11,0.0,0.0,13.81,13.81,13.81,0.0,0.0,14.08,14.08,14.08,0.0,0.0
2019-07-07,14.59,14.59,14.59,0.0,0.0,14.7,14.7,14.7,0.0,0.0,14.52,14.52,14.52,0.0,0.0,14.65,14.65,14.65,0.0,0.0
2019-07-14,15.9,15.9,15.9,0.0,0.0,16.0,16.0,16.0,0.0,0.0,15.75,15.75,15.75,0.0,0.0,15.8,15.8,15.8,0.0,0.0
2019-07-21,15.78,15.78,15.78,0.0,0.0,15.91,15.91,15.91,0.0,0.0,15.74,15.74,15.74,0.0,0.0,15.8,15.8,15.8,0.0,0.0
2019-07-28,15.84,15.84,15.84,0.0,0.0,15.99,15.99,15.99,0.0,0.0,15.65,15.65,15.65,0.0,0.0,15.85,15.85,15.85,0.0,0.0
2019-08-04,16.84,16.84,16.84,0.0,0.0,16.97,16.97,16.97,0.0,0.0,16.59,16.59,16.59,0.0,0.0,16.69,16.69,16.69,0.0,0.0
2019-08-11,16.11,16.11,16.11,0.0,0.0,16.23,16.23,16.23,0.0,0.0,16.07,16.07,16.07,0.0,0.0,16.16,16.16,16.16,0.0,0.0
2019-08-18,16.59,16.59,16.59,0.0,0.0,16.96,16.96,16.96,0.0,0.0,16.56,16.56,16.56,0.0,0.0,16.95,16.95,16.95,0.0,0.0
2019-08-25,17.25,17.25,17.25,0.0,0.0,17.51,17.51,17.51,0.0,0.0,17.25,17.25,17.25,0.0,0.0,17.39,17.39,17.39,0.0,0.0
2019-09-01,17.27,17.27,17.27,0.0,0.0,17.4,17.4,17.4,0.0,0.0,16.75,16.75,16.75,0.0,0.0,16.82,16.82,16.82,0.0,0.0
2019-09-08,16.08,16.08,16.08,0.0,0.0,16.19,16.19,16.19,0.0,0.0,15.61,15.61,15.61,0.0,0.0,15.63,15.63,15.63,0.0,0.0
2019-09-15,16.08,16.08,16.08,0.0,0.0,16.4,16.4,16.4,0.0,0.0,15.97,15.97,15.97,0.0,0.0,16.37,16.37,16.37,0.0,0.0
2019-09-22,15.83,15.83,15.83,0.0,0.0,16.0,16.0,16.0,0.0,0.0,15.63,15.63,15.63,0.0,0.0,15.85,15.85,15.85,0.0,0.0
2019-09-29,15.59,15.59,15.59,0.0,0.0,16.07,16.07,16.07,0.0,0.0,15.59,15.59,15.59,0.0,0.0,16.06,16.06,16.06,0.0,0.0
2019-10-06,15.96,15.96,15.96,0.0,0.0,15.97,15.97,15.97,0.0,0.0,15.6,15.6,15.6,0.0,0.0,15.75,15.75,15.75,0.0,0.0
2019-10-13,15.78,15.78,15.78,0.0,0.0,15.87,15.87,15.87,0.0,0.0,15.72,15.72,15.72,0.0,0.0,15.8,15.8,15.8,0.0,0.0
2019-10-20,16.37,16.37,16.37,0.0,0.0,16.57,16.57,16.57,0.0,0.0,16.05,16.05,16.05,0.0,0.0,16.21,16.21,16.21,0.0,0.0
2019-10-27,16.28,16.28,16.28,0.0,0.0,16.55,16.55,16.55,0.0,0.0,16.27,16.27,16.27,0.0,0.0,16.55,16.55,16.55,0.0,0.0
2019-11-03,15.27,15.27,15.27,0.0,0.0,15.49,15.49,15.49,0.0,0.0,15.2,15.2,15.2,0.0,0.0,15.3,15.3,15.3,0.0,0.0
2019-11-10,15.57,15.57,15.57,0.0,0.0,15.88,15.88,15.88,0.0,0.0,15.57,15.57,15.57,0.0,0.0,15.59,15.59,15.59,0.0,0.0
2019-11-17,15.63,15.63,15.63,0.0,0.0,15.63,15.63,15.63,0.0,0.0,15.42,15.42,15.42,0.0,0.0,15.42,15.42,15.42,0.0,0.0
2019-11-24,15.79,15.79,15.79,0.0,0.0,15.99,15.99,15.99,0.0,0.0,15.79,15.79,15.79,0.0,0.0,15.97,15.97,15.97,0.0,0.0
2019-12-01,16.08,16.08,16.08,0.0,0.0,16.16,16.16,16.16,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0
2019-12-08,16.25,16.25,16.25,0.0,0.0,16.38,16.38,16.38,0.0,0.0,16.24,16.24,16.24,0.0,0.0,16.31,16.31,16.31,0.0,0.0
2019-12-15,16.2,16.2,16.2,0.0,0.0,16.28,16.28,16.28,0.0,0.0,15.92,15.92,15.92,0.0,0.0,15.94,15.94,15.94,0.0,0.0
2019-12-22,17.32,17.32,17.32,0.0,0.0,17.42,17.42,17.42,0.0,0.0,17.18,17.18,17.18,0.0,0.0,17.19,17.19,17.19,0.0,0.0
2019-12-29,18.0,18.0,18.0,0.0,0.0,18.0,18.0,18.0,0.0,0.0,17.33,17.33,17.33,0.0,0.0,17.36,17.36,17.36,0.0,0.0
2020-01-05,16.77,16.77,16.77,0.0,0.0,17.12,17.12,17.12,0.0,0.0,16.77,16.77,16.77,0.0,0.0,16.99,16.99,16.99,0.0,0.0
2020-01-12,17.12,17.12,17.12,0.0,0.0,17.12,17.12,17.12,0.0,0.0,16.9,16.9,16.9,0.0,0.0,16.91,16.91,16.91,0.0,0.0
2020-01-19,16.81,16.81,16.81,0.0,0.0,17.07,17.07,17.07,0.0,0.0,16.8,16.8,16.8,0.0,0.0,17.01,17.01,17.01,0.0,0.0
2020-01-26,16.8,16.8,16.8,0.0,0.0,17.09,17.09,17.09,0.0,0.0,16.8,16.8,16.8,0.0,0.0,16.92,16.92,16.92,0.0,0.0
2020-02-02,16.5,16.5,16.5,0.0,0.0,16.5,16.5,16.5,0.0,0.0,16.17,16.17,16.17,0.0,0.0,16.21,16.21,16.21,0.0,0.0
2020-02-09,16.41,16.41,16.41,0.0,0.0,16.6,16.6,16.6,0.0,0.0,16.41,16.41,16.41,0.0,0.0,16.51,16.51,16.51,0.0,0.0
2020-02-16,17.83,17.83,17.83,0.0,0.0,17.99,17.99,17.99,0.0,0.0,17.7,17.7,17.7,0.0,0.0,17.92,17.92,17.92,0.0,0.0
2020-02-23,15.48,15.48,15.48,0.0,0.0,15.54,15.54,15.54,0.0,0.0,14.31,14.31,14.31,0.0,0.0,14.88,14.88,14.88,0.0,0.0
2020-03-01,16.61,16.61,16.61,0.0,0.0,16.86,16.86,16.86,0.0,0.0,15.89,15.89,15.89,0.0,0.0,16.13,16.13,16.13,0.0,0.0
2020-03-08,10.96,10.96,10.96,0.0,0.0,10.96,10.96,10.96,0.0,0.0,10.96,10.96,10.96,0.0,0.0,10.96,10.96,10.96,0.0,0.0
2020-03-15,10.85,10.85,10.85,0.0,0.0,10.85,10.85,10.85,0.0,0.0,10.85,10.85,10.85,0.0,0.0,10.85,10.85,10.85,0.0,0.0
2020-03-22,12.73,12.73,12.73,0.0,0.0,12.73,12.73,12.73,0.0,0.0,12.73,12.73,12.73,0.0,0.0,12.73,12.73,12.73,0.0,0.0
2020-03-29,13.25,13.25,13.25,0.0,0.0,13.46,13.46,13.46,0.0,0.0,12.9,12.9,12.9,0.0,0.0,13.0,13.0,13.0,0.0,0.0
2020-04-05,14.16,14.16,14.16,0.0,0.0,15.08,15.08,15.08,0.0,0.0,14.14,14.14,14.14,0.0,0.0,14.88,14.88,14.88,0.0,0.0
2020-04-12,15.72,15.72,15.72,0.0,0.0,15.99,15.99,15.99,0.0,0.0,15.5,15.5,15.5,0.0,0.0,15.56,15.56,15.56,0.0,0.0
2020-04-19,18.06,18.06,18.06,0.0,0.0,18.15,18.15,18.15,0.0,0.0,17.36,17.36,17.36,0.0,0.0,17.98,17.98,17.98,0.0,0.0
2020-04-26,18.29,18.29,18.29,0.0,0.0,18.29,18.29,18.29,0.0,0.0,18.29,18.29,18.29,0.0,0.0,18.29,18.29,18.29,0.0,0.0
2020-05-03,18.96,18.96,18.96,0.0,0.0,18.96,18.96,18.96,0.0,0.0,18.96,18.96,18.96,0.0,0.0,18.96,18.96,18.96,0.0,0.0
2020-05-10,19.72,19.72,19.72,0.0,0.0,20.17,20.17,20.17,0.0,0.0,19.71,19.71,19.71,0.0,0.0,20.17,20.17,20.17,0.0,0.0
2020-05-17,20.35,20.35,20.35,0.0,0.0,20.6,20.6,20.6,0.0,0.0,20.13,20.13,20.13,0.0,0.0,20.21,20.21,20.21,0.0,0.0
2020-05-24,19.85,19.85,19.85,0.0,0.0,20.1,20.1,20.1,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.81,19.81,19.81,0.0,0.0
2020-05-31,18.59,18.59,18.59,0.0,0.0,18.59,18.59,18.59,0.0,0.0,18.59,18.59,18.59,0.0,0.0,18.59,18.59,18.59,0.0,0.0
2020-06-07,19.34,19.34,19.34,0.0,0.0,19.41,19.41,19.41,0.0,0.0,18.56,18.56,18.56,0.0,0.0,18.67,18.67,18.67,0.0,0.0
2020-06-14,18.68,18.68,18.68,0.0,0.0,19.31,19.31,19.31,0.0,0.0,18.6,18.6,18.6,0.0,0.0,19.16,19.16,19.16,0.0,0.0
2020-06-21,19.71,19.71,19.71,0.0,0.0,20.01,20.01,20.01,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.92,19.92,19.92,0.0,0.0
2020-06-28,20.98,20.98,20.98,0.0,0.0,20.98,20.98,20.98,0.0,0.0,20.98,20.98,20.98,0.0,0.0,20.98,20.98,20.98,0.0,0.0
2020-07-05,21.09,21.09,21.09,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.09,21.09,21.09,0.0,0.0,21.65,21.65,21.65,0.0,0.0
