Date,MRCYStock_Open_average,MRCYStock_Open_max,MRCYStock_Open_min,MRCYStock_Open_volatility,MRCYStock_Open_change,MRCYStock_High_average,MRCYStock_High_max,MRCYStock_High_min,MRCYStock_High_volatility,MRCYStock_High_change,MRCYStock_Low_average,MRCYStock_Low_max,MRCYStock_Low_min,MRCYStock_Low_volatility,MRCYStock_Low_change,MRCYStock_Close_average,MRCYStock_Close_max,MRCYStock_Close_min,MRCYStock_Close_volatility,MRCYStock_Close_change,MRCYStock_Volume_average,MRCYStock_Volume_max,MRCYStock_Volume_min,MRCYStock_Volume_volatility,MRCYStock_Volume_change
2018-01-14,51.5325,51.71,51.31,0.3999999999999986,-0.1699999999999946,52.0225,52.59,51.6,0.990000000000002,-0.990000000000002,50.957499999999996,51.38,50.37,1.0100000000000051,-0.7899999999999991,51.1875,51.71,50.55,1.1600000000000037,-0.6799999999999997,354490,414805,276882,137923,-16171
2018-01-21,48.242,50.55,46.52,4.029999999999994,-4.029999999999994,48.64,50.55,46.62,3.9299999999999997,-3.9299999999999997,46.792,48.39,45.48,2.9100000000000037,-2.9100000000000037,47.682,49.26,46.39,2.8699999999999974,-2.6499999999999986,893423,1819281,584406,1234875,146014
2018-01-28,47.618,48.01,46.53,1.4799999999999969,1.4499999999999957,48.478,48.84,47.98,0.8600000000000065,-0.5700000000000003,47.088,47.87,46.15,1.7199999999999989,-0.30000000000000426,47.816,48.22,46.65,1.5700000000000003,-1.5399999999999991,462413,766790,288652,478138,-397655
2018-02-04,43.922,46.08,41.99,4.089999999999996,-4.089999999999996,45.458,46.27,44.56,1.7100000000000009,-0.39000000000000057,42.556,43.91,41.64,2.269999999999996,-1.740000000000002,43.872,45.0,41.82,3.1799999999999997,1.5799999999999983,671156,966861,304445,662416,204575
2018-02-11,44.64,45.3,43.94,1.3599999999999994,0.03999999999999915,45.436,46.43,44.86,1.5700000000000003,1.0700000000000003,43.998,45.07,43.31,1.759999999999998,1.759999999999998,44.886,45.86,44.34,1.519999999999996,1.519999999999996,339670,438426,260988,177438,-109795
2018-02-18,46.0825,46.7,45.54,1.1600000000000037,1.1600000000000037,46.455,46.79,45.82,0.9699999999999989,0.9200000000000017,45.4975,46.12,44.95,1.1699999999999946,1.1699999999999946,46.072500000000005,46.7,45.31,1.3900000000000006,1.3900000000000006,241454,307554,181916,125638,-125638
2018-02-25,46.638,47.94,45.37,2.5700000000000003,-1.4200000000000017,47.528,48.24,46.7,1.5399999999999991,-0.5300000000000011,46.006,46.79,45.16,1.6300000000000026,-1.6300000000000026,46.794,47.94,45.95,1.9899999999999949,-0.6099999999999994,267632,390257,208054,182203,-40867
2018-03-04,47.92,49.4,47.0,2.3999999999999986,2.3999999999999986,48.524,49.95,47.73,2.220000000000006,2.220000000000006,47.256,48.24,46.22,2.020000000000003,2.020000000000003,48.318,49.73,47.47,2.259999999999998,2.259999999999998,245212,330047,191615,138432,138432
2018-03-11,49.174,50.22,47.6,2.6199999999999974,-2.3999999999999986,49.694,50.92,48.5,2.4200000000000017,-2.4200000000000017,48.38,49.73,47.38,2.3499999999999943,-2.3299999999999983,48.832,50.18,47.61,2.5700000000000003,-1.8100000000000023,379885,765354,208780,556574,467100
2018-03-18,46.932,47.99,45.3,2.690000000000005,-2.690000000000005,47.67,48.51,45.97,2.539999999999999,-2.1300000000000026,46.11,47.37,44.66,2.710000000000001,-1.720000000000006,46.408,47.52,44.71,2.8100000000000023,-2.3599999999999994,243197,360937,127364,233573,75737
