Date,iShares MSCI Global Energy ProducersEtf_Open_average,iShares MSCI Global Energy ProducersEtf_Open_max,iShares MSCI Global Energy ProducersEtf_Open_min,iShares MSCI Global Energy ProducersEtf_Open_volatility,iShares MSCI Global Energy ProducersEtf_Open_change,iShares MSCI Global Energy ProducersEtf_High_average,iShares MSCI Global Energy ProducersEtf_High_max,iShares MSCI Global Energy ProducersEtf_High_min,iShares MSCI Global Energy ProducersEtf_High_volatility,iShares MSCI Global Energy ProducersEtf_High_change,iShares MSCI Global Energy ProducersEtf_Low_average,iShares MSCI Global Energy ProducersEtf_Low_max,iShares MSCI Global Energy ProducersEtf_Low_min,iShares MSCI Global Energy ProducersEtf_Low_volatility,iShares MSCI Global Energy ProducersEtf_Low_change,iShares MSCI Global Energy ProducersEtf_Close_average,iShares MSCI Global Energy ProducersEtf_Close_max,iShares MSCI Global Energy ProducersEtf_Close_min,iShares MSCI Global Energy ProducersEtf_Close_volatility,iShares MSCI Global Energy ProducersEtf_Close_change
2018-03-25,20.23,20.23,20.23,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.23,20.23,20.23,0.0,0.0,20.47,20.47,20.47,0.0,0.0
2018-04-01,20.92,20.92,20.92,0.0,0.0,21.02,21.02,21.02,0.0,0.0,20.78,20.78,20.78,0.0,0.0,20.78,20.78,20.78,0.0,0.0
2018-04-08,21.8,21.8,21.8,0.0,0.0,21.86,21.86,21.86,0.0,0.0,21.74,21.74,21.74,0.0,0.0,21.77,21.77,21.77,0.0,0.0
2018-04-15,22.36,22.36,22.36,0.0,0.0,22.51,22.51,22.51,0.0,0.0,22.24,22.24,22.24,0.0,0.0,22.35,22.35,22.35,0.0,0.0
2018-04-22,22.55,22.55,22.55,0.0,0.0,22.69,22.69,22.69,0.0,0.0,22.36,22.36,22.36,0.0,0.0,22.36,22.36,22.36,0.0,0.0
2018-04-29,22.05,22.05,22.05,0.0,0.0,22.59,22.59,22.59,0.0,0.0,22.05,22.05,22.05,0.0,0.0,22.28,22.28,22.28,0.0,0.0
2018-05-06,23.28,23.28,23.28,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.28,23.28,23.28,0.0,0.0,23.33,23.33,23.33,0.0,0.0
2018-05-13,23.85,23.85,23.85,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.76,23.76,23.76,0.0,0.0
2018-05-20,22.49,22.49,22.49,0.0,0.0,22.59,22.59,22.59,0.0,0.0,22.12,22.12,22.12,0.0,0.0,22.23,22.23,22.23,0.0,0.0
2018-05-27,22.77,22.77,22.77,0.0,0.0,23.16,23.16,23.16,0.0,0.0,22.67,22.67,22.67,0.0,0.0,22.72,22.72,22.72,0.0,0.0
2018-06-03,23.17,23.17,23.17,0.0,0.0,23.18,23.18,23.18,0.0,0.0,23.08,23.08,23.08,0.0,0.0,23.13,23.13,23.13,0.0,0.0
2018-06-10,22.74,22.74,22.74,0.0,0.0,22.78,22.78,22.78,0.0,0.0,22.23,22.23,22.23,0.0,0.0,22.44,22.44,22.44,0.0,0.0
2018-06-17,22.46,22.46,22.46,0.0,0.0,22.57,22.57,22.57,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.48,22.48,22.48,0.0,0.0
2018-06-24,22.7,22.7,22.7,0.0,0.0,22.85,22.85,22.85,0.0,0.0,22.59,22.59,22.59,0.0,0.0,22.75,22.75,22.75,0.0,0.0
2018-07-01,22.5,22.5,22.5,0.0,0.0,22.89,22.89,22.89,0.0,0.0,22.38,22.38,22.38,0.0,0.0,22.69,22.69,22.69,0.0,0.0
2018-07-08,22.91,22.91,22.91,0.0,0.0,23.07,23.07,23.07,0.0,0.0,22.81,22.81,22.81,0.0,0.0,23.01,23.01,23.01,0.0,0.0
2018-07-15,22.76,22.76,22.76,0.0,0.0,22.76,22.76,22.76,0.0,0.0,22.59,22.59,22.59,0.0,0.0,22.64,22.64,22.64,0.0,0.0
2018-07-22,22.99,22.99,22.99,0.0,0.0,23.08,23.08,23.08,0.0,0.0,22.94,22.94,22.94,0.0,0.0,22.99,22.99,22.99,0.0,0.0
2018-07-29,22.73,22.73,22.73,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.7,22.7,22.7,0.0,0.0
2018-08-05,22.59,22.59,22.59,0.0,0.0,22.6,22.6,22.6,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.5,22.5,22.5,0.0,0.0
2018-08-12,21.66,21.66,21.66,0.0,0.0,21.71,21.71,21.71,0.0,0.0,21.63,21.63,21.63,0.0,0.0,21.71,21.71,21.71,0.0,0.0
2018-08-19,22.64,22.64,22.64,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.49,22.49,22.49,0.0,0.0,22.64,22.64,22.64,0.0,0.0
2018-08-26,22.61,22.61,22.61,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.36,22.36,22.36,0.0,0.0,22.5,22.5,22.5,0.0,0.0
2018-09-02,21.77,21.77,21.77,0.0,0.0,21.92,21.92,21.92,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.92,21.92,21.92,0.0,0.0
2018-09-09,22.4,22.4,22.4,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.36,22.36,22.36,0.0,0.0,22.46,22.46,22.46,0.0,0.0
2018-09-16,22.91,22.91,22.91,0.0,0.0,23.07,23.07,23.07,0.0,0.0,22.88,22.88,22.88,0.0,0.0,23.05,23.05,23.05,0.0,0.0
2018-09-23,23.49,23.49,23.49,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.45,23.45,23.45,0.0,0.0
2018-09-30,23.64,23.64,23.64,0.0,0.0,23.64,23.64,23.64,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.46,23.46,23.46,0.0,0.0
2018-10-07,22.6,22.6,22.6,0.0,0.0,22.6,22.6,22.6,0.0,0.0,22.17,22.17,22.17,0.0,0.0,22.52,22.52,22.52,0.0,0.0
2018-10-14,22.25,22.25,22.25,0.0,0.0,22.28,22.28,22.28,0.0,0.0,22.15,22.15,22.15,0.0,0.0,22.16,22.16,22.16,0.0,0.0
2018-10-21,20.8,20.8,20.8,0.0,0.0,20.86,20.86,20.86,0.0,0.0,20.49,20.49,20.49,0.0,0.0,20.72,20.72,20.72,0.0,0.0
2018-10-28,21.25,21.25,21.25,0.0,0.0,21.38,21.38,21.38,0.0,0.0,20.93,20.93,20.93,0.0,0.0,21.08,21.08,21.08,0.0,0.0
2018-11-04,21.09,21.09,21.09,0.0,0.0,21.22,21.22,21.22,0.0,0.0,20.95,20.95,20.95,0.0,0.0,21.16,21.16,21.16,0.0,0.0
2018-11-11,20.64,20.64,20.64,0.0,0.0,20.83,20.83,20.83,0.0,0.0,20.62,20.62,20.62,0.0,0.0,20.81,20.81,20.81,0.0,0.0
2018-11-18,19.84,19.84,19.84,0.0,0.0,20.05,20.05,20.05,0.0,0.0,19.66,19.66,19.66,0.0,0.0,19.84,19.84,19.84,0.0,0.0
2018-11-25,20.34,20.34,20.34,0.0,0.0,20.87,20.87,20.87,0.0,0.0,20.24,20.24,20.24,0.0,0.0,20.42,20.42,20.42,0.0,0.0
2018-12-02,20.36,20.36,20.36,0.0,0.0,20.59,20.59,20.59,0.0,0.0,19.88,19.88,19.88,0.0,0.0,19.88,19.88,19.88,0.0,0.0
2018-12-09,19.73,19.73,19.73,0.0,0.0,19.73,19.73,19.73,0.0,0.0,19.36,19.36,19.36,0.0,0.0,19.37,19.37,19.37,0.0,0.0
2018-12-16,17.68,17.68,17.68,0.0,0.0,18.01,18.01,18.01,0.0,0.0,17.58,17.58,17.58,0.0,0.0,17.69,17.69,17.69,0.0,0.0
2018-12-23,18.33,18.33,18.33,0.0,0.0,18.37,18.37,18.37,0.0,0.0,18.09,18.09,18.09,0.0,0.0,18.14,18.14,18.14,0.0,0.0
2018-12-30,18.75,18.75,18.75,0.0,0.0,19.06,19.06,19.06,0.0,0.0,18.75,18.75,18.75,0.0,0.0,18.99,18.99,18.99,0.0,0.0
2019-01-06,19.46,19.46,19.46,0.0,0.0,19.48,19.48,19.48,0.0,0.0,19.26,19.26,19.26,0.0,0.0,19.37,19.37,19.37,0.0,0.0
2019-01-13,19.8,19.8,19.8,0.0,0.0,19.89,19.89,19.89,0.0,0.0,19.7,19.7,19.7,0.0,0.0,19.83,19.83,19.83,0.0,0.0
2019-01-20,19.56,19.56,19.56,0.0,0.0,19.64,19.64,19.64,0.0,0.0,19.56,19.56,19.56,0.0,0.0,19.58,19.58,19.58,0.0,0.0
2019-01-27,19.83,19.83,19.83,0.0,0.0,20.05,20.05,20.05,0.0,0.0,19.83,19.83,19.83,0.0,0.0,19.96,19.96,19.96,0.0,0.0
2019-02-03,19.48,19.48,19.48,0.0,0.0,19.61,19.61,19.61,0.0,0.0,19.34,19.34,19.34,0.0,0.0,19.53,19.53,19.53,0.0,0.0
2019-02-10,20.09,20.09,20.09,0.0,0.0,20.27,20.27,20.27,0.0,0.0,20.09,20.09,20.09,0.0,0.0,20.27,20.27,20.27,0.0,0.0
2019-02-17,20.28,20.28,20.28,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.24,20.24,20.24,0.0,0.0,20.44,20.44,20.44,0.0,0.0
2019-02-24,20.33,20.33,20.33,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.33,20.33,20.33,0.0,0.0,20.4,20.4,20.4,0.0,0.0
2019-03-03,19.98,19.98,19.98,0.0,0.0,19.98,19.98,19.98,0.0,0.0,19.73,19.73,19.73,0.0,0.0,19.87,19.87,19.87,0.0,0.0
2019-03-10,20.53,20.53,20.53,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.53,20.53,20.53,0.0,0.0,20.56,20.56,20.56,0.0,0.0
2019-03-17,20.9,20.9,20.9,0.0,0.0,20.91,20.91,20.91,0.0,0.0,20.49,20.49,20.49,0.0,0.0,20.68,20.68,20.68,0.0,0.0
2019-03-24,20.71,20.71,20.71,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.54,20.54,20.54,0.0,0.0,20.58,20.58,20.58,0.0,0.0
2019-03-31,20.69,20.69,20.69,0.0,0.0,20.93,20.93,20.93,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.93,20.93,20.93,0.0,0.0
2019-04-07,21.13,21.13,21.13,0.0,0.0,21.17,21.17,21.17,0.0,0.0,21.0,21.0,21.0,0.0,0.0,21.0,21.0,21.0,0.0,0.0
2019-04-14,21.05,21.05,21.05,0.0,0.0,21.13,21.13,21.13,0.0,0.0,20.96,20.96,20.96,0.0,0.0,21.03,21.03,21.03,0.0,0.0
2019-04-21,20.84,20.84,20.84,0.0,0.0,20.84,20.84,20.84,0.0,0.0,20.56,20.56,20.56,0.0,0.0,20.62,20.62,20.62,0.0,0.0
2019-04-28,20.29,20.29,20.29,0.0,0.0,20.37,20.37,20.37,0.0,0.0,20.24,20.24,20.24,0.0,0.0,20.27,20.27,20.27,0.0,0.0
2019-05-05,19.81,19.81,19.81,0.0,0.0,20.01,20.01,20.01,0.0,0.0,19.73,19.73,19.73,0.0,0.0,19.93,19.93,19.93,0.0,0.0
2019-05-12,20.1,20.1,20.1,0.0,0.0,20.1,20.1,20.1,0.0,0.0,20.02,20.02,20.02,0.0,0.0,20.02,20.02,20.02,0.0,0.0
2019-05-19,19.43,19.43,19.43,0.0,0.0,19.53,19.53,19.53,0.0,0.0,19.39,19.39,19.39,0.0,0.0,19.45,19.45,19.45,0.0,0.0
2019-05-26,18.95,18.95,18.95,0.0,0.0,19.1,19.1,19.1,0.0,0.0,18.95,18.95,18.95,0.0,0.0,18.97,18.97,18.97,0.0,0.0
2019-06-02,19.4,19.4,19.4,0.0,0.0,19.51,19.51,19.51,0.0,0.0,19.37,19.37,19.37,0.0,0.0,19.43,19.43,19.43,0.0,0.0
2019-06-09,19.4,19.4,19.4,0.0,0.0,19.42,19.42,19.42,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.32,19.32,19.32,0.0,0.0
2019-06-16,19.78,19.78,19.78,0.0,0.0,19.89,19.89,19.89,0.0,0.0,19.73,19.73,19.73,0.0,0.0,19.88,19.88,19.88,0.0,0.0
2019-06-23,19.82,19.82,19.82,0.0,0.0,19.84,19.84,19.84,0.0,0.0,19.71,19.71,19.71,0.0,0.0,19.83,19.83,19.83,0.0,0.0
2019-06-30,19.49,19.49,19.49,0.0,0.0,19.56,19.56,19.56,0.0,0.0,19.49,19.49,19.49,0.0,0.0,19.54,19.54,19.54,0.0,0.0
2019-07-07,19.81,19.81,19.81,0.0,0.0,19.88,19.88,19.88,0.0,0.0,19.76,19.76,19.76,0.0,0.0,19.85,19.85,19.85,0.0,0.0
2019-07-14,19.17,19.17,19.17,0.0,0.0,19.37,19.37,19.37,0.0,0.0,19.17,19.17,19.17,0.0,0.0,19.37,19.37,19.37,0.0,0.0
2019-07-21,19.18,19.18,19.18,0.0,0.0,19.18,19.18,19.18,0.0,0.0,19.0,19.0,19.0,0.0,0.0,19.04,19.04,19.04,0.0,0.0
2019-07-28,18.67,18.67,18.67,0.0,0.0,18.67,18.67,18.67,0.0,0.0,18.18,18.18,18.18,0.0,0.0,18.25,18.25,18.25,0.0,0.0
2019-08-04,18.08,18.08,18.08,0.0,0.0,18.08,18.08,18.08,0.0,0.0,17.9,17.9,17.9,0.0,0.0,17.95,17.95,17.95,0.0,0.0
2019-08-11,17.23,17.23,17.23,0.0,0.0,17.38,17.38,17.38,0.0,0.0,17.23,17.23,17.23,0.0,0.0,17.36,17.36,17.36,0.0,0.0
2019-08-18,17.47,17.47,17.47,0.0,0.0,17.52,17.52,17.52,0.0,0.0,17.11,17.11,17.11,0.0,0.0,17.11,17.11,17.11,0.0,0.0
2019-08-25,17.71,17.71,17.71,0.0,0.0,17.71,17.71,17.71,0.0,0.0,17.59,17.59,17.59,0.0,0.0,17.61,17.61,17.61,0.0,0.0
2019-09-01,18.02,18.02,18.02,0.0,0.0,18.06,18.06,18.06,0.0,0.0,17.94,17.94,17.94,0.0,0.0,17.99,17.99,17.99,0.0,0.0
2019-09-08,18.57,18.57,18.57,0.0,0.0,18.57,18.57,18.57,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.5,18.5,18.5,0.0,0.0
2019-09-15,19.0,19.0,19.0,0.0,0.0,19.02,19.02,19.02,0.0,0.0,18.88,18.88,18.88,0.0,0.0,18.92,18.92,18.92,0.0,0.0
2019-09-22,18.45,18.45,18.45,0.0,0.0,18.71,18.71,18.71,0.0,0.0,18.45,18.45,18.45,0.0,0.0,18.54,18.54,18.54,0.0,0.0
2019-09-29,17.98,17.98,17.98,0.0,0.0,17.98,17.98,17.98,0.0,0.0,17.78,17.78,17.78,0.0,0.0,17.88,17.88,17.88,0.0,0.0
2019-10-06,18.14,18.14,18.14,0.0,0.0,18.33,18.33,18.33,0.0,0.0,18.14,18.14,18.14,0.0,0.0,18.17,18.17,18.17,0.0,0.0
2019-10-13,18.21,18.21,18.21,0.0,0.0,18.3,18.3,18.3,0.0,0.0,18.12,18.12,18.12,0.0,0.0,18.12,18.12,18.12,0.0,0.0
2019-10-20,18.62,18.62,18.62,0.0,0.0,18.76,18.76,18.76,0.0,0.0,18.62,18.62,18.62,0.0,0.0,18.7,18.7,18.7,0.0,0.0
2019-10-27,18.59,18.59,18.59,0.0,0.0,18.72,18.72,18.72,0.0,0.0,18.59,18.59,18.59,0.0,0.0,18.69,18.69,18.69,0.0,0.0
2019-11-03,19.19,19.19,19.19,0.0,0.0,19.2,19.2,19.2,0.0,0.0,19.06,19.06,19.06,0.0,0.0,19.2,19.2,19.2,0.0,0.0
2019-11-10,18.96,18.96,18.96,0.0,0.0,19.1,19.1,19.1,0.0,0.0,18.96,18.96,18.96,0.0,0.0,19.05,19.05,19.05,0.0,0.0
2019-11-17,19.03,19.03,19.03,0.0,0.0,19.03,19.03,19.03,0.0,0.0,18.86,18.86,18.86,0.0,0.0,18.87,18.87,18.87,0.0,0.0
2019-11-24,18.61,18.61,18.61,0.0,0.0,18.61,18.61,18.61,0.0,0.0,18.51,18.51,18.51,0.0,0.0,18.51,18.51,18.51,0.0,0.0
2019-12-01,18.66,18.66,18.66,0.0,0.0,18.67,18.67,18.67,0.0,0.0,18.61,18.61,18.61,0.0,0.0,18.65,18.65,18.65,0.0,0.0
2019-12-08,18.96,18.96,18.96,0.0,0.0,19.03,19.03,19.03,0.0,0.0,18.74,18.74,18.74,0.0,0.0,18.83,18.83,18.83,0.0,0.0
2019-12-15,18.84,18.84,18.84,0.0,0.0,18.86,18.86,18.86,0.0,0.0,18.73,18.73,18.73,0.0,0.0,18.77,18.77,18.77,0.0,0.0
2019-12-22,19.07,19.07,19.07,0.0,0.0,19.14,19.14,19.14,0.0,0.0,18.98,18.98,18.98,0.0,0.0,18.98,18.98,18.98,0.0,0.0
2019-12-29,19.3,19.3,19.3,0.0,0.0,19.39,19.39,19.39,0.0,0.0,19.15,19.15,19.15,0.0,0.0,19.22,19.22,19.22,0.0,0.0
2020-01-05,19.2,19.2,19.2,0.0,0.0,19.21,19.21,19.21,0.0,0.0,19.11,19.11,19.11,0.0,0.0,19.11,19.11,19.11,0.0,0.0
2020-01-12,19.1,19.1,19.1,0.0,0.0,19.14,19.14,19.14,0.0,0.0,18.97,18.97,18.97,0.0,0.0,18.97,18.97,18.97,0.0,0.0
2020-01-19,18.42,18.42,18.42,0.0,0.0,18.42,18.42,18.42,0.0,0.0,18.12,18.12,18.12,0.0,0.0,18.29,18.29,18.29,0.0,0.0
2020-01-26,17.45,17.45,17.45,0.0,0.0,17.56,17.56,17.56,0.0,0.0,17.17,17.17,17.17,0.0,0.0,17.26,17.26,17.26,0.0,0.0
2020-02-02,17.27,17.27,17.27,0.0,0.0,17.41,17.41,17.41,0.0,0.0,17.12,17.12,17.12,0.0,0.0,17.24,17.24,17.24,0.0,0.0
2020-02-09,17.39,17.39,17.39,0.0,0.0,17.41,17.41,17.41,0.0,0.0,17.25,17.25,17.25,0.0,0.0,17.32,17.32,17.32,0.0,0.0
2020-02-16,17.31,17.31,17.31,0.0,0.0,17.31,17.31,17.31,0.0,0.0,17.01,17.01,17.01,0.0,0.0,17.12,17.12,17.12,0.0,0.0
2020-02-23,14.59,14.59,14.59,0.0,0.0,14.81,14.81,14.81,0.0,0.0,14.1,14.1,14.1,0.0,0.0,14.67,14.67,14.67,0.0,0.0
2020-03-01,14.15,14.15,14.15,0.0,0.0,14.24,14.24,14.24,0.0,0.0,13.75,13.75,13.75,0.0,0.0,13.9,13.9,13.9,0.0,0.0
2020-03-08,10.79,10.79,10.79,0.0,0.0,10.79,10.79,10.79,0.0,0.0,10.79,10.79,10.79,0.0,0.0,10.79,10.79,10.79,0.0,0.0
2020-03-15,8.61,8.61,8.61,0.0,0.0,8.61,8.61,8.61,0.0,0.0,8.61,8.61,8.61,0.0,0.0,8.61,8.61,8.61,0.0,0.0
2020-03-22,9.95,9.95,9.95,0.0,0.0,9.95,9.95,9.95,0.0,0.0,9.95,9.95,9.95,0.0,0.0,9.95,9.95,9.95,0.0,0.0
2020-03-29,11.19,11.19,11.19,0.0,0.0,11.34,11.34,11.34,0.0,0.0,10.59,10.59,10.59,0.0,0.0,10.7,10.7,10.7,0.0,0.0
2020-04-05,11.94,11.94,11.94,0.0,0.0,12.15,12.15,12.15,0.0,0.0,11.56,11.56,11.56,0.0,0.0,11.71,11.71,11.71,0.0,0.0
2020-04-12,10.72,10.72,10.72,0.0,0.0,11.28,11.28,11.28,0.0,0.0,10.72,10.72,10.72,0.0,0.0,11.25,11.25,11.25,0.0,0.0
2020-04-19,11.75,11.75,11.75,0.0,0.0,11.81,11.81,11.81,0.0,0.0,11.36,11.36,11.36,0.0,0.0,11.47,11.47,11.47,0.0,0.0
2020-04-26,11.56,11.56,11.56,0.0,0.0,11.56,11.56,11.56,0.0,0.0,11.56,11.56,11.56,0.0,0.0,11.56,11.56,11.56,0.0,0.0
2020-05-03,12.2,12.2,12.2,0.0,0.0,12.2,12.2,12.2,0.0,0.0,12.2,12.2,12.2,0.0,0.0,12.2,12.2,12.2,0.0,0.0
2020-05-10,11.5,11.5,11.5,0.0,0.0,11.69,11.69,11.69,0.0,0.0,11.48,11.48,11.48,0.0,0.0,11.5,11.5,11.5,0.0,0.0
2020-05-17,12.23,12.23,12.23,0.0,0.0,12.29,12.29,12.29,0.0,0.0,12.03,12.03,12.03,0.0,0.0,12.29,12.29,12.29,0.0,0.0
2020-05-24,12.44,12.44,12.44,0.0,0.0,12.44,12.44,12.44,0.0,0.0,12.2,12.2,12.2,0.0,0.0,12.36,12.36,12.36,0.0,0.0
2020-05-31,14.2,14.2,14.2,0.0,0.0,14.2,14.2,14.2,0.0,0.0,14.2,14.2,14.2,0.0,0.0,14.2,14.2,14.2,0.0,0.0
2020-06-07,13.13,13.13,13.13,0.0,0.0,13.13,13.13,13.13,0.0,0.0,12.63,12.63,12.63,0.0,0.0,12.86,12.86,12.86,0.0,0.0
2020-06-14,12.94,12.94,12.94,0.0,0.0,12.99,12.99,12.99,0.0,0.0,12.57,12.57,12.57,0.0,0.0,12.57,12.57,12.57,0.0,0.0
2020-06-21,12.31,12.31,12.31,0.0,0.0,12.31,12.31,12.31,0.0,0.0,12.01,12.01,12.01,0.0,0.0,12.06,12.06,12.06,0.0,0.0
2020-06-28,12.25,12.25,12.25,0.0,0.0,12.25,12.25,12.25,0.0,0.0,12.25,12.25,12.25,0.0,0.0,12.25,12.25,12.25,0.0,0.0
2020-07-05,12.23,12.23,12.23,0.0,0.0,12.23,12.23,12.23,0.0,0.0,12.09,12.09,12.09,0.0,0.0,12.12,12.12,12.12,0.0,0.0
