Date,Fidelity MSCI IndustrialsEtf_Open_average,Fidelity MSCI IndustrialsEtf_Open_max,Fidelity MSCI IndustrialsEtf_Open_min,Fidelity MSCI IndustrialsEtf_Open_volatility,Fidelity MSCI IndustrialsEtf_Open_change,Fidelity MSCI IndustrialsEtf_High_average,Fidelity MSCI IndustrialsEtf_High_max,Fidelity MSCI IndustrialsEtf_High_min,Fidelity MSCI IndustrialsEtf_High_volatility,Fidelity MSCI IndustrialsEtf_High_change,Fidelity MSCI IndustrialsEtf_Low_average,Fidelity MSCI IndustrialsEtf_Low_max,Fidelity MSCI IndustrialsEtf_Low_min,Fidelity MSCI IndustrialsEtf_Low_volatility,Fidelity MSCI IndustrialsEtf_Low_change,Fidelity MSCI IndustrialsEtf_Close_average,Fidelity MSCI IndustrialsEtf_Close_max,Fidelity MSCI IndustrialsEtf_Close_min,Fidelity MSCI IndustrialsEtf_Close_volatility,Fidelity MSCI IndustrialsEtf_Close_change
2018-01-14,40.55,40.55,40.55,0.0,0.0,40.62,40.62,40.62,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.62,40.62,40.62,0.0,0.0
2018-01-21,40.82,40.82,40.82,0.0,0.0,41.16,41.16,41.16,0.0,0.0,40.72,40.72,40.72,0.0,0.0,41.16,41.16,41.16,0.0,0.0
2018-01-28,40.33,40.33,40.33,0.0,0.0,40.39,40.39,40.39,0.0,0.0,39.64,39.64,39.64,0.0,0.0,39.7,39.7,39.7,0.0,0.0
2018-02-04,37.55,37.55,37.55,0.0,0.0,37.8,37.8,37.8,0.0,0.0,36.41,36.41,36.41,0.0,0.0,37.51,37.51,37.51,0.0,0.0
2018-02-11,39.14,39.14,39.14,0.0,0.0,39.63,39.63,39.63,0.0,0.0,39.1,39.1,39.1,0.0,0.0,39.27,39.27,39.27,0.0,0.0
2018-02-18,39.3,39.3,39.3,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.09,39.09,39.09,0.0,0.0,39.33,39.33,39.33,0.0,0.0
2018-02-25,37.81,37.81,37.81,0.0,0.0,38.26,38.26,38.26,0.0,0.0,37.6,37.6,37.6,0.0,0.0,38.15,38.15,38.15,0.0,0.0
2018-03-04,39.24,39.24,39.24,0.0,0.0,39.84,39.84,39.84,0.0,0.0,39.14,39.14,39.14,0.0,0.0,39.84,39.84,39.84,0.0,0.0
2018-03-11,38.77,38.77,38.77,0.0,0.0,39.1,39.1,39.1,0.0,0.0,38.77,38.77,38.77,0.0,0.0,38.93,38.93,38.93,0.0,0.0
2018-03-18,37.75,37.75,37.75,0.0,0.0,37.95,37.95,37.95,0.0,0.0,37.05,37.05,37.05,0.0,0.0,37.1,37.1,37.1,0.0,0.0
2018-03-25,37.43,37.43,37.43,0.0,0.0,38.08,38.08,38.08,0.0,0.0,37.43,37.43,37.43,0.0,0.0,37.83,37.83,37.83,0.0,0.0
2018-04-01,37.75,37.75,37.75,0.0,0.0,37.92,37.92,37.92,0.0,0.0,36.81,36.81,36.81,0.0,0.0,37.12,37.12,37.12,0.0,0.0
2018-04-08,38.15,38.15,38.15,0.0,0.0,38.15,38.15,38.15,0.0,0.0,37.61,37.61,37.61,0.0,0.0,37.75,37.75,37.75,0.0,0.0
2018-04-15,38.88,38.88,38.88,0.0,0.0,38.9,38.9,38.9,0.0,0.0,38.42,38.42,38.42,0.0,0.0,38.52,38.52,38.52,0.0,0.0
2018-04-22,37.33,37.33,37.33,0.0,0.0,37.4,37.4,37.4,0.0,0.0,37.09,37.09,37.09,0.0,0.0,37.34,37.34,37.34,0.0,0.0
2018-04-29,36.34,36.34,36.34,0.0,0.0,37.07,37.07,37.07,0.0,0.0,36.3,36.3,36.3,0.0,0.0,36.95,36.95,36.95,0.0,0.0
2018-05-06,38.19,38.19,38.19,0.0,0.0,38.37,38.37,38.37,0.0,0.0,38.14,38.14,38.14,0.0,0.0,38.23,38.23,38.23,0.0,0.0
2018-05-13,38.39,38.39,38.39,0.0,0.0,38.64,38.64,38.64,0.0,0.0,38.39,38.39,38.39,0.0,0.0,38.6,38.6,38.6,0.0,0.0
2018-05-20,38.76,38.76,38.76,0.0,0.0,38.77,38.77,38.77,0.0,0.0,38.55,38.55,38.55,0.0,0.0,38.67,38.67,38.67,0.0,0.0
2018-05-27,38.34,38.34,38.34,0.0,0.0,38.63,38.63,38.63,0.0,0.0,38.34,38.34,38.34,0.0,0.0,38.53,38.53,38.53,0.0,0.0
2018-06-03,39.08,39.08,39.08,0.0,0.0,39.28,39.28,39.28,0.0,0.0,39.03,39.03,39.03,0.0,0.0,39.28,39.28,39.28,0.0,0.0
2018-06-10,38.53,38.53,38.53,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.25,38.25,38.25,0.0,0.0,38.65,38.65,38.65,0.0,0.0
2018-06-17,37.68,37.68,37.68,0.0,0.0,37.78,37.78,37.78,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.58,37.58,37.58,0.0,0.0
2018-06-24,37.05,37.05,37.05,0.0,0.0,37.41,37.41,37.41,0.0,0.0,37.05,37.05,37.05,0.0,0.0,37.08,37.08,37.08,0.0,0.0
2018-07-01,37.14,37.14,37.14,0.0,0.0,37.47,37.47,37.47,0.0,0.0,37.04,37.04,37.04,0.0,0.0,37.37,37.37,37.37,0.0,0.0
2018-07-08,37.9,37.9,37.9,0.0,0.0,38.2,38.2,38.2,0.0,0.0,37.75,37.75,37.75,0.0,0.0,38.15,38.15,38.15,0.0,0.0
2018-07-15,38.37,38.37,38.37,0.0,0.0,38.58,38.58,38.58,0.0,0.0,38.31,38.31,38.31,0.0,0.0,38.43,38.43,38.43,0.0,0.0
2018-07-22,39.14,39.14,39.14,0.0,0.0,39.2,39.2,39.2,0.0,0.0,38.84,38.84,38.84,0.0,0.0,39.02,39.02,39.02,0.0,0.0
2018-07-29,39.02,39.02,39.02,0.0,0.0,39.1,39.1,39.1,0.0,0.0,38.86,38.86,38.86,0.0,0.0,39.07,39.07,39.07,0.0,0.0
2018-08-05,38.9,38.9,38.9,0.0,0.0,38.98,38.98,38.98,0.0,0.0,38.69,38.69,38.69,0.0,0.0,38.82,38.82,38.82,0.0,0.0
2018-08-12,39.03,39.03,39.03,0.0,0.0,39.37,39.37,39.37,0.0,0.0,39.03,39.03,39.03,0.0,0.0,39.32,39.32,39.32,0.0,0.0
2018-08-19,39.47,39.47,39.47,0.0,0.0,39.59,39.59,39.59,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.55,39.55,39.55,0.0,0.0
2018-08-26,39.65,39.65,39.65,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.57,39.57,39.57,0.0,0.0,39.76,39.76,39.76,0.0,0.0
2018-09-02,40.0,40.0,40.0,0.0,0.0,40.12,40.12,40.12,0.0,0.0,39.76,39.76,39.76,0.0,0.0,39.98,39.98,39.98,0.0,0.0
2018-09-09,40.48,40.48,40.48,0.0,0.0,40.68,40.68,40.68,0.0,0.0,40.41,40.41,40.41,0.0,0.0,40.65,40.65,40.65,0.0,0.0
2018-09-16,40.93,40.93,40.93,0.0,0.0,41.02,41.02,41.02,0.0,0.0,40.85,40.85,40.85,0.0,0.0,40.85,40.85,40.85,0.0,0.0
2018-09-23,40.15,40.15,40.15,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.07,40.07,40.07,0.0,0.0,40.21,40.21,40.21,0.0,0.0
2018-09-30,40.53,40.53,40.53,0.0,0.0,40.65,40.65,40.65,0.0,0.0,40.0,40.0,40.0,0.0,0.0,40.26,40.26,40.26,0.0,0.0
2018-10-07,38.08,38.08,38.08,0.0,0.0,38.1,38.1,38.1,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.62,37.62,37.62,0.0,0.0
2018-10-14,37.47,37.47,37.47,0.0,0.0,37.61,37.61,37.61,0.0,0.0,37.09,37.09,37.09,0.0,0.0,37.22,37.22,37.22,0.0,0.0
2018-10-21,35.12,35.12,35.12,0.0,0.0,35.57,35.57,35.57,0.0,0.0,34.73,34.73,34.73,0.0,0.0,35.21,35.21,35.21,0.0,0.0
2018-10-28,36.65,36.65,36.65,0.0,0.0,36.79,36.79,36.79,0.0,0.0,36.15,36.15,36.15,0.0,0.0,36.33,36.33,36.33,0.0,0.0
2018-11-04,37.13,37.13,37.13,0.0,0.0,37.17,37.17,37.17,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.97,36.97,36.97,0.0,0.0
2018-11-11,36.53,36.53,36.53,0.0,0.0,36.77,36.77,36.77,0.0,0.0,36.38,36.38,36.38,0.0,0.0,36.67,36.67,36.67,0.0,0.0
2018-11-18,35.35,35.35,35.35,0.0,0.0,35.74,35.74,35.74,0.0,0.0,35.35,35.35,35.35,0.0,0.0,35.5,35.5,35.5,0.0,0.0
2018-11-25,36.45,36.45,36.45,0.0,0.0,36.91,36.91,36.91,0.0,0.0,36.4,36.4,36.4,0.0,0.0,36.85,36.85,36.85,0.0,0.0
2018-12-02,35.35,35.35,35.35,0.0,0.0,35.6,35.6,35.6,0.0,0.0,34.42,34.42,34.42,0.0,0.0,34.54,34.54,34.54,0.0,0.0
2018-12-09,34.06,34.06,34.06,0.0,0.0,34.42,34.42,34.42,0.0,0.0,33.86,33.86,33.86,0.0,0.0,33.96,33.96,33.96,0.0,0.0
2018-12-16,32.23,32.23,32.23,0.0,0.0,32.5,32.5,32.5,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.58,31.58,31.58,0.0,0.0
2018-12-23,32.56,32.56,32.56,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.31,32.31,32.31,0.0,0.0,32.41,32.41,32.41,0.0,0.0
2018-12-30,32.46,32.46,32.46,0.0,0.0,33.2,33.2,33.2,0.0,0.0,32.46,32.46,32.46,0.0,0.0,33.18,33.18,33.18,0.0,0.0
2019-01-06,34.48,34.48,34.48,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.32,34.32,34.32,0.0,0.0,34.65,34.65,34.65,0.0,0.0
2019-01-13,35.41,35.41,35.41,0.0,0.0,35.93,35.93,35.93,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.76,35.76,35.76,0.0,0.0
2019-01-20,35.61,35.61,35.61,0.0,0.0,35.83,35.83,35.83,0.0,0.0,35.55,35.55,35.55,0.0,0.0,35.69,35.69,35.69,0.0,0.0
2019-01-27,36.64,36.64,36.64,0.0,0.0,36.77,36.77,36.77,0.0,0.0,36.42,36.42,36.42,0.0,0.0,36.56,36.56,36.56,0.0,0.0
2019-02-03,36.82,36.82,36.82,0.0,0.0,37.04,37.04,37.04,0.0,0.0,36.68,36.68,36.68,0.0,0.0,37.04,37.04,37.04,0.0,0.0
2019-02-10,38.19,38.19,38.19,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.06,38.06,38.06,0.0,0.0,38.52,38.52,38.52,0.0,0.0
2019-02-17,38.78,38.78,38.78,0.0,0.0,38.89,38.89,38.89,0.0,0.0,38.62,38.62,38.62,0.0,0.0,38.88,38.88,38.88,0.0,0.0
2019-02-24,39.16,39.16,39.16,0.0,0.0,39.2,39.2,39.2,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.99,38.99,38.99,0.0,0.0
2019-03-03,37.53,37.53,37.53,0.0,0.0,37.79,37.79,37.79,0.0,0.0,37.39,37.39,37.39,0.0,0.0,37.77,37.77,37.77,0.0,0.0
2019-03-10,37.97,37.97,37.97,0.0,0.0,38.02,38.02,38.02,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.8,37.8,37.8,0.0,0.0
2019-03-17,37.89,37.89,37.89,0.0,0.0,37.89,37.89,37.89,0.0,0.0,37.13,37.13,37.13,0.0,0.0,37.16,37.16,37.16,0.0,0.0
2019-03-24,38.1,38.1,38.1,0.0,0.0,38.23,38.23,38.23,0.0,0.0,38.04,38.04,38.04,0.0,0.0,38.2,38.2,38.2,0.0,0.0
2019-03-31,39.12,39.12,39.12,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.12,39.12,39.12,0.0,0.0,39.24,39.24,39.24,0.0,0.0
2019-04-07,39.23,39.23,39.23,0.0,0.0,39.45,39.45,39.45,0.0,0.0,39.18,39.18,39.18,0.0,0.0,39.44,39.44,39.44,0.0,0.0
2019-04-14,39.74,39.74,39.74,0.0,0.0,39.99,39.99,39.99,0.0,0.0,39.72,39.72,39.72,0.0,0.0,39.97,39.97,39.97,0.0,0.0
