Date,FISVStock_Open_average,FISVStock_Open_max,FISVStock_Open_min,FISVStock_Open_volatility,FISVStock_Open_change,FISVStock_High_average,FISVStock_High_max,FISVStock_High_min,FISVStock_High_volatility,FISVStock_High_change,FISVStock_Low_average,FISVStock_Low_max,FISVStock_Low_min,FISVStock_Low_volatility,FISVStock_Low_change,FISVStock_Close_average,FISVStock_Close_max,FISVStock_Close_min,FISVStock_Close_volatility,FISVStock_Close_change,FISVStock_Volume_average,FISVStock_Volume_max,FISVStock_Volume_min,FISVStock_Volume_volatility,FISVStock_Volume_change
2018-01-14,69.045,69.36,68.8,0.5600000000000023,-0.060000000000002274,69.38,69.62,69.28,0.3400000000000034,0.060000000000002274,68.75999999999999,69.05,68.55,0.5,-0.12000000000000455,68.975,69.12,68.75,0.37000000000000455,0.3100000000000023,2015937,3045718,1528756,1516962,-210276
2018-01-21,70.05,70.77,69.11,1.6599999999999966,1.6599999999999966,70.654,71.41,70.1,1.3100000000000023,1.3100000000000023,69.704,70.24,69.05,1.1899999999999977,1.1899999999999977,70.408,71.29,70.07,1.220000000000013,1.2000000000000028,1528793,1750120,1330962,419158,-17430
2018-01-28,70.8,71.58,69.71,1.8700000000000045,-1.440000000000012,71.25,72.1,69.99,2.1099999999999994,-2.010000000000005,70.148,71.25,68.71,2.5400000000000063,-2.2900000000000063,70.408,71.52,68.78,2.739999999999995,-2.739999999999995,2561516,2970438,2108376,862062,-117530
2018-02-04,67.272,71.08,64.14,6.939999999999998,-1.4499999999999886,68.134,71.08,65.49,5.590000000000003,-0.07000000000000739,65.062,66.89,62.76,4.130000000000003,1.8900000000000006,66.056,68.73,64.58,4.150000000000006,3.6700000000000017,5495407,7270544,4263152,3007392,1049506
2018-02-11,69.404,70.25,68.91,1.3400000000000034,1.1899999999999977,70.32,71.71,69.56,2.1499999999999915,1.3999999999999915,68.978,70.23,68.24,1.990000000000009,1.3299999999999983,69.92399999999999,71.36,69.2,2.1599999999999966,2.0400000000000063,2483918,3665578,1628814,2036764,-1198268
2018-02-18,70.945,71.5,70.08,1.4200000000000017,0.5799999999999983,71.9325,73.13,71.4,1.7299999999999898,1.4200000000000017,70.4725,71.31,69.86,1.4500000000000028,0.6700000000000017,71.225,73.09,69.89,3.200000000000003,2.230000000000004,2296203,2910734,1809304,1101430,562330
2018-02-25,72.288,73.44,70.66,2.780000000000001,-2.780000000000001,72.974,73.72,72.17,1.5499999999999972,-1.5100000000000051,71.41,72.49,70.33,2.1599999999999966,-2.1599999999999966,71.882,72.68,70.94,1.740000000000009,-0.6900000000000119,2866874,3182880,2279640,903240,413644
2018-03-04,72.38,73.43,71.41,2.0200000000000102,2.0200000000000102,73.098,74.21,72.56,1.6499999999999915,1.5799999999999983,72.154,73.22,71.19,2.030000000000001,2.030000000000001,72.854,74.11,72.11,2.0,1.6400000000000006,1755270,2003230,1276950,726280,67926
2018-03-11,73.98,74.27,73.73,0.539999999999992,-0.2599999999999909,74.312,74.45,74.17,0.28000000000000114,0.12000000000000455,73.514,73.67,73.29,0.37999999999999545,-0.030000000000001137,73.884,74.22,73.75,0.46999999999999886,0.4000000000000057,2772624,3951286,1693258,2258028,909254
2018-03-18,73.078,73.9,71.29,2.6099999999999994,-2.6099999999999994,73.472,74.3,71.89,2.4099999999999966,-2.299999999999997,71.998,73.02,70.0,3.019999999999996,-2.8599999999999994,72.32000000000001,73.62,70.01,3.6099999999999994,-3.6099999999999994,1781724,2060809,1481906,578903,547783
