Date,CSGPStock_Open_average,CSGPStock_Open_max,CSGPStock_Open_min,CSGPStock_Open_volatility,CSGPStock_Open_change,CSGPStock_High_average,CSGPStock_High_max,CSGPStock_High_min,CSGPStock_High_volatility,CSGPStock_High_change,CSGPStock_Low_average,CSGPStock_Low_max,CSGPStock_Low_min,CSGPStock_Low_volatility,CSGPStock_Low_change,CSGPStock_Close_average,CSGPStock_Close_max,CSGPStock_Close_min,CSGPStock_Close_volatility,CSGPStock_Close_change,CSGPStock_Volume_average,CSGPStock_Volume_max,CSGPStock_Volume_min,CSGPStock_Volume_volatility,CSGPStock_Volume_change
2018-01-14,326.375,336.4,319.84,16.560000000000002,11.399999999999977,333.10249999999996,344.66,322.78,21.880000000000052,19.58000000000004,324.0625,334.68,318.52,16.160000000000025,16.160000000000025,329.655,341.2,319.06,22.139999999999986,22.139999999999986,344184,621256,202099,419157,5918
2018-01-21,348.096,354.17,341.11,13.060000000000002,9.800000000000011,351.72,355.8,343.76,12.04000000000002,9.120000000000005,344.904,350.3,338.95,11.350000000000023,6.930000000000007,349.254,352.8,341.95,10.850000000000023,9.810000000000002,253031,333270,151774,181496,130802
2018-01-28,348.264,351.41,344.85,6.560000000000002,-3.4700000000000273,352.55199999999996,355.24,350.95,4.2900000000000205,-4.2900000000000205,345.164,350.57,342.69,7.8799999999999955,-7.509999999999991,347.486,350.71,343.4,7.310000000000002,-7.310000000000002,236265,317354,184443,132911,-132911
2018-02-04,335.564,340.0,331.18,8.819999999999993,-8.819999999999993,340.602,345.4,333.24,12.159999999999968,-12.159999999999968,329.12,335.03,318.36,16.66999999999996,-16.66999999999996,333.608,338.33,327.99,10.339999999999975,-10.339999999999975,214398,326518,115848,210670,-92633
2018-02-11,340.172,347.8,330.25,17.55000000000001,17.55000000000001,346.276,352.63,338.27,14.360000000000014,14.360000000000014,337.67,347.5,326.1,21.399999999999977,21.399999999999977,344.166,350.14,334.06,16.079999999999984,16.079999999999984,188474,245565,152703,92862,1434
2018-02-18,351.83,353.01,349.53,3.480000000000018,3.400000000000034,355.475,356.77,353.01,3.759999999999991,0.7099999999999795,343.63,349.77,332.17,17.599999999999966,4.0400000000000205,352.61,354.91,351.58,3.330000000000041,3.07000000000005,216214,355536,146736,208800,18290
2018-02-25,348.284,358.53,342.07,16.45999999999998,-16.45999999999998,352.696,358.84,350.04,8.799999999999955,-8.799999999999955,343.456,352.38,337.83,14.550000000000011,-14.550000000000011,346.462,353.4,342.13,11.269999999999982,-5.1200000000000045,271783,502025,198968,303057,2961
2018-03-04,355.582,359.39,346.83,12.560000000000002,12.560000000000002,359.442,361.67,357.98,3.6899999999999977,3.590000000000032,352.484,357.22,340.11,17.110000000000014,17.110000000000014,357.6,361.22,356.06,5.160000000000025,4.140000000000043,171940,209812,116242,93570,-17562
2018-03-11,363.242,365.28,358.95,6.329999999999984,2.829999999999984,367.13,369.91,364.01,5.900000000000034,2.230000000000018,360.884,363.98,356.62,7.360000000000014,4.900000000000034,363.66,367.8,359.39,8.410000000000025,8.410000000000025,312747,748934,183691,565243,526408
2018-03-18,366.998,374.9,358.43,16.46999999999997,-7.110000000000014,372.63,378.57,362.56,16.00999999999999,-9.660000000000025,361.942,370.8,355.05,15.75,-6.680000000000007,366.97,375.8,357.88,17.920000000000016,-4.599999999999966,263481,335037,181523,153514,-36205
2018-03-25,362.9875,368.45,358.14,10.310000000000002,-7.240000000000009,367.185,370.26,361.44,8.819999999999993,-2.4599999999999795,355.3075,357.03,352.11,4.919999999999959,-1.0499999999999545,361.3825,366.83,356.03,10.800000000000011,-4.149999999999977,207952,220309,186745,33564,-26371
2018-04-01,355.392,362.52,348.54,13.979999999999961,-8.740000000000009,360.634,363.32,358.71,4.610000000000014,-4.610000000000014,348.736,354.55,342.16,12.389999999999986,0.36000000000001364,354.01,359.05,351.13,7.920000000000016,0.14999999999997726,184195,272795,108931,163864,-16510
2018-04-08,360.332,367.92,354.53,13.390000000000043,13.390000000000043,364.82,369.87,359.97,9.899999999999977,7.949999999999989,356.59000000000003,360.67,348.43,12.240000000000009,12.240000000000009,361.636,367.73,356.86,10.870000000000005,7.199999999999989,123436,148196,108637,39559,1762
2018-04-15,374.17199999999997,380.06,365.95,14.110000000000014,14.110000000000014,377.526,381.21,368.86,12.349999999999966,11.319999999999993,371.592,375.55,363.27,12.28000000000003,12.28000000000003,375.288,377.73,367.47,10.259999999999991,9.45999999999998,222117,287462,157806,129656,-20556
2018-04-22,376.784,381.67,371.98,9.689999999999998,-5.3700000000000045,380.236,392.07,372.93,19.139999999999986,-4.420000000000016,368.118,372.35,365.78,6.57000000000005,0.37000000000000455,372.754,385.01,368.86,16.149999999999977,0.2599999999999909,299646,456377,128889,327488,-182821
2018-04-29,369.082,372.53,366.44,6.089999999999975,2.859999999999957,373.316,378.29,370.65,7.640000000000043,7.640000000000043,365.142,368.65,363.26,5.389999999999986,3.9399999999999977,371.016,377.87,366.66,11.20999999999998,11.20999999999998,198333,258947,145145,113802,-83334
2018-05-06,386.836,394.44,377.5,16.939999999999998,16.939999999999998,390.948,395.04,386.56,8.480000000000018,8.089999999999975,384.644,390.65,375.07,15.579999999999984,15.350000000000023,389.68,393.45,386.01,7.439999999999998,6.1200000000000045,143584,188076,110779,77297,-69096
2018-05-13,385.132,393.0,376.5,16.5,-16.5,388.13,396.59,382.58,14.009999999999991,-14.009999999999991,380.898,389.48,375.1,14.379999999999995,-13.520000000000039,383.526,391.23,375.87,15.360000000000014,-9.78000000000003,183735,219217,105708,113509,97865
2018-05-20,381.61,385.0,376.59,8.410000000000025,-0.13999999999998636,384.814,386.62,381.3,5.319999999999993,0.7300000000000182,378.236,382.12,375.5,6.6200000000000045,-3.6899999999999977,381.224,384.71,377.5,7.2099999999999795,-3.8700000000000045,138021,180573,88494,92079,-49919
2018-05-27,380.1275,383.2,378.17,5.029999999999973,5.029999999999973,385.3975,387.76,383.92,3.839999999999975,2.8100000000000023,377.9,383.07,374.69,8.379999999999995,8.379999999999995,381.365,385.44,377.94,7.5,7.5,200230,283615,136867,146748,79014
