Date,Vanguard MaterialsEtf_Open_average,Vanguard MaterialsEtf_Open_max,Vanguard MaterialsEtf_Open_min,Vanguard MaterialsEtf_Open_volatility,Vanguard MaterialsEtf_Open_change,Vanguard MaterialsEtf_High_average,Vanguard MaterialsEtf_High_max,Vanguard MaterialsEtf_High_min,Vanguard MaterialsEtf_High_volatility,Vanguard MaterialsEtf_High_change,Vanguard MaterialsEtf_Low_average,Vanguard MaterialsEtf_Low_max,Vanguard MaterialsEtf_Low_min,Vanguard MaterialsEtf_Low_volatility,Vanguard MaterialsEtf_Low_change,Vanguard MaterialsEtf_Close_average,Vanguard MaterialsEtf_Close_max,Vanguard MaterialsEtf_Close_min,Vanguard MaterialsEtf_Close_volatility,Vanguard MaterialsEtf_Close_change
2018-05-13,135.64,135.64,135.64,0.0,0.0,136.31,136.31,136.31,0.0,0.0,135.59,135.59,135.59,0.0,0.0,136.0,136.0,136.0,0.0,0.0
2018-05-20,134.29,134.29,134.29,0.0,0.0,134.47,134.47,134.47,0.0,0.0,133.7,133.7,133.7,0.0,0.0,134.13,134.13,134.13,0.0,0.0
2018-05-27,133.41,133.41,133.41,0.0,0.0,134.74,134.74,134.74,0.0,0.0,133.41,133.41,133.41,0.0,0.0,134.3,134.3,134.3,0.0,0.0
2018-06-03,137.43,137.43,137.43,0.0,0.0,138.03,138.03,138.03,0.0,0.0,136.72,136.72,136.72,0.0,0.0,137.83,137.83,137.83,0.0,0.0
2018-06-10,136.66,136.66,136.66,0.0,0.0,136.66,136.66,136.66,0.0,0.0,134.92,134.92,134.92,0.0,0.0,135.94,135.94,135.94,0.0,0.0
2018-06-17,132.52,132.52,132.52,0.0,0.0,133.76,133.76,133.76,0.0,0.0,132.52,132.52,132.52,0.0,0.0,133.36,133.36,133.36,0.0,0.0
2018-06-24,131.53,131.53,131.53,0.0,0.0,133.0,133.0,133.0,0.0,0.0,131.53,131.53,131.53,0.0,0.0,131.56,131.56,131.56,0.0,0.0
2018-07-01,131.87,131.87,131.87,0.0,0.0,133.06,133.06,133.06,0.0,0.0,131.36,131.36,131.36,0.0,0.0,132.69,132.69,132.69,0.0,0.0
2018-07-08,132.91,132.91,132.91,0.0,0.0,133.61,133.61,133.61,0.0,0.0,132.91,132.91,132.91,0.0,0.0,133.03,133.03,133.03,0.0,0.0
2018-07-15,132.79,132.79,132.79,0.0,0.0,133.16,133.16,133.16,0.0,0.0,132.3,132.3,132.3,0.0,0.0,132.66,132.66,132.66,0.0,0.0
2018-07-22,135.6,135.6,135.6,0.0,0.0,135.62,135.62,135.62,0.0,0.0,134.43,134.43,134.43,0.0,0.0,134.73,134.73,134.73,0.0,0.0
2018-07-29,133.48,133.48,133.48,0.0,0.0,134.34,134.34,134.34,0.0,0.0,133.48,133.48,133.48,0.0,0.0,134.27,134.27,134.27,0.0,0.0
2018-08-05,134.06,134.06,134.06,0.0,0.0,134.06,134.06,134.06,0.0,0.0,132.71,132.71,132.71,0.0,0.0,132.9,132.9,132.9,0.0,0.0
2018-08-12,131.07,131.07,131.07,0.0,0.0,132.35,132.35,132.35,0.0,0.0,130.83,130.83,130.83,0.0,0.0,132.13,132.13,132.13,0.0,0.0
2018-08-19,132.94,132.94,132.94,0.0,0.0,133.96,133.96,133.96,0.0,0.0,132.82,132.82,132.82,0.0,0.0,133.83,133.83,133.83,0.0,0.0
2018-08-26,134.39,134.39,134.39,0.0,0.0,135.14,135.14,135.14,0.0,0.0,133.91,133.91,133.91,0.0,0.0,134.24,134.24,134.24,0.0,0.0
2018-09-02,133.61,133.61,133.61,0.0,0.0,133.9,133.9,133.9,0.0,0.0,132.58,132.58,132.58,0.0,0.0,133.37,133.37,133.37,0.0,0.0
2018-09-09,134.52,134.52,134.52,0.0,0.0,134.79,134.79,134.79,0.0,0.0,133.91,133.91,133.91,0.0,0.0,134.26,134.26,134.26,0.0,0.0
2018-09-16,137.92,137.92,137.92,0.0,0.0,138.09,138.09,138.09,0.0,0.0,136.85,136.85,136.85,0.0,0.0,136.91,136.91,136.91,0.0,0.0
2018-09-23,131.51,131.51,131.51,0.0,0.0,131.74,131.74,131.74,0.0,0.0,131.0,131.0,131.0,0.0,0.0,131.11,131.11,131.11,0.0,0.0
2018-09-30,130.57,130.57,130.57,0.0,0.0,131.05,131.05,131.05,0.0,0.0,129.31,129.31,129.31,0.0,0.0,129.81,129.81,129.81,0.0,0.0
2018-10-07,122.54,122.54,122.54,0.0,0.0,122.75,122.75,122.75,0.0,0.0,120.15,120.15,120.15,0.0,0.0,121.04,121.04,121.04,0.0,0.0
2018-10-14,120.37,120.37,120.37,0.0,0.0,121.11,121.11,121.11,0.0,0.0,119.25,119.25,119.25,0.0,0.0,119.53,119.53,119.53,0.0,0.0
2018-10-21,113.28,113.28,113.28,0.0,0.0,115.13,115.13,115.13,0.0,0.0,112.15,112.15,112.15,0.0,0.0,113.81,113.81,113.81,0.0,0.0
2018-10-28,121.23,121.23,121.23,0.0,0.0,121.88,121.88,121.88,0.0,0.0,119.34,119.34,119.34,0.0,0.0,120.72,120.72,120.72,0.0,0.0
2018-11-04,123.27,123.27,123.27,0.0,0.0,123.27,123.27,123.27,0.0,0.0,121.17,121.17,121.17,0.0,0.0,122.06,122.06,122.06,0.0,0.0
2018-11-11,121.38,121.38,121.38,0.0,0.0,123.02,123.02,123.02,0.0,0.0,121.04,121.04,121.04,0.0,0.0,122.58,122.58,122.58,0.0,0.0
2018-11-18,118.59,118.59,118.59,0.0,0.0,119.28,119.28,119.28,0.0,0.0,117.97,117.97,117.97,0.0,0.0,118.42,118.42,118.42,0.0,0.0
2018-11-25,120.08,120.08,120.08,0.0,0.0,121.22,121.22,121.22,0.0,0.0,120.08,120.08,120.08,0.0,0.0,121.05,121.05,121.05,0.0,0.0
2018-12-02,117.39,117.39,117.39,0.0,0.0,118.96,118.96,118.96,0.0,0.0,114.08,114.08,114.08,0.0,0.0,114.35,114.35,114.35,0.0,0.0
2018-12-09,111.91,111.91,111.91,0.0,0.0,113.25,113.25,113.25,0.0,0.0,111.61,111.61,111.61,0.0,0.0,112.04,112.04,112.04,0.0,0.0
2018-12-16,108.2,108.2,108.2,0.0,0.0,109.93,109.93,109.93,0.0,0.0,106.65,106.65,106.65,0.0,0.0,106.73,106.73,106.73,0.0,0.0
2018-12-23,111.11,111.11,111.11,0.0,0.0,111.52,111.52,111.52,0.0,0.0,109.54,109.54,109.54,0.0,0.0,109.84,109.84,109.84,0.0,0.0
2018-12-30,109.94,109.94,109.94,0.0,0.0,113.25,113.25,113.25,0.0,0.0,109.94,109.94,109.94,0.0,0.0,112.82,112.82,112.82,0.0,0.0
2019-01-06,115.43,115.43,115.43,0.0,0.0,115.95,115.95,115.95,0.0,0.0,114.9,114.9,114.9,0.0,0.0,115.64,115.64,115.64,0.0,0.0
2019-01-13,117.46,117.46,117.46,0.0,0.0,119.03,119.03,119.03,0.0,0.0,117.23,117.23,117.23,0.0,0.0,118.42,118.42,118.42,0.0,0.0
2019-01-20,116.79,116.79,116.79,0.0,0.0,118.53,118.53,118.53,0.0,0.0,116.79,116.79,116.79,0.0,0.0,117.96,117.96,117.96,0.0,0.0
2019-01-27,119.06,119.06,119.06,0.0,0.0,119.77,119.77,119.77,0.0,0.0,118.76,118.76,118.76,0.0,0.0,119.57,119.57,119.57,0.0,0.0
2019-02-03,117.33,117.33,117.33,0.0,0.0,117.97,117.97,117.97,0.0,0.0,116.48,116.48,116.48,0.0,0.0,117.85,117.85,117.85,0.0,0.0
2019-02-10,121.58,121.58,121.58,0.0,0.0,122.25,122.25,122.25,0.0,0.0,121.3,121.3,121.3,0.0,0.0,122.03,122.03,122.03,0.0,0.0
2019-02-17,125.1,125.1,125.1,0.0,0.0,125.36,125.36,125.36,0.0,0.0,124.63,124.63,124.63,0.0,0.0,125.02,125.02,125.02,0.0,0.0
2019-02-24,124.09,124.09,124.09,0.0,0.0,124.72,124.72,124.72,0.0,0.0,122.99,122.99,122.99,0.0,0.0,123.35,123.35,123.35,0.0,0.0
2019-03-03,121.16,121.16,121.16,0.0,0.0,121.9,121.9,121.9,0.0,0.0,120.65,120.65,120.65,0.0,0.0,121.81,121.81,121.81,0.0,0.0
2019-03-10,123.51,123.51,123.51,0.0,0.0,123.92,123.92,123.92,0.0,0.0,123.07,123.07,123.07,0.0,0.0,123.54,123.54,123.54,0.0,0.0
2019-03-17,123.34,123.34,123.34,0.0,0.0,123.34,123.34,123.34,0.0,0.0,120.42,120.42,120.42,0.0,0.0,120.46,120.46,120.46,0.0,0.0
2019-03-24,122.48,122.48,122.48,0.0,0.0,123.15,123.15,123.15,0.0,0.0,121.9,121.9,121.9,0.0,0.0,123.09,123.09,123.09,0.0,0.0
2019-03-31,128.02,128.02,128.02,0.0,0.0,128.46,128.46,128.46,0.0,0.0,127.69,127.69,127.69,0.0,0.0,128.08,128.08,128.08,0.0,0.0
2019-04-07,127.84,127.84,127.84,0.0,0.0,128.45,128.45,128.45,0.0,0.0,127.47,127.47,127.47,0.0,0.0,128.41,128.41,128.41,0.0,0.0
2019-04-14,127.97,127.97,127.97,0.0,0.0,128.18,128.18,128.18,0.0,0.0,127.27,127.27,127.27,0.0,0.0,127.87,127.87,127.87,0.0,0.0
2019-04-21,125.34,125.34,125.34,0.0,0.0,126.78,126.78,126.78,0.0,0.0,125.14,125.14,125.14,0.0,0.0,126.5,126.5,126.5,0.0,0.0
2019-04-28,124.37,124.37,124.37,0.0,0.0,125.68,125.68,125.68,0.0,0.0,124.37,124.37,124.37,0.0,0.0,125.65,125.65,125.65,0.0,0.0
2019-05-05,120.29,120.29,120.29,0.0,0.0,122.32,122.32,122.32,0.0,0.0,119.69,119.69,119.69,0.0,0.0,121.86,121.86,121.86,0.0,0.0
2019-05-12,120.4,120.4,120.4,0.0,0.0,121.1,121.1,121.1,0.0,0.0,119.89,119.89,119.89,0.0,0.0,120.27,120.27,120.27,0.0,0.0
2019-05-19,118.15,118.15,118.15,0.0,0.0,118.3,118.3,118.3,0.0,0.0,117.29,117.29,117.29,0.0,0.0,117.8,117.8,117.8,0.0,0.0
2019-05-26,115.3,115.3,115.3,0.0,0.0,115.73,115.73,115.73,0.0,0.0,114.84,114.84,114.84,0.0,0.0,115.16,115.16,115.16,0.0,0.0
2019-06-02,124.87,124.87,124.87,0.0,0.0,125.41,125.41,125.41,0.0,0.0,124.4,124.4,124.4,0.0,0.0,125.0,125.0,125.0,0.0,0.0
2019-06-09,126.36,126.36,126.36,0.0,0.0,126.36,126.36,126.36,0.0,0.0,125.5,125.5,125.5,0.0,0.0,125.8,125.8,125.8,0.0,0.0
2019-06-16,126.05,126.05,126.05,0.0,0.0,126.31,126.31,126.31,0.0,0.0,125.74,125.74,125.74,0.0,0.0,125.85,125.85,125.85,0.0,0.0
2019-06-23,127.2,127.2,127.2,0.0,0.0,128.28,128.28,128.28,0.0,0.0,127.04,127.04,127.04,0.0,0.0,128.2,128.2,128.2,0.0,0.0
2019-06-30,128.2,128.2,128.2,0.0,0.0,129.0,129.0,129.0,0.0,0.0,127.62,127.62,127.62,0.0,0.0,128.86,128.86,128.86,0.0,0.0
2019-07-07,126.36,126.36,126.36,0.0,0.0,127.51,127.51,127.51,0.0,0.0,126.36,126.36,126.36,0.0,0.0,127.45,127.45,127.45,0.0,0.0
2019-07-14,127.64,127.64,127.64,0.0,0.0,128.39,128.39,128.39,0.0,0.0,127.64,127.64,127.64,0.0,0.0,127.73,127.73,127.73,0.0,0.0
2019-07-21,129.02,129.02,129.02,0.0,0.0,129.44,129.44,129.44,0.0,0.0,128.11,128.11,128.11,0.0,0.0,129.44,129.44,129.44,0.0,0.0
2019-07-28,125.65,125.65,125.65,0.0,0.0,125.65,125.65,125.65,0.0,0.0,123.75,123.75,123.75,0.0,0.0,124.6,124.6,124.6,0.0,0.0
2019-08-04,125.64,125.64,125.64,0.0,0.0,125.72,125.72,125.72,0.0,0.0,124.39,124.39,124.39,0.0,0.0,124.85,124.85,124.85,0.0,0.0
2019-08-11,120.55,120.55,120.55,0.0,0.0,122.49,122.49,122.49,0.0,0.0,120.55,120.55,120.55,0.0,0.0,122.29,122.29,122.29,0.0,0.0
2019-08-18,121.25,121.25,121.25,0.0,0.0,121.64,121.64,121.64,0.0,0.0,118.38,118.38,118.38,0.0,0.0,118.82,118.82,118.82,0.0,0.0
2019-08-25,122.85,122.85,122.85,0.0,0.0,123.3,123.3,123.3,0.0,0.0,122.4,122.4,122.4,0.0,0.0,122.68,122.68,122.68,0.0,0.0
2019-09-01,123.89,123.89,123.89,0.0,0.0,124.47,124.47,124.47,0.0,0.0,123.46,123.46,123.46,0.0,0.0,124.14,124.14,124.14,0.0,0.0
2019-09-08,128.36,128.36,128.36,0.0,0.0,129.41,129.41,129.41,0.0,0.0,128.36,128.36,128.36,0.0,0.0,128.91,128.91,128.91,0.0,0.0
2019-09-15,127.94,127.94,127.94,0.0,0.0,128.26,128.26,128.26,0.0,0.0,126.93,126.93,126.93,0.0,0.0,127.51,127.51,127.51,0.0,0.0
2019-09-22,125.94,125.94,125.94,0.0,0.0,126.48,126.48,126.48,0.0,0.0,125.09,125.09,125.09,0.0,0.0,125.48,125.48,125.48,0.0,0.0
2019-09-29,122.11,122.11,122.11,0.0,0.0,122.78,122.78,122.78,0.0,0.0,121.81,121.81,121.81,0.0,0.0,122.65,122.65,122.65,0.0,0.0
2019-10-06,123.62,123.62,123.62,0.0,0.0,125.87,125.87,125.87,0.0,0.0,123.62,123.62,123.62,0.0,0.0,124.62,124.62,124.62,0.0,0.0
2019-10-13,124.89,124.89,124.89,0.0,0.0,125.56,125.56,125.56,0.0,0.0,124.53,124.53,124.53,0.0,0.0,125.12,125.12,125.12,0.0,0.0
2019-10-20,125.75,125.75,125.75,0.0,0.0,127.46,127.46,127.46,0.0,0.0,125.75,125.75,125.75,0.0,0.0,127.1,127.1,127.1,0.0,0.0
2019-10-27,127.51,127.51,127.51,0.0,0.0,128.93,128.93,128.93,0.0,0.0,127.51,127.51,127.51,0.0,0.0,128.77,128.77,128.77,0.0,0.0
2019-11-03,130.95,130.95,130.95,0.0,0.0,131.74,131.74,131.74,0.0,0.0,130.85,130.85,130.85,0.0,0.0,131.68,131.68,131.68,0.0,0.0
2019-11-10,132.18,132.18,132.18,0.0,0.0,132.46,132.46,132.46,0.0,0.0,131.3,131.3,131.3,0.0,0.0,131.59,131.59,131.59,0.0,0.0
2019-11-17,129.49,129.49,129.49,0.0,0.0,129.97,129.97,129.97,0.0,0.0,129.0,129.0,129.0,0.0,0.0,129.51,129.51,129.51,0.0,0.0
2019-11-24,131.4,131.4,131.4,0.0,0.0,131.45,131.45,131.45,0.0,0.0,130.83,130.83,130.83,0.0,0.0,130.96,130.96,130.96,0.0,0.0
2019-12-01,131.07,131.07,131.07,0.0,0.0,131.82,131.82,131.82,0.0,0.0,131.07,131.07,131.07,0.0,0.0,131.38,131.38,131.38,0.0,0.0
2019-12-08,133.37,133.37,133.37,0.0,0.0,134.0,134.0,134.0,0.0,0.0,132.11,132.11,132.11,0.0,0.0,132.21,132.21,132.21,0.0,0.0
2019-12-15,132.88,132.88,132.88,0.0,0.0,133.34,133.34,133.34,0.0,0.0,132.7,132.7,132.7,0.0,0.0,132.87,132.87,132.87,0.0,0.0
2019-12-22,134.43,134.43,134.43,0.0,0.0,134.53,134.53,134.53,0.0,0.0,133.59,133.59,133.59,0.0,0.0,133.59,133.59,133.59,0.0,0.0
2019-12-29,131.44,131.44,131.44,0.0,0.0,132.06,132.06,132.06,0.0,0.0,130.69,130.69,130.69,0.0,0.0,130.69,130.69,130.69,0.0,0.0
2020-01-05,130.67,130.67,130.67,0.0,0.0,131.03,131.03,131.03,0.0,0.0,129.76,129.76,129.76,0.0,0.0,129.89,129.89,129.89,0.0,0.0
2020-01-12,133.0,133.0,133.0,0.0,0.0,133.44,133.44,133.44,0.0,0.0,132.73,132.73,132.73,0.0,0.0,133.25,133.25,133.25,0.0,0.0
2020-01-19,131.31,131.31,131.31,0.0,0.0,131.31,131.31,131.31,0.0,0.0,129.34,129.34,129.34,0.0,0.0,129.89,129.89,129.89,0.0,0.0
2020-01-26,127.18,127.18,127.18,0.0,0.0,127.18,127.18,127.18,0.0,0.0,125.11,125.11,125.11,0.0,0.0,125.4,125.4,125.4,0.0,0.0
2020-02-02,131.36,131.36,131.36,0.0,0.0,131.36,131.36,131.36,0.0,0.0,129.82,129.82,129.82,0.0,0.0,130.21,130.21,130.21,0.0,0.0
2020-02-09,131.38,131.38,131.38,0.0,0.0,131.67,131.67,131.67,0.0,0.0,130.9,130.9,130.9,0.0,0.0,131.18,131.18,131.18,0.0,0.0
2020-02-16,130.7,130.7,130.7,0.0,0.0,131.05,131.05,131.05,0.0,0.0,130.44,130.44,130.44,0.0,0.0,130.7,130.7,130.7,0.0,0.0
2020-02-23,111.27,111.27,111.27,0.0,0.0,114.24,114.24,114.24,0.0,0.0,110.58,110.58,110.58,0.0,0.0,114.09,114.09,114.09,0.0,0.0
2020-03-01,114.93,114.93,114.93,0.0,0.0,116.01,116.01,116.01,0.0,0.0,112.82,112.82,112.82,0.0,0.0,115.15,115.15,115.15,0.0,0.0
2020-03-08,98.46,98.46,98.46,0.0,0.0,98.46,98.46,98.46,0.0,0.0,98.46,98.46,98.46,0.0,0.0,98.46,98.46,98.46,0.0,0.0
2020-03-15,85.68,85.68,85.68,0.0,0.0,85.68,85.68,85.68,0.0,0.0,85.68,85.68,85.68,0.0,0.0,85.68,85.68,85.68,0.0,0.0
2020-03-22,94.28,94.28,94.28,0.0,0.0,94.28,94.28,94.28,0.0,0.0,94.28,94.28,94.28,0.0,0.0,94.28,94.28,94.28,0.0,0.0
2020-03-29,92.59,92.59,92.59,0.0,0.0,93.94,93.94,93.94,0.0,0.0,90.36,90.36,90.36,0.0,0.0,90.68,90.68,90.68,0.0,0.0
2020-04-05,106.0,106.0,106.0,0.0,0.0,109.7,109.7,109.7,0.0,0.0,106.0,106.0,106.0,0.0,0.0,109.15,109.15,109.15,0.0,0.0
2020-04-12,105.1,105.1,105.1,0.0,0.0,106.74,106.74,106.74,0.0,0.0,104.94,104.94,104.94,0.0,0.0,106.5,106.5,106.5,0.0,0.0
2020-04-19,105.47,105.47,105.47,0.0,0.0,106.2,106.2,106.2,0.0,0.0,104.18,104.18,104.18,0.0,0.0,105.96,105.96,105.96,0.0,0.0
2020-04-26,108.4,108.4,108.4,0.0,0.0,108.4,108.4,108.4,0.0,0.0,108.4,108.4,108.4,0.0,0.0,108.4,108.4,108.4,0.0,0.0
2020-05-03,110.55,110.55,110.55,0.0,0.0,112.48,112.48,112.48,0.0,0.0,110.55,110.55,110.55,0.0,0.0,112.41,112.41,112.41,0.0,0.0
2020-05-10,106.86,106.86,106.86,0.0,0.0,108.19,108.19,108.19,0.0,0.0,106.86,106.86,106.86,0.0,0.0,108.17,108.17,108.17,0.0,0.0
2020-05-17,113.52,113.52,113.52,0.0,0.0,113.57,113.57,113.57,0.0,0.0,112.68,112.68,112.68,0.0,0.0,113.43,113.43,113.43,0.0,0.0
2020-05-24,119.02,119.02,119.02,0.0,0.0,119.24,119.24,119.24,0.0,0.0,117.84,117.84,117.84,0.0,0.0,119.0,119.0,119.0,0.0,0.0
2020-05-31,128.54,128.54,128.54,0.0,0.0,128.54,128.54,128.54,0.0,0.0,128.54,128.54,128.54,0.0,0.0,128.54,128.54,128.54,0.0,0.0
2020-06-07,119.61,119.61,119.61,0.0,0.0,120.22,120.22,120.22,0.0,0.0,116.09,116.09,116.09,0.0,0.0,118.0,118.0,118.0,0.0,0.0
2020-06-14,122.51,122.51,122.51,0.0,0.0,122.63,122.63,122.63,0.0,0.0,119.45,119.45,119.45,0.0,0.0,120.19,120.19,120.19,0.0,0.0
2020-06-21,117.49,117.49,117.49,0.0,0.0,117.61,117.61,117.61,0.0,0.0,115.74,115.74,115.74,0.0,0.0,116.32,116.32,116.32,0.0,0.0
2020-06-28,122.62,122.62,122.62,0.0,0.0,122.62,122.62,122.62,0.0,0.0,122.62,122.62,122.62,0.0,0.0,122.62,122.62,122.62,0.0,0.0
2020-07-05,123.99,123.99,123.99,0.0,0.0,124.01,124.01,124.01,0.0,0.0,123.38,123.38,123.38,0.0,0.0,123.94,123.94,123.94,0.0,0.0
