Date,Direxion Daily Healthcare Bull 3X SharesEtf_Open_average,Direxion Daily Healthcare Bull 3X SharesEtf_Open_max,Direxion Daily Healthcare Bull 3X SharesEtf_Open_min,Direxion Daily Healthcare Bull 3X SharesEtf_Open_volatility,Direxion Daily Healthcare Bull 3X SharesEtf_Open_change,Direxion Daily Healthcare Bull 3X SharesEtf_High_average,Direxion Daily Healthcare Bull 3X SharesEtf_High_max,Direxion Daily Healthcare Bull 3X SharesEtf_High_min,Direxion Daily Healthcare Bull 3X SharesEtf_High_volatility,Direxion Daily Healthcare Bull 3X SharesEtf_High_change,Direxion Daily Healthcare Bull 3X SharesEtf_Low_average,Direxion Daily Healthcare Bull 3X SharesEtf_Low_max,Direxion Daily Healthcare Bull 3X SharesEtf_Low_min,Direxion Daily Healthcare Bull 3X SharesEtf_Low_volatility,Direxion Daily Healthcare Bull 3X SharesEtf_Low_change,Direxion Daily Healthcare Bull 3X SharesEtf_Close_average,Direxion Daily Healthcare Bull 3X SharesEtf_Close_max,Direxion Daily Healthcare Bull 3X SharesEtf_Close_min,Direxion Daily Healthcare Bull 3X SharesEtf_Close_volatility,Direxion Daily Healthcare Bull 3X SharesEtf_Close_change
2018-01-14,56.69,56.69,56.69,0.0,0.0,56.97,56.97,56.97,0.0,0.0,56.09,56.09,56.09,0.0,0.0,56.94,56.94,56.94,0.0,0.0
2018-01-21,60.22,60.22,60.22,0.0,0.0,62.95,62.95,62.95,0.0,0.0,59.92,59.92,59.92,0.0,0.0,62.95,62.95,62.95,0.0,0.0
2018-01-28,54.72,54.72,54.72,0.0,0.0,56.02,56.02,56.02,0.0,0.0,53.57,53.57,53.57,0.0,0.0,53.68,53.68,53.68,0.0,0.0
2018-02-04,44.11,44.11,44.11,0.0,0.0,45.68,45.68,45.68,0.0,0.0,40.64,40.64,40.64,0.0,0.0,44.56,44.56,44.56,0.0,0.0
2018-02-11,49.0,49.0,49.0,0.0,0.0,51.13,51.13,51.13,0.0,0.0,48.9,48.9,48.9,0.0,0.0,50.07,50.07,50.07,0.0,0.0
2018-02-18,48.35,48.35,48.35,0.0,0.0,49.89,49.89,49.89,0.0,0.0,47.82,47.82,47.82,0.0,0.0,49.84,49.84,49.84,0.0,0.0
2018-02-25,44.77,44.77,44.77,0.0,0.0,47.04,47.04,47.04,0.0,0.0,44.5,44.5,44.5,0.0,0.0,46.78,46.78,46.78,0.0,0.0
2018-03-04,50.33,50.33,50.33,0.0,0.0,51.71,51.71,51.71,0.0,0.0,49.89,49.89,49.89,0.0,0.0,51.64,51.64,51.64,0.0,0.0
2018-03-11,50.25,50.25,50.25,0.0,0.0,50.9,50.9,50.9,0.0,0.0,50.18,50.18,50.18,0.0,0.0,50.18,50.18,50.18,0.0,0.0
2018-03-18,43.24,43.24,43.24,0.0,0.0,43.54,43.54,43.54,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.52,40.52,40.52,0.0,0.0
2018-03-25,42.81,42.81,42.81,0.0,0.0,43.96,43.96,43.96,0.0,0.0,41.93,41.93,41.93,0.0,0.0,43.05,43.05,43.05,0.0,0.0
2018-04-01,42.58,42.58,42.58,0.0,0.0,43.15,43.15,43.15,0.0,0.0,39.31,39.31,39.31,0.0,0.0,40.47,40.47,40.47,0.0,0.0
2018-04-08,44.0,44.0,44.0,0.0,0.0,44.3,44.3,44.3,0.0,0.0,42.78,42.78,42.78,0.0,0.0,43.43,43.43,43.43,0.0,0.0
2018-04-15,44.45,44.45,44.45,0.0,0.0,44.72,44.72,44.72,0.0,0.0,43.26,43.26,43.26,0.0,0.0,43.71,43.71,43.71,0.0,0.0
2018-04-22,45.35,45.35,45.35,0.0,0.0,46.17,46.17,46.17,0.0,0.0,45.1,45.1,45.1,0.0,0.0,45.95,45.95,45.95,0.0,0.0
2018-04-29,40.61,40.61,40.61,0.0,0.0,42.16,42.16,42.16,0.0,0.0,40.0,40.0,40.0,0.0,0.0,41.76,41.76,41.76,0.0,0.0
2018-05-06,43.08,43.08,43.08,0.0,0.0,45.13,45.13,45.13,0.0,0.0,42.87,42.87,42.87,0.0,0.0,44.88,44.88,44.88,0.0,0.0
2018-05-13,44.6,44.6,44.6,0.0,0.0,45.32,45.32,45.32,0.0,0.0,44.4,44.4,44.4,0.0,0.0,45.1,45.1,45.1,0.0,0.0
2018-05-20,44.81,44.81,44.81,0.0,0.0,45.38,45.38,45.38,0.0,0.0,44.36,44.36,44.36,0.0,0.0,44.65,44.65,44.65,0.0,0.0
2018-05-27,44.13,44.13,44.13,0.0,0.0,45.17,45.17,45.17,0.0,0.0,44.06,44.06,44.06,0.0,0.0,45.12,45.12,45.12,0.0,0.0
2018-06-03,46.88,46.88,46.88,0.0,0.0,47.93,47.93,47.93,0.0,0.0,46.88,46.88,46.88,0.0,0.0,47.85,47.85,47.85,0.0,0.0
2018-06-10,48.5,48.5,48.5,0.0,0.0,49.09,49.09,49.09,0.0,0.0,47.91,47.91,47.91,0.0,0.0,49.09,49.09,49.09,0.0,0.0
2018-06-17,47.69,47.69,47.69,0.0,0.0,48.48,48.48,48.48,0.0,0.0,47.52,47.52,47.52,0.0,0.0,47.89,47.89,47.89,0.0,0.0
2018-06-24,45.58,45.58,45.58,0.0,0.0,46.61,46.61,46.61,0.0,0.0,45.34,45.34,45.34,0.0,0.0,45.37,45.37,45.37,0.0,0.0
2018-07-01,48.09,48.09,48.09,0.0,0.0,49.8,49.8,49.8,0.0,0.0,48.09,48.09,48.09,0.0,0.0,49.62,49.62,49.62,0.0,0.0
2018-07-08,51.46,51.46,51.46,0.0,0.0,52.27,52.27,52.27,0.0,0.0,51.21,51.21,51.21,0.0,0.0,52.06,52.06,52.06,0.0,0.0
2018-07-15,50.63,50.63,50.63,0.0,0.0,50.91,50.91,50.91,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.66,50.66,50.66,0.0,0.0
2018-07-22,54.28,54.28,54.28,0.0,0.0,54.28,54.28,54.28,0.0,0.0,52.19,52.19,52.19,0.0,0.0,52.69,52.69,52.69,0.0,0.0
2018-07-29,55.24,55.24,55.24,0.0,0.0,56.17,56.17,56.17,0.0,0.0,55.01,55.01,55.01,0.0,0.0,56.1,56.1,56.1,0.0,0.0
2018-08-05,55.63,55.63,55.63,0.0,0.0,56.61,56.61,56.61,0.0,0.0,55.26,55.26,55.26,0.0,0.0,55.74,55.74,55.74,0.0,0.0
2018-08-12,57.87,57.87,57.87,0.0,0.0,58.86,58.86,58.86,0.0,0.0,57.33,57.33,57.33,0.0,0.0,58.39,58.39,58.39,0.0,0.0
2018-08-19,59.26,59.26,59.26,0.0,0.0,59.8,59.8,59.8,0.0,0.0,59.14,59.14,59.14,0.0,0.0,59.76,59.76,59.76,0.0,0.0
2018-08-26,61.34,61.34,61.34,0.0,0.0,61.66,61.66,61.66,0.0,0.0,60.81,60.81,60.81,0.0,0.0,61.47,61.47,61.47,0.0,0.0
2018-09-02,60.14,60.14,60.14,0.0,0.0,61.06,61.06,61.06,0.0,0.0,60.02,60.02,60.02,0.0,0.0,60.94,60.94,60.94,0.0,0.0
2018-09-09,63.51,63.51,63.51,0.0,0.0,63.6,63.6,63.6,0.0,0.0,62.51,62.51,62.51,0.0,0.0,62.8,62.8,62.8,0.0,0.0
2018-09-16,65.07,65.07,65.07,0.0,0.0,65.37,65.37,65.37,0.0,0.0,64.58,64.58,64.58,0.0,0.0,64.92,64.92,64.92,0.0,0.0
2018-09-23,65.7,65.7,65.7,0.0,0.0,66.75,66.75,66.75,0.0,0.0,65.63,65.63,65.63,0.0,0.0,66.62,66.62,66.62,0.0,0.0
2018-09-30,65.09,65.09,65.09,0.0,0.0,66.04,66.04,66.04,0.0,0.0,63.55,63.55,63.55,0.0,0.0,64.8,64.8,64.8,0.0,0.0
2018-10-07,57.47,57.47,57.47,0.0,0.0,58.55,58.55,58.55,0.0,0.0,56.05,56.05,56.05,0.0,0.0,57.94,57.94,57.94,0.0,0.0
2018-10-14,60.82,60.82,60.82,0.0,0.0,61.08,61.08,61.08,0.0,0.0,58.33,58.33,58.33,0.0,0.0,58.52,58.52,58.52,0.0,0.0
2018-10-21,50.99,50.99,50.99,0.0,0.0,52.11,52.11,52.11,0.0,0.0,48.83,48.83,48.83,0.0,0.0,50.74,50.74,50.74,0.0,0.0
2018-10-28,56.37,56.37,56.37,0.0,0.0,56.76,56.76,56.76,0.0,0.0,52.86,52.86,52.86,0.0,0.0,53.92,53.92,53.92,0.0,0.0
2018-11-04,60.59,60.59,60.59,0.0,0.0,61.21,61.21,61.21,0.0,0.0,59.75,59.75,59.75,0.0,0.0,60.6,60.6,60.6,0.0,0.0
2018-11-11,56.55,56.55,56.55,0.0,0.0,59.35,59.35,59.35,0.0,0.0,56.55,56.55,56.55,0.0,0.0,58.65,58.65,58.65,0.0,0.0
2018-11-18,53.02,53.02,53.02,0.0,0.0,54.94,54.94,54.94,0.0,0.0,52.98,52.98,52.98,0.0,0.0,54.03,54.03,54.03,0.0,0.0
2018-11-25,62.04,62.04,62.04,0.0,0.0,64.17,64.17,64.17,0.0,0.0,61.78,61.78,61.78,0.0,0.0,63.91,63.91,63.91,0.0,0.0
2018-12-02,59.2,59.2,59.2,0.0,0.0,59.43,59.43,59.43,0.0,0.0,54.43,54.43,54.43,0.0,0.0,55.36,55.36,55.36,0.0,0.0
2018-12-09,55.95,55.95,55.95,0.0,0.0,56.28,56.28,56.28,0.0,0.0,51.62,51.62,51.62,0.0,0.0,52.15,52.15,52.15,0.0,0.0
2018-12-16,43.71,43.71,43.71,0.0,0.0,46.25,46.25,46.25,0.0,0.0,41.93,41.93,41.93,0.0,0.0,42.18,42.18,42.18,0.0,0.0
2018-12-23,46.53,46.53,46.53,0.0,0.0,47.59,47.59,47.59,0.0,0.0,45.15,45.15,45.15,0.0,0.0,45.69,45.69,45.69,0.0,0.0
2018-12-30,44.16,44.16,44.16,0.0,0.0,47.22,47.22,47.22,0.0,0.0,44.12,44.12,44.12,0.0,0.0,46.45,46.45,46.45,0.0,0.0
2019-01-06,48.4,48.4,48.4,0.0,0.0,49.56,49.56,49.56,0.0,0.0,48.15,48.15,48.15,0.0,0.0,49.56,49.56,49.56,0.0,0.0
2019-01-13,52.64,52.64,52.64,0.0,0.0,53.37,53.37,53.37,0.0,0.0,51.47,51.47,51.47,0.0,0.0,53.34,53.34,53.34,0.0,0.0
2019-01-20,51.55,51.55,51.55,0.0,0.0,51.73,51.73,51.73,0.0,0.0,50.76,50.76,50.76,0.0,0.0,51.17,51.17,51.17,0.0,0.0
2019-01-27,54.15,54.15,54.15,0.0,0.0,54.64,54.64,54.64,0.0,0.0,53.26,53.26,53.26,0.0,0.0,54.29,54.29,54.29,0.0,0.0
2019-02-03,51.77,51.77,51.77,0.0,0.0,52.7,52.7,52.7,0.0,0.0,51.59,51.59,51.59,0.0,0.0,52.7,52.7,52.7,0.0,0.0
2019-02-10,56.4,56.4,56.4,0.0,0.0,57.94,57.94,57.94,0.0,0.0,56.4,56.4,56.4,0.0,0.0,57.9,57.9,57.9,0.0,0.0
2019-02-17,56.06,56.06,56.06,0.0,0.0,57.36,57.36,57.36,0.0,0.0,56.0,56.0,56.0,0.0,0.0,57.23,57.23,57.23,0.0,0.0
2019-02-24,56.45,56.45,56.45,0.0,0.0,58.05,58.05,58.05,0.0,0.0,56.45,56.45,56.45,0.0,0.0,57.87,57.87,57.87,0.0,0.0
2019-03-03,50.86,50.86,50.86,0.0,0.0,51.37,51.37,51.37,0.0,0.0,50.0,50.0,50.0,0.0,0.0,51.24,51.24,51.24,0.0,0.0
2019-03-10,56.05,56.05,56.05,0.0,0.0,56.65,56.65,56.65,0.0,0.0,55.41,55.41,55.41,0.0,0.0,56.35,56.35,56.35,0.0,0.0
2019-03-17,56.11,56.11,56.11,0.0,0.0,56.58,56.58,56.58,0.0,0.0,53.68,53.68,53.68,0.0,0.0,53.69,53.69,53.69,0.0,0.0
2019-03-24,54.53,54.53,54.53,0.0,0.0,55.67,55.67,55.67,0.0,0.0,54.41,54.41,54.41,0.0,0.0,55.59,55.59,55.59,0.0,0.0
2019-03-31,55.25,55.25,55.25,0.0,0.0,56.25,56.25,56.25,0.0,0.0,55.25,55.25,55.25,0.0,0.0,56.04,56.04,56.04,0.0,0.0
2019-04-07,54.04,54.04,54.04,0.0,0.0,54.3,54.3,54.3,0.0,0.0,51.79,51.79,51.79,0.0,0.0,51.94,51.94,51.94,0.0,0.0
2019-04-14,45.5,45.5,45.5,0.0,0.0,46.09,46.09,46.09,0.0,0.0,43.28,43.28,43.28,0.0,0.0,45.2,45.2,45.2,0.0,0.0
2019-04-21,49.03,49.03,49.03,0.0,0.0,50.23,50.23,50.23,0.0,0.0,48.6,48.6,48.6,0.0,0.0,50.23,50.23,50.23,0.0,0.0
2019-04-28,51.4,51.4,51.4,0.0,0.0,52.09,52.09,52.09,0.0,0.0,51.02,51.02,51.02,0.0,0.0,52.0,52.0,52.0,0.0,0.0
2019-05-05,49.41,49.41,49.41,0.0,0.0,50.1,50.1,50.1,0.0,0.0,46.61,46.61,46.61,0.0,0.0,49.67,49.67,49.67,0.0,0.0
2019-05-12,48.22,48.22,48.22,0.0,0.0,49.99,49.99,49.99,0.0,0.0,48.03,48.03,48.03,0.0,0.0,48.86,48.86,48.86,0.0,0.0
2019-05-19,51.0,51.0,51.0,0.0,0.0,51.5,51.5,51.5,0.0,0.0,50.3,50.3,50.3,0.0,0.0,50.66,50.66,50.66,0.0,0.0
2019-05-26,46.7,46.7,46.7,0.0,0.0,47.36,47.36,47.36,0.0,0.0,45.96,45.96,45.96,0.0,0.0,46.76,46.76,46.76,0.0,0.0
2019-06-02,51.84,51.84,51.84,0.0,0.0,53.22,53.22,53.22,0.0,0.0,51.83,51.83,51.83,0.0,0.0,52.85,52.85,52.85,0.0,0.0
2019-06-09,53.53,53.53,53.53,0.0,0.0,54.1,54.1,54.1,0.0,0.0,53.13,53.13,53.13,0.0,0.0,53.21,53.21,53.21,0.0,0.0
2019-06-16,57.26,57.26,57.26,0.0,0.0,58.63,58.63,58.63,0.0,0.0,56.38,56.38,56.38,0.0,0.0,58.29,58.29,58.29,0.0,0.0
2019-06-23,55.92,55.92,55.92,0.0,0.0,56.28,56.28,56.28,0.0,0.0,54.82,54.82,54.82,0.0,0.0,56.11,56.11,56.11,0.0,0.0
2019-06-30,58.66,58.66,58.66,0.0,0.0,58.99,58.99,58.99,0.0,0.0,57.83,57.83,57.83,0.0,0.0,58.1,58.1,58.1,0.0,0.0
2019-07-07,57.04,57.04,57.04,0.0,0.0,57.04,57.04,57.04,0.0,0.0,54.48,54.48,54.48,0.0,0.0,55.63,55.63,55.63,0.0,0.0
2019-07-14,56.37,56.37,56.37,0.0,0.0,56.51,56.51,56.51,0.0,0.0,54.2,54.2,54.2,0.0,0.0,54.2,54.2,54.2,0.0,0.0
2019-07-21,54.71,54.71,54.71,0.0,0.0,55.02,55.02,55.02,0.0,0.0,54.21,54.21,54.21,0.0,0.0,54.72,54.72,54.72,0.0,0.0
