Date,CRStock_Open_average,CRStock_Open_max,CRStock_Open_min,CRStock_Open_volatility,CRStock_Open_change,CRStock_High_average,CRStock_High_max,CRStock_High_min,CRStock_High_volatility,CRStock_High_change,CRStock_Low_average,CRStock_Low_max,CRStock_Low_min,CRStock_Low_volatility,CRStock_Low_change,CRStock_Close_average,CRStock_Close_max,CRStock_Close_min,CRStock_Close_volatility,CRStock_Close_change,CRStock_Volume_average,CRStock_Volume_max,CRStock_Volume_min,CRStock_Volume_volatility,CRStock_Volume_change
2018-01-14,92.9275,93.01,92.74,0.27000000000001023,-0.05000000000001137,93.425,93.59,93.3,0.29000000000000625,-0.25,92.33,92.7,92.0,0.7000000000000028,0.7000000000000028,92.8025,93.23,92.3,0.9300000000000068,0.8299999999999983,254122,331241,175412,155829,136829
2018-01-21,93.018,93.84,92.25,1.5900000000000034,1.0100000000000051,93.576,94.32,92.99,1.3299999999999983,1.3299999999999983,92.006,93.02,91.04,1.9799999999999898,1.6299999999999955,93.12,94.09,92.48,1.6099999999999994,1.6099999999999994,279384,347305,196590,150715,122186
2018-01-28,96.596,100.0,93.17,6.829999999999998,5.290000000000006,98.598,102.65,93.99,8.66000000000001,5.0,95.58,98.44,92.06,6.3799999999999955,3.799999999999997,97.372,99.94,93.4,6.539999999999992,3.759999999999991,452843,767617,227551,540066,98295
2018-02-04,93.026,96.34,90.37,5.969999999999999,-5.969999999999999,94.054,97.4,90.52,6.88000000000001,-6.88000000000001,90.97,93.24,87.29,5.949999999999989,-5.949999999999989,91.81400000000001,93.69,89.45,4.239999999999995,-4.239999999999995,542420,906800,288942,617858,-170076
2018-02-11,91.46,93.77,89.81,3.9599999999999937,3.6099999999999994,92.95400000000001,95.58,90.95,4.6299999999999955,4.539999999999992,90.928,93.67,89.23,4.439999999999998,4.439999999999998,92.548,94.59,90.48,4.109999999999999,4.109999999999999,254690,327969,184808,143161,-135460
2018-02-18,94.095,94.73,93.74,0.9900000000000091,0.75,95.16499999999999,95.39,94.89,0.5,0.29999999999999716,93.3625,93.5,93.25,0.25,-0.04000000000000625,93.8925,94.23,93.52,0.710000000000008,0.5300000000000011,219603,286400,143040,143360,-143360
2018-02-25,92.8,94.59,89.72,4.8700000000000045,-4.8700000000000045,93.924,95.34,92.02,3.3200000000000074,-2.980000000000004,91.692,93.7,89.24,4.460000000000008,-4.460000000000008,92.542,94.85,90.33,4.519999999999996,-2.989999999999995,248567,273887,234441,39446,-6064
2018-03-04,93.458,95.57,91.35,4.219999999999999,4.219999999999999,94.798,97.05,93.63,3.4200000000000017,3.4200000000000017,92.946,95.01,91.25,3.760000000000005,3.760000000000005,94.46000000000001,96.92,93.11,3.8100000000000023,3.8100000000000023,297506,449294,196778,252516,-137278
2018-03-11,95.472,97.1,94.02,3.0799999999999983,-3.0799999999999983,95.92999999999999,97.28,95.19,2.0900000000000034,-2.0700000000000074,94.25200000000001,95.31,93.48,1.8299999999999983,-1.8299999999999983,94.93,95.89,94.48,1.4099999999999966,-1.1599999999999966,252738,357918,122356,235562,-3635
2018-03-18,94.472,95.1,93.2,1.8999999999999915,-1.259999999999991,95.342,96.39,93.78,2.6099999999999994,-1.0999999999999943,93.26,94.58,91.09,3.489999999999995,-2.3499999999999943,93.916,95.74,91.28,4.459999999999994,-3.239999999999995,223784,360321,128672,231649,42561
