Date,Direxion Daily FTSE Europe Bull 3X SharesEtf_Open_average,Direxion Daily FTSE Europe Bull 3X SharesEtf_Open_max,Direxion Daily FTSE Europe Bull 3X SharesEtf_Open_min,Direxion Daily FTSE Europe Bull 3X SharesEtf_Open_volatility,Direxion Daily FTSE Europe Bull 3X SharesEtf_Open_change,Direxion Daily FTSE Europe Bull 3X SharesEtf_High_average,Direxion Daily FTSE Europe Bull 3X SharesEtf_High_max,Direxion Daily FTSE Europe Bull 3X SharesEtf_High_min,Direxion Daily FTSE Europe Bull 3X SharesEtf_High_volatility,Direxion Daily FTSE Europe Bull 3X SharesEtf_High_change,Direxion Daily FTSE Europe Bull 3X SharesEtf_Low_average,Direxion Daily FTSE Europe Bull 3X SharesEtf_Low_max,Direxion Daily FTSE Europe Bull 3X SharesEtf_Low_min,Direxion Daily FTSE Europe Bull 3X SharesEtf_Low_volatility,Direxion Daily FTSE Europe Bull 3X SharesEtf_Low_change,Direxion Daily FTSE Europe Bull 3X SharesEtf_Close_average,Direxion Daily FTSE Europe Bull 3X SharesEtf_Close_max,Direxion Daily FTSE Europe Bull 3X SharesEtf_Close_min,Direxion Daily FTSE Europe Bull 3X SharesEtf_Close_volatility,Direxion Daily FTSE Europe Bull 3X SharesEtf_Close_change
2018-06-03,35.55,35.55,35.55,0.0,0.0,35.83,35.83,35.83,0.0,0.0,35.32,35.32,35.32,0.0,0.0,35.7,35.7,35.7,0.0,0.0
2018-06-10,35.5,35.5,35.5,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.05,35.05,35.05,0.0,0.0,35.38,35.38,35.38,0.0,0.0
2018-06-17,33.9,33.9,33.9,0.0,0.0,34.26,34.26,34.26,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.92,33.92,33.92,0.0,0.0
2018-06-24,32.77,32.77,32.77,0.0,0.0,33.23,33.23,33.23,0.0,0.0,32.57,32.57,32.57,0.0,0.0,32.57,32.57,32.57,0.0,0.0
2018-07-01,33.68,33.68,33.68,0.0,0.0,34.2,34.2,34.2,0.0,0.0,33.6,33.6,33.6,0.0,0.0,34.03,34.03,34.03,0.0,0.0
2018-07-08,33.91,33.91,33.91,0.0,0.0,34.18,34.18,34.18,0.0,0.0,33.71,33.71,33.71,0.0,0.0,34.18,34.18,34.18,0.0,0.0
2018-07-15,34.03,34.03,34.03,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.03,34.03,34.03,0.0,0.0,34.53,34.53,34.53,0.0,0.0
2018-07-22,35.57,35.57,35.57,0.0,0.0,35.57,35.57,35.57,0.0,0.0,35.15,35.15,35.15,0.0,0.0,35.28,35.28,35.28,0.0,0.0
2018-07-29,33.94,33.94,33.94,0.0,0.0,34.3,34.3,34.3,0.0,0.0,33.9,33.9,33.9,0.0,0.0,34.28,34.28,34.28,0.0,0.0
2018-08-05,31.92,31.92,31.92,0.0,0.0,32.21,32.21,32.21,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.76,31.76,31.76,0.0,0.0
2018-08-12,30.21,30.21,30.21,0.0,0.0,31.01,31.01,31.01,0.0,0.0,30.16,30.16,30.16,0.0,0.0,30.77,30.77,30.77,0.0,0.0
2018-08-19,32.83,32.83,32.83,0.0,0.0,33.04,33.04,33.04,0.0,0.0,32.68,32.68,32.68,0.0,0.0,32.9,32.9,32.9,0.0,0.0
2018-08-26,32.86,32.86,32.86,0.0,0.0,33.06,33.06,33.06,0.0,0.0,32.08,32.08,32.08,0.0,0.0,32.48,32.48,32.48,0.0,0.0
2018-09-02,29.71,29.71,29.71,0.0,0.0,30.13,30.13,30.13,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.9,29.9,29.9,0.0,0.0
2018-09-09,31.84,31.84,31.84,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.65,31.65,31.65,0.0,0.0
2018-09-16,34.04,34.04,34.04,0.0,0.0,34.06,34.06,34.06,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.96,33.96,33.96,0.0,0.0
2018-09-23,31.83,31.83,31.83,0.0,0.0,32.37,32.37,32.37,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.9,31.9,31.9,0.0,0.0
2018-09-30,30.03,30.03,30.03,0.0,0.0,30.03,30.03,30.03,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.71,29.71,29.71,0.0,0.0
2018-10-07,26.68,26.68,26.68,0.0,0.0,26.74,26.74,26.74,0.0,0.0,25.49,25.49,25.49,0.0,0.0,26.29,26.29,26.29,0.0,0.0
2018-10-14,25.74,25.74,25.74,0.0,0.0,26.23,26.23,26.23,0.0,0.0,25.74,25.74,25.74,0.0,0.0,26.01,26.01,26.01,0.0,0.0
2018-10-21,22.79,22.79,22.79,0.0,0.0,23.61,23.61,23.61,0.0,0.0,22.4,22.4,22.4,0.0,0.0,23.32,23.32,23.32,0.0,0.0
2018-10-28,26.24,26.24,26.24,0.0,0.0,26.46,26.46,26.46,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.77,25.77,25.77,0.0,0.0
2018-11-04,25.71,25.71,25.71,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.58,25.58,25.58,0.0,0.0
2018-11-11,24.0,24.0,24.0,0.0,0.0,24.48,24.48,24.48,0.0,0.0,23.88,23.88,23.88,0.0,0.0,24.48,24.48,24.48,0.0,0.0
2018-11-18,22.83,22.83,22.83,0.0,0.0,22.98,22.98,22.98,0.0,0.0,22.83,22.83,22.83,0.0,0.0,22.91,22.91,22.91,0.0,0.0
2018-11-25,23.73,23.73,23.73,0.0,0.0,23.74,23.74,23.74,0.0,0.0,23.46,23.46,23.46,0.0,0.0,23.74,23.74,23.74,0.0,0.0
2018-12-02,22.08,22.08,22.08,0.0,0.0,22.26,22.26,22.26,0.0,0.0,21.17,21.17,21.17,0.0,0.0,21.3,21.3,21.3,0.0,0.0
2018-12-09,21.23,21.23,21.23,0.0,0.0,21.35,21.35,21.35,0.0,0.0,20.92,20.92,20.92,0.0,0.0,20.93,20.93,20.93,0.0,0.0
2018-12-16,19.72,19.72,19.72,0.0,0.0,19.81,19.81,19.81,0.0,0.0,18.87,18.87,18.87,0.0,0.0,18.95,18.95,18.95,0.0,0.0
2018-12-23,19.95,19.95,19.95,0.0,0.0,20.02,20.02,20.02,0.0,0.0,19.58,19.58,19.58,0.0,0.0,19.75,19.75,19.75,0.0,0.0
2018-12-30,20.18,20.18,20.18,0.0,0.0,21.04,21.04,21.04,0.0,0.0,20.18,20.18,20.18,0.0,0.0,20.96,20.96,20.96,0.0,0.0
2019-01-06,22.29,22.29,22.29,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.23,22.23,22.23,0.0,0.0,22.34,22.34,22.34,0.0,0.0
2019-01-13,23.25,23.25,23.25,0.0,0.0,23.3,23.3,23.3,0.0,0.0,22.98,22.98,22.98,0.0,0.0,23.21,23.21,23.21,0.0,0.0
2019-01-20,23.27,23.27,23.27,0.0,0.0,23.54,23.54,23.54,0.0,0.0,23.27,23.27,23.27,0.0,0.0,23.41,23.41,23.41,0.0,0.0
2019-01-27,23.99,23.99,23.99,0.0,0.0,24.27,24.27,24.27,0.0,0.0,23.98,23.98,23.98,0.0,0.0,24.08,24.08,24.08,0.0,0.0
2019-02-03,23.03,23.03,23.03,0.0,0.0,23.31,23.31,23.31,0.0,0.0,22.88,22.88,22.88,0.0,0.0,23.28,23.28,23.28,0.0,0.0
2019-02-10,24.64,24.64,24.64,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.92,24.92,24.92,0.0,0.0
2019-02-17,25.66,25.66,25.66,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.64,25.64,25.64,0.0,0.0
2019-02-24,26.78,26.78,26.78,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.66,26.66,26.66,0.0,0.0
2019-03-03,24.59,24.59,24.59,0.0,0.0,25.04,25.04,25.04,0.0,0.0,24.59,24.59,24.59,0.0,0.0,25.04,25.04,25.04,0.0,0.0
2019-03-10,27.37,27.37,27.37,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.7,27.7,27.7,0.0,0.0
2019-03-17,26.61,26.61,26.61,0.0,0.0,26.64,26.64,26.64,0.0,0.0,25.95,25.95,25.95,0.0,0.0,26.0,26.0,26.0,0.0,0.0
2019-03-24,26.45,26.45,26.45,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.03,26.03,26.03,0.0,0.0,26.42,26.42,26.42,0.0,0.0
2019-03-31,28.21,28.21,28.21,0.0,0.0,28.51,28.51,28.51,0.0,0.0,28.21,28.21,28.21,0.0,0.0,28.51,28.51,28.51,0.0,0.0
2019-04-07,28.89,28.89,28.89,0.0,0.0,29.01,29.01,29.01,0.0,0.0,28.85,28.85,28.85,0.0,0.0,28.98,28.98,28.98,0.0,0.0
2019-04-14,29.37,29.37,29.37,0.0,0.0,29.37,29.37,29.37,0.0,0.0,29.12,29.12,29.12,0.0,0.0,29.25,29.25,29.25,0.0,0.0
2019-04-21,28.47,28.47,28.47,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.63,28.63,28.63,0.0,0.0
2019-04-28,28.74,28.74,28.74,0.0,0.0,29.25,29.25,29.25,0.0,0.0,28.74,28.74,28.74,0.0,0.0,29.21,29.21,29.21,0.0,0.0
2019-05-05,26.53,26.53,26.53,0.0,0.0,27.31,27.31,27.31,0.0,0.0,26.45,26.45,26.45,0.0,0.0,27.31,27.31,27.31,0.0,0.0
2019-05-12,26.6,26.6,26.6,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.52,26.52,26.52,0.0,0.0
2019-05-19,26.13,26.13,26.13,0.0,0.0,26.16,26.16,26.16,0.0,0.0,25.94,25.94,25.94,0.0,0.0,26.15,26.15,26.15,0.0,0.0
2019-05-26,23.89,23.89,23.89,0.0,0.0,24.4,24.4,24.4,0.0,0.0,23.88,23.88,23.88,0.0,0.0,24.4,24.4,24.4,0.0,0.0
2019-06-02,26.89,26.89,26.89,0.0,0.0,27.28,27.28,27.28,0.0,0.0,26.85,26.85,26.85,0.0,0.0,27.09,27.09,27.09,0.0,0.0
2019-06-09,26.77,26.77,26.77,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.63,26.63,26.63,0.0,0.0
2019-06-16,28.61,28.61,28.61,0.0,0.0,28.98,28.98,28.98,0.0,0.0,28.53,28.53,28.53,0.0,0.0,28.76,28.76,28.76,0.0,0.0
2019-06-23,28.63,28.63,28.63,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.76,28.76,28.76,0.0,0.0
2019-06-30,29.03,29.03,29.03,0.0,0.0,29.03,29.03,29.03,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.96,28.96,28.96,0.0,0.0
2019-07-07,28.29,28.29,28.29,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.16,28.16,28.16,0.0,0.0,28.36,28.36,28.36,0.0,0.0
2019-07-14,28.16,28.16,28.16,0.0,0.0,28.16,28.16,28.16,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.9,27.9,27.9,0.0,0.0
2019-07-21,28.16,28.16,28.16,0.0,0.0,28.16,28.16,28.16,0.0,0.0,27.91,27.91,27.91,0.0,0.0,28.03,28.03,28.03,0.0,0.0
2019-07-28,25.64,25.64,25.64,0.0,0.0,25.64,25.64,25.64,0.0,0.0,24.97,24.97,24.97,0.0,0.0,25.3,25.3,25.3,0.0,0.0
2019-08-04,24.69,24.69,24.69,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.62,24.62,24.62,0.0,0.0
2019-08-11,22.94,22.94,22.94,0.0,0.0,23.37,23.37,23.37,0.0,0.0,22.89,22.89,22.89,0.0,0.0,23.37,23.37,23.37,0.0,0.0
2019-08-18,24.14,24.14,24.14,0.0,0.0,24.52,24.52,24.52,0.0,0.0,23.37,23.37,23.37,0.0,0.0,23.37,23.37,23.37,0.0,0.0
2019-08-25,24.98,24.98,24.98,0.0,0.0,24.98,24.98,24.98,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.73,24.73,24.73,0.0,0.0
2019-09-01,26.25,26.25,26.25,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.14,26.14,26.14,0.0,0.0
2019-09-08,27.49,27.49,27.49,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.39,27.39,27.39,0.0,0.0,27.44,27.44,27.44,0.0,0.0
2019-09-15,27.3,27.3,27.3,0.0,0.0,27.4,27.4,27.4,0.0,0.0,26.98,26.98,26.98,0.0,0.0,26.98,26.98,26.98,0.0,0.0
2019-09-22,26.42,26.42,26.42,0.0,0.0,26.46,26.46,26.46,0.0,0.0,26.03,26.03,26.03,0.0,0.0,26.17,26.17,26.17,0.0,0.0
2019-09-29,24.3,24.3,24.3,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.74,24.74,24.74,0.0,0.0
2019-10-06,26.61,26.61,26.61,0.0,0.0,27.12,27.12,27.12,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.74,26.74,26.74,0.0,0.0
2019-10-13,27.9,27.9,27.9,0.0,0.0,28.17,28.17,28.17,0.0,0.0,27.8,27.8,27.8,0.0,0.0,28.11,28.11,28.11,0.0,0.0
2019-10-20,28.44,28.44,28.44,0.0,0.0,28.76,28.76,28.76,0.0,0.0,28.44,28.44,28.44,0.0,0.0,28.72,28.72,28.72,0.0,0.0
2019-10-27,29.57,29.57,29.57,0.0,0.0,29.88,29.88,29.88,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.88,29.88,29.88,0.0,0.0
2019-11-03,30.02,30.02,30.02,0.0,0.0,30.18,30.18,30.18,0.0,0.0,29.86,29.86,29.86,0.0,0.0,30.18,30.18,30.18,0.0,0.0
2019-11-10,30.09,30.09,30.09,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.09,30.09,30.09,0.0,0.0,30.33,30.33,30.33,0.0,0.0
2019-11-17,30.0,30.0,30.0,0.0,0.0,30.08,30.08,30.08,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.78,29.78,29.78,0.0,0.0
2019-11-24,30.45,30.45,30.45,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.23,30.23,30.23,0.0,0.0,30.23,30.23,30.23,0.0,0.0
2019-12-01,30.65,30.65,30.65,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.72,30.72,30.72,0.0,0.0
2019-12-08,32.48,32.48,32.48,0.0,0.0,33.12,33.12,33.12,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.55,32.55,32.55,0.0,0.0
2019-12-15,33.26,33.26,33.26,0.0,0.0,33.32,33.32,33.32,0.0,0.0,33.17,33.17,33.17,0.0,0.0,33.17,33.17,33.17,0.0,0.0
2019-12-22,34.5,34.5,34.5,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.19,34.19,34.19,0.0,0.0,34.32,34.32,34.32,0.0,0.0
2019-12-29,33.65,33.65,33.65,0.0,0.0,34.21,34.21,34.21,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.72,33.72,33.72,0.0,0.0
2020-01-05,33.72,33.72,33.72,0.0,0.0,33.88,33.88,33.88,0.0,0.0,33.24,33.24,33.24,0.0,0.0,33.39,33.39,33.39,0.0,0.0
2020-01-12,34.85,34.85,34.85,0.0,0.0,34.86,34.86,34.86,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.86,34.86,34.86,0.0,0.0
2020-01-19,34.23,34.23,34.23,0.0,0.0,34.23,34.23,34.23,0.0,0.0,33.26,33.26,33.26,0.0,0.0,33.4,33.4,33.4,0.0,0.0
2020-01-26,31.44,31.44,31.44,0.0,0.0,31.45,31.45,31.45,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.93,30.93,30.93,0.0,0.0
2020-02-02,32.77,32.77,32.77,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.54,32.54,32.54,0.0,0.0
2020-02-09,33.48,33.48,33.48,0.0,0.0,33.48,33.48,33.48,0.0,0.0,33.32,33.32,33.32,0.0,0.0,33.43,33.43,33.43,0.0,0.0
2020-02-16,32.97,32.97,32.97,0.0,0.0,32.97,32.97,32.97,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.8,32.8,32.8,0.0,0.0
2020-02-23,22.45,22.45,22.45,0.0,0.0,23.69,23.69,23.69,0.0,0.0,21.82,21.82,21.82,0.0,0.0,23.64,23.64,23.64,0.0,0.0
2020-03-01,22.71,22.71,22.71,0.0,0.0,23.34,23.34,23.34,0.0,0.0,22.37,22.37,22.37,0.0,0.0,22.93,22.93,22.93,0.0,0.0
2020-03-08,12.09,12.09,12.09,0.0,0.0,12.09,12.09,12.09,0.0,0.0,12.09,12.09,12.09,0.0,0.0,12.09,12.09,12.09,0.0,0.0
2020-03-15,7.13,7.13,7.13,0.0,0.0,7.13,7.13,7.13,0.0,0.0,7.13,7.13,7.13,0.0,0.0,7.13,7.13,7.13,0.0,0.0
2020-03-22,10.17,10.17,10.17,0.0,0.0,10.17,10.17,10.17,0.0,0.0,10.17,10.17,10.17,0.0,0.0,10.17,10.17,10.17,0.0,0.0
2020-03-29,9.26,9.26,9.26,0.0,0.0,9.28,9.28,9.28,0.0,0.0,8.9,8.9,8.9,0.0,0.0,9.17,9.17,9.17,0.0,0.0
2020-04-05,11.6,11.6,11.6,0.0,0.0,12.21,12.21,12.21,0.0,0.0,11.57,11.57,11.57,0.0,0.0,11.95,11.95,11.95,0.0,0.0
2020-04-12,11.7,11.7,11.7,0.0,0.0,11.85,11.85,11.85,0.0,0.0,11.4,11.4,11.4,0.0,0.0,11.73,11.73,11.73,0.0,0.0
2020-04-19,11.02,11.02,11.02,0.0,0.0,11.32,11.32,11.32,0.0,0.0,10.95,10.95,10.95,0.0,0.0,11.32,11.32,11.32,0.0,0.0
2020-04-26,11.61,11.61,11.61,0.0,0.0,11.61,11.61,11.61,0.0,0.0,11.61,11.61,11.61,0.0,0.0,11.61,11.61,11.61,0.0,0.0
2020-05-03,12.34,12.34,12.34,0.0,0.0,12.34,12.34,12.34,0.0,0.0,12.34,12.34,12.34,0.0,0.0,12.34,12.34,12.34,0.0,0.0
2020-05-10,10.89,10.89,10.89,0.0,0.0,11.03,11.03,11.03,0.0,0.0,10.89,10.89,10.89,0.0,0.0,10.97,10.97,10.97,0.0,0.0
2020-05-17,12.2,12.2,12.2,0.0,0.0,12.39,12.39,12.39,0.0,0.0,12.11,12.11,12.11,0.0,0.0,12.36,12.36,12.36,0.0,0.0
2020-05-24,14.35,14.35,14.35,0.0,0.0,14.44,14.44,14.44,0.0,0.0,13.95,13.95,13.95,0.0,0.0,14.4,14.4,14.4,0.0,0.0
2020-05-31,18.01,18.01,18.01,0.0,0.0,18.01,18.01,18.01,0.0,0.0,18.01,18.01,18.01,0.0,0.0,18.01,18.01,18.01,0.0,0.0
2020-06-07,15.57,15.57,15.57,0.0,0.0,15.74,15.74,15.74,0.0,0.0,14.5,14.5,14.5,0.0,0.0,15.16,15.16,15.16,0.0,0.0
2020-06-14,16.57,16.57,16.57,0.0,0.0,16.57,16.57,16.57,0.0,0.0,15.58,15.58,15.58,0.0,0.0,15.66,15.66,15.66,0.0,0.0
2020-06-21,15.85,15.85,15.85,0.0,0.0,15.85,15.85,15.85,0.0,0.0,15.06,15.06,15.06,0.0,0.0,15.17,15.17,15.17,0.0,0.0
2020-06-28,16.4,16.4,16.4,0.0,0.0,16.4,16.4,16.4,0.0,0.0,16.4,16.4,16.4,0.0,0.0,16.4,16.4,16.4,0.0,0.0
2020-07-05,16.78,16.78,16.78,0.0,0.0,16.98,16.98,16.98,0.0,0.0,16.45,16.45,16.45,0.0,0.0,16.52,16.52,16.52,0.0,0.0
