Date,SYNStock_Open_average,SYNStock_Open_max,SYNStock_Open_min,SYNStock_Open_volatility,SYNStock_Open_change,SYNStock_High_average,SYNStock_High_max,SYNStock_High_min,SYNStock_High_volatility,SYNStock_High_change,SYNStock_Low_average,SYNStock_Low_max,SYNStock_Low_min,SYNStock_Low_volatility,SYNStock_Low_change,SYNStock_Close_average,SYNStock_Close_max,SYNStock_Close_min,SYNStock_Close_volatility,SYNStock_Close_change,SYNStock_Volume_average,SYNStock_Volume_max,SYNStock_Volume_min,SYNStock_Volume_volatility,SYNStock_Volume_change
2018-01-14,17.731,18.084,17.325,0.7590000000000003,-0.490000000000002,18.05575,18.515,17.7,0.8150000000000013,0.5910000000000011,17.28275,17.503,16.803,0.6999999999999993,-0.1750000000000007,17.787,18.245,17.398,0.8470000000000013,0.3910000000000018,2415,4028,682,3346,-841
2018-01-21,18.879,19.6,17.819000000000003,1.7809999999999988,1.4309999999999974,19.4522,20.293,18.861,1.4319999999999986,-0.5249999999999986,18.1762,18.55,17.819000000000003,0.7309999999999981,0.7309999999999981,18.828,19.621,18.512,1.1089999999999982,-0.7249999999999979,1510,3410,406,3004,-2207
2018-01-28,18.090799999999998,19.201,17.15,2.051000000000002,-2.051000000000002,18.090799999999998,19.201,17.15,2.051000000000002,-2.051000000000002,16.6222,18.55,14.42,4.130000000000001,-3.1500000000000004,17.0696,18.883,15.402999999999999,3.4800000000000004,-3.4800000000000004,1693,2408,1186,1222,1115
2018-02-04,14.756,15.575,13.93,1.6449999999999996,-0.875,15.3636,15.75,14.7,1.0500000000000007,-1.0500000000000007,13.7832,14.354000000000001,13.040999999999999,1.3130000000000024,-0.8819999999999997,14.7274,15.4,13.93,1.4700000000000006,-0.4759999999999991,2729,6268,1055,5213,-1012
2018-02-11,14.9568,15.4,14.245,1.1550000000000011,-0.45500000000000007,15.4568,15.796,15.18,0.6159999999999997,-0.08000000000000007,14.427800000000001,15.029000000000002,14.171,0.8580000000000023,-0.10200000000000209,14.8968,15.379000000000001,14.448,0.9310000000000009,-0.3849999999999998,865,1166,596,570,-391
2018-02-18,14.657,15.052999999999999,14.0,1.052999999999999,-0.875,15.1305,15.75,14.35,1.4000000000000004,-0.875,13.93075,14.7,13.125,1.5749999999999993,-1.4029999999999987,14.21625,15.207,13.3,1.907,-1.3970000000000002,2401,4687,747,3940,2671
2018-02-25,13.389,14.35,12.6,1.75,-0.7949999999999999,13.549199999999999,14.35,12.6,1.75,-1.575000000000001,12.1982,13.055,10.57,2.4849999999999994,-2.4709999999999983,12.5956,13.825,10.85,2.9749999999999996,-2.9749999999999996,2238,4058,763,3295,3295
2018-03-04,11.9252,13.65,10.535,3.115,2.9259999999999984,13.162799999999999,14.975999999999999,11.34,3.6359999999999992,2.6530000000000005,11.3042,12.558,9.898,2.66,2.66,12.4446,14.0,10.5,3.5,2.8320000000000007,4243,8590,2072,6518,-1567
2018-03-11,13.1592,13.845999999999998,12.635,1.2109999999999985,-0.7740000000000009,13.6834,14.0,13.072000000000001,0.927999999999999,-0.395999999999999,12.4824,12.985,12.145,0.8399999999999999,-0.6579999999999995,13.2138,13.65,12.677,0.9730000000000008,-0.045999999999999375,1413,2989,751,2238,2238
2018-03-18,13.123,13.3,12.915,0.38500000000000156,-0.0600000000000005,13.4954,14.35,13.248,1.1020000000000003,-0.02099999999999902,12.6518,12.95,12.376,0.5739999999999998,-0.2729999999999997,13.1324,13.275,12.932,0.34299999999999997,-0.34299999999999997,1006,1858,457,1401,20
