Date,iShares MSCI ACWIEtf_Open_average,iShares MSCI ACWIEtf_Open_max,iShares MSCI ACWIEtf_Open_min,iShares MSCI ACWIEtf_Open_volatility,iShares MSCI ACWIEtf_Open_change,iShares MSCI ACWIEtf_High_average,iShares MSCI ACWIEtf_High_max,iShares MSCI ACWIEtf_High_min,iShares MSCI ACWIEtf_High_volatility,iShares MSCI ACWIEtf_High_change,iShares MSCI ACWIEtf_Low_average,iShares MSCI ACWIEtf_Low_max,iShares MSCI ACWIEtf_Low_min,iShares MSCI ACWIEtf_Low_volatility,iShares MSCI ACWIEtf_Low_change,iShares MSCI ACWIEtf_Close_average,iShares MSCI ACWIEtf_Close_max,iShares MSCI ACWIEtf_Close_min,iShares MSCI ACWIEtf_Close_volatility,iShares MSCI ACWIEtf_Close_change
2018-12-30,63.92,63.92,63.92,0.0,0.0,65.23,65.23,65.23,0.0,0.0,63.84,63.84,63.84,0.0,0.0,65.06,65.06,65.06,0.0,0.0
2019-01-06,66.41,66.41,66.41,0.0,0.0,66.66,66.66,66.66,0.0,0.0,66.28,66.28,66.28,0.0,0.0,66.62,66.62,66.62,0.0,0.0
2019-01-13,68.02,68.02,68.02,0.0,0.0,68.36,68.36,68.36,0.0,0.0,67.82,67.82,67.82,0.0,0.0,68.23,68.23,68.23,0.0,0.0
2019-01-20,68.22,68.22,68.22,0.0,0.0,68.5,68.5,68.5,0.0,0.0,68.15,68.15,68.15,0.0,0.0,68.37,68.37,68.37,0.0,0.0
2019-01-27,69.31,69.31,69.31,0.0,0.0,69.46,69.46,69.46,0.0,0.0,69.08,69.08,69.08,0.0,0.0,69.24,69.24,69.24,0.0,0.0
2019-02-03,68.74,68.74,68.74,0.0,0.0,69.03,69.03,69.03,0.0,0.0,68.43,68.43,68.43,0.0,0.0,69.03,69.03,69.03,0.0,0.0
2019-02-10,70.27,70.27,70.27,0.0,0.0,70.51,70.51,70.51,0.0,0.0,70.19,70.19,70.19,0.0,0.0,70.51,70.51,70.51,0.0,0.0
2019-02-17,71.0,71.0,71.0,0.0,0.0,71.27,71.27,71.27,0.0,0.0,70.93,70.93,70.93,0.0,0.0,71.2,71.2,71.2,0.0,0.0
2019-02-24,71.49,71.49,71.49,0.0,0.0,71.58,71.58,71.58,0.0,0.0,71.12,71.12,71.12,0.0,0.0,71.41,71.41,71.41,0.0,0.0
2019-03-03,69.57,69.57,69.57,0.0,0.0,69.98,69.98,69.98,0.0,0.0,69.5,69.5,69.5,0.0,0.0,69.94,69.94,69.94,0.0,0.0
2019-03-10,71.81,71.81,71.81,0.0,0.0,72.19,72.19,72.19,0.0,0.0,71.78,71.78,71.78,0.0,0.0,72.06,72.06,72.06,0.0,0.0
2019-03-17,72.24,72.24,72.24,0.0,0.0,72.34,72.34,72.34,0.0,0.0,71.33,71.33,71.33,0.0,0.0,71.34,71.34,71.34,0.0,0.0
2019-03-24,72.11,72.11,72.11,0.0,0.0,72.16,72.16,72.16,0.0,0.0,71.77,71.77,71.77,0.0,0.0,72.15,72.15,72.15,0.0,0.0
2019-03-31,73.57,73.57,73.57,0.0,0.0,73.75,73.75,73.75,0.0,0.0,73.49,73.49,73.49,0.0,0.0,73.73,73.73,73.73,0.0,0.0
2019-04-07,74.01,74.01,74.01,0.0,0.0,74.14,74.14,74.14,0.0,0.0,73.9,73.9,73.9,0.0,0.0,74.03,74.03,74.03,0.0,0.0
2019-04-14,74.1,74.1,74.1,0.0,0.0,74.2,74.2,74.2,0.0,0.0,73.85,73.85,73.85,0.0,0.0,74.13,74.13,74.13,0.0,0.0
2019-04-21,74.13,74.13,74.13,0.0,0.0,74.39,74.39,74.39,0.0,0.0,73.96,73.96,73.96,0.0,0.0,74.37,74.37,74.37,0.0,0.0
2019-04-28,74.34,74.34,74.34,0.0,0.0,74.75,74.75,74.75,0.0,0.0,74.33,74.33,74.33,0.0,0.0,74.72,74.72,74.72,0.0,0.0
2019-05-05,72.34,72.34,72.34,0.0,0.0,73.0,73.0,73.0,0.0,0.0,71.61,71.61,71.61,0.0,0.0,72.88,72.88,72.88,0.0,0.0
2019-05-12,71.96,71.96,71.96,0.0,0.0,72.56,72.56,72.56,0.0,0.0,71.94,71.94,71.94,0.0,0.0,71.99,71.99,71.99,0.0,0.0
2019-05-19,71.58,71.58,71.58,0.0,0.0,71.7,71.7,71.7,0.0,0.0,71.28,71.28,71.28,0.0,0.0,71.49,71.49,71.49,0.0,0.0
2019-05-26,70.01,70.01,70.01,0.0,0.0,70.34,70.34,70.34,0.0,0.0,69.86,69.86,69.86,0.0,0.0,70.09,70.09,70.09,0.0,0.0
2019-06-02,72.29,72.29,72.29,0.0,0.0,72.99,72.99,72.99,0.0,0.0,72.29,72.29,72.29,0.0,0.0,72.75,72.75,72.75,0.0,0.0
2019-06-09,72.85,72.85,72.85,0.0,0.0,72.88,72.88,72.88,0.0,0.0,72.65,72.65,72.65,0.0,0.0,72.78,72.78,72.78,0.0,0.0
2019-06-16,73.7,73.7,73.7,0.0,0.0,74.0,74.0,74.0,0.0,0.0,73.66,73.66,73.66,0.0,0.0,73.74,73.74,73.74,0.0,0.0
2019-06-23,73.61,73.61,73.61,0.0,0.0,73.78,73.78,73.78,0.0,0.0,73.5,73.5,73.5,0.0,0.0,73.71,73.71,73.71,0.0,0.0
2019-06-30,74.51,74.51,74.51,0.0,0.0,74.67,74.67,74.67,0.0,0.0,74.12,74.12,74.12,0.0,0.0,74.59,74.59,74.59,0.0,0.0
2019-07-07,74.7,74.7,74.7,0.0,0.0,74.85,74.85,74.85,0.0,0.0,74.58,74.58,74.58,0.0,0.0,74.85,74.85,74.85,0.0,0.0
2019-07-14,74.77,74.77,74.77,0.0,0.0,74.81,74.81,74.81,0.0,0.0,74.22,74.22,74.22,0.0,0.0,74.22,74.22,74.22,0.0,0.0
2019-07-21,74.78,74.78,74.78,0.0,0.0,74.95,74.95,74.95,0.0,0.0,74.72,74.72,74.72,0.0,0.0,74.86,74.86,74.86,0.0,0.0
2019-07-28,72.87,72.87,72.87,0.0,0.0,72.89,72.89,72.89,0.0,0.0,72.14,72.14,72.14,0.0,0.0,72.51,72.51,72.51,0.0,0.0
2019-08-04,72.27,72.27,72.27,0.0,0.0,72.39,72.39,72.39,0.0,0.0,71.67,71.67,71.67,0.0,0.0,71.98,71.98,71.98,0.0,0.0
2019-08-11,70.68,70.68,70.68,0.0,0.0,71.32,71.32,71.32,0.0,0.0,70.68,70.68,70.68,0.0,0.0,71.24,71.24,71.24,0.0,0.0
2019-08-18,71.6,71.6,71.6,0.0,0.0,72.1,72.1,72.1,0.0,0.0,70.25,70.25,70.25,0.0,0.0,70.44,70.44,70.44,0.0,0.0
2019-08-25,72.47,72.47,72.47,0.0,0.0,72.47,72.47,72.47,0.0,0.0,71.87,71.87,71.87,0.0,0.0,72.13,72.13,72.13,0.0,0.0
2019-09-01,73.66,73.66,73.66,0.0,0.0,73.76,73.76,73.76,0.0,0.0,73.51,73.51,73.51,0.0,0.0,73.59,73.59,73.59,0.0,0.0
2019-09-08,74.81,74.81,74.81,0.0,0.0,74.92,74.92,74.92,0.0,0.0,74.59,74.59,74.59,0.0,0.0,74.66,74.66,74.66,0.0,0.0
2019-09-15,74.64,74.64,74.64,0.0,0.0,74.74,74.74,74.74,0.0,0.0,74.07,74.07,74.07,0.0,0.0,74.23,74.23,74.23,0.0,0.0
2019-09-22,73.97,73.97,73.97,0.0,0.0,73.98,73.98,73.98,0.0,0.0,73.1,73.1,73.1,0.0,0.0,73.4,73.4,73.4,0.0,0.0
2019-09-29,72.38,72.38,72.38,0.0,0.0,73.07,73.07,73.07,0.0,0.0,72.36,72.36,72.36,0.0,0.0,73.04,73.04,73.04,0.0,0.0
2019-10-06,73.88,73.88,73.88,0.0,0.0,74.45,74.45,74.45,0.0,0.0,73.85,73.85,73.85,0.0,0.0,73.97,73.97,73.97,0.0,0.0
2019-10-13,74.63,74.63,74.63,0.0,0.0,74.74,74.74,74.74,0.0,0.0,74.23,74.23,74.23,0.0,0.0,74.46,74.46,74.46,0.0,0.0
2019-10-20,75.03,75.03,75.03,0.0,0.0,75.53,75.53,75.53,0.0,0.0,75.02,75.02,75.02,0.0,0.0,75.41,75.41,75.41,0.0,0.0
2019-10-27,76.21,76.21,76.21,0.0,0.0,76.54,76.54,76.54,0.0,0.0,76.19,76.19,76.19,0.0,0.0,76.54,76.54,76.54,0.0,0.0
2019-11-03,76.94,76.94,76.94,0.0,0.0,77.17,77.17,77.17,0.0,0.0,76.72,76.72,76.72,0.0,0.0,77.17,77.17,77.17,0.0,0.0
2019-11-10,77.19,77.19,77.19,0.0,0.0,77.39,77.39,77.39,0.0,0.0,77.08,77.08,77.08,0.0,0.0,77.39,77.39,77.39,0.0,0.0
2019-11-17,77.15,77.15,77.15,0.0,0.0,77.19,77.19,77.19,0.0,0.0,76.87,76.87,76.87,0.0,0.0,77.08,77.08,77.08,0.0,0.0
2019-11-24,77.71,77.71,77.71,0.0,0.0,77.78,77.78,77.78,0.0,0.0,77.54,77.54,77.54,0.0,0.0,77.54,77.54,77.54,0.0,0.0
2019-12-01,77.82,77.82,77.82,0.0,0.0,77.97,77.97,77.97,0.0,0.0,77.76,77.76,77.76,0.0,0.0,77.87,77.87,77.87,0.0,0.0
2019-12-08,78.8,78.8,78.8,0.0,0.0,79.23,79.23,79.23,0.0,0.0,78.56,78.56,78.56,0.0,0.0,78.88,78.88,78.88,0.0,0.0
2019-12-15,79.01,79.01,79.01,0.0,0.0,79.08,79.08,79.08,0.0,0.0,78.87,78.87,78.87,0.0,0.0,78.87,78.87,78.87,0.0,0.0
2019-12-22,79.92,79.92,79.92,0.0,0.0,79.92,79.92,79.92,0.0,0.0,79.41,79.41,79.41,0.0,0.0,79.55,79.55,79.55,0.0,0.0
2019-12-29,79.13,79.13,79.13,0.0,0.0,79.69,79.69,79.69,0.0,0.0,79.04,79.04,79.04,0.0,0.0,79.38,79.38,79.38,0.0,0.0
2020-01-05,80.28,80.28,80.28,0.0,0.0,80.37,80.37,80.37,0.0,0.0,79.89,79.89,79.89,0.0,0.0,80.02,80.02,80.02,0.0,0.0
2020-01-12,81.34,81.34,81.34,0.0,0.0,81.39,81.39,81.39,0.0,0.0,81.14,81.14,81.14,0.0,0.0,81.31,81.31,81.31,0.0,0.0
2020-01-19,81.13,81.13,81.13,0.0,0.0,81.14,81.14,81.14,0.0,0.0,80.03,80.03,80.03,0.0,0.0,80.27,80.27,80.27,0.0,0.0
2020-01-26,79.11,79.11,79.11,0.0,0.0,79.12,79.12,79.12,0.0,0.0,77.9,77.9,77.9,0.0,0.0,78.11,78.11,78.11,0.0,0.0
2020-02-02,80.56,80.56,80.56,0.0,0.0,80.64,80.64,80.64,0.0,0.0,80.22,80.22,80.22,0.0,0.0,80.38,80.38,80.38,0.0,0.0
2020-02-09,81.51,81.51,81.51,0.0,0.0,81.52,81.52,81.52,0.0,0.0,81.14,81.14,81.14,0.0,0.0,81.44,81.44,81.44,0.0,0.0
2020-02-16,80.76,80.76,80.76,0.0,0.0,80.76,80.76,80.76,0.0,0.0,80.18,80.18,80.18,0.0,0.0,80.36,80.36,80.36,0.0,0.0
2020-02-23,70.81,70.81,70.81,0.0,0.0,72.37,72.37,72.37,0.0,0.0,70.17,70.17,70.17,0.0,0.0,72.26,72.26,72.26,0.0,0.0
2020-03-01,71.5,71.5,71.5,0.0,0.0,72.6,72.6,72.6,0.0,0.0,71.07,71.07,71.07,0.0,0.0,72.23,72.23,72.23,0.0,0.0
2020-03-08,63.29,63.29,63.29,0.0,0.0,64.84,64.84,64.84,0.0,0.0,59.85,59.85,59.85,0.0,0.0,64.02,64.02,64.02,0.0,0.0
2020-03-15,58.1,58.1,58.1,0.0,0.0,58.74,58.74,58.74,0.0,0.0,55.3,55.3,55.3,0.0,0.0,55.31,55.31,55.31,0.0,0.0
2020-03-22,61.19,61.19,61.19,0.0,0.0,62.86,62.86,62.86,0.0,0.0,60.84,60.84,60.84,0.0,0.0,61.68,61.68,61.68,0.0,0.0
2020-03-29,60.59,60.59,60.59,0.0,0.0,60.97,60.97,60.97,0.0,0.0,59.36,59.36,59.36,0.0,0.0,59.99,59.99,59.99,0.0,0.0
2020-04-05,66.17,66.17,66.17,0.0,0.0,66.93,66.93,66.93,0.0,0.0,65.72,65.72,65.72,0.0,0.0,66.25,66.25,66.25,0.0,0.0
2020-04-12,67.59,67.59,67.59,0.0,0.0,67.88,67.88,67.88,0.0,0.0,66.9,66.9,66.9,0.0,0.0,67.81,67.81,67.81,0.0,0.0
2020-04-19,66.62,66.62,66.62,0.0,0.0,67.06,67.06,67.06,0.0,0.0,66.03,66.03,66.03,0.0,0.0,66.9,66.9,66.9,0.0,0.0
2020-04-26,67.56,67.56,67.56,0.0,0.0,67.67,67.67,67.67,0.0,0.0,66.67,66.67,66.67,0.0,0.0,66.91,66.91,66.91,0.0,0.0
2020-05-03,68.94,68.94,68.94,0.0,0.0,69.34,69.34,69.34,0.0,0.0,68.73,68.73,68.73,0.0,0.0,69.26,69.26,69.26,0.0,0.0
2020-05-10,67.1,67.1,67.1,0.0,0.0,67.74,67.74,67.74,0.0,0.0,66.91,66.91,66.91,0.0,0.0,67.74,67.74,67.74,0.0,0.0
2020-05-17,69.59,69.59,69.59,0.0,0.0,69.79,69.79,69.79,0.0,0.0,69.28,69.28,69.28,0.0,0.0,69.79,69.79,69.79,0.0,0.0
2020-05-24,71.89,71.89,71.89,0.0,0.0,72.36,72.36,72.36,0.0,0.0,71.25,71.25,71.25,0.0,0.0,72.22,72.22,72.22,0.0,0.0
2020-05-31,76.17,76.17,76.17,0.0,0.0,76.95,76.95,76.95,0.0,0.0,76.17,76.17,76.17,0.0,0.0,76.45,76.45,76.45,0.0,0.0
2020-06-07,73.96,73.96,73.96,0.0,0.0,74.22,74.22,74.22,0.0,0.0,72.01,72.01,72.01,0.0,0.0,73.19,73.19,73.19,0.0,0.0
2020-06-14,75.03,75.03,75.03,0.0,0.0,75.03,75.03,75.03,0.0,0.0,73.57,73.57,73.57,0.0,0.0,73.73,73.73,73.73,0.0,0.0
2020-06-21,73.64,73.64,73.64,0.0,0.0,73.65,73.65,73.65,0.0,0.0,72.29,72.29,72.29,0.0,0.0,72.41,72.41,72.41,0.0,0.0
2020-06-28,75.26,75.26,75.26,0.0,0.0,75.63,75.63,75.63,0.0,0.0,74.82,74.82,74.82,0.0,0.0,74.96,74.96,74.96,0.0,0.0
2020-07-05,75.87,75.87,75.87,0.0,0.0,76.31,76.31,76.31,0.0,0.0,75.47,75.47,75.47,0.0,0.0,75.51,75.51,75.51,0.0,0.0
