Date,DISCBStock_Open_average,DISCBStock_Open_max,DISCBStock_Open_min,DISCBStock_Open_volatility,DISCBStock_Open_change,DISCBStock_High_average,DISCBStock_High_max,DISCBStock_High_min,DISCBStock_High_volatility,DISCBStock_High_change,DISCBStock_Low_average,DISCBStock_Low_max,DISCBStock_Low_min,DISCBStock_Low_volatility,DISCBStock_Low_change,DISCBStock_Close_average,DISCBStock_Close_max,DISCBStock_Close_min,DISCBStock_Close_volatility,DISCBStock_Close_change,DISCBStock_Volume_average,DISCBStock_Volume_max,DISCBStock_Volume_min,DISCBStock_Volume_volatility,DISCBStock_Volume_change
2018-01-14,25.475,26.1,24.85,1.25,1.25,27.05,28.0,26.1,1.8999999999999986,-1.8999999999999986,25.475,26.1,24.85,1.25,1.25,27.05,28.0,26.1,1.8999999999999986,-1.8999999999999986,892,1685,100,1585,-1585
2018-01-21,32.62,36.1,28.75,7.350000000000001,3.0,33.67,36.1,31.75,4.350000000000001,-2.25,31.25,32.5,28.75,3.75,3.0,32.794,34.0,31.75,2.25,-2.25,1085,2620,128,2492,-1673
2018-01-28,31.915,32.33,31.5,0.8299999999999983,0.8299999999999983,31.915,32.33,31.5,0.8299999999999983,0.8299999999999983,31.915,32.33,31.5,0.8299999999999983,0.8299999999999983,31.915,32.33,31.5,0.8299999999999983,0.8299999999999983,78,157,0,157,157
2018-02-04,31.75,31.75,31.75,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.75,31.75,31.75,0.0,0.0,100,100,100,0,0
2018-02-11,31.74,32.05,31.16,0.889999999999997,-0.5899999999999999,31.74,32.05,31.16,0.889999999999997,-0.5899999999999999,31.74,32.05,31.16,0.889999999999997,-0.5899999999999999,31.74,32.05,31.16,0.889999999999997,-0.5899999999999999,133,250,0,250,-83
2018-02-18,28.0,28.0,28.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,344,344,344,0,0
2018-02-25,28.65,28.65,28.65,0.0,0.0,28.65,28.65,28.65,0.0,0.0,28.65,28.65,28.65,0.0,0.0,28.65,28.65,28.65,0.0,0.0,417,417,417,0,0
2018-03-04,31.25,33.6,28.0,5.600000000000001,4.149999999999999,31.3,33.6,28.0,5.600000000000001,4.299999999999997,29.45,32.15,26.0,6.149999999999999,6.149999999999999,30.266666666666666,32.5,26.0,6.5,6.299999999999997,1288,2257,528,1729,553
2018-03-11,34.5125,35.0,33.55,1.4500000000000028,1.4500000000000028,34.5125,35.0,33.55,1.4500000000000028,1.4500000000000028,34.45,35.0,33.55,1.4500000000000028,1.4500000000000028,34.45,35.0,33.55,1.4500000000000028,1.4500000000000028,145,580,0,580,0
2018-03-18,35.22,38.0,32.35,5.649999999999999,2.75,36.67,38.0,35.0,3.0,2.75,35.22,38.0,32.35,5.649999999999999,2.75,36.42,38.0,35.0,3.0,2.75,415,838,0,838,118
2018-03-25,36.475,37.0,35.95,1.0499999999999972,1.0499999999999972,36.475,37.0,35.95,1.0499999999999972,1.0499999999999972,36.475,37.0,35.95,1.0499999999999972,1.0499999999999972,36.475,37.0,35.95,1.0499999999999972,1.0499999999999972,364,541,187,354,354
2018-04-01,42.4,48.85,34.5,14.350000000000001,-9.350000000000001,42.4,48.85,34.5,14.350000000000001,-9.350000000000001,40.56666666666667,43.85,34.5,9.350000000000001,-9.350000000000001,40.61666666666667,43.85,34.5,9.350000000000001,-9.350000000000001,761,1973,103,1870,105
2018-04-08,35.05,35.05,35.05,0.0,0.0,35.05,35.05,35.05,0.0,0.0,35.05,35.05,35.05,0.0,0.0,35.05,35.05,35.05,0.0,0.0,0,0,0,0,0
2018-04-15,45.3125,46.3,44.0,2.299999999999997,2.299999999999997,45.3125,46.3,44.0,2.299999999999997,2.299999999999997,42.635000000000005,45.35,37.6,7.75,-5.850000000000001,43.1625,45.35,38.0,7.350000000000001,-6.0,2376,5459,154,5305,2676
2018-04-22,35.95,35.95,35.95,0.0,0.0,35.95,35.95,35.95,0.0,0.0,35.95,35.95,35.95,0.0,0.0,35.95,35.95,35.95,0.0,0.0,0,0,0,0,0
2018-04-29,34.225,35.95,32.5,3.450000000000003,-3.450000000000003,34.6,35.95,33.25,2.700000000000003,-2.700000000000003,32.425,32.5,32.35,0.14999999999999858,0.14999999999999858,32.675,33.0,32.35,0.6499999999999986,0.6499999999999986,971,1137,806,331,331
2018-05-06,28.85,29.7,28.0,1.6999999999999993,-1.6999999999999993,29.375,30.75,28.0,2.75,-2.75,28.85,29.7,28.0,1.6999999999999993,-1.6999999999999993,29.375,30.75,28.0,2.75,-2.75,704,1304,105,1199,-1199
2018-05-13,27.875,28.0,27.75,0.25,0.25,27.875,28.0,27.75,0.25,0.25,27.875,28.0,27.75,0.25,0.25,27.875,28.0,27.75,0.25,0.25,129,258,0,258,258
2018-05-20,26.15,26.15,26.15,0.0,0.0,26.15,26.15,26.15,0.0,0.0,26.15,26.15,26.15,0.0,0.0,26.15,26.15,26.15,0.0,0.0,100,100,100,0,0
2018-05-27,27.1,27.1,27.1,0.0,0.0,27.7,27.7,27.7,0.0,0.0,25.5,25.5,25.5,0.0,0.0,27.7,27.7,27.7,0.0,0.0,911,911,911,0,0
2018-06-03,26.816666666666666,28.0,25.45,2.5500000000000007,-1.5500000000000007,27.39,29.17,26.0,3.1700000000000017,-1.0,26.633333333333333,27.45,25.45,2.0,-1.5500000000000007,26.816666666666666,27.45,26.0,1.4499999999999993,-1.0,464,1172,0,1172,221
2018-06-10,27.125,27.25,27.0,0.25,0.25,27.125,27.25,27.0,0.25,0.25,27.125,27.25,27.0,0.25,0.25,27.125,27.25,27.0,0.25,0.25,51,102,0,102,102
2018-06-17,28.766666666666666,30.95,27.2,3.75,3.75,32.36666666666667,38.95,27.2,11.750000000000004,3.75,28.766666666666666,30.95,27.2,3.75,3.75,29.316666666666666,30.95,27.2,3.75,3.75,762,1729,120,1609,318
2018-06-24,34.917500000000004,38.0,30.67,7.329999999999998,-5.329999999999998,35.82,39.5,30.67,8.829999999999998,-8.829999999999998,32.58,34.6,30.67,3.9299999999999997,-3.9299999999999997,33.805,39.5,30.67,8.829999999999998,-8.829999999999998,812,1659,242,1417,-1371
2018-07-01,30.1,30.1,30.1,0.0,0.0,30.1,30.1,30.1,0.0,0.0,30.1,30.1,30.1,0.0,0.0,30.1,30.1,30.1,0.0,0.0,294,294,294,0,0
2018-07-08,35.9,37.0,34.8,2.200000000000003,2.200000000000003,37.0,37.0,37.0,0.0,0.0,35.875,36.95,34.8,2.1500000000000057,2.1500000000000057,37.0,37.0,37.0,0.0,0.0,647,806,488,318,318
2018-07-15,30.75,32.0,29.5,2.5,-2.5,30.75,32.0,29.5,2.5,-2.5,30.75,32.0,29.5,2.5,-2.5,30.75,32.0,29.5,2.5,-2.5,429,598,261,337,337
2018-07-22,30.45,32.35,27.0,5.350000000000001,-0.3500000000000014,31.51666666666667,35.2,27.0,8.200000000000003,2.8500000000000014,27.416666666666668,28.05,27.0,1.0500000000000007,-0.8500000000000014,28.866666666666667,30.05,27.0,3.0500000000000007,0.5,891,1569,103,1466,568
2018-07-29,30.525,31.0,30.05,0.9499999999999993,0.9499999999999993,30.525,31.0,30.05,0.9499999999999993,0.9499999999999993,30.525,31.0,30.05,0.9499999999999993,0.9499999999999993,30.525,31.0,30.05,0.9499999999999993,0.9499999999999993,150,200,100,100,100
2018-08-05,29.7,30.0,29.4,0.6000000000000014,0.6000000000000014,30.525,31.05,30.0,1.0500000000000007,-1.0500000000000007,29.7,30.0,29.4,0.6000000000000014,0.6000000000000014,30.525,31.05,30.0,1.0500000000000007,-1.0500000000000007,201,266,136,130,-130
2018-08-12,29.25,31.0,28.25,2.75,-2.5,29.25,31.0,28.25,2.75,-2.5,29.25,31.0,28.25,2.75,-2.5,29.25,31.0,28.25,2.75,-2.5,0,0,0,0,0
2018-08-19,28.06,28.06,28.06,0.0,0.0,28.06,28.06,28.06,0.0,0.0,28.06,28.06,28.06,0.0,0.0,28.06,28.06,28.06,0.0,0.0,100,100,100,0,0
2018-08-26,31.95,31.95,31.95,0.0,0.0,31.95,31.95,31.95,0.0,0.0,31.95,31.95,31.95,0.0,0.0,31.95,31.95,31.95,0.0,0.0,0,0,0,0,0
2018-09-02,32.025,32.25,31.8,0.4499999999999993,0.4499999999999993,32.025,32.25,31.8,0.4499999999999993,0.4499999999999993,32.025,32.25,31.8,0.4499999999999993,0.4499999999999993,32.025,32.25,31.8,0.4499999999999993,0.4499999999999993,0,0,0,0,0
2018-09-09,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0,0,0,0,0,0
2018-09-16,31.65,31.65,31.65,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.65,31.65,31.65,0.0,0.0,291,291,291,0,0
2018-09-23,32.983333333333334,35.0,30.95,4.050000000000001,-2.0,33.15,35.0,30.95,4.050000000000001,-1.5,32.629999999999995,34.93,30.95,3.9800000000000004,-2.9200000000000017,33.126666666666665,34.93,30.95,3.9800000000000004,-1.4299999999999997,961,1784,0,1784,684
2018-09-30,33.84,35.0,32.68,2.3200000000000003,-2.3200000000000003,33.84,35.0,32.68,2.3200000000000003,-2.3200000000000003,33.84,35.0,32.68,2.3200000000000003,-2.3200000000000003,33.84,35.0,32.68,2.3200000000000003,-2.3200000000000003,108,217,0,217,-217
2018-10-07,32.07,32.07,32.07,0.0,0.0,32.07,32.07,32.07,0.0,0.0,32.07,32.07,32.07,0.0,0.0,32.07,32.07,32.07,0.0,0.0,0,0,0,0,0
