Date,PLOWStock_Open_average,PLOWStock_Open_max,PLOWStock_Open_min,PLOWStock_Open_volatility,PLOWStock_Open_change,PLOWStock_High_average,PLOWStock_High_max,PLOWStock_High_min,PLOWStock_High_volatility,PLOWStock_High_change,PLOWStock_Low_average,PLOWStock_Low_max,PLOWStock_Low_min,PLOWStock_Low_volatility,PLOWStock_Low_change,PLOWStock_Close_average,PLOWStock_Close_max,PLOWStock_Close_min,PLOWStock_Close_volatility,PLOWStock_Close_change,PLOWStock_Volume_average,PLOWStock_Volume_max,PLOWStock_Volume_min,PLOWStock_Volume_volatility,PLOWStock_Volume_change
2018-01-14,40.599999999999994,40.8,40.4,0.3999999999999986,-0.3999999999999986,41.1875,41.4,40.8,0.6000000000000014,0.19999999999999574,40.295,40.4,40.15,0.25,0.0,40.675,41.25,40.25,1.0,0.7999999999999972,80616,122256,44107,78149,41591
2018-01-21,41.56,42.45,40.7,1.75,1.4000000000000057,42.14,43.0,41.35,1.6499999999999986,1.4499999999999957,41.148,42.14,40.2,1.9399999999999977,1.490000000000002,41.82,42.45,40.85,1.6000000000000014,1.6000000000000014,100943,215095,29868,185227,12878
2018-01-28,41.58,42.25,41.0,1.25,-1.25,41.85,42.4,41.0,1.3999999999999986,-1.3500000000000014,41.014,41.9,39.7,2.1999999999999957,-2.1999999999999957,41.18,42.0,39.75,2.25,-2.25,77453,97847,55446,42401,32615
2018-02-04,38.11,39.35,37.05,2.3000000000000043,-1.8999999999999986,38.66,39.8,37.75,2.049999999999997,-2.049999999999997,37.086,38.0,36.2,1.7999999999999972,-1.5499999999999972,37.79,38.35,37.05,1.3000000000000043,-0.5,86247,120367,46948,73419,35666
2018-02-11,37.57,37.9,37.15,0.75,0.19999999999999574,38.02,38.35,37.75,0.6000000000000014,0.3500000000000014,37.172,37.45,37.0,0.45000000000000284,0.39000000000000057,37.67,38.0,37.55,0.45000000000000284,0.0,70546,113981,49765,64216,-41978
2018-02-18,37.4875,37.6,37.4,0.20000000000000284,0.20000000000000284,38.05,38.3,37.85,0.44999999999999574,-0.25,37.1125,37.3,36.75,0.5499999999999972,0.14999999999999858,37.4125,37.7,37.25,0.45000000000000284,0.30000000000000426,125694,303459,51322,252137,36511
2018-02-25,41.88,44.5,37.8,6.700000000000003,5.25,43.35,45.3,38.4,6.899999999999999,5.100000000000001,41.28,44.2,37.6,6.600000000000001,4.899999999999999,42.53,44.5,37.85,6.649999999999999,5.100000000000001,213144,384834,115251,269583,33449
2018-03-04,44.28,45.85,42.95,2.8999999999999986,2.8999999999999986,45.11,46.4,43.85,2.549999999999997,2.549999999999997,44.074,45.6,42.83,2.770000000000003,2.770000000000003,44.87,46.3,43.35,2.9499999999999957,2.9499999999999957,129696,181723,68616,113107,26034
2018-03-11,46.68,47.05,46.3,0.75,0.20000000000000284,47.1,47.4,46.75,0.6499999999999986,-0.3500000000000014,46.204,46.8,45.75,1.0499999999999972,0.5200000000000031,46.66,46.9,46.45,0.44999999999999574,-0.3999999999999986,99464,135422,61878,73544,18455
2018-03-18,45.44,46.3,44.25,2.049999999999997,-2.049999999999997,45.64,46.35,44.35,2.0,-1.9499999999999957,44.74,45.65,42.95,2.6999999999999957,-2.6999999999999957,44.88,45.95,43.0,2.950000000000003,-2.950000000000003,76009,82747,61647,21100,21100
2018-03-25,43.225,43.8,42.6,1.1999999999999957,-0.6999999999999957,43.5875,44.0,43.1,0.8999999999999986,0.20000000000000284,42.5875,43.1,42.3,0.8000000000000043,0.5,43.0375,43.45,42.5,0.9500000000000028,-0.10000000000000142,90559,103008,80429,22579,-4806
2018-04-01,43.26,44.55,42.2,2.3499999999999943,1.3499999999999943,43.980000000000004,45.0,42.95,2.049999999999997,1.75,42.68,43.8,42.0,1.7999999999999972,1.25,43.47,44.9,42.35,2.549999999999997,1.25,76016,109189,55153,54036,13952
2018-04-08,43.63,43.95,43.3,0.6500000000000057,-0.20000000000000284,44.076,44.25,43.7,0.5499999999999972,0.29999999999999716,43.22,43.6,42.85,0.75,0.75,43.46,43.9,42.9,1.0,0.75,52918,78130,32258,45872,-10010
2018-04-15,45.0,45.55,44.1,1.4499999999999957,1.4499999999999957,45.61,46.1,44.8,1.3000000000000043,1.0500000000000043,44.641999999999996,45.15,43.73,1.4200000000000017,1.25,45.24,45.85,44.6,1.25,0.7999999999999972,73450,146561,35495,111066,111066
2018-04-22,43.88,45.4,42.6,2.799999999999997,-2.799999999999997,43.97,45.75,42.6,3.1499999999999986,-3.1499999999999986,42.71,44.65,41.8,2.8500000000000014,-2.6999999999999957,43.17,44.65,42.5,2.1499999999999986,-2.1499999999999986,75398,122485,35570,86915,-44729
2018-04-29,41.58,42.65,41.05,1.6000000000000014,-1.6000000000000014,42.07,42.75,41.7,1.0499999999999972,-0.45000000000000284,41.03,41.7,40.55,1.1500000000000057,-0.8000000000000043,41.55,41.9,41.25,0.6499999999999986,0.14999999999999858,103316,246328,58372,187956,187956
2018-05-06,43.7,44.65,42.1,2.549999999999997,2.1499999999999986,44.43,45.05,42.95,2.0999999999999943,2.0999999999999943,43.160000000000004,44.25,41.5,2.75,2.200000000000003,44.07,44.6,42.6,2.0,2.0,84025,145294,60602,84692,-17348
2018-05-13,44.33,44.8,43.6,1.1999999999999957,-0.09999999999999432,44.98,46.25,44.1,2.1499999999999986,1.2999999999999972,43.94,44.25,43.6,0.6499999999999986,0.45000000000000284,44.55,46.05,43.75,2.299999999999997,2.299999999999997,68562,98693,40242,58451,52354
2018-05-20,46.13,46.7,45.7,1.0,-0.14999999999999858,46.734,47.35,46.15,1.2000000000000028,-0.5500000000000043,45.746,46.25,45.33,0.9200000000000017,-0.7000000000000028,46.13,46.65,45.7,0.9499999999999957,-0.6000000000000014,66281,117427,43812,73615,-73615
2018-05-27,46.4,47.15,45.7,1.4499999999999957,0.5999999999999943,47.0875,47.55,46.3,1.25,1.0,46.03,46.4,45.52,0.8799999999999955,0.779999999999994,46.6125,47.25,46.05,1.2000000000000028,0.9499999999999957,73715,89161,49948,39213,-33226
2018-06-03,47.4,47.95,46.9,1.0500000000000043,-0.30000000000000426,47.692,48.1,47.17,0.9299999999999997,-0.28000000000000114,46.910000000000004,47.45,46.45,1.0,-0.14999999999999858,47.23,47.85,46.45,1.3999999999999986,-0.8499999999999943,57421,79477,41111,38366,-24562
