Date,Direxion Daily Junior Gold Miners Bear 3X SharesEtf_Open_average,Direxion Daily Junior Gold Miners Bear 3X SharesEtf_Open_max,Direxion Daily Junior Gold Miners Bear 3X SharesEtf_Open_min,Direxion Daily Junior Gold Miners Bear 3X SharesEtf_Open_volatility,Direxion Daily Junior Gold Miners Bear 3X SharesEtf_Open_change,Direxion Daily Junior Gold Miners Bear 3X SharesEtf_High_average,Direxion Daily Junior Gold Miners Bear 3X SharesEtf_High_max,Direxion Daily Junior Gold Miners Bear 3X SharesEtf_High_min,Direxion Daily Junior Gold Miners Bear 3X SharesEtf_High_volatility,Direxion Daily Junior Gold Miners Bear 3X SharesEtf_High_change,Direxion Daily Junior Gold Miners Bear 3X SharesEtf_Low_average,Direxion Daily Junior Gold Miners Bear 3X SharesEtf_Low_max,Direxion Daily Junior Gold Miners Bear 3X SharesEtf_Low_min,Direxion Daily Junior Gold Miners Bear 3X SharesEtf_Low_volatility,Direxion Daily Junior Gold Miners Bear 3X SharesEtf_Low_change,Direxion Daily Junior Gold Miners Bear 3X SharesEtf_Close_average,Direxion Daily Junior Gold Miners Bear 3X SharesEtf_Close_max,Direxion Daily Junior Gold Miners Bear 3X SharesEtf_Close_min,Direxion Daily Junior Gold Miners Bear 3X SharesEtf_Close_volatility,Direxion Daily Junior Gold Miners Bear 3X SharesEtf_Close_change
2018-01-14,1216.75,1216.75,1216.75,0.0,0.0,1228.75,1228.75,1228.75,0.0,0.0,1192.75,1192.75,1192.75,0.0,0.0,1228.0,1228.0,1228.0,0.0,0.0
2018-01-21,1174.0,1174.0,1174.0,0.0,0.0,1194.25,1194.25,1194.25,0.0,0.0,1142.0,1142.0,1142.0,0.0,0.0,1176.25,1176.25,1176.25,0.0,0.0
2018-01-28,1355.5,1355.5,1355.5,0.0,0.0,1462.0,1462.0,1462.0,0.0,0.0,1355.0,1355.0,1355.0,0.0,0.0,1444.5,1444.5,1444.5,0.0,0.0
2018-02-04,1569.25,1569.25,1569.25,0.0,0.0,1790.5,1790.5,1790.5,0.0,0.0,1568.62,1568.62,1568.62,0.0,0.0,1683.5,1683.5,1683.5,0.0,0.0
2018-02-11,1294.25,1294.25,1294.25,0.0,0.0,1411.25,1411.25,1411.25,0.0,0.0,1273.0,1273.0,1273.0,0.0,0.0,1365.75,1365.75,1365.75,0.0,0.0
2018-02-18,1476.0,1476.0,1476.0,0.0,0.0,1500.0,1500.0,1500.0,0.0,0.0,1418.0,1418.0,1418.0,0.0,0.0,1437.25,1437.25,1437.25,0.0,0.0
2018-02-25,1387.25,1387.25,1387.25,0.0,0.0,1459.47,1459.47,1459.47,0.0,0.0,1371.25,1371.25,1371.25,0.0,0.0,1452.75,1452.75,1452.75,0.0,0.0
2018-03-04,1465.0,1465.0,1465.0,0.0,0.0,1472.08,1472.08,1472.08,0.0,0.0,1392.0,1392.0,1392.0,0.0,0.0,1447.5,1447.5,1447.5,0.0,0.0
2018-03-11,1475.0,1475.0,1475.0,0.0,0.0,1523.25,1523.25,1523.25,0.0,0.0,1468.75,1468.75,1468.75,0.0,0.0,1490.5,1490.5,1490.5,0.0,0.0
2018-03-18,1298.0,1298.0,1298.0,0.0,0.0,1316.25,1316.25,1316.25,0.0,0.0,1249.25,1249.25,1249.25,0.0,0.0,1295.75,1295.75,1295.75,0.0,0.0
2018-03-25,1431.25,1431.25,1431.25,0.0,0.0,1431.75,1431.75,1431.75,0.0,0.0,1353.0,1353.0,1353.0,0.0,0.0,1365.75,1365.75,1365.75,0.0,0.0
2018-04-01,1335.25,1335.25,1335.25,0.0,0.0,1360.0,1360.0,1360.0,0.0,0.0,1324.75,1324.75,1324.75,0.0,0.0,1336.0,1336.0,1336.0,0.0,0.0
2018-04-08,1233.0,1233.0,1233.0,0.0,0.0,1234.25,1234.25,1234.25,0.0,0.0,1176.0,1176.0,1176.0,0.0,0.0,1198.75,1198.75,1198.75,0.0,0.0
2018-04-15,1179.0,1179.0,1179.0,0.0,0.0,1209.75,1209.75,1209.75,0.0,0.0,1177.5,1177.5,1177.5,0.0,0.0,1194.5,1194.5,1194.5,0.0,0.0
2018-04-22,1232.75,1232.75,1232.75,0.0,0.0,1261.5,1261.5,1261.5,0.0,0.0,1232.75,1232.75,1232.75,0.0,0.0,1242.5,1242.5,1242.5,0.0,0.0
2018-04-29,1209.75,1209.75,1209.75,0.0,0.0,1226.0,1226.0,1226.0,0.0,0.0,1177.53,1177.53,1177.53,0.0,0.0,1185.0,1185.0,1185.0,0.0,0.0
2018-05-06,1115.25,1115.25,1115.25,0.0,0.0,1163.25,1163.25,1163.25,0.0,0.0,1111.25,1111.25,1111.25,0.0,0.0,1149.5,1149.5,1149.5,0.0,0.0
2018-05-13,1279.0,1279.0,1279.0,0.0,0.0,1287.75,1287.75,1287.75,0.0,0.0,1232.75,1232.75,1232.75,0.0,0.0,1255.5,1255.5,1255.5,0.0,0.0
2018-05-20,1208.75,1208.75,1208.75,0.0,0.0,1256.5,1256.5,1256.5,0.0,0.0,1208.75,1208.75,1208.75,0.0,0.0,1246.5,1246.5,1246.5,0.0,0.0
2018-05-27,1266.5,1266.5,1266.5,0.0,0.0,1289.25,1289.25,1289.25,0.0,0.0,1239.5,1239.5,1239.5,0.0,0.0,1260.0,1260.0,1260.0,0.0,0.0
2018-06-03,1248.25,1248.25,1248.25,0.0,0.0,1265.25,1265.25,1265.25,0.0,0.0,1246.5,1246.5,1246.5,0.0,0.0,1263.25,1263.25,1263.25,0.0,0.0
2018-06-10,1250.0,1250.0,1250.0,0.0,0.0,1283.25,1283.25,1283.25,0.0,0.0,1250.0,1250.0,1250.0,0.0,0.0,1264.25,1264.25,1264.25,0.0,0.0
2018-06-17,1295.25,1295.25,1295.25,0.0,0.0,1295.25,1295.25,1295.25,0.0,0.0,1255.25,1255.25,1255.25,0.0,0.0,1261.0,1261.0,1261.0,0.0,0.0
2018-06-24,1314.75,1314.75,1314.75,0.0,0.0,1314.75,1314.75,1314.75,0.0,0.0,1253.25,1253.25,1253.25,0.0,0.0,1270.0,1270.0,1270.0,0.0,0.0
2018-07-01,1193.5,1193.5,1193.5,0.0,0.0,1197.25,1197.25,1197.25,0.0,0.0,1160.0,1160.0,1160.0,0.0,0.0,1178.25,1178.25,1178.25,0.0,0.0
2018-07-08,1275.75,1275.75,1275.75,0.0,0.0,1282.25,1282.25,1282.25,0.0,0.0,1256.25,1256.25,1256.25,0.0,0.0,1277.0,1277.0,1277.0,0.0,0.0
2018-07-15,1333.0,1333.0,1333.0,0.0,0.0,1347.5,1347.5,1347.5,0.0,0.0,1312.24,1312.24,1312.24,0.0,0.0,1333.75,1333.75,1333.75,0.0,0.0
2018-07-22,1343.25,1343.25,1343.25,0.0,0.0,1359.11,1359.11,1359.11,0.0,0.0,1322.75,1322.75,1322.75,0.0,0.0,1352.0,1352.0,1352.0,0.0,0.0
2018-07-29,1409.0,1409.0,1409.0,0.0,0.0,1426.49,1426.49,1426.49,0.0,0.0,1356.0,1356.0,1356.0,0.0,0.0,1410.25,1410.25,1410.25,0.0,0.0
2018-08-05,1512.0,1512.0,1512.0,0.0,0.0,1539.5,1539.5,1539.5,0.0,0.0,1475.5,1475.5,1475.5,0.0,0.0,1531.5,1531.5,1531.5,0.0,0.0
2018-08-12,2163.75,2163.75,2163.75,0.0,0.0,2187.5,2187.5,2187.5,0.0,0.0,1991.75,1991.75,1991.75,0.0,0.0,2049.43,2049.43,2049.43,0.0,0.0
2018-08-19,2008.25,2008.25,2008.25,0.0,0.0,2022.0,2022.0,2022.0,0.0,0.0,1781.25,1781.25,1781.25,0.0,0.0,1855.75,1855.75,1855.75,0.0,0.0
2018-08-26,1962.5,1962.5,1962.5,0.0,0.0,1983.0,1983.0,1983.0,0.0,0.0,1886.81,1886.81,1886.81,0.0,0.0,1968.75,1968.75,1968.75,0.0,0.0
2018-09-02,2171.25,2171.25,2171.25,0.0,0.0,2231.16,2231.16,2231.16,0.0,0.0,2081.25,2081.25,2081.25,0.0,0.0,2137.0,2137.0,2137.0,0.0,0.0
2018-09-09,2064.25,2064.25,2064.25,0.0,0.0,2146.04,2146.04,2146.04,0.0,0.0,2036.75,2036.75,2036.75,0.0,0.0,2131.5,2131.5,2131.5,0.0,0.0
2018-09-16,1849.75,1849.75,1849.75,0.0,0.0,1874.75,1874.75,1874.75,0.0,0.0,1776.64,1776.64,1776.64,0.0,0.0,1820.0,1820.0,1820.0,0.0,0.0
2018-09-23,2026.5,2026.5,2026.5,0.0,0.0,2035.16,2035.16,2035.16,0.0,0.0,1908.0,1908.0,1908.0,0.0,0.0,1966.5,1966.5,1966.5,0.0,0.0
2018-09-30,1852.5,1852.5,1852.5,0.0,0.0,1912.5,1912.5,1912.5,0.0,0.0,1813.2,1813.2,1813.2,0.0,0.0,1903.75,1903.75,1903.75,0.0,0.0
2018-10-07,1561.25,1561.25,1561.25,0.0,0.0,1657.5,1657.5,1657.5,0.0,0.0,1525.25,1525.25,1525.25,0.0,0.0,1555.25,1555.25,1555.25,0.0,0.0
2018-10-14,1495.5,1495.5,1495.5,0.0,0.0,1525.5,1525.5,1525.5,0.0,0.0,1466.5,1466.5,1466.5,0.0,0.0,1504.5,1504.5,1504.5,0.0,0.0
2018-10-21,1650.0,1650.0,1650.0,0.0,0.0,1723.75,1723.75,1723.75,0.0,0.0,1572.25,1572.25,1572.25,0.0,0.0,1719.75,1719.75,1719.75,0.0,0.0
2018-10-28,1745.0,1745.0,1745.0,0.0,0.0,1766.69,1766.69,1766.69,0.0,0.0,1689.0,1689.0,1689.0,0.0,0.0,1735.0,1735.0,1735.0,0.0,0.0
2018-11-04,1903.75,1903.75,1903.75,0.0,0.0,1950.0,1950.0,1950.0,0.0,0.0,1884.66,1884.66,1884.66,0.0,0.0,1914.25,1914.25,1914.25,0.0,0.0
2018-11-11,1825.0,1825.0,1825.0,0.0,0.0,1853.5,1853.5,1853.5,0.0,0.0,1790.25,1790.25,1790.25,0.0,0.0,1835.0,1835.0,1835.0,0.0,0.0
2018-11-18,1758.25,1758.25,1758.25,0.0,0.0,1867.25,1867.25,1867.25,0.0,0.0,1738.28,1738.28,1738.28,0.0,0.0,1857.5,1857.5,1857.5,0.0,0.0
2018-11-25,1965.0,1965.0,1965.0,0.0,0.0,2037.5,2037.5,2037.5,0.0,0.0,1930.5,1930.5,1930.5,0.0,0.0,1980.25,1980.25,1980.25,0.0,0.0
2018-12-02,1841.5,1841.5,1841.5,0.0,0.0,1841.5,1841.5,1841.5,0.0,0.0,1647.75,1647.75,1647.75,0.0,0.0,1687.75,1687.75,1687.75,0.0,0.0
2018-12-09,1719.75,1719.75,1719.75,0.0,0.0,1762.25,1762.25,1762.25,0.0,0.0,1680.75,1680.75,1680.75,0.0,0.0,1730.25,1730.25,1730.25,0.0,0.0
2018-12-16,1449.75,1449.75,1449.75,0.0,0.0,1528.25,1528.25,1528.25,0.0,0.0,1415.0,1415.0,1415.0,0.0,0.0,1460.0,1460.0,1460.0,0.0,0.0
2018-12-23,1336.75,1336.75,1336.75,0.0,0.0,1369.25,1369.25,1369.25,0.0,0.0,1307.0,1307.0,1307.0,0.0,0.0,1358.25,1358.25,1358.25,0.0,0.0
2018-12-30,1168.0,1168.0,1168.0,0.0,0.0,1177.11,1177.11,1177.11,0.0,0.0,1115.25,1115.25,1115.25,0.0,0.0,1127.25,1127.25,1127.25,0.0,0.0
2019-01-06,1168.75,1168.75,1168.75,0.0,0.0,1194.5,1194.5,1194.5,0.0,0.0,1150.0,1150.0,1150.0,0.0,0.0,1184.0,1184.0,1184.0,0.0,0.0
2019-01-13,1275.75,1275.75,1275.75,0.0,0.0,1361.99,1361.99,1361.99,0.0,0.0,1269.4,1269.4,1269.4,0.0,0.0,1350.0,1350.0,1350.0,0.0,0.0
2019-01-20,1262.75,1262.75,1262.75,0.0,0.0,1263.23,1263.23,1263.23,0.0,0.0,1170.0,1170.0,1170.0,0.0,0.0,1175.75,1175.75,1175.75,0.0,0.0
2019-01-27,961.75,961.75,961.75,0.0,0.0,996.5,996.5,996.5,0.0,0.0,942.25,942.25,942.25,0.0,0.0,949.5,949.5,949.5,0.0,0.0
2019-02-03,1039.25,1039.25,1039.25,0.0,0.0,1041.0,1041.0,1041.0,0.0,0.0,977.75,977.75,977.75,0.0,0.0,988.5,988.5,988.5,0.0,0.0
2019-02-10,970.75,970.75,970.75,0.0,0.0,1003.75,1003.75,1003.75,0.0,0.0,932.0,932.0,932.0,0.0,0.0,932.0,932.0,932.0,0.0,0.0
2019-02-17,850.0,850.0,850.0,0.0,0.0,854.23,854.23,854.23,0.0,0.0,810.0,810.0,810.0,0.0,0.0,848.5,848.5,848.5,0.0,0.0
2019-02-24,985.0,985.0,985.0,0.0,0.0,1051.75,1051.75,1051.75,0.0,0.0,952.0,952.0,952.0,0.0,0.0,1046.5,1046.5,1046.5,0.0,0.0
2019-03-03,1009.75,1009.75,1009.75,0.0,0.0,1040.75,1040.75,1040.75,0.0,0.0,940.75,940.75,940.75,0.0,0.0,954.75,954.75,954.75,0.0,0.0
2019-03-10,942.5,942.5,942.5,0.0,0.0,973.73,973.73,973.73,0.0,0.0,919.25,919.25,919.25,0.0,0.0,948.25,948.25,948.25,0.0,0.0
2019-03-17,900.0,900.0,900.0,0.0,0.0,915.5,915.5,915.5,0.0,0.0,871.52,871.52,871.52,0.0,0.0,900.75,900.75,900.75,0.0,0.0
2019-03-24,946.0,946.0,946.0,0.0,0.0,981.0,981.0,981.0,0.0,0.0,941.5,941.5,941.5,0.0,0.0,980.25,980.25,980.25,0.0,0.0
2019-03-31,980.75,980.75,980.75,0.0,0.0,1005.75,1005.75,1005.75,0.0,0.0,968.75,968.75,968.75,0.0,0.0,970.5,970.5,970.5,0.0,0.0
2019-04-07,1006.25,1006.25,1006.25,0.0,0.0,1028.1,1028.1,1028.1,0.0,0.0,988.75,988.75,988.75,0.0,0.0,1025.5,1025.5,1025.5,0.0,0.0
2019-04-14,1133.25,1133.25,1133.25,0.0,0.0,1206.0,1206.0,1206.0,0.0,0.0,1113.25,1113.25,1113.25,0.0,0.0,1191.5,1191.5,1191.5,0.0,0.0
2019-04-21,1189.25,1189.25,1189.25,0.0,0.0,1194.5,1194.5,1194.5,0.0,0.0,1102.5,1102.5,1102.5,0.0,0.0,1124.75,1124.75,1124.75,0.0,0.0
2019-04-28,1320.0,1320.0,1320.0,0.0,0.0,1336.39,1336.39,1336.39,0.0,0.0,1260.25,1260.25,1260.25,0.0,0.0,1323.0,1323.0,1323.0,0.0,0.0
2019-05-05,1280.5,1280.5,1280.5,0.0,0.0,1328.5,1328.5,1328.5,0.0,0.0,1272.38,1272.38,1272.38,0.0,0.0,1321.25,1321.25,1321.25,0.0,0.0
2019-05-12,1307.5,1307.5,1307.5,0.0,0.0,1329.75,1329.75,1329.75,0.0,0.0,1261.5,1261.5,1261.5,0.0,0.0,1271.0,1271.0,1271.0,0.0,0.0
2019-05-19,1356.25,1356.25,1356.25,0.0,0.0,1371.75,1371.75,1371.75,0.0,0.0,1329.75,1329.75,1329.75,0.0,0.0,1340.0,1340.0,1340.0,0.0,0.0
2019-05-26,1241.0,1241.0,1241.0,0.0,0.0,1242.75,1242.75,1242.75,0.0,0.0,1132.25,1132.25,1132.25,0.0,0.0,1149.75,1149.75,1149.75,0.0,0.0
2019-06-02,950.0,950.0,950.0,0.0,0.0,1002.5,1002.5,1002.5,0.0,0.0,938.0,938.0,938.0,0.0,0.0,989.75,989.75,989.75,0.0,0.0
2019-06-09,892.75,892.75,892.75,0.0,0.0,959.15,959.15,959.15,0.0,0.0,864.5,864.5,864.5,0.0,0.0,931.5,931.5,931.5,0.0,0.0
