Date,ProShares Ultra Bloomberg Crude OilEtf_Open_average,ProShares Ultra Bloomberg Crude OilEtf_Open_max,ProShares Ultra Bloomberg Crude OilEtf_Open_min,ProShares Ultra Bloomberg Crude OilEtf_Open_volatility,ProShares Ultra Bloomberg Crude OilEtf_Open_change,ProShares Ultra Bloomberg Crude OilEtf_High_average,ProShares Ultra Bloomberg Crude OilEtf_High_max,ProShares Ultra Bloomberg Crude OilEtf_High_min,ProShares Ultra Bloomberg Crude OilEtf_High_volatility,ProShares Ultra Bloomberg Crude OilEtf_High_change,ProShares Ultra Bloomberg Crude OilEtf_Low_average,ProShares Ultra Bloomberg Crude OilEtf_Low_max,ProShares Ultra Bloomberg Crude OilEtf_Low_min,ProShares Ultra Bloomberg Crude OilEtf_Low_volatility,ProShares Ultra Bloomberg Crude OilEtf_Low_change,ProShares Ultra Bloomberg Crude OilEtf_Close_average,ProShares Ultra Bloomberg Crude OilEtf_Close_max,ProShares Ultra Bloomberg Crude OilEtf_Close_min,ProShares Ultra Bloomberg Crude OilEtf_Close_volatility,ProShares Ultra Bloomberg Crude OilEtf_Close_change
2018-07-08,785.5,785.5,785.5,0.0,0.0,811.5,811.5,811.5,0.0,0.0,782.5,782.5,782.5,0.0,0.0,789.75,789.75,789.75,0.0,0.0
2018-07-15,758.0,758.0,758.0,0.0,0.0,761.75,761.75,761.75,0.0,0.0,745.5,745.5,745.5,0.0,0.0,753.25,753.25,753.25,0.0,0.0
2018-07-22,785.5,785.5,785.5,0.0,0.0,791.25,791.25,791.25,0.0,0.0,757.25,757.25,757.25,0.0,0.0,771.25,771.25,771.25,0.0,0.0
2018-07-29,768.5,768.5,768.5,0.0,0.0,773.0,773.0,773.0,0.0,0.0,747.75,747.75,747.75,0.0,0.0,764.0,764.0,764.0,0.0,0.0
2018-08-05,735.5,735.5,735.5,0.0,0.0,747.13,747.13,747.13,0.0,0.0,734.25,734.25,734.25,0.0,0.0,742.75,742.75,742.75,0.0,0.0
2018-08-12,716.5,716.5,716.5,0.0,0.0,717.34,717.34,717.34,0.0,0.0,695.75,695.75,695.75,0.0,0.0,704.25,704.25,704.25,0.0,0.0
2018-08-19,787.75,787.75,787.75,0.0,0.0,794.25,794.25,794.25,0.0,0.0,770.25,770.25,770.25,0.0,0.0,777.5,777.5,777.5,0.0,0.0
2018-08-26,809.75,809.75,809.75,0.0,0.0,814.75,814.75,814.75,0.0,0.0,801.0,801.0,801.0,0.0,0.0,806.75,806.75,806.75,0.0,0.0
2018-09-02,748.0,748.0,748.0,0.0,0.0,765.75,765.75,765.75,0.0,0.0,742.5,742.5,742.5,0.0,0.0,764.75,764.75,764.75,0.0,0.0
2018-09-09,784.5,784.5,784.5,0.0,0.0,809.75,809.75,809.75,0.0,0.0,766.5,766.5,766.5,0.0,0.0,787.75,787.75,787.75,0.0,0.0
2018-09-16,840.75,840.75,840.75,0.0,0.0,858.75,858.75,858.75,0.0,0.0,816.5,816.5,816.5,0.0,0.0,836.5,836.5,836.5,0.0,0.0
2018-09-23,868.5,868.5,868.5,0.0,0.0,905.0,905.0,905.0,0.0,0.0,867.0,867.0,867.0,0.0,0.0,899.0,899.0,899.0,0.0,0.0
2018-09-30,921.5,921.5,921.5,0.0,0.0,940.5,940.5,940.5,0.0,0.0,907.75,907.75,907.75,0.0,0.0,919.75,919.75,919.75,0.0,0.0
2018-10-07,852.0,852.0,852.0,0.0,0.0,853.75,853.75,853.75,0.0,0.0,827.04,827.04,827.04,0.0,0.0,849.0,849.0,849.0,0.0,0.0
2018-10-14,806.0,806.0,806.0,0.0,0.0,817.75,817.75,817.75,0.0,0.0,799.5,799.5,799.5,0.0,0.0,809.25,809.25,809.25,0.0,0.0
2018-10-21,744.0,744.0,744.0,0.0,0.0,770.75,770.75,770.75,0.0,0.0,737.75,737.75,737.75,0.0,0.0,767.25,767.25,767.25,0.0,0.0
2018-10-28,670.5,670.5,670.5,0.0,0.0,680.25,680.25,680.25,0.0,0.0,656.75,656.75,656.75,0.0,0.0,660.75,660.75,660.75,0.0,0.0
2018-11-04,595.0,595.0,595.0,0.0,0.0,614.0,614.0,614.0,0.0,0.0,589.05,589.05,589.05,0.0,0.0,601.0,601.0,601.0,0.0,0.0
2018-11-11,550.25,550.25,550.25,0.0,0.0,559.75,559.75,559.75,0.0,0.0,521.5,521.5,521.5,0.0,0.0,538.75,538.75,538.75,0.0,0.0
2018-11-18,433.5,433.5,433.5,0.0,0.0,438.5,438.5,438.5,0.0,0.0,419.0,419.0,419.0,0.0,0.0,431.75,431.75,431.75,0.0,0.0
2018-11-25,411.75,411.75,411.75,0.0,0.0,435.25,435.25,435.25,0.0,0.0,402.5,402.5,402.5,0.0,0.0,420.0,420.0,420.0,0.0,0.0
2018-12-02,468.0,468.0,468.0,0.0,0.0,477.25,477.25,477.25,0.0,0.0,445.5,445.5,445.5,0.0,0.0,448.0,448.0,448.0,0.0,0.0
2018-12-09,446.0,446.0,446.0,0.0,0.0,446.25,446.25,446.25,0.0,0.0,422.0,422.0,422.0,0.0,0.0,426.25,426.25,426.25,0.0,0.0
2018-12-16,334.0,334.0,334.0,0.0,0.0,343.75,343.75,343.75,0.0,0.0,327.75,327.75,327.75,0.0,0.0,331.0,331.0,331.0,0.0,0.0
2018-12-23,322.75,322.75,322.75,0.0,0.0,330.0,330.0,330.0,0.0,0.0,312.52,312.52,312.52,0.0,0.0,322.25,322.25,322.25,0.0,0.0
2018-12-30,366.75,366.75,366.75,0.0,0.0,382.0,382.0,382.0,0.0,0.0,358.99,358.99,358.99,0.0,0.0,367.25,367.25,367.25,0.0,0.0
2019-01-06,425.0,425.0,425.0,0.0,0.0,431.5,431.5,431.5,0.0,0.0,412.25,412.25,412.25,0.0,0.0,420.25,420.25,420.25,0.0,0.0
2019-01-13,435.5,435.5,435.5,0.0,0.0,454.58,454.58,454.58,0.0,0.0,429.75,429.75,429.75,0.0,0.0,451.25,451.25,451.25,0.0,0.0
2019-01-20,442.0,442.0,442.0,0.0,0.0,449.0,449.0,449.0,0.0,0.0,437.75,437.75,437.75,0.0,0.0,444.75,444.75,444.75,0.0,0.0
2019-01-27,455.0,455.0,455.0,0.0,0.0,478.75,478.75,478.75,0.0,0.0,455.0,455.0,455.0,0.0,0.0,473.75,473.75,473.75,0.0,0.0
2019-02-03,432.25,432.25,432.25,0.0,0.0,433.5,433.5,433.5,0.0,0.0,421.0,421.0,421.0,0.0,0.0,429.5,429.5,429.5,0.0,0.0
2019-02-10,471.5,471.5,471.5,0.0,0.0,481.0,481.0,481.0,0.0,0.0,468.75,468.75,468.75,0.0,0.0,480.0,480.0,480.0,0.0,0.0
2019-02-17,501.25,501.25,501.25,0.0,0.0,506.0,506.0,506.0,0.0,0.0,496.25,496.25,496.25,0.0,0.0,496.75,496.75,496.75,0.0,0.0
2019-02-24,494.5,494.5,494.5,0.0,0.0,500.75,500.75,500.75,0.0,0.0,467.0,467.0,467.0,0.0,0.0,470.75,470.75,470.75,0.0,0.0
2019-03-03,457.25,457.25,457.25,0.0,0.0,476.25,476.25,476.25,0.0,0.0,448.25,448.25,448.25,0.0,0.0,475.0,475.0,475.0,0.0,0.0
2019-03-10,504.5,504.5,504.5,0.0,0.0,516.83,516.83,516.83,0.0,0.0,502.25,502.25,502.25,0.0,0.0,513.75,513.75,513.75,0.0,0.0
2019-03-17,522.75,522.75,522.75,0.0,0.0,522.75,522.75,522.75,0.0,0.0,505.25,505.25,505.25,0.0,0.0,516.5,516.5,516.5,0.0,0.0
2019-03-24,542.75,542.75,542.75,0.0,0.0,543.25,543.25,543.25,0.0,0.0,531.0,531.0,531.0,0.0,0.0,538.25,538.25,538.25,0.0,0.0
2019-03-31,580.25,580.25,580.25,0.0,0.0,595.75,595.75,595.75,0.0,0.0,578.5,578.5,578.5,0.0,0.0,595.0,595.0,595.0,0.0,0.0
2019-04-07,614.5,614.5,614.5,0.0,0.0,616.75,616.75,616.75,0.0,0.0,607.25,607.25,607.25,0.0,0.0,609.0,609.0,609.0,0.0,0.0
2019-04-14,608.5,608.5,608.5,0.0,0.0,611.25,611.25,611.25,0.0,0.0,602.0,602.0,602.0,0.0,0.0,610.5,610.5,610.5,0.0,0.0
2019-04-21,614.75,614.75,614.75,0.0,0.0,614.75,614.75,614.75,0.0,0.0,575.75,575.75,575.75,0.0,0.0,588.0,588.0,588.0,0.0,0.0
2019-04-28,568.5,568.5,568.5,0.0,0.0,580.25,580.25,580.25,0.0,0.0,566.36,566.36,566.36,0.0,0.0,567.75,567.75,567.75,0.0,0.0
2019-05-05,562.0,562.0,562.0,0.0,0.0,573.0,573.0,573.0,0.0,0.0,560.75,560.75,560.75,0.0,0.0,565.0,565.0,565.0,0.0,0.0
2019-05-12,593.75,593.75,593.75,0.0,0.0,601.75,601.75,601.75,0.0,0.0,582.25,582.25,582.25,0.0,0.0,585.75,585.75,585.75,0.0,0.0
2019-05-19,509.0,509.0,509.0,0.0,0.0,510.38,510.38,510.38,0.0,0.0,487.75,487.75,487.75,0.0,0.0,510.25,510.25,510.25,0.0,0.0
2019-05-26,445.5,445.5,445.5,0.0,0.0,452.33,452.33,452.33,0.0,0.0,413.25,413.25,413.25,0.0,0.0,416.75,416.75,416.75,0.0,0.0
2019-06-02,407.0,407.0,407.0,0.0,0.0,431.5,431.5,431.5,0.0,0.0,406.25,406.25,406.25,0.0,0.0,426.75,426.75,426.75,0.0,0.0
2019-06-09,402.5,402.5,402.5,0.0,0.0,411.25,411.25,411.25,0.0,0.0,398.0,398.0,398.0,0.0,0.0,403.75,403.75,403.75,0.0,0.0
2019-06-16,469.75,469.75,469.75,0.0,0.0,479.0,479.0,479.0,0.0,0.0,469.25,469.25,469.25,0.0,0.0,477.5,477.5,477.5,0.0,0.0
2019-06-23,506.75,506.75,506.75,0.0,0.0,508.25,508.25,508.25,0.0,0.0,478.75,478.75,478.75,0.0,0.0,483.0,483.0,483.0,0.0,0.0
2019-06-30,467.5,467.5,467.5,0.0,0.0,477.5,477.5,477.5,0.0,0.0,465.0,465.0,465.0,0.0,0.0,475.25,475.25,475.25,0.0,0.0
2019-07-07,518.75,518.75,518.75,0.0,0.0,525.0,525.0,525.0,0.0,0.0,513.75,513.75,513.75,0.0,0.0,519.5,519.5,519.5,0.0,0.0
2019-07-14,443.0,443.0,443.0,0.0,0.0,452.0,452.0,452.0,0.0,0.0,432.5,432.5,432.5,0.0,0.0,449.5,449.5,449.5,0.0,0.0
2019-07-21,448.0,448.0,448.0,0.0,0.0,453.25,453.25,453.25,0.0,0.0,441.25,441.25,441.25,0.0,0.0,449.0,449.0,449.0,0.0,0.0
2019-07-28,440.0,440.0,440.0,0.0,0.0,440.75,440.75,440.75,0.0,0.0,429.63,429.63,429.63,0.0,0.0,430.5,430.5,430.5,0.0,0.0
2019-08-04,410.5,410.5,410.5,0.0,0.0,421.25,421.25,421.25,0.0,0.0,408.75,408.75,408.75,0.0,0.0,413.25,413.25,413.25,0.0,0.0
2019-08-11,417.75,417.75,417.75,0.0,0.0,422.25,422.25,422.25,0.0,0.0,410.75,410.75,410.75,0.0,0.0,418.75,418.75,418.75,0.0,0.0
2019-08-18,408.75,408.75,408.75,0.0,0.0,421.25,421.25,421.25,0.0,0.0,398.25,398.25,398.25,0.0,0.0,407.75,407.75,407.75,0.0,0.0
2019-08-25,446.0,446.0,446.0,0.0,0.0,446.75,446.75,446.75,0.0,0.0,416.25,416.25,416.25,0.0,0.0,424.0,424.0,424.0,0.0,0.0
2019-09-01,424.75,424.75,424.75,0.0,0.0,454.25,454.25,454.25,0.0,0.0,421.25,421.25,421.25,0.0,0.0,448.25,448.25,448.25,0.0,0.0
2019-09-08,427.5,427.5,427.5,0.0,0.0,429.25,429.25,429.25,0.0,0.0,418.96,418.96,418.96,0.0,0.0,422.75,422.75,422.75,0.0,0.0
2019-09-15,473.75,473.75,473.75,0.0,0.0,480.0,480.0,480.0,0.0,0.0,462.25,462.25,462.25,0.0,0.0,470.5,470.5,470.5,0.0,0.0
2019-09-22,423.5,423.5,423.5,0.0,0.0,443.01,443.01,443.01,0.0,0.0,421.75,421.75,421.75,0.0,0.0,430.0,430.0,430.0,0.0,0.0
2019-09-29,386.25,386.25,386.25,0.0,0.0,390.83,390.83,390.83,0.0,0.0,372.44,372.44,372.44,0.0,0.0,384.25,384.25,384.25,0.0,0.0
2019-10-06,399.75,399.75,399.75,0.0,0.0,415.0,415.0,415.0,0.0,0.0,399.75,399.75,399.75,0.0,0.0,411.5,411.5,411.5,0.0,0.0
2019-10-13,405.75,405.75,405.75,0.0,0.0,409.0,409.0,409.0,0.0,0.0,392.75,392.75,392.75,0.0,0.0,398.5,398.5,398.5,0.0,0.0
2019-10-20,433.5,433.5,433.5,0.0,0.0,443.75,443.75,443.75,0.0,0.0,426.25,426.25,426.25,0.0,0.0,443.0,443.0,443.0,0.0,0.0
2019-10-27,415.25,415.25,415.25,0.0,0.0,436.6,436.6,436.6,0.0,0.0,414.25,414.25,414.25,0.0,0.0,432.5,432.5,432.5,0.0,0.0
2019-11-03,433.0,433.0,433.0,0.0,0.0,453.25,453.25,453.25,0.0,0.0,426.75,426.75,426.75,0.0,0.0,452.5,452.5,452.5,0.0,0.0
2019-11-10,444.25,444.25,444.25,0.0,0.0,462.75,462.75,462.75,0.0,0.0,443.91,443.91,443.91,0.0,0.0,459.75,459.75,459.75,0.0,0.0
2019-11-17,466.75,466.75,466.75,0.0,0.0,468.0,468.0,468.0,0.0,0.0,452.25,452.25,452.25,0.0,0.0,460.0,460.0,460.0,0.0,0.0
2019-11-24,446.5,446.5,446.5,0.0,0.0,446.75,446.75,446.75,0.0,0.0,416.75,416.75,416.75,0.0,0.0,422.0,422.0,422.0,0.0,0.0
2019-12-01,458.5,458.5,458.5,0.0,0.0,487.25,487.25,487.25,0.0,0.0,458.5,458.5,458.5,0.0,0.0,474.25,474.25,474.25,0.0,0.0
2019-12-08,481.0,481.0,481.0,0.0,0.0,498.25,498.25,498.25,0.0,0.0,479.25,479.25,479.25,0.0,0.0,486.25,486.25,486.25,0.0,0.0
2019-12-15,506.0,506.0,506.0,0.0,0.0,506.0,506.0,506.0,0.0,0.0,494.25,494.25,494.25,0.0,0.0,499.0,499.0,499.0,0.0,0.0
2019-12-22,522.5,522.5,522.5,0.0,0.0,524.5,524.5,524.5,0.0,0.0,514.25,514.25,514.25,0.0,0.0,521.25,521.25,521.25,0.0,0.0
2019-12-29,548.0,548.0,548.0,0.0,0.0,551.75,551.75,551.75,0.0,0.0,529.75,529.75,529.75,0.0,0.0,541.5,541.5,541.5,0.0,0.0
2020-01-05,482.25,482.25,482.25,0.0,0.0,485.75,485.75,485.75,0.0,0.0,474.75,474.75,474.75,0.0,0.0,479.75,479.75,479.75,0.0,0.0
2020-01-12,474.0,474.0,474.0,0.0,0.0,476.75,476.75,476.75,0.0,0.0,467.02,467.02,467.02,0.0,0.0,473.0,473.0,473.0,0.0,0.0
2020-01-19,410.5,410.5,410.5,0.0,0.0,411.61,411.61,411.61,0.0,0.0,397.75,397.75,397.75,0.0,0.0,405.5,405.5,405.5,0.0,0.0
2020-01-26,367.25,367.25,367.25,0.0,0.0,374.41,374.41,374.41,0.0,0.0,355.75,355.75,355.75,0.0,0.0,365.5,365.5,365.5,0.0,0.0
2020-02-02,348.25,348.25,348.25,0.0,0.0,356.25,356.25,356.25,0.0,0.0,344.25,344.25,344.25,0.0,0.0,347.75,347.75,347.75,0.0,0.0
2020-02-09,370.75,370.75,370.75,0.0,0.0,373.0,373.0,373.0,0.0,0.0,364.0,364.0,364.0,0.0,0.0,370.75,370.75,370.75,0.0,0.0
2020-02-16,377.75,377.75,377.75,0.0,0.0,386.0,386.0,386.0,0.0,0.0,372.0,372.0,372.0,0.0,0.0,382.5,382.5,382.5,0.0,0.0
2020-02-23,272.0,272.0,272.0,0.0,0.0,276.5,276.5,276.5,0.0,0.0,257.75,257.75,257.75,0.0,0.0,273.25,273.25,273.25,0.0,0.0
2020-03-01,261.0,261.0,261.0,0.0,0.0,262.0,262.0,262.0,0.0,0.0,223.76,223.76,223.76,0.0,0.0,230.0,230.0,230.0,0.0,0.0
2020-03-08,128.25,128.25,128.25,0.0,0.0,136.75,136.75,136.75,0.0,0.0,116.0,116.0,116.0,0.0,0.0,130.0,130.0,130.0,0.0,0.0
2020-03-15,64.5,64.5,64.5,0.0,0.0,66.67,66.67,66.67,0.0,0.0,50.25,50.25,50.25,0.0,0.0,56.5,56.5,56.5,0.0,0.0
2020-03-22,46.0,46.0,46.0,0.0,0.0,46.25,46.25,46.25,0.0,0.0,42.25,42.25,42.25,0.0,0.0,45.0,45.0,45.0,0.0,0.0
2020-03-29,68.75,68.75,68.75,0.0,0.0,76.75,76.75,76.75,0.0,0.0,63.25,63.25,63.25,0.0,0.0,74.0,74.0,74.0,0.0,0.0
2020-04-05,59.0,59.0,59.0,0.0,0.0,66.75,66.75,66.75,0.0,0.0,48.0,48.0,48.0,0.0,0.0,50.5,50.5,50.5,0.0,0.0
2020-04-12,39.0,39.0,39.0,0.0,0.0,40.75,40.75,40.75,0.0,0.0,38.25,38.25,38.25,0.0,0.0,39.5,39.5,39.5,0.0,0.0
2020-04-19,17.75,17.75,17.75,0.0,0.0,18.21,18.21,18.21,0.0,0.0,15.8,15.8,15.8,0.0,0.0,16.53,16.53,16.53,0.0,0.0
2020-04-26,13.92,13.92,13.92,0.0,0.0,13.92,13.92,13.92,0.0,0.0,13.92,13.92,13.92,0.0,0.0,13.92,13.92,13.92,0.0,0.0
2020-05-03,16.74,16.74,16.74,0.0,0.0,17.72,17.72,17.72,0.0,0.0,15.91,15.91,15.91,0.0,0.0,17.38,17.38,17.38,0.0,0.0
2020-05-10,17.86,17.86,17.86,0.0,0.0,18.74,18.74,18.74,0.0,0.0,17.44,17.44,17.44,0.0,0.0,18.61,18.61,18.61,0.0,0.0
2020-05-17,22.25,22.25,22.25,0.0,0.0,22.89,22.89,22.89,0.0,0.0,21.2,21.2,21.2,0.0,0.0,22.85,22.85,22.85,0.0,0.0
2020-05-24,21.87,21.87,21.87,0.0,0.0,25.2,25.2,25.2,0.0,0.0,21.7,21.7,21.7,0.0,0.0,24.45,24.45,24.45,0.0,0.0
2020-05-31,29.77,29.77,29.77,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.77,29.77,29.77,0.0,0.0
2020-06-07,25.95,25.95,25.95,0.0,0.0,26.32,26.32,26.32,0.0,0.0,24.41,24.41,24.41,0.0,0.0,25.52,25.52,25.52,0.0,0.0
2020-06-14,30.2,30.2,30.2,0.0,0.0,30.61,30.61,30.61,0.0,0.0,27.83,27.83,27.83,0.0,0.0,29.3,29.3,29.3,0.0,0.0
2020-06-21,27.83,27.83,27.83,0.0,0.0,27.94,27.94,27.94,0.0,0.0,26.78,26.78,26.78,0.0,0.0,27.21,27.21,27.21,0.0,0.0
2020-06-28,30.02,30.02,30.02,0.0,0.0,30.02,30.02,30.02,0.0,0.0,30.02,30.02,30.02,0.0,0.0,30.02,30.02,30.02,0.0,0.0
2020-07-05,30.26,30.26,30.26,0.0,0.0,31.0,31.0,31.0,0.0,0.0,30.06,30.06,30.06,0.0,0.0,30.13,30.13,30.13,0.0,0.0
