Date,iShares MSCI South Korea CappedEtf_Open_average,iShares MSCI South Korea CappedEtf_Open_max,iShares MSCI South Korea CappedEtf_Open_min,iShares MSCI South Korea CappedEtf_Open_volatility,iShares MSCI South Korea CappedEtf_Open_change,iShares MSCI South Korea CappedEtf_High_average,iShares MSCI South Korea CappedEtf_High_max,iShares MSCI South Korea CappedEtf_High_min,iShares MSCI South Korea CappedEtf_High_volatility,iShares MSCI South Korea CappedEtf_High_change,iShares MSCI South Korea CappedEtf_Low_average,iShares MSCI South Korea CappedEtf_Low_max,iShares MSCI South Korea CappedEtf_Low_min,iShares MSCI South Korea CappedEtf_Low_volatility,iShares MSCI South Korea CappedEtf_Low_change,iShares MSCI South Korea CappedEtf_Close_average,iShares MSCI South Korea CappedEtf_Close_max,iShares MSCI South Korea CappedEtf_Close_min,iShares MSCI South Korea CappedEtf_Close_volatility,iShares MSCI South Korea CappedEtf_Close_change
2018-04-22,76.07,76.07,76.07,0.0,0.0,76.2,76.2,76.2,0.0,0.0,75.79,75.79,75.79,0.0,0.0,76.09,76.09,76.09,0.0,0.0
2018-04-29,73.5,73.5,73.5,0.0,0.0,74.58,74.58,74.58,0.0,0.0,73.5,73.5,73.5,0.0,0.0,74.32,74.32,74.32,0.0,0.0
2018-05-06,75.06,75.06,75.06,0.0,0.0,75.25,75.25,75.25,0.0,0.0,74.74,74.74,74.74,0.0,0.0,74.97,74.97,74.97,0.0,0.0
2018-05-13,72.97,72.97,72.97,0.0,0.0,73.07,73.07,73.07,0.0,0.0,72.68,72.68,72.68,0.0,0.0,72.99,72.99,72.99,0.0,0.0
2018-05-20,74.01,74.01,74.01,0.0,0.0,74.39,74.39,74.39,0.0,0.0,74.01,74.01,74.01,0.0,0.0,74.12,74.12,74.12,0.0,0.0
2018-05-27,73.06,73.06,73.06,0.0,0.0,73.48,73.48,73.48,0.0,0.0,73.06,73.06,73.06,0.0,0.0,73.48,73.48,73.48,0.0,0.0
2018-06-03,73.29,73.29,73.29,0.0,0.0,73.61,73.61,73.61,0.0,0.0,73.03,73.03,73.03,0.0,0.0,73.47,73.47,73.47,0.0,0.0
2018-06-10,70.04,70.04,70.04,0.0,0.0,70.41,70.41,70.41,0.0,0.0,69.92,69.92,69.92,0.0,0.0,70.2,70.2,70.2,0.0,0.0
2018-06-17,68.47,68.47,68.47,0.0,0.0,68.54,68.54,68.54,0.0,0.0,68.02,68.02,68.02,0.0,0.0,68.08,68.08,68.08,0.0,0.0
2018-06-24,67.59,67.59,67.59,0.0,0.0,67.82,67.82,67.82,0.0,0.0,67.47,67.47,67.47,0.0,0.0,67.71,67.71,67.71,0.0,0.0
2018-07-01,65.98,65.98,65.98,0.0,0.0,66.53,66.53,66.53,0.0,0.0,65.88,65.88,65.88,0.0,0.0,66.16,66.16,66.16,0.0,0.0
2018-07-08,65.98,65.98,65.98,0.0,0.0,66.27,66.27,66.27,0.0,0.0,65.91,65.91,65.91,0.0,0.0,66.2,66.2,66.2,0.0,0.0
2018-07-15,66.01,66.01,66.01,0.0,0.0,66.33,66.33,66.33,0.0,0.0,65.94,65.94,65.94,0.0,0.0,66.33,66.33,66.33,0.0,0.0
2018-07-22,66.85,66.85,66.85,0.0,0.0,66.97,66.97,66.97,0.0,0.0,66.4,66.4,66.4,0.0,0.0,66.58,66.58,66.58,0.0,0.0
2018-07-29,65.77,65.77,65.77,0.0,0.0,65.98,65.98,65.98,0.0,0.0,65.67,65.67,65.67,0.0,0.0,65.96,65.96,65.96,0.0,0.0
2018-08-05,64.97,64.97,64.97,0.0,0.0,65.05,65.05,65.05,0.0,0.0,64.61,64.61,64.61,0.0,0.0,64.71,64.71,64.71,0.0,0.0
2018-08-12,64.02,64.02,64.02,0.0,0.0,64.73,64.73,64.73,0.0,0.0,63.78,63.78,63.78,0.0,0.0,64.63,64.63,64.63,0.0,0.0
2018-08-19,66.47,66.47,66.47,0.0,0.0,66.82,66.82,66.82,0.0,0.0,66.39,66.39,66.39,0.0,0.0,66.77,66.77,66.77,0.0,0.0
2018-08-26,66.95,66.95,66.95,0.0,0.0,67.38,67.38,67.38,0.0,0.0,66.9,66.9,66.9,0.0,0.0,67.32,67.32,67.32,0.0,0.0
2018-09-02,65.16,65.16,65.16,0.0,0.0,65.47,65.47,65.47,0.0,0.0,64.82,64.82,64.82,0.0,0.0,64.9,64.9,64.9,0.0,0.0
2018-09-09,66.73,66.73,66.73,0.0,0.0,66.88,66.88,66.88,0.0,0.0,66.29,66.29,66.29,0.0,0.0,66.62,66.62,66.62,0.0,0.0
2018-09-16,67.65,67.65,67.65,0.0,0.0,68.15,68.15,68.15,0.0,0.0,67.6,67.6,67.6,0.0,0.0,67.88,67.88,67.88,0.0,0.0
2018-09-23,68.09,68.09,68.09,0.0,0.0,68.35,68.35,68.35,0.0,0.0,68.03,68.03,68.03,0.0,0.0,68.27,68.27,68.27,0.0,0.0
2018-09-30,64.63,64.63,64.63,0.0,0.0,64.69,64.69,64.69,0.0,0.0,64.0,64.0,64.0,0.0,0.0,64.37,64.37,64.37,0.0,0.0
2018-10-07,62.17,62.17,62.17,0.0,0.0,62.22,62.22,62.22,0.0,0.0,61.31,61.31,61.31,0.0,0.0,62.1,62.1,62.1,0.0,0.0
2018-10-14,61.77,61.77,61.77,0.0,0.0,62.07,62.07,62.07,0.0,0.0,61.26,61.26,61.26,0.0,0.0,61.46,61.46,61.46,0.0,0.0
2018-10-21,57.53,57.53,57.53,0.0,0.0,58.2,58.2,58.2,0.0,0.0,57.01,57.01,57.01,0.0,0.0,57.69,57.69,57.69,0.0,0.0
2018-10-28,61.19,61.19,61.19,0.0,0.0,61.4,61.4,61.4,0.0,0.0,60.46,60.46,60.46,0.0,0.0,60.78,60.78,60.78,0.0,0.0
2018-11-04,59.93,59.93,59.93,0.0,0.0,59.93,59.93,59.93,0.0,0.0,59.21,59.21,59.21,0.0,0.0,59.39,59.39,59.39,0.0,0.0
2018-11-11,60.1,60.1,60.1,0.0,0.0,61.04,61.04,61.04,0.0,0.0,59.98,59.98,59.98,0.0,0.0,60.84,60.84,60.84,0.0,0.0
2018-11-18,58.76,58.76,58.76,0.0,0.0,58.89,58.89,58.89,0.0,0.0,58.6,58.6,58.6,0.0,0.0,58.61,58.61,58.61,0.0,0.0
2018-11-25,60.53,60.53,60.53,0.0,0.0,60.76,60.76,60.76,0.0,0.0,60.33,60.33,60.33,0.0,0.0,60.62,60.62,60.62,0.0,0.0
2018-12-02,60.0,60.0,60.0,0.0,0.0,60.49,60.49,60.49,0.0,0.0,58.86,58.86,58.86,0.0,0.0,58.98,58.98,58.98,0.0,0.0
2018-12-09,58.73,58.73,58.73,0.0,0.0,59.11,59.11,59.11,0.0,0.0,58.6,58.6,58.6,0.0,0.0,58.72,58.72,58.72,0.0,0.0
2018-12-16,58.25,58.25,58.25,0.0,0.0,58.62,58.62,58.62,0.0,0.0,57.68,57.68,57.68,0.0,0.0,57.94,57.94,57.94,0.0,0.0
2018-12-23,58.97,58.97,58.97,0.0,0.0,59.38,59.38,59.38,0.0,0.0,58.85,58.85,58.85,0.0,0.0,59.17,59.17,59.17,0.0,0.0
2018-12-30,57.74,57.74,57.74,0.0,0.0,58.72,58.72,58.72,0.0,0.0,57.64,57.64,57.64,0.0,0.0,58.62,58.62,58.62,0.0,0.0
2019-01-06,59.72,59.72,59.72,0.0,0.0,59.95,59.95,59.95,0.0,0.0,59.6,59.6,59.6,0.0,0.0,59.85,59.85,59.85,0.0,0.0
2019-01-13,61.47,61.47,61.47,0.0,0.0,61.67,61.67,61.67,0.0,0.0,61.4,61.4,61.4,0.0,0.0,61.45,61.45,61.45,0.0,0.0
2019-01-20,63.18,63.18,63.18,0.0,0.0,63.56,63.56,63.56,0.0,0.0,63.18,63.18,63.18,0.0,0.0,63.46,63.46,63.46,0.0,0.0
2019-01-27,64.08,64.08,64.08,0.0,0.0,64.12,64.12,64.12,0.0,0.0,63.81,63.81,63.81,0.0,0.0,64.04,64.04,64.04,0.0,0.0
2019-02-03,62.62,62.62,62.62,0.0,0.0,62.72,62.72,62.72,0.0,0.0,62.29,62.29,62.29,0.0,0.0,62.67,62.67,62.67,0.0,0.0
2019-02-10,63.28,63.28,63.28,0.0,0.0,63.43,63.43,63.43,0.0,0.0,63.18,63.18,63.18,0.0,0.0,63.41,63.41,63.41,0.0,0.0
2019-02-17,64.17,64.17,64.17,0.0,0.0,64.5,64.5,64.5,0.0,0.0,64.13,64.13,64.13,0.0,0.0,64.48,64.48,64.48,0.0,0.0
2019-02-24,63.33,63.33,63.33,0.0,0.0,63.46,63.46,63.46,0.0,0.0,62.82,62.82,62.82,0.0,0.0,63.05,63.05,63.05,0.0,0.0
2019-03-03,60.39,60.39,60.39,0.0,0.0,60.71,60.71,60.71,0.0,0.0,60.27,60.27,60.27,0.0,0.0,60.69,60.69,60.69,0.0,0.0
2019-03-10,61.57,61.57,61.57,0.0,0.0,62.05,62.05,62.05,0.0,0.0,61.57,61.57,61.57,0.0,0.0,62.01,62.01,62.01,0.0,0.0
2019-03-17,62.04,62.04,62.04,0.0,0.0,62.17,62.17,62.17,0.0,0.0,61.22,61.22,61.22,0.0,0.0,61.22,61.22,61.22,0.0,0.0
2019-03-24,60.95,60.95,60.95,0.0,0.0,61.04,61.04,61.04,0.0,0.0,60.76,60.76,60.76,0.0,0.0,60.95,60.95,60.95,0.0,0.0
2019-03-31,63.28,63.28,63.28,0.0,0.0,63.49,63.49,63.49,0.0,0.0,63.24,63.24,63.24,0.0,0.0,63.43,63.43,63.43,0.0,0.0
2019-04-07,64.05,64.05,64.05,0.0,0.0,64.11,64.11,64.11,0.0,0.0,63.81,63.81,63.81,0.0,0.0,63.95,63.95,63.95,0.0,0.0
2019-04-14,63.18,63.18,63.18,0.0,0.0,63.38,63.38,63.38,0.0,0.0,63.07,63.07,63.07,0.0,0.0,63.29,63.29,63.29,0.0,0.0
2019-04-21,61.04,61.04,61.04,0.0,0.0,61.22,61.22,61.22,0.0,0.0,60.87,60.87,60.87,0.0,0.0,61.13,61.13,61.13,0.0,0.0
2019-04-28,61.14,61.14,61.14,0.0,0.0,61.44,61.44,61.44,0.0,0.0,61.1,61.1,61.1,0.0,0.0,61.44,61.44,61.44,0.0,0.0
2019-05-05,57.44,57.44,57.44,0.0,0.0,57.94,57.94,57.94,0.0,0.0,56.77,56.77,56.77,0.0,0.0,57.75,57.75,57.75,0.0,0.0
2019-05-12,55.14,55.14,55.14,0.0,0.0,55.45,55.45,55.45,0.0,0.0,55.1,55.1,55.1,0.0,0.0,55.27,55.27,55.27,0.0,0.0
2019-05-19,55.61,55.61,55.61,0.0,0.0,55.7,55.7,55.7,0.0,0.0,55.33,55.33,55.33,0.0,0.0,55.41,55.41,55.41,0.0,0.0
2019-05-26,55.12,55.12,55.12,0.0,0.0,55.59,55.59,55.59,0.0,0.0,55.08,55.08,55.08,0.0,0.0,55.57,55.57,55.57,0.0,0.0
2019-06-02,56.52,56.52,56.52,0.0,0.0,57.03,57.03,57.03,0.0,0.0,56.52,56.52,56.52,0.0,0.0,56.96,56.96,56.96,0.0,0.0
2019-06-09,56.76,56.76,56.76,0.0,0.0,56.83,56.83,56.83,0.0,0.0,56.62,56.62,56.62,0.0,0.0,56.65,56.65,56.65,0.0,0.0
2019-06-16,59.31,59.31,59.31,0.0,0.0,59.51,59.51,59.51,0.0,0.0,59.21,59.21,59.21,0.0,0.0,59.36,59.36,59.36,0.0,0.0
2019-06-23,59.92,59.92,59.92,0.0,0.0,60.01,60.01,60.01,0.0,0.0,59.77,59.77,59.77,0.0,0.0,59.87,59.87,59.87,0.0,0.0
2019-06-30,58.12,58.12,58.12,0.0,0.0,58.12,58.12,58.12,0.0,0.0,57.69,57.69,57.69,0.0,0.0,57.8,57.8,57.8,0.0,0.0
2019-07-07,57.48,57.48,57.48,0.0,0.0,57.63,57.63,57.63,0.0,0.0,57.33,57.33,57.33,0.0,0.0,57.61,57.61,57.61,0.0,0.0
2019-07-14,58.12,58.12,58.12,0.0,0.0,58.13,58.13,58.13,0.0,0.0,57.69,57.69,57.69,0.0,0.0,57.72,57.72,57.72,0.0,0.0
2019-07-21,57.17,57.17,57.17,0.0,0.0,57.22,57.22,57.22,0.0,0.0,57.03,57.03,57.03,0.0,0.0,57.13,57.13,57.13,0.0,0.0
2019-07-28,54.04,54.04,54.04,0.0,0.0,54.2,54.2,54.2,0.0,0.0,53.41,53.41,53.41,0.0,0.0,53.75,53.75,53.75,0.0,0.0
2019-08-04,52.28,52.28,52.28,0.0,0.0,52.29,52.29,52.29,0.0,0.0,51.85,51.85,51.85,0.0,0.0,52.14,52.14,52.14,0.0,0.0
2019-08-11,52.08,52.08,52.08,0.0,0.0,52.43,52.43,52.43,0.0,0.0,52.04,52.04,52.04,0.0,0.0,52.2,52.2,52.2,0.0,0.0
2019-08-18,52.19,52.19,52.19,0.0,0.0,52.72,52.72,52.72,0.0,0.0,51.53,51.53,51.53,0.0,0.0,51.67,51.67,51.67,0.0,0.0
2019-08-25,53.56,53.56,53.56,0.0,0.0,53.61,53.61,53.61,0.0,0.0,53.21,53.21,53.21,0.0,0.0,53.26,53.26,53.26,0.0,0.0
2019-09-01,55.48,55.48,55.48,0.0,0.0,55.59,55.59,55.59,0.0,0.0,55.33,55.33,55.33,0.0,0.0,55.41,55.41,55.41,0.0,0.0
2019-09-08,57.85,57.85,57.85,0.0,0.0,58.12,58.12,58.12,0.0,0.0,57.7,57.7,57.7,0.0,0.0,58.03,58.03,58.03,0.0,0.0
2019-09-15,57.7,57.7,57.7,0.0,0.0,57.75,57.75,57.75,0.0,0.0,57.01,57.01,57.01,0.0,0.0,57.13,57.13,57.13,0.0,0.0
2019-09-22,56.14,56.14,56.14,0.0,0.0,56.17,56.17,56.17,0.0,0.0,55.26,55.26,55.26,0.0,0.0,55.43,55.43,55.43,0.0,0.0
2019-09-29,55.54,55.54,55.54,0.0,0.0,56.16,56.16,56.16,0.0,0.0,55.54,55.54,55.54,0.0,0.0,56.12,56.12,56.12,0.0,0.0
2019-10-06,57.63,57.63,57.63,0.0,0.0,58.28,58.28,58.28,0.0,0.0,57.58,57.58,57.58,0.0,0.0,57.82,57.82,57.82,0.0,0.0
2019-10-13,57.72,57.72,57.72,0.0,0.0,57.78,57.78,57.78,0.0,0.0,57.46,57.46,57.46,0.0,0.0,57.59,57.59,57.59,0.0,0.0
2019-10-20,58.81,58.81,58.81,0.0,0.0,59.24,59.24,59.24,0.0,0.0,58.81,58.81,58.81,0.0,0.0,59.15,59.15,59.15,0.0,0.0
2019-10-27,59.75,59.75,59.75,0.0,0.0,60.13,60.13,60.13,0.0,0.0,59.71,59.71,59.71,0.0,0.0,60.09,60.09,60.09,0.0,0.0
2019-11-03,61.06,61.06,61.06,0.0,0.0,61.13,61.13,61.13,0.0,0.0,60.85,60.85,60.85,0.0,0.0,61.1,61.1,61.1,0.0,0.0
2019-11-10,61.5,61.5,61.5,0.0,0.0,61.63,61.63,61.63,0.0,0.0,61.43,61.43,61.43,0.0,0.0,61.54,61.54,61.54,0.0,0.0
2019-11-17,59.18,59.18,59.18,0.0,0.0,59.24,59.24,59.24,0.0,0.0,58.9,58.9,58.9,0.0,0.0,59.01,59.01,59.01,0.0,0.0
2019-11-24,58.59,58.59,58.59,0.0,0.0,58.59,58.59,58.59,0.0,0.0,58.41,58.41,58.41,0.0,0.0,58.47,58.47,58.47,0.0,0.0
2019-12-01,57.95,57.95,57.95,0.0,0.0,58.25,58.25,58.25,0.0,0.0,57.92,57.92,57.92,0.0,0.0,58.13,58.13,58.13,0.0,0.0
2019-12-08,61.05,61.05,61.05,0.0,0.0,61.66,61.66,61.66,0.0,0.0,60.71,60.71,60.71,0.0,0.0,61.18,61.18,61.18,0.0,0.0
2019-12-15,61.96,61.96,61.96,0.0,0.0,62.01,62.01,62.01,0.0,0.0,61.83,61.83,61.83,0.0,0.0,61.92,61.92,61.92,0.0,0.0
2019-12-22,62.55,62.55,62.55,0.0,0.0,62.68,62.68,62.68,0.0,0.0,62.26,62.26,62.26,0.0,0.0,62.49,62.49,62.49,0.0,0.0
2019-12-29,61.06,61.06,61.06,0.0,0.0,61.29,61.29,61.29,0.0,0.0,60.9,60.9,60.9,0.0,0.0,60.91,60.91,60.91,0.0,0.0
2020-01-05,62.63,62.63,62.63,0.0,0.0,62.83,62.83,62.83,0.0,0.0,62.49,62.49,62.49,0.0,0.0,62.69,62.69,62.69,0.0,0.0
2020-01-12,64.02,64.02,64.02,0.0,0.0,64.08,64.08,64.08,0.0,0.0,63.82,63.82,63.82,0.0,0.0,64.04,64.04,64.04,0.0,0.0
2020-01-19,63.46,63.46,63.46,0.0,0.0,63.47,63.47,63.47,0.0,0.0,62.53,62.53,62.53,0.0,0.0,62.9,62.9,62.9,0.0,0.0
2020-01-26,57.98,57.98,57.98,0.0,0.0,58.0,58.0,58.0,0.0,0.0,57.26,57.26,57.26,0.0,0.0,57.65,57.65,57.65,0.0,0.0
2020-02-02,60.62,60.62,60.62,0.0,0.0,60.7,60.7,60.7,0.0,0.0,60.3,60.3,60.3,0.0,0.0,60.45,60.45,60.45,0.0,0.0
2020-02-09,62.48,62.48,62.48,0.0,0.0,62.49,62.49,62.49,0.0,0.0,62.04,62.04,62.04,0.0,0.0,62.09,62.09,62.09,0.0,0.0
2020-02-16,58.74,58.74,58.74,0.0,0.0,58.81,58.81,58.81,0.0,0.0,58.21,58.21,58.21,0.0,0.0,58.37,58.37,58.37,0.0,0.0
2020-02-23,53.58,53.58,53.58,0.0,0.0,54.97,54.97,54.97,0.0,0.0,53.3,53.3,53.3,0.0,0.0,54.96,54.96,54.96,0.0,0.0
2020-03-01,55.38,55.38,55.38,0.0,0.0,55.71,55.71,55.71,0.0,0.0,55.11,55.11,55.11,0.0,0.0,55.54,55.54,55.54,0.0,0.0
2020-03-08,49.73,49.73,49.73,0.0,0.0,49.73,49.73,49.73,0.0,0.0,49.73,49.73,49.73,0.0,0.0,49.73,49.73,49.73,0.0,0.0
2020-03-15,40.58,40.58,40.58,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.58,40.58,40.58,0.0,0.0
2020-03-22,45.31,45.31,45.31,0.0,0.0,45.31,45.31,45.31,0.0,0.0,45.31,45.31,45.31,0.0,0.0,45.31,45.31,45.31,0.0,0.0
2020-03-29,45.82,45.82,45.82,0.0,0.0,45.92,45.92,45.92,0.0,0.0,44.9,44.9,44.9,0.0,0.0,45.15,45.15,45.15,0.0,0.0
2020-04-05,49.48,49.48,49.48,0.0,0.0,50.04,50.04,50.04,0.0,0.0,48.84,48.84,48.84,0.0,0.0,48.94,48.94,48.94,0.0,0.0
2020-04-12,51.08,51.08,51.08,0.0,0.0,51.2,51.2,51.2,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.77,50.77,50.77,0.0,0.0
2020-04-19,49.71,49.71,49.71,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.82,49.82,49.82,0.0,0.0
2020-04-26,49.84,49.84,49.84,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.84,49.84,49.84,0.0,0.0
2020-05-03,51.79,51.79,51.79,0.0,0.0,51.79,51.79,51.79,0.0,0.0,51.79,51.79,51.79,0.0,0.0,51.79,51.79,51.79,0.0,0.0
2020-05-10,49.96,49.96,49.96,0.0,0.0,50.21,50.21,50.21,0.0,0.0,49.75,49.75,49.75,0.0,0.0,49.9,49.9,49.9,0.0,0.0
2020-05-17,51.25,51.25,51.25,0.0,0.0,51.32,51.32,51.32,0.0,0.0,50.82,50.82,50.82,0.0,0.0,51.23,51.23,51.23,0.0,0.0
2020-05-24,52.92,52.92,52.92,0.0,0.0,53.77,53.77,53.77,0.0,0.0,52.71,52.71,52.71,0.0,0.0,53.56,53.56,53.56,0.0,0.0
2020-05-31,59.97,59.97,59.97,0.0,0.0,59.97,59.97,59.97,0.0,0.0,59.97,59.97,59.97,0.0,0.0,59.97,59.97,59.97,0.0,0.0
2020-06-07,57.67,57.67,57.67,0.0,0.0,57.89,57.89,57.89,0.0,0.0,56.58,56.58,56.58,0.0,0.0,57.48,57.48,57.48,0.0,0.0
2020-06-14,57.92,57.92,57.92,0.0,0.0,57.92,57.92,57.92,0.0,0.0,56.72,56.72,56.72,0.0,0.0,56.75,56.75,56.75,0.0,0.0
2020-06-21,57.66,57.66,57.66,0.0,0.0,57.69,57.69,57.69,0.0,0.0,56.92,56.92,56.92,0.0,0.0,57.07,57.07,57.07,0.0,0.0
2020-06-28,58.39,58.39,58.39,0.0,0.0,58.39,58.39,58.39,0.0,0.0,58.39,58.39,58.39,0.0,0.0,58.39,58.39,58.39,0.0,0.0
2020-07-05,58.97,58.97,58.97,0.0,0.0,59.39,59.39,59.39,0.0,0.0,58.8,58.8,58.8,0.0,0.0,58.81,58.81,58.81,0.0,0.0
