Date,XRAYStock_Open_average,XRAYStock_Open_max,XRAYStock_Open_min,XRAYStock_Open_volatility,XRAYStock_Open_change,XRAYStock_High_average,XRAYStock_High_max,XRAYStock_High_min,XRAYStock_High_volatility,XRAYStock_High_change,XRAYStock_Low_average,XRAYStock_Low_max,XRAYStock_Low_min,XRAYStock_Low_volatility,XRAYStock_Low_change,XRAYStock_Close_average,XRAYStock_Close_max,XRAYStock_Close_min,XRAYStock_Close_volatility,XRAYStock_Close_change,XRAYStock_Volume_average,XRAYStock_Volume_max,XRAYStock_Volume_min,XRAYStock_Volume_volatility,XRAYStock_Volume_change
2018-01-14,63.85,65.87,62.52,3.3500000000000014,-3.3500000000000014,64.08,65.89,62.96,2.9299999999999997,-2.9299999999999997,62.5675,65.01,61.51,3.500000000000007,-3.230000000000004,63.14,65.65,61.95,3.700000000000003,-3.700000000000003,2755860,5304741,1236194,4068547,1022931
2018-01-21,61.626,62.76,60.0,2.759999999999998,0.7199999999999989,62.4,63.03,61.3,1.730000000000004,0.6700000000000017,61.04,62.13,59.6,2.530000000000001,1.5100000000000051,61.89,62.84,60.8,2.0400000000000063,2.0400000000000063,3846216,6530132,1802578,4727554,-1019405
2018-01-28,61.414,62.7,60.46,2.240000000000002,-2.240000000000002,61.646,62.93,60.59,2.3399999999999963,-2.3399999999999963,60.74,61.92,60.04,1.8800000000000026,-1.8800000000000026,60.996,61.98,60.06,1.9199999999999946,-1.9199999999999946,1647278,2042217,1374001,668216,-668216
2018-02-04,58.132,60.06,57.09,2.969999999999999,-2.940000000000005,58.956,60.54,57.89,2.6499999999999986,-2.6499999999999986,56.626000000000005,58.53,54.28,4.25,-2.0799999999999983,57.866,58.54,56.85,1.6899999999999977,-1.3599999999999994,2518508,3480729,2008112,1472617,1472617
2018-02-11,57.29,57.91,56.47,1.4399999999999977,0.3199999999999932,57.898,59.04,57.27,1.769999999999996,1.1000000000000014,56.878,57.91,56.2,1.7099999999999937,1.0,57.536,58.43,56.99,1.4399999999999977,1.0499999999999972,1754798,1939231,1564851,374380,361448
2018-02-18,58.1275,58.42,57.9,0.5200000000000031,-0.5200000000000031,58.6275,59.17,57.9,1.2700000000000031,-1.2700000000000031,57.335,57.98,56.37,1.6099999999999994,-1.6099999999999994,57.7475,58.15,57.11,1.0399999999999991,-0.4799999999999969,2249539,2883431,1694600,1188831,-763009
2018-02-25,56.366,57.77,53.92,3.8500000000000014,-3.8500000000000014,57.396,58.07,56.26,1.8100000000000023,-0.5599999999999952,55.518,57.21,53.39,3.8200000000000003,-3.1899999999999977,56.538,57.33,55.29,2.039999999999999,-0.0899999999999963,3178951,4406054,2653021,1753033,-1382616
2018-03-04,56.466,57.31,55.83,1.480000000000004,0.8000000000000043,57.046,58.12,56.51,1.6099999999999994,1.6099999999999994,55.842,56.88,54.24,2.6400000000000006,2.6400000000000006,56.656,57.67,55.86,1.8100000000000023,1.8100000000000023,1794172,2180930,1373551,807379,-150115
2018-03-11,57.711999999999996,58.65,56.75,1.8999999999999986,-1.1700000000000017,58.199999999999996,58.87,57.44,1.4299999999999997,-1.1600000000000037,57.096,57.74,56.29,1.4500000000000028,-1.240000000000002,57.36,58.42,56.33,2.0900000000000034,-2.0900000000000034,1661757,3672923,960478,2712445,2272147
2018-03-18,54.618,56.32,52.69,3.6300000000000026,-3.6300000000000026,54.926,56.7,53.1,3.6000000000000014,-3.6000000000000014,53.332,55.16,50.62,4.539999999999999,-4.539999999999999,53.512,55.46,50.71,4.75,-4.75,2437587,3129489,1744044,1385445,590612
2018-03-25,50.665,51.25,50.07,1.1799999999999997,-1.1799999999999997,51.305,51.97,50.64,1.3299999999999983,-1.3299999999999983,49.9075,50.3,49.6,0.6999999999999957,-0.6999999999999957,50.347500000000004,51.1,49.95,1.1499999999999986,-0.7899999999999991,2839902,3540849,1566626,1974223,-365846
2018-04-01,49.916,50.62,49.39,1.2299999999999969,-0.23000000000000398,50.458,50.96,49.99,0.9699999999999989,-0.5700000000000003,48.922000000000004,49.69,48.25,1.4399999999999977,0.5200000000000031,49.716,50.53,49.02,1.509999999999998,-0.00999999999999801,3137688,5063132,2428247,2634885,31682
2018-04-08,49.436,49.63,49.26,0.37000000000000455,-0.23000000000000398,49.888,50.22,49.55,0.6700000000000017,-0.35999999999999943,49.028,49.18,48.81,0.36999999999999744,-0.18999999999999773,49.296,49.75,49.0,0.75,-0.25,1675104,2107708,1151980,955728,-467169
2018-04-15,50.001999999999995,50.47,49.37,1.1000000000000014,0.4200000000000017,50.584,51.13,50.05,1.0800000000000054,-0.490000000000002,49.41,49.82,49.07,0.75,0.11999999999999744,50.032000000000004,50.62,49.34,1.279999999999994,-0.8499999999999943,1806627,2875832,1447298,1428534,-1299274
2018-04-22,49.438,49.77,48.9,0.8700000000000045,0.30000000000000426,49.914,50.73,49.24,1.4899999999999949,0.8299999999999983,48.910000000000004,49.34,48.39,0.9500000000000028,0.21000000000000085,49.501999999999995,50.34,48.87,1.470000000000006,0.8600000000000065,1866079,2700431,1419818,1280613,1280613
2018-04-29,50.072,50.56,49.1,1.4600000000000009,-1.259999999999998,50.65,50.99,50.42,0.5700000000000003,-0.2700000000000031,49.416,50.29,48.35,1.9399999999999977,-1.220000000000006,50.160000000000004,50.64,49.24,1.3999999999999986,-0.3500000000000014,2466160,3028277,1832113,1196164,105475
2018-05-06,45.908,46.84,44.51,2.3300000000000054,0.4299999999999997,47.17,49.53,45.06,4.469999999999999,-2.259999999999998,45.192,46.11,44.21,1.8999999999999986,0.10999999999999943,45.888,46.93,44.47,2.460000000000001,0.00999999999999801,4179332,5638611,2472971,3165640,-2762481
2018-05-13,47.592,48.08,46.95,1.1299999999999955,1.1299999999999955,48.077999999999996,48.28,47.91,0.37000000000000455,0.1700000000000017,47.322,47.75,46.89,0.8599999999999994,0.38000000000000256,47.758,47.95,47.5,0.45000000000000284,-0.00999999999999801,2636768,3566949,1599099,1967850,-1967850
2018-05-20,46.94,47.65,46.28,1.3699999999999974,-1.3699999999999974,47.144,47.83,46.5,1.3299999999999983,-0.9699999999999989,46.437999999999995,47.16,45.62,1.5399999999999991,-0.75,46.746,47.25,46.21,1.0399999999999991,-0.6300000000000026,2285881,3393648,1429355,1964293,485737
2018-05-27,45.4825,46.34,43.94,2.4000000000000057,-2.4000000000000057,45.6575,46.46,44.36,2.1000000000000014,-2.1000000000000014,44.35,45.4,43.18,2.219999999999999,-1.9399999999999977,44.6225,45.81,43.42,2.3900000000000006,-2.3900000000000006,3112865,3232779,2787192,445587,445587
2018-06-03,42.974000000000004,43.53,42.32,1.2100000000000009,-0.5,43.564,44.35,43.1,1.25,-1.25,42.422000000000004,43.17,41.64,1.5300000000000011,-0.46000000000000085,43.062,43.94,42.29,1.6499999999999986,-0.9799999999999969,2882988,4154253,1598738,2555515,-1855632
2018-06-10,43.968,44.98,42.78,2.1999999999999957,2.1999999999999957,44.664,45.57,43.59,1.9799999999999969,1.9799999999999969,43.55,44.49,42.73,1.7600000000000051,1.7600000000000051,44.384,44.94,43.4,1.5399999999999991,1.5399999999999991,3198374,5257920,1854274,3403646,3403646
2018-06-17,44.802,45.32,44.54,0.7800000000000011,0.10000000000000142,45.403999999999996,45.62,45.18,0.4399999999999977,-0.14999999999999858,44.446000000000005,44.84,44.1,0.740000000000002,0.00999999999999801,44.876,45.13,44.57,0.5600000000000023,0.23000000000000398,2789017,4179646,2234247,1945399,-1892367
2018-06-24,44.238,45.0,43.21,1.7899999999999991,-1.7899999999999991,44.552,45.24,43.97,1.2700000000000031,-1.2199999999999989,43.772,44.36,43.1,1.259999999999998,-1.1499999999999986,44.078,44.74,43.64,1.1000000000000014,-0.9699999999999989,1992582,2513043,1440907,1072136,-285417
2018-07-01,44.425,45.09,43.66,1.4300000000000068,1.4300000000000068,44.9225,45.76,44.07,1.6899999999999977,1.6899999999999977,44.0225,45.03,42.91,2.1200000000000045,2.1200000000000045,44.7,45.38,43.98,1.4000000000000057,1.4000000000000057,2032360,3016951,1436179,1580772,-145920
2018-07-08,45.216,45.91,44.31,1.5999999999999943,0.1699999999999946,45.74,46.06,45.4,0.6600000000000037,-0.23000000000000398,44.972,45.31,44.31,1.0,-0.030000000000001137,45.402,45.81,44.9,0.9100000000000037,-0.46000000000000085,1611839,2174212,1124317,1049895,-1027350
2018-07-15,45.15,45.46,44.68,0.7800000000000011,0.060000000000002274,45.598,45.83,45.4,0.4299999999999997,0.10999999999999943,44.422,44.77,43.98,0.7900000000000063,0.23000000000000398,45.006,45.7,44.24,1.4600000000000009,0.3100000000000023,2495665,3584375,1408354,2176021,-778560
2018-07-22,46.352,46.9,44.86,2.039999999999999,2.039999999999999,47.364,48.31,46.97,1.3400000000000034,-0.9600000000000009,46.1,46.8,44.68,2.1199999999999974,2.1199999999999974,46.864,47.28,46.53,0.75,0.75,2198725,4209633,1334474,2875159,-2122577
