Date,ETFS Physical Swiss Gold SharesEtf_Open_average,ETFS Physical Swiss Gold SharesEtf_Open_max,ETFS Physical Swiss Gold SharesEtf_Open_min,ETFS Physical Swiss Gold SharesEtf_Open_volatility,ETFS Physical Swiss Gold SharesEtf_Open_change,ETFS Physical Swiss Gold SharesEtf_High_average,ETFS Physical Swiss Gold SharesEtf_High_max,ETFS Physical Swiss Gold SharesEtf_High_min,ETFS Physical Swiss Gold SharesEtf_High_volatility,ETFS Physical Swiss Gold SharesEtf_High_change,ETFS Physical Swiss Gold SharesEtf_Low_average,ETFS Physical Swiss Gold SharesEtf_Low_max,ETFS Physical Swiss Gold SharesEtf_Low_min,ETFS Physical Swiss Gold SharesEtf_Low_volatility,ETFS Physical Swiss Gold SharesEtf_Low_change,ETFS Physical Swiss Gold SharesEtf_Close_average,ETFS Physical Swiss Gold SharesEtf_Close_max,ETFS Physical Swiss Gold SharesEtf_Close_min,ETFS Physical Swiss Gold SharesEtf_Close_volatility,ETFS Physical Swiss Gold SharesEtf_Close_change
2018-07-15,11.87,11.87,11.87,0.0,0.0,11.91,11.91,11.91,0.0,0.0,11.86,11.86,11.86,0.0,0.0,11.91,11.91,11.91,0.0,0.0
2018-07-22,11.82,11.82,11.82,0.0,0.0,11.85,11.85,11.85,0.0,0.0,11.81,11.81,11.81,0.0,0.0,11.81,11.81,11.81,0.0,0.0
2018-07-29,11.73,11.73,11.73,0.0,0.0,11.78,11.78,11.78,0.0,0.0,11.72,11.72,11.72,0.0,0.0,11.72,11.72,11.72,0.0,0.0
2018-08-05,11.71,11.71,11.71,0.0,0.0,11.75,11.75,11.75,0.0,0.0,11.69,11.69,11.69,0.0,0.0,11.7,11.7,11.7,0.0,0.0
2018-08-12,11.39,11.39,11.39,0.0,0.0,11.44,11.44,11.44,0.0,0.0,11.37,11.37,11.37,0.0,0.0,11.44,11.44,11.44,0.0,0.0
2018-08-19,11.55,11.55,11.55,0.0,0.0,11.67,11.67,11.67,0.0,0.0,11.55,11.55,11.55,0.0,0.0,11.64,11.64,11.64,0.0,0.0
2018-08-26,11.6,11.6,11.6,0.0,0.0,11.63,11.63,11.63,0.0,0.0,11.58,11.58,11.58,0.0,0.0,11.58,11.58,11.58,0.0,0.0
2018-09-02,11.55,11.55,11.55,0.0,0.0,11.58,11.58,11.58,0.0,0.0,11.53,11.53,11.53,0.0,0.0,11.55,11.55,11.55,0.0,0.0
2018-09-09,11.61,11.61,11.61,0.0,0.0,11.61,11.61,11.61,0.0,0.0,11.53,11.53,11.53,0.0,0.0,11.53,11.53,11.53,0.0,0.0
2018-09-16,11.52,11.52,11.52,0.0,0.0,11.59,11.59,11.59,0.0,0.0,11.51,11.51,11.51,0.0,0.0,11.58,11.58,11.58,0.0,0.0
2018-09-23,11.44,11.44,11.44,0.0,0.0,11.52,11.52,11.52,0.0,0.0,11.44,11.44,11.44,0.0,0.0,11.51,11.51,11.51,0.0,0.0
2018-09-30,11.61,11.61,11.61,0.0,0.0,11.64,11.64,11.64,0.0,0.0,11.59,11.59,11.59,0.0,0.0,11.61,11.61,11.61,0.0,0.0
2018-10-07,11.79,11.79,11.79,0.0,0.0,11.81,11.81,11.81,0.0,0.0,11.74,11.74,11.74,0.0,0.0,11.75,11.75,11.75,0.0,0.0
2018-10-14,11.86,11.86,11.86,0.0,0.0,11.86,11.86,11.86,0.0,0.0,11.79,11.79,11.79,0.0,0.0,11.84,11.84,11.84,0.0,0.0
2018-10-21,11.92,11.92,11.92,0.0,0.0,12.0,12.0,12.0,0.0,0.0,11.89,11.89,11.89,0.0,0.0,11.91,11.91,11.91,0.0,0.0
2018-10-28,11.9,11.9,11.9,0.0,0.0,11.93,11.93,11.93,0.0,0.0,11.88,11.88,11.88,0.0,0.0,11.9,11.9,11.9,0.0,0.0
2018-11-04,11.69,11.69,11.69,0.0,0.0,11.71,11.71,11.71,0.0,0.0,11.64,11.64,11.64,0.0,0.0,11.68,11.68,11.68,0.0,0.0
2018-11-11,11.8,11.8,11.8,0.0,0.0,11.82,11.82,11.82,0.0,0.0,11.77,11.77,11.77,0.0,0.0,11.79,11.79,11.79,0.0,0.0
2018-11-18,11.8,11.8,11.8,0.0,0.0,11.82,11.82,11.82,0.0,0.0,11.79,11.79,11.79,0.0,0.0,11.8,11.8,11.8,0.0,0.0
2018-11-25,11.76,11.76,11.76,0.0,0.0,11.79,11.79,11.79,0.0,0.0,11.74,11.74,11.74,0.0,0.0,11.79,11.79,11.79,0.0,0.0
2018-12-02,11.99,11.99,11.99,0.0,0.0,12.06,12.06,12.06,0.0,0.0,11.99,11.99,11.99,0.0,0.0,12.05,12.05,12.05,0.0,0.0
2018-12-09,11.89,11.89,11.89,0.0,0.0,11.96,11.96,11.96,0.0,0.0,11.89,11.89,11.89,0.0,0.0,11.95,11.95,11.95,0.0,0.0
2018-12-16,12.16,12.16,12.16,0.0,0.0,12.16,12.16,12.16,0.0,0.0,12.1,12.1,12.1,0.0,0.0,12.11,12.11,12.11,0.0,0.0
2018-12-23,12.33,12.33,12.33,0.0,0.0,12.35,12.35,12.35,0.0,0.0,12.32,12.32,12.32,0.0,0.0,12.35,12.35,12.35,0.0,0.0
2018-12-30,12.38,12.38,12.38,0.0,0.0,12.41,12.41,12.41,0.0,0.0,12.32,12.32,12.32,0.0,0.0,12.4,12.4,12.4,0.0,0.0
2019-01-06,12.43,12.43,12.43,0.0,0.0,12.45,12.45,12.45,0.0,0.0,12.41,12.41,12.41,0.0,0.0,12.43,12.43,12.43,0.0,0.0
2019-01-13,12.38,12.38,12.38,0.0,0.0,12.4,12.4,12.4,0.0,0.0,12.35,12.35,12.35,0.0,0.0,12.35,12.35,12.35,0.0,0.0
2019-01-20,12.46,12.46,12.46,0.0,0.0,12.53,12.53,12.53,0.0,0.0,12.46,12.46,12.46,0.0,0.0,12.53,12.53,12.53,0.0,0.0
2019-01-27,12.75,12.75,12.75,0.0,0.0,12.76,12.76,12.76,0.0,0.0,12.69,12.69,12.69,0.0,0.0,12.71,12.71,12.71,0.0,0.0
2019-02-03,12.67,12.67,12.67,0.0,0.0,12.7,12.7,12.7,0.0,0.0,12.65,12.65,12.65,0.0,0.0,12.68,12.68,12.68,0.0,0.0
2019-02-10,12.72,12.72,12.72,0.0,0.0,12.75,12.75,12.75,0.0,0.0,12.67,12.67,12.67,0.0,0.0,12.74,12.74,12.74,0.0,0.0
2019-02-17,12.8,12.8,12.8,0.0,0.0,12.86,12.86,12.86,0.0,0.0,12.79,12.79,12.79,0.0,0.0,12.8,12.8,12.8,0.0,0.0
2019-02-24,12.59,12.59,12.59,0.0,0.0,12.64,12.64,12.64,0.0,0.0,12.44,12.44,12.44,0.0,0.0,12.44,12.44,12.44,0.0,0.0
2019-03-03,12.5,12.5,12.5,0.0,0.0,12.54,12.54,12.54,0.0,0.0,12.49,12.49,12.49,0.0,0.0,12.53,12.53,12.53,0.0,0.0
2019-03-10,12.57,12.57,12.57,0.0,0.0,12.59,12.59,12.59,0.0,0.0,12.55,12.55,12.55,0.0,0.0,12.55,12.55,12.55,0.0,0.0
2019-03-17,12.63,12.63,12.63,0.0,0.0,12.68,12.68,12.68,0.0,0.0,12.63,12.63,12.63,0.0,0.0,12.65,12.65,12.65,0.0,0.0
2019-03-24,12.52,12.52,12.52,0.0,0.0,12.53,12.53,12.53,0.0,0.0,12.45,12.45,12.45,0.0,0.0,12.46,12.46,12.46,0.0,0.0
2019-03-31,12.44,12.44,12.44,0.0,0.0,12.46,12.46,12.46,0.0,0.0,12.42,12.42,12.42,0.0,0.0,12.45,12.45,12.45,0.0,0.0
2019-04-07,12.45,12.45,12.45,0.0,0.0,12.49,12.49,12.49,0.0,0.0,12.44,12.44,12.44,0.0,0.0,12.44,12.44,12.44,0.0,0.0
2019-04-14,12.26,12.26,12.26,0.0,0.0,12.3,12.3,12.3,0.0,0.0,12.26,12.26,12.26,0.0,0.0,12.29,12.29,12.29,0.0,0.0
2019-04-21,12.37,12.37,12.37,0.0,0.0,12.42,12.42,12.42,0.0,0.0,12.37,12.37,12.37,0.0,0.0,12.39,12.39,12.39,0.0,0.0
2019-04-28,12.31,12.31,12.31,0.0,0.0,12.36,12.36,12.36,0.0,0.0,12.31,12.31,12.31,0.0,0.0,12.31,12.31,12.31,0.0,0.0
2019-05-05,12.2,12.2,12.2,0.0,0.0,12.43,12.43,12.43,0.0,0.0,12.2,12.2,12.2,0.0,0.0,12.4,12.4,12.4,0.0,0.0
2019-05-12,12.36,12.36,12.36,0.0,0.0,12.36,12.36,12.36,0.0,0.0,12.29,12.29,12.29,0.0,0.0,12.32,12.32,12.32,0.0,0.0
2019-05-19,12.37,12.37,12.37,0.0,0.0,12.38,12.38,12.38,0.0,0.0,12.35,12.35,12.35,0.0,0.0,12.38,12.38,12.38,0.0,0.0
2019-05-26,12.51,12.51,12.51,0.0,0.0,12.59,12.59,12.59,0.0,0.0,12.48,12.48,12.48,0.0,0.0,12.59,12.59,12.59,0.0,0.0
2019-06-02,12.95,12.95,12.95,0.0,0.0,12.99,12.99,12.99,0.0,0.0,12.9,12.9,12.9,0.0,0.0,12.93,12.93,12.93,0.0,0.0
2019-06-09,12.99,12.99,12.99,0.0,0.0,13.03,13.03,13.03,0.0,0.0,12.9,12.9,12.9,0.0,0.0,12.93,12.93,12.93,0.0,0.0
2019-06-16,13.47,13.47,13.47,0.0,0.0,13.5,13.5,13.5,0.0,0.0,13.39,13.39,13.39,0.0,0.0,13.48,13.48,13.48,0.0,0.0
2019-06-23,13.6,13.6,13.6,0.0,0.0,13.62,13.62,13.62,0.0,0.0,13.56,13.56,13.56,0.0,0.0,13.6,13.6,13.6,0.0,0.0
2019-06-30,13.43,13.43,13.43,0.0,0.0,13.52,13.52,13.52,0.0,0.0,13.36,13.36,13.36,0.0,0.0,13.5,13.5,13.5,0.0,0.0
2019-07-07,13.58,13.58,13.58,0.0,0.0,13.65,13.65,13.65,0.0,0.0,13.54,13.54,13.54,0.0,0.0,13.64,13.64,13.64,0.0,0.0
2019-07-14,13.84,13.84,13.84,0.0,0.0,13.89,13.89,13.89,0.0,0.0,13.69,13.69,13.69,0.0,0.0,13.73,13.73,13.73,0.0,0.0
2019-07-21,13.72,13.72,13.72,0.0,0.0,13.72,13.72,13.72,0.0,0.0,13.65,13.65,13.65,0.0,0.0,13.65,13.65,13.65,0.0,0.0
2019-07-28,13.83,13.83,13.83,0.0,0.0,13.95,13.95,13.95,0.0,0.0,13.83,13.83,13.83,0.0,0.0,13.88,13.88,13.88,0.0,0.0
2019-08-04,14.44,14.44,14.44,0.0,0.0,14.51,14.51,14.51,0.0,0.0,14.4,14.4,14.4,0.0,0.0,14.44,14.44,14.44,0.0,0.0
2019-08-11,14.59,14.59,14.59,0.0,0.0,14.61,14.61,14.61,0.0,0.0,14.5,14.5,14.5,0.0,0.0,14.58,14.58,14.58,0.0,0.0
2019-08-18,14.49,14.49,14.49,0.0,0.0,14.74,14.74,14.74,0.0,0.0,14.48,14.48,14.48,0.0,0.0,14.73,14.73,14.73,0.0,0.0
2019-08-25,14.7,14.7,14.7,0.0,0.0,14.77,14.77,14.77,0.0,0.0,14.62,14.62,14.62,0.0,0.0,14.69,14.69,14.69,0.0,0.0
2019-09-01,14.68,14.68,14.68,0.0,0.0,14.71,14.71,14.71,0.0,0.0,14.49,14.49,14.49,0.0,0.0,14.5,14.5,14.5,0.0,0.0
2019-09-08,14.49,14.49,14.49,0.0,0.0,14.51,14.51,14.51,0.0,0.0,14.31,14.31,14.31,0.0,0.0,14.32,14.32,14.32,0.0,0.0
2019-09-15,14.47,14.47,14.47,0.0,0.0,14.61,14.61,14.61,0.0,0.0,14.46,14.46,14.46,0.0,0.0,14.61,14.61,14.61,0.0,0.0
2019-09-22,14.35,14.35,14.35,0.0,0.0,14.48,14.48,14.48,0.0,0.0,14.32,14.32,14.32,0.0,0.0,14.41,14.41,14.41,0.0,0.0
2019-09-29,14.47,14.47,14.47,0.0,0.0,14.55,14.55,14.55,0.0,0.0,14.43,14.43,14.43,0.0,0.0,14.5,14.5,14.5,0.0,0.0
2019-10-06,14.31,14.31,14.31,0.0,0.0,14.32,14.32,14.32,0.0,0.0,14.2,14.2,14.2,0.0,0.0,14.31,14.31,14.31,0.0,0.0
2019-10-13,14.37,14.37,14.37,0.0,0.0,14.39,14.39,14.39,0.0,0.0,14.34,14.34,14.34,0.0,0.0,14.36,14.36,14.36,0.0,0.0
2019-10-20,14.6,14.6,14.6,0.0,0.0,14.6,14.6,14.6,0.0,0.0,14.46,14.46,14.46,0.0,0.0,14.51,14.51,14.51,0.0,0.0
2019-10-27,14.54,14.54,14.54,0.0,0.0,14.6,14.6,14.6,0.0,0.0,14.52,14.52,14.52,0.0,0.0,14.57,14.57,14.57,0.0,0.0
2019-11-03,14.08,14.08,14.08,0.0,0.0,14.14,14.14,14.14,0.0,0.0,14.04,14.04,14.04,0.0,0.0,14.05,14.05,14.05,0.0,0.0
2019-11-10,14.14,14.14,14.14,0.0,0.0,14.15,14.15,14.15,0.0,0.0,14.1,14.1,14.1,0.0,0.0,14.12,14.12,14.12,0.0,0.0
2019-11-17,14.12,14.12,14.12,0.0,0.0,14.15,14.15,14.15,0.0,0.0,14.08,14.08,14.08,0.0,0.0,14.08,14.08,14.08,0.0,0.0
2019-11-24,14.01,14.01,14.01,0.0,0.0,14.16,14.16,14.16,0.0,0.0,14.01,14.01,14.01,0.0,0.0,14.16,14.16,14.16,0.0,0.0
2019-12-01,14.08,14.08,14.08,0.0,0.0,14.09,14.09,14.09,0.0,0.0,14.05,14.05,14.05,0.0,0.0,14.06,14.06,14.06,0.0,0.0
2019-12-08,14.15,14.15,14.15,0.0,0.0,14.24,14.24,14.24,0.0,0.0,14.11,14.11,14.11,0.0,0.0,14.22,14.22,14.22,0.0,0.0
2019-12-15,14.23,14.23,14.23,0.0,0.0,14.26,14.26,14.26,0.0,0.0,14.21,14.21,14.21,0.0,0.0,14.22,14.22,14.22,0.0,0.0
2019-12-22,14.55,14.55,14.55,0.0,0.0,14.59,14.59,14.59,0.0,0.0,14.54,14.54,14.54,0.0,0.0,14.55,14.55,14.55,0.0,0.0
2019-12-29,14.91,14.91,14.91,0.0,0.0,14.99,14.99,14.99,0.0,0.0,14.87,14.87,14.87,0.0,0.0,14.92,14.92,14.92,0.0,0.0
2020-01-05,14.95,14.95,14.95,0.0,0.0,15.05,15.05,15.05,0.0,0.0,14.95,14.95,14.95,0.0,0.0,15.02,15.02,15.02,0.0,0.0
2020-01-12,14.98,14.98,14.98,0.0,0.0,15.04,15.04,15.04,0.0,0.0,14.96,14.96,14.96,0.0,0.0,14.99,14.99,14.99,0.0,0.0
2020-01-19,15.03,15.03,15.03,0.0,0.0,15.17,15.17,15.17,0.0,0.0,15.02,15.02,15.02,0.0,0.0,15.13,15.13,15.13,0.0,0.0
2020-01-26,15.23,15.23,15.23,0.0,0.0,15.3,15.3,15.3,0.0,0.0,15.22,15.22,15.22,0.0,0.0,15.27,15.27,15.27,0.0,0.0
2020-02-02,15.11,15.11,15.11,0.0,0.0,15.15,15.15,15.15,0.0,0.0,15.06,15.06,15.06,0.0,0.0,15.11,15.11,15.11,0.0,0.0
2020-02-09,15.21,15.21,15.21,0.0,0.0,15.25,15.25,15.25,0.0,0.0,15.21,15.21,15.21,0.0,0.0,15.24,15.24,15.24,0.0,0.0
2020-02-16,15.8,15.8,15.8,0.0,0.0,15.88,15.88,15.88,0.0,0.0,15.77,15.77,15.77,0.0,0.0,15.83,15.83,15.83,0.0,0.0
2020-02-23,15.64,15.64,15.64,0.0,0.0,15.64,15.64,15.64,0.0,0.0,15.05,15.05,15.05,0.0,0.0,15.18,15.18,15.18,0.0,0.0
2020-03-01,16.21,16.21,16.21,0.0,0.0,16.29,16.29,16.29,0.0,0.0,15.85,15.85,15.85,0.0,0.0,16.11,16.11,16.11,0.0,0.0
2020-03-08,14.67,14.67,14.67,0.0,0.0,14.67,14.67,14.67,0.0,0.0,14.67,14.67,14.67,0.0,0.0,14.67,14.67,14.67,0.0,0.0
2020-03-15,14.34,14.34,14.34,0.0,0.0,14.34,14.34,14.34,0.0,0.0,14.34,14.34,14.34,0.0,0.0,14.34,14.34,14.34,0.0,0.0
2020-03-22,15.61,15.61,15.61,0.0,0.0,15.61,15.61,15.61,0.0,0.0,15.61,15.61,15.61,0.0,0.0,15.61,15.61,15.61,0.0,0.0
2020-03-29,15.59,15.59,15.59,0.0,0.0,15.66,15.66,15.66,0.0,0.0,15.5,15.5,15.5,0.0,0.0,15.63,15.63,15.63,0.0,0.0
2020-04-05,16.15,16.15,16.15,0.0,0.0,16.28,16.28,16.28,0.0,0.0,16.08,16.08,16.08,0.0,0.0,16.2,16.2,16.2,0.0,0.0
2020-04-12,16.41,16.41,16.41,0.0,0.0,16.48,16.48,16.48,0.0,0.0,16.17,16.17,16.17,0.0,0.0,16.24,16.24,16.24,0.0,0.0
2020-04-19,16.71,16.71,16.71,0.0,0.0,16.75,16.75,16.75,0.0,0.0,16.47,16.47,16.47,0.0,0.0,16.65,16.65,16.65,0.0,0.0
2020-04-26,16.37,16.37,16.37,0.0,0.0,16.37,16.37,16.37,0.0,0.0,16.37,16.37,16.37,0.0,0.0,16.37,16.37,16.37,0.0,0.0
2020-05-03,16.5,16.5,16.5,0.0,0.0,16.57,16.57,16.57,0.0,0.0,16.38,16.38,16.38,0.0,0.0,16.42,16.42,16.42,0.0,0.0
2020-05-10,16.79,16.79,16.79,0.0,0.0,16.86,16.86,16.86,0.0,0.0,16.7,16.7,16.7,0.0,0.0,16.79,16.79,16.79,0.0,0.0
2020-05-17,16.68,16.68,16.68,0.0,0.0,16.73,16.73,16.73,0.0,0.0,16.66,16.66,16.66,0.0,0.0,16.71,16.71,16.71,0.0,0.0
2020-05-24,16.62,16.62,16.62,0.0,0.0,16.72,16.72,16.72,0.0,0.0,16.61,16.61,16.61,0.0,0.0,16.68,16.68,16.68,0.0,0.0
2020-05-31,16.17,16.17,16.17,0.0,0.0,16.17,16.17,16.17,0.0,0.0,16.17,16.17,16.17,0.0,0.0,16.17,16.17,16.17,0.0,0.0
2020-06-07,16.75,16.75,16.75,0.0,0.0,16.78,16.78,16.78,0.0,0.0,16.64,16.64,16.64,0.0,0.0,16.67,16.67,16.67,0.0,0.0
2020-06-14,16.68,16.68,16.68,0.0,0.0,16.8,16.8,16.8,0.0,0.0,16.66,16.66,16.66,0.0,0.0,16.79,16.79,16.79,0.0,0.0
2020-06-21,16.89,16.89,16.89,0.0,0.0,17.05,17.05,17.05,0.0,0.0,16.71,16.71,16.71,0.0,0.0,17.04,17.04,17.04,0.0,0.0
2020-06-28,17.08,17.08,17.08,0.0,0.0,17.08,17.08,17.08,0.0,0.0,17.08,17.08,17.08,0.0,0.0,17.08,17.08,17.08,0.0,0.0
2020-07-05,17.15,17.15,17.15,0.0,0.0,17.3,17.3,17.3,0.0,0.0,17.14,17.14,17.14,0.0,0.0,17.3,17.3,17.3,0.0,0.0
