Date,ProShares Ultra Bloomberg Natural GasEtf_Open_average,ProShares Ultra Bloomberg Natural GasEtf_Open_max,ProShares Ultra Bloomberg Natural GasEtf_Open_min,ProShares Ultra Bloomberg Natural GasEtf_Open_volatility,ProShares Ultra Bloomberg Natural GasEtf_Open_change,ProShares Ultra Bloomberg Natural GasEtf_High_average,ProShares Ultra Bloomberg Natural GasEtf_High_max,ProShares Ultra Bloomberg Natural GasEtf_High_min,ProShares Ultra Bloomberg Natural GasEtf_High_volatility,ProShares Ultra Bloomberg Natural GasEtf_High_change,ProShares Ultra Bloomberg Natural GasEtf_Low_average,ProShares Ultra Bloomberg Natural GasEtf_Low_max,ProShares Ultra Bloomberg Natural GasEtf_Low_min,ProShares Ultra Bloomberg Natural GasEtf_Low_volatility,ProShares Ultra Bloomberg Natural GasEtf_Low_change,ProShares Ultra Bloomberg Natural GasEtf_Close_average,ProShares Ultra Bloomberg Natural GasEtf_Close_max,ProShares Ultra Bloomberg Natural GasEtf_Close_min,ProShares Ultra Bloomberg Natural GasEtf_Close_volatility,ProShares Ultra Bloomberg Natural GasEtf_Close_change
2018-07-22,26.86,26.86,26.86,0.0,0.0,27.14,27.14,27.14,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.9,26.9,26.9,0.0,0.0
2018-07-29,28.1,28.1,28.1,0.0,0.0,28.42,28.42,28.42,0.0,0.0,27.91,27.91,27.91,0.0,0.0,28.13,28.13,28.13,0.0,0.0
2018-08-05,29.57,29.57,29.57,0.0,0.0,30.1,30.1,30.1,0.0,0.0,29.54,29.54,29.54,0.0,0.0,30.02,30.02,30.02,0.0,0.0
2018-08-12,30.13,30.13,30.13,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.0,30.0,30.0,0.0,0.0,30.12,30.12,30.12,0.0,0.0
2018-08-19,29.58,29.58,29.58,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.28,29.28,29.28,0.0,0.0
2018-08-26,29.24,29.24,29.24,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.05,29.05,29.05,0.0,0.0,29.18,29.18,29.18,0.0,0.0
2018-09-02,26.08,26.08,26.08,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.27,26.27,26.27,0.0,0.0
2018-09-09,25.89,25.89,25.89,0.0,0.0,25.9,25.9,25.9,0.0,0.0,25.46,25.46,25.46,0.0,0.0,25.5,25.5,25.5,0.0,0.0
2018-09-16,29.51,29.51,29.51,0.0,0.0,29.85,29.85,29.85,0.0,0.0,29.47,29.47,29.47,0.0,0.0,29.79,29.79,29.79,0.0,0.0
2018-09-23,30.33,30.33,30.33,0.0,0.0,30.43,30.43,30.43,0.0,0.0,29.73,29.73,29.73,0.0,0.0,30.27,30.27,30.27,0.0,0.0
2018-09-30,34.34,34.34,34.34,0.0,0.0,34.35,34.35,34.35,0.0,0.0,32.37,32.37,32.37,0.0,0.0,33.21,33.21,33.21,0.0,0.0
2018-10-07,35.22,35.22,35.22,0.0,0.0,35.22,35.22,35.22,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.96,33.96,33.96,0.0,0.0
2018-10-14,34.8,34.8,34.8,0.0,0.0,35.91,35.91,35.91,0.0,0.0,34.8,34.8,34.8,0.0,0.0,35.54,35.54,35.54,0.0,0.0
2018-10-21,32.61,32.61,32.61,0.0,0.0,34.22,34.22,34.22,0.0,0.0,32.34,32.34,32.34,0.0,0.0,34.19,34.19,34.19,0.0,0.0
2018-10-28,32.4,32.4,32.4,0.0,0.0,34.72,34.72,34.72,0.0,0.0,32.4,32.4,32.4,0.0,0.0,34.3,34.3,34.3,0.0,0.0
2018-11-04,41.86,41.86,41.86,0.0,0.0,45.2,45.2,45.2,0.0,0.0,41.86,41.86,41.86,0.0,0.0,42.89,42.89,42.89,0.0,0.0
2018-11-11,49.5,49.5,49.5,0.0,0.0,55.29,55.29,55.29,0.0,0.0,48.61,48.61,48.61,0.0,0.0,54.89,54.89,54.89,0.0,0.0
2018-11-18,55.98,55.98,55.98,0.0,0.0,59.65,59.65,59.65,0.0,0.0,55.87,55.87,55.87,0.0,0.0,57.0,57.0,57.0,0.0,0.0
2018-11-25,59.28,59.28,59.28,0.0,0.0,60.63,60.63,60.63,0.0,0.0,56.25,56.25,56.25,0.0,0.0,59.84,59.84,59.84,0.0,0.0
2018-12-02,53.99,53.99,53.99,0.0,0.0,58.09,58.09,58.09,0.0,0.0,53.91,53.91,53.91,0.0,0.0,56.63,56.63,56.63,0.0,0.0
2018-12-09,44.29,44.29,44.29,0.0,0.0,44.6,44.6,44.6,0.0,0.0,41.46,41.46,41.46,0.0,0.0,41.48,41.48,41.48,0.0,0.0
2018-12-16,37.94,37.94,37.94,0.0,0.0,40.27,40.27,40.27,0.0,0.0,36.96,36.96,36.96,0.0,0.0,37.97,37.97,37.97,0.0,0.0
2018-12-23,32.15,32.15,32.15,0.0,0.0,33.0,33.0,33.0,0.0,0.0,30.69,30.69,30.69,0.0,0.0,31.34,31.34,31.34,0.0,0.0
2018-12-30,25.38,25.38,25.38,0.0,0.0,26.25,26.25,26.25,0.0,0.0,24.23,24.23,24.23,0.0,0.0,25.88,25.88,25.88,0.0,0.0
2019-01-06,25.8,25.8,25.8,0.0,0.0,27.9,27.9,27.9,0.0,0.0,25.57,25.57,25.57,0.0,0.0,27.4,27.4,27.4,0.0,0.0
2019-01-13,28.91,28.91,28.91,0.0,0.0,32.26,32.26,32.26,0.0,0.0,28.88,28.88,28.88,0.0,0.0,31.11,31.11,31.11,0.0,0.0
2019-01-20,26.76,26.76,26.76,0.0,0.0,28.89,28.89,28.89,0.0,0.0,26.75,26.75,26.75,0.0,0.0,28.6,28.6,28.6,0.0,0.0
2019-01-27,23.5,23.5,23.5,0.0,0.0,23.76,23.76,23.76,0.0,0.0,22.43,22.43,22.43,0.0,0.0,22.64,22.64,22.64,0.0,0.0
2019-02-03,20.11,20.11,20.11,0.0,0.0,20.52,20.52,20.52,0.0,0.0,19.66,19.66,19.66,0.0,0.0,20.45,20.45,20.45,0.0,0.0
2019-02-10,20.45,20.45,20.45,0.0,0.0,20.74,20.74,20.74,0.0,0.0,20.05,20.05,20.05,0.0,0.0,20.68,20.68,20.68,0.0,0.0
2019-02-17,21.45,21.45,21.45,0.0,0.0,22.02,22.02,22.02,0.0,0.0,21.43,21.43,21.43,0.0,0.0,21.66,21.66,21.66,0.0,0.0
2019-02-24,23.66,23.66,23.66,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.21,23.21,23.21,0.0,0.0,23.4,23.4,23.4,0.0,0.0
2019-03-03,23.8,23.8,23.8,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.62,23.62,23.62,0.0,0.0
2019-03-10,23.08,23.08,23.08,0.0,0.0,23.08,23.08,23.08,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.55,22.55,22.55,0.0,0.0
2019-03-17,22.18,22.18,22.18,0.0,0.0,22.18,22.18,22.18,0.0,0.0,21.89,21.89,21.89,0.0,0.0,22.07,22.07,22.07,0.0,0.0
2019-03-24,20.69,20.69,20.69,0.0,0.0,20.81,20.81,20.81,0.0,0.0,20.29,20.29,20.29,0.0,0.0,20.42,20.42,20.42,0.0,0.0
2019-03-31,20.1,20.1,20.1,0.0,0.0,20.46,20.46,20.46,0.0,0.0,20.1,20.1,20.1,0.0,0.0,20.46,20.46,20.46,0.0,0.0
2019-04-07,20.52,20.52,20.52,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.19,20.19,20.19,0.0,0.0,20.22,20.22,20.22,0.0,0.0
2019-04-14,18.15,18.15,18.15,0.0,0.0,18.29,18.29,18.29,0.0,0.0,17.82,17.82,17.82,0.0,0.0,17.93,17.93,17.93,0.0,0.0
2019-04-21,18.38,18.38,18.38,0.0,0.0,18.67,18.67,18.67,0.0,0.0,18.3,18.3,18.3,0.0,0.0,18.46,18.46,18.46,0.0,0.0
2019-04-28,18.0,18.0,18.0,0.0,0.0,18.12,18.12,18.12,0.0,0.0,17.78,17.78,17.78,0.0,0.0,17.89,17.89,17.89,0.0,0.0
2019-05-05,18.25,18.25,18.25,0.0,0.0,19.08,19.08,19.08,0.0,0.0,18.25,18.25,18.25,0.0,0.0,18.75,18.75,18.75,0.0,0.0
2019-05-12,18.98,18.98,18.98,0.0,0.0,19.17,19.17,19.17,0.0,0.0,18.72,18.72,18.72,0.0,0.0,18.76,18.76,18.76,0.0,0.0
2019-05-19,17.5,17.5,17.5,0.0,0.0,18.16,18.16,18.16,0.0,0.0,17.3,17.3,17.3,0.0,0.0,18.01,18.01,18.01,0.0,0.0
2019-05-26,16.55,16.55,16.55,0.0,0.0,16.67,16.67,16.67,0.0,0.0,15.8,15.8,15.8,0.0,0.0,15.95,15.95,15.95,0.0,0.0
2019-06-02,14.35,14.35,14.35,0.0,0.0,14.6,14.6,14.6,0.0,0.0,14.05,14.05,14.05,0.0,0.0,14.48,14.48,14.48,0.0,0.0
2019-06-09,14.64,14.64,14.64,0.0,0.0,15.18,15.18,15.18,0.0,0.0,14.56,14.56,14.56,0.0,0.0,15.09,15.09,15.09,0.0,0.0
2019-06-16,12.32,12.32,12.32,0.0,0.0,12.51,12.51,12.51,0.0,0.0,12.16,12.16,12.16,0.0,0.0,12.34,12.34,12.34,0.0,0.0
2019-06-23,14.46,14.46,14.46,0.0,0.0,14.55,14.55,14.55,0.0,0.0,13.86,13.86,13.86,0.0,0.0,13.92,13.92,13.92,0.0,0.0
2019-06-30,14.71,14.71,14.71,0.0,0.0,15.39,15.39,15.39,0.0,0.0,14.69,14.69,14.69,0.0,0.0,14.99,14.99,14.99,0.0,0.0
2019-07-07,15.79,15.79,15.79,0.0,0.0,16.0,16.0,16.0,0.0,0.0,15.57,15.57,15.57,0.0,0.0,15.73,15.73,15.73,0.0,0.0
2019-07-14,13.22,13.22,13.22,0.0,0.0,13.26,13.26,13.26,0.0,0.0,13.01,13.01,13.01,0.0,0.0,13.18,13.18,13.18,0.0,0.0
2019-07-21,12.35,12.35,12.35,0.0,0.0,12.47,12.47,12.47,0.0,0.0,12.16,12.16,12.16,0.0,0.0,12.3,12.3,12.3,0.0,0.0
2019-07-28,11.9,11.9,11.9,0.0,0.0,12.03,12.03,12.03,0.0,0.0,11.31,11.31,11.31,0.0,0.0,12.01,12.01,12.01,0.0,0.0
2019-08-04,11.7,11.7,11.7,0.0,0.0,12.02,12.02,12.02,0.0,0.0,11.66,11.66,11.66,0.0,0.0,11.74,11.74,11.74,0.0,0.0
2019-08-11,12.38,12.38,12.38,0.0,0.0,12.45,12.45,12.45,0.0,0.0,12.07,12.07,12.07,0.0,0.0,12.39,12.39,12.39,0.0,0.0
2019-08-18,11.57,11.57,11.57,0.0,0.0,11.87,11.87,11.87,0.0,0.0,11.53,11.53,11.53,0.0,0.0,11.76,11.76,11.76,0.0,0.0
2019-08-25,12.85,12.85,12.85,0.0,0.0,13.12,13.12,13.12,0.0,0.0,12.76,12.76,12.76,0.0,0.0,12.86,12.86,12.86,0.0,0.0
2019-09-01,14.7,14.7,14.7,0.0,0.0,15.57,15.57,15.57,0.0,0.0,14.68,14.68,14.68,0.0,0.0,15.39,15.39,15.39,0.0,0.0
2019-09-08,16.28,16.28,16.28,0.0,0.0,17.02,17.02,17.02,0.0,0.0,15.96,15.96,15.96,0.0,0.0,16.85,16.85,16.85,0.0,0.0
2019-09-15,15.99,15.99,15.99,0.0,0.0,15.99,15.99,15.99,0.0,0.0,15.23,15.23,15.23,0.0,0.0,15.58,15.58,15.58,0.0,0.0
2019-09-22,13.49,13.49,13.49,0.0,0.0,13.95,13.95,13.95,0.0,0.0,13.48,13.48,13.48,0.0,0.0,13.66,13.66,13.66,0.0,0.0
2019-09-29,12.48,12.48,12.48,0.0,0.0,13.58,13.58,13.58,0.0,0.0,12.4,12.4,12.4,0.0,0.0,13.07,13.07,13.07,0.0,0.0
2019-10-06,11.6,11.6,11.6,0.0,0.0,12.07,12.07,12.07,0.0,0.0,11.4,11.4,11.4,0.0,0.0,11.98,11.98,11.98,0.0,0.0
2019-10-13,12.25,12.25,12.25,0.0,0.0,12.62,12.62,12.62,0.0,0.0,12.14,12.14,12.14,0.0,0.0,12.61,12.61,12.61,0.0,0.0
2019-10-20,11.7,11.7,11.7,0.0,0.0,11.84,11.84,11.84,0.0,0.0,11.6,11.6,11.6,0.0,0.0,11.74,11.74,11.74,0.0,0.0
2019-10-27,12.97,12.97,12.97,0.0,0.0,14.01,14.01,14.01,0.0,0.0,12.93,12.93,12.93,0.0,0.0,13.83,13.83,13.83,0.0,0.0
2019-11-03,14.78,14.78,14.78,0.0,0.0,14.78,14.78,14.78,0.0,0.0,14.33,14.33,14.33,0.0,0.0,14.61,14.61,14.61,0.0,0.0
2019-11-10,13.06,13.06,13.06,0.0,0.0,13.71,13.71,13.71,0.0,0.0,12.87,12.87,12.87,0.0,0.0,13.28,13.28,13.28,0.0,0.0
2019-11-17,12.55,12.55,12.55,0.0,0.0,13.05,13.05,13.05,0.0,0.0,12.54,12.54,12.54,0.0,0.0,12.87,12.87,12.87,0.0,0.0
2019-11-24,9.94,9.94,9.94,0.0,0.0,9.94,9.94,9.94,0.0,0.0,9.38,9.38,9.38,0.0,0.0,9.43,9.43,9.43,0.0,0.0
2019-12-01,10.09,10.09,10.09,0.0,0.0,10.14,10.14,10.14,0.0,0.0,9.4,9.4,9.4,0.0,0.0,9.56,9.56,9.56,0.0,0.0
2019-12-08,9.0,9.0,9.0,0.0,0.0,9.18,9.18,9.18,0.0,0.0,8.89,8.89,8.89,0.0,0.0,9.02,9.02,9.02,0.0,0.0
2019-12-15,9.16,9.16,9.16,0.0,0.0,9.18,9.18,9.18,0.0,0.0,8.94,8.94,8.94,0.0,0.0,9.08,9.08,9.08,0.0,0.0
2019-12-22,8.39,8.39,8.39,0.0,0.0,8.63,8.63,8.63,0.0,0.0,8.19,8.19,8.19,0.0,0.0,8.61,8.61,8.61,0.0,0.0
2019-12-29,8.0,8.0,8.0,0.0,0.0,8.19,8.19,8.19,0.0,0.0,7.91,7.91,7.91,0.0,0.0,7.96,7.96,7.96,0.0,0.0
2020-01-05,8.46,8.46,8.46,0.0,0.0,8.59,8.59,8.59,0.0,0.0,8.39,8.39,8.39,0.0,0.0,8.48,8.48,8.48,0.0,0.0
2020-01-12,7.25,7.25,7.25,0.0,0.0,7.26,7.26,7.26,0.0,0.0,7.05,7.05,7.05,0.0,0.0,7.07,7.07,7.07,0.0,0.0
2020-01-19,6.34,6.34,6.34,0.0,0.0,6.35,6.35,6.35,0.0,0.0,6.2,6.2,6.2,0.0,0.0,6.27,6.27,6.27,0.0,0.0
2020-01-26,6.07,6.07,6.07,0.0,0.0,6.15,6.15,6.15,0.0,0.0,6.01,6.01,6.01,0.0,0.0,6.05,6.05,6.05,0.0,0.0
2020-02-02,6.38,6.38,6.38,0.0,0.0,6.43,6.43,6.43,0.0,0.0,6.11,6.11,6.11,0.0,0.0,6.12,6.12,6.12,0.0,0.0
2020-02-09,5.92,5.92,5.92,0.0,0.0,5.95,5.95,5.95,0.0,0.0,5.84,5.84,5.84,0.0,0.0,5.84,5.84,5.84,0.0,0.0
2020-02-16,6.07,6.07,6.07,0.0,0.0,6.24,6.24,6.24,0.0,0.0,6.05,6.05,6.05,0.0,0.0,6.14,6.14,6.14,0.0,0.0
2020-02-23,4.94,4.94,4.94,0.0,0.0,5.05,5.05,5.05,0.0,0.0,4.77,4.77,4.77,0.0,0.0,4.83,4.83,4.83,0.0,0.0
2020-03-01,5.12,5.12,5.12,0.0,0.0,5.16,5.16,5.16,0.0,0.0,4.86,4.86,4.86,0.0,0.0,4.95,4.95,4.95,0.0,0.0
2020-03-08,5.9,5.9,5.9,0.0,0.0,5.9,5.9,5.9,0.0,0.0,5.9,5.9,5.9,0.0,0.0,5.9,5.9,5.9,0.0,0.0
2020-03-15,4.25,4.25,4.25,0.0,0.0,4.25,4.25,4.25,0.0,0.0,4.25,4.25,4.25,0.0,0.0,4.25,4.25,4.25,0.0,0.0
2020-03-22,4.36,4.36,4.36,0.0,0.0,4.36,4.36,4.36,0.0,0.0,4.36,4.36,4.36,0.0,0.0,4.36,4.36,4.36,0.0,0.0
2020-03-29,37.0,37.0,37.0,0.0,0.0,42.35,42.35,42.35,0.0,0.0,37.0,37.0,37.0,0.0,0.0,41.8,41.8,41.8,0.0,0.0
2020-04-05,49.1,49.1,49.1,0.0,0.0,50.0,50.0,50.0,0.0,0.0,47.4,47.4,47.4,0.0,0.0,48.0,48.0,48.0,0.0,0.0
2020-04-12,49.0,49.0,49.0,0.0,0.0,50.05,50.05,50.05,0.0,0.0,46.9,46.9,46.9,0.0,0.0,47.7,47.7,47.7,0.0,0.0
2020-04-19,51.96,51.96,51.96,0.0,0.0,52.0,52.0,52.0,0.0,0.0,48.61,48.61,48.61,0.0,0.0,49.08,49.08,49.08,0.0,0.0
2020-04-26,49.45,49.45,49.45,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.45,49.45,49.45,0.0,0.0
2020-05-03,47.16,47.16,47.16,0.0,0.0,47.16,47.16,47.16,0.0,0.0,47.16,47.16,47.16,0.0,0.0,47.16,47.16,47.16,0.0,0.0
2020-05-10,39.34,39.34,39.34,0.0,0.0,39.37,39.37,39.37,0.0,0.0,35.92,35.92,35.92,0.0,0.0,36.23,36.23,36.23,0.0,0.0
2020-05-17,36.47,36.47,36.47,0.0,0.0,38.58,38.58,38.58,0.0,0.0,36.35,36.35,36.35,0.0,0.0,37.96,37.96,37.96,0.0,0.0
2020-05-24,34.83,34.83,34.83,0.0,0.0,36.74,36.74,36.74,0.0,0.0,33.13,33.13,33.13,0.0,0.0,35.86,35.86,35.86,0.0,0.0
2020-05-31,34.33,34.33,34.33,0.0,0.0,34.33,34.33,34.33,0.0,0.0,34.33,34.33,34.33,0.0,0.0,34.33,34.33,34.33,0.0,0.0
2020-06-07,33.51,33.51,33.51,0.0,0.0,33.78,33.78,33.78,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.72,31.72,31.72,0.0,0.0
2020-06-14,28.83,28.83,28.83,0.0,0.0,29.57,29.57,29.57,0.0,0.0,28.75,28.75,28.75,0.0,0.0,29.05,29.05,29.05,0.0,0.0
2020-06-21,22.73,22.73,22.73,0.0,0.0,23.7,23.7,23.7,0.0,0.0,22.69,22.69,22.69,0.0,0.0,22.95,22.95,22.95,0.0,0.0
2020-06-28,27.63,27.63,27.63,0.0,0.0,27.63,27.63,27.63,0.0,0.0,27.63,27.63,27.63,0.0,0.0,27.63,27.63,27.63,0.0,0.0
2020-07-05,33.86,33.86,33.86,0.0,0.0,34.65,34.65,34.65,0.0,0.0,32.73,32.73,32.73,0.0,0.0,32.83,32.83,32.83,0.0,0.0
