Date,BWENStock_Open_average,BWENStock_Open_max,BWENStock_Open_min,BWENStock_Open_volatility,BWENStock_Open_change,BWENStock_High_average,BWENStock_High_max,BWENStock_High_min,BWENStock_High_volatility,BWENStock_High_change,BWENStock_Low_average,BWENStock_Low_max,BWENStock_Low_min,BWENStock_Low_volatility,BWENStock_Low_change,BWENStock_Close_average,BWENStock_Close_max,BWENStock_Close_min,BWENStock_Close_volatility,BWENStock_Close_change,BWENStock_Volume_average,BWENStock_Volume_max,BWENStock_Volume_min,BWENStock_Volume_volatility,BWENStock_Volume_change
2018-01-14,2.8225,2.87,2.75,0.1200000000000001,-0.04999999999999982,2.86975,2.928,2.792,0.13600000000000012,-0.13600000000000012,2.735,2.76,2.7,0.05999999999999961,-0.029999999999999805,2.795,2.85,2.75,0.10000000000000009,-0.06999999999999984,34754,49087,18403,30684,-30684
2018-01-21,2.724,2.81,2.6,0.20999999999999996,-0.1599999999999997,2.758,2.83,2.66,0.16999999999999993,-0.16999999999999993,2.66,2.74,2.51,0.23000000000000043,-0.23000000000000043,2.6946,2.78,2.59,0.18999999999999995,-0.133,41296,77839,13691,64148,30985
2018-01-28,2.5700000000000003,2.7,2.41,0.29000000000000004,-0.21999999999999975,2.6382,2.7910000000000004,2.5,0.29100000000000037,-0.10000000000000009,2.502,2.63,2.4,0.22999999999999998,-0.18999999999999995,2.5380000000000003,2.74,2.42,0.3200000000000003,-0.20999999999999996,52382,107264,18620,88644,31398
2018-02-04,2.342,2.4,2.25,0.1499999999999999,-0.04999999999999982,2.3948,2.44,2.36,0.08000000000000007,-0.040000000000000036,2.266,2.31,2.21,0.10000000000000009,-0.029999999999999805,2.312,2.36,2.26,0.10000000000000009,-0.040000000000000036,48123,91547,18487,73060,-42406
2018-02-11,2.2716000000000003,2.358,2.2,0.15799999999999992,-0.06800000000000006,2.3458,2.48,2.26,0.2200000000000002,0.11099999999999977,2.232,2.29,2.2,0.08999999999999986,0.08000000000000007,2.2968,2.464,2.21,0.254,0.24399999999999977,17635,34499,9225,25274,25274
2018-02-18,2.375,2.46,2.3,0.16000000000000014,-0.16000000000000014,2.3825,2.46,2.3,0.16000000000000014,-0.16000000000000014,2.29,2.31,2.27,0.040000000000000036,-0.040000000000000036,2.3225,2.39,2.29,0.10000000000000009,-0.10000000000000009,26746,46970,9434,37536,-15880
2018-02-25,2.248,2.29,2.23,0.06000000000000005,-0.06000000000000005,2.3464,2.399,2.295,0.10400000000000009,0.038000000000000256,2.224,2.27,2.2,0.06999999999999984,-0.06999999999999984,2.272,2.31,2.22,0.08999999999999986,-0.03000000000000025,47689,67531,34358,33173,-1277
2018-03-04,2.284,2.34,2.24,0.09999999999999964,0.009999999999999787,2.348,2.38,2.31,0.06999999999999984,-0.06000000000000005,2.232,2.25,2.21,0.040000000000000036,0.010000000000000231,2.28,2.33,2.24,0.08999999999999986,-0.04999999999999982,20918,35062,10791,24271,24271
2018-03-11,2.2520000000000002,2.27,2.23,0.040000000000000036,0.0,2.2868,2.305,2.27,0.03500000000000014,-0.03500000000000014,2.212,2.23,2.2,0.029999999999999805,0.020000000000000018,2.2439999999999998,2.26,2.21,0.04999999999999982,0.0,70059,181320,8085,173235,34170
2018-03-18,2.238,2.25,2.22,0.029999999999999805,-0.009999999999999787,2.2692,2.29,2.25,0.040000000000000036,-0.0009999999999998899,2.2288,2.24,2.22,0.020000000000000018,-0.009999999999999787,2.238,2.26,2.22,0.03999999999999959,0.010000000000000231,32226,60923,15472,45451,-5658
