Date,Global X SuperDividend Emerging MarEtf_Open_average,Global X SuperDividend Emerging MarEtf_Open_max,Global X SuperDividend Emerging MarEtf_Open_min,Global X SuperDividend Emerging MarEtf_Open_volatility,Global X SuperDividend Emerging MarEtf_Open_change,Global X SuperDividend Emerging MarEtf_High_average,Global X SuperDividend Emerging MarEtf_High_max,Global X SuperDividend Emerging MarEtf_High_min,Global X SuperDividend Emerging MarEtf_High_volatility,Global X SuperDividend Emerging MarEtf_High_change,Global X SuperDividend Emerging MarEtf_Low_average,Global X SuperDividend Emerging MarEtf_Low_max,Global X SuperDividend Emerging MarEtf_Low_min,Global X SuperDividend Emerging MarEtf_Low_volatility,Global X SuperDividend Emerging MarEtf_Low_change,Global X SuperDividend Emerging MarEtf_Close_average,Global X SuperDividend Emerging MarEtf_Close_max,Global X SuperDividend Emerging MarEtf_Close_min,Global X SuperDividend Emerging MarEtf_Close_volatility,Global X SuperDividend Emerging MarEtf_Close_change
2018-01-14,17.06,17.06,17.06,0.0,0.0,17.16,17.16,17.16,0.0,0.0,17.06,17.06,17.06,0.0,0.0,17.16,17.16,17.16,0.0,0.0
2018-01-21,17.75,17.75,17.75,0.0,0.0,17.9,17.9,17.9,0.0,0.0,17.75,17.75,17.75,0.0,0.0,17.88,17.88,17.88,0.0,0.0
2018-01-28,17.22,17.22,17.22,0.0,0.0,17.25,17.25,17.25,0.0,0.0,17.0,17.0,17.0,0.0,0.0,17.0,17.0,17.0,0.0,0.0
2018-02-04,16.53,16.53,16.53,0.0,0.0,16.59,16.59,16.59,0.0,0.0,16.1,16.1,16.1,0.0,0.0,16.59,16.59,16.59,0.0,0.0
2018-02-11,17.34,17.34,17.34,0.0,0.0,17.52,17.52,17.52,0.0,0.0,17.34,17.34,17.34,0.0,0.0,17.41,17.41,17.41,0.0,0.0
2018-02-18,17.6,17.6,17.6,0.0,0.0,17.74,17.74,17.74,0.0,0.0,17.6,17.6,17.6,0.0,0.0,17.73,17.73,17.73,0.0,0.0
2018-02-25,17.0,17.0,17.0,0.0,0.0,17.32,17.32,17.32,0.0,0.0,17.0,17.0,17.0,0.0,0.0,17.32,17.32,17.32,0.0,0.0
2018-03-04,17.17,17.17,17.17,0.0,0.0,17.4,17.4,17.4,0.0,0.0,17.17,17.17,17.17,0.0,0.0,17.39,17.39,17.39,0.0,0.0
2018-03-11,17.15,17.15,17.15,0.0,0.0,17.17,17.17,17.17,0.0,0.0,17.15,17.15,17.15,0.0,0.0,17.15,17.15,17.15,0.0,0.0
2018-03-18,17.05,17.05,17.05,0.0,0.0,17.05,17.05,17.05,0.0,0.0,16.82,16.82,16.82,0.0,0.0,16.82,16.82,16.82,0.0,0.0
2018-03-25,16.83,16.83,16.83,0.0,0.0,17.14,17.14,17.14,0.0,0.0,16.83,16.83,16.83,0.0,0.0,17.13,17.13,17.13,0.0,0.0
2018-04-01,16.79,16.79,16.79,0.0,0.0,16.79,16.79,16.79,0.0,0.0,16.56,16.56,16.56,0.0,0.0,16.63,16.63,16.63,0.0,0.0
2018-04-08,16.39,16.39,16.39,0.0,0.0,16.39,16.39,16.39,0.0,0.0,16.31,16.31,16.31,0.0,0.0,16.31,16.31,16.31,0.0,0.0
2018-04-15,16.52,16.52,16.52,0.0,0.0,16.52,16.52,16.52,0.0,0.0,16.37,16.37,16.37,0.0,0.0,16.37,16.37,16.37,0.0,0.0
2018-04-22,16.34,16.34,16.34,0.0,0.0,16.4,16.4,16.4,0.0,0.0,16.34,16.34,16.34,0.0,0.0,16.4,16.4,16.4,0.0,0.0
2018-04-29,15.63,15.63,15.63,0.0,0.0,15.83,15.83,15.83,0.0,0.0,15.63,15.63,15.63,0.0,0.0,15.83,15.83,15.83,0.0,0.0
2018-05-06,15.81,15.81,15.81,0.0,0.0,15.81,15.81,15.81,0.0,0.0,15.75,15.75,15.75,0.0,0.0,15.77,15.77,15.77,0.0,0.0
2018-05-13,15.26,15.26,15.26,0.0,0.0,15.31,15.31,15.31,0.0,0.0,15.25,15.25,15.25,0.0,0.0,15.26,15.26,15.26,0.0,0.0
2018-05-20,15.41,15.41,15.41,0.0,0.0,15.42,15.42,15.42,0.0,0.0,15.38,15.38,15.38,0.0,0.0,15.38,15.38,15.38,0.0,0.0
2018-05-27,15.25,15.25,15.25,0.0,0.0,15.36,15.36,15.36,0.0,0.0,15.25,15.25,15.25,0.0,0.0,15.31,15.31,15.31,0.0,0.0
2018-06-03,15.05,15.05,15.05,0.0,0.0,15.08,15.08,15.08,0.0,0.0,15.05,15.05,15.05,0.0,0.0,15.08,15.08,15.08,0.0,0.0
2018-06-10,14.57,14.57,14.57,0.0,0.0,14.62,14.62,14.62,0.0,0.0,14.44,14.44,14.44,0.0,0.0,14.59,14.59,14.59,0.0,0.0
2018-06-17,14.34,14.34,14.34,0.0,0.0,14.4,14.4,14.4,0.0,0.0,14.34,14.34,14.34,0.0,0.0,14.4,14.4,14.4,0.0,0.0
2018-06-24,14.1,14.1,14.1,0.0,0.0,14.18,14.18,14.18,0.0,0.0,14.1,14.1,14.1,0.0,0.0,14.18,14.18,14.18,0.0,0.0
2018-07-01,14.2,14.2,14.2,0.0,0.0,14.27,14.27,14.27,0.0,0.0,14.2,14.2,14.2,0.0,0.0,14.27,14.27,14.27,0.0,0.0
2018-07-08,14.12,14.12,14.12,0.0,0.0,14.23,14.23,14.23,0.0,0.0,14.12,14.12,14.12,0.0,0.0,14.18,14.18,14.18,0.0,0.0
2018-07-15,14.2,14.2,14.2,0.0,0.0,14.21,14.21,14.21,0.0,0.0,14.19,14.19,14.19,0.0,0.0,14.2,14.2,14.2,0.0,0.0
2018-07-22,14.55,14.55,14.55,0.0,0.0,14.55,14.55,14.55,0.0,0.0,14.43,14.43,14.43,0.0,0.0,14.43,14.43,14.43,0.0,0.0
2018-07-29,14.4,14.4,14.4,0.0,0.0,14.47,14.47,14.47,0.0,0.0,14.4,14.4,14.4,0.0,0.0,14.45,14.45,14.45,0.0,0.0
2018-08-05,13.83,13.83,13.83,0.0,0.0,13.83,13.83,13.83,0.0,0.0,13.75,13.75,13.75,0.0,0.0,13.78,13.78,13.78,0.0,0.0
2018-08-12,13.53,13.53,13.53,0.0,0.0,13.7,13.7,13.7,0.0,0.0,13.51,13.51,13.51,0.0,0.0,13.7,13.7,13.7,0.0,0.0
2018-08-19,13.77,13.77,13.77,0.0,0.0,13.86,13.86,13.86,0.0,0.0,13.77,13.77,13.77,0.0,0.0,13.84,13.84,13.84,0.0,0.0
2018-08-26,13.68,13.68,13.68,0.0,0.0,13.81,13.81,13.81,0.0,0.0,13.68,13.68,13.68,0.0,0.0,13.8,13.8,13.8,0.0,0.0
2018-09-02,13.36,13.36,13.36,0.0,0.0,13.39,13.39,13.39,0.0,0.0,13.28,13.28,13.28,0.0,0.0,13.29,13.29,13.29,0.0,0.0
2018-09-09,13.53,13.53,13.53,0.0,0.0,13.53,13.53,13.53,0.0,0.0,13.37,13.37,13.37,0.0,0.0,13.44,13.44,13.44,0.0,0.0
2018-09-16,13.8,13.8,13.8,0.0,0.0,13.85,13.85,13.85,0.0,0.0,13.77,13.77,13.77,0.0,0.0,13.83,13.83,13.83,0.0,0.0
2018-09-23,13.81,13.81,13.81,0.0,0.0,13.91,13.91,13.91,0.0,0.0,13.81,13.81,13.81,0.0,0.0,13.88,13.88,13.88,0.0,0.0
2018-09-30,13.29,13.29,13.29,0.0,0.0,13.29,13.29,13.29,0.0,0.0,13.1,13.1,13.1,0.0,0.0,13.17,13.17,13.17,0.0,0.0
2018-10-07,12.99,12.99,12.99,0.0,0.0,13.03,13.03,13.03,0.0,0.0,12.83,12.83,12.83,0.0,0.0,12.93,12.93,12.93,0.0,0.0
2018-10-14,13.0,13.0,13.0,0.0,0.0,13.06,13.06,13.06,0.0,0.0,12.93,12.93,12.93,0.0,0.0,12.93,12.93,12.93,0.0,0.0
2018-10-21,12.66,12.66,12.66,0.0,0.0,12.81,12.81,12.81,0.0,0.0,12.66,12.66,12.66,0.0,0.0,12.81,12.81,12.81,0.0,0.0
2018-10-28,13.42,13.42,13.42,0.0,0.0,13.42,13.42,13.42,0.0,0.0,13.26,13.26,13.26,0.0,0.0,13.35,13.35,13.35,0.0,0.0
2018-11-04,13.27,13.27,13.27,0.0,0.0,13.27,13.27,13.27,0.0,0.0,13.14,13.14,13.14,0.0,0.0,13.21,13.21,13.21,0.0,0.0
2018-11-11,13.4,13.4,13.4,0.0,0.0,13.43,13.43,13.43,0.0,0.0,13.33,13.33,13.33,0.0,0.0,13.42,13.42,13.42,0.0,0.0
2018-11-18,13.16,13.16,13.16,0.0,0.0,13.16,13.16,13.16,0.0,0.0,13.16,13.16,13.16,0.0,0.0,13.16,13.16,13.16,0.0,0.0
2018-11-25,13.23,13.23,13.23,0.0,0.0,13.27,13.27,13.27,0.0,0.0,13.19,13.19,13.19,0.0,0.0,13.23,13.23,13.23,0.0,0.0
2018-12-02,13.15,13.15,13.15,0.0,0.0,13.19,13.19,13.19,0.0,0.0,12.9,12.9,12.9,0.0,0.0,12.9,12.9,12.9,0.0,0.0
