Date,SPDR S&P InsuranceEtf_Open_average,SPDR S&P InsuranceEtf_Open_max,SPDR S&P InsuranceEtf_Open_min,SPDR S&P InsuranceEtf_Open_volatility,SPDR S&P InsuranceEtf_Open_change,SPDR S&P InsuranceEtf_High_average,SPDR S&P InsuranceEtf_High_max,SPDR S&P InsuranceEtf_High_min,SPDR S&P InsuranceEtf_High_volatility,SPDR S&P InsuranceEtf_High_change,SPDR S&P InsuranceEtf_Low_average,SPDR S&P InsuranceEtf_Low_max,SPDR S&P InsuranceEtf_Low_min,SPDR S&P InsuranceEtf_Low_volatility,SPDR S&P InsuranceEtf_Low_change,SPDR S&P InsuranceEtf_Close_average,SPDR S&P InsuranceEtf_Close_max,SPDR S&P InsuranceEtf_Close_min,SPDR S&P InsuranceEtf_Close_volatility,SPDR S&P InsuranceEtf_Close_change
2018-01-14,31.11,31.11,31.11,0.0,0.0,31.23,31.23,31.23,0.0,0.0,31.04,31.04,31.04,0.0,0.0,31.22,31.22,31.22,0.0,0.0
2018-01-21,32.18,32.18,32.18,0.0,0.0,32.28,32.28,32.28,0.0,0.0,32.09,32.09,32.09,0.0,0.0,32.28,32.28,32.28,0.0,0.0
2018-01-28,31.73,31.73,31.73,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.43,31.43,31.43,0.0,0.0
2018-02-04,29.87,29.87,29.87,0.0,0.0,30.08,30.08,30.08,0.0,0.0,29.26,29.26,29.26,0.0,0.0,29.9,29.9,29.9,0.0,0.0
2018-02-11,30.83,30.83,30.83,0.0,0.0,31.15,31.15,31.15,0.0,0.0,30.83,30.83,30.83,0.0,0.0,31.05,31.05,31.05,0.0,0.0
2018-02-18,30.66,30.66,30.66,0.0,0.0,30.89,30.89,30.89,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.87,30.87,30.87,0.0,0.0
2018-02-25,29.89,29.89,29.89,0.0,0.0,30.18,30.18,30.18,0.0,0.0,29.7,29.7,29.7,0.0,0.0,30.15,30.15,30.15,0.0,0.0
2018-03-04,31.42,31.42,31.42,0.0,0.0,31.98,31.98,31.98,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.98,31.98,31.98,0.0,0.0
2018-03-11,31.38,31.38,31.38,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.38,31.38,31.38,0.0,0.0,31.62,31.62,31.62,0.0,0.0
2018-03-18,31.04,31.04,31.04,0.0,0.0,31.1,31.1,31.1,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.32,30.32,30.32,0.0,0.0
2018-03-25,31.06,31.06,31.06,0.0,0.0,31.18,31.18,31.18,0.0,0.0,30.97,30.97,30.97,0.0,0.0,31.02,31.02,31.02,0.0,0.0
2018-04-01,30.85,30.85,30.85,0.0,0.0,31.05,31.05,31.05,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.58,30.58,30.58,0.0,0.0
2018-04-08,31.13,31.13,31.13,0.0,0.0,31.13,31.13,31.13,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.81,30.81,30.81,0.0,0.0
2018-04-15,31.22,31.22,31.22,0.0,0.0,31.31,31.31,31.31,0.0,0.0,31.07,31.07,31.07,0.0,0.0,31.23,31.23,31.23,0.0,0.0
2018-04-22,31.13,31.13,31.13,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.04,31.04,31.04,0.0,0.0,31.21,31.21,31.21,0.0,0.0
2018-04-29,29.82,29.82,29.82,0.0,0.0,30.42,30.42,30.42,0.0,0.0,29.77,29.77,29.77,0.0,0.0,30.29,30.29,30.29,0.0,0.0
2018-05-06,30.58,30.58,30.58,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.56,30.56,30.56,0.0,0.0
2018-05-13,30.69,30.69,30.69,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.68,30.68,30.68,0.0,0.0
2018-05-20,30.83,30.83,30.83,0.0,0.0,30.92,30.92,30.92,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.88,30.88,30.88,0.0,0.0
2018-05-27,30.63,30.63,30.63,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.63,30.63,30.63,0.0,0.0
2018-06-03,31.01,31.01,31.01,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.24,31.24,31.24,0.0,0.0
2018-06-10,30.65,30.65,30.65,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.79,30.79,30.79,0.0,0.0
2018-06-17,30.31,30.31,30.31,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.28,30.28,30.28,0.0,0.0,30.3,30.3,30.3,0.0,0.0
2018-06-24,29.87,29.87,29.87,0.0,0.0,30.13,30.13,30.13,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.8,29.8,29.8,0.0,0.0
2018-07-01,29.98,29.98,29.98,0.0,0.0,30.3,30.3,30.3,0.0,0.0,29.98,29.98,29.98,0.0,0.0,30.18,30.18,30.18,0.0,0.0
2018-07-08,30.39,30.39,30.39,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.39,30.39,30.39,0.0,0.0
2018-07-15,30.71,30.71,30.71,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.8,30.8,30.8,0.0,0.0
2018-07-22,31.44,31.44,31.44,0.0,0.0,31.76,31.76,31.76,0.0,0.0,31.33,31.33,31.33,0.0,0.0,31.39,31.39,31.39,0.0,0.0
2018-07-29,31.47,31.47,31.47,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.42,31.42,31.42,0.0,0.0,31.67,31.67,31.67,0.0,0.0
2018-08-05,31.42,31.42,31.42,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.2,31.2,31.2,0.0,0.0,31.41,31.41,31.41,0.0,0.0
2018-08-12,31.72,31.72,31.72,0.0,0.0,31.93,31.93,31.93,0.0,0.0,31.72,31.72,31.72,0.0,0.0,31.86,31.86,31.86,0.0,0.0
2018-08-19,31.85,31.85,31.85,0.0,0.0,32.03,32.03,32.03,0.0,0.0,31.85,31.85,31.85,0.0,0.0,32.02,32.02,32.02,0.0,0.0
2018-08-26,31.92,31.92,31.92,0.0,0.0,32.05,32.05,32.05,0.0,0.0,31.85,31.85,31.85,0.0,0.0,32.04,32.04,32.04,0.0,0.0
2018-09-02,32.16,32.16,32.16,0.0,0.0,32.2,32.2,32.2,0.0,0.0,31.97,31.97,31.97,0.0,0.0,32.07,32.07,32.07,0.0,0.0
2018-09-09,32.09,32.09,32.09,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.07,32.07,32.07,0.0,0.0,32.4,32.4,32.4,0.0,0.0
2018-09-16,32.62,32.62,32.62,0.0,0.0,32.78,32.78,32.78,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.72,32.72,32.72,0.0,0.0
2018-09-23,31.86,31.86,31.86,0.0,0.0,32.12,32.12,32.12,0.0,0.0,31.7,31.7,31.7,0.0,0.0,32.06,32.06,32.06,0.0,0.0
2018-09-30,31.99,31.99,31.99,0.0,0.0,32.38,32.38,32.38,0.0,0.0,31.99,31.99,31.99,0.0,0.0,32.04,32.04,32.04,0.0,0.0
