Date,Elkhorn S&P High Quality PreferredEtf_Open_average,Elkhorn S&P High Quality PreferredEtf_Open_max,Elkhorn S&P High Quality PreferredEtf_Open_min,Elkhorn S&P High Quality PreferredEtf_Open_volatility,Elkhorn S&P High Quality PreferredEtf_Open_change,Elkhorn S&P High Quality PreferredEtf_High_average,Elkhorn S&P High Quality PreferredEtf_High_max,Elkhorn S&P High Quality PreferredEtf_High_min,Elkhorn S&P High Quality PreferredEtf_High_volatility,Elkhorn S&P High Quality PreferredEtf_High_change,Elkhorn S&P High Quality PreferredEtf_Low_average,Elkhorn S&P High Quality PreferredEtf_Low_max,Elkhorn S&P High Quality PreferredEtf_Low_min,Elkhorn S&P High Quality PreferredEtf_Low_volatility,Elkhorn S&P High Quality PreferredEtf_Low_change,Elkhorn S&P High Quality PreferredEtf_Close_average,Elkhorn S&P High Quality PreferredEtf_Close_max,Elkhorn S&P High Quality PreferredEtf_Close_min,Elkhorn S&P High Quality PreferredEtf_Close_volatility,Elkhorn S&P High Quality PreferredEtf_Close_change
2018-01-14,23.64,23.64,23.64,0.0,0.0,23.64,23.64,23.64,0.0,0.0,23.64,23.64,23.64,0.0,0.0,23.64,23.64,23.64,0.0,0.0
2018-01-21,23.43,23.43,23.43,0.0,0.0,23.43,23.43,23.43,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.35,23.35,23.35,0.0,0.0
2018-01-28,22.99,22.99,22.99,0.0,0.0,22.99,22.99,22.99,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.94,22.94,22.94,0.0,0.0
2018-02-04,23.04,23.04,23.04,0.0,0.0,23.04,23.04,23.04,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.85,22.85,22.85,0.0,0.0
2018-02-11,23.01,23.01,23.01,0.0,0.0,23.01,23.01,23.01,0.0,0.0,23.0,23.0,23.0,0.0,0.0,23.0,23.0,23.0,0.0,0.0
2018-02-18,23.1,23.1,23.1,0.0,0.0,23.15,23.15,23.15,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.11,23.11,23.11,0.0,0.0
2018-02-25,23.4,23.4,23.4,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.3,23.3,23.3,0.0,0.0
2018-03-04,23.49,23.49,23.49,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.49,23.49,23.49,0.0,0.0,23.58,23.58,23.58,0.0,0.0
2018-03-11,23.65,23.65,23.65,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.51,23.51,23.51,0.0,0.0
2018-03-18,23.5,23.5,23.5,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.44,23.44,23.44,0.0,0.0
2018-03-25,23.38,23.38,23.38,0.0,0.0,23.39,23.39,23.39,0.0,0.0,23.33,23.33,23.33,0.0,0.0,23.39,23.39,23.39,0.0,0.0
2018-04-01,23.4,23.4,23.4,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.2,23.2,23.2,0.0,0.0,23.2,23.2,23.2,0.0,0.0
2018-04-08,23.17,23.17,23.17,0.0,0.0,23.2,23.2,23.2,0.0,0.0,23.17,23.17,23.17,0.0,0.0,23.2,23.2,23.2,0.0,0.0
2018-04-15,23.12,23.12,23.12,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.05,23.05,23.05,0.0,0.0,23.16,23.16,23.16,0.0,0.0
2018-04-22,23.02,23.02,23.02,0.0,0.0,23.12,23.12,23.12,0.0,0.0,22.92,22.92,22.92,0.0,0.0,23.12,23.12,23.12,0.0,0.0
2018-04-29,23.11,23.11,23.11,0.0,0.0,23.15,23.15,23.15,0.0,0.0,23.05,23.05,23.05,0.0,0.0,23.05,23.05,23.05,0.0,0.0
2018-05-06,23.0,23.0,23.0,0.0,0.0,23.07,23.07,23.07,0.0,0.0,23.0,23.0,23.0,0.0,0.0,23.05,23.05,23.05,0.0,0.0
2018-05-13,23.24,23.24,23.24,0.0,0.0,23.24,23.24,23.24,0.0,0.0,23.05,23.05,23.05,0.0,0.0,23.17,23.17,23.17,0.0,0.0
2018-05-20,23.17,23.17,23.17,0.0,0.0,23.24,23.24,23.24,0.0,0.0,23.04,23.04,23.04,0.0,0.0,23.04,23.04,23.04,0.0,0.0
2018-05-27,23.21,23.21,23.21,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.21,23.21,23.21,0.0,0.0,23.4,23.4,23.4,0.0,0.0
2018-06-03,23.56,23.56,23.56,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.54,23.54,23.54,0.0,0.0,23.61,23.61,23.61,0.0,0.0
2018-06-10,23.63,23.63,23.63,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.53,23.53,23.53,0.0,0.0,23.6,23.6,23.6,0.0,0.0
2018-06-17,23.65,23.65,23.65,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.61,23.61,23.61,0.0,0.0
2018-06-24,23.62,23.62,23.62,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.61,23.61,23.61,0.0,0.0,23.65,23.65,23.65,0.0,0.0
2018-07-01,24.03,24.03,24.03,0.0,0.0,24.03,24.03,24.03,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.97,23.97,23.97,0.0,0.0
2018-07-08,23.88,23.88,23.88,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.81,23.81,23.81,0.0,0.0,23.81,23.81,23.81,0.0,0.0
2018-07-15,23.72,23.72,23.72,0.0,0.0,23.72,23.72,23.72,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.72,23.72,23.72,0.0,0.0
2018-07-22,23.55,23.55,23.55,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.51,23.51,23.51,0.0,0.0
2018-07-29,23.43,23.43,23.43,0.0,0.0,23.47,23.47,23.47,0.0,0.0,23.43,23.43,23.43,0.0,0.0,23.47,23.47,23.47,0.0,0.0
2018-08-05,23.38,23.38,23.38,0.0,0.0,23.38,23.38,23.38,0.0,0.0,23.33,23.33,23.33,0.0,0.0,23.35,23.35,23.35,0.0,0.0
2018-08-12,23.49,23.49,23.49,0.0,0.0,23.49,23.49,23.49,0.0,0.0,23.46,23.46,23.46,0.0,0.0,23.46,23.46,23.46,0.0,0.0
2018-08-19,23.47,23.47,23.47,0.0,0.0,23.47,23.47,23.47,0.0,0.0,23.38,23.38,23.38,0.0,0.0,23.44,23.44,23.44,0.0,0.0
2018-08-26,23.59,23.59,23.59,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.66,23.66,23.66,0.0,0.0
2018-09-02,23.35,23.35,23.35,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.24,23.24,23.24,0.0,0.0,23.28,23.28,23.28,0.0,0.0
