Date,Global X MLPEtf_Open_average,Global X MLPEtf_Open_max,Global X MLPEtf_Open_min,Global X MLPEtf_Open_volatility,Global X MLPEtf_Open_change,Global X MLPEtf_High_average,Global X MLPEtf_High_max,Global X MLPEtf_High_min,Global X MLPEtf_High_volatility,Global X MLPEtf_High_change,Global X MLPEtf_Low_average,Global X MLPEtf_Low_max,Global X MLPEtf_Low_min,Global X MLPEtf_Low_volatility,Global X MLPEtf_Low_change,Global X MLPEtf_Close_average,Global X MLPEtf_Close_max,Global X MLPEtf_Close_min,Global X MLPEtf_Close_volatility,Global X MLPEtf_Close_change
2018-01-14,10.54,10.54,10.54,0.0,0.0,10.58,10.58,10.58,0.0,0.0,10.47,10.47,10.47,0.0,0.0,10.58,10.58,10.58,0.0,0.0
2018-01-21,10.81,10.81,10.81,0.0,0.0,10.81,10.81,10.81,0.0,0.0,10.72,10.72,10.72,0.0,0.0,10.76,10.76,10.76,0.0,0.0
2018-01-28,10.43,10.43,10.43,0.0,0.0,10.43,10.43,10.43,0.0,0.0,10.22,10.22,10.22,0.0,0.0,10.23,10.23,10.23,0.0,0.0
2018-02-04,9.65,9.65,9.65,0.0,0.0,9.7,9.7,9.7,0.0,0.0,9.28,9.28,9.28,0.0,0.0,9.54,9.54,9.54,0.0,0.0
2018-02-11,9.73,9.73,9.73,0.0,0.0,9.8,9.8,9.8,0.0,0.0,9.61,9.61,9.61,0.0,0.0,9.63,9.63,9.63,0.0,0.0
2018-02-18,9.39,9.39,9.39,0.0,0.0,9.49,9.49,9.49,0.0,0.0,9.31,9.31,9.31,0.0,0.0,9.42,9.42,9.42,0.0,0.0
2018-02-25,9.18,9.18,9.18,0.0,0.0,9.23,9.23,9.23,0.0,0.0,9.04,9.04,9.04,0.0,0.0,9.2,9.2,9.2,0.0,0.0
2018-03-04,9.23,9.23,9.23,0.0,0.0,9.3,9.3,9.3,0.0,0.0,9.16,9.16,9.16,0.0,0.0,9.28,9.28,9.28,0.0,0.0
2018-03-11,8.89,8.89,8.89,0.0,0.0,9.05,9.05,9.05,0.0,0.0,8.86,8.86,8.86,0.0,0.0,8.91,8.91,8.91,0.0,0.0
2018-03-18,8.51,8.51,8.51,0.0,0.0,8.58,8.58,8.58,0.0,0.0,8.38,8.38,8.38,0.0,0.0,8.4,8.4,8.4,0.0,0.0
2018-03-25,8.4,8.4,8.4,0.0,0.0,8.54,8.54,8.54,0.0,0.0,8.37,8.37,8.37,0.0,0.0,8.49,8.49,8.49,0.0,0.0
2018-04-01,8.49,8.49,8.49,0.0,0.0,8.62,8.62,8.62,0.0,0.0,8.32,8.32,8.32,0.0,0.0,8.43,8.43,8.43,0.0,0.0
2018-04-08,8.73,8.73,8.73,0.0,0.0,8.73,8.73,8.73,0.0,0.0,8.61,8.61,8.61,0.0,0.0,8.7,8.7,8.7,0.0,0.0
2018-04-15,9.07,9.07,9.07,0.0,0.0,9.24,9.24,9.24,0.0,0.0,8.96,8.96,8.96,0.0,0.0,8.99,8.99,8.99,0.0,0.0
2018-04-22,9.09,9.09,9.09,0.0,0.0,9.12,9.12,9.12,0.0,0.0,9.0,9.0,9.0,0.0,0.0,9.09,9.09,9.09,0.0,0.0
2018-04-29,8.86,8.86,8.86,0.0,0.0,8.99,8.99,8.99,0.0,0.0,8.81,8.81,8.81,0.0,0.0,8.99,8.99,8.99,0.0,0.0
2018-05-06,9.1,9.1,9.1,0.0,0.0,9.14,9.14,9.14,0.0,0.0,9.02,9.02,9.02,0.0,0.0,9.04,9.04,9.04,0.0,0.0
2018-05-13,9.38,9.38,9.38,0.0,0.0,9.4,9.4,9.4,0.0,0.0,9.29,9.29,9.29,0.0,0.0,9.34,9.34,9.34,0.0,0.0
2018-05-20,9.11,9.11,9.11,0.0,0.0,9.16,9.16,9.16,0.0,0.0,8.95,8.95,8.95,0.0,0.0,9.12,9.12,9.12,0.0,0.0
2018-05-27,9.34,9.34,9.34,0.0,0.0,9.43,9.43,9.43,0.0,0.0,9.29,9.29,9.29,0.0,0.0,9.4,9.4,9.4,0.0,0.0
2018-06-03,9.47,9.47,9.47,0.0,0.0,9.53,9.53,9.53,0.0,0.0,9.38,9.38,9.38,0.0,0.0,9.44,9.44,9.44,0.0,0.0
2018-06-10,9.44,9.44,9.44,0.0,0.0,9.44,9.44,9.44,0.0,0.0,9.14,9.14,9.14,0.0,0.0,9.15,9.15,9.15,0.0,0.0
2018-06-17,9.27,9.27,9.27,0.0,0.0,9.41,9.41,9.41,0.0,0.0,9.24,9.24,9.24,0.0,0.0,9.24,9.24,9.24,0.0,0.0
2018-06-24,9.11,9.11,9.11,0.0,0.0,9.19,9.19,9.19,0.0,0.0,9.04,9.04,9.04,0.0,0.0,9.16,9.16,9.16,0.0,0.0
2018-07-01,9.15,9.15,9.15,0.0,0.0,9.24,9.24,9.24,0.0,0.0,9.11,9.11,9.11,0.0,0.0,9.2,9.2,9.2,0.0,0.0
2018-07-08,9.27,9.27,9.27,0.0,0.0,9.34,9.34,9.34,0.0,0.0,9.22,9.22,9.22,0.0,0.0,9.29,9.29,9.29,0.0,0.0
2018-07-15,9.58,9.58,9.58,0.0,0.0,9.58,9.58,9.58,0.0,0.0,9.42,9.42,9.42,0.0,0.0,9.43,9.43,9.43,0.0,0.0
2018-07-22,9.75,9.75,9.75,0.0,0.0,9.76,9.76,9.76,0.0,0.0,9.52,9.52,9.52,0.0,0.0,9.53,9.53,9.53,0.0,0.0
2018-07-29,10.08,10.08,10.08,0.0,0.0,10.09,10.09,10.09,0.0,0.0,10.02,10.02,10.02,0.0,0.0,10.05,10.05,10.05,0.0,0.0
2018-08-05,10.06,10.06,10.06,0.0,0.0,10.16,10.16,10.16,0.0,0.0,10.03,10.03,10.03,0.0,0.0,10.04,10.04,10.04,0.0,0.0
2018-08-12,9.87,9.87,9.87,0.0,0.0,9.98,9.98,9.98,0.0,0.0,9.87,9.87,9.87,0.0,0.0,9.98,9.98,9.98,0.0,0.0
2018-08-19,10.05,10.05,10.05,0.0,0.0,10.06,10.06,10.06,0.0,0.0,10.0,10.0,10.0,0.0,0.0,10.05,10.05,10.05,0.0,0.0
2018-08-26,9.82,9.82,9.82,0.0,0.0,9.82,9.82,9.82,0.0,0.0,9.7,9.7,9.7,0.0,0.0,9.78,9.78,9.78,0.0,0.0
2018-09-02,9.82,9.82,9.82,0.0,0.0,9.82,9.82,9.82,0.0,0.0,9.74,9.74,9.74,0.0,0.0,9.79,9.79,9.79,0.0,0.0
2018-09-09,9.86,9.86,9.86,0.0,0.0,9.86,9.86,9.86,0.0,0.0,9.72,9.72,9.72,0.0,0.0,9.83,9.83,9.83,0.0,0.0
2018-09-16,9.78,9.78,9.78,0.0,0.0,9.78,9.78,9.78,0.0,0.0,9.72,9.72,9.72,0.0,0.0,9.77,9.77,9.77,0.0,0.0
2018-09-23,9.48,9.48,9.48,0.0,0.0,9.61,9.61,9.61,0.0,0.0,9.46,9.46,9.46,0.0,0.0,9.55,9.55,9.55,0.0,0.0
2018-09-30,9.74,9.74,9.74,0.0,0.0,9.84,9.84,9.84,0.0,0.0,9.72,9.72,9.72,0.0,0.0,9.76,9.76,9.76,0.0,0.0
2018-10-07,9.61,9.61,9.61,0.0,0.0,9.65,9.65,9.65,0.0,0.0,9.37,9.37,9.37,0.0,0.0,9.46,9.46,9.46,0.0,0.0
2018-10-14,9.55,9.55,9.55,0.0,0.0,9.63,9.63,9.63,0.0,0.0,9.49,9.49,9.49,0.0,0.0,9.54,9.54,9.54,0.0,0.0
2018-10-21,8.96,8.96,8.96,0.0,0.0,8.97,8.97,8.97,0.0,0.0,8.76,8.76,8.76,0.0,0.0,8.86,8.86,8.86,0.0,0.0
