Date,QCOMStock_Open_average,QCOMStock_Open_max,QCOMStock_Open_min,QCOMStock_Open_volatility,QCOMStock_Open_change,QCOMStock_High_average,QCOMStock_High_max,QCOMStock_High_min,QCOMStock_High_volatility,QCOMStock_High_change,QCOMStock_Low_average,QCOMStock_Low_max,QCOMStock_Low_min,QCOMStock_Low_volatility,QCOMStock_Low_change,QCOMStock_Close_average,QCOMStock_Close_max,QCOMStock_Close_min,QCOMStock_Close_volatility,QCOMStock_Close_change,QCOMStock_Volume_average,QCOMStock_Volume_max,QCOMStock_Volume_min,QCOMStock_Volume_volatility,QCOMStock_Volume_change
2018-01-14,67.635,68.52,66.23,2.289999999999992,1.8100000000000023,68.495,68.9,68.18,0.7199999999999989,-0.4000000000000057,67.1275,67.75,66.03,1.7199999999999989,1.7199999999999989,68.09,68.25,68.02,0.23000000000000398,-0.20999999999999375,13175002,24478762,6797858,17680904,-15614480
2018-01-21,68.138,68.6,67.81,0.789999999999992,0.12999999999999545,68.56400000000001,68.89,68.28,0.6099999999999994,-0.21999999999999886,67.642,68.24,67.29,0.9499999999999886,-0.10000000000000853,68.188,68.67,67.42,1.25,-0.14000000000000057,9163211,12383058,7825572,4557486,-647287
2018-01-28,67.264,68.16,66.18,1.9799999999999898,-1.9799999999999898,67.996,68.38,67.04,1.3399999999999892,-1.259999999999991,66.722,67.46,65.86,1.5999999999999943,-1.3799999999999955,67.086,68.25,66.07,2.180000000000007,-1.25,11906105,16838486,8059489,8778997,1226391
2018-02-04,64.082,66.3,62.31,3.989999999999995,-3.3499999999999943,65.318,66.55,64.32,2.230000000000004,-2.230000000000004,62.116,64.02,60.5,3.519999999999996,0.9600000000000009,63.516000000000005,65.04,61.73,3.3100000000000094,2.260000000000005,22404481,35995984,13451577,22544407,-12901024
2018-02-11,65.284,66.38,64.77,1.6099999999999994,-0.12000000000000455,66.094,66.8,65.7,1.0999999999999943,0.12999999999999545,64.584,65.1,63.86,1.2399999999999949,0.20000000000000284,65.616,66.59,64.85,1.740000000000009,-0.8100000000000023,11813544,15548429,7695947,7852482,-1931847
2018-02-18,63.0225,63.15,62.81,0.3399999999999963,-0.19999999999999574,63.725,64.14,63.32,0.8200000000000003,-0.8200000000000003,62.1425,62.65,61.86,0.7899999999999991,0.1700000000000017,63.2225,63.99,62.18,1.8100000000000023,-0.6700000000000017,15218672,27494592,6762248,20732344,-20732344
2018-02-25,65.518,67.0,64.31,2.6899999999999977,-0.23999999999999488,66.56,67.63,64.85,2.780000000000001,-2.510000000000005,64.694,66.01,64.03,1.980000000000004,-0.1599999999999966,65.604,66.98,64.74,2.240000000000009,-2.240000000000009,14538856,27374316,9582055,17792261,-16761620
2018-03-04,62.868,64.34,61.49,2.8500000000000014,-1.980000000000004,63.512,65.6,62.61,2.989999999999995,-2.539999999999992,61.942,63.54,61.06,2.479999999999997,-1.4200000000000017,62.698,64.01,61.82,2.190000000000005,-0.980000000000004,13611129,23450350,7655312,15795038,-7790221
2018-03-11,60.67,63.05,59.77,3.279999999999994,-2.4499999999999957,61.406,63.48,60.28,3.1999999999999957,-1.9899999999999949,59.874,62.3,57.9,4.399999999999999,-1.8200000000000003,60.628,62.81,59.7,3.1099999999999994,-2.190000000000005,24040392,38572748,10494322,28078426,9773191
2018-03-18,57.71,60.19,55.63,4.559999999999995,-4.559999999999995,58.14,60.35,56.15,4.200000000000003,-4.200000000000003,56.358000000000004,57.95,53.65,4.300000000000004,-4.25,56.536,58.37,53.66,4.710000000000001,-4.710000000000001,13049306,14713281,10615366,4097915,581925
2018-03-25,55.255,56.59,54.58,2.010000000000005,0.46000000000000085,56.32,57.24,55.93,1.3100000000000023,-0.21000000000000085,54.465,54.62,54.25,0.36999999999999744,0.36999999999999744,55.27,56.13,54.7,1.4299999999999997,-0.720000000000006,11436267,12925503,8482462,4443041,-3611445
2018-04-01,54.62,55.49,53.8,1.6900000000000048,-0.6799999999999997,55.136,55.5,54.77,0.7299999999999969,-0.46999999999999886,53.532,54.44,53.07,1.3699999999999974,0.03999999999999915,54.348,55.04,53.12,1.9200000000000017,-0.6900000000000048,9208467,16469583,5823253,10646330,-8147423
