Date,PLMStock_Open_average,PLMStock_Open_max,PLMStock_Open_min,PLMStock_Open_volatility,PLMStock_Open_change,PLMStock_High_average,PLMStock_High_max,PLMStock_High_min,PLMStock_High_volatility,PLMStock_High_change,PLMStock_Low_average,PLMStock_Low_max,PLMStock_Low_min,PLMStock_Low_volatility,PLMStock_Low_change,PLMStock_Close_average,PLMStock_Close_max,PLMStock_Close_min,PLMStock_Close_volatility,PLMStock_Close_change,PLMStock_Volume_average,PLMStock_Volume_max,PLMStock_Volume_min,PLMStock_Volume_volatility,PLMStock_Volume_change
2018-07-01,0.97375,1.0,0.93,0.06999999999999995,-0.06999999999999995,0.9835,1.0,0.945,0.05500000000000005,-0.05500000000000005,0.93525,0.98,0.879,0.10099999999999998,-0.06799999999999995,0.96875,0.9990000000000001,0.941,0.05800000000000016,-0.04500000000000004,33958,68854,10741,58113,-6342
2018-07-08,0.9304,0.9490000000000001,0.9,0.049000000000000044,-0.03599999999999992,0.9324,0.95,0.905,0.04499999999999993,-0.040999999999999925,0.9,0.92,0.89,0.030000000000000027,-0.010000000000000009,0.9094,0.943,0.893,0.04999999999999993,-0.020999999999999908,26262,61667,9477,52190,-52190
2018-07-15,0.895,0.9,0.89,0.010000000000000009,-0.0050000000000000044,0.9,0.91,0.89,0.020000000000000018,-0.010000000000000009,0.876,0.89,0.836,0.05400000000000005,-0.05400000000000005,0.884,0.9,0.85,0.050000000000000044,-0.040000000000000036,24704,58669,13406,45263,42717
2018-07-22,0.8402,0.9,0.81,0.08999999999999997,-0.08000000000000007,0.8588,0.9,0.835,0.06500000000000006,-0.050000000000000044,0.8172,0.84,0.8,0.039999999999999925,-0.039999999999999925,0.834,0.86,0.8029999999999999,0.05700000000000005,-0.05700000000000005,69886,128457,19447,109010,23994
2018-07-29,0.8098000000000001,0.8290000000000001,0.8,0.029000000000000026,0.0,0.8178000000000001,0.83,0.81,0.019999999999999907,0.0,0.7936,0.8,0.79,0.010000000000000009,-0.008000000000000007,0.7974,0.804,0.79,0.014000000000000012,-0.0050000000000000044,33964,72122,7713,64409,-32070
2018-08-05,0.8094,0.847,0.79,0.05699999999999994,0.04699999999999993,0.8292,0.9,0.8,0.09999999999999998,0.09999999999999998,0.7984,0.82,0.79,0.029999999999999916,0.029999999999999916,0.8108,0.85,0.794,0.05599999999999994,0.05599999999999994,36582,86806,3101,83705,60945
2018-08-12,0.8514,0.87,0.8370000000000001,0.03299999999999992,0.0,0.8646,0.88,0.85,0.030000000000000027,0.030000000000000027,0.8404,0.85,0.82,0.030000000000000027,0.030000000000000027,0.8512,0.88,0.82,0.06000000000000005,0.06000000000000005,15489,26829,4064,22765,-8838
2018-08-19,0.8436,0.868,0.818,0.050000000000000044,-0.050000000000000044,0.8493999999999999,0.877,0.83,0.04700000000000004,-0.04700000000000004,0.8271999999999999,0.84,0.816,0.02400000000000002,-0.02400000000000002,0.833,0.845,0.82,0.025000000000000022,-0.015000000000000013,23555,50267,13105,37162,-10229
2018-08-26,0.8196,0.84,0.804,0.03599999999999992,-0.006000000000000116,0.8296,0.84,0.82,0.020000000000000018,-0.016000000000000014,0.8088,0.815,0.8,0.014999999999999902,-0.014999999999999902,0.8206,0.8290000000000001,0.81,0.019000000000000017,-0.009999999999999898,19635,29069,3235,25834,6854
2018-09-02,0.8625,0.92,0.81,0.10999999999999999,0.10999999999999999,0.90375,1.01,0.835,0.17500000000000004,0.17500000000000004,0.84575,0.903,0.81,0.09299999999999997,0.09299999999999997,0.891,0.97,0.8320000000000001,0.1379999999999999,0.1379999999999999,42332,104874,17982,86892,86365
2018-09-09,0.9162,0.99,0.89,0.09999999999999998,-0.08999999999999997,0.9242,0.99,0.9,0.08999999999999997,-0.08999999999999997,0.8916,0.905,0.882,0.02300000000000002,-0.014000000000000123,0.8954,0.905,0.882,0.02300000000000002,-0.0050000000000000044,26417,45359,12521,32838,1207
2018-09-16,0.8914,0.9,0.871,0.029000000000000026,0.0,0.9112,0.94,0.883,0.05699999999999994,0.019999999999999907,0.8768,0.89,0.858,0.03200000000000003,0.0,0.8896000000000001,0.9059999999999999,0.8740000000000001,0.031999999999999806,0.015999999999999903,46701,108016,15754,92262,-8531
2018-09-23,0.9356,1.0,0.907,0.09299999999999997,0.07900000000000007,0.966,1.04,0.91,0.13,0.10999999999999999,0.9194,0.995,0.9,0.09499999999999997,0.09499999999999997,0.9444,1.02,0.904,0.11599999999999999,0.11599999999999999,27094,50873,6703,44170,44170
2018-09-30,0.9794,1.05,0.937,0.11299999999999999,-0.11299999999999999,0.985,1.05,0.945,0.1050000000000001,-0.1050000000000001,0.9451999999999999,0.968,0.93,0.03799999999999992,-0.019999999999999907,0.9611999999999999,0.998,0.94,0.05800000000000005,-0.05800000000000005,16742,32057,6423,25634,-10265
2018-10-07,0.941,0.955,0.93,0.02499999999999991,0.0,0.948,0.955,0.94,0.015000000000000013,-0.0050000000000000044,0.9232,0.93,0.92,0.010000000000000009,-0.0050000000000000044,0.9371999999999999,0.95,0.9279999999999999,0.02200000000000002,-0.0020000000000000018,37209,67482,8808,58674,58545
2018-10-14,0.949,1.0,0.925,0.07499999999999996,-0.06999999999999995,0.951,1.0,0.93,0.06999999999999995,-0.06999999999999995,0.9168,0.9229999999999999,0.915,0.007999999999999896,-0.007999999999999896,0.9232,0.93,0.915,0.015000000000000013,-0.015000000000000013,23799,53364,2213,51151,-31562
2018-10-21,0.9298000000000001,0.9490000000000001,0.92,0.029000000000000026,0.019000000000000017,0.9346,0.9490000000000001,0.92,0.029000000000000026,0.009000000000000119,0.911,0.915,0.91,0.0050000000000000044,-0.0050000000000000044,0.9216000000000001,0.93,0.914,0.016000000000000014,-0.016000000000000014,16949,29235,9977,19258,-16590
2018-10-28,0.983,1.24,0.89,0.35,0.30999999999999994,1.05,1.24,0.91,0.32999999999999996,0.30999999999999994,0.8978,0.915,0.88,0.03500000000000003,0.03500000000000003,0.9518,1.13,0.88,0.2499999999999999,0.049000000000000044,221101,499653,34496,465157,463526
2018-11-04,0.948,1.0,0.92,0.07999999999999996,-0.06000000000000005,0.9551999999999999,1.0,0.93,0.06999999999999995,-0.06000000000000005,0.9004,0.91,0.89,0.020000000000000018,-0.010000000000000009,0.9182,0.95,0.895,0.05499999999999994,-0.015999999999999903,96466,186160,37444,148716,-78508
2018-11-11,0.8714,0.94,0.8170000000000001,0.12299999999999989,-0.12299999999999989,0.878,0.94,0.84,0.09999999999999998,-0.09999999999999998,0.837,0.875,0.8009999999999999,0.07400000000000007,-0.06000000000000005,0.8523999999999999,0.897,0.82,0.07700000000000007,-0.06900000000000006,68397,91580,42425,49155,-27300
2018-11-18,0.823,0.84,0.812,0.027999999999999914,-0.027999999999999914,0.83375,0.855,0.82,0.03500000000000003,0.015000000000000013,0.8035000000000001,0.81,0.8,0.010000000000000009,0.008000000000000007,0.8125,0.8290000000000001,0.802,0.027000000000000024,0.027000000000000024,60364,102173,19180,82993,-64340
2018-11-25,0.8324,0.85,0.825,0.025000000000000022,-0.004000000000000115,0.838,0.855,0.825,0.030000000000000027,-0.030000000000000027,0.8140000000000001,0.8290000000000001,0.807,0.02200000000000002,-0.019000000000000017,0.8176,0.84,0.81,0.029999999999999916,-0.029999999999999916,34310,61170,17059,44111,-44111
2018-12-02,0.8195,0.8440000000000001,0.8009999999999999,0.04300000000000015,-0.02100000000000013,0.82725,0.8440000000000001,0.8170000000000001,0.027000000000000024,-0.016000000000000125,0.80125,0.805,0.8,0.0050000000000000044,0.0050000000000000044,0.80925,0.82,0.802,0.017999999999999905,0.009999999999999898,32802,60256,13463,46793,30849
2018-12-09,0.826,0.84,0.82,0.020000000000000018,0.0,0.8371999999999999,0.845,0.83,0.015000000000000013,-0.0050000000000000044,0.815,0.825,0.805,0.019999999999999907,0.004999999999999893,0.8198,0.825,0.8109999999999999,0.014000000000000012,-0.007000000000000006,26958,45467,11046,34421,22740
2018-12-16,0.822,0.85,0.8,0.04999999999999993,0.030000000000000027,0.8282,0.85,0.82,0.030000000000000027,0.030000000000000027,0.805,0.818,0.8,0.017999999999999905,0.017999999999999905,0.8109999999999999,0.83,0.8,0.029999999999999916,0.029000000000000026,63501,120253,20678,99575,31091
2018-12-23,0.8374999999999999,0.85,0.82,0.030000000000000027,-0.030000000000000027,0.8425,0.85,0.82,0.030000000000000027,-0.030000000000000027,0.8142499999999999,0.82,0.809,0.010999999999999899,-0.005999999999999894,0.82425,0.83,0.81,0.019999999999999907,-0.019999999999999907,48323,78580,21856,56724,-56724
2018-12-30,0.8374999999999999,0.85,0.82,0.030000000000000027,0.020000000000000018,0.83775,0.851,0.82,0.031000000000000028,0.020000000000000018,0.808,0.812,0.8,0.01200000000000001,0.010000000000000009,0.81525,0.8270000000000001,0.8109999999999999,0.016000000000000125,0.0,59336,134331,9320,125011,-92939
2019-01-06,0.8150000000000001,0.83,0.81,0.019999999999999907,0.0,0.819,0.83,0.81,0.019999999999999907,-0.019999999999999907,0.794,0.81,0.7809999999999999,0.029000000000000137,-0.028000000000000025,0.8048,0.823,0.782,0.040999999999999925,-0.040999999999999925,38307,73343,6475,66868,25335
2019-01-13,0.7924,0.8,0.782,0.018000000000000016,0.008000000000000007,0.796,0.8,0.79,0.010000000000000009,-0.010000000000000009,0.7812,0.7929999999999999,0.77,0.02299999999999991,-0.008000000000000007,0.7866,0.797,0.78,0.017000000000000015,0.0,40100,93072,19799,73273,-11656
2019-01-20,0.77775,0.79,0.77,0.020000000000000018,-0.020000000000000018,0.785,0.79,0.78,0.010000000000000009,-0.010000000000000009,0.7695000000000001,0.774,0.764,0.010000000000000009,-0.006000000000000005,0.77375,0.78,0.77,0.010000000000000009,-0.0050000000000000044,22998,38961,14807,24154,19664
2019-01-27,0.7588,0.785,0.7390000000000001,0.04599999999999993,-0.04599999999999993,0.7602,0.785,0.746,0.039000000000000035,-0.039000000000000035,0.7354,0.74,0.73,0.010000000000000009,0.004000000000000115,0.749,0.76,0.74,0.020000000000000018,-0.015000000000000013,30001,72518,11003,61515,-52587
2019-02-03,0.7438,0.75,0.74,0.010000000000000009,-0.0050000000000000044,0.7456,0.75,0.74,0.010000000000000009,-0.0050000000000000044,0.7294,0.74,0.7170000000000001,0.02299999999999991,0.0,0.7402000000000001,0.7440000000000001,0.738,0.006000000000000116,0.0,26613,41520,15144,26376,-10819
2019-02-10,0.7343999999999999,0.782,0.72,0.062000000000000055,-0.062000000000000055,0.7363999999999999,0.782,0.72,0.062000000000000055,-0.062000000000000055,0.7166,0.721,0.71,0.01100000000000001,-0.0019999999999998908,0.7202,0.73,0.711,0.019000000000000017,-0.010000000000000009,31051,58979,16840,42139,19153
2019-02-17,0.7172499999999999,0.72,0.71,0.010000000000000009,-0.0009999999999998899,0.72075,0.7240000000000001,0.7190000000000001,0.0050000000000000044,-0.0009999999999998899,0.7102499999999999,0.713,0.708,0.0050000000000000044,-0.0050000000000000044,0.71475,0.72,0.71,0.010000000000000009,-0.009000000000000119,33196,51444,11951,39493,-14527
2019-02-24,0.694,0.72,0.68,0.039999999999999925,-0.039999999999999925,0.698,0.72,0.68,0.039999999999999925,-0.030000000000000027,0.6779999999999999,0.698,0.664,0.03399999999999992,-0.017000000000000015,0.6872,0.71,0.67,0.039999999999999925,-0.014999999999999902,75302,154075,34940,119135,36440
2019-03-03,0.676,0.69,0.66,0.029999999999999916,-0.029999999999999916,0.681,0.69,0.67,0.019999999999999907,-0.019999999999999907,0.6568,0.67,0.649,0.02100000000000002,-0.017000000000000015,0.6678,0.6809999999999999,0.65,0.030999999999999917,-0.010999999999999899,68597,77622,47873,29749,6398
2019-03-10,0.6716,0.68,0.66,0.020000000000000018,-0.020000000000000018,0.6792,0.69,0.6679999999999999,0.02200000000000002,-0.012000000000000122,0.6594,0.67,0.65,0.020000000000000018,-0.007000000000000006,0.6694,0.69,0.6559999999999999,0.03400000000000003,0.0,59679,78568,48787,29781,4726
2019-03-17,0.671,0.68,0.6579999999999999,0.02200000000000013,0.010000000000000009,0.7244,0.9079999999999999,0.67,0.23799999999999988,0.23799999999999988,0.6562,0.672,0.65,0.02200000000000002,0.02100000000000013,0.6739999999999999,0.7,0.6559999999999999,0.04400000000000004,0.04400000000000004,248948,992574,27086,965488,899980
2019-03-24,0.7302,0.78,0.7,0.08000000000000007,-0.0010000000000000009,0.7654,0.83,0.7,0.13,-0.09700000000000009,0.7008,0.73,0.677,0.052999999999999936,-0.02399999999999991,0.7234,0.78,0.677,0.10299999999999998,-0.07299999999999995,321066,669900,129689,540211,-540211
2019-03-31,0.6388,0.69,0.6,0.08999999999999997,-0.08999999999999997,0.6442,0.6970000000000001,0.6,0.09700000000000009,-0.09700000000000009,0.5952,0.618,0.57,0.04800000000000004,-0.038000000000000034,0.607,0.648,0.5710000000000001,0.07699999999999996,-0.06800000000000006,157114,245434,51294,194140,-106105
2019-04-07,0.544,0.6,0.5,0.09999999999999998,-0.09999999999999998,0.5492,0.6,0.506,0.09399999999999997,-0.09399999999999997,0.5064,0.5670000000000001,0.485,0.08200000000000007,-0.08200000000000007,0.5196,0.57,0.5,0.06999999999999995,-0.06999999999999995,154966,234300,102898,131402,6467
2019-04-14,0.5415,0.599,0.501,0.09799999999999998,0.061000000000000054,0.567,0.599,0.501,0.09799999999999998,0.07199999999999995,0.51425,0.539,0.485,0.05400000000000005,0.05400000000000005,0.54425,0.595,0.488,0.10699999999999998,0.06599999999999995,169869,324572,85031,239541,2373
2019-04-21,0.5783999999999999,0.599,0.563,0.03600000000000003,-0.014000000000000012,0.5843999999999999,0.599,0.565,0.03400000000000003,-0.03400000000000003,0.553,0.5670000000000001,0.54,0.027000000000000024,-0.027000000000000024,0.5666,0.58,0.5579999999999999,0.02200000000000002,-0.016000000000000014,71120,105333,42599,62734,-62734
2019-04-28,0.5428000000000001,0.564,0.53,0.03399999999999992,-0.03399999999999992,0.5456,0.564,0.53,0.03399999999999992,-0.03399999999999992,0.5234,0.54,0.507,0.03300000000000003,-0.03300000000000003,0.5312,0.5489999999999999,0.508,0.040999999999999925,-0.040999999999999925,65885,119864,18778,101086,57251
2019-05-05,0.505,0.52,0.5,0.020000000000000018,-0.0050000000000000044,0.5136000000000001,0.525,0.5,0.025000000000000022,-0.020000000000000018,0.4898,0.5,0.48,0.020000000000000018,-0.020000000000000018,0.4958,0.511,0.485,0.026000000000000023,-0.026000000000000023,103049,195091,41718,153373,-127035
2019-05-12,0.4844,0.495,0.47,0.025000000000000022,-0.01700000000000007,0.48919999999999997,0.495,0.48,0.015000000000000013,-0.009000000000000008,0.4756,0.49,0.466,0.023999999999999966,-0.010000000000000009,0.4838,0.494,0.467,0.02699999999999997,-0.008000000000000007,53699,90180,29226,60954,-10602
2019-05-19,0.5026,0.515,0.498,0.017000000000000015,-0.0020000000000000018,0.5074,0.522,0.499,0.02300000000000002,-0.02200000000000002,0.4898,0.5,0.48,0.020000000000000018,-0.020000000000000018,0.49920000000000003,0.515,0.49,0.025000000000000022,-0.015000000000000013,61132,149987,18910,131077,-120064
2019-05-26,0.44625,0.475,0.42,0.05499999999999999,-0.034999999999999976,0.449,0.475,0.431,0.043999999999999984,-0.034999999999999976,0.39949999999999997,0.42,0.365,0.05499999999999999,-0.010000000000000009,0.4285,0.442,0.413,0.029000000000000026,-0.01200000000000001,172025,238899,85107,153792,85448
2019-06-02,0.4182,0.449,0.4,0.04899999999999999,-0.04899999999999999,0.424,0.449,0.4,0.04899999999999999,-0.04899999999999999,0.3994,0.41,0.381,0.02899999999999997,-0.02899999999999997,0.4082,0.426,0.38799999999999996,0.038000000000000034,-0.025000000000000022,82076,167152,40353,126799,24064
2019-06-09,0.383,0.395,0.37,0.025000000000000022,0.010000000000000009,0.38999999999999996,0.395,0.386,0.009000000000000008,0.0050000000000000044,0.3756,0.385,0.37,0.015000000000000013,0.010000000000000009,0.3836,0.38799999999999996,0.373,0.014999999999999958,0.0020000000000000018,64605,90764,30410,60354,-59508
2019-06-16,0.39080000000000004,0.395,0.389,0.006000000000000005,-0.0010000000000000009,0.3952,0.39899999999999997,0.39299999999999996,0.006000000000000005,-0.0020000000000000573,0.3874,0.39,0.385,0.0050000000000000044,0.0009999999999999454,0.3914,0.395,0.389,0.006000000000000005,-0.006000000000000005,62163,109687,29225,80462,19437
2019-06-23,0.42,0.435,0.39,0.044999999999999984,0.034999999999999976,0.4236,0.435,0.39899999999999997,0.03600000000000003,0.030000000000000027,0.3966,0.41,0.38799999999999996,0.02200000000000002,0.02200000000000002,0.4104,0.429,0.395,0.033999999999999975,0.031000000000000028,124039,206135,38525,167610,88898
2019-06-30,0.48125,0.5,0.435,0.065,0.05499999999999999,0.4965,0.51,0.48100000000000004,0.02899999999999997,0.013999999999999957,0.46325,0.48,0.415,0.065,0.063,0.485,0.496,0.47600000000000003,0.019999999999999962,0.0019999999999999463,84460,108898,47229,61669,-13183
2019-07-07,0.445,0.478,0.43,0.04799999999999999,-0.04799999999999999,0.4488,0.48,0.43,0.04999999999999999,-0.04999999999999999,0.416,0.42,0.415,0.0050000000000000044,0.0050000000000000044,0.4198,0.42700000000000005,0.415,0.012000000000000066,0.0050000000000000044,48758,73947,10538,63409,-63409
2019-07-14,0.4138,0.43,0.39799999999999996,0.03200000000000003,-0.03200000000000003,0.415,0.43,0.4,0.02999999999999997,-0.02999999999999997,0.3972,0.4,0.39,0.010000000000000009,-0.0040000000000000036,0.4038,0.409,0.4,0.008999999999999952,-0.0050000000000000044,45351,117269,8722,108547,-108547
2019-07-21,0.394,0.4,0.38,0.020000000000000018,-0.020000000000000018,0.39740000000000003,0.40700000000000003,0.389,0.018000000000000016,-0.01100000000000001,0.3858,0.397,0.379,0.018000000000000016,-0.018000000000000016,0.388,0.4,0.38,0.020000000000000018,-0.020000000000000018,73470,147545,16839,130706,72590
2019-07-28,0.37979999999999997,0.38799999999999996,0.371,0.01699999999999996,-0.01699999999999996,0.3828,0.39,0.38,0.010000000000000009,-0.010000000000000009,0.3694,0.37200000000000005,0.365,0.007000000000000062,-0.0050000000000000044,0.3772,0.38,0.375,0.0050000000000000044,-0.0030000000000000027,32354,53892,21666,32226,-15263
2019-08-04,0.379,0.39,0.36700000000000005,0.022999999999999965,0.0030000000000000027,0.384,0.39899999999999997,0.377,0.021999999999999964,0.0030000000000000027,0.361,0.37,0.349,0.02100000000000002,-0.01200000000000001,0.3724,0.37799999999999995,0.36700000000000005,0.010999999999999899,0.0020000000000000573,68034,125611,25218,100393,100393
2019-08-11,0.361,0.37200000000000005,0.345,0.02700000000000008,-0.012000000000000066,0.364,0.379,0.35100000000000003,0.02799999999999997,-0.018000000000000016,0.35159999999999997,0.359,0.345,0.014000000000000012,0.0050000000000000044,0.3532,0.36,0.35,0.010000000000000009,0.006000000000000061,47847,89465,18033,71432,-18878
2019-08-18,0.3568,0.36,0.35,0.010000000000000009,0.006000000000000061,0.3588,0.36,0.35600000000000004,0.003999999999999948,-0.003999999999999948,0.3362,0.345,0.32,0.024999999999999967,-0.004999999999999949,0.3432,0.348,0.335,0.012999999999999956,0.0020000000000000573,64335,102956,16654,86302,-79050
2019-08-25,0.3388,0.344,0.33,0.013999999999999957,0.0,0.3424,0.348,0.34,0.007999999999999952,-0.007999999999999952,0.33240000000000003,0.33799999999999997,0.33,0.007999999999999952,-0.00599999999999995,0.339,0.34,0.337,0.0030000000000000027,-0.0010000000000000564,39484,112719,13559,99160,2822
2019-09-01,0.35375,0.37,0.345,0.025000000000000022,0.020000000000000018,0.36075,0.374,0.35,0.02400000000000002,0.02400000000000002,0.34650000000000003,0.361,0.34,0.020999999999999963,0.020999999999999963,0.3565,0.37,0.34299999999999997,0.027000000000000024,0.026000000000000023,43830,81169,22951,58218,12141
2019-09-08,0.3604,0.375,0.35,0.025000000000000022,-0.01799999999999996,0.3688,0.375,0.364,0.01100000000000001,-0.01100000000000001,0.3486,0.37,0.34,0.02999999999999997,-0.020000000000000018,0.3564,0.373,0.34700000000000003,0.025999999999999968,-0.02300000000000002,46941,72271,24766,47505,22891
